,Occipital_Sup_L,Thal_VL_L,Cingulate_Mid_R,Insula_R,Putamen_R,Rolandic_Oper_L,Occipital_Inf_R,ACC_sub_R,Temporal_Mid_R,Supp_Motor_Area_R,Occipital_Mid_L,Vermis_6,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuL_R,Thal_Re_L,Occipital_Mid_R,Rectus_L,Cerebellum_Crus2_L,Postcentral_L,Frontal_Sup_2_R,Cerebellum_6_L,Thal_MDm_R,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Cerebellum_10_R,Cerebellum_4_5_L,Thal_PuI_R,Calcarine_L,Temporal_Sup_R,Thal_VA_L,Parietal_Sup_R,Frontal_Inf_Oper_L,Thal_AV_L,Frontal_Inf_Oper_R,Thal_LGN_R,Thal_LP_L,Insula_L,Vermis_9,Frontal_Inf_Tri_R,Cerebellum_7b_L,Cerebellum_8_L,Vermis_8,Thal_VA_R,Paracentral_Lobule_L,Thal_PuA_R,OFCpost_L,Occipital_Inf_L,Thal_PuM_R
Occipital_Mid_L,0.8483665140900144,0.21162384743782725,0.3679090357485654,0.22392033722956947,0.08734167790861812,0.06223047442742057,0.3485053903799428,-0.268958659156374,0.5077191388480459,0.4161126166007356,1.0,0.4389705201507242,0.34911649258492444,0.23998301429008168,0.3324370104660235,0.22541739414004558,-0.12750577682602773,0.597333919265347,0.221460106739735,0.2775135346441801,0.523344737883939,0.4250477853163961,0.49114715636044753,0.4336881251754178,0.18708717741648792,-0.016451620490672423,0.17431909147604077,0.422725341145524,0.24300411632117824,0.4932182660845546,0.3982203123530297,-0.13228136366119728,0.22318565264152307,0.15666511940978428,0.20149729428712215,0.4521283842046362,-0.11089101604370746,0.09093079751628454,0.07585701477526247,0.5609880302708489,0.12367281997854704,0.5951459150672174,0.49021451231265495,0.19886346003612582,-0.21021667155880652,0.4056187243628848,0.20110443497806632,-0.14238345891888363,0.34209932897914896,0.3547777263355659
Vermis_6,0.4393933125798325,0.30330854206255914,0.3231942650641609,-0.13832709492273607,0.18050549512980404,0.3985092586147303,0.41783605281388125,-0.4077937421941907,0.6223372676574318,0.675847017951465,0.4389705201507242,1.0,-0.14012220767294206,0.3025806309692575,0.5148263047276985,-0.05202965914751069,0.20908087215350024,0.3236786792936779,0.16120100186751174,-0.04873226434850953,0.4315759791204509,0.5467116565517669,0.7131273190539102,0.46494937998049557,0.34805180043564504,-0.07686377842079418,0.4039095835570099,0.5640059204574177,-0.002038419886644811,0.835745523895962,0.5396403196465044,0.2943861781887646,-0.23762677346959232,0.21012469620528942,0.39840978438493296,0.39724185981873034,-0.1895505092900541,-0.1693004009546052,0.11148141113688452,0.4415278995341561,0.1883968264727258,0.033645287728066096,0.694152696642932,0.09937617865634366,0.23960848564020543,0.39657825132724245,0.012557912494437882,0.1505357721800441,0.4245796474159861,0.08536874490415708
Thal_LGN_L,0.4161319864276045,0.061943196036425265,0.46423289169176496,0.2981663413056465,0.26891745990631155,0.044318036621014675,-0.22882716733852476,0.044486095295017916,0.10472379706582115,0.27916648827810103,0.34911649258492444,-0.14012220767294206,1.0,0.4858175887528691,-0.12632119135731346,0.18097455977906327,-0.08131360304094519,0.04080925819727323,0.041566349507799326,0.06431358190594016,0.5771237641947067,0.4260880626674068,0.014402149076674536,0.27803413732321086,0.3014995661772796,0.24518474048258418,-0.051072131274443065,0.3721218144242568,0.12376448721435165,0.07952687196918173,0.3130431077317969,-0.02184232037972263,0.469241942049702,0.27518734555682656,-0.10496573639054115,0.3119506991264651,-0.24130604158010957,0.14408990010578632,0.32330466125784013,0.1423492448911277,0.27559550010739775,0.34226107096979985,-0.0483667184293278,0.10301183909129581,-0.016118647813234903,0.5074896168808233,-0.19208108604048224,-0.12575751639206337,-0.10769308323492172,-0.020434222334195472
Thal_MGN_L,0.2347694803426213,0.43967926616365605,0.23236275474059978,0.5399068584990692,0.5816395891325367,0.6294662104777533,0.17839167395769928,0.1029561141572019,0.6143860526823515,0.5833562023102742,0.23998301429008168,0.3025806309692575,0.4858175887528691,1.0,0.34037692906625583,0.06116621352694678,-0.033510686496087155,0.21867152639112247,0.14449275410055573,-0.21487691403543052,0.33104795319377767,0.5534151964189793,0.6232459407454666,0.7617800472993914,0.41767843913799707,0.6256340647713301,0.45952066428047095,0.7272410874807247,0.12774873679730658,0.5414389603843777,0.7225665082452879,0.39008232319775044,-0.19119436944096874,0.573520655972565,0.25021502495774617,0.6221473670019314,0.06017098298792557,-0.001133509951003231,0.5301636999374467,0.49920471196064936,0.6256287233688673,-0.08349589747004342,0.48742219751033816,0.35934838818763415,0.41420720343088024,0.3787779377119526,0.1606749976375543,0.3405767789952716,0.12004008405997924,0.20827517055194605
Thal_PuI_L,0.37539396919129814,0.4574048742164594,0.24780652303441844,0.19431588762996857,0.20269706357217024,0.4314590849111004,0.46412252649201885,-0.19115030936621366,0.6296538107848951,0.414823236425579,0.3324370104660235,0.5148263047276985,-0.12632119135731346,0.34037692906625583,1.0,0.15822343833692468,-0.1189968825144965,0.5703391858083678,0.16160237274127429,-0.014318128077746826,0.08759622121671659,0.32961006667785986,0.575162618380739,0.49638326177929754,0.25631350369970074,0.2941934996501155,0.42739614442202356,0.46174802436612306,0.19012644525132302,0.5186950220206484,0.5682230908950284,0.10507801524670146,-0.08500105757584016,0.37291114172032663,0.5366142553211086,0.4040579183715755,-0.00012698999898020716,0.10301238937900625,0.07943106328234698,0.30207962029428187,0.23828581924941622,0.027021958056654184,0.6214284680025706,0.2627215973913796,0.10821760297168154,0.16208736910089785,0.3132032497946075,0.16089954056762995,0.43072462065734707,0.3279175416529096
Thal_PuL_R,0.11124517064225087,0.4996597568541949,0.3966820074727469,0.6168557888509838,0.44886280148638125,0.2129733711436894,-0.026411959272425928,0.14135004092365253,0.26562995748144785,0.30370569194538694,0.22541739414004558,-0.05202965914751069,0.18097455977906327,0.06116621352694678,0.15822343833692468,1.0,0.20083132776201562,0.21834983154667248,0.15562573026688453,0.2704244487830806,0.21103395956679766,0.3052907080998769,0.16315274076278533,0.3073255365004388,0.4912929395008077,0.14507053780715806,0.3677872469697733,0.25675841815681616,0.28953328932191597,-0.03236282903963042,0.37405678030712175,0.338666137128893,-0.03810809719936544,0.4459985797702898,0.41955689763734366,0.45992884545571505,0.5101930753145176,0.5919835916956342,0.5374600931424276,0.16453204489698495,0.5061320652262946,0.27519972711052315,0.3064118127271945,0.19758055200730992,0.31282563106567085,-0.06381437048703616,0.5621544327702439,0.11098754469878438,-0.22689980577290433,0.7463203560940478
Thal_Re_L,-0.07420293415778392,0.23846328776291006,0.3371547797899548,0.06774720825691798,0.4667607047660339,0.29271996881015616,-0.2820639459117788,-0.058413126580454375,0.010718707492283173,0.4057275246700368,-0.12750577682602773,0.20908087215350024,-0.08131360304094519,-0.033510686496087155,-0.1189968825144965,0.20083132776201562,1.0,-0.26540033340472335,-0.020772580358607216,-0.0751767262850062,0.28452307759464285,0.3625102090291791,0.1595805491037891,0.03327982687064684,0.43748528987536445,0.02082717450301496,0.304594939672343,0.34586953565165246,-0.18948846980309952,0.20066577573994696,0.24832702201544748,0.6352777263182462,-0.1597035805429397,0.2233210459888423,0.15458917527874974,0.30624103282534565,0.3261773527908752,0.042052002941455585,0.5032631538795438,0.022408897480131813,0.33778178880359105,-0.22767904221426852,-0.015807246350834556,-0.2773552988244556,0.5468723046178271,0.20442067951627235,0.04034670876486349,0.16841205157557687,-0.38989877368614095,0.0816110664916065
Occipital_Mid_R,0.4525822988054632,0.20500459574195776,0.035806490190072225,0.24287937260980494,-0.0834271341456267,-0.10280487030969707,0.6235787461090825,-0.25266130214314453,0.7312447585838953,0.21678140522483383,0.597333919265347,0.3236786792936779,0.04080925819727323,0.21867152639112247,0.5703391858083678,0.21834983154667248,-0.26540033340472335,1.0,0.04881657762809145,0.03973896899604677,0.04623663234682942,0.04974601659943094,0.3739416440755256,0.3896177719457553,-0.06550249155769391,-0.10771492722081484,0.34160670218258393,0.21336139415417218,0.2594236217589049,0.22616904699205134,0.3784858317837414,-0.23260517826572286,0.0008963883283941926,0.009441241508779506,0.5222621223369784,0.35184974506457806,0.08541280069642362,0.17003807625816228,-0.024341012636447428,0.3959786957012181,0.20573045422306518,0.5107599505914481,0.5641194614546201,0.31668419735281267,-0.18864004699842313,0.017886291123583392,0.412855534593693,0.10397997908646953,0.24047079516345035,0.4689743185503366
Rectus_L,0.1673730333463523,0.27246293982694914,0.040369087126028436,0.21243777990065266,0.1846362212205062,0.21847025192456535,0.08859351753066674,0.14978552965821523,0.1984455389095006,0.17245733826656248,0.221460106739735,0.16120100186751174,0.041566349507799326,0.14449275410055573,0.16160237274127429,0.15562573026688453,-0.020772580358607216,0.04881657762809145,1.0,-0.03349808012320441,0.13702442291865988,0.23696993255015925,0.25716408601492474,0.17846437395270215,0.23752535467435054,0.17234242276317108,0.19894079388632974,0.18429765691291888,0.06451930636826922,0.21637526102733212,0.23987986056319893,0.22135462467437345,-0.08764751337106881,0.19078960228213532,0.18733511672176434,0.20704203714985941,0.18677919182845676,0.07890431712835551,0.15487697465586722,0.17417464679608027,0.1680032898906055,0.07746406272658031,0.2074769117692121,0.12855361268389975,0.14297995484720108,0.12715287661965827,0.1620400132317627,0.02125567241708498,0.13747614855037235,0.2077841782342236
Cerebellum_Crus2_L,0.2591856460917208,-0.15509334861219218,0.039577380997983115,0.10500362384130134,-0.18162565192859703,-0.16806335519027218,-0.0675356269133041,0.0740940856994293,-0.04883161224115239,0.03371335269317571,0.2775135346441801,-0.04873226434850953,0.06431358190594016,-0.21487691403543052,-0.014318128077746826,0.2704244487830806,-0.0751767262850062,0.03973896899604677,-0.03349808012320441,1.0,0.09927869613499149,0.01569064208618998,-0.05691457817207803,-0.1413166524881233,-0.054023228319748505,-0.1293237698881819,0.11792997601648769,-0.06487552299346039,-0.05688225564500463,-0.0289620094024279,-0.11062274668349789,-0.18579924111387827,0.16852246688988837,-0.1264334068686432,-0.07015376002220604,-0.04362088647134081,0.04974696725913625,0.04891514248757533,-0.15646390977309774,-0.11109555290336022,-0.14431446679682391,0.31950144800781294,0.008841193118663099,-0.08128516164085509,-0.1581016603286719,0.047099946716822445,0.06416258460903723,-0.24509239715673356,-0.18963106502998625,0.16860543662931776
Postcentral_L,0.6568569840623759,0.28421283042521617,0.7951359166495235,0.1548579082051669,0.4368582961987936,0.3465959118014636,-0.04951945246826498,-0.20509068070770722,0.3172316516012822,0.730039526535229,0.523344737883939,0.4315759791204509,0.5771237641947067,0.33104795319377767,0.08759622121671659,0.21103395956679766,0.28452307759464285,0.04623663234682942,0.13702442291865988,0.09927869613499149,1.0,0.8131314112430242,0.34755383543907076,0.34582981684974556,0.6396865348025921,0.1980234674182696,0.13859009881434717,0.6716434959115348,0.027161001709631306,0.5998556267450337,0.5562237583414922,0.24048288933364448,0.3928650049541987,0.4334532976613358,0.0933305572146236,0.5349403748723617,-0.2936081096150734,0.12642564613725335,0.43233725351550906,0.3156640953082848,0.3402974155498002,0.19892336935667912,0.20363783516684225,-0.06441031028006337,0.18809331431063678,0.8148594542208554,-0.2851693421009683,-0.006699382000553243,0.054176231113527096,-0.03954937295634767
Frontal_Sup_2_R,0.5383396242851808,0.592905965665714,0.7355886760739464,0.3194227103247091,0.6700733897589256,0.690751720692823,-0.0978270400286884,-0.017516056978757483,0.49277493422183555,0.8937547456779948,0.4250477853163961,0.5467116565517669,0.4260880626674068,0.5534151964189793,0.32961006667785986,0.3052907080998769,0.3625102090291791,0.04974601659943094,0.23696993255015925,0.01569064208618998,0.8131314112430242,1.0,0.6048158524301858,0.6682253717057443,0.8720339488852339,0.43393755186614696,0.37028256754186817,0.8909474828382785,0.12024401065817923,0.7390292511166169,0.7982657131100561,0.5887034256556273,0.14215080341027672,0.6574433101393937,0.3601011623014631,0.7318245277901466,-0.06233460251682078,0.14006040580898393,0.6495038926666458,0.37192389894539196,0.5971311346865356,0.017650767739753208,0.44717854248113525,0.12876405675247166,0.5434991622325319,0.7899960270902058,-0.03314952096481945,0.2294819163233967,0.1053890152140704,0.1460439730292211
Cerebellum_6_L,0.4010372475377057,0.5606121732732203,0.27220667674492105,0.3391018743835843,0.4477934746923965,0.6494166737712799,0.4120321586680124,-0.10799773149547708,0.764496518902753,0.6829808727788065,0.49114715636044753,0.7131273190539102,0.014402149076674536,0.6232459407454666,0.575162618380739,0.16315274076278533,0.1595805491037891,0.3739416440755256,0.25716408601492474,-0.05691457817207803,0.34755383543907076,0.6048158524301858,1.0,0.7308835812351361,0.45361952342595996,0.3840622765223833,0.5455758274894916,0.7311983440824803,0.09884770130600183,0.8107105704637076,0.7117914968499882,0.4636717102857205,-0.41029325319465226,0.5163462452324582,0.48814914833850714,0.6047075315365731,0.21272510374323433,-0.051086029955750054,0.4086148814831291,0.6733176625264914,0.45576783844027685,0.03815997165670359,0.7963187205200248,0.2481624556213213,0.3704550815850032,0.32547737533137605,0.36763610810519587,0.23120849925772197,0.3967095725183646,0.4545267097143413
Thal_MDm_R,0.3440717925790356,0.7247166758171782,0.31042312296452856,0.5690740859748262,0.6336079579731153,0.6373482473735735,0.25081574733825845,0.0957523804938972,0.7542693826823569,0.6614216683092294,0.4336881251754178,0.46494937998049557,0.27803413732321086,0.7617800472993914,0.49638326177929754,0.3073255365004388,0.03327982687064684,0.3896177719457553,0.17846437395270215,-0.1413166524881233,0.34582981684974556,0.6682253717057443,0.7308835812351361,1.0,0.5739079444375024,0.49048821371214846,0.46298353811310966,0.7705759462445549,0.32365829234368193,0.5832377485902321,0.8016791726808294,0.5151692051215024,-0.25285757244697676,0.6419961475912387,0.5493097973140796,0.7597807037005604,0.20681299749279156,0.23054258014208664,0.5959849071840063,0.5551334463179178,0.7053779196964806,0.07261293500459995,0.7249115988194049,0.47288675135545055,0.5155176355722643,0.3509376990576551,0.461506267154147,0.32464727457090964,0.18624094886674203,0.4972330976716415
Frontal_Sup_2_L,0.30682243202984233,0.7400866678798869,0.670141772563405,0.40741964313103957,0.7482681727875318,0.738328506330458,-0.2214757838619521,0.08721731419737533,0.37089314066282675,0.7543495744574371,0.18708717741648792,0.34805180043564504,0.3014995661772796,0.41767843913799707,0.25631350369970074,0.4912929395008077,0.43748528987536445,-0.06550249155769391,0.23752535467435054,-0.054023228319748505,0.6396865348025921,0.8720339488852339,0.45361952342595996,0.5739079444375024,1.0,0.5077069758028426,0.3350588232668601,0.7614185206121928,0.11989109325213561,0.5110756900529694,0.741231506578926,0.7541453377094749,0.09776378673896456,0.7567941517228035,0.4766502423523116,0.6978456718452307,0.1572147028181389,0.38534560169470666,0.8065985499764708,0.19744182839156932,0.70338958734092,-0.06402342394005194,0.35870535707396783,0.1246887280601565,0.6919634895357201,0.5659761482288896,0.09583395369151936,0.39175680280088343,-0.010619738610105683,0.26211869250755354
Frontal_Inf_Orb_2_L,0.07223410057488466,0.5641212293904879,0.22022909372231858,0.6025674931868292,0.6355844709394862,0.7433729720029842,-0.034497629228088154,0.3401005878330982,0.24313077651076023,0.30689133453050665,-0.016451620490672423,-0.07686377842079418,0.24518474048258418,0.6256340647713301,0.2941934996501155,0.14507053780715806,0.02082717450301496,-0.10771492722081484,0.17234242276317108,-0.1293237698881819,0.1980234674182696,0.43393755186614696,0.3840622765223833,0.49048821371214846,0.5077069758028426,1.0,0.24975943129937264,0.49525483641712953,0.11686940590642327,0.26433539830060876,0.4993652897500355,0.45931421742218176,-0.03950829376041917,0.6957345321873686,0.18597218229865814,0.4273864620064464,0.19158925573138766,0.22724790517093515,0.5881070446202127,0.25666259286371435,0.5237269528599175,-0.2820096746817301,0.19284849864989154,0.15804585551464687,0.4238824224077766,0.218547951612662,0.12310365883250038,0.4651041697618909,0.07842325771922147,0.16786082663410043
Cerebellum_10_R,0.07471750161843022,0.4048463856231695,0.10847212155531545,0.46770431316400535,0.42424280893725336,0.39384521193256283,0.28223523472751155,0.07388437924274933,0.6315077928458442,0.5455167003352209,0.17431909147604077,0.4039095835570099,-0.051072131274443065,0.45952066428047095,0.42739614442202356,0.3677872469697733,0.304594939672343,0.34160670218258393,0.19894079388632974,0.11792997601648769,0.13859009881434717,0.37028256754186817,0.5455758274894916,0.46298353811310966,0.3350588232668601,0.24975943129937264,1.0,0.48946776491457117,0.0015136163582218757,0.40618382790561225,0.541497447409269,0.46553048443052114,-0.4120194502414655,0.2583499230978566,0.5198562227822268,0.4661176246821144,0.39394997013026667,0.018196677540232697,0.41081707574463844,0.3306919262750245,0.5062854234129089,-0.019971315472019226,0.5626810743114493,0.3370088134123409,0.5175241599595082,0.10052835247538752,0.40753353861783265,0.3520510208318774,-0.10867526276189796,0.47961642346304173
Cerebellum_4_5_L,0.5066418574896635,0.6060000932570367,0.6275660959130205,0.44554595940985225,0.7232253942946406,0.756168457668806,0.06183513804480831,-0.08619570349715909,0.6503180136417716,0.8871718003020065,0.422725341145524,0.5640059204574177,0.3721218144242568,0.7272410874807247,0.46174802436612306,0.25675841815681616,0.34586953565165246,0.21336139415417218,0.18429765691291888,-0.06487552299346039,0.6716434959115348,0.8909474828382785,0.7311983440824803,0.7705759462445549,0.7614185206121928,0.49525483641712953,0.48946776491457117,1.0,0.08996485251784067,0.7822942756210454,0.9082279274215167,0.5951744979068725,-0.01036011833479746,0.7011108692953202,0.4132056052718787,0.8177439784048633,0.048153958727498496,0.08797572380118716,0.6730340380585653,0.49150476923010283,0.7081493778870334,0.02025535660362141,0.5381165365975619,0.176512027344746,0.5576675390426684,0.6906669152464187,0.10282662100773948,0.2889377343027284,0.09858586841687221,0.2367984260572328
