,Pallidum_R,Vermis_4_5,Parietal_Sup_R,Thal_VL_L,OFCmed_L,Thal_PuA_R,Cingulate_Post_R,Temporal_Inf_R,Cerebellum_9_L,Frontal_Sup_Medial_L,SN_pr_L,SupraMarginal_R,Olfactory_R,Occipital_Sup_L,Thal_PuM_R,SN_pc_R,Lingual_R,OFCpost_R,Thal_MDl_L,Putamen_R,Heschl_L,Occipital_Sup_R,Paracentral_Lobule_L,Caudate_R,Pallidum_L,Frontal_Inf_Orb_2_L,ACC_sub_L,N_Acc_L,Thal_PuM_L,Supp_Motor_Area_R
SN_pr_L,0.21144278080870746,0.07083230229938692,-0.02214887898838267,-0.5593706694675181,0.5169722185399355,0.7869512430265153,0.024913878203103493,0.10004010250905475,0.3099412645215766,0.38051438952648864,1.0,-0.6872506501534154,0.4007297307737336,-0.5286734481670056,0.38032411924370124,-0.6451832664913989,-0.16528098499936925,-0.13442194300341082,-0.27820465326529215,0.27554546907240557,0.3278084651291677,-0.21960936178540838,0.10056479306606692,0.3539647758455686,0.37087499600074414,0.5106814021050003,0.6733018358118638,0.7673295510838974,0.21801711369884735,-0.4825265729828321
SupraMarginal_R,0.02600779626986601,0.34222581182822936,-0.1280407759001841,0.7972836953393829,-0.18962950537152135,-0.8026737884153721,0.46837565687543015,0.1747340200195108,0.06874405694399208,0.15428848524729,-0.6872506501534154,1.0,-0.2182034272273078,0.5035536655445316,-0.1573859576241975,0.7471853207924164,0.5153813557976273,0.25295664816679003,0.39347223056426245,0.06664893949458181,-0.3511452802883504,0.17635167108492644,-0.30855986927125173,-0.13682996588293347,-0.19752453720724658,-0.04614385182939433,-0.2362542043076057,-0.3899846173700412,0.16562109518948595,0.7759041988394099
Olfactory_R,0.593988961774222,0.31001025272663063,0.04677265995792834,-0.1470962014263444,0.41717813849222396,0.409376901063633,0.3325629069795059,0.42698288506171994,0.3733735323500491,0.3111738761033351,0.4007297307737336,-0.2182034272273078,1.0,-0.12820867760229224,0.45516658442902824,-0.1065319938351991,0.20969192286183858,0.2609368673498636,0.1839885527240976,0.6435105369846772,0.30481465872546526,-0.17663342091537976,0.017679243695919965,0.5704574871378729,0.4854439243516755,0.4119642163645931,0.4520327853346086,0.3142583988179184,0.296533296586215,-0.13034417832616646
Occipital_Sup_L,-0.01683908607812458,-0.053299684203576295,0.18867927210781982,0.4656099437200991,-0.29450842849762127,-0.4985187636623799,0.039472072616653,-0.0475417051065777,-0.25306118706114156,-0.13640779458157626,-0.5286734481670056,0.5035536655445316,-0.12820867760229224,1.0,-0.1571936124084425,0.447796506092771,0.1567785814707323,0.2992251880915409,0.22139747684570676,-0.13033400398045764,-0.18474781162200243,-0.10994978243303899,-0.21890426447287234,-0.13966081703551067,-0.18761820049129505,-0.24264907751039808,-0.31507777686115196,-0.35990294583389476,0.042476836163556866,0.28416870496935076
Thal_PuM_R,0.7257056855356749,0.47630690980141654,0.19386841980219857,-0.09231018890329447,0.354069896502316,0.6140799385785916,0.5563828887579106,0.47093676262859346,0.29737209264540726,0.3980448548537916,0.38032411924370124,-0.1573859576241975,0.45516658442902824,-0.1571936124084425,1.0,-0.23083434174908898,0.3335727373768028,0.4616166726434666,0.018855937761743966,0.2529114928301735,0.7120498257750894,-0.11478906791603422,0.1909608836942845,0.8323491409813112,0.5360185780778656,0.47016348823412984,0.19740488410861415,0.4010921147508191,0.4990842619091261,-0.09194901014715795
SN_pc_R,-0.012095553223592506,0.35901724196089085,-0.030080816729712464,0.7904511817685869,-0.24206790422475355,-0.7336017517747807,0.2851950928589097,0.3341863103014806,0.10148894621972533,-0.1235390903934855,-0.6451832664913989,0.7471853207924164,-0.1065319938351991,0.447796506092771,-0.23083434174908898,1.0,0.5882685362515608,0.42508533622805916,0.4725259634545101,0.1314918271330683,-0.2570715965941379,0.14452545584656554,-0.17979114091363416,-0.22251904169181427,-0.08639285202088266,-0.1600368569358479,-0.3148688034436267,-0.4249700710436328,0.116874651340521,0.5803182329695246
Lingual_R,0.32829357558386546,0.81763981503605,0.05469216724165012,0.5906054589722081,0.20868569210415638,-0.20929418572895084,0.777376439744822,0.7956227931501753,0.5236899089036239,0.39158360448879126,-0.16528098499936925,0.5153813557976273,0.20969192286183858,0.1567785814707323,0.3335727373768028,0.5882685362515608,1.0,0.6512468282172966,0.33174581776223505,0.400501130641599,0.1842080000086283,0.13648897877527802,-0.1595431814281074,0.2925043413290578,0.34605296751700143,0.4257197788471757,0.08333184777473326,0.08962684019677523,0.38378329235172914,0.551417236399873
OFCpost_R,0.3919550665863597,0.55508744633573,0.2922048166969239,0.5213457758400482,0.02361505170594006,0.001749499564631326,0.45844541165877234,0.654977012195105,0.36573499051228114,0.17939559329738655,-0.13442194300341082,0.25295664816679003,0.2609368673498636,0.2992251880915409,0.4616166726434666,0.42508533622805916,0.6512468282172966,1.0,0.26722638513497377,0.25719821310906643,0.38603036712579425,0.005038922576681101,0.07906806903837921,0.35476939065031526,0.3406942905897305,0.24138047000554047,-0.021166638190278152,0.12950140239823915,0.3704878967167149,0.16224292277137248
Thal_MDl_L,0.22977061376255778,0.2653574159117785,-0.009036614964171963,0.5267008649706201,0.07445942187332398,-0.3301611378670078,0.24419345032861048,0.3076066037087504,0.1967183082060735,-0.08279887879734119,-0.27820465326529215,0.39347223056426245,0.1839885527240976,0.22139747684570676,0.018855937761743966,0.4725259634545101,0.33174581776223505,0.26722638513497377,1.0,0.4603352091946407,-0.10196691803769278,-0.0737855808620189,-0.17869101564948628,0.05176574283487318,0.14524485740309187,-0.11738879442772913,-0.008101110841999727,-0.20310533855323215,0.28199560230798015,0.22989273699944401
Putamen_R,0.4836406188424642,0.5005751894373905,-0.09238078107405544,0.18397384950606668,0.548671934328335,0.11260210815696277,0.5186995445320057,0.5975620372490508,0.5183035671645365,0.3768751583342225,0.27554546907240557,0.06664893949458181,0.6435105369846772,-0.13033400398045764,0.2529114928301735,0.1314918271330683,0.400501130641599,0.25719821310906643,0.4603352091946407,1.0,0.07525027714082143,-0.24665717686890182,-0.19102189298531816,0.32520417727453665,0.4953447894889048,0.4244474813333069,0.6084281249975104,0.34166705004188586,0.3721305193197165,0.06671397722256187
Heschl_L,0.5420567219890247,0.33017069458644416,0.268330383650165,-0.19640657487228322,0.056469251199163975,0.6595132392648387,0.27470179901835506,0.4254736300008859,0.2430307635133494,0.17493683252680142,0.3278084651291677,-0.3511452802883504,0.30481465872546526,-0.18474781162200243,0.7120498257750894,-0.2570715965941379,0.1842080000086283,0.38603036712579425,-0.10196691803769278,0.07525027714082143,1.0,-0.002406400543763885,0.3335329836817682,0.6709603015433239,0.5390175060583744,0.28810714396162873,0.0898812364087365,0.36053413556558656,0.3619699793399431,-0.35741512088847704
Occipital_Sup_R,-0.12719903953078585,0.19791211305083378,0.06570557897885426,0.06775801057097687,-0.23766466430419864,-0.20867974027598368,0.007942060180906374,0.10470158173894774,0.10909823857831968,0.04300260360077501,-0.21960936178540838,0.17635167108492644,-0.17663342091537976,-0.10994978243303899,-0.11478906791603422,0.14452545584656554,0.13648897877527802,0.005038922576681101,-0.0737855808620189,-0.24665717686890182,-0.002406400543763885,1.0,0.16420671543250837,-0.049430952195765265,0.018926108579564935,-0.08956867615835688,-0.23750424640650847,-0.15365904032447136,-0.13774419436497984,0.23645084351021173
Paracentral_Lobule_L,0.14287546531535536,-0.045006962598128857,0.19991938339276774,-0.1988005605650266,-0.16675367312700815,0.2946212408649462,-0.23451049606592445,-0.06563432696180707,-0.06269006033405751,-0.22105716006921833,0.10056479306606692,-0.30855986927125173,0.017679243695919965,-0.21890426447287234,0.1909608836942845,-0.17979114091363416,-0.1595431814281074,0.07906806903837921,-0.17869101564948628,-0.19102189298531816,0.3335329836817682,0.16420671543250837,1.0,0.21275411361811125,0.19066000414222659,-0.1657573978787348,-0.19345873701116242,0.015840556200159953,0.06841531227870618,-0.31968816435749603
Caudate_R,0.8898401105285199,0.40823513809716044,0.19568320813571793,-0.1396626005421431,0.398374578718658,0.5506823228092168,0.4891674178752076,0.39271969801413986,0.28706402671944964,0.3985304192055693,0.3539647758455686,-0.13682996588293347,0.5704574871378729,-0.13966081703551067,0.8323491409813112,-0.22251904169181427,0.2925043413290578,0.35476939065031526,0.05176574283487318,0.32520417727453665,0.6709603015433239,-0.049430952195765265,0.21275411361811125,1.0,0.62500156635364,0.38657803627705223,0.18431371700076946,0.2832151487065753,0.4704527835928568,-0.046803821994614955
Pallidum_L,0.5584723543415729,0.45588555035116063,0.23589206799935392,-0.031078146304629937,0.3681517637140873,0.41433247167430337,0.4083035674031841,0.49040270411178083,0.3642463838063137,0.3352997054413989,0.37087499600074414,-0.19752453720724658,0.4854439243516755,-0.18761820049129505,0.5360185780778656,-0.08639285202088266,0.34605296751700143,0.3406942905897305,0.14524485740309187,0.4953447894889048,0.5390175060583744,0.018926108579564935,0.19066000414222659,0.62500156635364,1.0,0.3818990511107626,0.2385290945635048,0.33095153373850245,0.4590586206093376,-0.08330778431848927
Frontal_Inf_Orb_2_L,0.2613599999886722,0.5318374569046904,-0.08985159880835786,-0.03364178176445336,0.4690674197816824,0.3680198171239692,0.6496705239763366,0.48834533561594357,0.5119589040453911,0.794556041785292,0.5106814021050003,-0.04614385182939433,0.4119642163645931,-0.24264907751039808,0.47016348823412984,-0.1600368569358479,0.4257197788471757,0.24138047000554047,-0.11738879442772913,0.4244474813333069,0.28810714396162873,-0.08956867615835688,-0.1657573978787348,0.38657803627705223,0.3818990511107626,1.0,0.6206662547181477,0.6938434180002456,0.3219480364075767,0.1472054490270643
ACC_sub_L,0.20971561481399,0.26768168548160515,-0.10441537652726354,-0.17673020252446425,0.4347121180171145,0.43183879726051644,0.2881775734395895,0.31958700385186456,0.4512190852277966,0.4857507049788144,0.6733018358118638,-0.2362542043076057,0.4520327853346086,-0.31507777686115196,0.19740488410861415,-0.3148688034436267,0.08333184777473326,-0.021166638190278152,-0.008101110841999727,0.6084281249975104,0.0898812364087365,-0.23750424640650847,-0.19345873701116242,0.18431371700076946,0.2385290945635048,0.6206662547181477,1.0,0.7533217158316525,0.33768403644482703,-0.29766428893076624
N_Acc_L,0.15293709905655556,0.3037607442983282,-0.01789052165729553,-0.2166711416687424,0.3548524921819061,0.6043552387529515,0.28815386239959384,0.2839081921630138,0.43465498117056195,0.5217672552364644,0.7673295510838974,-0.3899846173700412,0.3142583988179184,-0.35990294583389476,0.4010921147508191,-0.4249700710436328,0.08962684019677523,0.12950140239823915,-0.20310533855323215,0.34166705004188586,0.36053413556558656,-0.15365904032447136,0.015840556200159953,0.2832151487065753,0.33095153373850245,0.6938434180002456,0.7533217158316525,1.0,0.3526228422943379,-0.3520020462511326
Thal_PuM_L,0.46310248308242796,0.407536797918013,0.07499504892863469,0.28879199529388005,0.21356917664928735,0.1790155786841756,0.44720497495735084,0.349209186816828,0.33416607588470126,0.2355584812925762,0.21801711369884735,0.16562109518948595,0.296533296586215,0.042476836163556866,0.4990842619091261,0.116874651340521,0.38378329235172914,0.3704878967167149,0.28199560230798015,0.3721305193197165,0.3619699793399431,-0.13774419436497984,0.06841531227870618,0.4704527835928568,0.4590586206093376,0.3219480364075767,0.33768403644482703,0.3526228422943379,1.0,-0.040462299572165676
Supp_Motor_Area_R,0.0018670899878664587,0.35924106916793147,-0.20996503658764487,0.5447588176796498,0.10805260321012326,-0.6542030396188683,0.5199876589772242,0.182893370608253,0.13004218772137977,0.35858346463323376,-0.4825265729828321,0.7759041988394099,-0.13034417832616646,0.28416870496935076,-0.09194901014715795,0.5803182329695246,0.551417236399873,0.16224292277137248,0.22989273699944401,0.06671397722256187,-0.35741512088847704,0.23645084351021173,-0.31968816435749603,-0.046803821994614955,-0.08330778431848927,0.1472054490270643,-0.29766428893076624,-0.3520020462511326,-0.040462299572165676,1.0
