,Cerebellum_3_L,Cingulate_Mid_L,Thal_VPL_L,Cerebellum_Crus1_L,Rolandic_Oper_L,Insula_L,SN_pr_L,Cerebellum_9_L,Thal_AV_L,Olfactory_R,Thal_VL_L,Pallidum_R,Thal_MDl_R,Calcarine_L,Cerebellum_8_L,Thal_PuA_R,Heschl_R,Frontal_Sup_2_L,Thal_VPL_R,Occipital_Inf_L,Temporal_Pole_Mid_R,Putamen_L,Supp_Motor_Area_L,Rectus_R,Precentral_R,Thal_PuA_L,Cerebellum_4_5_L,Paracentral_Lobule_R,Thal_LP_R,SupraMarginal_R
Heschl_R,-0.0842046574071141,0.5296498632061603,0.027343783372041543,0.1379823287188784,0.3263346399197675,0.2832597077637349,0.11545009123562128,0.1926547312545291,0.5288317323938393,0.07875293456749656,0.45918114062753795,0.4288853935189215,0.18350236286045524,0.08363682377307233,-0.016981632321924008,0.1846343454814048,1.0,0.18882045905709385,0.1599440376701626,-0.11954157830639163,-0.006935014131825817,0.13277419835207047,0.5207332239576576,0.29472556619459706,0.13714507778139254,0.37969808496754,-0.05740961337913811,0.5565948786472633,0.23005340742609,0.40257544467970385
Frontal_Sup_2_L,-0.014372850831235028,0.6130975874130966,0.4220845543963372,-0.17130304288601136,0.654629554706299,0.8173030444749326,0.6924717641953557,0.05910733371988867,0.4057943756402742,0.5079228257084744,0.30797010553138154,0.6628386100546738,0.6295130465870894,-0.37513868658296745,0.12362640111338696,0.2910876222467021,0.18882045905709385,1.0,0.3169384787568743,0.003024327656905739,-0.16017660249193294,0.6999951050481555,0.5898320325806847,0.37452718947806474,0.7446081764321022,0.095148408301478,-0.11675559911260353,0.18241434260480555,0.15864891885444066,0.18668251773633526
Thal_VPL_R,0.37458012837274746,0.5119618310954417,0.8352145407938221,0.06038672207140339,0.7207336551190303,0.15463029880979362,0.21627389571380504,0.0556746553240974,0.3140863098850873,0.1203978068887734,0.8287211814401314,0.3980866742030813,0.3341247795327736,0.28904270077711547,-0.06640430754631657,0.8884661549205212,0.1599440376701626,0.3169384787568743,1.0,-0.07459565832531496,-0.1033111608766314,0.365115842220747,0.49733086806797533,-0.027162511805727155,0.5650544820671765,0.2086340457858068,0.3515399994464165,0.4588482224750834,0.6963647321746639,0.5023413480989204
Occipital_Inf_L,-0.037126685018696974,-0.03492648689325279,0.0034905100878752657,0.1715581053221776,0.005929560906570724,0.047064373830697316,0.024063502666268673,0.0489343333510649,0.09398793854417781,-0.039861539935675705,-0.09264181335483815,-0.0469987347926212,0.08011480414054699,-0.004670133426420803,0.05231395799112842,-0.10981560193448967,-0.11954157830639163,0.003024327656905739,-0.07459565832531496,1.0,0.0642296968893789,-0.004770085633650357,-0.009606113484331982,0.009242411588760633,0.05806553418123817,-0.038445854659771184,0.001367586013788186,-0.06802178183686758,-0.02526574305772066,-0.06659541253234753
Temporal_Pole_Mid_R,0.12138682970851832,-0.07083586430054069,-0.12984609536433084,0.04839681501790568,-0.2521500763191776,-0.2646763209756202,-0.22288568301827755,0.24742238040991807,-0.12305833852130003,-0.12625483480931357,-0.08046057806944662,-0.054652779891684794,-0.13235002882967395,0.32465252999003613,0.08647785193952758,-0.07473922331155496,-0.006935014131825817,-0.16017660249193294,-0.1033111608766314,0.0642296968893789,1.0,-0.31074405154232226,0.02422200750365232,-0.18145835167731245,-0.036765699666481834,0.036908275229735416,0.16616534050035883,-0.09667239301644892,-0.1373979410340632,0.033445256667220626
Putamen_L,0.16099391105640698,0.6079549437475998,0.5880605476546782,-0.08168021719205544,0.7220916531583341,0.825363335991936,0.8366394810447942,0.08862150081261938,0.4211553919649401,0.7157476644143512,0.357686713178193,0.7884057373702951,0.4848268419589659,-0.21720070918824252,0.1761752885210763,0.3844533561406766,0.13277419835207047,0.6999951050481555,0.365115842220747,-0.004770085633650357,-0.31074405154232226,1.0,0.33824562140827286,0.5431691578362569,0.6481320147681883,-0.028786976157562955,0.08697570395285255,0.19344406396682565,0.24123470792103668,0.2671902096463657
Supp_Motor_Area_L,0.04235451630154444,0.810122888160161,0.4495204662043348,0.04202380315467954,0.6689613645750168,0.39395976438988833,0.35974799436482596,0.20710851583739448,0.6144734341480639,0.1922139004121288,0.6299441165603984,0.5271413343840963,0.49776022591283253,0.08840175762008158,0.013082452413856256,0.3576696488575299,0.5207332239576576,0.5898320325806847,0.49733086806797533,-0.009606113484331982,0.02422200750365232,0.33824562140827286,1.0,0.2680173550803756,0.745075618001905,0.33854551354140744,0.06181220972608859,0.6494523676180967,0.5294063393729476,0.6077363523637448
Rectus_R,-0.059930343447602334,0.4383329439045117,0.19686907982280008,-0.1192100438863409,0.24299792324354832,0.47169640916377253,0.5261888845774948,0.016522464286915294,0.36598585725843236,0.7932652716903172,0.07065464196607206,0.47735405590149427,0.3629818009274006,-0.20137382042889734,-0.019655747369431452,0.04508765847503868,0.29472556619459706,0.37452718947806474,-0.027162511805727155,0.009242411588760633,-0.18145835167731245,0.5431691578362569,0.2680173550803756,1.0,0.32417076441754866,-0.0305729041248244,-0.1411706784836664,0.23487216116922585,0.04052887510569001,0.22587433894450987
Precentral_R,0.2862110627084093,0.7469076323091192,0.6515322558859576,-0.04532793376059727,0.7836109783844937,0.5721576522996029,0.633559981674798,0.18236506436306868,0.5237460311362047,0.44281692524681865,0.5654174271865144,0.7092724145093522,0.6648573220855069,0.026091076539898984,0.17800975782961168,0.4730238704867992,0.13714507778139254,0.7446081764321022,0.5650544820671765,0.05806553418123817,-0.036765699666481834,0.6481320147681883,0.745075618001905,0.32417076441754866,1.0,0.12883922037750375,0.23729647853994532,0.37290442747847447,0.4597651718880212,0.5169876210033622
Thal_PuA_L,-0.48533681975962323,0.2318610584886344,0.23790667245690195,0.05946999319211149,0.04051548015536327,0.09592878342015357,0.0017899202393429636,0.4795428131662428,0.42508688585079824,-0.08421774201023896,0.15703939003156028,0.017780172662662304,0.2038239092113366,0.11654850760356819,0.39693929416915896,0.09334841750471469,0.37969808496754,0.095148408301478,0.2086340457858068,-0.038445854659771184,0.036908275229735416,-0.028786976157562955,0.33854551354140744,-0.0305729041248244,0.12883922037750375,1.0,-0.38226131816645825,0.28772711427014874,0.4346539719790077,0.21980943058733765
Cerebellum_4_5_L,0.80466507400689,0.2532868648600475,0.25819929226276,0.18658194199622719,0.2943808614429431,-0.17883461481792387,-0.04844681190988261,0.05231341310594466,-0.08293729962926416,-0.08172568381230587,0.45776432672762785,0.3186584752753192,0.03150241122110541,0.6313285329579016,-0.061381689427700045,0.3742579734420426,-0.05740961337913811,-0.11675559911260353,0.3515399994464165,0.001367586013788186,0.16616534050035883,0.08697570395285255,0.06181220972608859,-0.1411706784836664,0.23729647853994532,-0.38226131816645825,1.0,0.12226771379573657,0.14511038889702635,0.4467729619871853
Paracentral_Lobule_R,0.10479972407194274,0.6663655766741449,0.36318532683065313,0.1699667731475811,0.5489492591820752,0.06258040074011499,0.1945699473366363,0.27208190164869234,0.52454565997582,0.10064938318498684,0.6436353022041291,0.30597479872972544,0.2573259477790396,0.27014889303492917,-0.006270218490569884,0.3479689535749035,0.5565948786472633,0.18241434260480555,0.4588482224750834,-0.06802178183686758,-0.09667239301644892,0.19344406396682565,0.6494523676180967,0.23487216116922585,0.37290442747847447,0.28772711427014874,0.12226771379573657,1.0,0.5865020706248768,0.726733174444097
Thal_LP_R,0.04055540045024964,0.5349702633135324,0.6374926357864509,0.21479218239184208,0.5514246129386304,0.048975016786005285,0.1795062863198551,0.2700869323541167,0.5561156694490562,0.03182553412683485,0.69507164012338,0.2798275554150252,0.30956391803374184,0.38797794186348566,0.16714990078768371,0.4910225144574277,0.23005340742609,0.15864891885444066,0.6963647321746639,-0.02526574305772066,-0.1373979410340632,0.24123470792103668,0.5294063393729476,0.04052887510569001,0.4597651718880212,0.4346539719790077,0.14511038889702635,0.5865020706248768,1.0,0.6367585993466928
SupraMarginal_R,0.3675879726333461,0.7661920471376007,0.4511102224378919,0.2846858135443682,0.5468049649151107,0.049804814282148835,0.21780498373933882,0.33125097037980916,0.5171792072052543,0.1668006141542329,0.7394964563814524,0.543350597524932,0.3090652880068522,0.5597084272070424,0.10576452264185428,0.36670684267243875,0.40257544467970385,0.18668251773633526,0.5023413480989204,-0.06659541253234753,0.033445256667220626,0.2671902096463657,0.6077363523637448,0.22587433894450987,0.5169876210033622,0.21980943058733765,0.4467729619871853,0.726733174444097,0.6367585993466928,1.0
