,Thal_VPL_R,Cingulate_Mid_L,Thal_MDm_R,Pallidum_R,Cerebellum_Crus2_L,Cerebellum_Crus1_L,Hippocampus_R,Thal_VA_R,Cingulate_Mid_R,Parietal_Inf_L,Cerebellum_7b_R,Rectus_R,Raphe_M,Frontal_Inf_Tri_L,LC_L,Red_N_L,OFCmed_L,Cerebellum_Crus1_R,SN_pr_R,Thal_LP_R,Caudate_R,Thal_AV_L,Cerebellum_10_L,Temporal_Inf_R,Vermis_6,Frontal_Med_Orb_R,Fusiform_L,Thal_PuA_L,OFCpost_L,Temporal_Pole_Mid_R
Caudate_R,0.49695411690619945,0.027654550980206943,0.46692455011977907,0.3668642962127379,0.12843236287576595,0.15985347484507492,0.3529429827009297,0.5473165726401329,0.06343201862850542,-0.03506425940141033,0.06597763628992201,0.5033484073469624,0.29124151589316966,0.016265117641047808,-0.12919533341943834,0.39277602404234346,0.38388892836672367,-0.06460832487110588,0.25261537725668537,0.18467129009445007,1.0,0.018297494377342335,-0.0019263376270232486,0.3278701828771577,-0.16066400610033008,0.25854571281711713,0.20387964371775646,0.10852311186077604,0.439265616048829,0.23099230950346333
Thal_AV_L,0.0958672120066965,0.2377229570174494,0.15165160265125635,0.3414587623892144,0.3832738967889007,-0.09766347646332452,-0.12685694215931795,-0.1839533112936187,0.2759981960588945,0.45818018900599206,-0.09650567183134762,-0.391484575752041,0.07604782736861891,-0.23034669729574964,0.006936690382363328,-0.3027464277047175,-0.5694823166609952,0.4088370684812023,0.3459051471151602,0.4761440954181894,0.018297494377342335,1.0,0.6690132129835747,-0.08234441686451932,0.3245197782336243,-0.4472653251285394,-0.008131527144333956,0.2677227386469969,0.282641451304394,-0.6501213912129501
Cerebellum_10_L,0.24910588251587587,0.3412351118036517,0.1485377533999407,0.2804234071377023,0.24047618678010935,-0.03130053192923791,-0.1757284030666489,0.0035237753580666486,0.4159451344010017,0.1645179087435058,-0.049947723911988894,-0.2746489003445889,-0.003207319964816183,-0.21887406738502704,-0.020100495950185718,-0.001010817269696627,-0.4110271882394201,0.2506673918047201,0.4769778171880284,0.31982629850721145,-0.0019263376270232486,0.6690132129835747,1.0,0.14063618517429524,0.24163880122031273,-0.32882512370025957,0.029631289287677814,0.12623703022629462,0.09002539726631828,-0.5280367466602531
Temporal_Inf_R,0.1201093776124742,0.23655183251922887,0.04996026914672945,0.06661753239125058,-0.08101573808984766,-0.025540445979225213,0.38683574346399613,0.14619070256050454,0.1946114193747138,-0.08018496256964143,0.17121595110578774,0.3132501487226664,0.3726079685669087,-0.09149153467220476,0.05698758981163169,0.2601802103359484,0.23287525800796674,0.08795869191258687,0.12488349745064369,0.04642437927209171,0.3278701828771577,-0.08234441686451932,0.14063618517429524,1.0,0.05264599997334544,0.11046418735487853,0.4155704059720389,0.0920228443304162,0.28616582095310533,0.2071834959149132
Vermis_6,-0.10989406036004372,-0.14940232206559162,0.0876289723206942,0.13824285788117222,0.11136782064714251,-0.01965781395884934,-0.031355081950359624,-0.16230029754927458,-0.1943437087684185,0.3078117387795485,0.23612527795953636,-0.297146222054687,-0.03721935553813918,-0.2158752883120623,0.09726263914491243,-0.3319716867860134,-0.3305913642636456,0.7003528525490825,-0.046366582606721767,0.330219887336069,-0.16066400610033008,0.3245197782336243,0.24163880122031273,0.05264599997334544,1.0,-0.3031961946901729,0.10902725722815229,-0.04335906691392004,0.2556204373694378,-0.512338178371812
Frontal_Med_Orb_R,0.29484566013590513,-0.33969482004132584,0.06926869113064979,-0.08078539945902252,-0.3609947549782715,0.035681930728031434,0.4667904645805698,0.2077517760682825,-0.3589455177971811,-0.2446432871442347,0.07366866894138274,0.4893503482541621,-0.003927499592281632,0.27708967552524594,0.029519504318241716,0.44618825654810934,0.492341761749882,-0.25767331209848915,-0.33089588790564567,-0.16059261262542118,0.25854571281711713,-0.4472653251285394,-0.32882512370025957,0.11046418735487853,-0.3031961946901729,1.0,0.016783649447620144,-0.02976305919659181,0.13758886956484245,0.5673786856601776
Fusiform_L,-0.07649542094050159,0.49932947987208737,0.08748924883168806,0.32383427626273753,0.038990386090539286,0.08411274015550109,0.38722425075655403,-0.11595612443339413,0.26419115827330397,-0.165222624700848,-0.197440130263033,-0.047607540781386105,0.2293561101779471,0.11394631499169505,0.39896631509596225,0.20985939781071122,0.20403330524205723,0.10721660172554272,0.41070526109403643,0.2814777981426657,0.20387964371775646,-0.008131527144333956,0.029631289287677814,0.4155704059720389,0.10902725722815229,0.016783649447620144,1.0,0.016415343042131936,0.3105160407597509,-0.08406091766256439
Thal_PuA_L,0.10978487401468448,0.02638067395489462,0.2980194405660504,0.15344579897791338,0.19157121322696166,-0.03401604169646825,0.055352575387999356,0.007202977291444642,0.0810043843594544,0.19124160302352275,0.06695015758513659,-0.01826300915825965,0.029478675144038968,0.07128362289023704,-0.0454783845932666,-0.035822444899527434,-0.11904720477427033,0.17692819543690944,0.06416497966381202,0.25596204496171526,0.10852311186077604,0.2677227386469969,0.12623703022629462,0.0920228443304162,-0.04335906691392004,-0.02976305919659181,0.016415343042131936,1.0,0.2861635981940046,-0.05159561592612877
OFCpost_L,0.22483631171915325,0.00836470431501709,0.4425262483826676,0.42339800080410145,0.1346801877355145,0.1743357118201858,0.43979270080967897,0.06654505755768354,0.04038696227448473,0.2605169893864124,0.07495156132180956,0.2503327349106163,0.23862466567766788,-0.07587740821911539,-0.062374049622906116,-0.0034748878553650018,0.13975380000918858,0.39333064390290406,0.24315601142306284,0.576035184286249,0.439265616048829,0.282641451304394,0.09002539726631828,0.28616582095310533,0.2556204373694378,0.13758886956484245,0.3105160407597509,0.2861635981940046,1.0,-0.08665176797032205
Temporal_Pole_Mid_R,0.1517057545542748,-0.2498072848785527,0.03250858186757437,-0.1640153823121876,-0.3327211590250914,0.08684144074059517,0.327640046815276,0.4215557181889685,-0.11973058266763607,-0.3902330978001231,0.21105490100819385,0.5909603962067771,-0.005660026910880504,0.3947327763151721,-0.03360547584510203,0.4807333674036616,0.6284158814004911,-0.47443014977715386,-0.3830862052105132,-0.45750294381949,0.23099230950346333,-0.6501213912129501,-0.5280367466602531,0.2071834959149132,-0.512338178371812,0.5673786856601776,-0.08406091766256439,-0.05159561592612877,-0.08665176797032205,1.0
