,Insula_R,Thal_MDm_L,Thal_PuM_L,Cerebellum_4_5_R,SN_pc_R,Thal_AV_R,Cerebellum_7b_R,Thal_LP_L,Thal_LGN_L,VTA_L,Cerebellum_4_5_L,Heschl_R,Precuneus_L,Fusiform_L,SupraMarginal_L,Putamen_R,VTA_R,Cingulate_Mid_R,Angular_L,Temporal_Mid_R,Postcentral_R,Calcarine_R,Thal_PuA_L,ACC_sup_R,SupraMarginal_R,Thal_MGN_R,Precentral_L,Parietal_Inf_L,Vermis_6,Occipital_Mid_R,Occipital_Sup_R,Frontal_Mid_2_R,Frontal_Mid_2_L,Hippocampus_L,Temporal_Mid_L,Temporal_Sup_R,LC_R,N_Acc_R,Temporal_Inf_L,Thal_IL_R,Supp_Motor_Area_R,Frontal_Med_Orb_R,Vermis_9,Cerebellum_10_L,Vermis_4_5,SN_pr_R,Frontal_Inf_Tri_L,Pallidum_L,Cerebellum_7b_L,Frontal_Inf_Orb_2_L,ParaHippocampal_R,Amygdala_R,Cerebellum_8_L,Thal_PuI_R,Temporal_Pole_Sup_L
Precuneus_L,0.17579821575852492,0.22979180468552088,-0.06537518722626282,0.3187934246581044,-0.186038369508385,-0.1414793877444364,-0.23281379395525634,0.070999445558573,-0.11156313527602368,0.2777771492435635,0.681022177645285,0.27640634564840105,1.0,0.45414298311096957,0.24390817110467264,-0.08228453965428438,0.0595774251652219,0.4918540551117441,-0.22531982544862322,0.36094314688733753,0.44791237092176683,0.8181646040697039,0.03711980002087429,0.057560265438888564,0.48155901135930534,0.14484383333060277,0.27321598980600487,-0.027256409818058915,0.0964405599363391,0.38074756526491527,-0.3186193217597967,0.27983639679395345,0.020506765025247224,0.2323452167353042,0.29646029658140516,0.36426455460497076,0.1334874763885019,0.04971079825657732,0.23154952247231259,-0.03605751994861072,0.37962385843194374,-0.3307259882643107,0.05785012300933603,0.5214729638779705,0.7004436914631039,0.6082034702583081,-0.011961332002109535,-0.01945254494577294,-0.10277488185266635,0.13879274012212411,0.26116871810751613,0.08414990058894832,0.4945124992752893,0.3236945663494669,0.08031283594893564
Fusiform_L,0.4610288504050441,0.18443369465721213,0.43521759224411655,0.5030004802373396,-0.02095062937781732,0.059020724108579996,-0.197440130263033,0.39951457281950997,0.015104944612950368,0.393390429932355,0.7070668999484769,0.4803147773841633,0.45414298311096957,1.0,0.04396878772749598,0.10991544332762852,0.17596725245177355,0.26419115827330397,-0.2356279477298802,0.4385091242132116,0.08635312107939165,0.26650905652825924,0.016415343042131936,-0.04158764137572804,0.1766845496037239,0.16801806823567023,0.05748329025521905,-0.165222624700848,0.10902725722815229,-0.019818732435467962,-0.2002864764828513,0.5043509940816892,0.27734492324558335,0.6388415787386855,0.36010873920536934,0.07487627580759386,0.1687723125283974,0.09869789489723454,0.5319849961420782,-0.2780385267137669,0.03092059949810955,0.016783649447620144,-0.043852671175281716,0.029631289287677814,0.41461554783837506,0.41070526109403643,0.11394631499169505,0.06698015353332118,-0.17726534882863773,-0.05958815982199426,0.4853583895629688,0.4119123902608656,0.26791882773812153,0.054113777518111805,0.41468919128389425
SupraMarginal_L,0.11622834837379308,0.21736567191471642,0.03552159587822829,-0.005881334981766996,-0.059998566224641475,0.07015398239570733,-0.10572302529758218,0.16181694150890405,0.18608278333128342,0.010921959991274032,0.04988582798767812,0.17556670379233155,0.24390817110467264,0.04396878772749598,1.0,-0.11897625377003208,-0.0011349024361796292,0.35760956724438836,0.05244327848429078,-0.017336339471172028,0.18976406904524862,0.17202553434067697,0.17193989665486847,0.2582715978437418,0.09705283644122834,-0.15565770573540139,0.436994426513325,0.12959361863994626,-0.2749780262560905,0.04070997400366886,0.10774587642907273,0.059465665074277106,0.18824135718848392,0.13133172077288946,-0.09139347238527823,0.15797902900527755,0.2246607034485517,0.0204031434919146,0.04323890072725886,-0.06735074907488081,0.29303858720999876,-0.16234806264050936,-0.15883934382300838,0.21227073122616572,0.11750002322672239,0.19515530708154671,0.07247977939300972,0.0410273627460758,-0.18731350958742837,-0.003687598278476923,0.13458880816584182,0.08691146433108039,-0.007538583316403805,0.07950142056157317,-0.26476508641016194
Putamen_R,0.5408590791664121,0.20064686706793772,0.2749734169189746,0.2918107121484368,0.0905794143320517,0.04052690090166838,0.022824253394446322,-0.02819111342522765,0.2742366922101524,0.3219242564863854,0.12463748796227246,0.13211919122814178,-0.08228453965428438,0.10991544332762852,-0.11897625377003208,1.0,0.3686889692066343,-0.21861384308154325,0.03999459756569962,0.14447442342551134,-0.22970752690646812,-0.16540409009560514,0.19046267454130353,0.1568353688904307,-0.18597379915710952,0.26430802062112807,-0.05625313950185828,0.24878305535477574,0.04145757291771439,-0.23461301503335857,0.29973020055728866,0.11086201110257762,-0.06848109993329513,0.27760042579207284,0.08021288708547536,0.21783162287792718,0.2647991882871556,0.1902498144814844,0.05417217120848866,0.1601496719145859,-0.29872465023262507,0.40351573623324183,0.1643729568925662,-0.06406548747781902,0.018621228733990768,-0.1071629755581025,0.11214815696633082,0.3091013023577823,-0.02949002100656101,0.33095839431474383,0.38559723198509765,0.14629093606922444,0.07276768610793306,0.1318981996455669,0.1782216935748116
VTA_R,0.4251519012331103,-0.05916875679495665,0.1653281770655956,0.36436902990187686,0.24268367372905325,-0.04947238092808572,-0.19875041122281034,0.08613380229106776,0.20262862579825008,0.557401453846173,0.15693486045394744,0.1897247717247846,0.0595774251652219,0.17596725245177355,-0.0011349024361796292,0.3686889692066343,1.0,-0.02435271865921779,-0.07324518582095066,0.2507907132314429,-0.12587175609253393,0.0280391737562545,0.021229188863678236,-0.046175802243091646,-0.03661082235027066,0.1114588894939424,0.06659469629485984,0.09474025459996133,0.04782716938692748,-0.052283499573083154,0.1271112034633372,0.18659445552855114,0.22242017415712578,0.33405933289260953,-0.05077423656227389,0.2120554578370899,0.2530694439074326,-0.129435045006812,0.22700875470039408,-0.09446889304339441,-0.04941793144176624,0.29362933648898976,0.13307065096293402,-0.06956317553025385,0.25161902885369347,-0.0913101683233537,0.22882889927458244,-0.054314088269268125,-0.2887558575639812,0.2638411856768044,0.35621308072469715,0.20644994894201618,-0.030878506643728505,0.027984097506480773,0.07517493579183605
Cingulate_Mid_R,0.0574055945365342,0.2465575030586528,0.022143556550217696,0.19968856646850738,0.1657259323222504,-0.05008087505122132,-0.09288076902518094,0.19061078278088545,-0.05706304426490637,-0.0021462242839850824,0.2764137047314932,0.23513996065453288,0.4918540551117441,0.26419115827330397,0.35760956724438836,-0.21861384308154325,-0.02435271865921779,1.0,-0.10521704856996085,0.14028916873408648,0.5744338847968217,0.4748066677900961,0.0810043843594544,0.23434223486953276,0.42402666658214005,-0.07202827551375394,0.46641363496387994,-0.10233703549535662,-0.1943437087684185,0.28453106179724624,-0.22563335518160252,0.40561529668513857,0.26592272418997126,0.22548133748549268,0.059612186293685046,0.22830647909175264,0.22828848224319095,0.29459407120351633,0.14993815645906072,-0.024531997676105408,0.67882643209786,-0.3589455177971811,-0.17235758516108107,0.4159451344010017,0.32490447075026424,0.508246135038442,0.06445168074045175,0.14562160079627978,0.1519301170387377,-0.0335371534771595,0.20457175526846128,0.2394075529301973,0.16357252878840392,0.28812677408872567,-0.22596914699132697
Angular_L,-0.047368583804187625,-0.20292656478675233,-0.01453700060031947,-0.1019719410407852,-0.06669759605225258,-0.22425621002812396,0.24909386141876005,0.00044327975419955696,0.377048251043351,0.0901057339358164,-0.3027096240572241,0.019799157192543528,-0.22531982544862322,-0.2356279477298802,0.05244327848429078,0.03999459756569962,-0.07324518582095066,-0.10521704856996085,1.0,0.03769560214654749,-0.07256548175477176,-0.2228105744271194,0.19304559066847826,0.12136421791685541,-0.1414942250703332,-0.008433662276588849,0.20031414121121868,0.5314839057225068,0.047248743762604475,-0.28706280514166826,0.3967311900979437,-0.058248475815116496,-0.20447723753393027,-0.013224957255872319,-0.41932328171561545,-0.036620840993832594,0.10549313885090977,0.09383537468584868,-0.19190358727707185,0.1908236109123702,-0.1401457703149418,-0.03878302487236822,0.01782347259358967,0.007907291837478693,-0.1535647882673355,-0.08369177607266061,-0.14156394843703565,-0.10957112111697909,0.05947566530993339,-0.11012225600332275,0.0010178301228147683,0.13537799553179006,-0.19603396954725869,0.051977224280019704,-0.37672751456284304
Temporal_Mid_R,0.2797417213846715,0.13262708243110824,0.17540434449343428,0.5502984941045937,0.2825005117234973,-0.003947789985299336,0.0970064599523996,0.20638357229074675,0.05668580097682926,0.28038276760469566,0.4820446095034013,0.4075502848016851,0.36094314688733753,0.4385091242132116,-0.017336339471172028,0.14447442342551134,0.2507907132314429,0.14028916873408648,0.03769560214654749,1.0,0.16251246306379333,0.3067838102271677,0.09769440837862205,0.026297819204854727,0.33720691997568775,0.29870961131396506,-0.07632152640908796,-0.022917274100054015,0.19077365098971524,0.0003308504338613202,-0.14099183279805755,0.4284317411808057,-0.15737098956167556,0.521380614819347,-0.021367387820347715,0.5299176768645338,0.28552419085199987,0.12596415985658568,0.2698595337491014,0.022854418856776387,0.044065253595986016,0.0840866580100618,0.06292425624481594,0.2480443392204834,0.504102280551277,0.2939744262723068,-0.08143232975306598,0.10976279050503011,-0.07297820280776014,0.09572280100406376,0.4837740533660412,0.39119957761367896,0.21319599780965262,0.28393891561043294,0.053280486489362365
Postcentral_R,-0.17847362703265324,0.08897867510670689,-0.08738775089044261,-0.04182211618397515,-0.006475677460449019,-0.19784134572077797,-0.22466603513206582,0.10396670227944868,-0.06304006043700879,-0.013487782769701747,0.1578292550263958,0.22161678269798776,0.44791237092176683,0.08635312107939165,0.18976406904524862,-0.22970752690646812,-0.12587175609253393,0.5744338847968217,-0.07256548175477176,0.16251246306379333,1.0,0.4541924017432776,0.07459483464829109,0.0609964376432879,0.8355812297483803,-0.05032998644433892,0.14900525838004447,0.01972528273931599,-0.2080139564976214,0.22307443631469426,-0.3293391295051886,0.39337178580898413,-0.07872219996126154,0.043789057559118064,-0.09069951387245954,0.5308799795513652,0.22677338170739625,0.177985954156805,-0.09811212848549766,-0.15107578193609558,0.7322995456605229,-0.4889159384356028,-0.1919663119361245,0.3732580572098141,0.2564569687068634,0.493278504861199,-0.20559660596019752,-0.04093881828085544,-0.022966919560580234,-0.08498133464782355,0.08497894771566236,-0.030549766857192236,0.22258839196654662,0.4174754353882329,-0.37636142207622963
Calcarine_R,-0.05155247236837144,0.036596231591914954,-0.3231199414643161,0.2056836277201437,-0.20904534674755806,-0.19281049613741205,-0.17225373847150094,-0.21725727073367238,-0.23638555215701398,0.22496607378888211,0.5323511028150899,-0.01595258521590263,0.8181646040697039,0.26650905652825924,0.17202553434067697,-0.16540409009560514,0.0280391737562545,0.4748066677900961,-0.2228105744271194,0.3067838102271677,0.4541924017432776,1.0,0.004433504492416471,-0.05815695870911481,0.42691103099885047,0.09867969530919216,0.21771109738308245,0.05863534281587825,0.30145045505414514,0.38736060603250794,-0.2761489862139042,0.026832110516037486,-0.14464890273368722,-0.033650843478732304,0.311405868301483,0.35765383558577246,0.08086220516680612,0.01974578345288346,0.0022029819602486954,0.05063887863155705,0.35876986374561487,-0.4417427127031546,0.2293522882427858,0.6582012682540092,0.6982814218656904,0.5376808836079334,-0.17710495628260056,-0.07506522754701495,0.022923850161063176,0.050869714299207815,0.06897739242913385,-0.14948922051693903,0.49912824107696646,0.3030154433667537,0.032517007500407605
Thal_PuA_L,0.293303774270458,0.2775610821541219,0.3511229809112003,0.01739468846368361,-0.03959596514488459,0.05208115148123421,0.06695015758513659,0.09808265361150562,0.39326768953701735,0.11290875836608624,0.0050202087796471185,0.2101493542853745,0.03711980002087429,0.016415343042131936,0.17193989665486847,0.19046267454130353,0.021229188863678236,0.0810043843594544,0.19304559066847826,0.09769440837862205,0.07459483464829109,0.004433504492416471,1.0,0.32665110459693153,-0.028645464275411602,0.001569864451773405,0.28784064654601255,0.19124160302352275,-0.04335906691392004,-0.17180028550573218,0.2071810954387335,0.06600432552889124,-0.13105972450678885,0.28226317014131624,-0.26502505527187104,0.1842931897705662,0.28007562160669175,0.1575012212957818,-0.08761767277126867,0.15084676368505118,-0.001810741913375846,-0.02976305919659181,-0.04023160344133447,0.12623703022629462,0.00795883847358571,0.06416497966381202,0.07128362289023704,0.11756721867205357,-0.060906393404581524,0.2097808595135545,0.240804722548281,0.22067405137502155,-0.08047465931226078,0.23301846184263333,-0.29577383100982174
ACC_sup_R,0.21117943965458544,0.3465809562582847,0.27940245204238323,0.1621023637484888,0.19535009228622285,0.147795558946591,0.24745290937981815,0.3141508993817225,0.32023157461346446,-0.10419859145361896,0.01563951375490291,0.2821007172708298,0.057560265438888564,-0.04158764137572804,0.2582715978437418,0.1568353688904307,-0.046175802243091646,0.23434223486953276,0.12136421791685541,0.026297819204854727,0.0609964376432879,-0.05815695870911481,0.32665110459693153,1.0,0.08916366876318733,-0.014412156454933671,0.28786702549183446,0.1364899603566154,-0.1495502351432646,0.03280477885395607,0.2246047743581524,0.27942436978420343,0.13599674012904397,0.2902804754559151,-0.18798161219198684,0.07029152222075163,0.09097909902343487,0.3948816261095499,0.10261098355520176,0.04352050833489,0.11444738387119797,-0.027251063039328074,-0.2941550777320602,-0.012856675650235863,-0.013526618945055345,-0.09720055969887231,0.07773619483087334,0.2703058574768532,0.10412515712123394,0.32551168249184925,0.2813510347667553,0.30680992118597106,-0.2058769467154002,0.15586937980778506,-0.298417826969641
SupraMarginal_R,-0.11660622476986478,0.10298686804174921,-0.02979715929280379,0.09494583254091597,0.02957881459178729,-0.10634675716474234,-0.1581989494890319,0.19163940991420927,-0.1019473247726382,0.01772519922712662,0.27673079378264825,0.39698224876922433,0.48155901135930534,0.1766845496037239,0.09705283644122834,-0.18597379915710952,-0.03661082235027066,0.42402666658214005,-0.1414942250703332,0.33720691997568775,0.8355812297483803,0.42691103099885047,-0.028645464275411602,0.08916366876318733,1.0,-0.01685646063794771,0.08014348318673203,-0.05514006935542624,-0.20506030930539504,0.2502591866187166,-0.38660478318984404,0.5271289158294961,-0.06272253067193204,0.1106077072791006,-0.06149805416550676,0.6200149283191727,0.1177616351122747,0.16830695447519328,0.05954307403012001,-0.24051341399222617,0.5868274025822098,-0.39661033038721555,-0.15785392470546716,0.1675460437746126,0.36968644949289997,0.36702897780539556,-0.09359258675291397,-0.04235496952465851,-0.13098372100834188,0.0049009861991443785,0.16026995347413397,0.015853624971643138,0.24897077684705654,0.40379338336159465,-0.28620519185258997
