,Thal_PuA_L,SN_pr_R,SN_pc_R,Fusiform_L,Frontal_Sup_Medial_L,Supp_Motor_Area_R,Cerebellum_6_R,Frontal_Sup_2_R,ACC_sup_R,Parietal_Inf_R,ParaHippocampal_L,Raphe_D,Putamen_L,Thal_LGN_R,Cerebellum_8_R,Cerebellum_Crus1_R,Thal_PuM_R,OFCmed_L,Raphe_M,Angular_L,Occipital_Mid_L,Frontal_Sup_Medial_R,ACC_pre_L,ACC_sub_R,Frontal_Inf_Oper_R
ParaHippocampal_L,0.18420745627214757,0.25248680694848896,0.3324283375250472,0.6526791112277746,0.38265786561620163,0.17051250749772542,0.25163896419571113,0.5525431635665478,0.32228978712623135,-0.03299546967010355,1.0,0.1431809277443777,0.27285409519310827,0.4210130408893958,-0.017118082094577457,-0.1236818400787352,0.010124783442419929,0.4331257250841264,0.40082224241949904,-0.00853555993974889,0.10649568702661315,0.2709959569004285,0.415761807245088,-0.09058823698142651,0.4074321666602553
Raphe_D,0.2146756185085074,0.17626861434710273,0.1603771442947796,0.0027331931075509903,-0.0998180815579019,0.4323436306595943,0.08218578427952614,0.2821307561570899,0.37154102939593603,0.2714051133990176,0.1431809277443777,1.0,-0.01567154199821136,-0.019922522665768706,0.007180156415431235,0.009642313541615417,0.03688334462917176,-0.08161090710168875,0.17464395589583004,0.1866287264815533,-0.0036072733654588154,-0.0600600580817777,-0.11080051211273409,-0.00868973922969225,0.0822111403545986
Putamen_L,0.2895836044504858,0.1783392382972484,0.13418618033452454,0.21303457714957166,0.2589294354669027,-0.04610981912147375,0.15037518469364222,0.335317461876585,0.1473595428412461,0.13155663446872223,0.27285409519310827,-0.01567154199821136,1.0,0.2107504841064189,0.04597104875654674,0.19710445517893646,0.3800724343719512,0.008720016181151374,0.13523706359127735,-0.010898279529378274,0.08670747481861284,0.2500851722965839,0.2232842421855792,0.16741723713572548,0.5312490310891326
Thal_LGN_R,0.05375831450495731,0.2786973549071821,0.20309264459325066,0.1909630023003331,0.08078493664678449,0.12031906332450075,0.10421883145603542,0.2853267581480429,0.03959457367807393,0.03660313919887728,0.4210130408893958,-0.019922522665768706,0.2107504841064189,1.0,0.04338922453342541,-0.11514392401040734,0.38410879894680694,0.11586046460305142,0.20552692290404778,0.12134906128535944,0.17337567664188272,0.18272366898486964,0.15578284989229277,-0.02046985710259471,0.0339065727505214
Cerebellum_8_R,-0.11263834565896505,0.16031204004066016,0.03261743509873453,0.12230222236410579,0.16209595572408106,-0.09309316786524578,0.3341326005435138,-0.10993723525059065,-0.11273850099160192,-0.09219359779090082,-0.017118082094577457,0.007180156415431235,0.04597104875654674,0.04338922453342541,1.0,0.01577572276560554,0.10823716459291798,0.15669738981186607,-0.1174913018394143,-0.08283877504065507,0.06635432939742483,-0.010197926230440557,0.08912832628594176,0.17836463682418566,-0.07098536544062606
Cerebellum_Crus1_R,0.17692819543690944,0.02876764481089372,-0.32068947043917356,0.10721660172554272,0.030806512184814873,-0.4179106294732438,0.5083391990198229,-0.17025321129527032,0.005061947658375287,0.40658099698237726,-0.1236818400787352,0.009642313541615417,0.19710445517893646,-0.11514392401040734,0.01577572276560554,1.0,0.22423101539052825,-0.3555855438089367,0.062765945584895,0.23883435695829316,-0.06955219307087855,-0.24100534296173798,-0.04496775420907724,0.13902173050050903,0.07586478828181924
Thal_PuM_R,0.21032791323618544,0.20530399976252076,0.05322180561166043,-0.024257786534051917,0.1695703478833105,-0.22287688113166554,0.2593164480822229,0.005486805838051072,-0.036979340712137036,0.15556501990912094,0.010124783442419929,0.03688334462917176,0.3800724343719512,0.38410879894680694,0.10823716459291798,0.22423101539052825,1.0,0.17208438783519875,-0.07966711618991218,0.18367945813811334,0.15380477653596497,0.14102516963049527,0.23734007571312757,0.07638602323154527,0.12229115666383089
OFCmed_L,-0.11904720477427033,0.0026316688900966836,0.3419736154889119,0.20403330524205723,0.38105616320876273,-0.19427222827736607,-0.005136624622267194,0.10997792392522497,0.07237466926034036,-0.2251466700114092,0.4331257250841264,-0.08161090710168875,0.008720016181151374,0.11586046460305142,0.15669738981186607,-0.3555855438089367,0.17208438783519875,1.0,-0.004409115499915404,-0.05502148918459107,0.1829793316616025,0.32402850721960885,0.3590728977896428,-0.25777724007877395,0.20623249898315468
Raphe_M,0.029478675144038968,0.026432215620970968,0.2750644521938874,0.2293561101779471,0.10115464381794897,0.11647536096174643,0.10171453278832589,0.15085771700962122,0.15007708633715613,0.09132293311455923,0.40082224241949904,0.17464395589583004,0.13523706359127735,0.20552692290404778,-0.1174913018394143,0.062765945584895,-0.07966711618991218,-0.004409115499915404,1.0,0.12480279524499974,0.03760626511573963,-0.03419396699589815,-0.03348071423257152,-0.012444255949333436,0.14365189120499947
Angular_L,0.19304559066847826,-0.08369177607266061,-0.06669759605225258,-0.2356279477298802,-0.03293176902883458,-0.1401457703149418,-0.06209140035545537,0.05148139540740698,0.12136421791685541,0.44206504922784773,-0.00853555993974889,0.1866287264815533,-0.010898279529378274,0.12134906128535944,-0.08283877504065507,0.23883435695829316,0.18367945813811334,-0.05502148918459107,0.12480279524499974,1.0,0.06657579696955435,0.1207065786261105,-0.04525808262919192,-0.22672918398699132,0.07544254545067129
Occipital_Mid_L,-0.12577703388063052,0.300602453952682,0.04651958235303984,-0.028103330407441198,0.13181029173790235,0.1515963974721831,0.10054196746336581,0.1305867930221703,-0.057498855701153866,0.004073559576146232,0.10649568702661315,-0.0036072733654588154,0.08670747481861284,0.17337567664188272,0.06635432939742483,-0.06955219307087855,0.15380477653596497,0.1829793316616025,0.03760626511573963,0.06657579696955435,1.0,0.13393816435117722,0.26034642209590914,-0.10780730979367016,-0.03884842635733278
Frontal_Sup_Medial_R,-0.011574251170196302,-0.24124579449536876,0.39674332054643435,-0.03463788787236333,0.40231661922145157,0.00911364148585658,-0.21143105177812715,0.4879015145255797,0.26448983665434045,0.012977817528059883,0.2709959569004285,-0.0600600580817777,0.2500851722965839,0.18272366898486964,-0.010197926230440557,-0.24100534296173798,0.14102516963049527,0.32402850721960885,-0.03419396699589815,0.1207065786261105,0.13393816435117722,1.0,0.19307774056826188,-0.33025657757606963,0.43003789378242036
ACC_pre_L,0.07765183564007849,0.2586812933224065,0.014405403412287103,0.28504332949945416,0.6095172002542945,-0.14544549620948932,0.19608647190752754,0.2676789513214263,0.21983097072058458,-0.08675987176816975,0.415761807245088,-0.11080051211273409,0.2232842421855792,0.15578284989229277,0.08912832628594176,-0.04496775420907724,0.23734007571312757,0.3590728977896428,-0.03348071423257152,-0.04525808262919192,0.26034642209590914,0.19307774056826188,1.0,0.0741359768062428,0.2108372486131467
ACC_sub_R,-0.10126832310148694,0.33228306722133294,-0.27992989269630675,0.30375181493961484,0.14582858528517376,0.02375913386764426,0.3501704646401195,-0.017712606785690074,-0.23390278665424827,0.1218375260144198,-0.09058823698142651,-0.00868973922969225,0.16741723713572548,-0.02046985710259471,0.17836463682418566,0.13902173050050903,0.07638602323154527,-0.25777724007877395,-0.012444255949333436,-0.22672918398699132,-0.10780730979367016,-0.33025657757606963,0.0741359768062428,1.0,-0.0935737488119559
Frontal_Inf_Oper_R,0.2517708303648411,0.02662589529398913,0.22035744501263252,0.353729973686266,0.3690277540838968,-0.011547282839757872,-0.0749281098218674,0.4422744088556411,0.1331958279665679,0.1770661350868897,0.4074321666602553,0.0822111403545986,0.5312490310891326,0.0339065727505214,-0.07098536544062606,0.07586478828181924,0.12229115666383089,0.20623249898315468,0.14365189120499947,0.07544254545067129,-0.03884842635733278,0.43003789378242036,0.2108372486131467,-0.0935737488119559,1.0
