,Frontal_Mid_2_R,SupraMarginal_L,Caudate_R,Frontal_Sup_2_R,Cerebellum_4_5_R,ParaHippocampal_L,Calcarine_R,Rolandic_Oper_R,Thal_MGN_R,Thal_VL_R,OFCant_R,Hippocampus_R,Cerebellum_6_L,Parietal_Sup_L,SN_pc_R,Rectus_L,Cerebellum_3_R,Precentral_L,Thal_LP_R,Thal_PuA_R,Red_N_L,Cingulate_Post_R,Occipital_Sup_L,ACC_sub_R,Frontal_Sup_Medial_R,Thal_VPL_L,Thal_LGN_R,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_L,Vermis_4_5,Frontal_Sup_2_L,Paracentral_Lobule_L,Putamen_R,Frontal_Inf_Orb_2_R,Precuneus_L,Thal_VPL_R,Heschl_R,Vermis_3,OFCpost_R,Thal_PuL_L,Frontal_Med_Orb_R,Rolandic_Oper_L,Paracentral_Lobule_R,Fusiform_L,Thal_MGN_L,Thal_PuA_L,Lingual_R,N_Acc_R,Cerebellum_7b_R,Lingual_L,Frontal_Inf_Oper_R,Frontal_Mid_2_L,SN_pr_R,Temporal_Sup_R,Postcentral_R,Putamen_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,Frontal_Med_Orb_L,SN_pr_L,OFCant_L,Cerebellum_9_R,Occipital_Inf_L,Temporal_Mid_R,ACC_pre_R,Red_N_R,Frontal_Sup_Medial_L,Raphe_D,Cerebellum_6_R,Cerebellum_3_L,Thal_PuM_R,Supp_Motor_Area_R,Temporal_Sup_L,Temporal_Pole_Mid_R,Occipital_Inf_R,Vermis_9,Temporal_Inf_R,OFCmed_L,Angular_R,Thal_LP_L,VTA_R,ACC_sup_L,Heschl_L,Insula_R,Temporal_Pole_Sup_L,Raphe_M,Cerebellum_8_R,ACC_pre_L,Cerebellum_Crus1_L,N_Acc_L
Thal_VPL_L,0.6431780537628907,0.18193422214140847,0.4385195880088005,0.7840086349788064,0.6865134969830899,0.48219432943418883,0.41518040095296344,0.49864537715059093,0.12689850786384615,0.5776430594190738,0.14640756187468812,0.6018209282010019,0.28457243561319673,-0.03278483457815402,0.5483418850323952,0.048390889371619186,0.7525945323908394,0.486670940248811,0.3057002921354094,0.22311357049804556,0.6217875395857094,0.5751160755941432,0.1442530790234985,-0.11173359437209299,0.3758769167511315,1.0,0.3918818165573994,0.2519515020314751,0.4446924245567316,0.5955991350450056,0.6395588985204674,0.40572658557346153,0.39530308525038665,0.2979061126205789,0.4345052087393679,0.7086807076433984,0.6139857980745935,0.5934535278128559,0.035030982109254295,0.8176859598007397,-0.12395295037025456,0.6052804190004805,0.5684231011258358,0.5539466570099003,0.20534914292206283,0.05038402588467737,0.4819965678505017,0.24904766481790672,0.12343285273842446,0.36420041981118184,0.5439133679537762,0.677578153446576,0.6170203810234645,0.42000877482739796,0.5656303099448331,0.5105741444193692,0.5103969490990247,0.3015854327503822,-0.10062823511085496,0.44100631216823266,-0.14595083850924265,0.3422769874400368,0.0737571697827593,0.3479447633793505,0.3304455302949169,0.6269353584698013,0.506093329640404,0.5290167242888495,0.4882061290964047,0.4847817056775344,0.5374815270455522,0.7051865041790266,0.5286022616601537,0.041267623690635455,0.13611065802215377,0.07600633387844614,0.28164671798372953,0.044425877674539614,0.2539682902607829,0.2699285153097142,0.3875307308216295,0.6402465940533346,0.4647042151649036,0.2948224714300811,0.335859423095842,0.21705302333049356,0.16906015530205878,0.1999188998090805,0.1981645988914452,0.2894119674454089
Thal_LGN_R,0.44604358350362255,0.16510616209308707,0.32797062515298725,0.5570092670506696,0.4687943515655261,0.3954500877054923,0.23729271668710786,0.3347324775314833,0.22158213558026432,0.3646037673193703,0.07173128776084535,0.42104492882195027,0.02523646572712363,0.1276998278796495,0.412728353256406,-0.1307862935626728,0.5409744848141015,0.38901816375119963,0.18199049012628157,0.17912664120961094,0.28648138101612214,0.565451297753739,-0.014369167540144428,-0.04931475827546476,0.5633558418056523,0.3918818165573994,1.0,0.13587856784474897,0.3001764254702931,0.43473538475070056,0.555738281539856,0.302751215958044,0.3947351085904384,0.24170022007047046,0.41609686905521387,0.5256769456368213,0.5007250307312365,0.5516519728883732,0.3461802406362812,0.4707220166766001,-0.209285844734049,0.40658572432439305,0.3896046367890479,0.3430749585921762,0.08445695622554375,0.08536702499318867,0.4222915244684589,0.40232946004879516,0.30517581654701564,0.3972573751845882,0.37745522170590917,0.49448063662719577,0.46669531584771773,0.30652113939438597,0.3496330748563874,0.5127584379679122,0.32658896820474476,0.2871276201525587,-0.3656300139182243,0.397191178316057,-0.04794274945975052,0.18834379496012085,-0.12100037467597274,0.28539986139259127,0.44394502210288167,0.3103550398122271,0.48307804797904835,0.31136745869814286,0.14709826255715136,0.4242831839480847,0.29782122144263967,0.6241175479247117,0.435636211413828,0.2597772746583494,0.038604277768432796,0.009776034275213261,0.055434520013275645,0.12558208293119796,0.21351691839314205,0.013681981788574896,0.3098398203545414,0.4936811979833046,0.29436483181908474,0.37898332329930345,0.2686237786897783,0.09908879303847482,0.2805739380236932,0.33177284032175847,0.20891814430510344,0.05345151392065142
Temporal_Pole_Sup_R,0.36436118960425135,-0.14078857042671244,-0.02244383347876673,0.22909592576165133,0.15512012918364962,-0.1536792052888671,0.2478493836506352,0.37787960461509096,0.11532915708782279,0.19915568738788425,-0.15987820714299072,0.16710932767568323,-0.16461010612910568,0.21200907158125434,0.14164785060065332,-0.019433463910336575,0.16628568946765473,0.23523345379528388,0.21037138751591994,0.021885016714047377,-0.024794795681209385,0.29715709304350446,-0.04728416815173354,0.08810947450521305,0.2092026105918276,0.2519515020314751,0.13587856784474897,1.0,-0.06547816894292317,0.04760406029892054,0.08745604057512012,0.2398487435488656,0.4048755991821083,0.23641594116842884,0.24846721923722223,0.1170265983439799,0.1572038807141123,0.07810828557854385,0.22458625783606037,0.35394142037073023,0.07998743989234972,0.07169455752654524,0.1695791227527382,-0.08979455532394967,-0.010483474967262927,-0.04730104911674609,0.14280538195079875,0.02906142634986796,0.005469763905554812,-0.02446230474287671,0.4283735751831245,0.2310897046287285,0.35220713375430907,0.4332468467524791,0.24004658301615994,0.2213919949942793,0.37877322500252725,0.2997353238389904,-0.08261203380877352,0.03783861052917482,-0.00942573538342305,-0.04776451481953944,-0.23692053561916987,0.481703024368153,-0.10630219065810553,0.1231800504858977,0.27428284071047343,0.07534604354148526,0.2989084337963385,-0.005424482033396905,0.1510029740737895,0.126872631068742,-0.1210116057539746,-0.027813476090042682,0.01552224943685488,-0.20884354716722775,0.4749673305915966,0.049412108921206836,0.30397808081482125,-0.0898829524315775,-0.004370632886711365,0.19370662861909266,-0.035892691158673044,0.32445498508580767,-0.12584584427194948,-0.1110396662247456,0.02668543041103775,-0.08648130785002661,-0.13126111095977283,-0.02670603564283724
Frontal_Inf_Orb_2_L,0.07422331711264193,0.30369617446026853,0.4749759935393124,0.4125767084356002,0.4227040174340447,0.6970886327725432,0.07500794299262367,-0.1522264031756884,-0.31467916863863865,0.012425138177927451,0.47351280739909996,0.09876906372560625,0.6217526148588797,-0.4064287854460986,0.46867094437695667,-0.006902513069039552,0.5145805636105829,-0.07184965201529203,-0.20561396580403005,0.33046934949749585,0.4618235096194881,0.2873202255985835,0.38608049877556117,-0.4179803633844026,0.20793058346842963,0.4446924245567316,0.3001764254702931,-0.06547816894292317,1.0,0.5660965458667703,0.5371415959242273,-0.12830700097130654,0.03792877066703143,-0.18796999110560336,0.06527354468359665,0.4236121163622874,0.18319797546786587,0.4477369837945084,-0.14833152189761198,0.2489765887779688,-0.281894259052934,0.4061720429930607,0.16649052740263276,0.753828004939313,0.22157340097996947,-0.1865010889216419,0.46508736111637666,0.5825923285622153,0.14876447937466808,0.5098987230326961,-0.135307331892206,0.5050888101914459,0.08608199048523063,-0.25639462580575995,0.18556605401269727,0.12394407849075255,-0.1489375998227856,-0.0037048104372676377,-0.26351902154023416,0.5089547065418446,0.09024894755491925,0.2826807829698456,0.45440438657992216,-0.27232756277002934,0.6887376329411139,0.18951511780714836,0.23233247813417046,0.31470727435109974,0.10903880184690201,0.5774218666356591,0.38342594374510613,0.5542107008007533,0.7497717934034641,-0.009802373777484153,0.33132967070048597,0.34825363346248767,-0.4212436662349258,-0.3234920093197193,-0.09695257135085335,0.05128594838067369,0.37641452951415016,0.3784566744011288,0.7233324084230769,-0.14216096207884973,0.6712173527876304,0.2708212618069808,0.048382114498017575,0.5915657730808828,0.666120557561488,0.17527423025516142
Vermis_4_5,0.4507630124745617,0.3471499607318587,0.5420787117081142,0.7069575788486397,0.8810720646554226,0.7248705978896143,0.4950049902669742,0.24258459128836682,0.02690995739588429,0.4618403643613136,0.267632982005873,0.38781591587172154,0.47952163540318693,-0.11019638315244172,0.592934821736521,0.11250706385051744,0.7763431185250458,0.42113879808903076,0.1374595649165989,0.2724995526817454,0.6536847317688206,0.47207954654725065,0.3715483444161313,-0.286658257046345,0.3157319606066647,0.5955991350450056,0.43473538475070056,0.04760406029892054,0.5660965458667703,1.0,0.6347313827348988,0.36533069458215,0.23561636987628906,0.0023910852049522594,0.42622411894652384,0.6467887541189332,0.4942218285736449,0.7331646740880616,0.03558591365616733,0.4868486510291764,-0.39690602798693014,0.7024130813485842,0.47625872208436715,0.7699513535361142,0.5719679885445241,0.23314625193444677,0.7740888909621806,0.45684497745997193,0.2906995937775883,0.7452974430472814,0.2822862769193707,0.5201713475179408,0.4990935761497173,0.12291150688433276,0.3797215681098632,0.38787020254792925,0.2497530988336781,0.09726031126885985,-0.10855501520225885,0.49404846641598044,-0.09690181138393134,0.3557264073190737,0.26695766483554945,0.08271445431728659,0.5214638966771192,0.47931267306229797,0.36691872648316476,0.5778230624530432,0.482768952655858,0.7843960631999537,0.456922311359919,0.7100124419015892,0.6608109898628556,0.10576733152310101,0.13294531776420065,0.3101631736548174,-0.10613620705466607,-0.04010689613884698,0.02011106997548239,0.23486599436612227,0.5299896655530283,0.5633193950923164,0.5773698628199765,0.22523957560494012,0.46984740120601914,0.4693941630819159,0.3300141551627717,0.3496079810160588,0.3759721582366455,0.3845231845616037
Frontal_Sup_2_L,0.5474295843636525,0.5857913081232398,0.7090942487203931,0.8063122604116267,0.6865708737706765,0.7146032387016571,0.5134624278246221,0.49521511267114277,0.18564581408268666,0.4618286576514726,0.2084207872716224,0.6769915810743483,0.23919251925757998,0.20220629948544247,0.7173495016724222,0.18437960532044628,0.7610427819996287,0.6711049212117274,0.16797032583647784,0.4547312386361802,0.5568505948016915,0.6394224904415208,0.25936348816676624,-0.10477762989778587,0.6689824850322457,0.6395588985204674,0.555738281539856,0.08745604057512012,0.5371415959242273,0.6347313827348988,1.0,0.4933432760141026,0.45436257522174883,0.3855344853664275,0.6300715934672731,0.7334940351063878,0.7075810633701568,0.6700800330934159,0.23453620253642996,0.5295763843500227,-0.05489931215704331,0.7129265555685717,0.7024025890020046,0.6304412315719992,0.18747751140860267,0.13356507868380726,0.6253219147582544,0.5856374580306126,0.3178896618451048,0.5643040842325775,0.39935908216404287,0.823382670371305,0.6048131287382529,0.26394555267373776,0.3725365517156735,0.6442031060292965,0.3645160637768338,0.27949252740867764,-0.33246051572510227,0.5679905227478261,-0.049018063865928656,0.40414122910505107,0.03332300695072047,0.16997728561157655,0.48591028747531495,0.36998743890486124,0.6441373468967654,0.5489512486171362,0.3268689552869004,0.6625654770123348,0.692730029099613,0.8771838140421993,0.7815461380811607,-0.05365179059827665,0.07681275634152684,0.09366863092092152,-0.01657066129574345,0.2361729052003696,0.1723668055584311,0.1069598208224871,0.4725172659766164,0.7318791149037422,0.5146693187139567,0.4803126671136745,0.2784577389572389,0.31213705865052616,0.3050301424920264,0.4891842996755979,0.4670387235980698,0.3301098497421078
Paracentral_Lobule_L,0.7700949729752326,0.15569572310993107,0.4280079413356836,0.6624384149838259,0.6181618752406267,0.06601707820618799,0.4127349665577026,0.7744812904519084,0.3762656072776182,0.6794457648793113,-0.14666579901199814,0.7499211065908985,-0.322570133188081,0.7265060116136594,0.3196438892574645,0.47826034360392566,0.5992750046521714,0.904443612830522,0.5300591052116129,0.0011707704852163044,0.12399188905296396,0.5040408383733298,0.022715458517705896,0.2756057673550846,0.40189256843845733,0.40572658557346153,0.302751215958044,0.2398487435488656,-0.12830700097130654,0.36533069458215,0.4933432760141026,1.0,0.5962037329757213,0.620773661247479,0.8970804305574522,0.3184108012515717,0.5907983833512399,0.5340649233129067,0.23273092054498248,0.4662475471747855,0.12178729158279576,0.5889497371499816,0.786966512939406,0.03518495988410927,0.19816159710253808,0.49409982673017244,0.40634471967258734,0.053930921688751375,0.2867247408586793,0.31002178683539094,0.760385828085572,0.5002665664853397,0.6109299800493113,0.6479277483761322,0.6871856093750486,0.5758153875788986,0.7752030703496396,0.39681614680442645,0.06487705369611332,0.08416695263690166,-0.03504227682348613,-0.10314359505385712,-0.3979969862899935,0.6071554842322849,-0.18406165820892875,0.3556665179683384,0.5208870537639116,0.38747749872689446,0.20339020166645239,0.21706749994075494,0.3523565436403921,0.38147831926570486,0.11667315537446218,0.008300463403907003,-0.13262480909155705,-0.1568279897972907,0.45457722384675486,0.5477036572544685,0.5846839126558075,0.19190701117450654,0.0033920166674593828,0.5515315749139937,-0.07963630666114417,0.5420226877913362,-0.3092121877630063,0.23945457123586672,0.031868849051349846,-0.048666574080794923,-0.08421038106661964,0.44155641233618864
Putamen_R,0.8209474358776436,-0.1443476850672169,0.22429508278790214,0.45444995512426123,0.4396432087677727,-0.04670304250144318,0.3670945178516259,0.7912365348190885,0.5177278819800859,0.5257357863568698,-0.2990794928510252,0.45903292409475716,-0.4986897104902883,0.5801238172546738,0.2688171405562233,0.14147129229794933,0.48849114284256195,0.6536714155859112,0.5302619675903247,0.22176895117410225,0.13869875819153443,0.4588414601174252,-0.25781949052780806,0.36593337056562264,0.543818909809931,0.39530308525038665,0.3947351085904384,0.4048755991821083,0.03792877066703143,0.23561636987628906,0.45436257522174883,0.5962037329757213,1.0,0.7741103967635286,0.6714249984848788,0.2538371542387749,0.47752421288011415,0.4396320086523646,0.6761543324852951,0.5030988438436375,0.2709663334721346,0.3092234382715963,0.5604595941413512,-0.09981854661179503,-0.13502921478480412,0.20570295561994156,0.3692893252140674,0.13589547296709753,0.412453705502134,0.2396918702709515,0.7782349624650283,0.6277474509157398,0.6345434623222819,0.7870922844694507,0.5596238101699781,0.6016289374873166,0.8268615115264869,0.5109393524413892,-0.2753571672930959,0.023883114145205473,0.06294952662996504,-0.15025527833380595,-0.551432337680748,0.7625393284896617,-0.12695479983230876,0.23668464408352333,0.8256631134691929,0.26536211622927763,0.21330597638951945,0.1801257274869759,0.30954202058092434,0.3999751738044465,0.04224819866736929,0.054362642858844984,-0.18168896903571446,-0.1997687990659567,0.5400860238215562,0.38276334382493393,0.68012890700469,0.2964517105716741,0.0417790279796103,0.7859653161524287,-0.17150767756568178,0.7914868086066372,-0.29285222946398815,-0.09584040894345548,0.2496389658735816,0.2619137220208858,0.0981513642319184,0.25714534814310386
Frontal_Inf_Orb_2_R,0.7200129457871834,-0.15925474389539335,0.2316049546636608,0.38531404430476035,0.23957614245204814,-0.17927513792092917,0.2603922516150047,0.8282938011630389,0.4766756236660067,0.5267713161376689,-0.3378127670771336,0.5934543734406263,-0.6646280341247763,0.6618368213068735,0.14128741036064105,0.2855980110252668,0.28170370275472606,0.6601354216680524,0.5211516072532489,-0.014179767998155991,-0.067497792317424,0.4428958459252866,-0.4450946301740435,0.48479893612129143,0.5415214749807044,0.2979061126205789,0.24170022007047046,0.23641594116842884,-0.18796999110560336,0.0023910852049522594,0.3855344853664275,0.620773661247479,0.7741103967635286,1.0,0.6319227997578993,0.16821379630676803,0.5084043871819596,0.24788928343744127,0.609936676348323,0.3905890953350573,0.49278657109849705,0.18788720151304875,0.5357549186806939,-0.2971409147176474,-0.268533269591865,0.1358836399233302,0.0682182546055006,0.06081165408345222,0.31233732080869914,-0.1021662197937981,0.7574114118010411,0.5669605270651071,0.48733840438724474,0.7991741888981657,0.4316940547393016,0.5653476366636618,0.7922488087530875,0.3971571972581779,-0.2560649800726456,-0.053119835550821816,0.008580459230553977,-0.10974728537356669,-0.6769690635527852,0.723117752580597,-0.26545623138001767,0.039149655583923505,0.7220539111139095,0.1300482143674094,0.030778815420934785,-0.10852887883247336,0.25521785424248256,0.2508940029623181,-0.09057597502936889,-0.12216519217651958,-0.33727157804511826,-0.41387746366144235,0.597855052064522,0.6455536644589078,0.6228289114132177,0.11527543801439595,-0.16796039768777646,0.6062628525630521,-0.3114868877392514,0.7450491652802772,-0.5228114334018459,-0.1347550816955461,0.05454914877733229,0.11405754559184686,-0.10896911306379616,0.1907541360028396
Precuneus_L,0.7727950721102443,0.25254458837130217,0.472028496915379,0.7049392535450613,0.6232866317127662,0.18663445410867197,0.47147480691286536,0.7535696816487376,0.38106544831294337,0.5922533742513987,-0.07401126993745194,0.7347183385378527,-0.2985546849512494,0.7200621551865681,0.3965648591689906,0.4249925451339965,0.6640165824351796,0.8653205612558706,0.517887565661892,0.11765613929159183,0.17317871727623388,0.6545674309757467,0.061888137511128656,0.18769304784949906,0.4844962607796114,0.4345052087393679,0.41609686905521387,0.24846721923722223,0.06527354468359665,0.42622411894652384,0.6300715934672731,0.8970804305574522,0.6714249984848788,0.6319227997578993,1.0,0.3223306298555613,0.684130847092226,0.5951002142224432,0.29429298861160896,0.4806732571543544,0.15832496493632528,0.585407168135268,0.8313756145638821,0.1377807453518968,0.1872349753977736,0.4184367644723007,0.5007127621790195,0.19665474208194084,0.3154118208197017,0.44141967656471454,0.7113046951054266,0.6215107858277364,0.6239677129860874,0.624394554367919,0.6892920841623009,0.6095191185761035,0.7286900006804026,0.4020957201527776,-0.11582144819542035,0.13917117212455352,-0.04225731397463312,-0.07082296860081114,-0.4287318707889833,0.5673462439374792,-0.09252106861865916,0.2989569618010994,0.6687625213794228,0.3739580042334731,0.12731444562605237,0.35292838249232317,0.47295319488937476,0.49228556392859324,0.28061224457961803,0.01234706969538305,-0.0805359287458204,-0.17578106225515894,0.2994776831078985,0.46433055223813297,0.6484917513542797,0.19289669402839707,0.030084830768252736,0.6658526902914269,-0.0005959838658681171,0.5752199558660361,-0.24731931771804636,0.2347301845313225,0.11451201745609352,0.10736237655668321,0.1379755845659157,0.40015514595521373
Thal_VPL_R,0.4373689485598098,0.4324466286750631,0.611294956751463,0.7272655062018181,0.6595277117719724,0.7292776539002075,0.421104724069173,0.3530371711396155,0.010316945040205992,0.5221862105375891,0.15575386328408777,0.5175939197355777,0.43935368059363794,-0.1535756144833815,0.6957721522650013,0.0036089408394579994,0.6380922941022398,0.48331600640403666,0.06724820671821405,0.38425853480920796,0.722340473598992,0.5223061397447809,0.21165259683823962,-0.15838449253759948,0.5180505474355405,0.7086807076433984,0.5256769456368213,0.1170265983439799,0.4236121163622874,0.6467887541189332,0.7334940351063878,0.3184108012515717,0.2538371542387749,0.16821379630676803,0.3223306298555613,1.0,0.5938123198920484,0.6163074316386956,0.19133460481741962,0.592596718410011,-0.289208872008167,0.679088613257255,0.4283592296909365,0.6730166452259986,0.21436061405187096,0.09298063819094826,0.5019877959122675,0.5688415144772226,0.2501134668685618,0.42504210910198825,0.3689362259934142,0.6394446457632383,0.6017765277264353,0.2341036155926261,0.20788988023408697,0.4917199282732716,0.28268592048402286,0.12189567954694507,-0.17633766310050836,0.6389988273401841,-0.102113998190063,0.6141794281235284,0.21528972183836156,0.14380642345315742,0.5976470730788672,0.4894132981328334,0.3578416125848388,0.5914476741658484,0.6083090599770592,0.6437354624744813,0.5412434714925343,0.842895885378084,0.6950534650486356,0.05207524243218327,0.07925745500134072,0.20989527743201133,0.07583145061047267,0.10560386802965623,-0.13027740511601382,0.08097947205354705,0.6353519585234076,0.5675732698280397,0.6086425614483573,0.403813806645657,0.4714008468046983,0.36922307298817225,0.40957214228902344,0.38280600912900464,0.21858375329952215,0.20404458569638356
Heschl_R,0.6866467992394639,0.3331428871073523,0.48183271321178306,0.7264961288384253,0.6023593308136727,0.41537671027032375,0.5438887623858004,0.701053516853313,0.37656180715106974,0.6079156107317136,0.0027841410703276057,0.7289509107175992,-0.042752119944973,0.3126294767444766,0.4416474206274641,0.13975875047273945,0.6622593422103223,0.6679442743058438,0.4120538306572042,0.20151187788344832,0.40325473838449505,0.750903404810265,-0.032835633166927974,-0.02857219535756559,0.46024965284406116,0.6139857980745935,0.5007250307312365,0.1572038807141123,0.18319797546786587,0.4942218285736449,0.7075810633701568,0.5907983833512399,0.47752421288011415,0.5084043871819596,0.684130847092226,0.5938123198920484,1.0,0.5942904454744504,0.268630456209952,0.6487513622681592,0.04985946127265837,0.5437966435387053,0.7017804766017246,0.35379846191487274,0.13964699929043514,0.21851125746132358,0.483168292062579,0.3210845325691474,0.22564209362421592,0.3646538901347759,0.6353652487535404,0.6149786198465483,0.6265715111777009,0.6068767771325407,0.5090035625187659,0.691341348396046,0.5959041886916204,0.32737170006002175,-0.2537021033107052,0.38117447800530524,-0.1480149851416416,0.32211519395531113,-0.22313075767255908,0.4397697689080909,0.14621240018979492,0.43004494851640335,0.6851816610275819,0.4702188811897279,0.2592786730836295,0.46072030758147076,0.5089549749444529,0.6642053210898418,0.5207307565541481,-0.0504607639512703,-0.049865350355597436,-0.16051347406798327,0.1966191795411574,0.35475251957643084,0.42853400509322265,0.1414968543600129,0.2736580157611413,0.6743469406095005,0.24519562777495899,0.5733350760279414,0.00365645420546226,0.1842154972042939,0.27334821155451117,0.21807940899843858,0.12510738253124615,0.22281659918135935
Vermis_3,0.6073987988696467,0.31045045530626697,0.531654080460727,0.7858444747966388,0.8161756764047118,0.5511957195548555,0.4346647455711965,0.46703284803259665,0.25637322043620697,0.4243243245938391,0.08087742408187508,0.5409047149886331,0.23095677187372113,0.14299109817093816,0.4765013430651087,0.1626973469259966,0.8187791813974007,0.5708265166279396,0.20315558783224116,0.08957704218184928,0.45470446540854725,0.531200521105442,0.1675832097250268,0.053122196378687175,0.46223348710069345,0.5934535278128559,0.5516519728883732,0.07810828557854385,0.4477369837945084,0.7331646740880616,0.6700800330934159,0.5340649233129067,0.4396320086523646,0.24788928343744127,0.5951002142224432,0.6163074316386956,0.5942904454744504,1.0,0.17270904565357528,0.6190914609361956,-0.27673059518077353,0.7681645422575059,0.6568243359099638,0.5914666107518932,0.4023655266693676,0.3292674405526267,0.709521727881913,0.33950482326877496,0.38109617597653056,0.7164695240666652,0.5065846183396019,0.6313705510493075,0.5918791325095771,0.3569956037127374,0.6162875250994064,0.41806059417526964,0.47497576447826173,0.170931629274989,-0.13179160277660432,0.3374319795630949,0.08655552847894356,0.17701380044473158,0.05091818657619095,0.2996484005644547,0.3997448430843472,0.44993199119111366,0.515558153339039,0.5308747871545767,0.37839105572655984,0.6595411782481811,0.36570484702319417,0.7606101329855093,0.6192907944391005,0.24661784458008695,0.13383868656983733,0.14791167912385755,0.0717679614227428,0.16410463346877832,0.3057443146635335,0.15300353693750396,0.4190600884717673,0.6422627691595187,0.4822743992376664,0.38793249296193616,0.35001043374553675,0.3047722661348986,0.2738400053737527,0.24628119493298192,0.362494717588682,0.349955708591003
OFCpost_R,0.42093135059750947,-0.1825496436075931,0.09599879360352279,0.09280861940799076,0.13569998092496266,-0.07060980857140822,0.13326880347324932,0.5001909189812308,0.4419179313789305,0.37031826218713454,-0.4239792409163503,0.09165900726776913,-0.5104518338322303,0.31220370851599805,0.14980790170813696,-0.15453794289485623,0.08414101602515453,0.3195153666213568,0.3351111800368386,0.16974629515384598,0.10373073295515349,0.23998775725105256,-0.4312396570394153,0.37596601151543124,0.5788732951372174,0.035030982109254295,0.3461802406362812,0.22458625783606037,-0.14833152189761198,0.03558591365616733,0.23453620253642996,0.23273092054498248,0.6761543324852951,0.609936676348323,0.29429298861160896,0.19133460481741962,0.268630456209952,0.17270904565357528,1.0,0.23160040027197426,0.1685160914529263,0.04413025948673232,0.10943114905062198,-0.22136136132587317,-0.32190480197388616,0.07167201389833826,0.061273789932309176,0.11599502895918037,0.45136789453004106,0.0018459941752693066,0.4503511918287964,0.3039115641996157,0.36588472542564987,0.5870661869994142,0.004159372221022128,0.3792095129205577,0.4542092688246352,0.11247246146425713,-0.47305963559289566,-0.048530756069794026,0.03735669177842494,0.04259476792626137,-0.476420817469029,0.5521332527402708,0.035915310820444364,0.0010510794064884,0.6236839423276327,0.14885319248417914,0.14756310320027716,0.04093744137252263,0.047005739583663574,0.28783214276011915,-0.06712029750367189,0.1411128898632498,-0.44606523355058525,-0.16797991868278697,0.3882363754049075,0.28641046941285797,0.24457639132336456,0.14902695147857353,0.1317499643878594,0.5012082309648604,-0.26592464584189246,0.8265620085785642,-0.20293344396790358,-0.10135539508411508,0.4104836409039722,0.36343614636269733,0.013018935117638852,0.03677028259781231
Thal_PuL_L,0.7505299810221848,0.0332724914291155,0.2627203342273185,0.7085725407122149,0.6129831412107271,0.2919640227475624,0.3458504016101959,0.6116866147217256,0.24789992534637628,0.5839019784012809,-0.0763071492250759,0.5508749673854925,0.02443548289815149,0.1448206803919464,0.35301761935284887,-0.06898042791906939,0.6898260045351647,0.5377640159633713,0.35145974051116663,0.12240646368687759,0.43286936452814806,0.5713368236512006,-0.04173618367298578,0.0032663658106141663,0.42245608807498186,0.8176859598007397,0.4707220166766001,0.35394142037073023,0.2489765887779688,0.4868486510291764,0.5295763843500227,0.4662475471747855,0.5030988438436375,0.3905890953350573,0.4806732571543544,0.592596718410011,0.6487513622681592,0.6190914609361956,0.23160040027197426,1.0,-0.13411385342960644,0.4848220426040347,0.6188196630057267,0.33803064902488744,0.11420742575345323,0.13958462070850763,0.4576906596065913,0.13231616960653617,0.14387432058483354,0.3582138380673824,0.6863085850427691,0.5494287870488311,0.6410882058003535,0.6166376302012587,0.6715720131891038,0.5760986810114722,0.6346541187235437,0.37070072678664084,-0.19852586192608315,0.3399443589518445,-0.1863205492049832,0.182549508803026,-0.10614648033298386,0.5867312067126096,0.21925163785174626,0.5689683764676092,0.625942693276729,0.40983853755946975,0.41114572042505265,0.4072628885321419,0.4796091486363093,0.652153012830275,0.3461455593381157,0.11472877575666462,0.07113353405183416,-0.12015319968270557,0.3916193727903555,0.11840699050423927,0.4560534311303353,0.177035252274345,0.28703478386098746,0.6701544745254414,0.29757524687916886,0.45431276401893206,0.23277970205951778,0.027561048919351034,0.2692411469397781,0.11951248802215847,0.08250409119487098,0.12453504804198853
