,Thal_PuM_L,Angular_L,Cingulate_Post_R,Lingual_L,Cerebellum_4_5_L,Paracentral_Lobule_R,Precuneus_L,Cerebellum_10_L,Temporal_Pole_Sup_L,Precentral_L,Frontal_Inf_Orb_2_R,Temporal_Sup_R,Supp_Motor_Area_L,Temporal_Inf_R,Lingual_R,Amygdala_L,Occipital_Inf_L,ACC_sup_L,Cingulate_Mid_R,Cerebellum_9_R,Temporal_Pole_Mid_R,Vermis_3,Vermis_4_5,Red_N_L,SN_pc_R,Fusiform_L,Parietal_Inf_R,ParaHippocampal_R,Frontal_Med_Orb_L,Thal_PuM_R,Vermis_6,ParaHippocampal_L,N_Acc_R,Cingulate_Mid_L,Temporal_Inf_L,Frontal_Inf_Tri_L,Thal_VA_L,Raphe_M,Frontal_Inf_Tri_R,OFCant_R,Rectus_R,Cerebellum_3_R,SN_pr_L,Temporal_Mid_R,Thal_PuL_L
Frontal_Inf_Orb_2_R,0.41159203389079385,0.1414261143969989,0.4428958459252866,-0.1021662197937981,-0.02155420554011289,0.5357549186806939,0.6319227997578993,-0.030149306451275316,-0.5228114334018459,0.6601354216680524,1.0,0.7991741888981657,0.5068521989876043,0.597855052064522,0.0682182546055006,0.4125198266898431,-0.6769690635527852,0.6062628525630521,0.6773320661864618,-0.10974728537356669,-0.12216519217651958,0.24788928343744127,0.0023910852049522594,-0.067497792317424,0.14128741036064105,-0.2971409147176474,0.4129467688566268,0.6191672433216304,-0.2560649800726456,0.25521785424248256,-0.4140474005819789,-0.17927513792092917,0.06081165408345222,0.46739873649473074,-0.6441393343129952,0.36124129634030583,0.27180495120845083,-0.1347550816955461,0.7922488087530875,-0.3378127670771336,0.28490376507336995,0.28170370275472606,-0.053119835550821816,0.723117752580597,0.3905890953350573
Temporal_Sup_R,0.5458685641734302,-0.04648697219762378,0.5569695938836449,-0.028023140776748053,0.09477634952088604,0.4984140915107333,0.624394554367919,-0.064474581240624,-0.4099921839344635,0.6261481042968893,0.7991741888981657,1.0,0.5711757700179037,0.7636083697184126,0.18116889488010157,0.28117630043853004,-0.58888320244714,0.6156926078910578,0.7954224410423857,-0.11714309511499417,-0.022671177189910525,0.3569956037127374,0.12291150688433276,0.01036864762632861,0.11772514507431592,-0.2485005739765362,0.5482258759657126,0.6066438419586989,-0.20692013780736004,0.1631193963566177,-0.22528872318986629,-0.22335605873846442,-0.036003686414987426,0.5056694577372064,-0.6533422391251941,0.2617377479702211,0.11753573836178126,-0.18585920835284367,0.8840539585658763,-0.41012130573734923,0.34956185385071703,0.37934815879938766,-0.04445116054986202,0.9409468822410912,0.6166376302012587
Supp_Motor_Area_L,0.5923956463391508,0.24425071802073,0.6475603624707922,0.535826020241413,0.7289474624179316,0.8068090932804648,0.7677152828246654,0.05430779503565974,0.1193183375779681,0.8368344045279599,0.5068521989876043,0.5711757700179037,1.0,0.31268952871713357,0.6568881420695344,0.4356129154941775,-0.12141107409933624,0.7863535983272281,0.7800052450480203,0.2951831556634431,0.09043159984588299,0.7819479513850666,0.7054292667098265,0.5338669552163746,0.5958989737381633,0.48196189657107685,0.5607021825239247,0.7658868649548712,-0.166285049768513,0.577034157193502,0.2608018596668549,0.4913643369638683,0.3524064646164826,0.8144563670391821,0.05991407490856024,0.7490960437053963,0.5260185418971489,0.2779775302213623,0.6924596911244975,0.0038960010010890356,0.26187551116698893,0.8253514608789605,0.4129036742146836,0.49240996394342074,0.7352989193890539
Temporal_Inf_R,0.31042697704095357,-0.2691094954600301,0.24308060416858226,-0.3329485844332136,-0.10120216126006913,0.16988142200708073,0.2994776831078985,0.14531366916485774,-0.4587875589011458,0.4008381467006677,0.597855052064522,0.7636083697184126,0.31268952871713357,1.0,-0.03281171810853604,0.06329704467739064,-0.46874670839036453,0.2864295524537968,0.4949250494517993,-0.16520979121113222,-0.044541005497379146,0.0717679614227428,-0.10613620705466607,-0.16212570129133788,0.0006431974488480255,-0.35378303176458137,0.3339000962285917,0.38129038706330226,-0.048460954527662234,-0.052570174820913265,-0.24302553945878844,-0.4366574610371834,-0.26591458691605707,0.15404495087008183,-0.5823434414061252,0.016317252702847364,-0.07871729215363418,-0.3850207979160674,0.6601245890166041,-0.3369185781690607,0.27009887123908854,0.13771452592474617,-0.21692885892587963,0.805466888617995,0.3916193727903555
Lingual_R,0.337163199274109,0.22397202418705398,0.3563364466154948,0.8470733457455826,0.8027498746483687,0.5353686433882681,0.5007127621790195,0.10284093720648158,0.35295198801436284,0.502636737133964,0.0682182546055006,0.18116889488010157,0.6568881420695344,-0.03281171810853604,1.0,0.14549545472038813,0.1470361114768968,0.5593204091021211,0.4597852681809605,0.17899026159587725,0.05843576123022525,0.709521727881913,0.7740888909621806,0.4674165558731285,0.5232638662260607,0.6652231497906772,0.3934307687047316,0.4577032495709456,-0.07923267482982166,0.44001135637372824,0.43671248754802017,0.5479669409953595,0.2981855208393474,0.576842744959189,0.30072729140819965,0.45335728102523887,0.3281711608694584,0.2880541461975993,0.323360811813615,0.13949172129187187,0.06178788002605962,0.7600380395003086,0.4155648671970333,0.16429272350908714,0.4576906596065913
Amygdala_L,0.17568936056119444,0.24475278741134526,0.36320689874794987,0.12312029350683174,0.15883169384899581,0.44041797992593895,0.40269164925311773,0.013580832528563987,-0.07888618850219736,0.48601676859402493,0.4125198266898431,0.28117630043853004,0.4356129154941775,0.06329704467739064,0.14549545472038813,1.0,-0.1984954692664401,0.24232728719398625,0.2472581489901618,0.18999134114748262,0.17314815170170714,0.3303156354562941,0.15927772193657486,0.116929853508368,0.17623959233073677,0.07960841141608722,0.06963052314014773,0.5338379566189652,-0.10896630206238452,0.11469540049755467,0.06023176615489949,0.27283630056034064,0.20985775900088058,0.4977562346785505,-0.11568109938684305,0.5271753161017285,0.41789075849457274,0.18104151560567758,0.3379087368554442,-0.10814515364974311,0.44039219237215604,0.24646702752555794,0.16613438512522768,0.16265376350820634,0.18315222321200203
Occipital_Inf_L,-0.20035568734756443,-0.01603240790005954,-0.1857143733558897,0.2850103651566592,0.312283628491033,-0.2752693417348167,-0.4287318707889833,0.19358210013665264,0.6786146971920107,-0.37802847234140413,-0.6769690635527852,-0.58888320244714,-0.12141107409933624,-0.46874670839036453,0.1470361114768968,-0.1984954692664401,1.0,-0.24295756461495016,-0.4224675886795836,0.2775698595993181,-0.026679401764863254,0.05091818657619095,0.26695766483554945,0.3758049794428144,0.1659831299548495,0.5583929531132762,-0.27206635595473766,-0.3036736082166886,0.15722215623460806,-0.022552316281044166,0.5977638035982681,0.47061863229816187,0.2439100199817287,-0.19724459271978495,0.7542018610985091,0.012067355077579311,0.02993016066764081,0.26135159189440316,-0.5775199573082543,0.3424624642222888,-0.18361812265652624,0.062325912935792815,0.35791678814019945,-0.5577032954875654,-0.10614648033298386
ACC_sup_L,0.4941274111863568,0.1919726104019279,0.6143120450424631,0.46826298489571017,0.5323241199049887,0.6782341439185255,0.6658526902914269,-0.07813372486039558,0.0510006307391055,0.678192194984693,0.6062628525630521,0.6156926078910578,0.7863535983272281,0.2864295524537968,0.5593204091021211,0.24232728719398625,-0.24295756461495016,1.0,0.7643689121635672,0.14613194399162582,0.006009200120496698,0.6422627691595187,0.5633193950923164,0.4825260451046249,0.5468626957027725,0.31524857304328224,0.5339360972671117,0.6026224400739664,-0.3369095982746411,0.5367519427303511,0.04925770761206505,0.387598114370036,0.37465244250864976,0.6414577290869735,-0.09871356616043714,0.5854674991698953,0.5358476557333349,0.1218576853915772,0.6938927982601267,-0.0595483936459742,0.21770256308649902,0.7196930081613645,0.2669091561179774,0.5603465394106316,0.6701544745254414
Cingulate_Mid_R,0.6545353041109448,0.12475455572480829,0.6380021167867931,0.3190590652695865,0.43510185805821405,0.8165016877442334,0.791232820920909,0.03317242928263501,-0.24683783972760145,0.7790090660429922,0.6773320661864618,0.7954224410423857,0.7800052450480203,0.4949250494517993,0.4597852681809605,0.2472581489901618,-0.4224675886795836,0.7643689121635672,1.0,-0.08727775251115706,-0.03390155523936092,0.6011808389280383,0.4062463080253996,0.2245283011421542,0.3082594433888056,0.08149030886675565,0.786448790173823,0.7197643976196831,-0.06688305355141243,0.43288887899719897,-0.12681471158802482,0.0810430077131465,0.0912250647158176,0.7589969636379363,-0.3637702960313984,0.515023581492037,0.23047012304502057,0.04770869216933271,0.888015360832218,-0.15678541678802033,0.18821384818860942,0.7040818630780846,0.1085060084077995,0.7440486757266177,0.7288326031777662
Cerebellum_9_R,-0.007176258705613057,0.13379941477403806,0.18526559684019558,0.10676065787152195,0.36555126298765334,0.03963562502948496,-0.07082296860081114,0.055878426174086164,0.3902828308697271,0.07307019932220649,-0.10974728537356669,-0.11714309511499417,0.2951831556634431,-0.16520979121113222,0.17899026159587725,0.18999134114748262,0.2775698595993181,0.14613194399162582,-0.08727775251115706,1.0,-0.09457558378661024,0.17701380044473158,0.3557264073190737,0.5811196629567759,0.5044461492597188,0.5678263218870051,-0.38130391357994176,0.1710156765487888,-0.20704205933438433,0.3777245082154545,0.4895142190204971,0.6318891005724958,0.3722035995577784,0.23115780423521345,0.5531161519595335,0.39751277714023614,0.46135200858150793,0.32363691667405226,-0.15222879431628994,0.21486195505656472,-0.010259643898582901,0.1423433379172833,0.5050173548648088,-0.22958966179541998,0.182549508803026
Temporal_Pole_Mid_R,-0.16456278455126988,-0.18452392028958167,-0.05629053179817398,0.2120350824925193,0.14862375547653386,-0.021286936806503683,0.01234706969538305,-0.30412349509632286,0.2967417819464595,-0.03630896016078897,-0.12216519217651958,-0.022671177189910525,0.09043159984588299,-0.044541005497379146,0.05843576123022525,0.17314815170170714,-0.026679401764863254,0.006009200120496698,-0.03390155523936092,-0.09457558378661024,1.0,0.24661784458008695,0.10576733152310101,0.09649750345001087,-0.17105538603046877,0.07791443875488487,0.17472079077472052,-0.16494341860950115,-0.036149219989858566,-0.28347585727946123,0.17072930197969458,-0.014494709920130681,-0.3005539617019804,-0.03718739169550699,0.07901760107800242,-0.0028628560702781323,-0.11235864679366227,0.012258051681288316,0.08347260718033964,-0.17573378715977833,0.4131274823314046,0.09731195805186693,-0.1779419790913467,-0.06025666469787835,0.11472877575666462
Vermis_3,0.44609130859884355,0.22631207918570362,0.531200521105442,0.7164695240666652,0.7777678380801621,0.6568243359099638,0.5951002142224432,0.018338816875504555,0.35001043374553675,0.5708265166279396,0.24788928343744127,0.3569956037127374,0.7819479513850666,0.0717679614227428,0.709521727881913,0.3303156354562941,0.05091818657619095,0.6422627691595187,0.6011808389280383,0.17701380044473158,0.24661784458008695,1.0,0.7331646740880616,0.45470446540854725,0.4765013430651087,0.5914666107518932,0.538672931502509,0.5210285285319473,-0.13179160277660432,0.36570484702319417,0.5393427353858747,0.5511957195548555,0.33950482326877496,0.6518866174327115,0.21930025951280016,0.6570317182876163,0.45179376999922455,0.3047722661348986,0.47497576447826173,0.08087742408187508,0.12725809234280583,0.8187791813974007,0.3374319795630949,0.2996484005644547,0.6190914609361956
Vermis_4_5,0.4005866272304217,0.16826769757926613,0.47207954654725065,0.7452974430472814,0.9204495155718604,0.47625872208436715,0.42622411894652384,-0.004818562448243661,0.46984740120601914,0.42113879808903076,0.0023910852049522594,0.12291150688433276,0.7054292667098265,-0.10613620705466607,0.7740888909621806,0.15927772193657486,0.26695766483554945,0.5633193950923164,0.4062463080253996,0.3557264073190737,0.10576733152310101,0.7331646740880616,1.0,0.6536847317688206,0.592934821736521,0.7699513535361142,0.3234988166367914,0.40152798919193206,-0.10855501520225885,0.456922311359919,0.553382899154071,0.7248705978896143,0.45684497745997193,0.5104122131374438,0.4687060624161591,0.595568902797736,0.47961297600751046,0.4693941630819159,0.2497530988336781,0.267632982005873,0.10569047981146243,0.7763431185250458,0.49404846641598044,0.08271445431728659,0.4868486510291764
Red_N_L,0.26215310533195746,0.21728009136995463,0.313134076031358,0.5249325846836735,0.6925874121500445,0.2705176457031406,0.17317871727623388,-0.08053195350260826,0.5427553072631522,0.2630132761829878,-0.067497792317424,0.01036864762632861,0.5338669552163746,-0.16212570129133788,0.4674165558731285,0.116929853508368,0.3758049794428144,0.4825260451046249,0.2245283011421542,0.5811196629567759,0.09649750345001087,0.45470446540854725,0.6536847317688206,1.0,0.6177754787943407,0.6804269386838616,0.03310233828020713,0.2682485902967618,-0.10488028522951946,0.42567217499129417,0.4412334624139362,0.7203370658404195,0.3969935482576353,0.3658858713869705,0.5421917171720082,0.5568928680179948,0.4965428621821119,0.4956806060224421,0.09739871109579294,0.1974605969639719,0.19184972692617036,0.5337899146227376,0.5067115911171421,-0.05110943274709808,0.43286936452814806
SN_pc_R,0.37142172997170747,0.3465955386244793,0.4973123058338473,0.4263693979827965,0.6222781046565043,0.4011793822996238,0.3965648591689906,0.16154680496461848,0.31163486130046386,0.46791413944651167,0.14128741036064105,0.11772514507431592,0.5958989737381633,0.0006431974488480255,0.5232638662260607,0.17623959233073677,0.1659831299548495,0.5468626957027725,0.3082594433888056,0.5044461492597188,-0.17105538603046877,0.4765013430651087,0.592934821736521,0.6177754787943407,1.0,0.6211553059649261,0.06154252098081189,0.512832915078793,-0.2675933052510436,0.6159554567506696,0.3729996857836982,0.6593246895004112,0.5384724451702236,0.49523978438276034,0.3898100342808987,0.6108817304777311,0.6454971759560301,0.3978514683145456,0.1680125997361417,0.2706296447814147,-0.0007000648002337099,0.5809590410240127,0.5254707420486223,0.10558098084581172,0.35301761935284887
Fusiform_L,0.12389793798232984,0.16689283412854813,0.30772362202006964,0.6720118586654861,0.8532048377917395,0.25225977083830436,0.1377807453518968,0.21037009300261467,0.7241066501111229,0.13647678902292487,-0.2971409147176474,-0.2485005739765362,0.48196189657107685,-0.35378303176458137,0.6652231497906772,0.07960841141608722,0.5583929531132762,0.31524857304328224,0.08149030886675565,0.5678263218870051,0.07791443875488487,0.5914666107518932,0.7699513535361142,0.6804269386838616,0.6211553059649261,1.0,0.047370318205099946,0.2529100392241467,-0.12476617000110181,0.4429671127829193,0.705893970185342,0.8810469928549297,0.4781414524328842,0.35095247537352336,0.8416409756001615,0.5743273178569936,0.4718965142215813,0.4559969964924564,-0.1525606895790559,0.440305823736358,-0.060492576538103256,0.635252299005119,0.584728835233444,-0.31086878817518243,0.33803064902488744
Parietal_Inf_R,0.4868509007497795,-0.02633899810487562,0.4440946161800675,0.33511031117308054,0.3712725655211271,0.6612870993503839,0.6287185881453432,0.09418903546513856,-0.11216500238497759,0.4990239142101912,0.4129467688566268,0.5482258759657126,0.5607021825239247,0.3339000962285917,0.3934307687047316,0.06963052314014773,-0.27206635595473766,0.5339360972671117,0.786448790173823,-0.38130391357994176,0.17472079077472052,0.538672931502509,0.3234988166367914,0.03310233828020713,0.06154252098081189,0.047370318205099946,1.0,0.39337488665829634,0.06633184845646577,0.1824165298475188,-0.11690613299490459,-0.039914410883921815,-0.03601369025603437,0.4724434729172543,-0.25997854180679053,0.33238034896797297,-0.013306768791957213,-0.0601419396404527,0.7018420387622852,-0.03040646349981977,0.05325310267376974,0.6199347234082878,-0.0012836498937928808,0.5573599181977301,0.586242039804236
ParaHippocampal_R,0.5457082301238547,0.28240916393919285,0.6658446182391755,0.2513893926182121,0.47060626667743305,0.7501296197495176,0.7515080961455111,0.2302303517151136,-0.20981376973519306,0.8188368558705484,0.6191672433216304,0.6066438419586989,0.7658868649548712,0.38129038706330226,0.4577032495709456,0.5338379566189652,-0.3036736082166886,0.6026224400739664,0.7197643976196831,0.1710156765487888,-0.16494341860950115,0.5210285285319473,0.40152798919193206,0.2682485902967618,0.512832915078793,0.2529100392241467,0.39337488665829634,1.0,-0.12246227781835967,0.5233863113532974,-0.020600875073444692,0.31567529504780495,0.22250330458044718,0.7936158188217397,-0.16773750716104724,0.6266437293330842,0.49505949211669387,0.19207796794831353,0.633066670689268,-0.01203629267503783,0.2530820986579028,0.6701464279487551,0.2637491489580182,0.5016719299057256,0.5236687544911136
Frontal_Med_Orb_L,-0.04733761510919753,0.09300054017601433,-0.3079752186661324,-0.016701909048385654,-0.08851754943221898,0.035044370101415555,-0.11582144819542035,0.1549821482598639,-0.13418101199822638,-0.018771935473567678,-0.2560649800726456,-0.20692013780736004,-0.166285049768513,-0.048460954527662234,-0.07923267482982166,-0.10896630206238452,0.15722215623460806,-0.3369095982746411,-0.06688305355141243,-0.20704205933438433,-0.036149219989858566,-0.13179160277660432,-0.10855501520225885,-0.10488028522951946,-0.2675933052510436,-0.12476617000110181,0.06633184845646577,-0.12246227781835967,1.0,-0.18797280590776153,-0.11628149375732001,-0.15118281559731162,-0.25074250424473543,-0.07742197004030592,0.0031473180381854276,-0.1580830065198252,-0.22975342060302525,0.1428393379219705,-0.03655424241165511,0.10020051647580965,-0.08220464705573842,-0.09755235868341557,-0.1483818171648669,-0.19315367470695832,-0.19852586192608315
Thal_PuM_R,0.5411197236066196,0.44756913356993955,0.48888119831682775,0.3809754045037659,0.45419303174508147,0.6043527180901076,0.47295319488937476,0.10456161545371284,0.121560977726506,0.5501283113806219,0.25521785424248256,0.1631193963566177,0.577034157193502,-0.052570174820913265,0.44001135637372824,0.11469540049755467,-0.022552316281044166,0.5367519427303511,0.43288887899719897,0.3777245082154545,-0.28347585727946123,0.36570484702319417,0.456922311359919,0.42567217499129417,0.6159554567506696,0.4429671127829193,0.1824165298475188,0.5233863113532974,-0.18797280590776153,1.0,0.06240156886514819,0.5227575098621641,0.5007426593442865,0.6435217146527101,0.18946092018232452,0.5578576425364049,0.49562295312981625,0.27542723413719955,0.24604304657627313,0.184056722854175,-0.21749853794689822,0.5488877264489277,0.5623001510907515,0.11903233979654093,0.4796091486363093
Vermis_6,0.003472536874140668,-0.08870479258292924,0.13087418801033138,0.43111466291912187,0.5578282191662897,-0.04356074041360387,-0.1468553920864188,0.16869114973693108,0.7433070496122406,-0.0921688873275739,-0.4140474005819789,-0.22528872318986629,0.2608018596668549,-0.24302553945878844,0.43671248754802017,0.06023176615489949,0.5977638035982681,0.04925770761206505,-0.12681471158802482,0.4895142190204971,0.17072930197969458,0.5393427353858747,0.553382899154071,0.4412334624139362,0.3729996857836982,0.705893970185342,-0.11690613299490459,-0.020600875073444692,-0.11628149375732001,0.06240156886514819,1.0,0.6214970656438065,0.3992244037787997,0.13840002557631984,0.7010675115469918,0.2810484693886563,0.2649843412993119,0.264515263702974,-0.23312636722980712,0.31238251049905513,-0.1278393515138811,0.31722695870730816,0.5034489512676805,-0.2405764461838887,0.20683797991389424
