,Rectus_R,Frontal_Mid_2_R,Amygdala_R,Frontal_Sup_Medial_R,ACC_sup_R,Calcarine_R,Temporal_Inf_L,Thal_VPL_L,OFClat_L,OFClat_R,Caudate_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Cingulate_Post_R,Thal_LGN_R,Hippocampus_L,Postcentral_L,SupraMarginal_L,Parietal_Sup_R,Cerebellum_6_R,ACC_pre_L,ParaHippocampal_L,LC_R,Insula_R,Cerebellum_Crus1_L,Precuneus_R,ACC_sub_L,Occipital_Mid_R,Frontal_Mid_2_L,Temporal_Inf_R,Temporal_Sup_L,Frontal_Sup_2_R,Vermis_3,Lingual_L,Thal_VA_R
Thal_LGN_R,-0.22315598646328597,0.41207228518065253,0.10643340604713589,0.40701733593942113,0.22970240417616528,0.2578336090669143,-0.23669680881534322,0.4797028282253674,0.0917425891655591,-0.024616354301735043,0.3576638685429238,0.20105804934145374,0.20068108176257593,0.2927004321068948,1.0,0.492314948803967,0.5284271775082532,0.32538240307545,0.2173135739906059,0.3148444539474186,0.04002724672562862,0.0017834493734512514,0.2394843373458729,0.20048877704950327,-0.2397917339374202,0.6197319047181634,0.10724321338350337,0.1218580849620378,0.32564521531797946,-0.01299263192721106,0.33319837376376304,0.4025325170867209,-0.0696017062577153,0.44568509602721895,0.5710889339730146
Hippocampus_L,-0.011722412761442529,0.3639423273727686,0.5076708233819393,0.5327293782907105,0.6731703503217561,0.3463565277424593,0.4117652796407873,0.6298912079935458,0.6476263591916851,0.2508606992986458,0.6231692348136431,0.6523993086433147,0.44657385663453636,0.7533737834428668,0.492314948803967,1.0,0.37813673192910313,0.34849828419021206,0.006619373644715527,0.5669501984224524,0.5548601536694608,0.6246867817884819,0.16278782279072668,0.6447254178465045,-0.017932686937670042,0.626457133633056,0.46111436401299,-0.21611179679964157,0.32089495675632534,0.12807770814712163,0.7739772327508082,0.4843861672607268,0.5427826299213734,0.5992333251514201,0.7965849043878278
Postcentral_L,-0.45844749342620167,0.4140291093663455,-0.030051926540188307,0.47209674811641733,0.013565041265291258,0.32901854470227104,-0.2633273609422222,0.5266635812261419,0.04953634949205206,-0.22307903848436325,0.19856801953991432,0.2795853211254148,0.053582932291786636,0.2123972682398351,0.5284271775082532,0.37813673192910313,1.0,0.6840459397951701,0.14871567234706456,0.23635737618050245,-0.11579247696456478,-0.1609986218700223,0.18714413102052638,0.19661823153788602,-0.19334500019244247,0.6184089432326231,-0.14524932685618808,0.18401699213939152,0.6479345584414834,0.06569394160801516,0.5163689847650428,0.39494691090223716,0.04182314000570951,0.4175902774272982,0.5354918958635811
SupraMarginal_L,-0.2184731215880324,0.29180754620119503,0.258026158104209,0.41226796348098027,0.24332572652801845,0.3046889593906221,0.04352121077408837,0.48686145810937287,0.0836331304925042,0.015369947729903176,0.19835105261723587,0.20805644336408247,0.0696981852191519,0.38561549488016783,0.32538240307545,0.34849828419021206,0.6840459397951701,1.0,-0.05223987858441202,0.2167756612597937,0.013800376875279165,0.11086200229908783,0.19726645005096735,0.03680978805666269,0.00032153209753812837,0.5602913314331806,0.0024600080368014495,-0.0373098958628561,0.38594290261734626,0.07956300605073399,0.579519451741962,0.25459681258880185,0.10483908638955948,0.4362332224959098,0.3904703478095176
Parietal_Sup_R,-0.07700517151074603,0.03868333413804598,-0.10359775329550444,-0.06085272983080171,-0.09273842495152812,-0.023895948552459374,-0.278727927368565,-0.044184606910759455,0.012558630156361524,-0.10515145685952494,-0.024787741477133845,0.008786618503466147,-0.008223544290022278,-0.24567453103511752,0.2173135739906059,0.006619373644715527,0.14871567234706456,-0.05223987858441202,1.0,0.025063054820971223,0.056083444441023984,-0.21443967752952,0.01129754974437505,0.013469073096503928,-0.24307703157759128,0.06314778305052496,-0.030064619732295687,0.17365206266652367,0.10927048333271899,-0.05655996988201107,-0.062287267891426114,0.08524830120238037,-0.09561669115961399,0.08071158917687093,0.033348290370253296
Cerebellum_6_R,0.2028096403081011,0.27657610361320134,0.2580274969668714,0.43095840545920433,0.5612090282582124,0.7875433880488648,0.4750396633648132,0.4170427627595663,0.5375047818429949,0.33559051484714153,0.6484601749902523,0.6385364341869664,0.6814429968192242,0.6402844406742185,0.3148444539474186,0.5669501984224524,0.23635737618050245,0.2167756612597937,0.025063054820971223,1.0,0.5804756291385456,0.5288667582404141,0.4381546051421424,0.7638862664198074,0.2930192247145548,0.658875518744734,0.5313558584090078,0.21273147403113277,0.2975546573813053,0.7217561170781511,0.6923732557341551,0.4720228612916408,0.5214892978971007,0.8027866320837201,0.5426103797519997
ACC_pre_L,0.44650925626874644,0.09608736209127199,0.5713598790764854,0.32959224117705826,0.7890272830931809,0.23184950505469967,0.5139686105714995,0.16104008387708535,0.754806140968389,0.5424188699942372,0.7500864195391896,0.7048348180383132,0.6313767230741306,0.5397990442416848,0.04002724672562862,0.5548601536694608,-0.11579247696456478,0.013800376875279165,0.056083444441023984,0.5804756291385456,1.0,0.6271675069177086,0.20204552089280828,0.7183618541417558,0.07389294540895175,0.28873788165852976,0.8173127325049706,-0.0857176983396885,0.04486752668845008,0.39659621465656547,0.5345764842062088,0.34145998679658623,0.6415327305807208,0.40312508221755416,0.5279517861287641
ParaHippocampal_L,0.39820735107992017,0.10541269212428231,0.5515555990019103,0.3936196800618534,0.7499779417327329,0.2996009461048502,0.7492161026677403,0.23923203632442247,0.6386197666401777,0.4187186813515557,0.5727163757033191,0.5611487756574061,0.5014058686925492,0.7922389904363522,0.0017834493734512514,0.6246867817884819,-0.1609986218700223,0.11086200229908783,-0.21443967752952,0.5288667582404141,0.6271675069177086,1.0,0.013788724691396474,0.5716087117806712,0.3093472139040387,0.3242490633159957,0.5917984612904688,-0.3370229886596236,0.010647473166052666,0.36283129158405225,0.6196538761435282,0.260553147163132,0.6761111887518091,0.33271785553706074,0.44379407531597354
LC_R,0.008424507518897801,0.11000620100798966,-0.10493241568921828,0.12072064890479423,0.23587182544578375,0.2952299832449844,0.12673920511612163,0.4133759575035609,0.10345365973468569,0.06385969091768737,0.16161730068861144,0.22379793435359052,0.25609805180251927,0.22853476410481147,0.2394843373458729,0.16278782279072668,0.18714413102052638,0.19726645005096735,0.01129754974437505,0.4381546051421424,0.20204552089280828,0.013788724691396474,1.0,0.22257140113070137,0.2689914420834371,0.2979946729945868,0.18472153873467728,-0.06526101982935822,0.11438791094782905,0.2161937058409075,0.33286330363368055,0.19876474645511477,0.17332913470518757,0.5107909085530562,0.21350910115968363
Insula_R,0.3340610107039792,0.13755706912727464,0.49580095363677107,0.426872387202447,0.6682915472382348,0.5912483744015566,0.43805283358612257,0.2788599177086274,0.7870778260171164,0.5279602449056394,0.8114635037035053,0.7024567994284995,0.8011961498171862,0.6566249811988737,0.20048877704950327,0.6447254178465045,0.19661823153788602,0.03680978805666269,0.013469073096503928,0.7638862664198074,0.7183618541417558,0.5716087117806712,0.22257140113070137,1.0,-0.05547923175845998,0.6101907093076805,0.6797626092367771,0.23540738887309862,0.17057647408943621,0.5955446297031554,0.6912751284560056,0.35743463272535586,0.666551687138385,0.5554909476732235,0.6636927438835539
Cerebellum_Crus1_L,-0.21833393657917988,0.3801913537844891,-0.239719243727299,0.2565665388746142,0.09040302220944896,0.12265347155176336,0.5154978848121319,0.24140724076137385,-0.05434532775436871,-0.36674084222800607,-0.10397869232767853,0.25417966556789157,-0.1414118299364103,0.138656744349903,-0.2397917339374202,-0.017932686937670042,-0.19334500019244247,0.00032153209753812837,-0.24307703157759128,0.2930192247145548,0.07389294540895175,0.3093472139040387,0.2689914420834371,-0.05547923175845998,1.0,-0.1981085542975772,-0.038249149044637464,-0.4239803868391852,0.3070263397528683,0.12517586471871534,0.12106370386728312,0.41576046121319604,0.025785476195151386,0.18688911330561642,-0.040344665136741405
Precuneus_R,0.033843822896552495,0.24964043552924373,0.39020002781390517,0.4711935141316241,0.5029735216452541,0.7427158122611545,0.1540697935676658,0.5371251601566005,0.43084804499504775,0.3286513561502109,0.6098928492138397,0.3522064121007977,0.5766294876730639,0.6767575296284533,0.6197319047181634,0.626457133633056,0.6184089432326231,0.5602913314331806,0.06314778305052496,0.658875518744734,0.28873788165852976,0.3242490633159957,0.2979946729945868,0.6101907093076805,-0.1981085542975772,1.0,0.3375785822980052,0.2655392413653089,0.21536936166305407,0.420032760452556,0.7142444963474388,0.32009338931069453,0.3338073457913641,0.7148529680903083,0.6676774413085014
ACC_sub_L,0.6862915770960295,-0.08189689242824964,0.5367688048609348,0.2197365556983116,0.7540037751803678,0.25219639143613953,0.5141620787085611,-0.006272039371568722,0.6259842357261762,0.666181915305352,0.7922399187642952,0.611869204432961,0.7152989540792454,0.5313868892850765,0.10724321338350337,0.46111436401299,-0.14524932685618808,0.0024600080368014495,-0.030064619732295687,0.5313558584090078,0.8173127325049706,0.5917984612904688,0.18472153873467728,0.6797626092367771,-0.038249149044637464,0.3375785822980052,1.0,-0.015625773390098307,-0.12093832670776804,0.40279569900238904,0.49882399141143013,0.173610480337878,0.5597325631964576,0.42930888171198667,0.38591999712926245
Occipital_Mid_R,0.05128614758909775,-0.013989051585067294,0.08577534262347059,-0.01112016417186983,-0.27075517861019716,0.46052228497778075,-0.4175362037283297,-0.22014118314410125,-0.05499241661898634,0.22614007203546116,0.19546015615117643,-0.14085503703960942,0.28570297155563623,-0.22541063084117147,0.1218580849620378,-0.21611179679964157,0.18401699213939152,-0.0373098958628561,0.17365206266652367,0.21273147403113277,-0.0857176983396885,-0.3370229886596236,-0.06526101982935822,0.23540738887309862,-0.4239803868391852,0.2655392413653089,-0.015625773390098307,1.0,0.02150061842060859,0.40644489891910435,-0.1867485234438604,-0.044717524231886206,-0.10387844104582594,0.014165332677002474,0.01069097276154465
Frontal_Mid_2_L,-0.6049177799550296,0.8150478442247288,-0.12970109929089044,0.7279386436286067,0.04214322159203098,0.18863127306545954,-0.09484060909837513,0.40538520254723776,0.10450959428861319,-0.3955807008052737,0.18035682444512022,0.5668721555915976,-0.012474914008676183,0.12377761756387398,0.32564521531797946,0.32089495675632534,0.6479345584414834,0.38594290261734626,0.10927048333271899,0.2975546573813053,0.04486752668845008,0.010647473166052666,0.11438791094782905,0.17057647408943621,0.3070263397528683,0.21536936166305407,-0.12093832670776804,0.02150061842060859,1.0,0.10010978046717711,0.379977907670277,0.8280387739317997,0.057040065525693816,0.22521908676953017,0.4718757743609047
Temporal_Inf_R,0.40236672289866315,-0.0065301658108119455,0.15530542438356476,0.26975416556020854,0.37406261424326825,0.7262165464245465,0.2913076686794721,0.029023591124396234,0.37741119021355113,0.5088238728766342,0.4973664533791363,0.35458341447538516,0.7022892749762425,0.4318302377229134,-0.01299263192721106,0.12807770814712163,0.06569394160801516,0.07956300605073399,-0.05655996988201107,0.7217561170781511,0.39659621465656547,0.36283129158405225,0.2161937058409075,0.5955446297031554,0.12517586471871534,0.420032760452556,0.40279569900238904,0.40644489891910435,0.10010978046717711,1.0,0.4231491284564929,0.13471839387183465,0.5059395073991878,0.4566264281040775,0.19035006087875933
Temporal_Sup_L,0.12783619649551742,0.2424020184983467,0.3975961881492013,0.5239606996926109,0.7000418036843236,0.5244163565029002,0.5168555388326713,0.5755828064298276,0.6450346826407588,0.29352303689189285,0.6312491128311765,0.732911693378093,0.5691267838845736,0.8008098494096917,0.33319837376376304,0.7739772327508082,0.5163689847650428,0.579519451741962,-0.062287267891426114,0.6923732557341551,0.5345764842062088,0.6196538761435282,0.33286330363368055,0.6912751284560056,0.12106370386728312,0.7142444963474388,0.49882399141143013,-0.1867485234438604,0.379977907670277,0.4231491284564929,1.0,0.40644356250406544,0.6326684959137654,0.7089832393005648,0.7214979528019
Frontal_Sup_2_R,-0.43642406960681757,0.9194988046083846,0.09878498187109482,0.8504250073520329,0.3615984217375238,0.27790465332400427,0.1434273910348222,0.4459184144986618,0.3224693755678116,-0.1656729151707018,0.40943862532517644,0.6395711873070407,0.20302988843571385,0.32038497832323704,0.4025325170867209,0.4843861672607268,0.39494691090223716,0.25459681258880185,0.08524830120238037,0.4720228612916408,0.34145998679658623,0.260553147163132,0.19876474645511477,0.35743463272535586,0.41576046121319604,0.32009338931069453,0.173610480337878,-0.044717524231886206,0.8280387739317997,0.13471839387183465,0.40644356250406544,1.0,0.14815391359476568,0.3624485840365353,0.5702493893473256
Vermis_3,0.4100745883309776,-0.014893529355280943,0.45274508746473197,0.331110287048704,0.6475818044376858,0.35667387717600363,0.6053266791113306,0.09262738512263417,0.6661566332732765,0.5001455767550319,0.6085615101154607,0.588556054828028,0.5592768570487976,0.6555480192749898,-0.0696017062577153,0.5427826299213734,0.04182314000570951,0.10483908638955948,-0.09561669115961399,0.5214892978971007,0.6415327305807208,0.6761111887518091,0.17332913470518757,0.666551687138385,0.025785476195151386,0.3338073457913641,0.5597325631964576,-0.10387844104582594,0.057040065525693816,0.5059395073991878,0.6326684959137654,0.14815391359476568,1.0,0.3717622734653811,0.43176233594103536
Lingual_L,0.09823703100079202,0.2097777370828057,0.1697363302012174,0.32519661310783454,0.5212883695745723,0.6309069997276984,0.35933064706116014,0.552194193749906,0.4156812688037074,0.2493228732473188,0.4712135199160876,0.48258080440183204,0.5439591083929092,0.5678157867882838,0.44568509602721895,0.5992333251514201,0.4175902774272982,0.4362332224959098,0.08071158917687093,0.8027866320837201,0.40312508221755416,0.33271785553706074,0.5107909085530562,0.5554909476732235,0.18688911330561642,0.7148529680903083,0.42930888171198667,0.014165332677002474,0.22521908676953017,0.4566264281040775,0.7089832393005648,0.3624485840365353,0.3717622734653811,1.0,0.45653959345076134
Thal_VA_R,-0.1523235416639585,0.4857760346424314,0.4687215423413556,0.6462184476670298,0.5483822029791326,0.40275315354265073,0.23691376835078587,0.6804238691464276,0.5564406357826224,0.11121715850066212,0.7129657932210154,0.6601082002758026,0.4091160914814195,0.6655041788924314,0.5710889339730146,0.7965849043878278,0.5354918958635811,0.3904703478095176,0.033348290370253296,0.5426103797519997,0.5279517861287641,0.44379407531597354,0.21350910115968363,0.6636927438835539,-0.040344665136741405,0.6676774413085014,0.38591999712926245,0.01069097276154465,0.4718757743609047,0.19035006087875933,0.7214979528019,0.5702493893473256,0.43176233594103536,0.45653959345076134,1.0
