,SN_pr_R,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_R,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_LP_L,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_R,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_R,Caudate_L,Parietal_Inf_R
Thal_MDm_L,0.3526213203730334,0.33380004905603583,0.7382919239236307,0.618084757090068,0.566033884714852,0.5475614608501116,0.24680748445996603,-0.055268169881958325,0.3085786112024507,0.3518640207284234,0.36260507216041454,0.3489872230711747,0.559322755710772,0.2966271787271631,0.506699973090602,0.38392423954894195,0.7137790872464588,0.6641224410148402,1.0,0.295963849045571,0.12260521463476733,0.4877590137698009,0.5882176096712944,0.3973544377410141,0.29516797497238234,0.6400007983519896,0.42609119197825,0.10283512747624526,0.6294887057468138,0.28886850281068166,0.4561705053115753,0.4389568628479052,0.07713765040316772,0.5106816635734285,0.40672812819516696,0.5010826950368666,0.3134846930641422,-0.08739599500370132,0.49093216317740274,0.5885478315196846,0.2899734330734836,0.3081168548709242,0.6631003214695621,0.4230886134468803,0.29703689514410103,0.6365592359995114,0.07486269243875932,0.12629328343253962,0.6944598591831782,0.02215795941181734
Precentral_L,-0.38060340075324933,0.7108393162479022,0.3495497010912816,0.16833130824511605,0.0028117076742380045,0.06567919286826618,0.2947072268183552,0.0550667373418977,-0.08761787254776356,0.41024812159332935,0.0919203032612314,0.6948406843123376,0.5209738678767413,0.6192882634796798,0.08028477896744964,0.016441495592025672,0.3937367539117408,0.07455100000156405,0.295963849045571,1.0,0.07888778841269775,-0.08411731185353628,0.3854245239482379,0.8801727847251617,0.09085154661031017,0.004672905809712503,-0.1551463448980091,0.1134020506372216,0.4403423058939703,0.5427533368428409,0.17417247934371435,0.33853727868963357,0.12317621711487986,-0.12431163263477388,0.7840012521565566,0.003887822470013396,-0.3526253288814017,0.024927304985068347,0.17346373249673874,0.24151233642499348,0.6486632397854386,0.7073268227009963,0.5103626702874745,-0.32368567364441697,-0.19763702820814535,0.40020283253998734,0.08747320021965582,-0.23699027409722423,0.2620147179833741,-0.16899831976526178
LC_R,-0.04445451998550368,0.12244151433202105,0.1259164937754685,0.3431856319543051,0.10345365973468569,0.3063296116768147,0.07831082574705499,-0.035050335984202576,0.2161937058409075,0.4287460824621163,0.34384710906501825,0.13868105251352766,0.18014467336946438,0.10625109625056522,0.22450332665798012,-0.10493241568921828,0.33286330363368055,0.17965621354834674,0.12260521463476733,0.07888778841269775,1.0,0.25609805180251927,0.21952460228537565,0.18714413102052638,0.4843800370179478,0.2294962869409511,0.3650881979339705,0.04805500985822268,0.30751242733149237,0.23839429234263007,0.2906570101803037,0.1850841734375782,-0.029611257546293113,0.013788724691396474,0.12718998835234296,0.30999694303550995,0.11972362299342157,0.19871701866416033,0.1855636507099463,0.19223313810046722,0.11000620100798966,0.1370395899423501,0.21350910115968363,0.12673920511612163,0.2114748552175655,0.2557008222642675,0.013932545594236364,0.04011823314768017,0.18215371154543464,0.05710117619591819
Frontal_Inf_Orb_2_R,0.6596633799437662,-0.06782473206839316,0.6229138847221595,0.7934183719096293,0.7031728165945881,0.5669018669459492,0.4455891364689176,0.2545045125527205,0.7022892749762425,0.09261763982010442,0.43112564063742825,0.02429811882118926,0.32393484660094657,0.1123141061200348,0.650505667739293,0.47632296303064187,0.5691267838845736,0.6615951959092548,0.4877590137698009,-0.08411731185353628,0.25609805180251927,1.0,0.5815462058559374,0.053582932291786636,0.20181737040191478,0.8227443504897002,0.6553482288044373,0.2756718159927849,0.5864900551852653,0.030167264335368055,0.460883961698308,0.335494157149786,0.3252272457466387,0.5014058686925492,0.09708010155454955,0.6028166792605709,0.737376589368589,0.07472082371687988,0.233152921990441,0.42250697076498817,0.031106955742132313,0.08688101295356167,0.4091160914814195,0.3212397443909894,0.5228278336550585,0.6147713496565022,0.3525882275093881,0.55272680525694,0.5169060091550634,0.22611204108720265
Insula_L,0.36111983428780814,0.14654218963710955,0.6680111633538276,0.6405922015684964,0.5755528369938728,0.4529314598483462,0.2793490480437416,0.11777715313299057,0.5116727742983623,0.26090651689567645,0.40701273357620527,0.4335083869471016,0.32921438464567343,0.10545960166400382,0.6147854779928474,0.3099738652759627,0.7770605105732882,0.6011464970186045,0.5882176096712944,0.3854245239482379,0.21952460228537565,0.5815462058559374,1.0,0.5234789252623453,0.1896235144477861,0.5439859498026801,0.5127329414216124,0.07680263159805685,0.5782616449036126,0.17381903233304577,0.3178646081412245,0.5071942419449624,0.06097884025996548,0.46569413039000285,0.4097776901433513,0.5419374118844266,0.24737796427220451,0.17401492127140147,0.16644911010322666,0.6443596101478108,0.27959500672996124,0.37154091113346743,0.6284816778840695,0.29651695917740345,0.43546642420631176,0.5400915510726603,0.023299378166511977,0.35221321464052274,0.5426048061820734,0.11705392160262862
Postcentral_L,-0.3046699737856868,0.7122146414187942,0.37896360836925247,0.27053959109328574,0.04953634949205206,0.17819133829113865,0.4813132207744035,0.18618867799194488,0.06569394160801516,0.47607399732750366,0.03943949872516058,0.7022414417191344,0.5581073001580463,0.5250031932019305,0.11359313686446451,-0.030051926540188307,0.5163689847650428,0.1384570562166865,0.3973544377410141,0.8801727847251617,0.18714413102052638,0.053582932291786636,0.5234789252623453,1.0,0.09947117248750614,0.12124028373744597,0.03904028097475935,0.25315522528701384,0.5986376497103938,0.6460455922289763,0.19769296594658697,0.4694511287196849,0.300363133437686,-0.1609986218700223,0.656276845093386,0.14824178573105398,-0.22126044241616016,0.010286559762689029,0.23819186770957712,0.2947796684868474,0.4140291093663455,0.5340589396173204,0.5354918958635811,-0.2633273609422222,-0.07535130218376755,0.38982396380270795,0.26251681007951194,-0.2132957550965725,0.2716829304311161,0.0055222089345514985
Vermis_7,0.03142194978483447,0.15226051044843206,0.31173270122413455,0.39180931537440394,0.10160153728672582,0.38478661745199855,0.08217978135755769,0.10968199188882755,0.40725032531264266,0.5606796058477357,0.7455835250510512,0.06450146971247916,0.24044298812809406,0.004733431744124439,0.2960319021093025,-0.06980545404609056,0.39863630388991333,0.2909799031699981,0.29516797497238234,0.09085154661031017,0.4843800370179478,0.20181737040191478,0.1896235144477861,0.09947117248750614,1.0,0.3155232667039988,0.48415024065122764,-0.09721555704034546,0.25207455104972815,0.07265722699276683,0.6489130719406522,0.14901597167438652,-0.0650675267635929,0.32329992684410824,0.20005344014225968,0.24225555358028586,0.08732813087441478,0.5668824981697521,0.20967282702024106,0.17479868391317605,0.33155913969692924,0.35890889536142034,0.2356300649551578,0.4879325517003163,0.1056832138810887,0.3112980122817077,-0.0404894583231898,0.18151118613436068,0.21118604185638137,-0.1596372598189053
Hippocampus_R,0.6552139578003036,0.03721616918354871,0.7386847667542069,0.8410818946964722,0.7693991876176179,0.7979570948523671,0.3897857129905302,0.1550370208621757,0.6070927655383168,0.14707437541094195,0.5658926861609268,0.13735773329886924,0.42907849359223166,0.08634982686346318,0.7329583635630077,0.5277341476902032,0.70026531593501,0.8114185268474374,0.6400007983519896,0.004672905809712503,0.2294962869409511,0.8227443504897002,0.5439859498026801,0.12124028373744597,0.3155232667039988,1.0,0.5833830743791941,0.2885531431339819,0.6128915480070426,0.051211493446013216,0.6155268007782067,0.360511581462122,0.2784624362481798,0.6615588669493189,0.13982228842186759,0.6842258493799542,0.632554982400121,0.04229378902903919,0.41903284085781356,0.41068786838611737,0.12928061313878586,0.20826287020582668,0.5942198053178068,0.48308151717517367,0.544541496673957,0.7640934919392687,0.324139640857164,0.4053165589940305,0.7066820319644539,0.22366429930467052
Cerebellum_10_R,0.5044273678902889,-0.11664381497330531,0.4566012814271178,0.6268135071808943,0.46385511866207796,0.57031698343193,0.37117800263014117,0.4093911351955433,0.7764936249982581,0.3188831184750439,0.5407195699269202,0.04288428968436718,0.02890915956096828,-0.14841296183025016,0.5377309888762666,0.18773881371100393,0.501868713422605,0.47947811202174384,0.42609119197825,-0.1551463448980091,0.3650881979339705,0.6553482288044373,0.5127329414216124,0.03904028097475935,0.48415024065122764,0.5833830743791941,1.0,0.1872743442899416,0.4509298514454985,0.007687397465642958,0.4323306629878583,0.2549870903449252,0.2669705691491827,0.3942035667333262,0.03935334179906787,0.5989616236504047,0.4340221462102368,0.46022947189779473,0.13642265830988384,0.46477229891634836,0.07700438243148756,0.10711059350192419,0.2505181470706491,0.5073331118517465,0.5501846777280641,0.3376961485898579,0.27104530294694834,0.42274052553151364,0.23390982555783751,0.198827236570591
Parietal_Sup_L,0.17174189033664636,0.2599754873993448,0.15821413787840202,0.20811203061140168,0.11038109996526829,0.3014220154676789,0.6450224936738608,0.5470599987836123,0.23849417326908154,0.007077580126919566,-0.03325168029342123,0.24866922936960598,0.20912724818791278,0.18365184492420863,0.07909902200590715,0.028154799061604504,0.01653146709241744,0.07236967779724783,0.10283512747624526,0.1134020506372216,0.04805500985822268,0.2756718159927849,0.07680263159805685,0.25315522528701384,-0.09721555704034546,0.2885531431339819,0.1872743442899416,1.0,0.26670522270151437,0.2975643027478801,0.043155966019187704,0.08406701694266895,0.6896222547615353,-0.16971601671809186,0.13960059117355808,0.19330418127364105,0.0748278501807364,0.05603918454484428,0.1129229667585534,-0.010285918773522695,0.043520826442033755,0.0768850036086729,0.1814017284472994,-0.2774984575335189,0.051555200105568216,0.24050795199341915,0.7235894257028784,-0.048351351407892304,0.07166583261724982,0.2939305565974504
