,Frontal_Sup_2_R,Thal_MDl_L,Caudate_R,Thal_PuL_L,Thal_MDm_R,ACC_sup_L,Postcentral_L,Frontal_Inf_Orb_2_L,Thal_MGN_L,SN_pr_R,Thal_PuA_L,ACC_sup_R,Temporal_Pole_Mid_R,Amygdala_R,Thal_LGN_R,Cerebellum_9_L,VTA_R,Cerebellum_3_R,VTA_L,Cerebellum_10_L,SupraMarginal_L,Thal_IL_L,Thal_VPL_R,Vermis_9,OFCant_L,ParaHippocampal_L,Paracentral_Lobule_R,Thal_PuM_R,Temporal_Pole_Mid_L,Temporal_Pole_Sup_L,Vermis_3,Temporal_Mid_L,Cerebellum_8_L,Thal_LP_R,Paracentral_Lobule_L
Thal_PuA_L,0.7443341471392864,0.1989033431678909,0.7151990913556919,0.8573171295661797,0.34183889752605634,0.799727318167165,0.7295082364326161,0.5040816378975321,0.403628525533476,0.41652594139378374,1.0,0.7850611311939275,0.4827661686422757,0.33479975749247853,0.49762059560235183,0.673153538712742,0.3454654309775276,0.6089037383398135,0.03990648381334728,0.7016871798457626,0.7139540504994366,0.44343078397277713,0.7885358996633335,0.607547908487769,0.3878593773667122,0.6273688112514976,0.36637315015129324,0.624131867464191,0.3738252735761599,0.42136188627832455,0.6190215092390536,0.4964754688326431,0.48789826595968183,0.7289755930631541,0.6177931658947267
ACC_sup_R,0.8657088249955566,0.5094076078438292,0.8613548748744213,0.831307620407497,0.39357841132566174,0.9539396718880432,0.8119524369263759,0.6495551422963328,0.38152611220761534,0.33379325327490084,0.7850611311939275,1.0,0.2914553048939222,0.4773416583977497,0.317090662827662,0.7335792601443689,0.2640489505666362,0.6610688206231313,0.11000619633858486,0.6530913418584692,0.7989160556116601,0.5254599223963434,0.8044726002102675,0.7266910542660441,0.20403048274157598,0.6600830203486483,0.5007477165957811,0.39418327934020325,0.6254461589857355,0.6480327777933735,0.7620596908656386,0.6006721726567272,0.47794120041588156,0.7241909892180652,0.7172705928724162
Temporal_Pole_Mid_R,0.39728005697006846,0.18853669755035496,0.5003637652441044,0.39344071697368876,0.3975670942435304,0.2470532078332333,0.20817941622500463,0.27989546945064236,0.529975532552195,0.41049733995683846,0.4827661686422757,0.2914553048939222,1.0,0.3491626581213228,0.4913775630049293,0.2715840243960377,0.14959539594340315,0.3207361525969538,0.2530253167966457,0.3644489778384935,0.24340652619900915,0.4015210677493601,0.3693056711600553,0.2685547047014386,0.6506864396801256,0.5357930933282545,0.06875473911329807,0.23884688681164115,0.30521865236150936,0.253421578045747,0.3291406327369396,0.1829167595818919,0.44392173899146486,0.34595078145683616,0.20827568072437602
Amygdala_R,0.45673130242758836,0.4558518636079919,0.5778560044746135,0.4479679199098868,0.08727101259752605,0.448891583086585,0.3033016209653299,0.6062323786456274,0.47045332312650023,0.4043133174067348,0.33479975749247853,0.4773416583977497,0.3491626581213228,1.0,0.24192148414112147,0.3359593642779079,0.26035461013572037,0.4936548927054604,0.03079620082378188,0.319908029344586,0.40233594678494916,0.48173568454817156,0.4340112271844085,0.4159843924625187,0.3010125225486111,0.694064384688719,0.3148824263966614,0.005763201885846177,0.49732164692367403,0.4940999063489147,0.6214551029187921,0.3887499939094011,0.46916170524449796,0.3953849890185784,0.24598789610008456
Thal_LGN_R,0.38707489105398485,0.14151775081021956,0.4106762056629594,0.4945334756367702,0.3383173661407816,0.3177485531682932,0.2796304123433602,0.13213360443698438,0.5692797851405774,0.28214450028054117,0.49762059560235183,0.317090662827662,0.4913775630049293,0.24192148414112147,1.0,0.4266663273605375,0.2726303644638827,0.396535980535572,0.004287131643794106,0.3863211544215581,0.29415621744327336,0.3466335705379209,0.5089806024875302,0.3875937772063061,0.3537601082570605,0.5245777084507338,0.1829682747890897,0.46959629539804987,0.13171126312696926,0.213652861670801,0.3763046394111071,0.3390344600620968,0.5748928541387368,0.3589716711404328,0.23056939819457167
Cerebellum_9_L,0.7796556103770103,0.49341574274767697,0.7481865400042326,0.8231022065228807,0.4103904429941108,0.7501792307558677,0.6890314744449347,0.4803566703607629,0.4764545454000992,0.25078590064642026,0.673153538712742,0.7335792601443689,0.2715840243960377,0.3359593642779079,0.4266663273605375,1.0,0.37809956516966664,0.7025767791390851,0.08982977441715806,0.7885403113528779,0.6836103547513899,0.42639738278038003,0.7377858822785359,0.8697482721985249,0.21734773194635773,0.5843921738371198,0.5717465639317656,0.33168637969871384,0.5321933565176696,0.4849596481290608,0.7716777482683577,0.5258738370821211,0.6055417728635192,0.678148356401796,0.622234359437625
VTA_R,0.2562531884747826,0.1269903581542938,0.37059183486140745,0.3986258325293563,0.0511113260812809,0.2955594390394411,0.16420389466125201,0.3260100621035942,0.3050341624501259,0.12974276270719529,0.3454654309775276,0.2640489505666362,0.14959539594340315,0.26035461013572037,0.2726303644638827,0.37809956516966664,1.0,0.2803878483150521,-0.19403888904570465,0.41003637299184365,0.1475369282853398,0.23069487301085342,0.3245370156244243,0.25240454114193367,0.2700356568442413,0.2812069417722024,0.18469103734156314,0.1649571472476252,0.23262488519918634,0.27854952772236263,0.27607449431304953,0.09608604817383849,0.22956305385650805,0.309053568568734,0.08658911851913073
Cerebellum_3_R,0.6195420623414261,0.39536985589142387,0.6454914756843888,0.771345441082157,0.304693747818883,0.6996660465329437,0.5658703481725523,0.48591758268080626,0.42156279269781827,0.24174105251216202,0.6089037383398135,0.6610688206231313,0.3207361525969538,0.4936548927054604,0.396535980535572,0.7025767791390851,0.2803878483150521,1.0,-0.10223475728522068,0.639799913456849,0.634728379560253,0.3942573145241451,0.747925486581556,0.7115384860692116,0.103787782224412,0.6851882949663167,0.43152630016634574,0.3923373772017081,0.3747929014992936,0.44791464202224307,0.8225131003746989,0.6634817651702826,0.5990704670080278,0.5472352487108874,0.5020495719944466
VTA_L,0.17667563659137797,0.434230887751201,0.19215377818391782,0.005626029777139971,0.2352940330268231,0.03342078963205108,-0.0654133467833876,0.05156187903595343,0.29886033064502987,0.5351323852603416,0.03990648381334728,0.11000619633858486,0.2530253167966457,0.03079620082378188,0.004287131643794106,0.08982977441715806,-0.19403888904570465,-0.10223475728522068,1.0,0.06523226979976031,-0.035288779808387204,0.33059639653584927,-0.14068461539353178,0.13122642497634812,0.4770741708593779,-0.023672939051525094,-0.11864345771375812,-0.3542417298898305,0.39282660256645896,0.046086443164024424,0.15630875522352117,-0.27972728617987314,0.08854276207232147,0.11411700921132793,-0.06087396355887364
Cerebellum_10_L,0.6967104410986688,0.3773765727994097,0.6550406638127634,0.7787736423845122,0.3822162291734278,0.684067456288842,0.606427362569871,0.4753457997661187,0.46418301665761064,0.28994291655576065,0.7016871798457626,0.6530913418584692,0.3644489778384935,0.319908029344586,0.3863211544215581,0.7885403113528779,0.41003637299184365,0.639799913456849,0.06523226979976031,1.0,0.7114502175383779,0.44391295480902754,0.6953626390638943,0.6404463692743281,0.3436880584965167,0.5926037621149873,0.495343508717648,0.4097897414245914,0.46645681628649266,0.4647011961607765,0.6384175949680412,0.554036095369275,0.5982044284858128,0.6279114537131907,0.5043886548599913
SupraMarginal_L,0.747558863169022,0.3776625412972711,0.6524569040507846,0.7524489864051743,0.40721225592101595,0.8209114511507862,0.8650806427959452,0.5313276094133181,0.19903949768412427,0.1951360323054832,0.7139540504994366,0.7989160556116601,0.24340652619900915,0.40233594678494916,0.29415621744327336,0.6836103547513899,0.1475369282853398,0.634728379560253,-0.035288779808387204,0.7114502175383779,1.0,0.3772998861613323,0.7677437613937315,0.6120728960782684,0.09733259995129645,0.5996362651861783,0.6552103469982219,0.5531335353512485,0.4744378689954784,0.5775302066962382,0.6267340403994656,0.758723556829937,0.549177408817517,0.5635274524642413,0.750638363628655
Thal_IL_L,0.4816136609862431,0.5050625277861212,0.6061354707513091,0.5158148570817108,0.1423966463661984,0.49992209478395516,0.38778226828099543,0.7004828201976678,0.6464994694963804,0.7103093920403961,0.44343078397277713,0.5254599223963434,0.4015210677493601,0.48173568454817156,0.3466335705379209,0.42639738278038003,0.23069487301085342,0.3942573145241451,0.33059639653584927,0.44391295480902754,0.3772998861613323,1.0,0.2804484504806648,0.3840199198455227,0.610667127245175,0.6086537799063856,0.2504831987097578,-0.042640297075186816,0.5258467417016989,0.35713380833535374,0.5070064942242567,0.15821151422361224,0.4459140846735742,0.4181620015262591,0.2597834457668828
Thal_VPL_R,0.7441309119946343,0.40822620853120434,0.7246116724946368,0.860538602995488,0.5457877384787118,0.8130968185968966,0.7143700776190325,0.365065223405652,0.41827690572818615,0.08502592536432303,0.7885358996633335,0.8044726002102675,0.3693056711600553,0.4340112271844085,0.5089806024875302,0.7377858822785359,0.3245370156244243,0.747925486581556,-0.14068461539353178,0.6953626390638943,0.7677437613937315,0.2804484504806648,1.0,0.7325203363111165,0.07546807147824035,0.7082380320342535,0.4613777531931681,0.6438360953520496,0.4305138604718624,0.568610770290543,0.7782190734732368,0.7462331393010313,0.6106822060812647,0.6437119248903475,0.6333905824628667
Vermis_9,0.7401223433235091,0.5503213176034467,0.7594428634376889,0.7682047720112429,0.4442896248397178,0.7363597334778182,0.6398795179042276,0.4458140124771861,0.48208343961689676,0.21205188235011313,0.607547908487769,0.7266910542660441,0.2685547047014386,0.4159843924625187,0.3875937772063061,0.8697482721985249,0.25240454114193367,0.7115384860692116,0.13122642497634812,0.6404463692743281,0.6120728960782684,0.3840199198455227,0.7325203363111165,1.0,0.10930697374012925,0.6281940982208034,0.46107101794205313,0.28889690383923833,0.5759311334978074,0.6087639258200953,0.8142654998993422,0.5487992624018297,0.6506129993658125,0.6506358698827435,0.5686681424000554
OFCant_L,0.34948389590216317,0.2927873612439167,0.4265331759696828,0.27693047747785043,0.14126468497266256,0.13761610123457055,0.07941915210775699,0.4286554244537221,0.5848317019699802,0.7062387208595613,0.3878593773667122,0.20403048274157598,0.6506864396801256,0.3010125225486111,0.3537601082570605,0.21734773194635773,0.2700356568442413,0.103787782224412,0.4770741708593779,0.3436880584965167,0.09733259995129645,0.610667127245175,0.07546807147824035,0.10930697374012925,1.0,0.41000311958837876,0.020260109629159435,-0.02826992493870113,0.40884896333687765,0.12734906675847454,0.21814375436791197,-0.09637094451623804,0.274549792486227,0.28434183024027887,0.01647454082588928
ParaHippocampal_L,0.6471184206291376,0.533368823346269,0.7286107239185082,0.6977084351180576,0.46443370647575183,0.6400790062520528,0.517081540351674,0.599427039485378,0.676820968783179,0.39905343500817797,0.6273688112514976,0.6600830203486483,0.5357930933282545,0.694064384688719,0.5245777084507338,0.5843921738371198,0.2812069417722024,0.6851882949663167,-0.023672939051525094,0.5926037621149873,0.5996362651861783,0.6086537799063856,0.7082380320342535,0.6281940982208034,0.41000311958837876,1.0,0.347177484818715,0.3507431314808306,0.5519495772774068,0.5893005637160925,0.7501240658053159,0.633137231882186,0.6621494337644898,0.5213714856327617,0.42782940875123127
Paracentral_Lobule_R,0.595387809672458,0.2779482211780871,0.43011949717431813,0.4607841466781345,0.21380568371003558,0.5268043924070456,0.6913801197920778,0.39278604214707774,0.09437787279112893,0.0481028551004599,0.36637315015129324,0.5007477165957811,0.06875473911329807,0.3148824263966614,0.1829682747890897,0.5717465639317656,0.18469103734156314,0.43152630016634574,-0.11864345771375812,0.495343508717648,0.6552103469982219,0.2504831987097578,0.4613777531931681,0.46107101794205313,0.020260109629159435,0.347177484818715,1.0,0.3205739980886187,0.3255307545058613,0.37318027016898603,0.3670475998430253,0.49534545249463074,0.3772393414909342,0.3399177310019015,0.7615542384796997
Thal_PuM_R,0.3723085033277964,-0.16257801670363517,0.2477754678066053,0.49853126071233983,0.2902473026366706,0.4641110475003911,0.5590924283172485,0.03369526406816138,-0.005452973802844037,-0.05710038788279871,0.624131867464191,0.39418327934020325,0.23884688681164115,0.005763201885846177,0.46959629539804987,0.33168637969871384,0.1649571472476252,0.3923373772017081,-0.3542417298898305,0.4097897414245914,0.5531335353512485,-0.042640297075186816,0.6438360953520496,0.28889690383923833,-0.02826992493870113,0.3507431314808306,0.3205739980886187,1.0,-0.08023684350546938,0.23738842087955336,0.2073755945329616,0.5927902436906355,0.38509490617957765,0.25480292680669203,0.4665475164704462
Temporal_Pole_Mid_L,0.6716508811369097,0.7765274345506938,0.7222526930249397,0.5221202388540488,0.4487904085186521,0.49464466576153715,0.33869892097516624,0.591517960915095,0.5124083615328096,0.43481364479909607,0.3738252735761599,0.6254461589857355,0.30521865236150936,0.49732164692367403,0.13171126312696926,0.5321933565176696,0.23262488519918634,0.3747929014992936,0.39282660256645896,0.46645681628649266,0.4744378689954784,0.5258467417016989,0.4305138604718624,0.5759311334978074,0.40884896333687765,0.5519495772774068,0.3255307545058613,-0.08023684350546938,1.0,0.7701387045584356,0.6066269951090795,0.3948212457555646,0.45202881859570865,0.5283811810952722,0.2654798707118858
Temporal_Pole_Sup_L,0.5960112886523202,0.5761913849278724,0.674338243464399,0.5792842015510729,0.40386990685276997,0.5958055147231779,0.48921270428457564,0.5574422425437934,0.3448778468857161,0.1708324990150895,0.42136188627832455,0.6480327777933735,0.253421578045747,0.4940999063489147,0.213652861670801,0.4849596481290608,0.27854952772236263,0.44791464202224307,0.046086443164024424,0.4647011961607765,0.5775302066962382,0.35713380833535374,0.568610770290543,0.6087639258200953,0.12734906675847454,0.5893005637160925,0.37318027016898603,0.23738842087955336,0.7701387045584356,1.0,0.5244966465526728,0.6408577404763982,0.5709461471375645,0.44986857069916414,0.3658250573639832
Vermis_3,0.690570628668224,0.6734471006759641,0.7676046976290197,0.8065130412993105,0.46251717723770724,0.7509121080011602,0.5429003957134486,0.5081581179619036,0.6170994421311523,0.352196601459917,0.6190215092390536,0.7620596908656386,0.3291406327369396,0.6214551029187921,0.3763046394111071,0.7716777482683577,0.27607449431304953,0.8225131003746989,0.15630875522352117,0.6384175949680412,0.6267340403994656,0.5070064942242567,0.7782190734732368,0.8142654998993422,0.21814375436791197,0.7501240658053159,0.3670475998430253,0.2073755945329616,0.6066269951090795,0.5244966465526728,1.0,0.5845102419655407,0.6516231636453127,0.6532641519419875,0.48449940414158826
Temporal_Mid_L,0.5188904847767736,0.3807880769435341,0.4846159141145761,0.6400249843698651,0.4463868785075108,0.6071374324682082,0.579159984948586,0.3448233256622271,0.2216480025232829,-0.03770491069776856,0.4964754688326431,0.6006721726567272,0.1829167595818919,0.3887499939094011,0.3390344600620968,0.5258738370821211,0.09608604817383849,0.6634817651702826,-0.27972728617987314,0.554036095369275,0.758723556829937,0.15821151422361224,0.7462331393010313,0.5487992624018297,-0.09637094451623804,0.633137231882186,0.49534545249463074,0.5927902436906355,0.3948212457555646,0.6408577404763982,0.5845102419655407,1.0,0.6034225084796294,0.393934134099056,0.506328130379853
Cerebellum_8_L,0.5211069468215757,0.42825620319400465,0.5644124316430306,0.6421327162362003,0.47265785259632126,0.4926195051584811,0.3886502262780077,0.3063499499726389,0.6383321192509012,0.3062660922681191,0.48789826595968183,0.47794120041588156,0.44392173899146486,0.46916170524449796,0.5748928541387368,0.6055417728635192,0.22956305385650805,0.5990704670080278,0.08854276207232147,0.5982044284858128,0.549177408817517,0.4459140846735742,0.6106822060812647,0.6506129993658125,0.274549792486227,0.6621494337644898,0.3772393414909342,0.38509490617957765,0.45202881859570865,0.5709461471375645,0.6516231636453127,0.6034225084796294,1.0,0.46222054135848795,0.33639986046211245
Thal_LP_R,0.735154117621334,0.31675614825093074,0.7403963587017061,0.7607277169116888,0.26555063682403585,0.6612803922943603,0.5298955137360026,0.48600919112489377,0.4662636356376465,0.3684528754160273,0.7289755930631541,0.7241909892180652,0.34595078145683616,0.3953849890185784,0.3589716711404328,0.678148356401796,0.309053568568734,0.5472352487108874,0.11411700921132793,0.6279114537131907,0.5635274524642413,0.4181620015262591,0.6437119248903475,0.6506358698827435,0.28434183024027887,0.5213714856327617,0.3399177310019015,0.25480292680669203,0.5283811810952722,0.44986857069916414,0.6532641519419875,0.393934134099056,0.46222054135848795,1.0,0.5136825111778353
Paracentral_Lobule_L,0.7003396461460312,0.22042164211595464,0.5511170977680285,0.6200778982819081,0.3461570797600048,0.7584286912639153,0.8966245433519408,0.3773939410282296,0.08025064218012033,0.06583856585611718,0.6177931658947267,0.7172705928724162,0.20827568072437602,0.24598789610008456,0.23056939819457167,0.622234359437625,0.08658911851913073,0.5020495719944466,-0.06087396355887364,0.5043886548599913,0.750638363628655,0.2597834457668828,0.6333905824628667,0.5686681424000554,0.01647454082588928,0.42782940875123127,0.7615542384796997,0.4665475164704462,0.2654798707118858,0.3658250573639832,0.48449940414158826,0.506328130379853,0.33639986046211245,0.5136825111778353,1.0
