,OFCant_R,Vermis_8,Thal_PuL_L,Postcentral_R,Thal_PuL_R,Supp_Motor_Area_R,Temporal_Sup_R,Cerebellum_Crus1_L,Thal_MGN_R,Cerebellum_9_R,Thal_PuA_R,Raphe_M,Frontal_Mid_2_R,Cerebellum_4_5_R,Thal_LP_L,Occipital_Inf_L,Supp_Motor_Area_L,Cingulate_Post_R,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,ACC_sup_R,Precuneus_L,Lingual_L,Putamen_L,N_Acc_L,Precuneus_R,Thal_VPL_R,Thal_LGN_R,Temporal_Pole_Sup_R,Caudate_R,Thal_MGN_L,Occipital_Mid_R,Red_N_R,Cuneus_R,Frontal_Inf_Orb_2_R,Thal_PuA_L,Vermis_9,Cingulate_Mid_R,Cerebellum_Crus2_R,Pallidum_R,Olfactory_L,Thal_Re_R,ACC_pre_R,Hippocampus_L,Fusiform_L
Occipital_Mid_R,-0.37027400831403817,0.6098576983616153,0.24044845294935574,0.43990272102047145,0.07451499611100215,0.3952474502608435,0.33421100109316193,0.5635183657798254,0.020829989978037464,0.3198460478484007,0.5009639625037958,-0.013691837030063178,0.3848999107666581,0.43396077114114706,0.20805537579402678,0.6706533815390253,0.3097834368357076,0.11350096493558604,0.15771337275701097,0.29597079711899005,0.17899214687229206,0.6214413535793993,0.6397369670007884,0.009569445533382886,0.30710455537506137,0.6125733165660469,0.30018459914621415,0.217054814723226,0.49155442906075747,0.08948163418968952,-0.2424099121238977,1.0,-0.030709587677569716,0.8406665427689941,0.08286108563212041,0.41035606879145936,0.10147639023493184,0.3578665898296097,0.25246987273572996,-0.07664271488078525,0.06628396411484007,-0.10816701810267389,0.016217249279025642,0.10987202895765134,0.20860002547253714
Red_N_R,0.47318114961579666,0.12989087167122598,0.47539582960951127,0.4723495896037284,0.44024229403415044,0.5638374371942514,0.5541788969246202,0.09675821970564606,0.04174586451178287,0.4466019130004646,0.1502553229181319,-0.004326339388936297,0.50778000788697,0.47339913971952774,0.4593416516937771,-0.14287811217462187,0.4694358928510016,0.5495808899020826,0.13350049662631325,0.6035867823310204,0.6353872112328026,0.4022623636399408,0.3285539505365109,0.458408648236227,0.12378974865084082,0.3731622991870563,0.482323209438739,0.0656159514385145,0.1621816041709815,0.5935362077978753,0.17503546036843612,-0.030709587677569716,1.0,0.07281645514954209,0.39609882206392627,0.3501980642871837,0.5276322947695322,0.5280227657472134,0.2843632586552962,0.4879802928432826,0.4089377620566222,0.19467207648177656,0.6946357267113233,0.5997614165189329,0.314047510641349
Cuneus_R,-0.32069466534817825,0.7237804015547243,0.2391168042736231,0.40217927977767426,0.0009306279241802756,0.4239362518964662,0.3277265597590569,0.7439899945278203,0.11724349645631547,0.3815392143396576,0.43231287000113783,-0.02408411164717988,0.43893433950797534,0.5459897299732002,0.20697731872126884,0.7164728467926315,0.3492885285001235,0.1416829614519044,0.19584802054436945,0.4037697120111629,0.2040218865892164,0.63509319948531,0.7414267547318114,-0.0205606954206088,0.24744501434856078,0.668159147821463,0.3069378153839478,0.30000353097339094,0.5642323434443555,0.19896254813552652,-0.13535609422597578,0.8406665427689941,0.07281645514954209,1.0,0.08338386364875662,0.36521747675219274,0.1871829152140063,0.4040479198560921,0.27131354707230115,0.09145773484177629,0.07181020292291056,0.00746924039870214,0.09415459331760917,0.26488376638593747,0.4285006903482886
Frontal_Inf_Orb_2_R,0.5916191686512046,0.07671956554145165,0.5772991364498417,0.5216116944936395,0.4653974691510074,0.47857838129759955,0.5741981446647674,0.12430174466079978,0.2949465340524919,0.49605234182409197,0.1467011079507412,0.19796218505244226,0.5920814355562587,0.4975299524688988,0.5801597622741783,-0.13660053405595093,0.47875943873094523,0.4203787402111838,0.2535753131172774,0.5501231564700018,0.5838503576278535,0.4515072491440391,0.3048447419009624,0.6581001032107943,0.6179577008214242,0.46959893560772853,0.45175994940547926,0.25120928971723056,0.17077495748783814,0.5800808187469378,0.35257177408347046,0.08286108563212041,0.39609882206392627,0.08338386364875662,1.0,0.5430066862551117,0.4618098247157386,0.48611536301598385,0.15597797983217473,0.3927406474880084,0.7465235867494697,0.05799564459532849,0.560945209923713,0.5727271587793855,0.3994871562070424
Thal_PuA_L,0.2896585055278065,0.24295867414610015,0.8573171295661797,0.7116932442008563,0.7103884101189875,0.6908268923533479,0.6857674888704164,0.32216975012727156,0.27992519526475257,0.6744586131937034,0.36028688653892693,0.25979839507284996,0.7508480306641802,0.7155957846478157,0.7980781236780052,0.09870829404053919,0.7285112743750128,0.4750749539013524,0.4827661686422757,0.7184283771967,0.7850611311939275,0.5918496310583092,0.5625574491356615,0.38892490339295466,0.21622009602663148,0.570623350575048,0.7885358996633335,0.49762059560235183,0.39655749813565927,0.7151990913556919,0.403628525533476,0.41035606879145936,0.3501980642871837,0.36521747675219274,0.5430066862551117,1.0,0.607547908487769,0.6892009247305548,0.2489744127590827,0.38845857651714727,0.3611311163891943,0.12181531643807512,0.6687381146269203,0.7117891648230236,0.5895462069857768
Vermis_9,0.49721083438639835,0.273929773733589,0.7682047720112429,0.6544286127722243,0.7408885048869972,0.7242330161049574,0.6711066854196348,0.3677014776481946,0.4097945986107601,0.8208102020196405,0.2516158978869036,0.3622496112714174,0.7341398709035506,0.7797334370251452,0.7030659257180754,-0.004743573432634427,0.7197336130451354,0.5284174612740646,0.2685547047014386,0.5613989658489721,0.7266910542660441,0.45343062607819806,0.5660463972077767,0.5413121891958939,0.07154716187414109,0.5294077782279702,0.7325203363111165,0.3875937772063061,0.3025622438830808,0.7594428634376889,0.48208343961689676,0.10147639023493184,0.5276322947695322,0.1871829152140063,0.4618098247157386,0.607547908487769,1.0,0.6974229713715158,0.29050353354465996,0.6312939135109977,0.28350429167097196,0.06260616801367669,0.7193712597611033,0.71768937482868,0.693460070755588
Cingulate_Mid_R,0.31469112351261264,0.3417831156766371,0.7143081585356045,0.8661847099094229,0.6039220198132792,0.8831016665520642,0.7655566996299674,0.4422736212558534,0.3256665520167482,0.6896281649953626,0.44083211918736875,0.19606250472863193,0.7671597400353544,0.740825666469118,0.6674739028843923,0.1306411644253836,0.8018682820170218,0.6422302212044715,0.20823237179935117,0.7717657354584658,0.7743234179767131,0.7626499626421862,0.612316886835931,0.46613054431837764,0.2563108703052152,0.7384981602422763,0.7457722083356526,0.3556821866361264,0.31992318198222325,0.6754087897094667,0.20080378264487478,0.3578665898296097,0.5280227657472134,0.4040479198560921,0.48611536301598385,0.6892009247305548,0.6974229713715158,1.0,0.3170978094797839,0.46883285919317935,0.3001904979556748,0.013857895609992229,0.6804481332728008,0.6152547435045771,0.5143448024178484
Cerebellum_Crus2_R,0.17399013005426076,0.5925105182964264,0.3433232033342608,0.26058994136481756,0.3047243223334606,0.3494674597367968,0.5213806300117396,0.38693069397502233,-0.0303359930908994,0.5581025166630555,0.31296080718674196,0.2184772106269135,0.2724878335544727,0.45648404108573376,0.352853218695967,0.28582342566291014,0.3510806556191376,0.2497261492619856,0.21899470280555275,0.45324957722315445,0.3801109459032375,0.25001391090155217,0.5333655126603264,0.24691155852863622,0.18284016919718935,0.22211012547843806,0.390168833175471,0.012143179604367369,0.6012688752865636,0.37181938788198676,0.03889927370079341,0.25246987273572996,0.2843632586552962,0.27131354707230115,0.15597797983217473,0.2489744127590827,0.29050353354465996,0.3170978094797839,1.0,0.13174515676966742,0.15388076529625913,-0.12130895900046987,0.38128596858821034,0.3204388530946627,0.2553106505020217
Pallidum_R,0.5658546971813541,0.10432946431663606,0.44136549035720724,0.45311399930584595,0.4680333998404259,0.48963669004197913,0.41726020444297607,0.19576487041871046,0.3909502918771572,0.45080678026612153,-0.07137060619340743,0.21935279889853618,0.6273585196670423,0.4326565997368523,0.5026968935578939,-0.25622215600194836,0.5612885073813655,0.21801499840067276,0.2281636765222529,0.4383281992824353,0.5724925336789026,0.3276080640456945,0.31184433753080715,0.432577615453987,-0.07614210896284097,0.40338102926081193,0.3402892303102529,0.20361875305094787,0.07909377378523279,0.7620985813454464,0.39620044918217023,-0.07664271488078525,0.4879802928432826,0.09145773484177629,0.3927406474880084,0.38845857651714727,0.6312939135109977,0.46883285919317935,0.13174515676966742,1.0,0.35714543868543963,0.2214813213889295,0.6074354184498927,0.5261476250596981,0.41152854809762557
Olfactory_L,0.5142517411776153,0.09403769609688119,0.34953305387675,0.3723553970978074,0.2582354754479468,0.30449644830405115,0.3258285355469251,0.029147182680017543,0.1456054189904537,0.28274249961570985,0.045140411973033784,-0.018017239044477825,0.42639237175958716,0.2621122027835072,0.39274983367339883,-0.10378168089091395,0.3004035375506817,0.23242389096832333,0.0822214420871947,0.41172738422811234,0.48236596341680604,0.3333452858072959,0.20561693855852922,0.5969774891951609,0.48088690813710205,0.3294236512047052,0.2003446710642656,0.012503300796324958,0.11048874281742291,0.4361526412878115,0.18163110664588675,0.06628396411484007,0.4089377620566222,0.07181020292291056,0.7465235867494697,0.3611311163891943,0.28350429167097196,0.3001904979556748,0.15388076529625913,0.35714543868543963,1.0,0.24349986601771953,0.48679247755671834,0.4787517599045533,0.20582016360954336
Thal_Re_R,0.10887526325837209,-0.03034971094677492,0.02923091014712587,0.004735035182097316,0.008209923144308266,-0.006219176702999767,-0.02382474765282619,-0.06723082647466519,-0.03140436507584078,-0.03961074525333742,-0.2644379913055133,-0.1191774661513075,0.15676721448330244,-0.006527619245389846,0.0924081337571235,-0.22213625256566205,0.058079360769203246,-0.019056259550109957,0.09486454715540578,0.09083361156565294,0.1618428862152721,-0.029902446510239652,-0.062328049046916995,0.16322764058491368,-0.32415720960162686,0.03540492227197325,-0.1124411468260752,0.02804858838093074,-0.02431307777272725,0.1602468843310569,0.06810557869556771,-0.10816701810267389,0.19467207648177656,0.00746924039870214,0.05799564459532849,0.12181531643807512,0.06260616801367669,0.013857895609992229,-0.12130895900046987,0.2214813213889295,0.24349986601771953,1.0,0.1621028872252446,0.2511714518635289,-0.0014979825183386725
ACC_pre_R,0.6709496552136134,0.25430188466832404,0.7516317569698342,0.7029659304472521,0.7208733584247392,0.7127380184354978,0.6812003017391542,0.24362963086766035,0.3286935148776397,0.6957024042839752,0.2948955181964425,0.26644405349355565,0.7828853563456288,0.6753506018514053,0.763253183158934,-0.05262753912781709,0.7337641502268838,0.6029661700757349,0.309088671419068,0.8360035660373583,0.9377585399927219,0.5190914441961706,0.49715499540023517,0.5169974325855399,0.12321256721220948,0.4883265178540925,0.7458823589527338,0.26998005607137826,0.33983300835512903,0.8649103931140566,0.4327742693646794,0.016217249279025642,0.6946357267113233,0.09415459331760917,0.560945209923713,0.6687381146269203,0.7193712597611033,0.6804481332728008,0.38128596858821034,0.6074354184498927,0.48679247755671834,0.1621028872252446,1.0,0.7961866254725359,0.5535249456905076
Hippocampus_L,0.5458801851541807,0.29908125504194566,0.7993868079817386,0.5596898142982141,0.6934641461047086,0.6319034205968925,0.636941715918433,0.3605384096631478,0.2501038752870175,0.7553579816200446,0.2039506287080676,0.2662391474722586,0.7176833906774893,0.7036254402433532,0.7471793602727638,0.06444497083828737,0.6771989166344481,0.5592996374096285,0.48617061758530306,0.720566508013176,0.7760395329963755,0.4405481040416543,0.5460358615050629,0.49812757109561046,0.1694334281681318,0.5101690974227175,0.7453117791570646,0.49550538351490914,0.49624575054706527,0.8024757186915069,0.6203315760302324,0.10987202895765134,0.5997614165189329,0.26488376638593747,0.5727271587793855,0.7117891648230236,0.71768937482868,0.6152547435045771,0.3204388530946627,0.5261476250596981,0.4787517599045533,0.2511714518635289,0.7961866254725359,1.0,0.8001891559129994
Fusiform_L,0.3463649079472168,0.39354074089371927,0.6927840849268911,0.43857024644285525,0.5643816980880578,0.5373691616914722,0.5202292515574463,0.5413872749533887,0.3604441034705851,0.746696636210263,0.2579099867071325,0.38236556460325744,0.6181152111202146,0.7417499233259047,0.6276450519666469,0.311592189438576,0.6067533601241824,0.40152995795170476,0.412867327346973,0.5420410700106543,0.5533957285443126,0.4005743896378126,0.6331186647239702,0.31950828145900895,0.18744885585325943,0.5150701386812263,0.7100988590250177,0.5768841389769358,0.5164643581580823,0.647501715848057,0.6012618241363447,0.20860002547253714,0.314047510641349,0.4285006903482886,0.3994871562070424,0.5895462069857768,0.693460070755588,0.5143448024178484,0.2553106505020217,0.41152854809762557,0.20582016360954336,-0.0014979825183386725,0.5535249456905076,0.8001891559129994,1.0
