,Temporal_Pole_Mid_L,Temporal_Sup_L,Pallidum_L,Postcentral_R,Frontal_Sup_2_R,Vermis_1_2,OFCmed_L,Vermis_6,Precuneus_L,ACC_sub_R,Cerebellum_7b_R,SN_pc_R,Raphe_D,Red_N_R,Cerebellum_10_L,Cingulate_Mid_R,Supp_Motor_Area_R,Frontal_Sup_Medial_L,Insula_L,OFCmed_R,OFCpost_L,Cerebellum_9_L,Thal_MGN_L,Amygdala_L,OFCpost_R,Cerebellum_7b_L,LC_L,SupraMarginal_L,Parietal_Sup_R,Olfactory_R,ACC_sup_R,Occipital_Mid_L,Thal_LP_R,Hippocampus_R,VTA_R,Thal_PuL_R,Temporal_Mid_R,Calcarine_R,Frontal_Mid_2_L,Cerebellum_Crus2_L,Thal_PuA_L,Temporal_Pole_Mid_R,Thal_PuA_R,Temporal_Inf_R,Frontal_Inf_Tri_L,Occipital_Inf_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,Vermis_10,Thal_AV_R
Parietal_Sup_R,0.11587516716561334,0.3353533035672643,0.045941224772773556,0.7697099917695743,0.515164226540195,0.0988305364561144,0.09820535658888285,0.17271293067230312,0.8230187637309612,-0.012508480025938278,-0.03984738245632935,0.1096254986974065,0.35428458352391823,0.2267143829977606,0.23279887641814198,0.564943562385869,0.6044349899869484,0.4826023406844923,0.4202427528873116,0.11725928281576292,0.20065867573108892,0.35347554718289276,-0.20016514873622293,-0.09825993537757892,0.25472723515522433,0.315267874557229,0.4012799154896945,0.5644281681119172,1.0,0.20947316886124037,0.5057639816777313,0.6298352172455799,0.3950238442744383,0.33001162840236375,0.022139677085388804,0.32041187661403076,0.3950882836710926,0.5462259500206088,0.49464731246751603,0.06444942029057882,0.480603782215545,0.02413787595313355,0.5291319320228685,-0.025586872708573644,0.4869559697331277,-0.09506961077010999,0.4554828940170249,0.12533786757761853,0.29075986014933525,0.00966242784664411
Olfactory_R,0.49489374545619713,0.4216953237022207,0.47538529154344483,0.3921622075041317,0.5596165207169349,0.2382564737524266,0.46733542891567026,0.15460429214336904,0.28412412619063243,0.6890201882973155,-0.10465076803015257,0.42267075988587083,0.2948654636044755,0.4498960313338143,0.451024574654474,0.3576023883544233,0.3912376649948219,0.45039092791576907,0.6077719652018153,0.3875237713311023,0.595662263867716,0.5308838863273334,0.5146580455037986,0.43083115378609643,0.6994485076215431,0.39160063042047105,-0.26973386587287906,0.4240121190489026,0.20947316886124037,1.0,0.5732173747744154,-0.03967861352210235,0.5423067230091472,0.5956965613424412,0.38235365339510435,0.5103628465940302,0.2378802251806783,0.06809874841775394,0.5524028934979782,-0.007536151156601975,0.47607194031881417,0.3233481042429395,-0.08548857134779218,0.20395153180081607,0.60038001337468,-0.15497929633241597,0.5794688051724098,0.003350682685172634,0.4231899122544103,0.4377980543856865
ACC_sup_R,0.6254461589857355,0.7954149302236635,0.5056789411250704,0.8149948242070045,0.8657088249955566,0.34242146731399065,0.3382857650689588,0.29778132589588385,0.6211206593169513,0.5446054611241267,0.14443525925354403,0.4246269428284502,0.3855807096432297,0.6353872112328026,0.6530913418584692,0.7743234179767131,0.8007450306571314,0.8384127846303797,0.6409993708903878,0.4561670835644759,0.6007285795012447,0.7335792601443689,0.38152611220761534,0.4107575286523558,0.5477574848340835,0.4974321716013885,0.09640157060478018,0.7989160556116601,0.5057639816777313,0.5732173747744154,1.0,0.2892635222591221,0.7241909892180652,0.7811052562646514,0.2640489505666362,0.77012589796606,0.4337864401163629,0.37379350390492105,0.8531758361413878,0.12170522425202547,0.7850611311939275,0.2914553048939222,0.36972692841781657,0.24970000039123674,0.8942960442782061,-0.04132475246070861,0.8026597500528381,0.18188350879282877,0.6739278320686066,0.2720895960464107
Occipital_Mid_L,-0.05380108766378242,0.38585556848089375,-0.17943978558201776,0.4686319353850495,0.290432522617002,0.08880784296529823,-0.013022441979743251,0.5138630030133287,0.7389381009589133,-0.23332475529576618,0.3721523983766846,-0.22730016526945335,0.4631416521944382,0.09280177259322844,0.21191960355709627,0.4249552260676535,0.423602531248743,0.49667092505111604,0.42329444223031104,-0.16624738671151482,-0.06805262818472875,0.09484098190574519,-0.2487986395896801,0.17993224392763515,0.17212093147736318,0.2675189426580249,0.4129157956353895,0.4941410513100846,0.6298352172455799,-0.03967861352210235,0.2892635222591221,1.0,0.13791030354476716,0.30955612505311875,-0.009099633424228681,0.09093185534333773,0.6523450267363408,0.8133665693411404,0.3962929019772153,0.5546546861038492,0.4241416556608835,0.18932092914110188,0.5752145972213342,0.253670367322352,0.385419008292067,0.4210622199887164,0.23232216600439298,0.5378448879414989,0.0004861295161703689,-0.028094848471293222
Thal_LP_R,0.5283811810952722,0.5965240764179485,0.4394458176876914,0.6128550062118794,0.735154117621334,0.28756332768233017,0.1924576318365591,0.18393677103441108,0.3885684067993158,0.42896217451759544,-0.0034285145641420843,0.40205523673821514,0.19506341527322113,0.32493549716055176,0.6279114537131907,0.5572302304695019,0.5662539325855592,0.5079781365655454,0.4460092204873034,0.29198717292062326,0.49295714203437685,0.678148356401796,0.4662636356376465,0.378268321848428,0.5286344908567806,0.5006087139658779,-0.09310416452887917,0.5635274524642413,0.3950238442744383,0.5423067230091472,0.7241909892180652,0.13791030354476716,1.0,0.5996079496366349,0.309053568568734,0.8616042182961177,0.4251490214796477,0.21153512393267562,0.6572797309608399,0.019290946910579625,0.7289755930631541,0.34595078145683616,0.26366017280520043,0.20489598033384226,0.6805148751723399,-0.1825132929863545,0.6986197894713545,0.058511058365989986,0.5782015229815513,0.2741541214132873
Hippocampus_R,0.5260821817155631,0.7753552227951686,0.36726100440949355,0.644741811794927,0.7020256123891022,0.4144145263938528,0.4341232935187594,0.4923405745247574,0.5743850434091055,0.4940798537944765,0.13415566131095943,0.4670827852024453,0.3718244136175024,0.5632610559246688,0.6482523642073591,0.6755034787778958,0.6695269935423008,0.739914616203261,0.6890891675843958,0.4255227298930018,0.6185537986640326,0.6690801365248935,0.43529992395961864,0.596956733759925,0.6731794709741967,0.49647978484849903,0.050550932241508556,0.7335510084045268,0.33001162840236375,0.5956965613424412,0.7811052562646514,0.30955612505311875,0.5996079496366349,1.0,0.3418406581940515,0.6940706774033273,0.5841621750385495,0.3550249548876296,0.760183134942111,0.2610941709715111,0.716913126540675,0.4029939578615828,0.4091690560328656,0.4555985741152423,0.7684442416958511,0.11079089298337855,0.6883181240119229,0.33396390244202906,0.6285261438161756,0.2769745357280938
VTA_R,0.23262488519918634,0.23109195911302283,0.1689803452688111,0.15072226718937956,0.2562531884747826,0.12313597558919973,0.10390239738594446,0.1885300083878067,0.10205702811486028,0.339985999253489,0.08343249053182054,0.3135374022877286,-0.053194478587833265,0.04553381699285381,0.41003637299184365,0.1178236022973396,0.1033009036541525,0.2274421132952349,0.2590757246364292,0.09151986344841806,0.42001631705165543,0.37809956516966664,0.3050341624501259,0.28528228394444316,0.5369799634435157,0.5275775268465105,-0.18026069180740126,0.1475369282853398,0.022139677085388804,0.38235365339510435,0.2640489505666362,-0.009099633424228681,0.309053568568734,0.3418406581940515,1.0,0.30720682400115684,0.16014921658327488,0.0827044066415988,0.31375898652934286,0.1437450394513159,0.3454654309775276,0.14959539594340315,0.04881166686853596,0.08523264772109881,0.32233196362169453,-0.02674997682276604,0.2584198328062935,0.1049911742780457,0.340470058092832,0.32493984322155256
Thal_PuL_R,0.5466539544303738,0.6866748978760508,0.4306734013582284,0.631001884996525,0.7193626224572465,0.373525813744753,0.22348098444111889,0.26740752792590733,0.36697760334212326,0.4726644905156068,0.13667153732442996,0.4674239334366617,0.1282832218059901,0.44024229403415044,0.6640207807351752,0.6039220198132792,0.6514464542322168,0.5407874527644279,0.5288263839782593,0.40764747989530836,0.5880660693818739,0.7445373740574585,0.5317447287222958,0.3940891656374683,0.5612219338418639,0.4201653436519697,-0.04150979882198593,0.650488979947077,0.32041187661403076,0.5103628465940302,0.77012589796606,0.09093185534333773,0.8616042182961177,0.6940706774033273,0.30720682400115684,1.0,0.49050831511836035,0.1731175978410254,0.6782449619668469,0.0936831791331616,0.7103884101189875,0.3699565831759936,0.3591482856029738,0.3742375631905462,0.70228305944807,-0.013610414485233792,0.7057219573826508,0.16182528782196773,0.6367332069273935,0.1481450358056851
Temporal_Mid_R,0.13667722685417932,0.503086535742392,0.1019769896049535,0.5321881673730243,0.4882111946502102,0.2825687923564441,0.14262826995939296,0.7265412160685492,0.5964356035620421,0.029856538499000745,0.4190019484854881,0.05026352474394869,0.41267883058191157,0.2073992319202532,0.4891041080212827,0.5876004570988503,0.6035817416488388,0.5076057947163112,0.6055820752203148,0.012481288311582845,0.26149111984169304,0.42325082313311657,0.15291023799735592,0.35897996186810305,0.3990085915555094,0.3497687682585612,0.16590903542863114,0.6111402152628397,0.3950882836710926,0.2378802251806783,0.4337864401163629,0.6523450267363408,0.4251490214796477,0.5841621750385495,0.16014921658327488,0.49050831511836035,1.0,0.6593901418489415,0.48854625315473865,0.5322971748994999,0.5347620630456106,0.41244303371628266,0.49917365328114827,0.7468477625532458,0.5507570076755763,0.47366942546079016,0.5282975921447574,0.7599298771967841,0.26547305897379886,0.06811883918595543
Calcarine_R,0.14881891948599774,0.5017756271158581,0.05343541109216027,0.5010985072634527,0.4094420190883055,0.23668394126912073,0.08271057056901442,0.6742580778589305,0.6854214951691675,-0.08827089916260239,0.3811829762769245,-0.1515220502310038,0.41362923266686547,0.15678900587507727,0.3441774066328607,0.4703263042149067,0.503782783202776,0.5504625782124917,0.4383903291846957,-0.0955815887933223,0.08120033810395526,0.2522627930922749,-0.11750076187735313,0.2221806601011879,0.2594272229760341,0.35924313258788165,0.2702893997674367,0.5036977737380842,0.5462259500206088,0.06809874841775394,0.37379350390492105,0.8133665693411404,0.21153512393267562,0.3550249548876296,0.0827044066415988,0.1731175978410254,0.6593901418489415,1.0,0.4669769632788,0.5876683622378842,0.46007850705857345,0.219362395709801,0.4751513992307256,0.3425770248468903,0.5267559580829643,0.5292291171585701,0.40417474863198133,0.6236077159601884,0.0957781927138021,0.12534494283213685
Frontal_Mid_2_L,0.7140396682849073,0.8245408786006584,0.5465346278757758,0.7350783014431255,0.8785887308510391,0.36212509451360775,0.31311342068182646,0.41323864757774087,0.7107044020407424,0.5854356085247362,0.21936674855919555,0.38535994356820935,0.22379654562915857,0.6180983167165175,0.6465400703402392,0.7336569373684766,0.7636187791911303,0.850276909960249,0.5833991128849646,0.4897670024901566,0.6398447104883411,0.7418612983494011,0.4107388424989935,0.4713845551061293,0.6046241353160793,0.5747888644388454,0.1382484937809359,0.7370851598345608,0.49464731246751603,0.5524028934979782,0.8531758361413878,0.3962929019772153,0.6572797309608399,0.760183134942111,0.31375898652934286,0.6782449619668469,0.48854625315473865,0.4669769632788,1.0,0.18596607705489027,0.6890338794859971,0.39822786475740035,0.3242513853209516,0.2785474448680786,0.9144416841160464,-0.021274744952333998,0.7301664314431758,0.29123119177008805,0.685410716369623,0.2671865012989079
Cerebellum_Crus2_L,-0.03409473219250537,0.37445020238310606,-0.13095648625987835,0.12980652900538733,0.11926504973797246,0.1358173098002158,-0.08792544079074581,0.6921094471289688,0.23343211969910346,-0.09714464359391847,0.5465627623379751,-0.24478650568639193,0.28724324064151213,-0.11230529292127617,0.262385492520382,0.12947731537706023,0.2229444867526354,0.273479741960119,0.23682336086042663,-0.2798933164529527,-0.05868428197228256,0.0790081918306455,0.1955574235217518,0.4468958264320491,0.27274814876349524,0.2876733350128074,0.06114271746376906,0.23956602594697388,0.06444942029057882,-0.007536151156601975,0.12170522425202547,0.5546546861038492,0.019290946910579625,0.2610941709715111,0.1437450394513159,0.0936831791331616,0.5322971748994999,0.5876683622378842,0.18596607705489027,1.0,0.26591233064353914,0.36141763894829154,0.23000402193001698,0.5050702477662048,0.25662349137154405,0.7257846128724867,0.08709437042876615,0.7141806750233117,-0.18052322629512754,0.20355863687188389
Thal_PuA_L,0.3738252735761599,0.693287901467796,0.3002120917119567,0.7116932442008563,0.7443341471392864,0.3434608973159149,0.09939605911295042,0.3989466950811031,0.5918496310583092,0.22934606427497825,0.1388397016155254,0.10307745306672614,0.5484643222431999,0.3501980642871837,0.7016871798457626,0.6892009247305548,0.6908268923533479,0.7184283771967,0.6175835715453161,0.09277677657153577,0.2799137218803672,0.673153538712742,0.403628525533476,0.40722928534882746,0.5021209379627702,0.6283660352349494,-0.05317195455843612,0.7139540504994366,0.480603782215545,0.47607194031881417,0.7850611311939275,0.4241416556608835,0.7289755930631541,0.716913126540675,0.3454654309775276,0.7103884101189875,0.5347620630456106,0.46007850705857345,0.6890338794859971,0.26591233064353914,1.0,0.4827661686422757,0.36028688653892693,0.256005928755944,0.7618538020937935,0.11986377274859668,0.6843656125289298,0.19949554670993114,0.5117602561803548,0.417224819358992
Temporal_Pole_Mid_R,0.30521865236150936,0.30914986850862614,0.29448574049532966,0.11376958166880455,0.39728005697006846,0.22047310051966135,-0.049662396966969204,0.4151484057744848,0.18211587317109637,0.2501212785177096,0.31162379919084454,-0.2066519538057056,0.354491957093571,0.13350049662631325,0.3644489778384935,0.20823237179935117,0.2749763860521989,0.4048930741264098,0.256858832318768,0.00039780602904056613,0.046226640868501714,0.2715840243960377,0.529975532552195,0.5982621528042795,0.2889183748239789,0.3167872725001889,-0.35582128085552434,0.24340652619900915,0.02413787595313355,0.3233481042429395,0.2914553048939222,0.18932092914110188,0.34595078145683616,0.4029939578615828,0.14959539594340315,0.3699565831759936,0.41244303371628266,0.219362395709801,0.39822786475740035,0.36141763894829154,0.4827661686422757,1.0,-0.06455054818329138,0.5073174104527368,0.38375934239147214,0.28921620133067333,0.2624833183609663,0.2981296750871817,0.14641679135936217,0.42064034199580186
Thal_PuA_R,-0.015625201620250696,0.45152760908974876,-0.27003607809242175,0.5242486031804742,0.27915282184158013,0.24821810514889084,0.00361755183673707,0.2964116045586629,0.5205921741445096,-0.11488138009322083,0.23736747719710455,0.2037524189498938,0.12220270856141553,0.1502553229181319,0.22943564898815952,0.44083211918736875,0.4595055268705635,0.4290281476919981,0.44789818618769334,0.1139467350481383,0.16217245015112247,0.2522813797741484,-0.32250949493380576,0.03518928410880712,0.22264569647089522,0.10273293704280193,0.6242363002424499,0.5525303336506745,0.5291319320228685,-0.08548857134779218,0.36972692841781657,0.5752145972213342,0.26366017280520043,0.4091690560328656,0.04881166686853596,0.3591482856029738,0.49917365328114827,0.4751513992307256,0.3242513853209516,0.23000402193001698,0.36028688653892693,-0.06455054818329138,1.0,0.21057608539393893,0.3207749439402088,0.22069874707433645,0.3850384677866704,0.3807811781017628,0.2890836927129527,-0.3866352973304208
Temporal_Inf_R,0.16593974513308685,0.35506671961214764,0.15795351346362674,0.15298467416902828,0.25325781082840926,0.27981318544438744,0.15426293694289234,0.6892733822234869,0.19716094063195555,0.1726100330074799,0.4898858920590495,0.029033395577459258,0.20184013116463062,0.1995910880056958,0.2741454709530307,0.28411849463823824,0.37340819227175465,0.2838755560473418,0.4036759778485213,0.1048683357194148,0.287176349141752,0.26859554450941425,0.34518671769497233,0.41868177502815535,0.3100114837181164,0.0882481039380081,-0.07347968458387863,0.3167694834650218,-0.025586872708573644,0.20395153180081607,0.24970000039123674,0.253670367322352,0.20489598033384226,0.4555985741152423,0.08523264772109881,0.3742375631905462,0.7468477625532458,0.3425770248468903,0.2785474448680786,0.5050702477662048,0.256005928755944,0.5073174104527368,0.21057608539393893,1.0,0.3572257975281495,0.5663839599977725,0.30736235295311637,0.752630423862776,0.14785399221446135,0.08157611634718216
Frontal_Inf_Tri_L,0.6350504077273834,0.8584391115010682,0.524463896748403,0.783240546943407,0.8838833529603477,0.43224957778556067,0.37026720045980643,0.499031083970713,0.6517243794427935,0.532365443172346,0.18856365799514707,0.32396365482018197,0.3788087827651107,0.6065331076866267,0.6621435578870846,0.7780473751704062,0.8174004906932526,0.8467798055468808,0.660635376886869,0.39786842408389533,0.5874818647367929,0.7835782462276897,0.4276066614753138,0.451210542995804,0.5928556551154546,0.581891350096458,0.11530770555393369,0.7808216353250692,0.4869559697331277,0.60038001337468,0.8942960442782061,0.385419008292067,0.6805148751723399,0.7684442416958511,0.32233196362169453,0.70228305944807,0.5507570076755763,0.5267559580829643,0.9144416841160464,0.25662349137154405,0.7618538020937935,0.38375934239147214,0.3207749439402088,0.3572257975281495,1.0,0.08561840408989277,0.8493102960118841,0.3514500378650114,0.6341295615623006,0.3271369395169766
Occipital_Inf_R,-0.1844404247632646,0.23708334993535268,-0.22842619417016005,-0.029949235016415204,-0.03483777476512979,0.2029536897412232,-0.09722485131580734,0.623272004202785,0.08296564595391422,-0.2575479939383598,0.4914097165977275,-0.4161334224136619,0.27577656696315217,-0.09077948084902662,0.14359809181901115,0.06775654018801752,0.12890708868533374,0.130912910070242,0.23126463846013415,-0.28355407884961753,-0.2228259895477875,-0.04150614358062803,0.006056446803581524,0.30416468356464593,0.03676161182005091,-0.07712306685076752,0.07154343593688205,0.11272947750935408,-0.09506961077010999,-0.15497929633241597,-0.04132475246070861,0.4210622199887164,-0.1825132929863545,0.11079089298337855,-0.02674997682276604,-0.013610414485233792,0.47366942546079016,0.5292291171585701,-0.021274744952333998,0.7257846128724867,0.11986377274859668,0.28921620133067333,0.22069874707433645,0.5663839599977725,0.08561840408989277,1.0,0.017324727067997772,0.6577561810201892,-0.24238725995138033,0.01633545299064552
Frontal_Inf_Tri_R,0.5102729422705151,0.716866742308596,0.4127201263162684,0.7758860354522575,0.8583741919601279,0.4408645513678937,0.35733619744568784,0.398490461373386,0.5291917532802424,0.4726334377782501,-0.033925016108486285,0.3709129030576836,0.3361932567898526,0.5659583053504254,0.6099313055788222,0.7185586819451291,0.7829751240040099,0.6950806394095451,0.65000563622173,0.3530624965832014,0.5057543632277466,0.7562597214963656,0.33666023202236667,0.3118113808702551,0.4975539778015099,0.44734159861944717,0.1440322161248334,0.7020870523957082,0.4554828940170249,0.5794688051724098,0.8026597500528381,0.23232216600439298,0.6986197894713545,0.6883181240119229,0.2584198328062935,0.7057219573826508,0.5282975921447574,0.40417474863198133,0.7301664314431758,0.08709437042876615,0.6843656125289298,0.2624833183609663,0.3850384677866704,0.30736235295311637,0.8493102960118841,0.017324727067997772,1.0,0.26012469468457133,0.6178936107927046,0.21874419244504598
Cerebellum_Crus1_R,0.08345543934144271,0.39122500470229954,0.011967445137831993,0.24517260516307257,0.22557368221687268,0.22907895732714195,0.02336797307230653,0.811550446633287,0.3804079955912855,-0.0005925563562595222,0.6334030185685929,-0.04002105759833763,0.1855051410236294,0.05976399449670631,0.32010959425731605,0.31604628694293785,0.3841647020380177,0.37140572098971875,0.38379756204953736,-0.04964857914102326,0.18170910793181447,0.21628569551117433,0.08403767167172135,0.31772948203782186,0.2785104378239069,0.26918832642944407,0.18223990387111128,0.37276128157772737,0.12533786757761853,0.003350682685172634,0.18188350879282877,0.5378448879414989,0.058511058365989986,0.33396390244202906,0.1049911742780457,0.16182528782196773,0.7599298771967841,0.6236077159601884,0.29123119177008805,0.7141806750233117,0.19949554670993114,0.2981296750871817,0.3807811781017628,0.752630423862776,0.3514500378650114,0.6577561810201892,0.26012469468457133,1.0,0.07342939520908016,0.04978628610657658
Vermis_10,0.5301711238770522,0.5914982743748552,0.4644800905643247,0.5950063152574238,0.6657011328384927,0.48656373675994485,0.13234406321767966,0.18534380355706273,0.47606836657151386,0.4976241105574361,0.02609655789204998,0.5130512157179365,-0.005919927897187645,0.5254217105996909,0.6551900804047525,0.6387585702517986,0.6188051063138093,0.5711160106461011,0.5476279731068164,0.4899448803518431,0.6322024428428528,0.7908306556954039,0.3659438310192699,0.17209809206452384,0.46483051578243856,0.485496914003888,0.15373447963690945,0.5840497071494938,0.29075986014933525,0.4231899122544103,0.6739278320686066,0.0004861295161703689,0.5782015229815513,0.6285261438161756,0.340470058092832,0.6367332069273935,0.26547305897379886,0.0957781927138021,0.685410716369623,-0.18052322629512754,0.5117602561803548,0.14641679135936217,0.2890836927129527,0.14785399221446135,0.6341295615623006,-0.24238725995138033,0.6178936107927046,0.07342939520908016,1.0,0.07128948652146803
Thal_AV_R,0.34594498844462684,0.16197808605776604,0.46078432221642995,0.10176144054881509,0.3370618221229459,0.1129468766582416,0.2041454684494822,0.28194876688896153,0.08935584538747758,0.2799992199613059,-0.06832919077801437,-0.09432669763374997,0.4156911151008669,0.05447181594817624,0.3182601234491486,0.136150216720463,0.11006341637296352,0.2519149276624548,0.10672291987483018,-0.044582773975401835,0.11584596654690062,0.23255495540682009,0.533722501465609,0.35715467072284246,0.2680252737439415,0.522395091572081,-0.6321554250693759,0.11989233616818876,0.00966242784664411,0.4377980543856865,0.2720895960464107,-0.028094848471293222,0.2741541214132873,0.2769745357280938,0.32493984322155256,0.1481450358056851,0.06811883918595543,0.12534494283213685,0.2671865012989079,0.20355863687188389,0.417224819358992,0.42064034199580186,-0.3866352973304208,0.08157611634718216,0.3271369395169766,0.01633545299064552,0.21874419244504598,0.04978628610657658,0.07128948652146803,1.0
