,Thal_LGN_L,Occipital_Sup_R,Calcarine_L,Frontal_Sup_2_R,Thal_MGN_L,Thal_LGN_R,Rolandic_Oper_R,Parietal_Inf_R,Cingulate_Post_R,SN_pr_R,Heschl_R,Cingulate_Mid_R,Thal_IL_L,Temporal_Pole_Mid_R,Thal_AV_L,Parietal_Sup_L,Cerebellum_6_R,Rectus_R,Thal_AV_R,Temporal_Mid_L,Thal_PuI_L,Paracentral_Lobule_R,Occipital_Mid_L,Cerebellum_10_R,Vermis_1_2,Cuneus_R,Thal_LP_R,Rolandic_Oper_L,Thal_PuM_R,Thal_LP_L,Thal_VPL_R,ACC_sub_R,Frontal_Mid_2_L,Fusiform_R,Thal_IL_R
Heschl_R,0.532273270518954,0.2526385007938878,0.49794363890694626,0.44463031808195763,0.18078120586390606,0.0649089042933178,0.6181648981729351,0.1692159298646077,0.5629770576198175,-0.034670349485190405,1.0,0.6179642348154656,0.360390364571739,-0.283205518521574,0.4548531155091052,-0.2241245604250252,0.16108289808226886,0.18095200933702704,0.375115413274919,0.2879927856558989,-0.232751372216989,0.2379149956207905,0.050271506519652974,0.05735053091945823,0.08233077878135896,0.2710449581272011,0.24724741575347545,0.5297965000045267,0.41843910828521674,0.2164628534728559,0.11131465134737874,0.05225522025650632,0.34481922375543916,0.3316976383827524,-0.005065033912596657
Cingulate_Mid_R,0.23920639820418757,0.376554258341019,0.7220115499907799,0.724822199045762,0.09305944691476649,-0.027910287989692417,0.47554594470937894,0.2252289620405857,0.8542119862569835,0.20818132880025508,0.6179642348154656,1.0,0.09676693105648489,-0.20631998631483145,0.21975240275808663,-0.14010941911104977,0.30110235560885557,0.10923577595312466,0.4191671117556606,0.4568256825576689,-0.02343880178262359,0.3668017637904023,0.3228888924846735,0.11587680179175848,0.15739711456143718,0.45326028163430376,0.12338859907412024,0.4626365901155612,0.40740258669521595,0.3726928305581367,0.1507249089542284,0.17178508688295938,0.5168694851571211,0.2907966363979191,0.025180788628846575
Thal_IL_L,0.7853367502897995,-0.03879025992458584,0.09414847297113983,0.21132867234701613,0.6065439871402064,0.6578306036439315,0.5930430935277989,0.019274547574506806,0.183594017204342,0.30625945616646894,0.360390364571739,0.09676693105648489,1.0,0.15528033079370238,0.7370244129864018,0.12619305689093924,0.23967425080392202,0.3167217030405869,0.7215917725403511,0.2072244995095712,0.46465992960293595,-0.0800951585002022,0.0807594017166244,0.4654438755933353,0.16897621963631645,0.09569274318784375,0.3280250972280185,0.40676720942737293,0.6195170893735794,0.37766420698614483,0.6134429453333824,0.4956984598091641,0.19310449430431517,0.6170153061517786,0.7235154429873606
Temporal_Pole_Mid_R,-0.061509387674633396,-0.19261758201468654,0.002870783842523959,-0.02156849483913318,0.36913398304041645,0.5078331404765443,0.05581578142680291,-0.3239080198506386,-0.05900734033489701,0.238927768165598,-0.283205518521574,-0.20631998631483145,0.15528033079370238,1.0,-0.054806805404669104,0.48069538777438997,0.5774692811089279,-0.08381738498197602,0.0773926416926654,0.3080968015090152,0.39931871889929577,-0.2404538172919293,-0.24123289785634913,0.4651760883327458,0.4444017043651988,-0.3363750962792186,0.16468439824113984,0.1557571793184228,-0.05187582299727224,-0.17019080608700007,0.3091575839848159,0.2847157488561777,0.22626965949282243,0.4280747304823258,0.21431798230692461
Thal_AV_L,0.7088750317944519,0.38133147700803105,0.26936659452608125,0.3004288694311724,0.5852032306346886,0.5846600015166087,0.384558958961929,0.25570100400496415,0.2149813433347415,-0.09235351821334296,0.4548531155091052,0.21975240275808663,0.7370244129864018,-0.054806805404669104,1.0,0.05755028030494453,0.11742737096562406,0.010125407690689679,0.6244391113753807,0.24402944020987719,0.28221285058035495,0.18324713088730538,0.2924869375626631,0.1949036195885694,0.2656752862242543,0.3454732082955141,0.18961521586816513,0.19242364947296928,0.2824358124875516,0.37454358242370267,0.6173355646117538,0.2277645368416836,0.1440935450703819,0.4059505474255384,0.3755798856354385
Parietal_Sup_L,-0.008535525575159738,0.0025449684789708585,0.005087286646245192,-0.04725704375035691,0.31099547671017586,0.3960707048803978,0.04106405020916808,-0.07428166624835374,-0.11652259657636918,0.23159083070127748,-0.2241245604250252,-0.14010941911104977,0.12619305689093924,0.48069538777438997,0.05755028030494453,1.0,0.4259196879232217,-0.04530048451374017,0.22581546926610202,0.24713191003060286,0.44387814675891263,-0.13342641138707304,-0.012885652603070428,0.3613078064521955,0.29578940030948164,-0.10523898175249262,0.16029902592469972,0.15903337002841844,0.09180682055146784,0.10995704801502364,0.37978537494102804,0.28566774116619437,0.17454414732304735,0.3334255922833115,0.263795758822699
Cerebellum_6_R,0.019503517929329906,0.017601316568788068,0.585901867725089,0.2230122400544988,0.48720107922822437,0.4926710194175265,0.43648180208258036,-0.4124225328570761,0.4265246118809716,0.44241309968016834,0.16108289808226886,0.30110235560885557,0.23967425080392202,0.5774692811089279,0.11742737096562406,0.4259196879232217,1.0,0.014498990234141649,0.3109027421046591,0.5960936347453841,0.4281744446538081,-0.19217847306808336,-0.13802220451933764,0.4615345581285452,0.32483309685084333,-0.18493938825559403,0.30019862072283693,0.43768816482663603,0.24275695153331422,0.048338465850462094,0.38766837939110227,0.24523853532794163,0.4393526313600969,0.7712102809569621,0.25413590190448104
Rectus_R,0.291792075888881,-0.21253999018705969,-0.10047654812458122,0.16070934119886796,0.05748379768498185,-0.04532997075179202,0.5037252427207828,0.03777775342758355,0.06757241207759615,0.5262263180429938,0.18095200933702704,0.10923577595312466,0.3167217030405869,-0.08381738498197602,0.010125407690689679,-0.04530048451374017,0.014498990234141649,1.0,0.2647269515321048,0.06784668581510783,0.1826591040335034,-0.11805996646142078,0.059585519924275514,0.2996442773839457,-0.29506583189490393,0.08241295935206859,0.2406180291049863,0.40411072319731256,0.5792597197317652,0.26911310937665905,0.056182823200011826,0.3575857263648395,0.12506686699606895,0.2780424216078723,0.30308853414913167
Thal_AV_R,0.6457165613297405,0.16279332068100089,0.33827786619024025,0.3714142984171078,0.6257198088577095,0.633629888782772,0.6622350445071314,0.1788937567213125,0.4087754580455719,0.3849866934873606,0.375115413274919,0.4191671117556606,0.7215917725403511,0.0773926416926654,0.6244391113753807,0.22581546926610202,0.3109027421046591,0.2647269515321048,1.0,0.4307048111655593,0.6274688641789495,0.053148391382824955,0.34209515186550626,0.5266027983960935,0.376763305519839,0.3109363792806746,0.2984755409150879,0.5296864820664204,0.7161243202753288,0.674080117780758,0.7596730664878897,0.5587489977218274,0.33944889764438735,0.56038597870131,0.7388472611626664
Temporal_Mid_L,0.1582940403702623,0.42115694615250493,0.6231222307516753,0.5137322825249819,0.46756133570608704,0.4473287497272728,0.43068430695700527,0.10866654364453798,0.5441720510989404,0.319209514003695,0.2879927856558989,0.4568256825576689,0.2072244995095712,0.3080968015090152,0.24402944020987719,0.24713191003060286,0.5960936347453841,0.06784668581510783,0.4307048111655593,1.0,0.3845801052344342,0.13205508773149507,0.2152586760834837,0.2954948015172722,0.45857855262555375,0.2250975983289941,0.34293606167541124,0.5555704757687555,0.29328870637302334,0.23039397459125396,0.5204649467724316,0.1911712552896904,0.4410492181640447,0.5096450091143663,0.20821461496586516
Thal_PuI_L,0.1566952291742312,0.032628180120401834,0.11042290048254376,0.0323393262644064,0.7017386869131592,0.7377633792861357,0.3907002060147151,0.03179941771411488,-0.03875741431091617,0.5586303756520328,-0.232751372216989,-0.02343880178262359,0.46465992960293595,0.39931871889929577,0.28221285058035495,0.44387814675891263,0.4281744446538081,0.1826591040335034,0.6274688641789495,0.3845801052344342,1.0,-0.25214123259585314,0.31114794391040623,0.500673596797158,0.35729587787033584,0.11684454735594407,0.22753540912745424,0.24327173619069714,0.38498654287429757,0.5674173663347777,0.8152293208279785,0.5943322123139649,0.06373040397085285,0.5246664386662316,0.7877184161679874
Paracentral_Lobule_R,0.06666561000293976,0.45966922574518626,0.26800019484493287,0.47408526848929505,-0.2127061222980423,-0.17092856710113344,-0.12212352771713848,0.37925027992159954,0.34573818318591387,-0.2375104072797087,0.2379149956207905,0.3668017637904023,-0.0800951585002022,-0.2404538172919293,0.18324713088730538,-0.13342641138707304,-0.19217847306808336,-0.11805996646142078,0.053148391382824955,0.13205508773149507,-0.25214123259585314,1.0,0.355125620549413,0.0023451348978207743,0.1773123664855835,0.44942607350896413,0.012517709417102627,-0.05889054449965284,-0.07005567281039637,0.06979424841830942,-0.06490612795621174,-0.19974474960130809,0.23851125914663898,-0.17146541696286194,-0.23706924935667634
Occipital_Mid_L,0.2741162446681459,0.6099897791959816,0.30087656979243993,0.25135214389207333,0.23099299526688558,0.14911366877062285,0.03545037885404477,0.7171063465571069,0.19022005902020234,0.03656013520848097,0.050271506519652974,0.3228888924846735,0.0807594017166244,-0.24123289785634913,0.2924869375626631,-0.012885652603070428,-0.13802220451933764,0.059585519924275514,0.34209515186550626,0.2152586760834837,0.31114794391040623,0.355125620549413,1.0,-0.002309015216567743,0.43609996415713276,0.7232490836797147,-0.1919365767340801,-0.12735019597966415,0.09396133453507649,0.5016497424834359,0.3889521905356124,0.2574620040034417,-0.12270483298719907,0.1323135513965876,0.12144237122655073
Cerebellum_10_R,0.2806326632088371,-0.16892376115779115,0.07180507806583936,0.32243278546918125,0.36085079393385516,0.4215085626514042,0.42620169118171963,-0.18551817924555986,0.1655915410493502,0.44461517691325714,0.05735053091945823,0.11587680179175848,0.4654438755933353,0.4651760883327458,0.1949036195885694,0.3613078064521955,0.4615345581285452,0.2996442773839457,0.5266027983960935,0.2954948015172722,0.500673596797158,0.0023451348978207743,-0.002309015216567743,1.0,0.23999520343619427,-0.14579436275951807,0.3108371878797783,0.4621748983954227,0.5356533492457642,0.27290809264671667,0.4018728059695431,0.47407560724227105,0.45169672569636865,0.5584268167298346,0.5041729819763762
Vermis_1_2,0.23193140261993928,0.40389381482235465,0.3441172192787646,0.11603639076494858,0.4731266372315844,0.5540429290427037,0.037265286934100764,0.35523740311858604,0.20627588244614375,-0.02864093582036136,0.08233077878135896,0.15739711456143718,0.16897621963631645,0.4444017043651988,0.2656752862242543,0.29578940030948164,0.32483309685084333,-0.29506583189490393,0.376763305519839,0.45857855262555375,0.35729587787033584,0.1773123664855835,0.43609996415713276,0.23999520343619427,1.0,0.27632730619288265,-0.008538549565205045,0.04648232599796045,0.02273537642591877,0.24261075783773056,0.5749255789564003,0.2789984125028868,0.10517446419766134,0.4342585312081364,0.13204514707628234
Cuneus_R,0.28204997874483423,0.6164390180661161,0.36561112497473164,0.3373730076079029,0.17276628197952354,0.053967720141940435,0.14349748531609005,0.7047590167777303,0.29614941002602085,-0.044407957048852156,0.2710449581272011,0.45326028163430376,0.09569274318784375,-0.3363750962792186,0.3454732082955141,-0.10523898175249262,-0.18493938825559403,0.08241295935206859,0.3109363792806746,0.2250975983289941,0.11684454735594407,0.44942607350896413,0.7232490836797147,-0.14579436275951807,0.27632730619288265,1.0,-0.02407960292766222,0.07084888628687364,0.1733408223874314,0.4877452677228352,0.29910079491913855,0.03356738222886425,-0.016153803095526137,0.030004907328532282,0.07838182630251771
Thal_LP_R,0.1909487437276508,-0.08323890697974783,0.1395788370320564,0.1639923141625931,0.3951410623223661,0.2556202305986816,0.4406774903013719,-0.1466586823227912,0.08717231352977949,0.11765288487244369,0.24724741575347545,0.12338859907412024,0.3280250972280185,0.16468439824113984,0.18961521586816513,0.16029902592469972,0.30019862072283693,0.2406180291049863,0.2984755409150879,0.34293606167541124,0.22753540912745424,0.012517709417102627,-0.1919365767340801,0.3108371878797783,-0.008538549565205045,-0.02407960292766222,1.0,0.5568084272185255,0.413644797274032,0.212231672475454,0.21242464626358235,0.15931579698695775,0.20611667868780983,0.30471929216638394,0.2186727211423844
Rolandic_Oper_L,0.39474919285434096,-0.08183246247384235,0.31322193293582234,0.4165053427791008,0.3840163794852444,0.23133688678686692,0.7695935308868891,-0.058233892678027706,0.4288719578059346,0.39561147384776946,0.5297965000045267,0.4626365901155612,0.40676720942737293,0.1557571793184228,0.19242364947296928,0.15903337002841844,0.43768816482663603,0.40411072319731256,0.5296864820664204,0.5555704757687555,0.24327173619069714,-0.05889054449965284,-0.12735019597966415,0.4621748983954227,0.04648232599796045,0.07084888628687364,0.5568084272185255,1.0,0.706346592787799,0.30915438820748137,0.30228694162797926,0.3086248916977977,0.5205184346730221,0.4852027012298791,0.3221179869759833
Thal_PuM_R,0.5556841358574455,-0.19008120788095625,0.16875072801909569,0.2942161789371551,0.3513704248240531,0.2449973225794344,0.7248787956591581,0.012105416527961823,0.3385097006944513,0.5402227847521193,0.41843910828521674,0.40740258669521595,0.6195170893735794,-0.05187582299727224,0.2824358124875516,0.09180682055146784,0.24275695153331422,0.5792597197317652,0.7161243202753288,0.29328870637302334,0.38498654287429757,-0.07005567281039637,0.09396133453507649,0.5356533492457642,0.02273537642591877,0.1733408223874314,0.413644797274032,0.706346592787799,1.0,0.5360330829390612,0.3939248581715762,0.478219927938834,0.3964989973146709,0.5197800756419365,0.6040629352031897
Thal_LP_L,0.35645237912235933,0.2686755673384466,0.21026096251567553,0.26258152344419583,0.45781154275224095,0.3613713432857149,0.39906646867285533,0.42732370316316753,0.16057264684207623,0.3395837896451091,0.2164628534728559,0.3726928305581367,0.37766420698614483,-0.17019080608700007,0.37454358242370267,0.10995704801502364,0.048338465850462094,0.26911310937665905,0.674080117780758,0.23039397459125396,0.5674173663347777,0.06979424841830942,0.5016497424834359,0.27290809264671667,0.24261075783773056,0.4877452677228352,0.212231672475454,0.30915438820748137,0.5360330829390612,1.0,0.6432138364668127,0.4210285601766638,0.0941914022207952,0.3190085908242527,0.5418645412588953
Thal_VPL_R,0.43884709587212095,0.26736349846858387,0.26238136742008117,0.16977649771388698,0.7655153036815135,0.8374926163155849,0.4222972867904786,0.24339289214380644,0.11731492846751951,0.35410564356489377,0.11131465134737874,0.1507249089542284,0.6134429453333824,0.3091575839848159,0.6173355646117538,0.37978537494102804,0.38766837939110227,0.056182823200011826,0.7596730664878897,0.5204649467724316,0.8152293208279785,-0.06490612795621174,0.3889521905356124,0.4018728059695431,0.5749255789564003,0.29910079491913855,0.21242464626358235,0.30228694162797926,0.3939248581715762,0.6432138364668127,1.0,0.5172236395228565,0.19672990441616225,0.5767638443289943,0.7042376334227082
ACC_sub_R,0.36411720837045475,0.039685206467246686,0.06337331226192101,0.20688104017176676,0.49404193856631085,0.5373900906220023,0.4409770485943178,0.1790485846963382,0.10926834546905961,0.40991003119772723,0.05225522025650632,0.17178508688295938,0.4956984598091641,0.2847157488561777,0.2277645368416836,0.28566774116619437,0.24523853532794163,0.3575857263648395,0.5587489977218274,0.1911712552896904,0.5943322123139649,-0.19974474960130809,0.2574620040034417,0.47407560724227105,0.2789984125028868,0.03356738222886425,0.15931579698695775,0.3086248916977977,0.478219927938834,0.4210285601766638,0.5172236395228565,1.0,0.0807036373280388,0.49761239998137524,0.6206833225300439
Frontal_Mid_2_L,0.17645996071896006,-0.13580096781679787,0.3498060654527975,0.5013954140794961,0.03754111223932829,0.06069475369595297,0.43015690155774317,-0.24424248479005886,0.5256547249517693,0.31416022241714275,0.34481922375543916,0.5168694851571211,0.19310449430431517,0.22626965949282243,0.1440935450703819,0.17454414732304735,0.4393526313600969,0.12506686699606895,0.33944889764438735,0.4410492181640447,0.06373040397085285,0.23851125914663898,-0.12270483298719907,0.45169672569636865,0.10517446419766134,-0.016153803095526137,0.20611667868780983,0.5205184346730221,0.3964989973146709,0.0941914022207952,0.19672990441616225,0.0807036373280388,1.0,0.25926228115027433,0.16007818800342416
Fusiform_R,0.46860628381471897,0.11161260461225794,0.479183331757109,0.26608624474912745,0.652227844554753,0.6400742152873776,0.5568320646373957,-0.0824995204778873,0.37809489514768296,0.5211851213967144,0.3316976383827524,0.2907966363979191,0.6170153061517786,0.4280747304823258,0.4059505474255384,0.3334255922833115,0.7712102809569621,0.2780424216078723,0.56038597870131,0.5096450091143663,0.5246664386662316,-0.17146541696286194,0.1323135513965876,0.5584268167298346,0.4342585312081364,0.030004907328532282,0.30471929216638394,0.4852027012298791,0.5197800756419365,0.3190085908242527,0.5767638443289943,0.49761239998137524,0.25926228115027433,1.0,0.4644182930042835
Thal_IL_R,0.3773633290003931,-0.15508711716816956,0.013444721691783963,0.0825080511512841,0.5331581815771812,0.6635244284310634,0.5294418703758693,-0.05258766433491335,0.04318883332343816,0.5483630637591349,-0.005065033912596657,0.025180788628846575,0.7235154429873606,0.21431798230692461,0.3755798856354385,0.263795758822699,0.25413590190448104,0.30308853414913167,0.7388472611626664,0.20821461496586516,0.7877184161679874,-0.23706924935667634,0.12144237122655073,0.5041729819763762,0.13204514707628234,0.07838182630251771,0.2186727211423844,0.3221179869759833,0.6040629352031897,0.5418645412588953,0.7042376334227082,0.6206833225300439,0.16007818800342416,0.4644182930042835,1.0
