,Thal_LGN_R,Parietal_Sup_R,Cerebellum_9_L,Cerebellum_3_L,Cerebellum_6_L,SN_pr_R,Putamen_R,OFCpost_R,SN_pc_R,Vermis_10,Thal_VPL_L,OFCmed_L,N_Acc_R,Frontal_Inf_Orb_2_R,Occipital_Inf_L,Thal_AV_L,Thal_AV_R,Thal_MDm_L,Red_N_L,Thal_VL_L,Cerebellum_Crus1_L,Cerebellum_8_L,ACC_pre_L,Cerebellum_7b_R,Thal_VA_R,Thal_PuA_R,SN_pr_L,Rectus_R,Calcarine_L,Postcentral_L,Thal_LGN_L,Frontal_Sup_Medial_L,Heschl_R,Temporal_Inf_L,Caudate_L,Rolandic_Oper_R,VTA_R,Cerebellum_6_R,Temporal_Pole_Mid_R,ACC_pre_R,Thal_MGN_R,Pallidum_L,Rolandic_Oper_L,Frontal_Inf_Oper_L,Occipital_Inf_R
Frontal_Sup_Medial_L,0.26008711457510747,0.0510530014517865,0.35177446386526745,0.44786567782394876,0.36151957650403765,0.32874405373846893,0.5842681160577953,0.4325864131549892,0.4180044559374909,0.44940739894696635,0.4563795610591303,0.2337767013560902,0.4755562641790894,0.3741567775143742,0.17356566862370074,0.3877123739345909,0.5804150564498857,0.34488889836030423,0.35589096267502207,0.5134927473105994,0.28155791177831596,0.367084381882289,0.5692958409687943,0.22168993727924802,0.46808305515025594,0.39885076830465344,0.2386017372236174,0.2421153236237882,0.5223722052653866,0.2874039008523548,0.40366445929758804,1.0,0.5214032915068607,0.4434470595503243,0.7361654335675425,0.6247536287103213,0.4248147363628641,0.40970095955275965,0.11912404989395617,0.7167074848239688,0.34182703298881234,0.585936164781618,0.6498580198594591,0.7273108743821595,0.13938342365193135
Heschl_R,0.0649089042933178,0.04444919852347552,-0.05878316514627682,0.2275448332559541,0.16435423412064656,-0.034670349485190405,0.4532337306128204,0.5305893094019556,0.5703677324796422,0.08891949603638703,0.4376667464206484,0.4541515956473483,0.22682269829172022,0.012375643067194146,0.019358979849033633,0.4548531155091052,0.375115413274919,0.18123131898843234,0.40033916041730844,0.47075226609332216,0.04561231946340125,-0.05607678752885982,0.27663207626169795,-0.17351331555756375,0.5504022947152358,0.12264610209791457,0.03867767685978561,0.18095200933702704,0.49794363890694626,0.32487131836701383,0.532273270518954,0.5214032915068607,1.0,0.29984712391705953,0.4588027937818525,0.6181648981729351,0.4776483754239233,0.16108289808226886,-0.283205518521574,0.4700023467921962,0.4190879476957425,0.26747069411177893,0.5297965000045267,0.4980535730156651,-0.08410935941032761
Temporal_Inf_L,0.30734832962895176,-0.4389232892053423,0.6244579677861182,0.596058094256826,0.8084834966639691,0.3476097885322433,0.22910705321510505,0.43861195718527185,0.37949829976696,0.40401701703661336,-0.06551389618284374,0.1652206782716783,0.15161376584072486,0.35686342015038497,0.6709480730854712,0.01976225689571349,0.14538822477373298,0.04407947980790514,0.4422500246400395,0.04905747800266175,0.8138668207413561,0.6543116233559289,0.19900497018227778,0.5486856587978709,0.05157959444950549,0.09782840266162532,0.2269837981773007,0.020309858705937954,0.6272391792098285,-0.40887084941027557,-0.054945770136549776,0.4434470595503243,0.29984712391705953,1.0,0.3670520056183399,0.3513114242336861,0.23708528553842098,0.7706220996277414,0.34331226922477587,0.3250493058788327,-0.046548120864753385,0.3239539759463427,0.5220797918514948,0.5100770095720186,0.5673371835678834
Caudate_L,0.44420170074443094,-0.003927832469786273,0.31264554280917484,0.37069710142628576,0.3085497716398313,0.39379024471667035,0.7977689458242873,0.4462919907268727,0.31789327488562225,0.5517067838428436,0.5987051282987756,0.27881053060337796,0.4819651507352123,0.5422256292087666,0.10309346973292759,0.4674542202292731,0.6429057392428468,0.45362002787150274,0.4579674518295749,0.6662968278227086,0.1999053366623941,0.30833920434241024,0.6930906112112516,0.1667517364152006,0.5336274802369109,0.43127941895911104,0.4293613154698177,0.23773717727598834,0.36500153424591164,0.04473422835342222,0.582532528657448,0.7361654335675425,0.4588027937818525,0.3670520056183399,1.0,0.567599073201812,0.39270898649472935,0.3871742398585699,0.18675730159917275,0.7295584690733032,0.3631537246499267,0.6647465095742768,0.5001602184501951,0.5289519211247133,0.1331499941038505
Rolandic_Oper_R,0.3628301665922773,-0.1798328411843146,0.2009203818882685,0.42839546283737007,0.39455240294193855,0.4270642906247555,0.6960967657796352,0.5736975620774052,0.3602166072592867,0.35480309987528263,0.45293496257919913,0.2231220565020786,0.45025124573738906,0.3023649134506757,0.06681810316462639,0.384558958961929,0.6622350445071314,0.514437416570131,0.42912619313671785,0.5549003976993362,0.20075932664078205,0.18995153462723527,0.6841762450979735,0.08235071856399685,0.551704407386927,0.5551833786781087,0.5350919261573973,0.5037252427207828,0.4107988520607246,0.10796397721510591,0.4876722314833282,0.6247536287103213,0.6181648981729351,0.3513114242336861,0.567599073201812,1.0,0.24618921147569017,0.43648180208258036,0.05581578142680291,0.7125587355033913,0.45552239966157454,0.6526993138799744,0.7695935308868891,0.6301932136870172,0.08970983925937892
VTA_R,-0.003993567156468579,0.021202567511547053,0.16255273481397792,0.2471175070514541,0.22203817473292073,0.024607558217657033,0.3204805096583538,0.29241784036839497,0.6471413944019291,0.39923716624004135,0.15046391457436106,0.4114568935007057,0.26112028736641885,0.18339325246046997,0.07175452880178693,0.084319132595741,0.32365442714104997,-0.0044827911107170135,0.25681717110604013,0.07787535205583722,0.20638298875324798,0.19616783911657684,0.058799825740068264,0.0903945567543872,0.17666219864073834,-0.012655599209430882,-0.04307980622016839,0.026905421681211645,0.49328717254896026,0.19644994938198126,0.1642772683648566,0.4248147363628641,0.4776483754239233,0.23708528553842098,0.39270898649472935,0.24618921147569017,1.0,0.2587085725115653,-0.06757139453479846,0.23104031539091688,0.2257205285486531,0.3126735961314512,0.20917553561151586,0.4099553777904448,0.05215792615062265
Cerebellum_6_R,0.4926710194175265,-0.5004019657786454,0.7535305449930926,0.7192794438682403,0.948345017943072,0.44241309968016834,0.354747361175509,0.37770871144678947,0.24966987142513167,0.5667630551569218,0.06358563165855755,-0.04644046070017368,0.366713368804653,0.33235628748541474,0.6632438928675362,0.11742737096562406,0.3109027421046591,0.26030143779042436,0.3624607455992932,0.16193521164643376,0.8379747546723822,0.7471478790111832,0.33541219526211796,0.727685930045576,0.12923481832084127,0.13192628957355515,0.3778024915938219,0.014498990234141649,0.585901867725089,-0.28376748497644066,0.019503517929329906,0.40970095955275965,0.16108289808226886,0.7706220996277414,0.3871742398585699,0.43648180208258036,0.2587085725115653,1.0,0.5774692811089279,0.40779482925616417,-0.06443770141421463,0.5438808909006662,0.43768816482663603,0.4831535018384649,0.7017074353135293
Temporal_Pole_Mid_R,0.5078331404765443,-0.31760684605663886,0.7696080291122467,0.4549948548425403,0.5002299019294572,0.238927768165598,0.08231154215331106,-0.030834623398843002,-0.2774889962568447,0.48563396718184476,-0.007931172602670762,-0.24566738857820525,0.17244051714142233,0.3217825693631285,0.48390438104484457,-0.054806805404669104,0.0773926416926654,0.17176347993685834,0.09893990851849446,0.02559395640818109,0.5828462587130034,0.7013718533801332,0.24402190396415097,0.7433506422047471,-0.02535934289751153,-0.08564471905533962,0.23309307805552143,-0.08381738498197602,0.002870783842523959,-0.23659614426556708,-0.061509387674633396,0.11912404989395617,-0.283205518521574,0.34331226922477587,0.18675730159917275,0.05581578142680291,-0.06757139453479846,0.5774692811089279,1.0,0.2653798664994477,-0.29506388029363134,0.29751597529062196,0.1557571793184228,0.13080187782599603,0.6976369966756483
ACC_pre_R,0.6102626226988973,-0.020511635873176882,0.3784072104798222,0.412283251350562,0.3493688836959097,0.27923456385783135,0.7045901185095579,0.47081475539277357,0.10295776296278192,0.46961935005247674,0.6629400640037034,0.005537323007718686,0.6091064181827784,0.3664604460173312,0.21890161055040674,0.5753593840198535,0.760230170034441,0.6778074578003991,0.47733561633637306,0.6997430661542692,0.22750219353749943,0.306836670852518,0.856183471375595,0.22663145715393468,0.7002658263186733,0.4226690079657344,0.48720270619020595,0.31959774366742716,0.32396055531736623,0.1578217512086082,0.6328902162688257,0.7167074848239688,0.4700023467921962,0.3250493058788327,0.7295584690733032,0.7125587355033913,0.23104031539091688,0.40779482925616417,0.2653798664994477,1.0,0.30412044932596255,0.7169349857662355,0.6343533586530052,0.604684389700514,0.28809073122773127
Thal_MGN_R,-0.20847149528823536,0.15292462516288233,-0.16141088591126201,0.21885517113109193,-0.0902853892272534,0.2661928351797496,0.5552118092210824,0.33277377078655135,0.5077916711427432,0.02625558958437448,0.30155067801886404,0.33442139916210695,0.21031266784264335,0.23970002787231584,-0.3527987935343015,0.08458863753674865,0.35469785011279636,0.058085199360742884,0.09025524784313259,0.32489624980783427,-0.20708236497946841,-0.16494534200842464,0.20280117215497617,-0.31251854380492494,0.2721418999212042,0.5542696289036347,0.35969524224499216,0.4550746695484333,0.05652972934171302,0.24231160873792343,0.4343353176627405,0.34182703298881234,0.4190879476957425,-0.046548120864753385,0.3631537246499267,0.45552239966157454,0.2257205285486531,-0.06443770141421463,-0.29506388029363134,0.30412044932596255,1.0,0.39743605150327294,0.4309787910240627,0.4360390448348053,-0.4230439951053478
Pallidum_L,0.5545375038678373,-0.1270806649162167,0.48737664519756285,0.5714353542478826,0.468817218942186,0.49526226385382444,0.8090495588038795,0.4817143902876019,0.2415078201339376,0.6664923899229038,0.5327750672035089,0.04553712662127067,0.6619975458468905,0.5741313741857326,0.16765715812362952,0.4212851987038145,0.7560693928298337,0.6253881652295452,0.47380583659405745,0.6033630754612849,0.31056389488775477,0.4200432876505329,0.709687332841816,0.36906434876297334,0.5063576366159441,0.6258640057399587,0.643833981328826,0.33129959443687684,0.3232211498454399,0.04212891430387185,0.4946852950809746,0.585936164781618,0.26747069411177893,0.3239539759463427,0.6647465095742768,0.6526993138799744,0.3126735961314512,0.5438808909006662,0.29751597529062196,0.7169349857662355,0.39743605150327294,1.0,0.5895541861938056,0.6214461609486831,0.2624651860156411
Rolandic_Oper_L,0.23133688678686692,-0.1741617413858203,0.36418947154616005,0.4610110786633454,0.4034021704102141,0.39561147384776946,0.6126615710508101,0.5151500111976681,0.39080796379816873,0.442809203421147,0.29287973792589955,0.2133149416274069,0.455773412259974,0.392749815974943,0.14097535367146177,0.19242364947296928,0.5296864820664204,0.2960641377772552,0.4446689900198659,0.39129825401259777,0.3284282767993726,0.32024019980674867,0.5119538923197214,0.2024279269451622,0.37589568058905504,0.4973757915146124,0.41779804420241845,0.40411072319731256,0.31322193293582234,0.08074777341396902,0.39474919285434096,0.6498580198594591,0.5297965000045267,0.5220797918514948,0.5001602184501951,0.7695935308868891,0.20917553561151586,0.43768816482663603,0.1557571793184228,0.6343533586530052,0.4309787910240627,0.5895541861938056,1.0,0.7730042092582731,0.1592308771492032
Frontal_Inf_Oper_L,0.20111176549066376,-0.18952610882507073,0.5035021228427462,0.5224378076874999,0.4727256515795048,0.32783356311852957,0.5711262186300512,0.44689581109241566,0.4514805995145535,0.49722756951115576,0.3464333454227473,0.15284052653664873,0.6273637376590517,0.44432215280206266,0.2989978668853571,0.2372118981539085,0.5480953881032472,0.2605179176882908,0.2892460283445043,0.4106014003554809,0.4466708302843742,0.4851400881820274,0.4045559896214136,0.3499153980601442,0.387795012967656,0.4251703681032923,0.30227499428943033,0.2514804659196556,0.40286577581633026,0.18050194847478382,0.33216413904015507,0.7273108743821595,0.4980535730156651,0.5100770095720186,0.5289519211247133,0.6301932136870172,0.4099553777904448,0.4831535018384649,0.13080187782599603,0.604684389700514,0.4360390448348053,0.6214461609486831,0.7730042092582731,1.0,0.24638932999998334
Occipital_Inf_R,0.6180222131928984,-0.41701059753541136,0.8347776879943413,0.3967480701841171,0.7234260586670834,0.07149354173604382,0.01463532697410893,0.07380163193520536,-0.23887214700140613,0.47324194027945615,0.062313303184741785,-0.33097076335991626,0.3114830776092405,0.19803798378161044,0.8193821958832315,0.12340076883735861,0.18905673690017066,0.31964076752697285,0.22129906996088677,0.05532501502173194,0.8065168640825148,0.7402458659793083,0.19235792300751264,0.8322066824356917,0.12516708856891987,-0.19725393800993152,0.005741052322312,-0.31077686315167685,0.34210366017909033,-0.3032158520716545,-0.08393973246381937,0.13938342365193135,-0.08410935941032761,0.5673371835678834,0.1331499941038505,0.08970983925937892,0.05215792615062265,0.7017074353135293,0.6976369966756483,0.28809073122773127,-0.4230439951053478,0.2624651860156411,0.1592308771492032,0.24638932999998334,1.0
