,Thal_LP_R,Insula_R,Thal_LGN_R,LC_R,Cerebellum_8_R,Vermis_3,Occipital_Sup_L,Raphe_D,N_Acc_L,Temporal_Inf_L,Cerebellum_3_L,Cuneus_L,OFClat_R,Frontal_Inf_Oper_R,Rectus_R,Temporal_Pole_Mid_R,Cuneus_R,ACC_sup_R,Vermis_6,Fusiform_R,Parietal_Sup_R,Cerebellum_7b_L,Frontal_Med_Orb_R,Thal_AV_L,Frontal_Sup_Medial_R,Heschl_R,Occipital_Sup_R,Thal_VA_L,Precuneus_R,Temporal_Mid_R,ACC_sub_L,Parietal_Inf_R,ParaHippocampal_L,Thal_MDm_R,Thal_PuI_L,Postcentral_L,Cerebellum_Crus1_L,LC_L,Precuneus_L,OFCpost_R,Angular_R,Vermis_8,Frontal_Sup_2_R,OFCpost_L,Thal_PuM_L,Calcarine_L,SN_pr_L,Hippocampus_L,Temporal_Mid_L,Olfactory_R,Vermis_7,Temporal_Pole_Mid_L,Thal_VA_R,Frontal_Inf_Orb_2_L,SN_pc_L,Hippocampus_R,Precentral_L,Pallidum_L,Thal_PuL_L,VTA_L,Vermis_1_2,ACC_pre_R,Vermis_9,Putamen_R,Frontal_Inf_Tri_R,Paracentral_Lobule_L,Cerebellum_8_L,Thal_VL_R,Rolandic_Oper_R,Parietal_Sup_L,Thal_MGN_R,Thal_VPL_R,Occipital_Inf_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_R,Cerebellum_4_5_R,OFCmed_R,Cerebellum_10_L,OFCmed_L,Thal_IL_R,Thal_IL_L,Lingual_L,Thal_LGN_L,Thal_MGN_L,Amygdala_R,Lingual_R,Cerebellum_9_R,Rolandic_Oper_L,Thal_MDl_R,OFClat_L,Supp_Motor_Area_L,Occipital_Mid_R,Thal_PuL_R,SN_pr_R,OFCant_L,Postcentral_R,Frontal_Sup_Medial_L,SupraMarginal_R,Cingulate_Mid_L,Heschl_L,Cerebellum_6_L,Cerebellum_7b_R,Cingulate_Post_L,Cerebellum_Crus2_L,Thal_PuA_R,ACC_pre_L,Precentral_R,Supp_Motor_Area_R,VTA_R,Fusiform_L,OFCant_R,Thal_LP_L,Frontal_Med_Orb_L,Pallidum_R
Hippocampus_R,0.4389266027528829,0.7801135918017997,0.5339968638479317,0.5166205198782448,0.11628399440747815,0.36749380293414546,0.023214945882213886,0.06805353934432,0.6080738625428399,0.28058869411081144,0.4240820936990167,0.17476626291381991,0.4550800082058087,0.5098757937418069,0.4896806611629062,0.16805431863157813,0.07910273251658334,0.3763904820788817,0.24973693592387852,0.7480401013265415,-0.14152875961006597,0.2449038341110003,0.32562262917948126,0.5629145191480525,0.3768383292299998,0.461687851221964,-0.027787275241222882,0.6567440343119118,0.018756465435306197,0.49526607518382715,0.2560065238556,-0.0029693606123373855,0.7353420138330544,0.5337032313770856,0.3291480122266408,0.017717318890871123,0.08928693582895957,0.315734149445351,0.10202719683617248,0.6737779897799631,0.03927560211533757,0.15919476349839068,0.19509108864779104,0.6203869151187529,0.4990767997737284,0.21606165040485317,0.6391066421083067,0.9312867335207744,0.27525489377734286,0.5532990548673629,0.13514986124716044,-0.03503381149857076,0.6111458302839834,0.4422257117516543,0.6639105159482297,1.0,0.030714363275116393,0.7149410673845136,0.4985600785721039,0.00822117468444642,0.17020944782312009,0.6817202921633476,0.3020100275102545,0.8147379850824247,0.6090590103159649,0.02109607652084417,0.07394612107341574,0.5053112710384604,0.6298403578150512,0.15081230906696677,0.37405131262989016,0.42757363528724435,0.14065975030218575,0.6652325078547003,0.4151777447060276,0.3728915615278551,0.48637762405292995,0.4770985199646538,0.4831775038351765,0.29447953773627106,0.4573091306410571,0.797547379919412,0.2709416551661606,0.7579562106847292,0.6582702724504772,0.6110237162323722,0.3142634837406502,0.2800521220743871,0.5413620605814328,0.2580869523742711,0.15954924294083295,0.08419264208337103,-0.01831601275342167,0.535652056182143,0.30991255081287494,0.21927866076528876,0.12668532102494365,0.40825544958116033,0.0774816226859716,0.2472995537431328,0.2496006408651869,0.2734421933463791,0.08001088342380203,0.4153248835282064,0.07862428148028772,0.3989645425125718,0.6893779873151417,0.10009137443575811,0.04222807858737824,0.19503616263271012,0.5128826139266257,0.23645014125351038,0.3292800755708296,0.21287823254477478,0.7013949119546112
Precentral_L,-0.10248938727594004,0.2911037077811608,-0.1504919591197648,0.30226154764623886,-0.08975772102538256,0.21275649098649682,0.15858335530388518,0.14012602326132284,0.15192095431926295,-0.2082593600514291,0.14912923185633714,0.284516810823187,0.2002782568375463,0.39120754027306026,0.1117655494192102,-0.1415838422757183,0.30959568075071603,0.3335965605720647,-0.17937999694263232,-0.06619097023884797,0.31998229150694196,-0.16640863002432807,-0.1130167359861685,0.22154073270374136,0.38917213288310887,0.37703594376554705,0.08631945629177847,-0.01887425531409408,0.47633115180110264,0.1480817255717377,0.013301199490769786,0.25560338604727595,-0.11470173356557181,0.26957953302798093,-0.16189636421497275,0.8378749052147711,-0.1552387004983303,0.08364935051732264,0.3900780013558593,0.06131282163651945,0.2257096984446579,-0.21908200472385617,0.42178923898867987,0.16381762922068913,0.0360237492904695,0.16203110444773397,-0.14829375012201798,0.10571683055073702,0.09977481896190199,0.12145664876696584,-0.00802374935192058,-0.15337428679097792,0.35320744979307284,0.21730334827390338,-0.019065079659642666,0.030714363275116393,1.0,0.21389346339632545,0.13054881747396424,0.36809645139510433,0.09543609828108966,0.22000870807001657,0.09045086639465427,0.1312026901816136,0.12932733745136218,0.590677617667667,-0.03588647810258703,0.24733478577641027,0.24045336348504728,-0.00942435236400406,0.40028771639076977,0.07502850049659598,-0.1991288675400473,0.25654901758349596,-0.07622570800580473,0.41478530582528933,0.25333798209586045,0.271265118998726,0.25906548413802305,0.05020852079598812,-0.0002286511637494472,0.06618639063331393,0.01601909696940849,0.3235872935263843,-0.15732198886824214,0.2536471195378108,0.11725084038705341,-0.04212638345708907,0.30157557561481807,0.1822992624641876,0.17893722418836838,0.6896539407479684,-0.167839438759798,0.009647591070825828,-0.06429339266664685,-0.17940891302428322,0.45689511836408686,0.41109856244195114,0.3683139721902036,0.48802821130124213,0.4903460294248934,-0.11276473712596408,-0.09209825305364666,0.2705431882758852,-0.0283243100630561,0.17825651001461565,0.02233478397477375,0.6121514912808872,0.5963485466481672,0.3254562441481337,-0.07860367455594777,0.07757459909122226,0.17803241778839715,-0.2777862059932359,0.02797105397038431
Pallidum_L,0.3881655737684233,0.7365367216739717,0.5545375038678373,0.2966143597947284,0.4084003225456918,0.47772516214862687,-0.04854011428281767,-0.07834226423667774,0.8143461429968107,0.3239539759463427,0.5714353542478826,0.06989744160594126,0.4051043497625743,0.5605650547966302,0.33129959443687684,0.29751597529062196,0.05199124734068746,0.48013030427490677,0.39599404389442117,0.6977247905404931,-0.1270806649162167,0.25209111552584273,0.13686242535591772,0.4212851987038145,0.6216317316146055,0.26747069411177893,-0.11258232890988115,0.5085189793131668,0.09202929669373909,0.5708566040678777,0.16982388203033094,-0.12344604566135597,0.5771401913537018,0.6681058239086775,0.5769712929475458,0.04212891430387185,0.31056389488775477,0.36024156916709116,0.02356548349574876,0.4817143902876019,-0.08219314937454651,0.34707693435298576,0.3336593778598469,0.49780283802815867,0.5210918499043385,0.3232211498454399,0.643833981328826,0.6631505185416741,0.41637770288842696,0.7675028835235981,0.3386648511404543,0.1877944415534329,0.5063576366159441,0.4911713629737652,0.6204806096157639,0.7149410673845136,0.21389346339632545,1.0,0.3977641080925022,0.027077702772896634,0.29189220055771464,0.7169349857662355,0.5955209357703626,0.8090495588038795,0.6731401871218529,-0.024520107218108336,0.4200432876505329,0.5125409558830585,0.6526993138799744,0.3130524253514717,0.39743605150327294,0.5628359140046812,0.2624651860156411,0.7282946061058285,0.5741313741857326,0.4469876966549014,0.4319474089786035,0.30976340155410376,0.7566367617918697,0.04553712662127067,0.66606061292312,0.6778300174872995,0.4028199062281606,0.4946852950809746,0.5719624204335902,0.45836966616895986,0.49844324568483245,0.5653517937401664,0.5895541861938056,0.22681969014366843,-0.018850574550303357,0.17472129125787259,0.14731557807662032,0.487984767877325,0.49526226385382444,-0.012770747330924866,0.06839491431121106,0.585936164781618,-0.038043295255717216,0.38180790443140994,0.11520844803058368,0.468817218942186,0.36906434876297334,0.5493293902657198,0.1116686456536932,0.6258640057399587,0.709687332841816,0.17349528156302563,0.2516775185995322,0.3126735961314512,0.5582346280787697,0.12930487929365125,0.426599463451293,0.05019716058244168,0.63226872476675
Thal_PuL_L,0.2308463965901765,0.5136717789214916,0.21039392884227928,0.42202875449965527,-0.005208708186057608,0.37214946818844535,0.1355953507501566,-0.027268476171318723,0.39875072118494254,0.19342803953421545,0.17278682601790166,0.24545903521614215,0.3257433848419765,0.4195275678523823,0.2857108433235643,-0.07578715689749031,0.10031028870397843,0.34696179810439387,0.10261740107516616,0.39089431557058185,0.07001209044674676,0.2957329623761727,0.12772703989373368,0.4209693303297931,0.3233881033297024,0.3587436679992028,0.15298988805564415,0.40426263126333006,0.15158902177654676,0.2564339782880621,0.11048906737534885,0.012429539632069919,0.4582302384595195,0.3206681912181383,0.14503464657867743,0.1620472997588489,0.004424669669201165,0.26752983961733473,0.213895898444739,0.28931540569866426,0.11566821234829552,0.11694546412193679,0.276628948050382,0.3639888628182262,0.41144350201370194,0.22571146015570157,0.3700115666375893,0.5039724416035539,0.20527058414426685,0.2799269655001332,0.08641217858039706,-0.20341545229071492,0.3573133125219608,0.415786308240799,0.4414386876532142,0.4985600785721039,0.13054881747396424,0.3977641080925022,1.0,-0.14571042850767826,-0.06017644756504135,0.4281173395168154,0.14432710727268672,0.5278080505644774,0.38531737164540514,0.05413533755508923,0.023863764471107086,0.2906938345989548,0.36074151353022904,0.12101010028006878,0.3402689291940818,0.25056148770306647,-0.027679826077301583,0.44094333928010065,0.19876832191775173,0.2902001418033897,0.366371627829974,0.30346243331070777,0.32131225887256043,0.20778771228564674,0.25143428898452436,0.4600287037691251,0.1299018013990949,0.48555804354004917,0.27425755901541804,0.3708256297657151,0.18094165554508404,0.13918010854361385,0.4088796307651378,0.16105168183638602,0.2240559183268628,0.17325637953902626,-0.011968891209572386,0.37315259646672144,0.1995711704483723,0.07772738619011009,0.13006397288079136,0.4044927710606598,0.0643174935668315,0.29296228701485943,0.2533139087104038,0.14538602431533007,-0.02049055384796682,0.4063533857253906,-0.09033701048365887,0.34553712554689237,0.4019884664947712,0.10218552755624304,0.16467488686135226,0.19637294937618244,0.35096312666236956,0.19462545828238045,0.29950832104035585,0.04374055900698521,0.4416995174506091
VTA_L,-0.1379541447909454,0.20608697807539297,-0.040295067342351956,-0.13102040823844952,-0.0887386056000556,-0.17179647379383492,0.0470340060815032,0.13167140811758024,-0.07197130748750213,-0.07306198917113023,0.1841987644824623,0.2853703623472705,-0.17870668174836066,0.12312836707470853,0.060067019342020446,-0.06813312190795721,0.2539741554206479,0.009147144104629563,0.02377451449616799,0.09536932739764797,0.05980010864418509,-0.06091570593626888,0.07541495262898312,0.047656267459621426,0.0874354813423183,0.23678327085976295,0.14725275501055135,-0.12815426500650698,0.34056793118629264,0.07933899551362808,0.15862722458679562,0.3658177160018579,-0.14622305761761364,0.2419511851917355,-0.03377501702745012,0.3627994461499662,-0.02567065265370388,-0.25475960132989617,0.3082216791732765,0.13036932167251186,0.1592480237698841,-0.3296158901344977,0.04670533035636483,-0.027439319185377044,0.014427139961221237,0.18154589310611938,-0.2668070511897432,0.09704086258260493,0.1424822985886024,0.0466468166278922,0.08738677016877437,0.15523850825220853,0.20520927209178125,-0.1605417049292441,-0.25595321210940863,0.00822117468444642,0.36809645139510433,0.027077702772896634,-0.14571042850767826,1.0,0.3492835354033785,0.09563737814660227,0.07602821325039005,-0.05505505781885684,-0.011226379454999085,0.4114961899089944,-0.10907379432711799,0.2517265840896178,0.1335189102068135,-0.06344671398986293,0.13574015786085278,0.18290905302529883,0.07202355903223968,0.1353505287086437,-0.23144957247522543,0.23793309484219785,-0.05200844536665234,0.12556902952605598,-0.11210275045421443,-0.10449834209500986,-0.09825037296829606,-0.05400522624464477,0.10296408377333478,0.1843961472766148,0.06293573270268123,0.1530266118022352,0.23991357021227364,-0.13008224704339386,0.07499059969739666,0.10135751115230289,-0.07578274873000679,0.26030640247562287,-0.036002416334239666,-0.07874407783299442,-0.018235634948886564,-0.08313776007022249,0.3280432553559942,0.12744775897273267,0.2889310193280403,0.21304411873488785,0.22189404845203714,0.037561721882390875,-0.10389527702755236,0.021866152620056055,0.2718955751552467,-0.059141277568969995,-0.02377587836253222,0.3489810240107737,0.20088944109371287,0.11698264808263864,0.017437547550300123,-0.12428066277850167,0.20360283585398697,-0.021023403760788616,-0.2260331661671222
Vermis_1_2,-0.008538549565205045,0.2772734180714488,0.5540429290427037,-0.22335645061996673,0.46522129128364054,-0.04399179280586462,0.41279082305835335,0.3699167361079507,0.14376423277030206,0.1714998340540928,0.2729945416519344,0.22328915806395588,-0.23035972818712167,0.09061955469333625,-0.29506583189490393,0.4444017043651988,0.27632730619288265,0.3073059506354551,0.3357913731027318,0.4342585312081364,0.06083733793668122,0.06091463243629811,0.11290660379124756,0.2656752862242543,0.2454579078821105,0.08233077878135896,0.40389381482235465,-0.1693158226650083,0.2329083562091018,0.37967622096953696,0.3315679371501317,0.35523740311858604,0.028941494085176933,0.4749618720838873,0.35729587787033584,0.15095998550272594,0.34940490960148585,-0.4021288061603814,0.20679395021190083,0.03667204861686024,0.21173433289734067,0.1321750569899876,0.11603639076494858,0.15009613750364506,0.5900176807065298,0.3441172192787646,-0.15889781604324205,0.27280137232415835,0.45857855262555375,0.351237263632382,0.3465746061866299,0.6922425374232479,0.3326584703814209,0.010692241589501104,-0.16050212938923203,0.17020944782312009,0.09543609828108966,0.29189220055771464,-0.06017644756504135,0.3492835354033785,1.0,0.34110035647035725,0.7294694551731538,0.021647040829245616,0.13363412472244704,0.10798462527967395,0.44798112127077455,0.5245985266028989,0.037265286934100764,0.29578940030948164,-0.2512694322638728,0.5749255789564003,0.6265221877033904,0.02273537642591877,0.1654880524375977,0.15501200131086534,0.0002990113494024482,-0.09132205670235392,0.2779912340007755,-0.2497308943741999,0.13204514707628234,0.16897621963631645,0.5011260706055208,0.23193140261993928,0.4731266372315844,-0.07559092976808701,0.6466806565431326,0.4338308216046663,0.04648232599796045,0.6221094440598088,-0.5426319413015901,-0.032412897734356114,0.4039353843224544,0.008869819102280754,-0.02864093582036136,-0.02088262576550259,0.19905649901480374,0.21485587605865245,0.27833827765706215,0.12467745904598727,0.02976511846821401,0.35073435022911903,0.46935732800490776,0.18346062232337748,0.3829337446508938,-0.13808813312334206,0.27874990002542877,0.16384520434786348,0.018471316917663804,0.30752421029407917,0.36068741499791335,-0.45253080608753715,0.24261075783773056,0.10419433104115353,-0.21484337904742956
ACC_pre_R,0.4954214193131229,0.8087904746786297,0.6102626226988973,0.26778102016670996,0.277261785147057,0.3080663073285978,0.06394573733313237,0.027020788644771615,0.5853512769765293,0.3250493058788327,0.412283251350562,0.2083437550014701,0.2535264707877424,0.672291897329934,0.31959774366742716,0.2653798664994477,0.09009172972261384,0.6482437248993815,0.33627788915837165,0.6184454017877451,-0.020511635873176882,0.2291903566233166,0.2003208209050443,0.5753593840198535,0.7471103496543297,0.4700023467921962,0.13149576233267776,0.5006579350842774,0.1997410040094429,0.5952607501070288,0.27507249199216144,0.0936998736578853,0.5237660507703127,0.6238342790568397,0.4642207174631082,0.1578217512086082,0.22750219353749943,0.1530018277433442,0.1378977957664393,0.47081475539277357,0.15470132507398385,0.22105149267373564,0.5006447969646246,0.5228816979454904,0.5830043072135835,0.32396055531736623,0.48720270619020595,0.7073031383452023,0.48102864510306964,0.6702304631737199,0.20996032042255147,0.2349403928591921,0.7002658263186733,0.43867951693239915,0.4704218476026408,0.6817202921633476,0.22000870807001657,0.7169349857662355,0.4281173395168154,0.09563737814660227,0.34110035647035725,1.0,0.46879820700893565,0.7045901185095579,0.787321475548595,0.05310055184733006,0.306836670852518,0.6423063874705435,0.7125587355033913,0.28068090043491395,0.30412044932596255,0.599967527824459,0.28809073122773127,0.616865247551196,0.3664604460173312,0.5296431042129094,0.3721664574958406,0.42188303338832717,0.5715056896446569,0.005537323007718686,0.5523122689885839,0.7310043918461779,0.36341310620318684,0.6328902162688257,0.6355907232833402,0.3471846665378582,0.4842317589695958,0.41244884783507324,0.6343533586530052,0.3842660315636999,0.002251140009797505,0.16566498009942743,0.14959140063516937,0.4769187622354167,0.27923456385783135,-0.009072814641341038,0.356983460752918,0.7167074848239688,0.26477496846500387,0.47695595118411194,0.31414233846617545,0.3493688836959097,0.22663145715393468,0.5998063898532406,0.17536290967800408,0.4226690079657344,0.856183471375595,0.3573692942415108,0.12643441342238898,0.23104031539091688,0.5613163808580662,-0.012692003228399905,0.4324521788892535,0.0631468517556896,0.5037225146094944
Vermis_9,0.20947590919866335,0.407240160531164,0.5688723063234873,-0.05435345574071326,0.7933050673760197,0.37270786940082107,0.10691658942627137,0.20533268805929356,0.49713602939742907,0.48578995092958904,0.5409888098042877,-0.040756170812643044,0.01806592446211879,0.2674984277594332,-0.11229235782801462,0.6262630816176751,-0.034947556495509326,0.49391675062274293,0.49234956954590897,0.600407357285708,-0.1559420828996499,0.33459541026611106,0.06816801093254041,0.1408413187044436,0.4859862867170452,0.07053788370863116,0.14700152258539523,0.019230243895045684,0.14940011025498418,0.5390171290123403,0.2804517878649175,-0.08438231606300897,0.36362845893229184,0.5208018214830256,0.4912875923340486,-0.0584300288396945,0.6535047539406017,0.02452910715625566,-0.06328466019732802,0.1816267814573259,-0.0012806205017303173,0.43252480189136333,0.29876715164935597,0.2800172210102126,0.5582431428293656,0.4580917350728582,0.17838378620358167,0.304791749946642,0.6190007603612814,0.6260962550347318,0.6534054795367565,0.7009224715166893,0.1942184999235211,0.3463065877044914,0.16059812704120488,0.3020100275102545,0.09045086639465427,0.5955209357703626,0.14432710727268672,0.07602821325039005,0.7294694551731538,0.46879820700893565,1.0,0.3162881352717505,0.3931549319213562,-0.11428882980062113,0.7903066337227842,0.3890932124058035,0.2838471433413656,0.4343591790264593,-0.10718092186465226,0.5197949646253579,0.6916957441411068,0.25021348355446055,0.47359755480375937,0.2645349424597047,0.33109186185151773,-0.004508701969216801,0.6553594034596322,-0.13317159834476464,0.2852974151346936,0.209118567408353,0.6668565579379543,0.09693349496845573,0.48431595710084424,0.10218766246036506,0.7177428043803756,0.8398150635875695,0.3475500456120897,0.44072604868654475,-0.36885776121767805,0.0689263294521323,0.5570593810702357,0.361362256526044,0.2853596237951332,-0.07945718163116938,0.0316699176364232,0.4607005122047525,0.023589969506298616,0.32429759943717706,0.016746244771987974,0.6565935135345146,0.7510409662086528,0.5131748128284379,0.32569443162650985,0.13107950622671669,0.3862083645593257,0.13469429355362683,0.21090742643439833,0.47293158740870495,0.640639557906823,-0.3031625427747272,0.20454720223655676,-0.032648857796735556,0.08331488620154587
Putamen_R,0.4233258694753475,0.7536857872326457,0.3623022331396731,0.5474327236247282,0.14222448938330137,0.48571480627010544,-0.09895692164988486,-0.0823298194672171,0.7908505881807047,0.22910705321510505,0.37449190747249617,0.06243190438522752,0.5815227960789925,0.5761497250079466,0.4515100577907859,0.08231154215331106,-0.03848663880208509,0.49673151644900165,0.1826391662508624,0.6411916702743519,-0.13085841580939436,0.23073168604163394,0.28917016330621337,0.4665182391553577,0.5285462013567552,0.4532337306128204,-0.2064950340871877,0.7767120732118552,0.03160769255817252,0.37647714322682074,0.2390054926942718,-0.16138178352001875,0.6641731937111905,0.48386934464151615,0.33496430502392205,0.0009889894823101471,0.10417333861472763,0.41600070968863145,0.01805245939609822,0.5617214349982236,-0.08492337768294698,0.16413449086671664,0.3165798165187684,0.5367776246043935,0.4315723622812838,0.16605957770854315,0.6213313478401457,0.7706076563635479,0.18768874317611178,0.6098498959775505,0.1575656800614157,-0.07858438595847111,0.5486331486351094,0.5366761449182194,0.6660463338306258,0.8147379850824247,0.1312026901816136,0.8090495588038795,0.5278080505644774,-0.05505505781885684,0.021647040829245616,0.7045901185095579,0.3162881352717505,1.0,0.735808327912056,-0.06102207564168276,0.15520217914860288,0.3776024388376283,0.6960967657796352,0.1585647485878773,0.5552118092210824,0.3653910892838311,0.01463532697410893,0.7838976029377639,0.5527555078530242,0.4749128333476369,0.46332033773598136,0.4567202639757483,0.6277043543601855,0.29022273988479075,0.5377040187608071,0.7447087933237888,0.16732612156359142,0.6517828782770879,0.46848056513034625,0.6462526094103758,0.22081553084342517,0.33648242971004316,0.6126615710508101,0.06611954441803845,0.2217945646644232,0.12938860292857407,-0.03019137975666868,0.571618146496128,0.4229313623665051,0.20201485816251633,0.07963079146739262,0.5842681160577953,-0.043179179892207147,0.37965177369901654,0.21726275365536535,0.24268506374984064,0.08654601097975563,0.4987346871274303,0.019118814802451103,0.5868796831964833,0.6735552329045011,0.13948281695553874,0.16319813709059286,0.3204805096583538,0.45834413568529514,0.38611675606070484,0.3814382580668508,0.17221266336005916,0.8676343609279193
Frontal_Inf_Tri_R,0.4710580651714955,0.725858381888816,0.463017269676405,0.2112358693034304,0.32107504671061643,0.3902123564658879,-0.06019349869378102,0.006245188514145263,0.5759204842598299,0.470523122930705,0.39143131741365095,0.10170054462948677,0.42644285831890527,0.7532260908649883,0.32245233906916604,0.2071897977303533,0.0960966581491556,0.612627328164145,0.3109987599247851,0.5827973251663893,-0.16544594633864704,0.30907027331890213,0.15195254516890047,0.42844089699051885,0.7208917333805573,0.45988883200444924,0.02328911842829293,0.509518545250551,0.16298635516342816,0.6232224601403364,0.2025095858584195,-0.13849792779113276,0.5222974955734092,0.5595873092398741,0.4057318200345732,-0.005679529953417961,0.3280232311221321,0.2070034637452717,0.002032095233903093,0.5038551060423115,0.1257303776058897,0.3401713674772698,0.47165910879079614,0.45591146264088855,0.45605514612448783,0.38183695242044746,0.4721558336641133,0.5399889144896981,0.4720877744766962,0.5609965256548729,0.30136638106713703,0.1539330748198835,0.5627315014273996,0.5623580680492416,0.41474098623316163,0.6090590103159649,0.12932733745136218,0.6731401871218529,0.38531737164540514,-0.011226379454999085,0.13363412472244704,0.787321475548595,0.3931549319213562,0.735808327912056,1.0,-0.07056272359773634,0.3558591603663302,0.4822493817914743,0.7675189760496802,0.2556345259556174,0.3631267468732016,0.46882946658852,0.24935250699321218,0.6268836739315242,0.5724372811505565,0.6469888750601925,0.3835961339109235,0.3229779612355651,0.47205858000420753,0.15789666576230799,0.49230382744314655,0.5857885917634196,0.37390835366075137,0.48074460738362257,0.5363202699740177,0.4155183921871717,0.42658255005721474,0.4087797840273728,0.6937489658012401,0.26598707726168885,0.16992733487205522,0.1346790503693661,0.23871927871623005,0.5976849523209063,0.38935516141070325,0.13136744120372854,0.23858371857236718,0.6849541719827361,0.1624741131098036,0.4488654771614752,0.23146057429026665,0.44157403749086743,0.2627206869257079,0.602043337065451,0.16139491533204336,0.48002615838947116,0.7131104119029924,0.2695447500365409,0.19938590409089493,0.2538131768122858,0.5943824560414434,0.24338190547643113,0.33951059728946986,0.028757157387329927,0.5392495252950281
Paracentral_Lobule_L,-0.12362229468432478,0.15139006797017865,-0.19216017573609956,0.22409671942643367,-0.43236071237307844,-0.005326919901536976,0.4380117243144175,0.2951578147448136,-0.13411464102008536,-0.2468999585020806,-0.1398385654961895,0.738319152336123,0.03797220119609943,0.27422019274959664,0.10136720069716072,-0.44054733741274504,0.698120120976029,0.129894827686826,-0.3412072546531197,-0.13607295779163334,0.4831224560304541,-0.20974367929487583,0.11134177405863296,0.18169620073602666,0.25508460757049517,0.33523585862463273,0.5153258935170582,-0.18500947534338008,0.6974794744221889,0.0870427652801391,0.13847518175248374,0.7321304301293103,-0.16570685345075184,0.33909298203947835,-0.15049358229467064,0.7209566747881828,-0.42605953367768334,-0.09213271088350393,0.8296551330949907,0.10503303780166978,0.5870094424979639,-0.3007303519508817,0.38474788656613357,0.08954049868176116,0.12166257203954997,0.2557896167114846,-0.2928031742467528,0.11416664843940036,0.06628110109490981,0.0057599362850239595,-0.24504745495002567,-0.33187699010278177,0.26028368845397615,0.11723507039630554,-0.18485767553831678,0.02109607652084417,0.590677617667667,-0.024520107218108336,0.05413533755508923,0.4114961899089944,0.10798462527967395,0.05310055184733006,-0.11428882980062113,-0.06102207564168276,-0.07056272359773634,1.0,-0.4054905738850244,0.23835603567528552,0.0821647956200736,-0.12341811467133174,0.18196656373781406,0.023944726245773932,-0.35351686830054835,0.10652921795733195,-0.23341116312532617,0.5145656706015488,-0.019130931235193632,0.15519483107065302,-0.05571872038206594,0.1489869024993862,-0.19270267518409787,-0.10122968159277675,-0.12812511905474755,0.26277782972481,-0.01174251897899463,0.17605542692612555,-0.0027818622981418124,-0.41134758532022025,0.10632360566558664,0.2478320791674083,0.2548376415127665,0.7197334151710045,-0.37388113872966355,-0.1574918962284581,-0.18929939527046952,0.04909460135242212,0.6240794592981611,0.23377854211073573,0.6510274389934271,0.45319135748184647,0.4860986255777079,-0.2791101384714775,-0.40919681675504077,0.07590051126129797,-0.14094555844847356,0.02032765548178975,-0.019159412014393654,0.5548121390497043,0.5013700625654023,0.2057216246371008,-0.18106407215540055,0.033923700413125084,0.34354288854070714,0.060133661813016076,-0.16034425170003494
Cerebellum_8_L,0.2156525752013724,0.22210920267933698,0.45167995714465575,-0.3094037836395769,0.9354300070721792,0.32669829922719756,-0.11878498181018368,-0.008959222745159407,0.41751619991195427,0.6543116233559289,0.5571497198583578,-0.38098677909808704,0.0008324850711850439,0.1805730653541198,-0.158859353449683,0.7013718533801332,-0.25794660385937485,0.37402748572669026,0.6110736015771996,0.4508426199457179,-0.3502615852730242,0.3972627688353083,-0.12533046051555782,-0.0225539567627762,0.3742151160470367,-0.05607678752885982,-0.060897255648919596,0.01503553876818069,-0.08256854510791309,0.4092295846468792,0.1078578026305043,-0.3810179092433619,0.3209839858116814,0.2503834223086975,0.42849286271940834,-0.29131032399505047,0.879708621256845,0.009655747581933579,-0.40950428756029555,0.08392092595332915,-0.16522562779636427,0.6376592752727556,0.22196493441694218,0.045848946524170854,0.2938604498662841,0.36607679993884634,0.17659261264573436,0.0032242974064804306,0.5901110207444542,0.37079497998052796,0.7041695943706967,0.7773194847917818,0.016187031900494104,0.25789310677646166,0.08798432266994474,0.07394612107341574,-0.03588647810258703,0.4200432876505329,0.023863764471107086,-0.10907379432711799,0.44798112127077455,0.306836670852518,0.7903066337227842,0.15520217914860288,0.3558591603663302,-0.4054905738850244,1.0,0.18112326657980382,0.18995153462723527,0.44535754897770696,-0.16494534200842464,0.37434574876644255,0.7402458659793083,0.0718598306564087,0.4528474076266016,0.13821000895457966,0.2646844517959763,-0.0856442001069411,0.44251911332340244,-0.20621073908037113,0.22293626275963305,0.07877979175607819,0.6793331409832744,-0.1701957159818723,0.30518159395475486,-0.06552468315267829,0.6352333994105407,0.8947251692657106,0.32024019980674867,0.24096799359772036,-0.3411984332298462,-0.032280113161840145,0.7169296131453333,0.34656871860166333,0.38495812760429954,-0.15949613919226827,-0.09110237292843527,0.367084381882289,-0.14852614295149463,0.20280003503206032,-0.11357185864402436,0.7602297116359216,0.861222241301754,0.48172338585766505,0.41729862060579265,0.07824507835316194,0.21738124148807852,0.09420946432889635,0.11251070643281359,0.19616783911657684,0.6406548121575573,-0.17694468410142408,-0.017520409832601346,-0.21691435144820467,0.004920849344111898
