,Red_N_L,Insula_L,Frontal_Med_Orb_L,Precentral_L,OFCpost_L,Thal_PuL_R,Thal_LGN_L,Rolandic_Oper_L,Frontal_Sup_2_L,Insula_R,SN_pc_L,Thal_VL_L,Frontal_Sup_Medial_L,Cerebellum_10_R,Cerebellum_Crus2_R,Thal_VPL_L,N_Acc_R,Thal_LGN_R,Hippocampus_R,OFClat_R,Parietal_Sup_L,Thal_PuL_L,Frontal_Sup_Medial_R,Cerebellum_7b_L,Cerebellum_3_L,Postcentral_L,Thal_Re_R,Frontal_Mid_2_R,OFCpost_R,Vermis_10,Heschl_L,Vermis_9,Cerebellum_8_R,SN_pr_L,Thal_VL_R,Parietal_Inf_L,Thal_MDl_R,Thal_AV_R,ACC_pre_L,Vermis_3,Thal_MDm_L,ACC_sup_L,Cerebellum_Crus1_R,Angular_R,Vermis_4_5,SN_pr_R,Cingulate_Post_R,Precentral_R,OFCant_L,OFClat_L
Frontal_Mid_2_R,0.5218855813239545,0.8749451471021389,0.5359938484007364,0.5942507250023532,0.5053083904265426,-0.01696549940136684,0.24842764510094725,0.23638312986301543,0.9441792991483358,0.8612603040714449,0.21130148622047493,0.7070232346945237,0.8746099729999427,-0.0028020217426470316,0.006651893602903848,0.6756944714442508,0.6827427822040208,0.6859162907372305,0.7521723480445949,0.029298033743797296,-0.20202483472651478,0.5638711020864365,0.880117305126504,0.10963133728501859,-0.4008705203461796,0.1467083925260852,0.3941596582905783,1.0,0.5480780059772562,-0.09219570781515113,-0.24051801178563548,-0.1974517012010335,-0.12377873533747909,0.5981814067062488,0.8565595971571703,-0.12132589559993101,0.5003407793216438,0.7296299100662199,0.7617307478164519,-0.22820522967447518,0.5027823691901145,0.8646548100930522,0.25358551675844343,-0.25018876945423046,-0.3054382197681204,0.4582704079654354,-0.20802580736675474,0.7384361015592619,0.19921466582810035,0.19346116368289298
OFCpost_R,0.3249804053380965,0.4703271704637936,0.8635050645668996,0.5120020615296005,0.6467167832382483,-0.2566288105407676,-0.2825584861226614,-0.4821287998404633,0.5801829898939935,0.500140713336082,-0.10168279556186222,0.30988467538117054,0.4605557374194782,0.13708308584782491,0.2839385787307033,0.23316059642116785,0.29513674651328614,0.4866218246219141,0.31751243303765475,0.2564404480583687,-0.37764301925910626,0.07910823767847132,0.5322712787713059,0.06793610947432822,-0.74704204302679,-0.21424474198946766,0.4780007861722066,0.5480780059772562,1.0,0.07294933527087061,-0.8515116504180227,-0.14901403004380295,-0.30671785722461903,0.14757701581452562,0.316037256888066,-0.46447638259976903,-0.12176411330278213,0.7413471991155648,0.6305076093053962,-0.5907350468794187,-0.015155218872932532,0.4352010934484634,0.560662208702756,-0.5690559932816008,-0.7014486344079388,0.08569175997203327,-0.6915832994372274,0.38266305027054615,0.18593532821011133,0.5238214386909407
Vermis_10,-0.2948213366717028,-0.14601314315741926,-0.07773835540983386,0.05509765395052726,-0.27877309187756805,-0.16417989434325736,0.06936135621004466,-0.24939977218534787,-0.04949336893867968,0.017289026008060905,-0.19873863291499308,-0.19219445584045958,-0.020398842982273204,-0.38535554868577315,0.5518886809209619,-0.14952216304221613,0.0011926267168556003,-0.2539756940269742,-0.10160559026566231,0.1376885708512696,0.13230141475763046,-0.23464649862463532,0.015961009790339122,-0.1063458463437088,0.18444629965846684,-0.11055775136738524,-0.19784258674961608,-0.09219570781515113,0.07294933527087061,1.0,-0.15037525232735843,0.084625231742605,0.27771479058389015,-0.02234039258018733,-0.07578256772264946,-0.10777151364673393,-0.0948257274651841,0.005654232697664614,-0.12535361945620224,0.20214596639531662,-0.15702767948783272,-0.012940021532358438,0.20733689913152348,0.01689686029288225,0.21513122472689217,0.05659759912736772,0.19407843990529935,-0.09803119583122538,-0.023738236205627438,-0.04662788026823469
Heschl_L,-0.230553040403599,-0.15984538613107488,-0.6966282641941526,-0.31576922406087854,-0.46830845251152414,0.2946158747518299,0.34411331567144504,0.7566890969270135,-0.29041352757704303,-0.20610023794912266,0.29717803012970456,-0.08424635284260792,-0.11263273711217262,-0.0965861150150986,-0.2720280770359063,0.024324735199778364,-0.0368094660028494,-0.3402568381228,-0.06662256789223223,-0.15872642967544517,0.3235013632469595,0.16072624653053968,-0.18912952562167942,0.05614009361726067,0.6840752880341284,0.3694150378883539,-0.41874465747424644,-0.24051801178563548,-0.8515116504180227,-0.15037525232735843,1.0,0.14787652958930628,0.27423798456120524,0.09126020588490127,0.010726547748179908,0.4002800073494442,0.4092498345945554,-0.6159108704941927,-0.44272053144802764,0.603135139821597,0.26754122364721467,-0.11195954399902708,-0.45452612749677346,0.47844476397401237,0.6451111461411483,-0.08817701042187598,0.7348680969092989,-0.16736334971691516,-0.10619328644069621,-0.44311966288368126
Vermis_9,-0.13378297235605907,-0.22079163474958188,-0.28549655012239233,-0.16451575499439108,-0.24921492309425455,0.14659800064858897,-0.028735754351556966,-0.0083714545679898,-0.17893764479172253,-0.022254787032628866,-0.032803676273078015,-0.14191729853137294,-0.03305000037636005,0.057660856345505836,0.0022893069946891276,-0.13814762950671752,0.10713844877988346,-0.16893655898950402,-0.2071823766876183,-0.04015125091358491,0.07872004255697988,-0.03227963240663766,-0.0664801397900459,0.2971902329487152,0.18977529777604224,0.08511865203674332,-0.1964552047268362,-0.1974517012010335,-0.14901403004380295,0.084625231742605,0.14787652958930628,1.0,-0.0337730242385138,-0.18189671301316632,-0.11709099820416076,0.14004630180230535,-0.08667703887335253,-0.16834038590811748,-0.2582112517566497,0.07085943924224396,-0.010843387793454862,-0.03279050231960355,-0.07019285353590828,0.11724364991800242,0.15156243777171435,-0.09748103407256517,0.12978886291416455,-0.032576463429272916,0.08892596497336121,-0.16348666834844203
Cerebellum_8_R,-0.3660783612333307,-0.21326962872104538,-0.41889166406998946,0.16073532047217215,-0.4559502447594039,-0.01250587997543806,0.3721875012970595,0.3188044567031442,-0.10690077975575303,-0.13420371770390263,-0.2442579973957443,-0.3117360378071131,-0.07404404519342728,-0.6240315521558809,0.3272339548934888,-0.13285506288756163,-0.10264727478714171,-0.24175712145797154,-0.12650492192211837,-0.004753885470042076,0.05586478028528449,-0.13823142390566476,-0.03728444566484268,-0.1374821958152669,0.340031504593693,0.27697549733852617,-0.3055729204338968,-0.12377873533747909,-0.30671785722461903,0.27771479058389015,0.27423798456120524,-0.0337730242385138,1.0,-0.061674421196564785,-0.1299647050797739,-0.09015902715356937,0.0001969146014257492,-0.348357597474578,-0.2614517623558905,0.3224392590391581,-0.20142180516413014,-0.09686962066837836,0.21472234278912272,-0.10929552106873523,0.431386816738729,0.10611383223945654,0.5311384210328038,-0.07805993408554605,-0.20952217884582366,-0.17549537732151524
SN_pr_L,0.48484929008484995,0.6680685068865166,0.17444412728272085,0.1593037175794364,0.11971659265348197,0.24989559628989017,0.44691213001363456,0.23072751553371462,0.548076564199572,0.5453016680552039,0.4775418580906663,0.650749029972706,0.43846038292621764,0.01484467565140249,-0.008786773861638855,0.7622750260657057,0.3830263414189216,0.40967993016461196,0.776465407139348,0.07011889548783866,0.19550729530956695,0.5264119803897324,0.44032530630303957,-0.005100369316536441,0.071706266082571,-0.04546936362037549,0.21594202753400582,0.5981814067062488,0.14757701581452562,-0.02234039258018733,0.09126020588490127,-0.18189671301316632,-0.061674421196564785,1.0,0.6445163812717645,0.12553187839687538,0.6767784353471962,0.35912367722799143,0.4172371446665503,0.20060394152698555,0.5512737687815056,0.5022412275707167,-0.004126403335301283,0.036447472672685735,0.1119098010404111,0.35074529718662634,0.10581664815388139,0.283756526400565,0.2546367216603812,-0.10117121209454498
Thal_VL_R,0.42837826034291576,0.882737486829168,0.32279936280471067,0.4038978863424725,0.2535317604361069,0.17558830855912502,0.3596322624607107,0.35989234639403034,0.8605127167855776,0.887239850502692,0.3391317639997368,0.7943790356145071,0.8679451598472153,-0.02207971654348526,0.049199472110373864,0.6885350872392215,0.7995020865326266,0.5467560557096807,0.7428196725738841,0.00029694653810199306,0.07304286596907973,0.6079118821276658,0.8364982778722378,0.06642359999785093,-0.12230944233094691,0.17836214426418784,0.2919541188588048,0.8565595971571703,0.316037256888066,-0.07578256772264946,0.010726547748179908,-0.11709099820416076,-0.1299647050797739,0.6445163812717645,1.0,0.05217068967262088,0.646495532404374,0.6493752159020745,0.6674248182456877,0.017808972831864833,0.7217712350583377,0.8609593808275239,0.1254267473629101,0.03437679198714492,-0.09812684397785724,0.4790615688667825,0.011564126987171007,0.5962567694739536,0.34075351157800615,0.0946578235260945
Parietal_Inf_L,0.07545564672043478,-0.002113507586071868,-0.3656453508094871,-0.40723826404928043,-0.29042238354195543,0.20576304971264023,0.1804827774913403,0.18314498068548007,-0.2008404730567812,-0.06011670467185892,0.2814932103400425,0.10870501278530893,-0.13196887743268687,0.17590862070803323,-0.3720113236656318,0.14793052414610622,-0.02874234026965358,-0.14405724826920563,0.059071258819203505,-0.1523603323875071,0.5457355502846837,0.2741238284419623,-0.16198708380130972,-0.09810788502037492,0.4884388564751663,-0.09241197178234076,-0.12266113769108815,-0.12132589559993101,-0.46447638259976903,-0.10777151364673393,0.4002800073494442,0.14004630180230535,-0.09015902715356937,0.12553187839687538,0.05217068967262088,1.0,0.3004239858220491,-0.20756491738356514,-0.18299429055846034,0.3524700697421173,0.25472786567996997,-0.04258429999407708,-0.5827750580166762,0.6313612804653848,0.39652480137240526,0.05494011321469786,0.2593054913840895,-0.1342180623905011,0.11624743445993357,-0.24377265521771713
Thal_MDl_R,0.4470185516496913,0.6448872458395509,-0.023276879668062373,-0.04140349459452146,0.04963784486499965,0.3296180713959282,0.36870029567960944,0.475290176299178,0.4226763306686158,0.5343354346351196,0.47609908524995936,0.6188542882711316,0.4794286982962844,0.024622232263241405,-0.1627660710041348,0.760872696535271,0.4544390075720232,0.14170301081513864,0.6470116333571775,0.09840243299822182,0.23868377573334415,0.6889307720661475,0.4489136388584415,-0.03246684648161816,0.2948141357801426,-0.040067108818685845,0.06158900476209572,0.5003407793216438,-0.12176411330278213,-0.0948257274651841,0.4092498345945554,-0.08667703887335253,0.0001969146014257492,0.6767784353471962,0.646495532404374,0.3004239858220491,1.0,0.18834711828376038,0.23177035014520553,0.41572929839448514,0.8126475125461825,0.5277436548885627,-0.2533934756778225,0.2983468041381888,0.3975897869842312,0.2503001503433164,0.3592846760418383,0.2584004229081277,0.08386178867418684,-0.2772490680875264
Thal_AV_R,0.5307601523455744,0.74418941337072,0.650141144514344,0.40074144092515007,0.5217234442377998,-0.04861624563794737,0.06539153185530175,-0.23488453649670232,0.7303820443674455,0.7022972626944755,0.10731797976062288,0.6758618793780817,0.6389352990624824,0.0875514954107585,0.12006652553666888,0.44295453925588163,0.4983912891447095,0.6360173705181928,0.5782737222028376,0.018630482337808122,-0.2062153572185338,0.3105802157361643,0.6636740114862997,0.02176818656091811,-0.5055714677811548,-0.15564206009334233,0.5745033095871738,0.7296299100662199,0.7413471991155648,0.005654232697664614,-0.6159108704941927,-0.16834038590811748,-0.348357597474578,0.35912367722799143,0.6493752159020745,-0.20756491738356514,0.18834711828376038,1.0,0.7540142876184386,-0.34618059621176306,0.3293396364000529,0.6506789616283195,0.2737387655968688,-0.20200626257194737,-0.4647722076712791,0.454339086758337,-0.505288196447034,0.4947439677443617,0.2884001538020049,0.374122325807898
ACC_pre_L,0.5134768595444147,0.7734659106653272,0.6405490676849205,0.38015890602491337,0.5677097961794481,0.0696438857763997,0.13930734388054986,-0.010086732847543778,0.7762643736302541,0.7137704646873133,0.14689306937687308,0.6690400019581983,0.6915873014905451,0.0707486053756178,0.07629814280299474,0.532871079780329,0.6046124688055136,0.681191993585041,0.5401001566380841,-0.003638548174611921,-0.19325181728625218,0.4837159149913866,0.7166747341292693,0.03700788631775434,-0.4231613860135938,-0.021924370444585662,0.601896436640165,0.7617307478164519,0.6305076093053962,-0.12535361945620224,-0.44272053144802764,-0.2582112517566497,-0.2614517623558905,0.4172371446665503,0.6674248182456877,-0.18299429055846034,0.23177035014520553,0.7540142876184386,1.0,-0.34083094550301296,0.39613603412056214,0.7291830009421141,0.27815625515986075,-0.2519408009380808,-0.4460072809076377,0.28715939483363834,-0.45050922727888365,0.44023502166261785,0.3540831414874811,0.2980019412214516
Vermis_3,-0.2625654577448832,-0.03726223995079139,-0.639287394068683,-0.36735763839233504,-0.715712399834795,0.4306968921573422,0.4024423877614884,0.2733535223268008,-0.2295983245615757,-0.06035299969884188,0.20279335092431172,0.014794552554924612,-0.15976121362312143,-0.3417870501603083,0.14746525836790403,0.1679918310158464,0.08948217643675609,-0.5233236997111808,0.17409296519315764,-0.018339900646497934,0.6285407706459544,0.11541261417748105,-0.20756143140551703,-0.24079519535253335,0.8996801805814975,-0.1008068911185961,-0.2650803619103395,-0.22820522967447518,-0.5907350468794187,0.20214596639531662,0.603135139821597,0.07085943924224396,0.3224392590391581,0.20060394152698555,0.017808972831864833,0.3524700697421173,0.41572929839448514,-0.34618059621176306,-0.34083094550301296,1.0,0.32051138197029666,-0.0731325909686353,-0.34723028872863404,0.5984586471648448,0.860424461735836,0.20086867376775483,0.7448598807010991,-0.3025092154342989,0.06828987935321476,-0.5195802140626148
Thal_MDm_L,0.4927183088209863,0.7141990617415515,0.06204749335090251,-0.04084991514166635,0.11272729977461451,0.41818691573366484,0.2799285263850883,0.38621251667949197,0.5039709569885431,0.6028183002839426,0.39463474820077765,0.725965017872926,0.5576458476326146,0.05947138180674964,-0.09548182315157042,0.6643909912741573,0.6333891231167676,0.2766053539499204,0.5673252981815798,0.08964888444841541,0.2697407370551042,0.6812675752793501,0.4801884244567959,-0.028419492051008344,0.20430049689194227,-0.03892022919286009,0.19086102246170317,0.5027823691901145,-0.015155218872932532,-0.15702767948783272,0.26754122364721467,-0.010843387793454862,-0.20142180516413014,0.5512737687815056,0.7217712350583377,0.25472786567996997,0.8126475125461825,0.3293396364000529,0.39613603412056214,0.32051138197029666,1.0,0.577115033901261,-0.16512153204401703,0.29547397771963335,0.23611941486417848,0.3409277354630543,0.18271993210556253,0.2831538748681879,0.2392044849482441,-0.21020164149370138
ACC_sup_L,0.40624652661297367,0.8196257547684209,0.4084417313202374,0.36559278915026044,0.3311590608722698,0.09413724933010875,0.23545909060959538,0.2595144919791909,0.840966445907261,0.9477900960592492,0.3009489764596221,0.6723601244643621,0.9601950057566443,-0.037215419764276496,0.08431333335612151,0.6235887228910983,0.8148572648180094,0.50327678417867,0.5880627091055555,0.10951362903991267,-0.056255031642341934,0.576671863904446,0.9521356959990537,0.12849926064534317,-0.16625773161222654,0.12641922263406932,0.3329139972147598,0.8646548100930522,0.4352010934484634,-0.012940021532358438,-0.11195954399902708,-0.03279050231960355,-0.09686962066837836,0.5022412275707167,0.8609593808275239,-0.04258429999407708,0.5277436548885627,0.6506789616283195,0.7291830009421141,-0.0731325909686353,0.577115033901261,1.0,0.19815228505726765,-0.0800436892561231,-0.10545993265140742,0.28039512667607597,-0.0935247338406664,0.5541802387890977,0.29886565961555245,0.1416656817794923
Cerebellum_Crus1_R,-0.07768831729252565,0.1368715826547643,0.42382012220974963,0.6184238043706425,0.2617334650895865,-0.2400140178910673,-0.03634008912829964,-0.07097695280966379,0.39307918520805957,0.20264765563449116,-0.30175699717747906,-0.07935741835012687,0.3012153657890366,-0.38008958538538457,0.6389383280575325,-0.1201767129257485,0.1529198217449273,0.24278583846362187,0.008148177104976083,0.24649265326857395,-0.328468278598112,-0.28365909214435475,0.31158063698208005,0.09371023178443655,-0.49269898616970564,0.23032840838435148,0.13480079008016055,0.25358551675844343,0.560662208702756,0.20733689913152348,-0.45452612749677346,-0.07019285353590828,0.21472234278912272,-0.004126403335301283,0.1254267473629101,-0.5827750580166762,-0.2533934756778225,0.2737387655968688,0.27815625515986075,-0.34723028872863404,-0.16512153204401703,0.19815228505726765,1.0,-0.6362151855984055,-0.39640222112705953,0.0015461295925386367,-0.20709170436924426,0.13699929085796678,0.004586026175211077,0.3755136230675047
Angular_R,-0.06453674708921849,-0.05710976941756193,-0.5390502560347288,-0.5565378628237304,-0.5054042205304213,0.31542329117669005,0.2556850812864308,0.1376641052438647,-0.2966959767466308,-0.08219908383350019,0.2798413729032064,0.09008712168621619,-0.17538518222410981,0.024713580387253315,-0.21535684460588989,0.09921726819809162,0.027408189036901925,-0.35358126888328983,0.04534148157489417,-0.14887262891091319,0.6704798631683425,0.1660292579351496,-0.231752467850197,-0.1491319513544367,0.6953700108217561,-0.1803256238887896,-0.1629667174839336,-0.25018876945423046,-0.5690559932816008,0.01689686029288225,0.47844476397401237,0.11724364991800242,-0.10929552106873523,0.036447472672685735,0.03437679198714492,0.6313612804653848,0.2983468041381888,-0.20200626257194737,-0.2519408009380808,0.5984586471648448,0.29547397771963335,-0.0800436892561231,-0.6362151855984055,1.0,0.5838500717133748,0.1237006704851486,0.39568817297485076,-0.26482351627713363,0.17566937538836844,-0.3893952226334453
Vermis_4_5,-0.27322287236419923,-0.19692207036110404,-0.7441058252944315,-0.44213803583990735,-0.7714619585832668,0.32082292636673865,0.35122666619987597,0.3067188883814311,-0.32606773872531974,-0.10546404304038418,0.07748731887058698,-0.1405629803316225,-0.1777828271237737,-0.392128300853261,0.04153772449428957,0.06032152434400439,0.00029324173284121563,-0.5728429180222046,-0.024684173032143313,-0.014367080423533525,0.5534714202011219,0.054239788874467,-0.22588627889170837,-0.2202390271157422,0.901436339471208,-0.01906455089839007,-0.43973603267098565,-0.3054382197681204,-0.7014486344079388,0.21513122472689217,0.6451111461411483,0.15156243777171435,0.431386816738729,0.1119098010404111,-0.09812684397785724,0.39652480137240526,0.3975897869842312,-0.4647722076712791,-0.4460072809076377,0.860424461735836,0.23611941486417848,-0.10545993265140742,-0.39640222112705953,0.5838500717133748,1.0,0.07646812081674861,0.8338134934860112,-0.32225984616114056,-0.07378303210372476,-0.5792615469296816
SN_pr_R,0.3574461034651748,0.46938354855528397,-0.03573806330523571,0.36156899018308086,-0.10286062658745554,0.20414506885575223,0.5787128080567985,0.09354182891283151,0.5044624422531021,0.36685882248631185,-0.10923959430727186,0.4511093922395009,0.2938666500058325,-0.30004715804958765,0.1370945199589741,0.3603199912773212,0.43808399288707467,0.3851811608818407,0.6150672978809524,-0.3425136385805613,0.175792640167962,0.3001782250480313,0.2574619314094164,-0.13988184097978842,0.06451388209543261,0.03931906771799416,0.18940510606022617,0.4582704079654354,0.08569175997203327,0.05659759912736772,-0.08817701042187598,-0.09748103407256517,0.10611383223945654,0.35074529718662634,0.4790615688667825,0.05494011321469786,0.2503001503433164,0.454339086758337,0.28715939483363834,0.20086867376775483,0.3409277354630543,0.28039512667607597,0.0015461295925386367,0.1237006704851486,0.07646812081674861,1.0,0.17894916930384247,0.49788008664961386,0.18411767748207072,-0.078243405190398
Cingulate_Post_R,-0.34035520093631666,-0.1866712701731117,-0.7133539469851208,-0.11633557443867697,-0.7045901342637342,0.2856780591217189,0.421247614448077,0.5124369230696225,-0.17350593640811507,-0.08675872176829734,-0.015139563786461396,-0.19841547494372377,-0.08389925631606034,-0.4729399142485039,0.12045954930985533,-0.03189900615236379,0.07814434949078546,-0.47703839112591534,0.034412461853177236,-0.1147350370738994,0.4021855825549067,-0.0061329167471616455,-0.14502890472256316,-0.1532875553779963,0.7360042614242989,0.2908325779160648,-0.5798164433059266,-0.20802580736675474,-0.6915832994372274,0.19407843990529935,0.7348680969092989,0.12978886291416455,0.5311384210328038,0.10581664815388139,0.011564126987171007,0.2593054913840895,0.3592846760418383,-0.505288196447034,-0.45050922727888365,0.7448598807010991,0.18271993210556253,-0.0935247338406664,-0.20709170436924426,0.39568817297485076,0.8338134934860112,0.17894916930384247,1.0,-0.0842343520862672,-0.13054713149825817,-0.49045672507176974
Precentral_R,0.40216023228840747,0.5208192603268585,0.2963593430537888,0.4965884577192419,0.3872292437474784,-0.02638797449341071,0.1276002351153385,0.14050835332793282,0.6899079442603813,0.6204249555442679,-0.011069012101235152,0.43637881174109394,0.6289524733406963,0.05571480175810176,-0.12727770271059596,0.3963777079869055,0.5362242797415616,0.5587114635483648,0.49968925850780377,-0.24556678066354165,-0.30931231006620225,0.45592727821945706,0.6348098292720713,0.16471710906987205,-0.4164859185286152,0.19050426207737933,0.18677034122144878,0.7384361015592619,0.38266305027054615,-0.09803119583122538,-0.16736334971691516,-0.032576463429272916,-0.07805993408554605,0.283756526400565,0.5962567694739536,-0.1342180623905011,0.2584004229081277,0.4947439677443617,0.44023502166261785,-0.3025092154342989,0.2831538748681879,0.5541802387890977,0.13699929085796678,-0.26482351627713363,-0.32225984616114056,0.49788008664961386,-0.0842343520862672,1.0,0.10748388881499159,0.1662382605692551
OFCant_L,0.14830566797611514,0.261407714381836,0.07682556773772274,-0.05409727743109594,-0.08787345783338645,0.35306223129195813,0.11852157349106433,-0.11693091155169795,0.2228598861894911,0.35572037825030584,0.2102697008938354,0.36389968768384945,0.24085625048402887,0.10322581552819228,0.16148361584883109,0.22118439892759226,0.4051645390381801,0.15608493079553956,0.21794489068276252,-0.09082283989313904,0.31017567990523637,0.2376865680005353,0.23381017740872437,0.06316004663761027,0.10626280341121001,-0.07201041345466258,0.28753558911152777,0.19921466582810035,0.18593532821011133,-0.023738236205627438,-0.10619328644069621,0.08892596497336121,-0.20952217884582366,0.2546367216603812,0.34075351157800615,0.11624743445993357,0.08386178867418684,0.2884001538020049,0.3540831414874811,0.06828987935321476,0.2392044849482441,0.29886565961555245,0.004586026175211077,0.17566937538836844,-0.07378303210372476,0.18411767748207072,-0.13054713149825817,0.10748388881499159,1.0,0.06408992428650602
OFClat_L,0.1033486848848864,0.18043175779444967,0.501547292821237,0.32811609815921616,0.4352815673386939,-0.18085639755021204,-0.13886447542364783,-0.18133973663259786,0.24638195393347323,0.13914244568181217,-0.10107776060557429,0.08401728781085621,0.20251653615523574,0.07945929834382562,0.10848045785840332,-0.0218749085418776,-0.016957371662390208,0.33095651683926125,0.0016580916585379507,-0.004410052412319102,-0.3209990079526128,-0.08725618747394008,0.23959849877062916,0.12839960564684627,-0.5586740808015662,0.030190066340420447,0.3168170890980173,0.19346116368289298,0.5238214386909407,-0.04662788026823469,-0.44311966288368126,-0.16348666834844203,-0.17549537732151524,-0.10117121209454498,0.0946578235260945,-0.24377265521771713,-0.2772490680875264,0.374122325807898,0.2980019412214516,-0.5195802140626148,-0.21020164149370138,0.1416656817794923,0.3755136230675047,-0.3893952226334453,-0.5792615469296816,-0.078243405190398,-0.49045672507176974,0.1662382605692551,0.06408992428650602,1.0
