,ACC_pre_L,Cingulate_Post_L,Cerebellum_Crus1_R,Precentral_L,Raphe_D,Thal_IL_L,Supp_Motor_Area_L,Supp_Motor_Area_R,Postcentral_R,Frontal_Inf_Oper_R,Cerebellum_7b_L,Cerebellum_Crus1_L,OFCmed_R,Heschl_R,N_Acc_R,Thal_VL_L,Thal_PuM_L,Rectus_L,Rolandic_Oper_L,Frontal_Inf_Orb_2_L,Vermis_4_5,ACC_pre_R,Temporal_Inf_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Thal_LP_R,ACC_sub_R,Cerebellum_Crus2_L,Cerebellum_3_R,OFCant_R,Temporal_Mid_L,Vermis_9,Precentral_R,Vermis_6,Cerebellum_8_R,Putamen_L,Temporal_Pole_Sup_L,Thal_MDl_L,Rectus_R,Angular_L,SN_pr_R,ACC_sub_L,Thal_Re_R,Cerebellum_4_5_L,SN_pc_L
Vermis_9,-0.2582112517566497,-0.055717530548471395,-0.07019285353590828,-0.16451575499439108,0.1190467979851293,-0.2875748692767011,-0.22684133688394773,-0.2695416521786987,0.1441157577114992,-0.1569262724926544,0.2971902329487152,0.12236797403525086,-0.24919909820396446,-0.06200657444950758,0.10713844877988346,-0.14191729853137294,-0.24892840714934,-0.16491521093667827,-0.0083714545679898,-0.243128472397041,0.15156243777171435,-0.016594814440561156,0.012922965499023838,-0.023496470695031642,-0.03305000037636005,-0.14321790910083074,-0.12623766725715577,-0.1584085735850562,0.10425860218799435,-0.012456651068571585,-0.12883309158429337,1.0,-0.032576463429272916,0.0,-0.0337730242385138,-0.05217477889941653,-0.20529002100756039,-0.03257430248907108,-0.13782668297091374,-0.058099186709045,-0.09748103407256517,-0.021616325794850715,-0.1964552047268362,0.19462598167121042,-0.032803676273078015
Precentral_R,0.44023502166261785,0.2929608440249867,0.13699929085796678,0.4965884577192419,0.09904173951466122,0.47626904133410153,0.7543411526053772,0.7355430340081737,0.7643478167371625,0.6660223694269642,0.16471710906987205,0.09903359702497938,0.11766728182785209,0.3659667421889977,0.5362242797415616,0.43637881174109394,0.3991072816359954,0.4294660031877468,0.14050835332793282,0.24522134569380694,-0.32225984616114056,0.5229834957452864,-0.11213214443142909,0.36189872894200315,0.6289524733406963,0.3083412403259417,0.4495296685500065,-0.07989830569951126,-0.12445989059707292,0.4005748220412545,-0.07428624655608673,-0.032576463429272916,1.0,0.0,-0.07805993408554605,0.5735630378048463,0.5076878651860739,0.21773047629503164,0.18445174481873672,0.022592800386829964,0.49788008664961386,0.5029894139875772,0.18677034122144878,-0.37142507307418693,-0.011069012101235152
Vermis_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cerebellum_8_R,-0.2614517623558905,0.5852628773774424,0.21472234278912272,0.16073532047217215,0.03659242956209861,-0.1190845506751235,-0.028230951337822646,-0.11118698774693062,0.04387487647676755,-0.3651227976566763,-0.1374821958152669,-0.1973812064822356,-0.2905105434093468,-0.13930331246937433,-0.10264727478714171,-0.3117360378071131,-0.13993893956583262,-0.2416010642382324,0.3188044567031442,-0.3919215014005662,0.431386816738729,0.023586728073898965,-0.015577876163681073,-0.002952442205084813,-0.07404404519342728,-0.10216331028882861,-0.14705692217054636,-0.16902262131540027,0.2583910731432952,-0.1667400019716763,-0.05900501234310925,-0.0337730242385138,-0.07805993408554605,0.0,1.0,-0.12430059546027142,-0.4119793522494496,-0.008789125607693234,-0.3323734799238095,-0.21214221680998313,0.10611383223945654,-0.2651406433869306,-0.3055729204338968,0.26948043574192615,-0.2442579973957443
Putamen_L,0.6859173446042913,0.04041163012859335,0.06777874741487962,0.303872005566441,0.41997115125245377,0.26914818270583263,0.6164730166458677,0.4244495741967515,0.1592890775005145,0.8451596264958045,0.16302810178104413,-0.018466591875928806,0.07719123285240301,0.7117385833552863,0.774992642649353,0.7598269234228591,0.6635988671759904,0.1895036022413766,0.37603366091871626,0.38944873732015833,-0.09528842569131564,0.8617295207756318,0.1859931981287966,0.28959172394069393,0.9083836429642754,0.4177589910862282,0.4320634713652878,0.07431255941479313,-0.04690780691122482,0.29775723030989093,0.12860745377738592,-0.05217477889941653,0.5735630378048463,0.0,-0.12430059546027142,1.0,0.574104024646983,0.6412767960353295,-0.10962034031271752,0.12894261013684308,0.28349037283507905,0.6208732154316323,0.33671303204872605,-0.061049517274778364,0.4135350254256148
Temporal_Pole_Sup_L,0.5802927541381901,-0.30320030832848777,-0.08075623668310242,0.11353557388938157,0.2456953490389577,0.3308456562644835,0.4168244706934048,0.45443133318103923,0.07198850754871464,0.6559022740107209,0.23570729230000687,-0.028966718706229695,0.38624590854826235,0.4144958320545119,0.2709769105289311,0.6173145862563068,0.4661293020971844,0.44558156815071126,0.16531451679514195,0.8120153446567858,-0.4926977394860367,0.3596860627264871,0.3039577560893207,0.04004594892316464,0.4246071207538925,0.28615971574141025,0.44365311613079245,0.06889536450045526,-0.054688364577714386,0.11893290828401774,0.374010274603714,-0.20529002100756039,0.5076878651860739,0.0,-0.4119793522494496,0.574104024646983,1.0,0.3757855009363258,0.390019972837684,0.21295608136675814,0.13021182153078437,0.4346714496555221,0.5367722481159575,-0.33584278673869516,0.3826268789570521
Thal_MDl_L,0.2771692663486916,0.10927811543023289,-0.35661343420614894,-0.10312997489544465,0.7121837935744368,0.051208515654261814,0.17590037365931324,0.11633123650987255,0.0048187236812698535,0.45897585773111665,-0.021861949493316282,-0.4203672270899597,-0.27826548518205785,0.7237585461869602,0.4407693826101794,0.7050287104717531,0.6361345216631573,-0.1948261259738642,0.5279210836945726,0.3080133844517112,0.4017041346547195,0.42168083582929367,0.6057752984404547,-0.2289955231349052,0.4056058593939882,0.2117242890329618,0.15325418066960123,-0.1292412571860225,0.47522583215861697,-0.1708149481473747,0.5374133890179986,-0.03257430248907108,0.21773047629503164,0.0,-0.008789125607693234,0.6412767960353295,0.3757855009363258,1.0,-0.44759875962836804,0.2138862464901837,0.3368024544070239,0.13848360454733577,0.20128301101546694,0.49538611206747984,0.5188757812718273
Rectus_R,0.34239029642785535,-0.2968628135539455,0.36736820914082924,0.3220632780019844,-0.46754917342387536,0.5343616706678425,0.328044367123937,0.4412297042766491,-0.036234773498398785,0.20003954940743723,0.11950872351429537,0.415460946761902,0.8344311838804452,-0.15287791113384494,-0.17393000836973108,0.0406543771673423,-0.00816624892981319,0.8323977228460264,-0.47379571172479334,0.3109209497970082,-0.7947276443026214,-0.10315012908969577,-0.48961595739496905,0.43063814531491135,-0.028728004003519655,0.10417578859248897,0.4100118440521523,0.1894376937237728,-0.3914619117627826,0.4666896665472794,-0.22095103083256332,-0.13782668297091374,0.18445174481873672,0.0,-0.3323734799238095,-0.10962034031271752,0.390019972837684,-0.44759875962836804,1.0,-0.13958918079202834,0.005893065819514564,0.29190735046435556,0.5531135929352391,-0.7822257986979713,-0.19075773895649592
Angular_L,0.006539716692089861,-0.13362301429691947,-0.2872064262619411,-0.22630866959432944,0.24052648363159881,-0.13543008743300244,-0.11804009761096282,-0.10919386646485658,0.03913851073844348,0.08165956929647296,0.005621010257615097,-0.2112512744310893,-0.11439604962646868,0.09201480697040354,0.0572076607272812,0.10901806304923879,0.1086925547812945,-0.12308757072199801,0.15260380641325316,0.19849448364887526,0.09580763046451105,0.03526853917947586,0.3508519675390225,-0.2597051047900919,0.015408464645622755,-0.024359257800017475,-0.04930392345146113,0.016479883341831647,0.08294943102615403,-0.1813933759446208,0.3107005911950433,-0.058099186709045,0.022592800386829964,0.0,-0.21214221680998313,0.12894261013684308,0.21295608136675814,0.2138862464901837,-0.13958918079202834,1.0,-0.06258964718459621,-0.023170884725366367,-0.014509447687248841,0.18049827688072762,0.1506247299961805
SN_pr_R,0.28715939483363834,0.45504033919622605,0.0015461295925386367,0.36156899018308086,0.3321882149219895,0.6847499479215232,0.4893065754853824,0.6262745932433764,0.41461350088796395,0.37562570446202304,-0.13988184097978842,-0.13963713369223132,-0.02883521091253277,0.4182887310090784,0.43808399288707467,0.4511093922395009,0.5165507700492056,0.21022835209310695,0.09354182891283151,0.0634289479734258,0.07646812081674861,0.22276967031103162,-0.12389310268700982,0.18100069309764602,0.2938666500058325,0.27780143100642385,0.4762312126687449,-0.1721773113435165,0.10230432118153873,0.19270244394719346,-0.07629366260874618,-0.09748103407256517,0.49788008664961386,0.0,0.10611383223945654,0.28349037283507905,0.13021182153078437,0.3368024544070239,0.005893065819514564,-0.06258964718459621,1.0,0.36817304458268946,0.18940510606022617,0.015651785032062535,-0.10923959430727186
ACC_sub_L,0.7844004175580139,-0.011735843378613723,0.35463978868155527,0.39114591257888226,0.28315383710820186,0.5007598406677515,0.6351430089293644,0.5681906946317724,0.17197226227448814,0.7053260863986363,0.010541135741073487,0.3146856171291807,0.4066428118931719,0.4975844737022442,0.7487734939971068,0.5848527207045959,0.46294376559727346,0.44682174788054124,-0.15921388578625414,0.25950248418327376,-0.361546579314417,0.6957736166754709,-0.382546699189679,0.6516762404093565,0.7187498514234545,0.44771324846226124,0.7227267790056698,0.19892702544088775,-0.39431450351161834,0.5815487908328615,-0.34737618397654724,-0.021616325794850715,0.5029894139875772,0.0,-0.2651406433869306,0.6208732154316323,0.4346714496555221,0.13848360454733577,0.29190735046435556,-0.023170884725366367,0.36817304458268946,1.0,0.37056725934153695,-0.44884938125270646,0.044417793812514476
Thal_Re_R,0.601896436640165,-0.3325824540567107,0.13480079008016055,0.09149518057351332,0.05948209125467103,0.48475749288395037,0.3283327433105011,0.33698775366457934,-0.15900323081872897,0.4777966823455997,0.10090825002930655,0.20175028989935948,0.596577033239287,0.43607056384343085,0.2091183570673786,0.5309750920109976,0.4722978722350577,0.5930852428892426,-0.2132294058075246,0.5300233498218081,-0.43973603267098565,0.2720795259012367,-0.07129972287595954,0.2594189958184149,0.24210938691290856,0.1705252243062781,0.493491667509808,0.1936060638720678,-0.10597989472716246,0.32826325820108737,0.09043284690619788,-0.1964552047268362,0.18677034122144878,0.0,-0.3055729204338968,0.33671303204872605,0.5367722481159575,0.20128301101546694,0.5531135929352391,-0.014509447687248841,0.18940510606022617,0.37056725934153695,1.0,-0.34737508208297624,0.24605584319975474
Cerebellum_4_5_L,-0.4256035037364966,0.10531484573619533,-0.5735222562383715,-0.6135992134986065,0.57602173798738,-0.5232109201556852,-0.6018050872052041,-0.5931826672951532,-0.04247532614067263,-0.3838489157245029,-0.1542031589742852,-0.5285214178734429,-0.7386540568864784,0.16219179861500221,-0.005092738100109949,-0.05043150501384627,-0.02791260212701774,-0.7299748083075861,0.35209248064746207,-0.27254565174342577,0.8792562681586175,-0.13564273085018555,0.6519842133815738,-0.6131677586709637,-0.2589804894159517,-0.23387430376094492,-0.46391095611776684,-0.20801053461108512,0.7364892493941314,-0.5279391063141108,0.4111178647794721,0.19462598167121042,-0.37142507307418693,0.0,0.26948043574192615,-0.061049517274778364,-0.33584278673869516,0.49538611206747984,-0.7822257986979713,0.18049827688072762,0.015651785032062535,-0.44884938125270646,-0.34737508208297624,1.0,0.2754024474400184
SN_pc_L,0.14689306937687308,-0.3237616790463454,-0.30175699717747906,-0.32732190173374315,0.3984587561319136,-0.10631092522217306,-0.023152540027063014,-0.08032500536049389,-0.1539265041914411,0.3168351583167333,0.11865183963157615,-0.19669717369579498,-0.09723006801982789,0.4184647047363135,0.1854708875693655,0.46819232739235606,0.3697013514369096,-0.16647713275562762,0.17876760614739892,0.41636027084595373,0.07748731887058698,0.19424230897982045,0.5223205569920962,-0.28434167245236486,0.19410427222781443,0.11455834121675473,-0.12339261965408829,0.03681965553432219,0.2403868116359854,-0.12642824525811303,0.3929558807831865,-0.032803676273078015,-0.011069012101235152,0.0,-0.2442579973957443,0.4135350254256148,0.3826268789570521,0.5188757812718273,-0.19075773895649592,0.1506247299961805,-0.10923959430727186,0.044417793812514476,0.24605584319975474,0.2754024474400184,1.0
