,Thal_PuM_L,OFCpost_R,Temporal_Pole_Mid_R,OFClat_L,Temporal_Mid_R,Cuneus_L,Parietal_Sup_R,Cerebellum_3_R,LC_L,Thal_VA_R,Thal_VPL_L,Thal_PuA_R,Pallidum_R,Thal_VL_L,Amygdala_R,Temporal_Pole_Mid_L,N_Acc_L,Thal_MGN_R,Precentral_L,Raphe_M,Frontal_Inf_Orb_2_R,Insula_L,SupraMarginal_L,Thal_VA_L,Hippocampus_R,Vermis_10,Angular_L,Putamen_L,Paracentral_Lobule_R,Cerebellum_Crus1_L,Thal_LP_R,SN_pr_R,ACC_sub_L,Pallidum_L,OFCmed_R,Thal_LP_L,Thal_LGN_R,Thal_IL_L,Frontal_Med_Orb_L,Heschl_L,Frontal_Inf_Oper_R,Cerebellum_7b_L,OFCant_R,Cerebellum_4_5_R,Amygdala_L
ACC_sub_L,0.46294376559727346,0.6572140874097561,0.6516762404093565,0.22144766739683183,0.21664705273554058,0.0,-0.24773233822008664,-0.39431450351161834,-0.3412862177235538,0.5228434718552737,0.437458508873954,-0.01836500987787757,0.5238588213630929,0.5848527207045959,0.48664729326218464,0.38956393497516373,0.5346456685610365,0.5369079140794253,0.39114591257888226,-0.030068961460644878,0.6115433408966569,0.6938854846244761,-0.0941936555153416,0.2801143449765792,0.49448562664709944,-0.0172734696185032,-0.023170884725366367,0.6208732154316323,-0.061217021032493296,0.3146856171291807,0.44771324846226124,0.36817304458268946,1.0,0.20009290275303585,0.4066428118931719,0.5968100549872997,0.5782081260993474,0.5007598406677515,0.5924485622025363,-0.5166708916974392,0.7053260863986363,0.010541135741073487,0.5815487908328615,-0.3347573310634514,0.5419929908405516
Pallidum_L,0.37823348520605554,-0.2588985987610369,-0.07029236135038719,-0.26191371039275396,0.345400318610297,0.0,0.2696687342387882,0.3655450234063847,0.47267957229361857,0.0956834158453721,0.5446117402969632,0.8259905550720782,0.3496357110539297,0.45368940348047243,0.10852833187589761,0.20839922689922766,0.35083297401726476,0.18777581903077556,-0.1320365703112947,0.09641954638685496,-0.09790408387801632,0.4849738413972109,0.09068614327314208,0.32611954651031,0.3591945945645134,-0.03765147412465763,0.20047317051089641,0.7235170675850615,-0.032021904940675396,-0.2948404942009333,0.18601017185024563,0.13113055366269166,0.20009290275303585,1.0,-0.3840607196059665,0.22475701637908552,0.03434349902749449,-0.23392038282046015,-0.25628147691759445,0.5286205128471121,0.36273450827885806,0.07260613191391903,-0.08056980776017579,0.5372698934181046,-0.02749620008657197
OFCmed_R,0.14360908753131651,0.6806460183799461,0.48808227448980374,0.4205216929712846,-0.3485714911310108,0.0,-0.5995666310664656,-0.4977800575540978,-0.6915433065796841,0.3994029337855315,0.017877801995126313,-0.5052001666405767,0.11431681093707946,0.14929703195223606,0.17390265677807196,0.44422288806115084,0.10886831975367287,0.3268150642889841,0.41048328556207536,-0.07508269549476225,0.7052726220941838,0.24088559101161663,-0.06289037292600826,0.18772695299124864,0.08170237284179929,-0.1423759804616566,-0.11439604962646868,0.07719123285240301,-0.297655948289526,0.459956225949742,0.15135814041075293,-0.02883521091253277,0.4066428118931719,-0.3840607196059665,1.0,0.1815798411346123,0.5137387078055239,0.49413035126811145,0.6859066019669355,-0.6246586547540975,0.33444865473658897,0.17228547402653716,0.3836528070884525,-0.6394681710167543,0.426650399702543
Thal_LP_L,0.4976158992577454,0.35826341271232504,0.3189585222869559,0.13530406717626298,0.08283060533815119,0.0,-0.05469755517798785,-0.043853471306717344,-0.169593690870837,0.7072684532378768,0.4816239521483845,0.03798013470064053,0.5732750003501866,0.6963442291748856,0.4957061657608213,0.4106544125582046,0.5068696366104333,0.35477480374568,0.3119377057834277,0.17138552877966776,0.25729600186788143,0.6707524228768349,0.012211001467378038,0.5867692926873324,0.5962326936363468,-0.15990608694201636,0.03680968818809785,0.5670474586293649,0.18199823355743625,0.004117281989079285,0.6824180815423242,0.4493110959417018,0.5968100549872997,0.22475701637908552,0.1815798411346123,1.0,0.5400655562717208,0.47670033258475086,0.37469730472138807,-0.19295329987988555,0.619786314972494,-0.032407810236988105,0.32917104486184146,-0.14101236071157577,0.4602405829595393
Thal_LGN_R,0.5087483681897045,0.4866218246219141,0.26597674492677287,0.33095651683926125,-0.3165137094269792,0.0,-0.3310753924374172,-0.3196083914492716,-0.5489834946668862,0.7097280981480275,0.45358810930045185,-0.23610123038782863,0.47376300718884334,0.6055463377202118,0.4461434379989839,0.6436239819669346,0.528200071136364,0.586224815527834,0.4337188682535181,-0.07811434464806204,0.346397913593378,0.6494359008666578,0.14913407755693212,0.5493690542527729,0.49321472913872993,-0.2539756940269742,-0.03980430003048743,0.5520183359146094,-0.10294241711179934,0.15307453378423672,0.41039401015420124,0.3851811608818407,0.5782081260993474,0.03434349902749449,0.5137387078055239,0.5400655562717208,1.0,0.6169125028711142,0.5323878780676838,-0.3402568381228,0.6985692076444224,0.23884162981446727,0.22830142949760607,-0.43095157764057185,0.5814918517666644
Thal_IL_L,0.5722056518112435,0.5997985866689328,0.5109640282835534,0.2954308543134994,0.11866639089115556,0.0,-0.26264729267977704,-0.22995393037634126,-0.37085524732329156,0.5830443998990374,0.3687739534838248,-0.4367846829124562,0.6642655290985906,0.4733528180600415,0.7692213766194225,0.11677574020906152,0.460104963662694,0.5820105953245824,0.5731690558047562,0.19691924008085487,0.37347591450606243,0.5288731534295884,-0.09843731069761996,0.40094405749641304,0.6322032460803025,-0.005187805741478932,-0.13543008743300244,0.26914818270583263,0.25903917412014005,0.1323816417805944,0.309068116436124,0.6847499479215232,0.5007598406677515,-0.23392038282046015,0.49413035126811145,0.47670033258475086,0.6169125028711142,1.0,0.4839547974048236,-0.5720894369659658,0.5357923352200962,-0.054397050896889024,0.5208008917139318,-0.5484551317276072,0.7430363588778071
Frontal_Med_Orb_L,0.29904534050175663,0.8635050645668996,0.5626980876678858,0.501547292821237,-0.25530196275875466,0.0,-0.4988809844450337,-0.5918798067044707,-0.6935059839025393,0.5696997584764596,0.255832492053087,-0.48465703007510014,0.2728011109517768,0.3371851840328007,0.37400912436149764,0.4679253497451012,0.21201795463992656,0.3369011278112282,0.44401331107266695,-0.016279846465239188,0.6625751598306099,0.5059233932913556,-0.07876678246361642,0.22492730512558723,0.28790123859481687,-0.07773835540983386,-0.06417843841810776,0.35268462461983235,-0.1563161879158414,0.43035771382390325,0.28876486044466804,-0.03573806330523571,0.5924485622025363,-0.25628147691759445,0.6859066019669355,0.37469730472138807,0.5323878780676838,0.4839547974048236,1.0,-0.6966282641941526,0.5936817925727346,0.07052794056370387,0.6141756875743317,-0.687384340478249,0.5615594540808498
Heschl_L,-0.09467940822392598,-0.8515116504180227,-0.6905288403300568,-0.44311966288368126,0.017483477906217054,0.0,0.4265308007868384,0.5283230411683331,0.5920961783821346,-0.3730725663329688,0.024324735199778364,0.5896697760100955,-0.1164276000810881,-0.08424635284260792,-0.303176012194393,-0.08851156173772348,0.01931795206001743,-0.2826051735433986,-0.31576922406087854,0.014510040894792284,-0.6301548362093353,-0.15984538613107488,0.1650105013112239,0.015165336456352445,-0.06662256789223223,-0.15037525232735843,0.21946020774525848,0.0468972390312393,0.07829914227484568,-0.4693038436753609,-0.16679976479680805,-0.08817701042187598,-0.5166708916974392,0.5286205128471121,-0.6246586547540975,-0.19295329987988555,-0.3402568381228,-0.5720894369659658,-0.6966282641941526,1.0,-0.2678358007195465,0.05614009361726067,-0.6840167417171389,0.6801173122858533,-0.45051900105520465
Frontal_Inf_Oper_R,0.6767376071996983,0.5811297290235378,0.4254323443228923,0.2193486405506517,0.005796385488834676,0.0,-0.18079236368518775,-0.23800457153479748,-0.36759210682285026,0.729307618073094,0.6940658811810819,0.04179583422971049,0.7025253659598486,0.7782647698911571,0.6424080695214717,0.5666211618531241,0.5994748872798998,0.562260432444961,0.45027761296082847,0.1919491281754046,0.3886248408695712,0.891471864752946,0.11185896503469676,0.5834313625468024,0.7333552763973121,-0.2116844468223907,0.08165956929647296,0.8451596264958045,0.06800658057148003,0.13314691435566742,0.496298812677379,0.37562570446202304,0.7053260863986363,0.36273450827885806,0.33444865473658897,0.619786314972494,0.6985692076444224,0.5357923352200962,0.5936817925727346,-0.2678358007195465,1.0,0.14831113309267055,0.4167814224087979,-0.3000896367793876,0.6289417814649627
Cerebellum_7b_L,-0.03294299810600266,0.06793610947432822,-0.008383883333821793,0.12839960564684627,-0.3050442183353669,0.0,-0.1614834222443306,-0.10836133943262855,-0.2520223794771594,0.0729895394904685,0.0010452347260985243,0.01778499279207828,-0.07212705666005659,0.008488031969325929,-0.09913604147626247,0.2870834256837962,0.06242572918469439,0.026160680084624383,0.13170159030379114,-0.0920826986696601,6.429796606710179e-05,0.031282048818840134,0.11454041804637331,0.027754173270477224,-0.04647428194402307,-0.1063458463437088,0.005621010257615097,0.16302810178104413,-0.21633427727798943,0.1610025516635816,-0.04565360319600088,-0.13988184097978842,0.010541135741073487,0.07260613191391903,0.17228547402653716,-0.032407810236988105,0.23884162981446727,-0.054397050896889024,0.07052794056370387,0.05614009361726067,0.14831113309267055,1.0,-0.026744007051512603,-0.05439989208993345,-0.047390940842373386
OFCant_R,0.18837989228249852,0.760801990242489,0.7830710473929997,0.3100202302460284,0.30168355400498986,0.0,-0.23945481213494973,-0.26028038011058924,-0.3887280001790101,0.3660349617793115,0.1534022444775184,-0.2632822334830082,0.3790886507337736,0.23969582349298416,0.4405320167063417,0.036575655130430464,0.2592270757645527,0.2473747509655541,0.40396298804805186,0.12300466997608933,0.5547893113857286,0.3458167082643348,-0.20686421186581935,0.04213829049028804,0.2749252060009307,0.22368584558628246,-0.1813933759446208,0.29775723030989093,0.1214124628870143,0.42033587042538306,0.23406701323170215,0.19270244394719346,0.5815487908328615,-0.08056980776017579,0.3836528070884525,0.32917104486184146,0.22830142949760607,0.5208008917139318,0.6141756875743317,-0.6840167417171389,0.4167814224087979,-0.026744007051512603,1.0,-0.4118496696408718,0.3578553386678415
Cerebellum_4_5_R,-0.08587425304299849,-0.691842858653082,-0.5258156777743909,-0.556886050839143,0.3730974291035665,0.0,0.4790780624601785,0.7973109132637801,0.6696809898487615,-0.26626380199353633,0.0943162270251542,0.8289947230958941,-0.11874697650718635,0.008135978123327723,-0.3181673649129495,-0.13372847019729442,-0.06442123408473009,-0.3608017846320419,-0.6587738484637676,0.3225249162193388,-0.47739000833004663,-0.16942507045756477,0.13159474939681712,0.10733124330839318,-0.0961707729755327,-0.044554346864175996,0.17743536858068898,-0.00029992078827205767,0.23287157394733635,-0.44694621850242433,-0.2078466551467138,-0.077926927570785,-0.3347573310634514,0.5372698934181046,-0.6394681710167543,-0.14101236071157577,-0.43095157764057185,-0.5484551317276072,-0.687384340478249,0.6801173122858533,-0.3000896367793876,-0.05439989208993345,-0.4118496696408718,1.0,-0.45092368376476116
Amygdala_L,0.842592172743237,0.5790648831743076,0.4455237187725076,0.21773067551124692,0.11806311527666184,0.0,-0.23472094188448478,-0.24845720265273644,-0.30602335059455216,0.5890182472457511,0.7070486077994453,-0.1989097704250729,0.6902876366546341,0.5751242227884659,0.7707780939014006,0.27392626374808327,0.4631609045792889,0.6532242789608489,0.4497896932932865,0.21608645272780136,0.3889226110311838,0.6972910549093283,-0.030892014107399612,0.5165155970008691,0.7767784729866887,-0.03362605390991829,-0.00969661089881119,0.45829722870464,0.12419763522623803,0.04572072645308779,0.12923253702206564,0.49059791225410426,0.5419929908405516,-0.02749620008657197,0.426650399702543,0.4602405829595393,0.5814918517666644,0.7430363588778071,0.5615594540808498,-0.45051900105520465,0.6289417814649627,-0.047390940842373386,0.3578553386678415,-0.45092368376476116,1.0
