,Thal_PuA_R,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Insula_L,OFClat_R,Thal_MGN_R,Thal_PuA_L,OFCant_R,Vermis_9,Thal_IL_R,Precentral_R,Thal_MDm_L,Lingual_R,Cingulate_Post_L,Temporal_Sup_R,Thal_VA_R,Red_N_R,Cerebellum_6_L,Red_N_L,OFCmed_R,Pallidum_R,Rectus_L,Paracentral_Lobule_L,Pallidum_L,ACC_pre_R
Precentral_R,-0.0230263067587048,0.24522134569380694,0.7543411526053772,0.5208192603268585,-0.24556678066354165,0.351380139816861,0.4137491033732831,0.4005748220412545,-0.032576463429272916,0.5077800396043164,1.0,0.2831538748681879,-0.22150707472649067,0.2929608440249867,0.08766933559976622,0.43214414074704005,0.6125079519006216,0.17012556896481076,0.40216023228840747,0.11766728182785209,0.500142246392772,0.4294660031877468,0.47806943151163667,0.26220308714852414,0.5229834957452864
Thal_MDm_L,0.5763155892149127,0.25335820473252507,0.2570970041505337,0.7141990617415515,0.08964888444841541,0.34044416303005587,0.2809465787719645,0.012500729427580804,-0.010843387793454862,0.4242643902321379,0.2831538748681879,1.0,0.24189021809975572,0.017031054279094113,0.38810355793717954,0.38648010339702454,0.3520537933341684,-0.28594498750786496,0.4927183088209863,-0.1653721750555816,0.555424914418603,-0.11023429796797611,-0.2694594891750176,0.6532031736278673,0.5416655502163978
Lingual_R,0.6854888764317097,-0.3124701911670983,-0.47730236580700247,-0.18180505994266816,-0.08838610091913295,-0.3172920082416051,-0.47538380751772774,-0.3866238422923588,0.18906333781571316,-0.4328396353700957,-0.22150707472649067,0.24189021809975572,1.0,0.1888474973276016,0.7093126119315283,-0.31174587646295127,-0.49936514439122276,-0.5075073999153996,-0.25086282025508344,-0.7144344314102354,-0.04023921528938338,-0.5506243267839401,-0.5095792531651485,0.4757300051375185,-0.14851717816143606
Cingulate_Post_L,0.055070150052221566,-0.22856372562634472,0.3363869226833297,0.030752714469511774,-0.2030205111295095,0.27898613652550347,-7.59623620605497e-05,-0.06785135614462771,-0.055717530548471395,-0.09862915529714764,0.2929608440249867,0.017031054279094113,0.1888474973276016,1.0,0.41750464358596795,-0.28518517912706215,-0.20757960094935013,0.09766520355470412,-0.2128400096428441,-0.17294382983012935,0.22038735000296156,-0.15881897798887815,0.577271348930068,0.19505804743621735,0.1538684684043212
Temporal_Sup_R,0.671911828830493,-0.39319676806295245,-0.10428508843195318,0.09584921825645508,-0.06027196537618321,0.03777360380777523,-0.08620848529547899,0.002684466381533173,0.18290914058173835,-0.12465257488608228,0.08766933559976622,0.38810355793717954,0.7093126119315283,0.41750464358596795,1.0,-0.3096563993471082,-0.32329157935566355,-0.42135595129389264,-0.1412486790408169,-0.6566225699659795,0.29977425357873594,-0.45976835075869027,-0.23348367894507746,0.5676677573940738,0.16632025522703736
Thal_VA_R,-0.09978507363445505,0.6188699020543759,0.5479067060026174,0.7188093712797538,-0.038632804807981334,0.4085442687335445,0.5783494177179309,0.3660349617793115,-0.20783228176287388,0.6834016513173672,0.43214414074704005,0.38648010339702454,-0.31174587646295127,-0.28518517912706215,-0.3096563993471082,1.0,0.7180380028768023,0.08498407865057005,0.705275522454885,0.3994029337855315,0.5642349976925144,0.6214305443482298,-0.0595566745699622,0.0956834158453721,0.4147796427330854
Red_N_R,-0.12425874855787666,0.560113253797324,0.6853874475000545,0.7208868853796313,-0.0547096332835318,0.4035987187466629,0.5486127702746632,0.40708401584738974,-0.10216650245165627,0.782550768893316,0.6125079519006216,0.3520537933341684,-0.49936514439122276,-0.20757960094935013,-0.32329157935566355,0.7180380028768023,1.0,0.18700446869900725,0.7006315451936601,0.46893076681930124,0.5169010629700459,0.5237044511108093,0.16848435096828537,0.17861411100329758,0.5844349622431531
Cerebellum_6_L,-0.4761313311578468,0.04036432733291819,0.3692214766442318,-0.002272945217956198,0.04382477975371793,0.12486798955359682,0.12880322567079053,0.2024699097764289,-0.08724897101561388,0.14006881971901888,0.17012556896481076,-0.28594498750786496,-0.5075073999153996,0.09766520355470412,-0.42135595129389264,0.08498407865057005,0.18700446869900725,1.0,0.03006133373906706,0.4018796352753745,-0.03265230718377415,0.3266544129116273,0.5109754847585032,-0.3655891294552786,0.01263541201485897
Red_N_L,0.11059329020263367,0.676782367926855,0.38540907066786956,0.6351800829027062,-0.13407534439955776,0.44475650005289163,0.4287325183141439,0.16149717709383568,-0.13378297235605907,0.554590225126936,0.40216023228840747,0.4927183088209863,-0.25086282025508344,-0.2128400096428441,-0.1412486790408169,0.705275522454885,0.7006315451936601,0.03006133373906706,1.0,0.32580772416133463,0.49437238084766355,0.4232948229109992,-0.1861103865304845,0.14866772176195484,0.2938089682439689
OFCmed_R,-0.5052001666405767,0.3634926396091747,0.4163652678423998,0.24088559101161663,0.03080118426456142,0.3268150642889841,0.4415234886864024,0.3836528070884525,-0.24919909820396446,0.4781649550433362,0.11766728182785209,-0.1653721750555816,-0.7144344314102354,-0.17294382983012935,-0.6566225699659795,0.3994029337855315,0.46893076681930124,0.4018796352753745,0.32580772416133463,1.0,0.11431681093707946,0.7583579899813214,0.3250314183050965,-0.3840607196059665,0.11897212396683318
Pallidum_R,0.12619256367654907,0.22724152700028027,0.6888962572573865,0.7829844987919028,-0.1043668201601592,0.6004451847033583,0.6578376365837403,0.3790886507337736,-0.19468386033837012,0.7557587008509135,0.500142246392772,0.555424914418603,-0.04023921528938338,0.22038735000296156,0.29977425357873594,0.5642349976925144,0.5169010629700459,-0.03265230718377415,0.49437238084766355,0.11431681093707946,1.0,0.2616616579316748,0.07248307436048947,0.3496357110539297,0.5087799825316168
Rectus_L,-0.4365143113815968,0.3232496895079284,0.5336951580296792,0.3241827673121081,-0.024809610754580855,0.28658605054705344,0.5278106582150641,0.6477244566647691,-0.16491521093667827,0.5111799001642473,0.4294660031877468,-0.11023429796797611,-0.5506243267839401,-0.15881897798887815,-0.45976835075869027,0.6214305443482298,0.5237044511108093,0.3266544129116273,0.4232948229109992,0.7583579899813214,0.2616616579316748,1.0,0.3395447412233571,-0.29595243265904747,0.1892104428915746
Paracentral_Lobule_L,-0.558023865219289,-0.18414116694904473,0.625948639475319,0.02051702172503567,0.052690837014890565,0.20532194126301598,0.24681402717276069,0.3182268186005356,-0.10666283842592317,0.13608707460810457,0.47806943151163667,-0.2694594891750176,-0.5095792531651485,0.577271348930068,-0.23348367894507746,-0.0595566745699622,0.16848435096828537,0.5109754847585032,-0.1861103865304845,0.3250314183050965,0.07248307436048947,0.3395447412233571,1.0,-0.2835598126844761,0.19325728451052182
Pallidum_L,0.8259905550720782,0.11768228352429566,0.08899338650819197,0.4849738413972109,-0.06462210377393342,0.18777581903077556,0.013543880879898145,-0.08056980776017579,0.12940343490552614,0.19689394860645082,0.26220308714852414,0.6532031736278673,0.4757300051375185,0.19505804743621735,0.5676677573940738,0.0956834158453721,0.17861411100329758,-0.3655891294552786,0.14866772176195484,-0.3840607196059665,0.3496357110539297,-0.29595243265904747,-0.2835598126844761,1.0,0.6796434558380128
ACC_pre_R,0.35064075600859435,0.1802637708479975,0.5820157108222729,0.7150735340504893,0.07983674928798343,0.42744884637304753,0.43006164608560093,0.39186664087139034,-0.016594814440561156,0.5555853347929164,0.5229834957452864,0.5416655502163978,-0.14851717816143606,0.1538684684043212,0.16632025522703736,0.4147796427330854,0.5844349622431531,0.01263541201485897,0.2938089682439689,0.11897212396683318,0.5087799825316168,0.1892104428915746,0.19325728451052182,0.6796434558380128,1.0
