,Thal_PuA_R,VTA_L,Parietal_Inf_L,Cerebellum_9_L,Cerebellum_7b_R,Thal_PuI_R,Frontal_Inf_Orb_2_L,Rectus_R,ACC_pre_L,OFCmed_R,Heschl_R,Thal_AV_L,Frontal_Med_Orb_R,N_Acc_L,Cerebellum_6_L,Temporal_Sup_R,Parietal_Sup_L,Insula_R,Frontal_Inf_Oper_L,Thal_VPL_L,ParaHippocampal_L,Supp_Motor_Area_R,SupraMarginal_L,Frontal_Sup_Medial_L,Thal_LGN_R,Thal_MDl_R,Thal_PuM_R,Thal_LP_L,Vermis_6,Cerebellum_3_R,Thal_VL_L,Parietal_Sup_R,Fusiform_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,VTA_R,Thal_LP_R,Parietal_Inf_R,Vermis_10,Occipital_Sup_L,Caudate_R,Temporal_Pole_Sup_R,Thal_VA_L,Red_N_L,LC_L,Thal_PuA_L,Cerebellum_Crus2_L,Frontal_Inf_Tri_L,Temporal_Pole_Mid_L,Postcentral_R
Vermis_6,0.5537987277526107,0.47149048544822064,0.021533085048069004,0.5207683281489909,0.07098715456631255,0.6179915832411428,0.47518295725319726,0.025956641775457263,0.5690695346916923,0.03992191048246301,0.4249497826237442,0.4666484400277515,0.3434827791887633,0.23807810205799568,0.6495013642246017,0.45902220733579385,-0.1804192918610257,0.5336627914767088,0.5755691875164112,0.5659974942048298,0.6141779681614435,0.5052925191213741,0.11091805478149663,0.3954373939495691,0.5682027259081261,0.616919134599256,0.515485224261536,0.036764840283155714,1.0,0.5648356141046629,0.5635563643964349,0.17043774660899796,0.5081600304804923,0.4770610411232662,-0.03343240693147737,0.2525233711850604,0.3219370803176306,0.2645296082832671,0.5317005961150977,0.3938738967827249,0.5666477789655696,0.38202152988399596,0.5702765233202912,0.5423549962432891,0.4241424247038296,0.49454265144643766,0.11521341570769172,0.40251126436942425,0.3899708138739101,0.3522017290269727
Cerebellum_3_R,0.4716998343986252,0.5500627319493313,0.04342968598538461,0.6649531216976694,0.28168494840521674,0.6799287414801656,0.6504998371593036,0.19019428585438708,0.8172748436802046,0.26396738051773333,0.616910769238796,0.5460799067399645,0.46253880669991077,0.45507057773917486,0.7996263081061699,0.7701060317175962,-0.18647570945992353,0.8006774571972153,0.7725365273964718,0.6678775783240981,0.7646894691239919,0.8086973914236738,0.20965802472002895,0.7717444995672996,0.7324747037513469,0.7341872126604582,0.2812409802636647,-0.10538937254413831,0.5648356141046629,1.0,0.712757909686006,0.1033667375749909,0.6944637113713558,0.7787973223465916,0.06696182508927395,0.5617859252026414,0.45999673523200774,0.2135872433058363,0.8471752860550781,0.2770773156995853,0.6893968719740299,0.7660463936392483,0.8064312882738633,0.6168460458290004,0.4824636942778688,0.531687477606336,0.06270445554571416,0.7463811706699348,0.5954939278146929,0.43129777668141833
Thal_VL_L,0.7327882616891637,0.5335341156565893,0.1620558714688398,0.7217723432873887,0.21163113993299792,0.9490300517438426,0.48751408042184863,0.05317416632021972,0.9124291297284007,0.2422472991020439,0.46018552388009754,0.7826096616586926,0.41977727825384964,0.15544104020658334,0.8411628439048945,0.695887435842812,-0.09324837888179914,0.792904588483505,0.8163063415125794,0.9854441327766529,0.941909559309595,0.5650576862831764,0.22252241783642082,0.7809387684307214,0.9547195637925276,0.9768582660594766,0.5635923470019774,0.0386615429742902,0.5635563643964349,0.712757909686006,1.0,0.003796581972381927,0.8143578438298312,0.7784245209585626,0.2360334486685601,0.5264744128873052,0.19226598077572765,0.19661480070362639,0.7556112376081544,0.29063644383725484,0.9725589105568608,0.7314894359335903,0.914663962408282,0.7504287078772813,0.6601524877023499,0.892261817542798,0.17516313127530617,0.7021998583450006,0.4347481816543681,0.304869416005984
Parietal_Sup_R,0.21380268935253283,0.06698288640402013,-0.36206729522404707,0.05112508118945647,-0.43817881434802813,0.11273566633118609,0.25766947258907574,0.054209728262065555,0.08459043624000337,-0.24871572157802513,0.306267172168077,0.0974693536550803,0.015183325349083147,0.21948266599397953,0.11518380060268996,0.12130037572612722,-0.35134297961408395,0.21175106796737156,0.04621589978206379,-0.009245903645605727,0.05761918807444759,0.12850134616637504,-0.39667363494162755,-0.12134905731918155,0.03516185485484312,0.06744216377085077,0.3124983978711163,0.0011665417072636523,0.17043774660899796,0.1033667375749909,0.003796581972381927,1.0,-0.18705466485243782,0.09704804854424572,-0.543044064322934,-0.057890547568431636,-0.03407930290581724,0.5067834020639006,0.03077708002709451,0.269507472539892,0.054242580244095735,-0.17844425676851638,0.1016019969832287,0.01683965116385694,0.08954705822930929,0.007989102847941775,-0.08705929360293514,-0.11910114935575034,0.15310509701908595,0.46476775809305254
Fusiform_R,0.5024081259146493,0.5426910721457782,0.36575488067936135,0.6917917892059603,0.5517638777727271,0.7329389399306857,0.39726508758673545,0.09405912824632078,0.7960085960447059,0.3400085389307292,0.3446107152596468,0.6287744489381978,0.46280460889022407,0.2230702135153631,0.811744930691608,0.6710909756138317,0.12441249304735011,0.6259233579718797,0.8268766353829523,0.7961513463532056,0.7931334063761416,0.5586936139130003,0.4973287530161204,0.7537281732472653,0.8058646192687768,0.8008842062108751,0.3152845160394332,-0.004722979707017481,0.5081600304804923,0.6944637113713558,0.8143578438298312,-0.18705466485243782,1.0,0.6701778800056768,0.6000449406566932,0.42368702094299815,0.3483331832388682,-0.08404524609395114,0.701764086067015,0.2590124923499884,0.7940624623732025,0.8031978462718978,0.7666679521013009,0.7659853783128743,0.5661493513524726,0.6983692719585403,0.30383770971470014,0.7046973856370219,0.45994685226717724,0.059026466535131446
Frontal_Inf_Tri_R,0.5097891061352359,0.5370312752492782,-0.21720292556680726,0.7988575279297512,0.1745055360999062,0.7491590232774552,0.7869038812769297,0.22226880223368917,0.8783515910653643,0.17360906445921798,0.6640870526659238,0.5307384086332094,0.3552355900060575,0.3585851574331774,0.8472060023846237,0.9013358787081074,-0.3420032493139021,0.8741816060200451,0.7247167376756692,0.696084998888817,0.8258404661887441,0.7786523332824897,-0.05996622072384207,0.7363057224097767,0.786833965863372,0.7749911650011746,0.27001722512533355,-0.12565886825904568,0.4770610411232662,0.7787973223465916,0.7784245209585626,0.09704804854424572,0.6701778800056768,1.0,0.004998129509407931,0.556711711625397,0.4088261387870276,0.3040435806110735,0.8138491432602186,0.14786485776934702,0.8102116848980825,0.8107003375559753,0.8595437226968151,0.679645767451813,0.6256315427513028,0.5842683881267198,0.17294755272480458,0.8119349750607854,0.48755113623472024,0.5929005640270594
Cerebellum_Crus1_R,-0.014104997232112577,0.12452539207769601,0.6384253235143886,0.16851529186738975,0.7417377805116564,0.1186515025164174,-0.2513255741955015,-0.14612257460584294,0.09836507562989814,0.20814187133184736,-0.23433043622721408,0.14417389854836732,0.053698900244439275,-0.06731482498910411,0.14729549735121514,0.06235247916631826,0.5497006165739795,-0.09494097420650341,0.3229887389035117,0.26075453375958335,0.1605148309184639,-0.014755499680102016,0.7117775295479605,0.34447384413864207,0.19492082021542737,0.1767488496750356,-0.1039900839997552,0.01348703238980841,-0.03343240693147737,0.06696182508927395,0.2360334486685601,-0.543044064322934,0.6000449406566932,0.004998129509407931,1.0,0.013593661446416756,0.04444003467871235,-0.5887517722039658,0.0402824896696829,0.029326729042676688,0.19068178533821672,0.33785665833078976,0.07254238259289997,0.30310223866743813,0.09626849726147954,0.2434757703628207,0.4298800646649623,0.25198725937078353,-0.03809928836898633,-0.540187334343233
VTA_R,0.20169373235526475,0.39571027238361867,0.08033156546361726,0.3996094523075484,0.2805206391531238,0.49375057080342616,0.522631653317488,0.15741531243135437,0.6363252262135456,0.221363729260288,0.24058596605140004,0.4012141662587493,0.4480659377702188,0.18157338255189698,0.5016340756616972,0.45047323685293506,-0.03472617051720947,0.5011971573531108,0.5127212569458092,0.5434672703354544,0.5247647315290102,0.5174787371281051,0.18945759687164557,0.6653467362018686,0.4726477272794907,0.4725679983300261,0.13166539574494387,-0.06510891138867028,0.2525233711850604,0.5617859252026414,0.5264744128873052,-0.057890547568431636,0.42368702094299815,0.556711711625397,0.013593661446416756,1.0,0.21308071703902273,0.09486309387977128,0.6617522309042186,0.07631024634594981,0.4984639939945873,0.5515337209999267,0.5796146018057743,0.31783786385371826,0.35475477345015244,0.2854485142295887,-0.06761665163981825,0.6022057186796427,0.3380272018798725,0.20583632164944832
Thal_LP_R,0.022690405859935325,0.343907575320244,-0.061955829066553746,0.31813811057945685,0.25677630294123177,0.16509043499882164,0.41036082830734066,0.17699585710110857,0.37363364090758255,0.3104506529555878,0.3304861289016485,0.18654004052573678,0.3061326312491032,0.27258972941885684,0.3949844847038126,0.47052262068969913,-0.21853968302542867,0.390743591282106,0.34250003933490986,0.14884187453072742,0.2911834264758796,0.5546800228359142,0.10307854299942897,0.36557273135032625,0.2841816272120036,0.23679881079181098,-0.12142734646446,-0.09908802001129445,0.3219370803176306,0.45999673523200774,0.19226598077572765,-0.03407930290581724,0.3483331832388682,0.4088261387870276,0.04444003467871235,0.21308071703902273,1.0,-0.020072006989242965,0.46642362809312243,-0.014199835712916305,0.19703155532467917,0.48460765570416,0.3737664314121433,0.287472425117084,0.20648973881389934,0.13141964562271977,0.028103613500159007,0.35261829575452835,0.43717232769555964,0.23463761611895773
Parietal_Inf_R,0.462740233099913,0.12313136218232625,-0.5318262294163912,0.3802226328297855,-0.44895194949770706,0.37164318446098926,0.43152773659427207,-0.06709795761572042,0.2411848122806328,-0.40082824512288684,0.497072746632528,0.13009014953381298,-0.09540624479733217,0.2740374561855873,0.3189085841687526,0.4004839546590866,-0.6043989520815793,0.4878638975993609,0.19821965419860807,0.18610926763288896,0.2878393016501309,0.29132053755125564,-0.564604074812927,-0.09019849639408876,0.1486128776872345,0.22571666900672285,0.5932126312956753,0.1628186802389226,0.2645296082832671,0.2135872433058363,0.19661480070362639,0.5067834020639006,-0.08404524609395114,0.3040435806110735,-0.5887517722039658,0.09486309387977128,-0.020072006989242965,1.0,0.24467320082307176,0.47240005461166756,0.25190150888932933,-0.0501345931412445,0.18349086483999208,0.20810664519286057,0.3894748152655229,0.17925002999663822,0.14054777190994658,-0.08131597306094611,0.07460619454708654,0.8068884709101705
Vermis_10,0.4908329613161872,0.449567712790522,0.037689297728910214,0.7227200959102281,0.2870865363396681,0.7218509025225929,0.7248207757210617,0.23025419099029196,0.8745560617160613,0.3402349090653385,0.5904098213400437,0.5791265439047193,0.5452529306330817,0.39940537647559243,0.8317085930659694,0.7815609519172735,-0.21594561212607302,0.8331058891870526,0.7712563464131097,0.7181443161315019,0.7878532606421069,0.8237433790793447,0.20718742170748417,0.7969897454592957,0.7842048352255623,0.7615208288152563,0.3038411823291535,-0.13010526723153676,0.5317005961150977,0.8471752860550781,0.7556112376081544,0.03077708002709451,0.701764086067015,0.8138491432602186,0.0402824896696829,0.6617522309042186,0.46642362809312243,0.24467320082307176,1.0,0.19247176516601494,0.7315986783820024,0.8397520922375388,0.8233873785770766,0.5996060166101709,0.5969293101465919,0.5352962272989418,0.029431408135757554,0.7953926124492803,0.6083095105881936,0.4291906149654135
Occipital_Sup_L,0.5715700388089776,0.2275874859791001,0.10493484619566046,0.346293771206732,-0.07360539451916262,0.43390769261404316,0.15865730290620272,-0.16771394114290394,0.25300944966922345,-0.27592538382222953,0.354144013847261,0.23839549301730295,-0.010701558563523707,0.38210716603153055,0.39108549068291315,0.3491933688625807,-0.14798542226066752,0.34121239241040086,0.45088375274283965,0.32341189682797356,0.32627054288287016,0.3227968795393139,0.12278425546932142,0.15626323501853528,0.18733224477927274,0.2989197358889374,0.6764264342128239,0.21463033725273306,0.3938738967827249,0.2770773156995853,0.29063644383725484,0.269507472539892,0.2590124923499884,0.14786485776934702,0.029326729042676688,0.07631024634594981,-0.014199835712916305,0.47240005461166756,0.19247176516601494,1.0,0.31083807923019785,0.10559719684378509,0.1764828029923538,0.33525783102047874,0.3026329047778155,0.33645000136156994,0.3509528182109038,0.02044012360198781,0.2096382584444674,0.38092263615005884
Caudate_R,0.7125141769187598,0.5449750747894281,0.08600509987882834,0.7340457340036272,0.15995763375050043,0.9386701861281306,0.5153712908893263,0.07622235973195181,0.914507764494958,0.20466225315297962,0.5004080865633223,0.7614048662281907,0.3947317856895019,0.14847429357015676,0.8444483735655348,0.7180709244923866,-0.15037520849647576,0.7957003292973321,0.7915658964899538,0.9516758522193505,0.931578115858985,0.5550117352505308,0.1311356957693446,0.7264928580156426,0.9366249577861889,0.9546672763203284,0.5730401451034227,0.06018334321036384,0.5666477789655696,0.6893968719740299,0.9725589105568608,0.054242580244095735,0.7940624623732025,0.8102116848980825,0.19068178533821672,0.4984639939945873,0.19703155532467917,0.25190150888932933,0.7315986783820024,0.31083807923019785,1.0,0.7128350959302738,0.9021279362569921,0.7938378230561081,0.6692474329421162,0.8643687584451485,0.1703249160867758,0.664198882475602,0.40704519464248634,0.36934827095237005
Temporal_Pole_Sup_R,0.37829878916185783,0.42846027002100817,0.1411879078328585,0.669007078300277,0.4371182130157959,0.6430626434379106,0.5956997605138736,0.2853129794574031,0.8203925233964333,0.4197649157380153,0.4955314513084208,0.5518418815621849,0.5083736471496282,0.4043168328744666,0.7567181261823154,0.7855433278677011,-0.07189717299541462,0.7223689154834312,0.7292942083142692,0.6743731689285379,0.7514262090605895,0.7373158489970807,0.3092179500724576,0.8239952039354489,0.7602217943971202,0.7030424640747492,0.10343065023844081,-0.14582089100441,0.38202152988399596,0.7660463936392483,0.7314894359335903,-0.17844425676851638,0.8031978462718978,0.8107003375559753,0.33785665833078976,0.5515337209999267,0.48460765570416,-0.0501345931412445,0.8397520922375388,0.10559719684378509,0.7128350959302738,1.0,0.7899934145690393,0.5821625175278107,0.44348619092067154,0.5616301874772199,0.13554378550191942,0.8175819983589545,0.5982565630434596,0.23589655567490558
Thal_VA_L,0.6127428835144222,0.5946631632956968,-0.017358451800732262,0.740353475915437,0.17466935881545842,0.8597023552789932,0.6710368127573586,0.21485005264436274,0.9589330572823692,0.2954211586256678,0.5471452899271523,0.7505458672452558,0.5601753717377281,0.2969115546939635,0.8659380122775784,0.7639111753786866,-0.20899963336413052,0.8511107091122071,0.8007019497581024,0.869890060839713,0.9351292339283528,0.6746719033019216,0.11076837424866588,0.8018486907547243,0.944666582041314,0.9344106723570357,0.39575829001650337,-0.10169125024831643,0.5702765233202912,0.8064312882738633,0.914663962408282,0.1016019969832287,0.7666679521013009,0.8595437226968151,0.07254238259289997,0.5796146018057743,0.3737664314121433,0.18349086483999208,0.8233873785770766,0.1764828029923538,0.9021279362569921,0.7899934145690393,1.0,0.7495606249586116,0.6400110979046207,0.7621934846932992,0.10279423157792118,0.7848150197853706,0.6384430058457948,0.3910883608254307
Red_N_L,0.5748490987321123,0.6467433395287706,-0.018411641899127022,0.7843941526648923,0.34291335749328145,0.7525505285704341,0.5369813316066924,0.009045316113764032,0.7688431624569119,0.07477254436955227,0.4972296441168737,0.4988940452930942,0.3250195369044824,0.18881024810682923,0.7869699781535731,0.700929914283273,-0.18678767702072624,0.7095755765939137,0.788464174546194,0.7206428985203704,0.8272708619645893,0.5549399456008395,0.15111508123959508,0.6017357473893094,0.7563100390979911,0.7933775915172284,0.474109178254941,0.008814622004708922,0.5423549962432891,0.6168460458290004,0.7504287078772813,0.01683965116385694,0.7659853783128743,0.679645767451813,0.30310223866743813,0.31783786385371826,0.287472425117084,0.20810664519286057,0.5996060166101709,0.33525783102047874,0.7938378230561081,0.5821625175278107,0.7495606249586116,1.0,0.745470957885968,0.6239941412412088,0.44141447050456306,0.574034549147914,0.3629863528581779,0.3514494049276899
LC_L,0.6673379516016273,0.4376441145428747,-0.17243623011094691,0.8069616449000968,0.23882921228587892,0.7435911801332512,0.6324797747291968,-0.09060832443107085,0.6942121216088439,-0.10224268460827228,0.5195551055808624,0.4032472958093179,0.24260324731354735,0.2738807323249854,0.7399342810431833,0.6951118106846934,-0.31916942489391054,0.7585634232599672,0.6952265662772363,0.638970087958073,0.730918459497195,0.5146690868123318,0.011568981040861025,0.4650302840519389,0.6204044564388268,0.6964173830153115,0.6002700151571081,-0.06899452865126209,0.4241424247038296,0.4824636942778688,0.6601524877023499,0.08954705822930929,0.5661493513524726,0.6256315427513028,0.09626849726147954,0.35475477345015244,0.20648973881389934,0.3894748152655229,0.5969293101465919,0.3026329047778155,0.6692474329421162,0.44348619092067154,0.6400110979046207,0.745470957885968,1.0,0.506041610310385,0.46689685567135947,0.49177577066951933,0.25283594782430724,0.464418656564289
Thal_PuA_L,0.7595383609210647,0.39557597295878066,0.18068285653138103,0.5600884117527888,0.08778115978692216,0.8579749178602367,0.2512686837921693,-0.09533998494876471,0.7257424305868366,0.24490031215211505,0.3691535966944006,0.7371523251771781,0.22381275129519856,0.026502967728994964,0.6852668830056381,0.5525521096843096,-0.07600312805416608,0.6201393727497321,0.6281637365898809,0.8958108692062521,0.7907779317780836,0.3788177435355393,0.1600954446707099,0.5607763596621846,0.8431671315970353,0.8741207656962706,0.5890996915891572,0.10093849469045568,0.49454265144643766,0.531687477606336,0.892261817542798,0.007989102847941775,0.6983692719585403,0.5842683881267198,0.2434757703628207,0.2854485142295887,0.13141964562271977,0.17925002999663822,0.5352962272989418,0.33645000136156994,0.8643687584451485,0.5616301874772199,0.7621934846932992,0.6239941412412088,0.506041610310385,1.0,0.1786933738402915,0.46155939910625376,0.3142982221141767,0.2660902308682129
Cerebellum_Crus2_L,0.2858524903013228,0.26154663950478774,-0.2102745108850884,0.5882137175604003,0.34744415130566353,0.2497669289134793,0.1853296580081817,-0.4381734171114541,0.1174327373860292,-0.4211074356314155,0.21465307991517177,-0.016108809136872022,-0.25163149011025016,0.2942701747091321,0.319541876751208,0.39860213887628526,-0.16379894977688852,0.2757893837498075,0.3682001785424408,0.15995940140725617,0.30950003345984045,0.23256077489733232,-0.010020188333537369,0.1284124643132948,0.11841210745331415,0.19461177291472645,0.30152479848694436,-0.0322836304682232,0.11521341570769172,0.06270445554571416,0.17516313127530617,-0.08705929360293514,0.30383770971470014,0.17294755272480458,0.4298800646649623,-0.06761665163981825,0.028103613500159007,0.14054777190994658,0.029431408135757554,0.3509528182109038,0.1703249160867758,0.13554378550191942,0.10279423157792118,0.44141447050456306,0.46689685567135947,0.1786933738402915,1.0,0.13120039570271308,0.01917080961450608,0.23897352241932573
Frontal_Inf_Tri_L,0.34705498582392275,0.5399485792517709,0.11916307222148723,0.6585368704211096,0.4230811994857558,0.5958144800949978,0.7063320025888757,0.21390525326325366,0.7921633242205827,0.30306242217662466,0.4065510294752708,0.48123929425662076,0.48390340241253177,0.361283977759867,0.7627943369887412,0.6973936039474341,0.007280521060345261,0.6961355460208576,0.7419119831545784,0.6442116006646015,0.7193394944884727,0.7340211213339712,0.3495715865790961,0.8910794076373405,0.7199361757458825,0.6989253775523775,0.0479023497517236,-0.25804602409694755,0.40251126436942425,0.7463811706699348,0.7021998583450006,-0.11910114935575034,0.7046973856370219,0.8119349750607854,0.25198725937078353,0.6022057186796427,0.35261829575452835,-0.08131597306094611,0.7953926124492803,0.02044012360198781,0.664198882475602,0.8175819983589545,0.7848150197853706,0.574034549147914,0.49177577066951933,0.46155939910625376,0.13120039570271308,1.0,0.5696641020085715,0.1966715097277815
Temporal_Pole_Mid_L,0.2949877779579094,0.4462815727969776,0.0052071799063042965,0.423207619651363,0.12674874269977215,0.3979821488477324,0.5522870831248762,0.28071812581888334,0.6021357718486363,0.3470602187416575,0.41089181006126646,0.4726034229953827,0.6831778658582008,0.5345880907904732,0.5713110592101455,0.5134129041621436,-0.13033760074120854,0.5324926442016754,0.5388601426265762,0.38227283689249786,0.5362455703906189,0.600565468863325,0.16106764040204727,0.584773396626048,0.5242407413757041,0.4850590838607351,0.08136101828408934,-0.25489604710536923,0.3899708138739101,0.5954939278146929,0.4347481816543681,0.15310509701908595,0.45994685226717724,0.48755113623472024,-0.03809928836898633,0.3380272018798725,0.43717232769555964,0.07460619454708654,0.6083095105881936,0.2096382584444674,0.40704519464248634,0.5982565630434596,0.6384430058457948,0.3629863528581779,0.25283594782430724,0.3142982221141767,0.01917080961450608,0.5696641020085715,1.0,0.23874586315309826
Postcentral_R,0.5000005831866315,0.2890018735678076,-0.6773017254480018,0.5686204359078948,-0.3501714771716913,0.4586397775339977,0.6298683484886127,-0.03858920648918938,0.42682859310343985,-0.24101304119047476,0.7727482003452175,0.14837262059901288,-0.12447459216397022,0.4114017666351386,0.5058068017272784,0.6930993212353547,-0.7361600406797353,0.691814478492435,0.3201901978628971,0.24080559125628725,0.42858388098350253,0.609163386915332,-0.5882166776616369,0.13958419136206285,0.2801443339001357,0.349711033506737,0.45411585357209194,-0.0007570261132429958,0.3522017290269727,0.43129777668141833,0.304869416005984,0.46476775809305254,0.059026466535131446,0.5929005640270594,-0.540187334343233,0.20583632164944832,0.23463761611895773,0.8068884709101705,0.4291906149654135,0.38092263615005884,0.36934827095237005,0.23589655567490558,0.3910883608254307,0.3514494049276899,0.464418656564289,0.2660902308682129,0.23897352241932573,0.1966715097277815,0.23874586315309826,1.0
