,Rectus_L,Lingual_L,Thal_PuA_L,SN_pr_L,OFCpost_L,Thal_MDl_R,Vermis_4_5,Cerebellum_7b_R,Temporal_Inf_R,Heschl_R,Frontal_Inf_Tri_R,Rolandic_Oper_L,Cerebellum_6_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_L,Thal_LGN_L,Postcentral_L,Frontal_Inf_Tri_L,Temporal_Mid_L,Frontal_Sup_2_L,Postcentral_R,Temporal_Sup_R,Putamen_R,Cerebellum_7b_L,Raphe_D,Parietal_Sup_R,Thal_MGN_R,Hippocampus_L,Red_N_R,Pallidum_R,Putamen_L,Frontal_Mid_2_L,Occipital_Inf_R,Precuneus_L,Temporal_Pole_Sup_L,Precuneus_R,OFCant_R,Red_N_L,Cingulate_Post_L,Frontal_Inf_Oper_R,Thal_VPL_R,Cerebellum_3_L,Vermis_7,Thal_MDm_L,Thal_PuL_L
Frontal_Mid_2_L,0.15485460565531148,0.3530873135775197,0.27475312202896235,0.32879031812378795,0.4444173831686447,0.4659564635080888,0.63072106380951,0.5897863699704621,0.5982983960652951,0.15197735249435418,0.48237166384981733,0.5111524063817369,0.5721696261640754,0.607187753959796,0.5948348012443813,0.4553309312232133,0.6348101238678828,0.8474516155357156,0.3164860821608495,0.9387404564280847,-0.16313563496633637,0.40084279713091886,0.4394853676267721,0.4964565207307591,0.3645391776314957,-0.3092083233339133,0.5514637751956156,0.5732234968564424,0.3733417116815875,0.5298677226354982,0.4115376178201953,1.0,0.1795652776553358,0.113223760105747,0.3886151466077132,0.35540067444738904,0.26083996924489855,0.34487621244582456,0.6609311836335474,0.2919793441512406,0.410131838898984,0.4287064121636101,-0.03971695160516914,0.3414322770547425,-0.2721311167123582
Occipital_Inf_R,-0.30775906426299515,0.4991148998483755,0.3171377397877828,-0.1358207486959283,0.22990982665618473,0.23038899150179656,0.11085777571474396,0.5399725756548025,0.7317462613678114,-0.09003460953716144,-0.031192341718701312,-0.08430476241876832,0.2408956376232313,-0.010721275009887482,0.3297665227075152,0.21697664298828853,0.47160986888966555,0.05782176052640176,0.00031669760538308384,0.13486151414583705,-0.3004880796407811,0.07347205665672424,-0.09387818674317508,0.4476449565587616,0.12149589546288068,-0.31477372204690257,0.3110792229965368,0.23971038023287028,0.08001020529593514,-0.0903853107380083,-0.12804576245322072,0.1795652776553358,1.0,0.07583388188700999,-0.38815081805703,0.016558387993312045,0.28235475155207934,0.35107869747118964,0.2472214622876486,0.029770881525254176,0.20918857869364693,0.2320398075871573,0.3440667375486336,0.38470097475028037,0.39749048252404606
Precuneus_L,0.19747082276947125,0.6996589225579736,0.4443655212830051,0.3640765348995203,-0.08011055108628441,0.5156062667582871,0.5996586920089274,0.07769505297403642,0.07214007834516845,0.6800737861192948,0.5124330161339491,0.6135258307034398,0.6362812803468015,0.3748396527913839,0.6504933081325839,0.4402943407571108,-0.11324413911520576,0.3144144135338992,0.7457088229307931,0.3411674486192654,0.6368058754781022,0.7126415392195067,0.7085449531553917,0.18033997083233755,0.012376368273083322,0.2678820662516092,0.22259018353004895,0.41270812941619905,0.5807293888190995,0.4824799824500104,0.6136510123280255,0.113223760105747,0.07583388188700999,1.0,0.5505343269222437,0.9010849217564398,-0.15841677757024888,0.5295341874242679,0.6496959696921923,0.6401257511694058,0.5330558968962789,0.657403018224708,0.2830518242855546,0.5313604271733247,0.18040025288567788
Temporal_Pole_Sup_L,0.4934918960996347,0.4263126212061632,0.2791224180248347,0.5078943815576853,-0.015273514032764389,0.5587044020612076,0.7234136717249708,0.015595452664140799,-0.1205556676251321,0.5968467473921018,0.7501855290728395,0.8714382362879942,0.5658747022534022,0.6955275271827928,0.6218479864738321,0.5332416534351102,-0.20691821762676946,0.6664179700922062,0.7181529697790252,0.5797566460729877,0.5981037814400659,0.7311823303912156,0.8057293841947015,0.1321945430984062,0.058629804769451815,0.3024834981352768,0.3690513780811191,0.502583194606095,0.6330053806349566,0.6970518799298417,0.8214857735372187,0.3886151466077132,-0.38815081805703,0.5505343269222437,1.0,0.6937457588604817,-0.19009332061297826,0.4630540974433923,0.6590627140687105,0.6885076020785307,0.5497605662636684,0.5910523216526775,0.0022415452681612312,0.38490104186625185,-0.4143556462812222
Precuneus_R,0.3513108968697683,0.7178560112170955,0.4829506145879104,0.4796022974885168,0.05045363443025647,0.6495681521754534,0.7396097072132471,0.1332712091597189,0.14078402514773186,0.6878830659652454,0.6741006339558968,0.7686319926958679,0.7380577087812955,0.5597734904621554,0.7826739028650275,0.5728421235737997,0.050649828297750804,0.5521753603539858,0.7743992484104618,0.5490591529829382,0.5736897809815987,0.7697981202123295,0.847904483789047,0.22367185699839318,0.06269291059102165,0.25439389502972876,0.3615441636941724,0.5881066029625132,0.6909136984778809,0.6663036436015047,0.7592788886632054,0.35540067444738904,0.016558387993312045,0.9010849217564398,0.6937457588604817,1.0,-0.0400872308237189,0.6222171640559174,0.7815431051472409,0.7196815667890363,0.6532881368908899,0.7490228503670238,0.17146249678098804,0.6107686731283267,0.02233117285417595
OFCant_R,0.12077141762779886,0.08922634748950029,0.16859771255814246,-0.05282995462637323,0.6712451868510358,0.1033648792239309,0.05769961046731379,0.3472003433877377,0.4162624945391578,-0.36575442833289457,-0.17271686814140666,-0.15232419171490677,0.0078294719778167,0.1083336179243094,0.14686378092424043,0.0721516108695637,0.6406314960673065,0.1042753191784004,-0.1294335060861232,0.11739409700966628,-0.561340183118482,-0.24335773944844274,-0.13778563997387736,0.08941035423948496,0.015799678487176352,-0.21586305423706284,0.19169216963200908,0.18022479040440956,-0.05459283375320358,-0.08975437172427066,-0.22308462605944593,0.26083996924489855,0.28235475155207934,-0.15841677757024888,-0.19009332061297826,-0.0400872308237189,1.0,0.007634328972665069,0.11130493573667986,-0.25753968101295727,0.06694435882280023,0.140640829688332,-0.13962630225384606,0.11439609043845875,0.2674732364193637
Red_N_L,0.17400088952875448,0.7633634197591956,0.6239941412412088,0.47288422322178403,0.0494972643440461,0.7933775915172284,0.7062442125884763,0.34291335749328145,0.427978628080623,0.4972296441168737,0.679645767451813,0.6938357436798037,0.6372049870119043,0.5361484161930584,0.788464174546194,0.7648371949322238,0.08745246767955339,0.574034549147914,0.6153019459106983,0.5056186911932162,0.3514494049276899,0.700929914283273,0.6821904736262276,0.4228089514923216,0.1837406895386473,0.01683965116385694,0.5780612617455153,0.7013884113157784,0.8959376813294425,0.56780315458654,0.6416468344050863,0.34487621244582456,0.35107869747118964,0.5295341874242679,0.4630540974433923,0.6222171640559174,0.007634328972665069,1.0,0.7476779660805806,0.7243782489687576,0.747945397237492,0.7144523805051429,0.3907742261337027,0.7498972047078446,0.01728478909331673
Cingulate_Post_L,0.30588680752763125,0.8164534615921402,0.683437023342829,0.41374654197154254,0.24338340024060676,0.870222566236722,0.9463809070893159,0.3986769109211099,0.4938187172754093,0.5428625349651108,0.7648335164860172,0.839747494944632,0.7813053933073836,0.696302307741146,0.9117448481783076,0.8145990415494233,0.329056848854911,0.7845865757447645,0.7386958600676083,0.8138708001080909,0.3008336716108807,0.7786025076469533,0.7839243083447699,0.41669226708731183,0.14945676279290418,-0.010905037477830533,0.722366857844929,0.8487535984548371,0.7495391516806665,0.6825037452941359,0.6975822828591692,0.6609311836335474,0.2472214622876486,0.6496959696921923,0.6590627140687105,0.7815431051472409,0.11130493573667986,0.7476779660805806,1.0,0.7574303666750749,0.8485623119023101,0.8436876366032187,0.2645599011219365,0.8009834314545501,-0.010157433903991528
Frontal_Inf_Oper_R,0.22173013915163856,0.7267619509447756,0.66025622634702,0.38114005387020555,-0.1769754028388885,0.8059263075900686,0.7728609886579668,0.04954522916738581,0.11097713648378549,0.7185470463962811,0.9167754964949056,0.8498134860480722,0.6217606345869576,0.6429707776586603,0.7529020589090999,0.7630480473912791,-0.186335194773377,0.6495243808227691,0.7559335082265506,0.533678464713245,0.734031067670475,0.9050218930906888,0.7915826676977971,0.2241463484565435,-0.017638662437276742,0.18381062963565023,0.5364146567327489,0.7346613042322009,0.7536438734818002,0.6963108595626197,0.7721831000558022,0.2919793441512406,0.029770881525254176,0.6401257511694058,0.6885076020785307,0.7196815667890363,-0.25753968101295727,0.7243782489687576,0.7574303666750749,1.0,0.8329278160490708,0.7512500487532018,0.3211421346768343,0.78139593907983,-0.06403565279600373
Thal_VPL_R,0.179567926300939,0.8165048521787485,0.8938015239830357,0.4047881065643847,0.11379395173021897,0.9758627458433283,0.8412267806036277,0.11392146289500901,0.3305608574325663,0.49404453209995014,0.7633169241319637,0.7612259908666593,0.5951748031091112,0.5555677240430761,0.8121870405819023,0.8976412127118504,0.1817591808431276,0.6516450263816408,0.6736481523948447,0.5887445673515835,0.39696344597739047,0.7072414403252956,0.6472323157546161,0.23319519944289158,-0.010868210850990653,0.08205885675483861,0.6619045833609009,0.9380245067585076,0.7361910251196364,0.5445947522430209,0.5677450203490497,0.410131838898984,0.20918857869364693,0.5330558968962789,0.5497605662636684,0.6532881368908899,0.06694435882280023,0.747945397237492,0.8485623119023101,0.8329278160490708,1.0,0.8470742205448434,0.2717397189684493,0.9580849834834922,0.22066435562359138
Cerebellum_3_L,0.2706903946452478,0.8337428416620233,0.7021881915717602,0.3745608204493287,0.1460720389942305,0.8421774576433402,0.7930121154145812,0.2562415748913553,0.3306957962053183,0.5724364221787492,0.6935101717876716,0.7558692074789362,0.7087936369378037,0.6053533369479102,0.8490856361687296,0.7680497398110463,0.20894987560246558,0.6432700741599265,0.7710555417433848,0.5789418628708312,0.38519328878858605,0.7393765787169919,0.7393818610308809,0.3981522482337338,-0.032274274497540965,0.119505433307787,0.5634376242725855,0.790620296468201,0.7235692621453661,0.5527673213333177,0.6164718741647957,0.4287064121636101,0.2320398075871573,0.657403018224708,0.5910523216526775,0.7490228503670238,0.140640829688332,0.7144523805051429,0.8436876366032187,0.7512500487532018,0.8470742205448434,1.0,0.28964351851409326,0.8169948366724723,0.1869312812382649
Vermis_7,-0.021616770460591538,0.40960918212773767,0.2417956176658105,-0.17689534091871492,-0.3556610949877822,0.2878409805699479,0.18212228381180368,0.27225677580651036,0.21420457205655077,0.26358404679947023,0.19314583849276512,0.1754562450360672,0.21544688469075662,0.07464889326968846,0.2884014445659718,0.27920049368598177,-0.15015556402422164,0.08774982376981207,0.38085657773858134,0.03317242438740034,0.15943107214517388,0.26807317894104143,0.24239965396115118,0.353404098228204,-0.1114003607290519,-0.0966508085111562,0.23247569803462698,0.17329016474657694,0.3079180409004714,0.020243372482528516,0.13143620658987065,-0.03971695160516914,0.3440667375486336,0.2830518242855546,0.0022415452681612312,0.17146249678098804,-0.13962630225384606,0.3907742261337027,0.2645599011219365,0.3211421346768343,0.2717397189684493,0.28964351851409326,1.0,0.3121711573635249,0.17150209998195265
Thal_MDm_L,0.09535270018144652,0.8437258515831065,0.9066983033072675,0.3068986886770687,0.14348375671471414,0.9444814235308262,0.7728207259787093,0.15877803283596342,0.42710523943409623,0.49813172060868444,0.6928684137302534,0.6655572140359214,0.5795260897197092,0.47938835726483403,0.790669649391986,0.8565043970391376,0.25351242525235657,0.5582716268809861,0.5859691248801493,0.5105447335324544,0.3482569131146836,0.6614551060927943,0.5593310013518958,0.22613280818364362,-0.027730792072909304,0.042233601147396695,0.6526419367652737,0.9059330039781902,0.671134023941362,0.4709512883451383,0.4786468073539553,0.3414322770547425,0.38470097475028037,0.5313604271733247,0.38490104186625185,0.6107686731283267,0.11439609043845875,0.7498972047078446,0.8009834314545501,0.78139593907983,0.9580849834834922,0.8169948366724723,0.3121711573635249,1.0,0.3450628669448132
Thal_PuL_L,-0.37895483956971765,0.27956127356765026,0.4982654308517294,-0.0021817046553240377,0.1552300120727426,0.17116425760393744,-0.10376799457279488,-0.12568426436717725,0.17146069962820842,-0.08055159677535263,-0.23309948295100383,-0.25969676004559566,-0.00037398860061689884,-0.355499607358583,0.02618088561776194,0.042777285729399345,0.22908825919673995,-0.2757639884379336,-0.020851435972628646,-0.25316771891156653,-0.11249645063523311,-0.13558096854794324,-0.25039883577458255,-0.05207028628450497,-0.060651284255244735,-0.01563631288899926,-0.11036237079444419,0.11731610563489558,-0.037893126450385305,-0.34066985377555664,-0.3867534462956559,-0.2721311167123582,0.39749048252404606,0.18040025288567788,-0.4143556462812222,0.02233117285417595,0.2674732364193637,0.01728478909331673,-0.010157433903991528,-0.06403565279600373,0.22066435562359138,0.1869312812382649,0.17150209998195265,0.3450628669448132,1.0
