,Cerebellum_3_L,Vermis_7,Cerebellum_Crus1_L,Calcarine_R,Vermis_3,Hippocampus_R,Frontal_Inf_Orb_2_L,Cingulate_Post_L,Occipital_Sup_R,Cerebellum_9_L,Paracentral_Lobule_R,Temporal_Mid_R,Postcentral_L,SN_pr_R,Temporal_Sup_L,Rectus_R,Thal_LP_L,Thal_VA_L,Vermis_4_5,Cerebellum_3_R,Amygdala_L,OFCpost_R,Parietal_Inf_L,ACC_pre_R,OFCant_R,SN_pr_L,Postcentral_R,Cerebellum_Crus2_R,Angular_L,Thal_LGN_L,Temporal_Pole_Sup_L,ACC_sup_L,Vermis_10,Temporal_Pole_Mid_L,Rolandic_Oper_R,Thal_VL_R,ACC_sub_R,Thal_MDm_R,Thal_IL_L,Temporal_Pole_Sup_R,OFClat_L,Putamen_R,Occipital_Sup_L,SN_pc_R,Thal_VA_R
Temporal_Pole_Sup_L,0.009873960050867553,-0.10058335138061764,0.12435546211408395,0.3445636866202317,-0.07617635010781008,-0.1576765622582666,-0.0651184227432772,0.3037267082175749,-0.00788018979886513,0.0810615556355066,0.09648692678822275,0.04517904550311101,0.12741936615481755,-0.037239169992836975,0.23762300991716126,0.008147618664113579,-0.03274616867610892,-0.0599975341448279,-0.0029894910556486046,-0.025707129329449935,-0.0006532100601676984,0.11013592561764678,0.2605715740419236,0.36886251528894015,-0.04473779809540647,-0.10163905133504562,0.039061779564510284,0.0034399548248416094,0.1403791935298831,-0.027111585552450888,1.0,0.03727366999534736,0.046778779838877335,0.21156261346570662,-0.04871190228340894,-0.13548225945586706,0.022396834266762495,-0.09585700911292767,-0.030433333752754196,0.12055054509970568,-0.01625981717128958,-0.15670428158454142,0.11133086888070587,-0.15150634968667515,-0.0975171308948715
ACC_sup_L,0.6645170872512765,-0.09783704016147023,-0.2635185334247049,0.21246281505773965,0.5802188699723839,0.6019001078621398,0.2335444913566208,-0.06926449156653752,-0.5970945667012854,0.1529822469963941,0.5497536567130229,0.026650004185612145,0.545319709713733,0.3552438448650965,0.3778951706895207,0.2620089708089544,0.5797351393435558,0.5357201677995418,0.089603185642133,0.6570149234646764,-0.01672926210074107,-0.12434197343565973,-0.26197932959094516,0.3193980995575743,0.09844977992215154,0.06583474185935108,0.5846521720215123,0.08930725904137214,-0.528530712132071,-0.10312920293277042,0.03727366999534736,1.0,0.38059421405757454,-0.0478574796829381,0.7377282729647647,0.7573705915040981,-0.11551693116205303,0.43641010202384506,0.09655870997044107,0.004930422420518145,0.20328556801473407,0.6876669340761374,-0.3898776628553559,0.5605956549425938,0.7369138104335888
Vermis_10,0.5301765149765835,-0.07544146170800395,-0.3155571115827381,0.45097837002344854,0.32615037918378026,0.33886587434800125,-0.0762013927054571,-0.3382110649879941,-0.4341818690998,-0.09305600313171877,0.2129525364607848,0.15618766139322948,0.16432814172252008,-0.0035912960134751285,0.2703309218724679,0.14681606528954855,0.34511376885600903,0.0804938557633901,0.07630287012897832,0.648295887114443,-0.19653981680924706,-0.3101688684538589,-0.24439857323180247,0.09461647255326096,-0.025434158490081016,-0.07797771633884422,0.18447412811383482,0.43684420489589876,-0.38309944007934715,-0.32262570086038095,0.046778779838877335,0.38059421405757454,1.0,0.19267971048206123,0.6029689699083521,0.3888956570318324,-0.021030477938853934,-0.03883342324513193,-0.27885314501538594,0.06274885739605661,-0.04942484713560651,0.4203145168562759,-0.2130729782676498,0.24667750738708893,0.471884587330312
Temporal_Pole_Mid_L,-0.01203701362138967,-0.14209071366420375,0.010404177004506772,0.30684678514109487,-0.10669160737615636,-0.24379929424877966,-0.21550636722997737,-0.05435346531646953,-0.16899468126198766,-0.09127603883250122,-0.001811438819406222,-0.021700515057094038,-0.13426559823913972,-0.21457288750402687,-0.07288116968328073,0.22023416623306247,-0.024579794966665285,-0.28087133890985544,0.006964140154003932,0.05572629033604283,0.12056882377206146,-0.22861670218507932,-0.09503104429015187,0.29033511063825407,-0.007776151712859823,-0.03234225006649723,-0.15697430917937205,0.25415697500947626,-0.03320904162658064,-0.042156604329832044,0.21156261346570662,-0.0478574796829381,0.19267971048206123,1.0,0.03232451160636727,-0.13883483074122605,0.07995833148683602,-0.18052772172034706,-0.1958046690444417,0.4212126692570607,0.09330355929992881,-0.15279199058885756,0.03985713464169132,-0.19090535084186866,-0.07037528075190277
Rolandic_Oper_R,0.7600784943796347,-0.1496969581905902,-0.41826229521022373,0.3798960115861647,0.6527742675080755,0.6727487953065927,0.09789082341268947,-0.3057495624462305,-0.7542373457248203,0.1166229466128406,0.518343457760573,0.04496040348705722,0.3877682542203879,0.2998077816320859,0.2691994980314246,0.2831616888704158,0.5536706662929876,0.5289696616134509,0.03296398484099607,0.8646400244459441,0.005963483086168625,-0.20417592525256636,-0.4420269377445372,0.30156927304439063,0.1948970209780821,-0.02084478507232894,0.5948750614326946,0.26394461252395673,-0.6656808730799774,-0.32396376814738104,-0.04871190228340894,0.7377282729647647,0.6029689699083521,0.03232451160636727,1.0,0.8337221978320513,-0.1199328572328957,0.3011945349558149,-0.10033535989379305,-0.014914131351509709,0.1673306671516692,0.8035057236268098,-0.3852710898747422,0.6742096198988273,0.8260511257954243
Thal_VL_R,0.7510862849985053,-0.13886304078415498,-0.4072451297030871,0.23476637224907151,0.7329876288253345,0.773783356446083,0.24083971242222246,-0.07007854099759826,-0.6420901683804896,0.09309436983090486,0.5905210888557898,0.06349910612583505,0.6159342011056484,0.4457641312626537,0.3797146638073845,0.27394076485828717,0.6075127418512684,0.7713718784753545,0.04649979269208363,0.7683366745549294,-0.012648674129138823,-0.12504076154104474,-0.3315565367865681,0.30581415346523483,0.17451164428558313,0.10198876110057342,0.704788562243038,0.19400417141001858,-0.6353980472113381,-0.12615790702553276,-0.13548225945586706,0.7573705915040981,0.3888956570318324,-0.13883483074122605,0.8337221978320513,1.0,-0.202789966185087,0.5559270481245344,0.12824956805730905,-0.08484834675554387,0.18283001327928414,0.8864252358187158,-0.4867073811701625,0.7294766821494588,0.8651601715567492
ACC_sub_R,-0.10623246402357271,0.10730583138921622,0.08222968541950866,0.051169754113238736,-0.09559354459067196,-0.21077154557229957,-0.01860783128189979,0.13533828562801076,0.06820055660876528,-0.08960220496228276,0.026800925244699726,-0.03627599327129574,-0.03847767669324521,-0.012043158226825192,-0.0039137263141486855,0.06173243812505358,-0.11466765892037308,-0.20432170886179646,0.07503089763893338,-0.14940366215696443,-0.0795090559352109,0.013554272244354921,0.1906795882115905,-0.015143098688708258,0.017362245318632258,0.05101072844727197,-0.027038803141080054,0.052939479292063385,0.16095418000758568,-0.03687204534311893,0.022396834266762495,-0.11551693116205303,-0.021030477938853934,0.07995833148683602,-0.1199328572328957,-0.202789966185087,1.0,-0.09995525319405775,-0.029625007850568607,0.11302091652735226,0.023873066351496657,-0.18353951646717812,0.18319488150037153,-0.12220707778147533,-0.19218534119224656
Thal_MDm_R,0.5205143898930243,-0.11218221600304834,-0.00889297571991314,0.22184050548850479,0.4379861709163169,0.45338346064172586,0.270014927677864,0.30960978871908307,-0.16391265814545478,0.23712331043130672,0.5081905588361835,0.3472108248276585,0.6052432025433122,0.6923532676189701,0.06333201948262933,0.04765374830844613,0.5205336299566413,0.5368549538859131,0.3553980858698556,0.3445305181250864,-0.018551933682841863,-0.07975829461401518,0.15322920649015082,0.24324052661538498,-0.00022671538232804571,0.48502118029394786,0.6296829806548797,-0.21824385573575017,-0.019111788296231228,0.178853364955972,-0.09585700911292767,0.43641010202384506,-0.03883342324513193,-0.18052772172034706,0.3011945349558149,0.5559270481245344,-0.09995525319405775,1.0,0.29387043588690914,0.2322727369152948,0.3500157255952966,0.3905738022696892,-0.06823371771599776,0.36807563735553245,0.30611299137086284
Thal_IL_L,0.20022229278068404,0.042568794563860805,0.20652384221901374,-0.03295968503277586,0.373793342916778,0.1505437301845428,0.35889846092420985,0.38575926414316514,0.22284804637345457,0.0020475497768496585,0.3142883020766692,-0.02162841725761955,0.4728586739479893,0.0005882754762496828,0.3479759583749364,0.13611769246673425,0.20759198467308196,0.2031981163916377,0.21225129764800146,0.04040450525664405,0.21151824268061592,0.011117734295599735,0.4156093209906703,0.04466335991940031,0.10219436535152424,0.4093269713165889,0.36517670860558116,0.0012600213915343885,0.2213603762781665,0.48422702248590493,-0.030433333752754196,0.09655870997044107,-0.27885314501538594,-0.1958046690444417,-0.10033535989379305,0.12824956805730905,-0.029625007850568607,0.29387043588690914,1.0,0.05878291070973917,0.1704362733485974,0.022487429891910115,0.15734192809730155,-0.05564902692019365,-0.04531901943316997
Temporal_Pole_Sup_R,0.15216762485429727,0.061190171714047344,0.11752355283224772,0.3146303999165785,0.02415767994960168,-0.0861886859397143,0.0483105119027659,0.26211321083146566,-0.02335733615038463,0.060567969732866926,0.3007459431914396,0.07651467834949717,0.16897312912450466,0.14710507614797583,-0.04651123126947106,0.15775818755063895,0.06733161531499193,-0.17010586701416208,0.21056370049243972,0.17267213217049393,0.14269377859064047,-0.2888348083510631,0.23852657834856028,0.3418259311773858,0.013351915374301821,0.4464324200358112,0.16271459701210703,-0.03512109350827192,0.2068060010033394,0.10529682125808525,0.12055054509970568,0.004930422420518145,0.06274885739605661,0.4212126692570607,-0.014914131351509709,-0.08484834675554387,0.11302091652735226,0.2322727369152948,0.05878291070973917,1.0,0.34975879789193054,-0.19400516121443157,0.1949232192165908,-0.11229561928454312,-0.08770632263761188
OFClat_L,0.1848902287948751,-0.06368628709856711,0.02919518102036478,0.1167164033002483,0.19631481028097014,0.16764259128217876,0.174276248358455,0.16056505356472642,-0.08949802134996694,0.1358446905193303,0.2803311429651506,-0.0335230588110786,0.25811428047404916,0.2859642638725398,-0.020664291411300877,0.30168512568134775,0.14059350989529085,0.20795497340254634,0.02277488647797223,0.20414797550341618,0.13053728217530428,-0.020451073744689782,0.039992139371021536,0.14877160505097575,0.25835026713498666,0.2882873914798949,0.30266191108105545,-0.061127983552080774,-0.04341985241823444,-0.004115049835248621,-0.01625981717128958,0.20328556801473407,-0.04942484713560651,0.09330355929992881,0.1673306671516692,0.18283001327928414,0.023873066351496657,0.3500157255952966,0.1704362733485974,0.34975879789193054,1.0,0.08679761470517837,-0.01297369276035001,0.1786741470268422,0.11163026358764176
Putamen_R,0.670449822595613,-0.19269320049596664,-0.4904036229402243,0.15089731626984576,0.5445552053171026,0.8084902012184647,0.2206665503347106,-0.18378373570637666,-0.587384709728647,0.07723349166670536,0.3928501291252262,0.09772839894798713,0.4167040592281583,0.41935041184897104,0.2245993405014321,0.23235413417673553,0.43517264420448554,0.7250619502779908,-0.051428579241186746,0.6782610285245634,-0.16486021060065123,-0.13377450041055786,-0.4141391389396377,0.2446202042945464,0.16744219906937674,0.009442121668429837,0.5359616480274096,0.21455074936220292,-0.651645300970569,-0.22988479681912938,-0.15670428158454142,0.6876669340761374,0.4203145168562759,-0.15279199058885756,0.8035057236268098,0.8864252358187158,-0.18353951646717812,0.3905738022696892,0.022487429891910115,-0.19400516121443157,0.08679761470517837,1.0,-0.5056077790768999,0.8303372257067058,0.8829757727906219
Occipital_Sup_L,-0.11609899130170151,0.17248013721311545,0.3301981170859055,0.13925602865941633,-0.13777929989877946,-0.3505311391545213,0.03021644596361471,0.1702415429420132,0.5305751602923297,0.1413646275074489,-0.13446156927632957,0.23882097483561598,-0.1327819924621731,-0.14877637817686537,-0.06585388625909452,-0.032921171463063344,-0.07517189909888958,-0.480308951822956,0.37999911571729483,-0.24871282576572643,0.1270747465995497,-0.025187781492622786,0.5396493979215158,-0.16026927001219135,-0.010033922533068344,0.23372413945596843,-0.15623367856725492,-0.17368587961147391,0.6534682869159103,0.21808699792399042,0.11133086888070587,-0.3898776628553559,-0.2130729782676498,0.03985713464169132,-0.3852710898747422,-0.4867073811701625,0.18319488150037153,-0.06823371771599776,0.15734192809730155,0.1949232192165908,-0.01297369276035001,-0.5056077790768999,1.0,-0.4412084318435259,-0.4997043086435544
SN_pc_R,0.5539965498501902,-0.07964911373099628,-0.4841121071197918,0.11037178881412542,0.38093337649813963,0.8183040314958614,0.13129469301642377,-0.08222195872782305,-0.4720279386989626,0.09522204004335999,0.3143700194557903,0.1441926545173496,0.2689830728956524,0.5533142581822227,0.10011597357252013,0.16570134541240977,0.2741233297642879,0.679755990693691,-0.09706950137070017,0.5666971246236955,-0.12861774827380912,-0.07293042940184698,-0.3299348798725717,0.2627085666273367,0.24599231900785773,0.013031038001753856,0.42418949233147824,0.0912960006611703,-0.551966274325326,-0.2443971179181282,-0.15150634968667515,0.5605956549425938,0.24667750738708893,-0.19090535084186866,0.6742096198988273,0.7294766821494588,-0.12220707778147533,0.36807563735553245,-0.05564902692019365,-0.11229561928454312,0.1786741470268422,0.8303372257067058,-0.4412084318435259,1.0,0.7697391136484071
Thal_VA_R,0.6566036146298875,-0.09182661890825324,-0.501617456298561,0.17662217809239655,0.6165893328107205,0.7495618492794037,0.24754821912889316,-0.1636797850842099,-0.6223625144529061,-0.0003430478848485707,0.42341144052345436,-0.0029021662721971063,0.3956235600983459,0.2842652313680405,0.3457303766262852,0.23281224404914483,0.45691061094152263,0.7109715149204188,-0.10310163456685126,0.7475735895316247,-0.0954447237245842,-0.19870174346633454,-0.4278011072000756,0.3283725667921933,0.19928970300667578,0.0029965184688969227,0.5191594146366261,0.2275786897282424,-0.698841686966729,-0.30098406452719834,-0.0975171308948715,0.7369138104335888,0.471884587330312,-0.07037528075190277,0.8260511257954243,0.8651601715567492,-0.19218534119224656,0.30611299137086284,-0.04531901943316997,-0.08770632263761188,0.11163026358764176,0.8829757727906219,-0.4997043086435544,0.7697391136484071,1.0
