,Parietal_Inf_R,Vermis_1_2,Cuneus_R,Thal_LP_R,Cingulate_Mid_R,Cerebellum_Crus1_R,Caudate_R,Thal_PuM_L,N_Acc_L,Parietal_Inf_L,Hippocampus_R,Angular_L,Thal_IL_L,Parietal_Sup_L,Caudate_L,Red_N_L,Pallidum_R,Vermis_3,Vermis_4_5,OFClat_R,ACC_sub_L,Frontal_Inf_Oper_L,Cingulate_Post_R,Temporal_Mid_L,Amygdala_L,Precentral_L,Angular_R,Temporal_Pole_Sup_L,Cerebellum_Crus1_L,Pallidum_L
Vermis_4_5,0.5425612576855293,0.7847819853210694,0.6552904502236638,0.2497203976923857,0.6641266913654983,0.09201733725071388,0.2888527589465869,0.5435011133516743,0.1799303081748223,0.7758079182371013,0.5052119553526927,0.6746250225820939,0.43293558790558434,0.791217032731977,0.24659899708784375,0.40199984413819373,0.2378249457610238,0.5946811599805997,1.0,0.14400931874382686,-0.30093486922206913,0.23412365931196227,0.6774374438482668,0.2743180641754499,0.11679128506384885,0.7560747581717987,0.6331367612534688,0.13424478903595444,-0.0028540503494039493,0.45378262770191924
OFClat_R,0.3222118238286182,0.03181391719727161,0.1839021589089775,-0.1108759346780119,0.31993548727780435,-0.5075334975557579,-0.1700583930129417,0.3334319317838975,-0.3035898515626101,0.07051042480503725,-0.31675724243758197,0.40799685392058277,0.6067200374483628,-0.020229469717579832,-0.1436813808274968,0.591868720761479,-0.38650474624374226,-0.08227153626464052,0.14400931874382686,1.0,0.4942975225259812,0.4308528194297774,0.42961136552003126,0.8202048135557379,0.20902425483603904,-0.12642701385717803,0.14684117669993477,0.25638785533621705,0.8053416859820067,-0.09974365136945236
ACC_sub_L,0.012298787921106202,-0.2999625921131986,-0.16654255306962493,-0.11859980367507274,0.030845298273945523,-0.36834451278960634,-0.02029727207774364,0.023499101372763773,-0.2585048858753487,-0.25512782779336535,-0.28994410656939407,-0.052689424340616575,0.37102675729458584,-0.4145979938923713,-0.03327422979864437,0.14355071227304966,-0.33339287313534505,-0.1064368882408057,-0.30093486922206913,0.4942975225259812,1.0,0.42609280772873126,-0.06594238325128078,0.5247211125469973,0.05489041534698904,-0.3003236840524585,-0.21114380251330056,0.11623292736222837,0.6425396437474393,-0.24206602686453066
Frontal_Inf_Oper_L,0.09298857636561345,0.3431208682797342,0.0023735683111228375,-0.010753370140235327,0.5093808238593626,-0.2684460226739351,0.5548887661587005,0.39245995473433487,0.12492946695228349,0.2797501595606236,0.3507946191618816,0.3418113200361261,0.5408234252834447,0.00684199505619876,0.5293824967985166,0.3249717308821109,0.20227765955332314,0.5129082125440618,0.23412365931196227,0.4308528194297774,0.42609280772873126,1.0,0.4607875437287179,0.5687382506639453,0.4804964441185867,0.4085038625469958,-0.07031914887141452,0.06557983700575923,0.41336598810306774,0.2592885216636786
Cingulate_Post_R,0.5118526332180369,0.555859107022775,0.4763616522889665,0.21390951594463598,0.7512633843150751,-0.2055534897732217,0.267644930161477,0.5676308948825514,0.06140247940698707,0.6355891036965561,0.3154445313398265,0.7058651149025026,0.5700048232113559,0.529533553125773,0.23108565700960543,0.4544636284573655,0.12544733387658283,0.47622730629366905,0.6774374438482668,0.42961136552003126,-0.06594238325128078,0.4607875437287179,1.0,0.5705851007481312,0.2677070513837514,0.5818268842383216,0.5071760087233549,0.08282427801802542,0.29175099172623237,0.31028740483624395
Temporal_Mid_L,0.281501875404418,0.14163096869446756,0.3212827837347549,-0.14841890539362193,0.36196432156836544,-0.5051786454946197,-0.05730328500929339,0.4136945746201945,-0.21118174560284955,0.28468744973036353,-0.2727922981883616,0.5892881450678769,0.6666052208937676,0.14104732398004954,-0.039249806535481484,0.6068079081990521,-0.4199548332265513,0.014789835062348563,0.2743180641754499,0.8202048135557379,0.5247211125469973,0.5687382506639453,0.5705851007481312,1.0,0.24169339153990832,0.0028097959455230656,0.1623898775436262,0.18222009073278125,0.79638772875417,-0.05626329591698348
Amygdala_L,-0.07243864969095207,0.37803394104839255,-0.19448092283384805,-0.3734695418140932,0.21542086246936712,-0.3577388609845246,0.3722369071618126,0.1749542880740236,0.47462936740673,-0.012148466568338727,0.38119706319871677,-0.0023288750995719702,-0.0031404312634854036,-0.1023579504015286,0.5116155828701255,0.42709553406567047,0.443956996096326,0.2887813322444887,0.11679128506384885,0.20902425483603904,0.05489041534698904,0.4804964441185867,0.2677070513837514,0.24169339153990832,1.0,0.17278383005986056,-0.24577344664907627,0.20039325698690966,0.18027905017331822,0.5172334101029221
Precentral_L,0.3439817872580614,0.7537996745945769,0.3622891188647695,0.41829273130748207,0.6616048889316837,0.2679017801728441,0.6221029981350473,0.42430818838054624,0.33243159993991356,0.6872074936064473,0.7882282586498689,0.41456437833770193,0.2833647460533257,0.6126792161613221,0.5548222890224975,0.13733543209205185,0.5654838874271341,0.8105833463959959,0.7560747581717987,-0.12642701385717803,-0.3003236840524585,0.4085038625469958,0.5818268842383216,0.0028097959455230656,0.17278383005986056,1.0,0.3978790419002549,0.02683064854388209,-0.27364317676177996,0.5572865717459528
Angular_R,0.8214832863162493,0.45413735142438927,0.8689385098533786,0.26652233147064847,0.5724614855011659,0.27683555101032753,-0.2090252165099163,0.31667531711780594,-0.07345158152276876,0.58995708176335,0.15664336656363162,0.6211852734429366,0.3323695041118227,0.7410095000867659,-0.159989303896975,0.3447924226409652,-0.09621712998174681,0.16699160859076584,0.6331367612534688,0.14684117669993477,-0.21114380251330056,-0.07031914887141452,0.5071760087233549,0.1623898775436262,-0.24577344664907627,0.3978790419002549,1.0,0.062397267353173295,0.12027609720319064,0.08707268899958498
Temporal_Pole_Sup_L,0.14049684366524948,0.1449254071414315,-0.006619244704798383,-0.0939489329463951,0.16451685908308486,0.028207058945239644,-0.09968796095991107,-0.2976094296290588,0.0802931129647906,0.021781997356149666,0.045105391271631184,0.008771049139071972,-0.011474709003970202,-0.008870481463887598,-0.20977778476554784,0.3917374730899275,-0.058613405651058895,0.010782909239074281,0.13424478903595444,0.25638785533621705,0.11623292736222837,0.06557983700575923,0.08282427801802542,0.18222009073278125,0.20039325698690966,0.02683064854388209,0.062397267353173295,1.0,0.39142593869886166,0.40260649291765926
Cerebellum_Crus1_L,0.32470946766829994,-0.09128948714973997,0.1398874659882456,-0.2194830139262954,0.25468621056903157,-0.45958155321970506,-0.24984279153655065,0.1522074740700402,-0.31178224128017684,-0.11935078370923859,-0.3840374642167142,0.23316917615917804,0.5039182007761406,-0.20292025183995926,-0.18038490512979652,0.5698437996823658,-0.5018674509555184,-0.19979731250011654,-0.0028540503494039493,0.8053416859820067,0.6425396437474393,0.41336598810306774,0.29175099172623237,0.79638772875417,0.18027905017331822,-0.27364317676177996,0.12027609720319064,0.39142593869886166,1.0,-0.136071262915702
Pallidum_L,0.11242204411076033,0.6216056707956719,0.043652485033625774,-0.0061342841079192224,0.38239908569450143,0.12170166927515277,0.5462027087093355,0.06505185193280473,0.5732258227806805,0.2967246240345898,0.6853570685900758,0.07469303677725005,-0.06541132590233996,0.27459133077396414,0.46414050116529243,0.2346322145331753,0.6776056980518685,0.563160952496872,0.45378262770191924,-0.09974365136945236,-0.24206602686453066,0.2592885216636786,0.31028740483624395,-0.05626329591698348,0.5172334101029221,0.5572865717459528,0.08707268899958498,0.40260649291765926,-0.136071262915702,1.0
