,Thal_Re_R,Paracentral_Lobule_L,Thal_LGN_L,Thal_MDl_R,Cerebellum_9_R,Temporal_Pole_Mid_L,Thal_Re_L,Cerebellum_7b_L,Vermis_9,Insula_L,Raphe_D,Precentral_L,Thal_AV_L,Frontal_Inf_Tri_L,Thal_IL_R,Insula_R,OFCpost_R,Temporal_Mid_L,Frontal_Inf_Orb_2_L,OFCant_L,Temporal_Pole_Sup_R,Cerebellum_6_L,Thal_PuL_L,N_Acc_L,Thal_LGN_R,ParaHippocampal_R,Supp_Motor_Area_L,Rectus_R,Thal_VPL_R,Thal_PuA_L,Thal_PuI_L,Temporal_Pole_Mid_R,OFClat_R,Occipital_Mid_R,Caudate_R,Amygdala_R,SupraMarginal_L,Occipital_Sup_L,Thal_MGN_L,LC_L,Occipital_Sup_R,Thal_AV_R,Thal_PuM_L,Cerebellum_10_R,LC_R
Thal_PuI_L,0.017903845943947432,0.130987904393873,0.5226296987644693,0.19502611246038998,0.17440236708957194,0.34095872944482475,-0.1315219331660151,0.5058590756076266,0.4194411211202725,0.16556150343444467,-0.29356697489246536,0.21443948354461695,0.27517561423685155,0.4864822921992206,0.15747329794846426,0.1738638530108864,-0.35183820498188495,0.4483754202560778,0.48331158338141417,-0.26060297205853056,0.14909851073001018,0.1872664230922685,0.24341186380120874,0.060278601165342914,0.11807350030989444,-0.07030908012435799,0.16988669938906983,-0.03199063792323165,0.691534739752853,0.44188724402286983,1.0,-0.026224911352808588,-0.35327933151539453,0.4056049951195823,-0.021806824423259496,-0.1874350975368055,0.6564593991305254,0.4384055680876105,0.4116172017448407,0.018855400645459697,0.4713780778361566,0.49899304022217117,0.3553471253223251,-0.41593564660934085,-0.17733285949114827
Temporal_Pole_Mid_R,-0.34618314396545186,-0.1676513737929786,-0.1424381849594973,0.15808892391897084,0.26945776830384427,0.40858092203955354,-0.7211509920164975,0.2070412028918714,0.4171974217509374,-0.3613221993881847,-0.7169382040533065,-0.44099663401753453,0.3787623260431003,-0.3640989678540827,-0.1894864243288767,0.14567585526149748,-0.3138900938312505,0.05086861445500471,-0.31333107005414035,-0.6523559204135402,0.707939176377443,0.45889424345776036,0.02442797880647682,-0.21958654181196632,0.3664776635264696,-0.6905898490407786,-0.23831950610313182,-0.6472969802621646,-0.08859907081615319,-0.6052381670627991,-0.026224911352808588,1.0,-0.28718863571188574,0.6707706090484747,-0.6099378636926367,-0.5067778007593161,0.08971192616132953,0.6083782939623469,-0.34009100391876435,-0.5319071925668709,0.5584753551463495,-0.23016747083138647,-0.2885432444020446,-0.17854951882565803,-0.5978801628446327
OFClat_R,0.05050327670251965,-0.1715229500947539,-0.02137267154154237,-0.12924668873742434,0.06374536662311336,-0.4607453818222718,0.4809257453125091,-0.591840731497212,-0.5686492292748903,0.13795364780717131,0.6291787652616806,0.03147320172826957,-0.1377193470752574,-0.12200519376569259,0.17706566544002983,0.43908175412306993,0.542137383544081,-0.5051168677176694,-0.46017633345728737,0.5900950835552727,-0.15613081127188785,-0.15546063701736829,0.07830823323666955,-0.15719842868557668,0.15516225094640004,0.6077464431309917,-0.12803379557887282,0.25884665358750203,-0.08233485168831538,0.1358901190678047,-0.35327933151539453,-0.28718863571188574,1.0,-0.5912375952781358,0.6715644393929341,0.48127140846013067,-0.5433551385283802,-0.6583791728947082,0.15633079830526114,0.31970204272853303,-0.7694558137845129,0.039836656682063945,0.3555637638381143,0.6254606753773271,0.5031282244196548
Occipital_Mid_R,-0.3550436174965485,0.01471917973207765,-0.018397152041121866,0.2840928027306968,0.3905846154247549,0.6211546211601386,-0.7094792279782154,0.5655296045581785,0.7497155114691126,-0.30261037874526026,-0.8826197751351975,-0.3410129956824361,0.49975577750199157,-0.11157462976894653,-0.1548865787589208,0.1254814490276481,-0.5706105040440856,0.3494805115902369,0.08611625944829146,-0.8342673362966871,0.7043915213365002,0.5217485825527528,0.142288484067222,-0.11849002520971673,0.21243805213909217,-0.765302633591105,-0.13731764346980926,-0.5211854754165156,0.16443923066800967,-0.3537616840737132,0.4056049951195823,0.6707706090484747,-0.5912375952781358,1.0,-0.7051970659959692,-0.6204616787928717,0.5014472506473796,0.9270132085969262,-0.20859639726012036,-0.3974602172882731,0.8980291243150977,0.06676425073121488,-0.21703412580564913,-0.6099886537244177,-0.7261629813562527
Caudate_R,0.22498605761933607,-0.01409081556632021,0.30797244686467945,-0.048640487327599825,-0.191912232228801,-0.5340349431686935,0.6742442791367124,-0.4470078886637761,-0.5740967630217577,0.5029353975213046,0.7528095310831463,0.3839609701169333,-0.1543707774474214,0.35402258746468956,0.4908917535263404,0.23896255648120698,0.5400905161876004,-0.13784721764621982,-0.008363252652544957,0.6972925132244542,-0.48932295618770283,-0.3122384816328368,0.18075433943494262,-0.009331756198650027,-0.019027005513971153,0.7807101361507254,0.1583608536435429,0.3740546633527707,0.3134024394853145,0.5407507180885203,-0.021806824423259496,-0.6099378636926367,0.6715644393929341,-0.7051970659959692,1.0,0.5190743622820093,-0.23900073264911745,-0.7038728576092336,0.5010990255167147,0.45127879825289413,-0.7351857277961463,0.29141791517908205,0.6378147153729782,0.4854631698690481,0.7337483147578492
Amygdala_R,0.2351798549646939,0.15973018813744289,0.07301839734334307,-0.030456209138484208,-0.438000824532,-0.5687091131104283,0.5118155806283585,-0.44468994964218367,-0.5417677361379252,0.26791691824480013,0.6487194776798132,0.3980735410060512,-0.3304183991414077,0.16042881185319102,0.2136363365820518,-0.25278919759858237,0.4388665365532239,-0.23705487491673494,-0.07216971505867002,0.7630367880542304,-0.6216403720762225,-0.5032760198594681,-0.4382195874878188,0.35140506931863674,-0.39125972715054746,0.6150969855949842,0.247562640891821,0.635369354224894,-0.20655351827142232,0.20010828761917676,-0.1874350975368055,-0.5067778007593161,0.48127140846013067,-0.6204616787928717,0.5190743622820093,1.0,-0.23786313101836487,-0.4868477020618066,0.27888340768735487,0.46606113632399165,-0.5659854686034888,-0.2408673552960855,0.07149293401779216,0.5651282895880186,0.5550479809429969
SupraMarginal_L,-0.006311750412363931,0.3709149241125744,0.4546949696044197,0.17468649196311495,0.1615623862066113,0.2688405129613107,-0.30696845210779694,0.6021387384078006,0.4331542149144146,0.330719117556964,-0.38164841417799356,0.4182296421697859,0.2359059206530066,0.6127622468459718,-0.06254551011558829,-0.022766145922515385,-0.1618811612414084,0.8011169859245522,0.6157626269927728,-0.2695606173475148,0.07426848039590592,0.35714321796703746,-0.05099449430560749,0.32145193152226564,-0.07377565491906918,-0.2137910576062051,0.4463632999564673,0.1457351794055433,0.4240403642362006,0.24255658548930503,0.6564593991305254,0.08971192616132953,-0.5433551385283802,0.5014472506473796,-0.23900073264911745,-0.23786313101836487,1.0,0.6163471003927933,0.09332791409580977,0.026981239637764654,0.6073079898066466,0.37716831185108374,0.16351197431009762,-0.32867470351312816,-0.41053111444055423
Occipital_Sup_L,-0.29450483501322716,0.1539684864741506,0.015413026940658723,0.26045321079740014,0.1629696112899701,0.5039495224049236,-0.6648425843936503,0.49439253986021386,0.6299835812100093,-0.18803682706339844,-0.8221972832385932,-0.23739454635585747,0.35881739584874567,0.05409436262053553,-0.18386461527753709,-0.06025548834396569,-0.4795984552520162,0.3968496352031255,0.18751214467065414,-0.688981612217981,0.5098825011520265,0.35513371084481077,-0.09484206154928114,-0.05644431121787224,0.06025823768735661,-0.6972513058052033,-0.02818877158065337,-0.3932681274894618,0.08154010887730813,-0.33524858914762085,0.4384055680876105,0.6083782939623469,-0.6583791728947082,0.9270132085969262,-0.7038728576092336,-0.4868477020618066,0.6163471003927933,1.0,-0.21991040893720212,-0.33565743190275465,0.9217663953194715,-0.008894446625845756,-0.2420676651902418,-0.5523474299820403,-0.6539970988887572
Thal_MGN_L,0.20167495557248266,-0.11121685685340682,0.5160873478709808,0.0506092624338555,-0.08602593440230268,-0.14162611775830908,0.3041007834603953,0.013831700097938347,-0.10698278889819257,0.32929223028892524,0.3101018476653543,0.2137212758024472,0.06928687672695745,0.3190999848594933,0.3693603929522023,0.19563007451264305,0.16577983776025748,0.1889816921407644,0.27913871715865696,0.2513496138429986,-0.16632479264972452,-0.04745833822081332,0.197895508180661,0.14992566081911937,0.12516047976992106,0.39860282051093304,-0.017096427766795232,0.15566291328634155,0.5411176870644648,0.4402025832178426,0.4116172017448407,-0.34009100391876435,0.15633079830526114,-0.20859639726012036,0.5010990255167147,0.27888340768735487,0.09332791409580977,-0.21991040893720212,1.0,0.2130970004944416,-0.16896355326331003,0.309572885938101,0.4062048050456585,0.19724145433622714,0.35623902501178717
LC_L,0.1686779681576943,0.09415987843935594,0.14918034673404773,-0.14387642551296503,-0.1784362369715619,-0.4281456038527444,0.48015580430661325,-0.13710470967968402,-0.40499486925558975,0.4225409045021518,0.584396005176682,0.2854743873708064,-0.32939523335104703,0.3523488444146027,0.14516354557106168,-0.08349340438436238,0.4727173314965591,0.07450853990255143,0.13554946226240852,0.5435360544013168,-0.5289366404629386,-0.19511428985018495,-0.2136049418578318,0.1366090817255509,-0.16458051596011317,0.6191509758274254,0.1719438640226564,0.5855219853286459,0.061354922579420115,0.3954880792659186,0.018855400645459697,-0.5319071925668709,0.31970204272853303,-0.3974602172882731,0.45127879825289413,0.46606113632399165,0.026981239637764654,-0.33565743190275465,0.2130970004944416,1.0,-0.455549342012059,0.10895304783679582,0.2861800532285168,0.32995333239765734,0.42792902601823524
Occipital_Sup_R,-0.20217388997403934,0.16113064918575132,0.041405974346541786,0.19622573154096346,0.20622280290738418,0.6235059669856797,-0.6756831996160083,0.5893180636222385,0.7324378439074795,-0.26227782604560607,-0.8583858411565025,-0.17920087612412736,0.4146671529004369,0.005445303231883096,-0.22468251270216558,-0.04256817061041159,-0.5963718007776695,0.4080775213009341,0.321351271194826,-0.7568040608577833,0.5458942391086398,0.37490060906237826,0.05867507190414642,0.018252224028565387,0.04335637647001618,-0.7488846265101984,-0.003708227822343643,-0.41003050410593345,0.13790725625289127,-0.25506521341725563,0.4713780778361566,0.5584753551463495,-0.7694558137845129,0.8980291243150977,-0.7351857277961463,-0.5659854686034888,0.6073079898066466,0.9217663953194715,-0.16896355326331003,-0.455549342012059,1.0,0.09888245946982309,-0.31092655107987716,-0.6503188108051527,-0.6967604360564041
Thal_AV_R,0.34167497880316094,0.13449111076105918,0.3998723654678286,-0.19139749872419712,0.37060329885594745,0.23202798546583087,0.22435053172069197,0.391733078633586,0.2680406002250636,0.24922998575889252,0.028192310361079952,0.31254760932877235,0.18239637417273555,0.4134176092721544,0.1799600333327323,0.4216094999665839,-0.04823636495035322,0.3316649724335748,0.4407120623858052,-0.0591577905475186,0.10666122141695693,0.23944348710495977,0.5302836783943817,-0.13215558673539998,0.14565097081118636,0.17271456035349642,0.144096160574233,0.058209281787504584,0.5969050575440112,0.6472919569813386,0.49899304022217117,-0.23016747083138647,0.039836656682063945,0.06676425073121488,0.29141791517908205,-0.2408673552960855,0.37716831185108374,-0.008894446625845756,0.309572885938101,0.10895304783679582,0.09888245946982309,1.0,0.47603339479197665,-0.2384285187565343,0.017411585025415323
Thal_PuM_L,0.12948600953360567,0.03130834812473376,0.5154345268123866,0.18874895560497962,0.10632639506894255,-0.2727801589657246,0.31830990844230234,-0.07985554094364856,-0.20821764411365573,0.6136785646494485,0.36573889996668846,0.24338611546492456,0.05814947163317348,0.5521755479398849,0.4595860788052969,0.42922580931254317,0.3597328097878123,0.25705199406049734,0.16530319522449657,0.26699648082654387,-0.1819319147406111,0.09942904456075292,0.36560333938677786,0.002569092551236741,0.34410418849812324,0.48209340052559335,0.09599435907698084,0.15828408157150264,0.6719039712344518,0.5703991757764227,0.3553471253223251,-0.2885432444020446,0.3555637638381143,-0.21703412580564913,0.6378147153729782,0.07149293401779216,0.16351197431009762,-0.2420676651902418,0.4062048050456585,0.2861800532285168,-0.31092655107987716,0.47603339479197665,1.0,0.18907999158308483,0.31753582881792486
Cerebellum_10_R,0.13810780285740276,-0.0025994840867935645,0.13129531485754403,-0.13567899465709374,-0.2782146108206744,-0.6719483731571654,0.2834780940502318,-0.5732854950670224,-0.70964395718712,0.41909680274451067,0.654334150610579,0.25679681592706577,-0.21990505869117385,0.11633583030650335,0.06430644619593424,-0.0338624003218334,0.7504087309951555,-0.12930312269651514,-0.208964067317174,0.6850012563537422,-0.44471214840705037,-0.16355140632808662,-0.34801469392494555,0.14442793916850905,-0.0105609669355177,0.5955022958844142,0.10936874664803861,0.34644383303161985,-0.20321164396886005,0.003781730654294486,-0.41593564660934085,-0.17854951882565803,0.6254606753773271,-0.6099886537244177,0.4854631698690481,0.5651282895880186,-0.32867470351312816,-0.5523474299820403,0.19724145433622714,0.32995333239765734,-0.6503188108051527,-0.2384285187565343,0.18907999158308483,1.0,0.43420698069561164
LC_R,0.3384821007819978,0.05537631850773267,0.0722763266441669,-0.09740975539997045,-0.49747282846959817,-0.5588188617017065,0.7467810003196196,-0.545933601153774,-0.657163234321638,0.27582650096886796,0.7535677738390195,0.2137684601274526,-0.38902215285942726,0.22057777804290926,0.44333729504572617,-0.16095461579758502,0.41380366258002876,-0.3412738841726273,-0.12237428845900555,0.6827326416093047,-0.6594496119689918,-0.6486288053803647,-0.08968099228738138,-0.0845825290257117,-0.26456461171521745,0.7637172072918524,0.07074681529036095,0.2823445866162465,-0.04005014908588373,0.3632902449260914,-0.17733285949114827,-0.5978801628446327,0.5031282244196548,-0.7261629813562527,0.7337483147578492,0.5550479809429969,-0.41053111444055423,-0.6539970988887572,0.35623902501178717,0.42792902601823524,-0.6967604360564041,0.017411585025415323,0.31753582881792486,0.43420698069561164,1.0
