,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,SN_pr_R,Precentral_L,Frontal_Inf_Orb_2_R
Thal_AV_L,0.35836534496332173,-0.23185784290982975,-0.378970640737616,0.33306648922265114,-0.5271463773875782,0.03108154910697305,0.4075977862328321,0.5645401797592822,0.49885496841626337,-0.01028670500690215,1.0,0.26387840442318006,0.30877631719212206,0.5340133758343851,-0.3304183991414077,-0.3666029977499273,-0.5486305718559926,0.5597899948095618,0.04854072298010773,0.09879737226166585
Thal_LGN_L,0.16278675360383726,0.4312909814345815,0.17759212969196284,0.13185310498813196,0.19960415574520549,0.11341126494521112,0.11936103007996872,-0.018248826912841395,0.0831955087574721,-0.05979569038162176,0.26387840442318006,1.0,0.27759662102481136,0.10441861461842257,0.07301839734334307,0.4140971706950364,0.036515233322540516,0.3024802048534423,0.4210143354665765,0.05737855551903374
Paracentral_Lobule_R,0.4961777126154916,-0.017027233823567495,-0.3597661784796263,-0.3557031743648096,-0.10747638592969262,-0.5202644331181986,0.6944976675168133,0.08583467822706818,-0.10877378930198954,-0.2859402423376779,0.30877631719212206,0.27759662102481136,1.0,0.6048422518621223,-0.19517323473691806,0.001174896221260429,-0.3053836133163738,0.1164101730865228,0.4970367038340026,-0.47981797274967125
Vermis_9,0.6702494799254232,-0.36182790773570295,-0.667549284591861,0.06639853914089054,-0.6628250972641103,-0.24843345302908199,0.6832751066458628,0.637874930463255,0.32739190961266024,-0.15804435925070764,0.5340133758343851,0.10441861461842257,0.6048422518621223,1.0,-0.5417677361379252,-0.5305543659282516,-0.5670956587085924,0.41764325824563836,-0.13783369273022603,-0.1285333254924402
Amygdala_R,-0.4034884587518066,0.3261802409546287,0.4388665365532239,-0.21723304701803353,0.6056780806000445,-0.0645734782818473,-0.49692303403895915,-0.5440731585219489,-0.2502158962317298,0.511593433060066,-0.3304183991414077,0.07301839734334307,-0.19517323473691806,-0.5417677361379252,1.0,0.3715322138214708,0.5118155806283585,-0.31094661525321615,0.3980735410060512,0.026405364393746595
Temporal_Sup_L,-0.4088810956229462,0.679542793289236,0.6580921195504953,-0.23423768209087997,0.8093653592794531,0.0949263382554545,-0.28057765276504704,-0.6365090618870509,-0.3923759045674708,0.07446072202052939,-0.3666029977499273,0.4140971706950364,0.001174896221260429,-0.5305543659282516,0.3715322138214708,1.0,0.4951596544894256,-0.2052904000490344,0.5762307797110886,-0.08590843862110986
Thal_Re_L,-0.6554122781919949,0.49070094214318666,0.45947694153023744,-0.058228374519842536,0.6825924015176477,0.28530054311202885,-0.6133856664826405,-0.47836868280589206,-0.27158723128197537,0.4037048284418332,-0.5486305718559926,0.036515233322540516,-0.3053836133163738,-0.5670956587085924,0.5118155806283585,0.4951596544894256,1.0,-0.3392043583635614,0.26662390342881764,0.3758149531072857
SN_pr_R,0.43753138509178013,-0.15504821597934057,-0.2219470657157229,0.40673218236078673,-0.39136168588038356,0.17094589270004906,0.28750714738913524,0.38036435554373715,0.5558880971846446,-0.18117896056136343,0.5597899948095618,0.3024802048534423,0.1164101730865228,0.41764325824563836,-0.31094661525321615,-0.2052904000490344,-0.3392043583635614,1.0,-0.029428814949697825,0.2524144609686838
Precentral_L,-0.2298244087602067,0.4455992147567355,0.24961520420400446,-0.2283671286674754,0.5419305778218858,-0.12577815495611153,-0.040931021202936554,-0.4069099331371274,-0.13102044928609036,0.06862171467182589,0.04854072298010773,0.4210143354665765,0.4970367038340026,-0.13783369273022603,0.3980735410060512,0.5762307797110886,0.26662390342881764,-0.029428814949697825,1.0,-0.14028006214933877
Frontal_Inf_Orb_2_R,-0.4090011865465063,0.08534899926838621,0.20205770257036132,0.7841521630679714,-0.0641986722459761,0.8257166666461225,-0.37299423946185206,0.2783499026743475,0.5211118875469587,0.2805572736875327,0.09879737226166585,0.05737855551903374,-0.47981797274967125,-0.1285333254924402,0.026405364393746595,-0.08590843862110986,0.3758149531072857,0.2524144609686838,-0.14028006214933877,1.0
