,Parietal_Sup_R,Thal_VL_R,OFCant_R,Thal_MDl_L,Thal_PuI_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,Vermis_3,Frontal_Sup_2_R,Frontal_Inf_Oper_R,Vermis_1_2,Thal_MDm_R,Thal_MDl_R,Thal_PuA_R,Hippocampus_L,Thal_LP_L,Insula_R,Thal_VA_R,Cerebellum_Crus1_R,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_R,Raphe_M,Fusiform_L,Supp_Motor_Area_R,Thal_PuM_R,Temporal_Pole_Sup_R,ACC_pre_R,Cuneus_R,VTA_R,SN_pc_L,Cerebellum_3_R,Angular_R,Caudate_R,Angular_L,Temporal_Pole_Mid_L,Cerebellum_Crus1_L,Thal_PuL_R,Temporal_Sup_R,Thal_PuA_L,Hippocampus_R,Thal_IL_L,Parietal_Inf_R,Olfactory_R,Cerebellum_6_L
SN_pc_L,0.06773856768944513,0.5315733870203404,0.3059677257944736,0.3612053954714438,0.6073050344693002,0.2595055314148607,-0.20419828031695522,0.49131005610095874,0.17044348677963225,0.29025489194694987,0.3939041570061605,0.10361651500538184,0.1529319364184923,0.036452701077608916,-0.21381998127644877,0.153941199988508,-0.06612794176790011,0.4087629481325245,0.12812684305142036,0.11610329056963405,0.13867912543772556,0.3578434659320869,0.14868160770598304,0.015232907034461242,0.1738799776823636,0.3308706838441438,0.06929854648348725,0.0022334553980176077,-0.032157972571782656,0.08449352814893316,1.0,0.4802214956198786,0.14046101490891605,0.0018217535996052374,-0.017607832598438955,-0.13541319893768347,-0.0009232368783856201,-0.36385301618960253,0.1999480391271607,0.2538946697039286,0.15405927377352144,0.2161699832745434,-0.12200425389449673,0.03220508696945802,0.18603218485821196
Cerebellum_3_R,-0.3280168543659267,0.5182611480240973,0.026249816680328834,0.3227596399366387,0.1976877760151436,0.5452275859979062,-0.5104330184041782,0.6080242693283113,0.34653818163854877,0.2780464483702434,0.8031535473083802,0.3038446462748771,0.32402365796119276,0.16597874573863525,-0.44617253855553807,0.1009136883136924,-0.24665946464437652,0.3199393499928054,0.5594847750868625,0.2856818697082601,-0.08718298049056608,0.2975905415820425,0.5797347717281128,-0.11987883534824491,0.2732193811685099,-0.011805336352264858,0.4148454997982248,-0.17153483499575262,-0.13874122375021217,-0.32915386376679645,0.4802214956198786,1.0,0.12177317337915537,-0.16639294586974518,-0.08370944746067538,-0.4191658549931808,0.4262256323954461,-0.04488320454094925,0.566210298637895,0.1875822260125418,0.09394946717447278,-0.0063708597682890136,-0.41184292366745534,-0.09626723206192053,0.4248684437568237
Angular_R,0.7240797298661059,0.09453885078965273,-0.2696878989423929,-0.0374946810491293,0.2886752587155639,0.23250023616853455,-0.37601900255841064,0.15756876710944226,0.4501153229707048,0.39577723444203955,0.100297009844926,0.25739957098057853,0.5413577497082426,0.0801194595115321,-0.3279104908043091,-0.6425495060570576,-0.3245535459965688,0.06216247920238234,0.2756397497231799,0.18349523077791816,-0.423198990101959,0.26766545974160955,0.07852056634544295,0.23088770698647668,0.45098258928473517,-0.42739542015765525,0.03451149493705583,-0.14400249790516598,0.7610750133179907,-0.26312105908655753,0.14046101490891605,0.12177317337915537,1.0,0.099093708939809,0.4382556399385674,-0.26289730554273644,0.2432202987588297,0.284478755904655,0.45082055656735,-0.580534290982862,-0.22933840798203464,-0.20052913468461717,0.6783563133688022,-0.4743438542442606,0.44129534302710627
Caudate_R,0.32905838126454307,0.48848367266148207,-0.264885723509027,0.2103507841816406,0.06420469111247577,0.27136744952310105,0.4666382444260633,0.28840642901630215,0.23747918296629875,0.03037370787453537,-0.13252996584894594,0.44264951277334164,0.14244895288743084,0.4242783369676296,0.4633033314548794,0.2663450030473532,0.516627712080218,-0.23535878464281318,-0.35154837861356214,0.3128309236343376,0.30172508773700796,0.24085645580139178,-0.40127931325768595,0.17567519565209636,-0.09523722924765816,0.17932126784662547,0.006036257249329008,0.6173882116929028,0.027789891960924344,0.45661006547944205,0.0018217535996052374,-0.16639294586974518,0.099093708939809,1.0,-0.06818089700568412,0.4147422904191231,-0.3264894827274835,-0.14456344374732344,-0.36396405405536403,0.05329805554606323,0.6206798074159346,0.4562442389714359,0.3191087284033574,0.2554726188263571,0.002037197632131854
Angular_L,0.48104689992512684,-0.08826712893968461,-0.35616660394291827,-0.17836529488243913,0.13212947632224525,-0.19088472762816314,-0.5063010062484862,-0.2117366419919324,0.39713011944152177,0.192947325956567,-0.21859665466294217,0.07012987277576976,0.4401158109863513,0.11322349330469147,-0.48597267922119464,-0.43169571825038616,-0.41827210414154703,-0.030536012739909,0.4443872603823389,0.19640288506949283,-0.549129088357322,0.023779000507892913,-0.11712861712025972,0.18519153507127284,0.4707372477261673,-0.46069323769086024,0.1920012407388325,-0.47076880521783876,0.658904644853101,-0.441680136327152,-0.017607832598438955,-0.08370944746067538,0.4382556399385674,-0.06818089700568412,1.0,-0.5596735455576536,0.2620068120075363,0.5606782851349368,0.26439895005093,-0.7114676796886479,-0.3509291615076039,-0.3558091199682449,0.13357566156685272,-0.6599630115063083,0.2732078879528131
Temporal_Pole_Mid_L,0.09293551491048821,-0.06343041162773186,0.38074436433437675,0.13017555278792417,-0.18809533059722355,-0.004675372276466105,0.9107367977859436,0.11510653775192227,-0.26304716865762595,0.05656411472183631,-0.16171337142062814,-0.31846724826647144,-0.6175396504780462,-0.16187912691770096,0.9003584631083039,0.4041755946062991,0.751549266140231,-0.029981861693249602,-0.8956000753845792,0.014720198869654769,0.616073408756026,0.22558866512877584,-0.1683573296689388,0.3426954668887384,-0.559283461365661,0.3959283630248757,-0.35793701126651967,0.7791643113084341,-0.2275438775200166,0.8152906384718984,-0.13541319893768347,-0.4191658549931808,-0.26289730554273644,0.4147422904191231,-0.5596735455576536,1.0,-0.550908975105932,-0.4185696674618064,-0.5746738991272847,0.44569631902500656,0.3744016537796648,0.30603750900289683,0.36152318634891,0.7279257800104466,-0.26147128888672094
Cerebellum_Crus1_L,-0.10224618075158302,0.10213127862873728,-0.17145188508808046,-0.1332791729311252,-0.18530988776220259,0.0971656849317631,-0.5711619051560871,-0.06508684676198231,0.26651446338035745,-0.01678731270453924,0.23796536810128813,0.20581205882155912,0.35271266101254634,0.23932769341446491,-0.5988162733351063,-0.2536339132593538,-0.5543067525118888,0.048317298290404424,0.765577964342594,0.21582386669195877,-0.540724720462105,-0.09403557725224874,0.510341405890374,0.09740413676560371,0.3174123475158523,-0.5046751125372605,0.12152646022899218,-0.4366856108501366,0.13804931438066226,-0.6046664994299271,-0.0009232368783856201,0.4262256323954461,0.2432202987588297,-0.3264894827274835,0.2620068120075363,-0.550908975105932,1.0,0.42982243825261296,0.3073230050154015,-0.3723533774040169,-0.37300174381945495,-0.4123596715593564,-0.21806563912772678,-0.5025944470086935,0.6868476769151824
Thal_PuL_R,0.11628199533669936,-0.3579765006961933,-0.356551719534164,-0.1763053282469768,-0.37938185025937415,-0.06089888173871994,-0.32953604173967416,-0.3149075724647892,0.14976765938959008,0.02119637107309546,-0.14596892013194346,0.16169345473462382,0.39684481831440066,0.30246006367293177,-0.2678915702470823,-0.49179374910690815,-0.27635461958328056,-0.309339791611998,0.4475787477384564,0.020340343818133967,-0.40568375044335164,-0.24523011610381917,0.05056188111653921,0.1208535158597378,0.21354180624152508,-0.619812770505144,0.27513262677379197,-0.4557579816098155,0.38228486519653737,-0.42799599930419546,-0.36385301618960253,-0.04488320454094925,0.284478755904655,-0.14456344374732344,0.5606782851349368,-0.4185696674618064,0.42982243825261296,1.0,0.29644782717882545,-0.6396676726946251,-0.20703889036174677,-0.32326093526825633,0.0435124112164933,-0.41440365641027893,0.30894826123204683
Temporal_Sup_R,0.007640821566134096,0.04274542095337858,-0.0580908845212812,0.1856208499789888,0.26914308640553725,0.4312870268718229,-0.61878644886441,0.24246776412831217,0.46068368222997985,0.44753491980537763,0.4520888499493107,0.22884940414127555,0.5438764570154553,-0.07736624286666857,-0.506477429373333,-0.33372320879541334,-0.31144836885574095,0.09658488127879485,0.5998899743379509,0.16525270292583613,-0.2684160717242436,0.2448523579113214,0.3852893709497547,-0.02946351975911003,0.5367566232804244,-0.24599865687011382,0.5251023792175328,-0.3776699880822685,0.4584489900558495,-0.471289191445475,0.1999480391271607,0.566210298637895,0.45082055656735,-0.36396405405536403,0.26439895005093,-0.5746738991272847,0.3073230050154015,0.29644782717882545,1.0,-0.18986384348045093,-0.14465629838634608,-0.12864500517613078,-0.05983429556603499,-0.28848896824731163,0.34690605111565676
Thal_PuA_L,-0.47360456746379703,0.3203551275513214,0.527632277617863,0.5056320508354327,0.1500982094074641,0.22993238038531674,0.4759562874486791,0.3751943706236874,-0.175839515734949,0.04253911074939988,0.23886754494183446,-0.13152661969499815,-0.3805074376662309,-0.20348314166974588,0.4690558399609078,0.776743581455563,0.5207552850650369,0.005389356135357389,-0.3949219536928433,-0.044782558654493675,0.6426342746094365,0.21049089075163,0.0773770850150281,-0.005243565451048143,-0.29162065367025947,0.7158409465249184,0.003700352931637551,0.4602434931969785,-0.6271036621708773,0.49134359952162876,0.2538946697039286,0.1875822260125418,-0.580534290982862,0.05329805554606323,-0.7114676796886479,0.44569631902500656,-0.3723533774040169,-0.6396676726946251,-0.18986384348045093,1.0,0.44187967694455943,0.4953036930849631,-0.3401133960598516,0.7021253092546157,-0.1814818858017264
Hippocampus_R,-0.14327921926126297,0.476748270046719,-0.01447618729200264,0.39525496703253743,0.055160428671025656,0.5018653149709095,0.47236294114331107,0.4223181976112146,0.042405245593075715,-0.05901465052659597,0.10055588713604349,0.4500087793334185,0.01642946470505731,0.3944670231784001,0.55380913721096,0.48244354194576095,0.662742702868564,-0.22646799372428061,-0.2813327747424528,0.09538582791064555,0.6310537130138846,0.13793918345203726,-0.2626437496615604,0.07563448979463243,-0.19254983276944632,0.4205703566763608,0.3475034560965783,0.5267826197609216,-0.25442995054735257,0.47266249470189764,0.15405927377352144,0.09394946717447278,-0.22933840798203464,0.6206798074159346,-0.3509291615076039,0.3744016537796648,-0.37300174381945495,-0.20703889036174677,-0.14465629838634608,0.44187967694455943,1.0,0.6982053345493371,-0.09104394023194026,0.5848890245349779,-0.08407742423530508
Thal_IL_L,-0.0364089281891661,0.45112563191686095,0.11168104497993919,0.6061465314322707,0.29667050973220305,0.3825067330554768,0.43989199634283205,0.2824469005891399,0.03279629665725194,0.020885851507625074,0.08393567682768768,0.4737509764923663,0.15628790781388202,0.22278733791472008,0.4589978019067801,0.4733891649663394,0.5699441346400241,-0.30209417536910377,-0.30433867327156566,-0.03571485351525405,0.5681621917172708,0.1750073330453117,-0.2758778583891887,0.07336038569556495,0.011147936050415164,0.5746893744093219,0.12770163215923033,0.4019801961310127,-0.23908032468145743,0.4362932034696049,0.2161699832745434,-0.0063708597682890136,-0.20052913468461717,0.4562442389714359,-0.3558091199682449,0.30603750900289683,-0.4123596715593564,-0.32326093526825633,-0.12864500517613078,0.4953036930849631,0.6982053345493371,1.0,-0.04413048159600107,0.5272180544784988,-0.09715109308479779
Parietal_Inf_R,0.8458765451885182,-0.14682552408338895,-0.06910629874378457,-0.07059903951450018,0.11240045964541809,0.07458380274381037,0.2850060421146562,0.05605715503102315,0.20823754687077803,0.3074769457180596,-0.23912617032964337,-0.0672941876059396,0.10331253000126757,-0.15116333387460917,0.3078318446620429,-0.3718931572601567,0.173514958224966,-0.055795426171259696,-0.39769147684462114,0.08755059799676078,-0.11671657014329401,0.2896493870738533,-0.21666193755319701,0.4247036784103675,0.15584387238061187,-0.1790499420963195,-0.38566437327380965,0.27411425304302917,0.6076651922260596,0.29082630940860227,-0.12200425389449673,-0.41184292366745534,0.6783563133688022,0.3191087284033574,0.13357566156685272,0.36152318634891,-0.21806563912772678,0.0435124112164933,-0.05983429556603499,-0.3401133960598516,-0.09104394023194026,-0.04413048159600107,1.0,-0.07856319882152565,0.11504249552462166
Olfactory_R,-0.2833304626587751,0.040733668159228194,0.40634414168156435,0.3531184762374597,-0.16949138357685412,0.14587925311770594,0.7653372665617747,0.15309418798967123,-0.2581359281043626,-0.04259498514173342,0.06254636590527185,-0.10215966038938044,-0.48770812895600874,-0.09122528983668232,0.7421831353268123,0.534428665864743,0.7754901054272914,-0.1544410643085969,-0.6167734539141903,0.045286539480284646,0.8954934227504916,0.12364044954234925,-0.0300223829450925,0.07855697760599235,-0.531383225437476,0.5176431195921668,0.11006943264733511,0.6651506133355215,-0.4345204971148348,0.6494986666238152,0.03220508696945802,-0.09626723206192053,-0.4743438542442606,0.2554726188263571,-0.6599630115063083,0.7279257800104466,-0.5025944470086935,-0.41440365641027893,-0.28848896824731163,0.7021253092546157,0.5848890245349779,0.5272180544784988,-0.07856319882152565,1.0,-0.2896917910786154
Cerebellum_6_L,0.27073702262842314,0.3525326534755072,0.029945349773654328,0.306061963497434,0.0739789210093121,0.4863684288419284,-0.2681059751130918,0.34739981456391167,0.6080346934452925,0.4222535552075361,0.3258236414268395,0.2171992394667383,0.4359491691591985,0.1822372971031746,-0.2501347051027669,-0.018129657224007573,-0.145576993222852,-0.019035899726455,0.47735034985696406,0.46545605880367386,-0.3108151983261611,0.4163549078720165,0.4785184335416256,0.6141041254422235,0.4923292924156165,-0.31454334665985395,0.09758627330328473,-0.06790480059166924,0.35450552234831817,-0.21779965004762583,0.18603218485821196,0.4248684437568237,0.44129534302710627,0.002037197632131854,0.2732078879528131,-0.26147128888672094,0.6868476769151824,0.30894826123204683,0.34690605111565676,-0.1814818858017264,-0.08407742423530508,-0.09715109308479779,0.11504249552462166,-0.2896917910786154,1.0
