,Frontal_Med_Orb_L,Vermis_7,Frontal_Mid_2_R,Occipital_Sup_L,Frontal_Inf_Oper_L,Insula_R,ACC_sup_R,VTA_R,Insula_L,Frontal_Sup_2_R,Thal_AV_R,Amygdala_R,Cerebellum_Crus1_R,Frontal_Sup_2_L,Thal_IL_L,Thal_MDl_R,Cerebellum_6_R,Precuneus_R,Fusiform_R,Thal_VA_R,Olfactory_R,Precuneus_L,Calcarine_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,ACC_pre_R,OFCpost_L,Heschl_R,Vermis_10,Precentral_R,Precentral_L,Postcentral_R,Occipital_Sup_R,Hippocampus_R,Cerebellum_10_L,Red_N_R,Temporal_Inf_R,Parietal_Sup_R,Thal_MGN_L,Cerebellum_9_R,Rectus_R,Frontal_Inf_Tri_R,ACC_sup_L,Rolandic_Oper_L,Paracentral_Lobule_R,Thal_IL_R,Thal_PuM_L,Thal_MDm_L,Thal_PuL_R,Supp_Motor_Area_L
Vermis_10,-0.17362071077351032,0.1585786188984245,0.02337008554771071,0.1440315719144547,0.10875877533363357,0.09454007686093825,0.10196316720903915,0.28589954652174704,0.10055951089606133,-0.11283642973366201,0.1470498287018926,-0.2192055383135835,-0.04480122629208061,-0.1574783864984048,0.1604970904113876,-0.056700095656317645,0.008496170597042309,0.14296259697688854,0.06788976739400442,-0.06222502145810366,0.01618328643987893,0.16433271454369905,0.2178282020537425,-0.10670073625030406,-0.19571087272634038,-0.14515580325197078,0.16793656808418575,0.11529651041010021,1.0,0.0486090636800923,0.012438282589322969,0.1230021704896582,0.09493304838820407,0.16497895878705884,-0.07194119487159102,0.07195018577199844,0.0613397493395763,0.13511386341154585,0.08584720889434556,0.23425940217880162,-0.20429834912366188,0.06224059047018473,0.03933476241766245,0.20988669813749194,0.12768115980399894,0.08310003721311415,0.05809518498973184,0.1332476456677385,0.030925627200520157,0.06291836237640222
Precentral_R,0.30892271132765475,0.09201370506789264,0.8196697765780391,0.2603251088413741,0.783630904892761,0.7126642784693163,0.5465054924200379,0.5445051121614337,0.6797811124192895,0.4242831420663517,0.4634044137509551,0.13845397837322485,0.23757190900815373,0.41447363291326933,0.486119614099741,0.33430871974541304,0.19991344901436928,0.767107003407802,0.2752760352351717,0.3066520955873408,0.42648963304683163,0.6824112288928607,0.36695695649166665,0.6666160501328,-0.006909208293686975,0.42098043980530614,0.4457464892629587,0.7518012763884966,0.0486090636800923,1.0,0.9613962784728896,0.9201014293480002,0.3233812961961863,0.4236933005746779,0.12179454544085723,0.3557711097871638,-0.0017272335343892862,0.43535230828009575,0.05930330442797421,0.6294707070044933,-0.017258282791374233,0.883687289175015,0.6071622557276695,0.6917551746043611,0.8813009128477486,0.3438065031469895,0.1919549790536146,0.6293500850159724,0.4566592895747248,0.9113614157997312
Precentral_L,0.27463586754140096,0.07053444456298996,0.7938382949670895,0.3241081729600563,0.84137542702694,0.6856763633208849,0.5703034664103415,0.5140165280282346,0.6874112839412381,0.5103174643262507,0.3840795712817728,0.09549462373054296,0.18371918860905437,0.48831294673076814,0.49240370942705547,0.2759997297338611,0.17465674769238232,0.7805996231763304,0.2005547638316196,0.30191270784047175,0.3505715794371527,0.701775641072816,0.3324094494078741,0.7154415878625466,0.006701848543743383,0.4502613774033733,0.4699972247353684,0.7343400609675996,0.012438282589322969,0.9613962784728896,1.0,0.9077083004385074,0.3481881828354369,0.3469401793015658,0.11278418666559488,0.2596181770735332,0.03767041426593097,0.4746047583191418,0.1355298271605762,0.5194195274938471,0.01778074645637374,0.8670790465545172,0.6661218950487061,0.6741694624458766,0.902587384849208,0.3236571113216176,0.22423772448116097,0.5846274294582863,0.4847200708483338,0.9068779913492485
Postcentral_R,0.18088352726613405,0.07764487408433927,0.7376105858086524,0.44192422042803103,0.8330589641833301,0.6914233592858742,0.6392852645239855,0.595874656157263,0.6529548779110059,0.3044292821572403,0.5985500299441496,0.15292701967649777,0.2679865374639848,0.2476018309570375,0.5352984625546012,0.28704443135901275,0.3347040440651256,0.9001608764067067,0.39256371318681843,0.3650448260649006,0.27838682999573805,0.8620050764913262,0.5333486508917948,0.5423506883492153,-0.07338115894917663,0.24937495676743748,0.40295612787173085,0.7969404797992014,0.1230021704896582,0.9201014293480002,0.9077083004385074,1.0,0.4623527042470331,0.5426021585443535,0.1483167695971859,0.3219520163889087,0.0181872685213988,0.6018326886548655,0.23619284712391092,0.6992212178922254,0.007016984944771235,0.8040424760766821,0.6875543104274513,0.7489912198414663,0.944488692114519,0.356837368943777,0.3460435442488832,0.6371132019093176,0.4790395808580222,0.944633041095046
Occipital_Sup_R,-0.1268092809246498,-0.6452995760129503,-0.04559494165342772,0.9439721378742287,0.6677129523033237,0.24575235335062706,0.1857748475376143,0.0628256270973973,0.5090813803063982,-0.057696493820711035,0.22180353403794079,-0.26852880913238897,0.41777478300847054,0.023542193260867962,0.12848920112990406,-0.17878344004211394,0.5447912948372688,0.6381039156025546,0.6894130726530177,-0.15596515435295294,-0.09452767880315187,0.5910781072479063,0.6830261721133799,0.22212119097773536,-0.22898672981423873,-0.1110993577396291,0.4016694634799314,0.06767319587161581,0.09493304838820407,0.3233812961961863,0.3481881828354369,0.4623527042470331,1.0,0.056863265745457525,-0.1879392127924343,-0.06139187734185857,0.41764301236892537,0.5049365790424323,0.15081449523393237,0.23137389495157784,-0.016934967005206924,0.11965908529702661,0.33593139001745387,0.5201316491811084,0.5637070213286551,0.26956824068313884,0.23181569369358773,0.19194536517251326,0.18460791940465412,0.38753431513051945
Hippocampus_R,0.08154858534631904,0.23576398814941182,0.5426937881386938,0.078538290883808,0.308030145138882,0.5226102438482092,0.7352363583876228,0.6789967036486071,0.2092056646203879,0.0550422517285125,0.7287455694637645,0.16471182990319594,0.0022408222505429076,-0.03912721635946227,0.5940987049413456,0.3571629679356941,0.1578828411202496,0.4524913163868945,0.33753440262005835,0.637724252699045,0.35297644423209007,0.5310872003414376,0.5237030882811774,0.1733964335769544,0.12447560831240231,0.1273840615606008,0.07372535390411279,0.5669898203581526,0.16497895878705884,0.4236933005746779,0.3469401793015658,0.5426021585443535,0.056863265745457525,1.0,0.2088286154652784,0.5764434235308146,-0.3144495330907193,0.15825759092775057,0.38392286761210015,0.40495296671774067,-0.18091348766784424,0.3878183124179458,0.6539941647598188,0.4873239943512666,0.39575818251128597,0.5506042305733969,0.6995918889897014,0.6913738224950489,0.2625859558818029,0.5904238341500048
Cerebellum_10_L,0.22371810829455074,0.1902313813370811,0.29196571232763124,-0.14707414195700808,0.025737671786317643,0.2058220679249786,0.13052598507289367,0.12153727903967095,0.007079460632612964,0.21950777331088017,0.11983764131484367,0.3293521753016815,-0.16738032904605632,0.18219640921392538,-0.012630514459554829,-0.010267890889590337,-0.04377442589838778,0.04031782402028945,-0.15508866842110666,0.29491083563198406,0.223837278963384,0.10584254118453956,-0.12115595253983692,0.20593537992848432,0.17511456098449812,0.2244726623292282,-0.01467938729390595,0.2523630684943792,-0.07194119487159102,0.12179454544085723,0.11278418666559488,0.1483167695971859,-0.1879392127924343,0.2088286154652784,1.0,0.15429051434761845,0.016431437540342632,-0.017095629401437887,0.0131660852838452,0.0286490468858503,-0.05814889983427103,0.21886954538505998,0.1809238256318698,0.014950354498736232,0.0918751078308569,0.13962977356019393,0.1426542048876277,0.07429695180794338,-0.051199590291722524,0.19196709163533
Red_N_R,0.1427720977439095,0.1289883570619161,0.4203624973751174,-0.0916125869075014,0.2341936116911693,0.34570018237802314,0.38466063051572374,0.46365128220712615,0.18471554427912848,0.059834094356506766,0.4219535147818105,0.013311826262462865,-0.005927581135411984,0.12920776363967987,0.3181626003029948,0.45624687872054176,0.007347864972223404,0.17072637322724063,0.15395194717226385,0.4444841033782017,0.3603492671898759,0.14731136657798694,0.2862952214229431,0.23386004225030496,0.031171911388560482,0.34339862762721696,0.06450534265147878,0.4399348274714341,0.07195018577199844,0.3557711097871638,0.2596181770735332,0.3219520163889087,-0.06139187734185857,0.5764434235308146,0.15429051434761845,1.0,-0.2347516357013073,-0.10511328488811134,0.07391435099883932,0.2241078638800148,-0.5399373674770254,0.4609198024296807,0.26965198381878647,0.38985642730655984,0.23490602734916968,0.6741308999989465,0.4371413139786664,0.6149097150602847,0.46888360146899494,0.3611662796176644
Temporal_Inf_R,-0.07067695814327371,-0.41693260137778765,-0.1963342908626193,0.4244945848690116,0.19780508641563024,0.087951327885627,-0.3580343285990014,-0.2700860166890169,0.3444889748613531,0.11261886199497168,-0.2396366027783402,-0.22595168115609146,0.03655745189129348,0.14087942953276458,-0.05359889133337398,-0.15944040166600884,0.08424638664277782,0.07825340495735793,0.1872726776964631,-0.5155708966904657,0.07407094828123514,0.06036824729039013,0.17603742167624098,0.003888848148884792,-0.04515154107130574,-0.18708393498320705,0.3248032427158317,-0.07709482879581304,0.0613397493395763,-0.0017272335343892862,0.03767041426593097,0.0181872685213988,0.41764301236892537,-0.3144495330907193,0.016431437540342632,-0.2347516357013073,1.0,0.051361269054494216,-0.009727532851810333,-0.08199463324924162,0.027565895932054354,-0.05406881901487966,-0.12977040876007342,0.16975009546175165,0.19024823946200559,-0.10736616493047098,-0.0014741946507652538,-0.17815002575928215,-0.020419216524417264,-0.07355176953785955
Parietal_Sup_R,0.027324366043801812,0.18759911527521259,0.2896894927655292,0.5414998461526862,0.5024879781706035,0.20317900364428151,0.4090473533690534,0.350484546136341,0.18556225555081896,-0.09088949273521678,0.3841368298060055,0.15248775984681315,0.4783782235347933,-0.1535657054327338,0.19288411918064052,-0.07043303386826873,0.506523378877389,0.7952491881917615,0.31128932980710866,0.13753672944774598,-0.18488580149260267,0.8059156910204857,0.2596043052585641,0.1584037063873929,-0.15207031129744003,-0.18214964252930607,-0.010349583224894095,0.2786962887341717,0.13511386341154585,0.43535230828009575,0.4746047583191418,0.6018326886548655,0.5049365790424323,0.15825759092775057,-0.017095629401437887,-0.10511328488811134,0.051361269054494216,1.0,0.004187652440733256,0.5650143757501632,0.03751764559716329,0.34221170172293425,0.38945158046490824,0.23088413422726312,0.530353745455163,0.028119579295352238,0.02755635405828645,0.19230085280426198,0.17619263873519855,0.5770570792833469
Thal_MGN_L,-0.1375756830281815,-0.08639100399107935,0.17610025358198958,0.23640627996451416,0.22809587542557117,0.3484406038060263,0.3842237871278642,0.1856790306294274,0.21655055545767066,0.31051463613541663,0.11231891171216754,-0.1479835560812278,-0.34935789013215496,0.13271050449088764,0.3980191897377426,-0.04304610463899102,-0.16291783582816008,0.1845655856750069,-0.03184230214289104,0.16022234166119143,-0.09646572942087096,0.22894006864712768,0.3538126248574199,0.11333882920424404,0.08137416338021303,0.06268699762289488,0.23575053041235455,0.2305238421650718,0.08584720889434556,0.05930330442797421,0.1355298271605762,0.23619284712391092,0.15081449523393237,0.38392286761210015,0.0131660852838452,0.07391435099883932,-0.009727532851810333,0.004187652440733256,1.0,-0.015025086664600291,0.11465711405442955,0.09727280060138618,0.419766852189596,0.2908359003076518,0.2172575476386957,0.23079630534330825,0.5146077501513776,0.23910162193942933,0.12776534874479628,0.20789050935171358
Cerebellum_9_R,0.11579309061106144,0.22802583457673198,0.43591568226520194,0.14961171753453995,0.37817500220281375,0.3741786818684508,0.33810055969710906,0.4258152879380913,0.33534725036984053,-0.14510927160943338,0.5346688315749156,0.27248358187363797,0.4657660297265771,-0.22179151734489863,0.3285169562804252,0.31372586943298614,0.4304464037908301,0.654620988389601,0.43532092278548556,0.12825742875260124,0.1690036717704794,0.6287360187945741,0.43725189976178586,0.06165009972282196,-0.19347697266641645,-0.11799917738567768,0.10575343790267061,0.567275253044107,0.23425940217880162,0.6294707070044933,0.5194195274938471,0.6992212178922254,0.23137389495157784,0.40495296671774067,0.0286490468858503,0.2241078638800148,-0.08199463324924162,0.5650143757501632,-0.015025086664600291,1.0,0.026592163929380082,0.48300261070023254,0.29075206117282504,0.5145612760731422,0.5672793424575076,0.034244751602851446,0.008008863069864407,0.35229977171452914,0.2576571703684236,0.6487682307066509
Rectus_R,0.01207350325999812,-0.04649763858359712,-0.06615529337064978,-0.021863959901850107,-0.0852374215902521,0.0010219978139875327,-0.038590190024965866,-0.18563437060653984,0.0814548936014237,0.10822407574939989,-0.08987727193428355,0.2525792301033017,0.005765217108524896,0.0054352815198039335,0.0025986696099106997,-0.09907424006630851,-0.008310220381360258,-0.0287757233719609,-0.0041070342459454245,-0.13791326040638985,-0.14359512685486514,-0.010519204867871305,-0.16174535000584875,-0.05796535279071192,0.08462154100614029,-0.15608816630557584,0.104383333615279,-0.04147648918032524,-0.20429834912366188,-0.017258282791374233,0.01778074645637374,0.007016984944771235,-0.016934967005206924,-0.18091348766784424,-0.05814889983427103,-0.5399373674770254,0.027565895932054354,0.03751764559716329,0.11465711405442955,0.026592163929380082,1.0,-0.1632898953605215,0.012582353869249246,-0.013632702986393824,0.02508242481891707,-0.5154704751582385,-0.21289575960290574,-0.3284059146708777,-0.3292896571164952,-0.06698198853335473
Frontal_Inf_Tri_R,0.30604881783608895,0.27254169965660746,0.8850569721953073,0.10479286959043944,0.7109653610555625,0.7324202501397793,0.5343423372835621,0.5454340107246717,0.5979315817768963,0.5677206119530737,0.3724094142558851,0.06119433900895457,0.015913534068471007,0.5452277773715007,0.4468561395798714,0.2917832479051706,-0.03153922553361134,0.6319342656867294,-0.006730971895210572,0.38121430481737006,0.4238610558816564,0.5557828815255418,0.18016067856418128,0.7356405088364398,-0.01595674615928818,0.5953742272408664,0.40725876308968517,0.7423905318355151,0.06224059047018473,0.883687289175015,0.8670790465545172,0.8040424760766821,0.11965908529702661,0.3878183124179458,0.21886954538505998,0.4609198024296807,-0.05406881901487966,0.34221170172293425,0.09727280060138618,0.48300261070023254,-0.1632898953605215,1.0,0.5463712790414734,0.5535211307951262,0.7331383418638067,0.3753018813389793,0.21971120947844983,0.6444069941347111,0.5281250239291737,0.8159251645091595
ACC_sup_L,0.07682493978089215,0.04302589186367865,0.6471087454841241,0.37823763307772906,0.6470243881703065,0.6325752829617911,0.8795834265052084,0.5434832663138468,0.4712835991385476,0.44728714444950474,0.5065334358001553,-0.013172933591394842,0.01996636200860176,0.36056315328747673,0.6223601677283047,0.16785314414167068,0.16963730139070615,0.6594396623246642,0.25443396518015227,0.4721174663076637,0.21008296452166386,0.6833499272630925,0.4322065954794283,0.5950609497315228,0.13129591953993316,0.3350333366167027,0.36161289667075514,0.5434319812685497,0.03933476241766245,0.6071622557276695,0.6661218950487061,0.6875543104274513,0.33593139001745387,0.6539941647598188,0.1809238256318698,0.26965198381878647,-0.12977040876007342,0.38945158046490824,0.419766852189596,0.29075206117282504,0.012582353869249246,0.5463712790414734,1.0,0.5676445211553948,0.6324346282708824,0.5409912474096622,0.621761171682144,0.5991138560740137,0.3052739193628915,0.7440193891251787
Rolandic_Oper_L,0.08277447640709017,-0.2446125226960734,0.4755343395923535,0.49104824493972066,0.767383524611468,0.6928954104365459,0.4438921709537043,0.42644958252260007,0.8057584231592069,0.27155346877554215,0.3951148180486465,-0.1041584308582726,0.13380836916864025,0.2714407024004193,0.5541243207021905,0.27867187394469206,0.22389228398191788,0.6356123346024934,0.5077367749020001,0.12264104554534543,0.3727100933873653,0.5917564737733241,0.7262431532982683,0.3999602153417576,-0.07004388419891493,0.2748291797324132,0.7061847219018095,0.6309236528738653,0.20988669813749194,0.6917551746043611,0.6741694624458766,0.7489912198414663,0.5201316491811084,0.4873239943512666,0.014950354498736232,0.38985642730655984,0.16975009546175165,0.23088413422726312,0.2908359003076518,0.5145612760731422,-0.013632702986393824,0.5535211307951262,0.5676445211553948,1.0,0.7831678364596142,0.37754927148700546,0.4130159174126265,0.5697341723778294,0.4420259578048521,0.6728056374354355
Paracentral_Lobule_R,0.1651900267165049,-0.10614205660271124,0.6099073983472095,0.545771240618964,0.8941896360632048,0.6212762604618695,0.5045889780902284,0.4995305149890721,0.7143711886645527,0.3037795604034139,0.4614933773473513,0.06246725018432003,0.2824776016117882,0.3094991385885087,0.44489161698646124,0.20809996432114714,0.3609207472676406,0.8611561031549039,0.4369224540220086,0.24844666387640585,0.2637451781467321,0.8135918116326112,0.5723404087027613,0.5566559613056542,-0.05603385993955066,0.2670897338459926,0.5059992364340157,0.7383459494416525,0.12768115980399894,0.8813009128477486,0.902587384849208,0.944488692114519,0.5637070213286551,0.39575818251128597,0.0918751078308569,0.23490602734916968,0.19024823946200559,0.530353745455163,0.2172575476386957,0.5672793424575076,0.02508242481891707,0.7331383418638067,0.6324346282708824,0.7831678364596142,1.0,0.33602713303410886,0.31009192727489193,0.5567528175412768,0.4842833699034136,0.8721153219269476
Thal_IL_R,0.0924307239835496,-0.14661043575945898,0.39036187741462747,0.2700707445993706,0.42836164160794155,0.41034213027429,0.5270888781374568,0.4664134164050655,0.27371458066265736,0.20066531113425667,0.3965818660923604,-0.20029070992179313,0.0002944410508941821,0.25704690465541785,0.36723148525566957,0.23122880240562696,0.1309840717368541,0.320160923467115,0.2514890978094722,0.44853180129296455,0.22464404378236533,0.2958701292176538,0.4036560820483138,0.4104264486086518,0.0005181722261983244,0.35168864682891776,0.15428097281492575,0.31107786805227416,0.08310003721311415,0.3438065031469895,0.3236571113216176,0.356837368943777,0.26956824068313884,0.5506042305733969,0.13962977356019393,0.6741308999989465,-0.10736616493047098,0.028119579295352238,0.23079630534330825,0.034244751602851446,-0.5154704751582385,0.3753018813389793,0.5409912474096622,0.37754927148700546,0.33602713303410886,1.0,0.6142136871281283,0.6528202519584362,0.47358042209780493,0.4277830873810144
Thal_PuM_L,-0.10456030351430097,-0.08004864243141917,0.29457813407125816,0.3046297149423677,0.3509859325647882,0.4323404764540885,0.5608064768477712,0.42973949910516424,0.2984789463454032,0.1778960530171212,0.5272264842769849,-0.0832883905367868,-0.15676951939573655,0.16692112252349398,0.5667504183358677,0.362146543462739,0.10915406937325046,0.34248234456276033,0.2504681368332739,0.41083921560854053,0.20721509791714154,0.4322202046898031,0.5289192307518641,0.2324799839245616,0.06401020139430458,0.09506184304595192,0.15281838457639565,0.3589122732985982,0.05809518498973184,0.1919549790536146,0.22423772448116097,0.3460435442488832,0.23181569369358773,0.6995918889897014,0.1426542048876277,0.4371413139786664,-0.0014741946507652538,0.02755635405828645,0.5146077501513776,0.008008863069864407,-0.21289575960290574,0.21971120947844983,0.621761171682144,0.4130159174126265,0.31009192727489193,0.6142136871281283,1.0,0.6381556134476506,0.43963289764676033,0.39602669748108404
Thal_MDm_L,0.07964481203857524,0.1419072093835264,0.6457026986521738,0.18400233278452652,0.5666783273093087,0.6623406524921707,0.6455676327790347,0.6571360398876175,0.5130183716656862,0.3001652205741936,0.6078496697390559,-0.021291793362135908,0.03899761255730935,0.29296180125982413,0.6446536482194657,0.5156692072865996,0.0927749721108328,0.5317696737455944,0.25659862719519966,0.513034215141747,0.3712037787319482,0.5282797527564802,0.45189920072433853,0.48002328190499466,-0.06806199203195383,0.37076305941620574,0.2377188616505951,0.6022062750705922,0.1332476456677385,0.6293500850159724,0.5846274294582863,0.6371132019093176,0.19194536517251326,0.6913738224950489,0.07429695180794338,0.6149097150602847,-0.17815002575928215,0.19230085280426198,0.23910162193942933,0.35229977171452914,-0.3284059146708777,0.6444069941347111,0.5991138560740137,0.5697341723778294,0.5567528175412768,0.6528202519584362,0.6381556134476506,1.0,0.6123138685258203,0.664029107207379
Thal_PuL_R,-0.03226646336547812,0.023183045903001843,0.3630815623088296,0.1992322231544332,0.5437432699067621,0.352107586275854,0.26236336183606607,0.4521259353401631,0.4232690175222671,0.11386488117425689,0.36286258155546597,-0.0553866046879626,0.12682891622727657,0.19787326029224997,0.3274398102099481,0.6076330034161332,0.17301668044821147,0.4110286699913453,0.14803702237977948,0.30472650389335315,0.18084831779435168,0.3867043814862114,0.3302527755353719,0.3291331513460463,-0.38170550650816953,0.31799882341241753,0.11716580252406454,0.5139701257877427,0.030925627200520157,0.4566592895747248,0.4847200708483338,0.4790395808580222,0.18460791940465412,0.2625859558818029,-0.051199590291722524,0.46888360146899494,-0.020419216524417264,0.17619263873519855,0.12776534874479628,0.2576571703684236,-0.3292896571164952,0.5281250239291737,0.3052739193628915,0.4420259578048521,0.4842833699034136,0.47358042209780493,0.43963289764676033,0.6123138685258203,1.0,0.4626687819919604
Supp_Motor_Area_L,0.2677591200696136,0.11070633338039024,0.7940243384645777,0.3636262564790659,0.7905741326365704,0.6805325449880048,0.697436923491386,0.6256796057080709,0.5818088595796668,0.34632907355661147,0.6172177630984921,0.19420534521361973,0.30133930099598716,0.3147439442027961,0.5319121284034598,0.29338737015494937,0.35102464097800967,0.8565540992982906,0.37152541039667825,0.45713230485280626,0.3361164491754783,0.8280159612228066,0.47020801287336705,0.637063940617058,0.0014421224322436654,0.3461786081566665,0.3481404580935562,0.7450234096868846,0.06291836237640222,0.9113614157997312,0.9068779913492485,0.944633041095046,0.38753431513051945,0.5904238341500048,0.19196709163533,0.3611662796176644,-0.07355176953785955,0.5770570792833469,0.20789050935171358,0.6487682307066509,-0.06698198853335473,0.8159251645091595,0.7440193891251787,0.6728056374354355,0.8721153219269476,0.4277830873810144,0.39602669748108404,0.664029107207379,0.4626687819919604,1.0
