,Precuneus_R,Frontal_Mid_2_L,Thal_PuI_R,Temporal_Sup_R,Thal_AV_R,Angular_R,Vermis_1_2,Caudate_L,SN_pc_R,Occipital_Inf_L,Raphe_D,Supp_Motor_Area_L,Temporal_Pole_Mid_R,Parietal_Inf_L,Thal_IL_L,Frontal_Med_Orb_L,VTA_R,OFCpost_R,Cerebellum_9_R,Thal_VA_L,Thal_MGN_L,SN_pr_L,Precentral_L,Heschl_L,Pallidum_L,Pallidum_R,Frontal_Sup_2_L,Thal_MDm_R,Cerebellum_4_5_L,LC_R
Raphe_D,0.2737765798222749,0.15071804023953417,0.03609863070487935,0.2938837253270491,-0.09454917917315799,0.47796962351600614,0.3333314692884861,0.275523103409031,-0.3576496117045233,0.17244975250898367,1.0,0.09069280608438034,0.058189936672295946,0.38064039457688065,0.12518319883604792,-0.3506937913348134,-0.06157144208683444,-0.04071508344112809,-0.1600143791541225,0.22849916549049182,0.36945300708213813,0.18122889782144808,0.10769642238604296,-0.186762745600438,0.08132916461131623,-0.22205494533279366,0.13658973303525193,-0.11969956696265922,0.4570331151230595,0.3548930701904313
Supp_Motor_Area_L,0.8565540992982906,0.9008511082996257,0.6018526707459766,0.8182753856876563,0.6172177630984921,0.5445966475251323,0.030062625721137066,0.5482838980843558,0.5367023803985986,-0.0032236588659313773,0.09069280608438034,1.0,0.3418512634003502,0.7844173326622873,0.5319121284034598,0.2677591200696136,0.6256796057080709,0.3140356486040482,0.6487682307066509,0.4345656887572959,0.20789050935171358,0.43387307556093635,0.9068779913492485,0.6113613784312331,0.29005330834106285,0.5887069177770702,0.3147439442027961,0.4246708516558886,0.5519462232544926,-0.051983124116698684
Temporal_Pole_Mid_R,0.4227008332768525,0.10577852395291244,-0.0858962635572341,0.3736286489301631,0.1661376306255534,0.478611496656826,0.22323034751061518,-0.07139237959106408,0.0007378282179650417,-0.05260327965860175,0.058189936672295946,0.3418512634003502,1.0,0.24205599022175217,-0.24307119253234843,0.09148977033790254,0.08239507246311946,-0.15813546345282312,0.47834194849871775,-0.03926662537375306,-0.28807390275838435,-0.02491662494915565,0.30782701087193415,-0.03700837542082255,-0.1084261578235527,0.0999888304379549,-0.17536603805928244,-0.04980842370469169,0.23247451106936182,-0.08066398172776851
Parietal_Inf_L,0.8845098015893271,0.7369499205614659,0.6359325912786945,0.8195378946748371,0.5975193088434165,0.6986645554116977,0.16718208362699166,0.4630249803833137,0.4334456925738356,-0.1022430660570827,0.38064039457688065,0.7844173326622873,0.24205599022175217,1.0,0.5363753041169819,-0.018904438286297426,0.5912098433986728,-0.016290297736410313,0.5393841342763911,0.6489272772932234,0.36036401572027565,0.6526908875140564,0.6462016763914462,0.4682270559164347,0.21576491928498104,0.41462230922161186,-0.009292171784099855,0.2388308185217483,0.7236202629208691,0.055358797582932114
Thal_IL_L,0.44284267367811353,0.5890780845200201,0.6761925591578143,0.4513891649568302,0.4170085014977464,0.259643171018347,0.14656567000891765,0.3557487574574219,0.4206162706398732,-0.05383726847468244,0.12518319883604792,0.5319121284034598,-0.24307119253234843,0.5363753041169819,1.0,-0.026429491749602758,0.4410432658883383,0.293084952805075,0.3285169562804252,0.5228810464099205,0.3980191897377426,0.4275143019450243,0.49240370942705547,0.39812705883774274,0.47612074021486434,0.4029796196294753,0.24615064428068179,0.23113034738962876,0.3987735879794387,-0.1352513005139255
Frontal_Med_Orb_L,0.056028953540245056,0.25946818151831064,-0.039304577366225196,0.0777970028105858,0.020128087236705818,-0.0846224668876883,-0.33743523560108685,0.08642208553768507,0.23351943292995658,0.10254147973292743,-0.3506937913348134,0.2677591200696136,0.09148977033790254,-0.018904438286297426,-0.026429491749602758,1.0,0.11766136285529559,0.33688714659132607,0.11579309061106144,-0.24520096477244246,-0.1375756830281815,-0.1601028626759958,0.27463586754140096,0.17875451176135485,0.04835626844396462,0.28141696973544394,0.33392347301546,0.26876696260244665,-0.09466839984429183,-0.16030971178578599
VTA_R,0.5265313204724075,0.6326442513377695,0.49570078333215517,0.5077247419380231,0.5596893254090876,0.1996422476502363,-0.16433935637123995,0.5025906114150889,0.6199882615012928,-0.18479144145377077,-0.06157144208683444,0.6256796057080709,0.08239507246311946,0.5912098433986728,0.4410432658883383,0.11766136285529559,1.0,0.06024901321972184,0.4258152879380913,0.4509132583089437,0.1856790306294274,0.48056440447327414,0.5140165280282346,0.46335662960569235,0.24445446951694713,0.5510963248727748,0.032467632923035776,0.25209373239432287,0.4139353866062933,-0.13033661173699668
OFCpost_R,0.034392553793397056,0.4204983272952671,0.218388982924559,0.06780332748952278,-0.09005997809238261,-0.08485766342739717,0.0013724328464855692,0.2793337890886804,0.02950952112800788,0.3916490865612356,-0.04071508344112809,0.3140356486040482,-0.15813546345282312,-0.016290297736410313,0.293084952805075,0.33688714659132607,0.06024901321972184,1.0,0.0034922714687389287,-0.14235592120137852,0.039891840035872636,-0.09673621946654731,0.4536861069032696,0.12799032581796413,0.5613301173917514,0.273938150085285,0.8101290578329007,0.2644077785309635,-0.015284037221512534,-0.11493124729261263
Cerebellum_9_R,0.654620988389601,0.4482480537122945,0.5403981994221481,0.6469926637898861,0.5346688315749156,0.5104795667784049,0.2526454344260801,0.015923446213211206,0.4704490922931688,-0.14039263329283394,-0.1600143791541225,0.6487682307066509,0.47834194849871775,0.5393841342763911,0.3285169562804252,0.11579309061106144,0.4258152879380913,0.0034922714687389287,1.0,0.288223349693168,-0.015025086664600291,0.22467363307648291,0.5194195274938471,0.4232888847976306,0.23221940234322658,0.4327252729394338,-0.22179151734489863,0.2131152785076736,0.30751752132730753,-0.30351435604567484
Thal_VA_L,0.5089800262524135,0.4773775465454443,0.5599390788678865,0.5473477082505787,0.6332524309989619,0.3165209016340329,0.20694770326510778,0.3701298775800245,0.5158412217140538,-0.3995543806758238,0.22849916549049182,0.4345656887572959,-0.03926662537375306,0.6489272772932234,0.5228810464099205,-0.24520096477244246,0.4509132583089437,-0.14235592120137852,0.288223349693168,1.0,0.36142012965876286,0.6725594937663946,0.25689762307825337,0.3887600528656706,0.176295848133124,0.45541054638476086,-0.14825626111525203,0.33719908675581095,0.614018280961882,0.01068344303006229
Thal_MGN_L,0.1845655856750069,0.2990173055934872,0.45152409102433716,0.28717256909205374,0.11231891171216754,0.13382944206553615,0.14811924225406328,0.3512584854836967,0.16556482793359947,-0.19832941681031313,0.36945300708213813,0.20789050935171358,-0.28807390275838435,0.36036401572027565,0.3980191897377426,-0.1375756830281815,0.1856790306294274,0.039891840035872636,-0.015025086664600291,0.36142012965876286,1.0,0.35879166368862575,0.1355298271605762,0.23914148953240455,0.18474171672760412,0.05527523771102044,0.13271050449088764,0.15480315071075992,0.4141118800598449,0.07839198150626998
SN_pr_L,0.4900383940250881,0.5093054405637405,0.521905125555993,0.5201817694975541,0.5586395080371523,0.25896515359973316,0.015633840411288527,0.4784795981054269,0.5440642344952393,-0.3110537880640988,0.18122889782144808,0.43387307556093635,-0.02491662494915565,0.6526908875140564,0.4275143019450243,-0.1601028626759958,0.48056440447327414,-0.09673621946654731,0.22467363307648291,0.6725594937663946,0.35879166368862575,1.0,0.27180294544510003,0.3690937682864496,0.06807230773484206,0.3861546312818058,-0.07812937171737311,0.08434401369048085,0.6347225720608994,-0.062018196017515084
Precentral_L,0.7805996231763304,0.8516833477464787,0.4752169429539948,0.7102876224132805,0.3840795712817728,0.5177041886398307,0.11830324036141793,0.4813202724716381,0.33122127692319775,0.20093201284490056,0.10769642238604296,0.9068779913492485,0.30782701087193415,0.6462016763914462,0.49240370942705547,0.27463586754140096,0.5140165280282346,0.4536861069032696,0.5194195274938471,0.25689762307825337,0.1355298271605762,0.27180294544510003,1.0,0.5581131025520567,0.399431032930573,0.5066444359485759,0.48831294673076814,0.3597016315812279,0.39328016507143143,-0.030907763764507563
Heschl_L,0.48921114072586025,0.6207155107195755,0.581938320797317,0.4637346863473188,0.4084800515554987,0.038689874307033544,-0.15189922481443793,0.38218346293653793,0.5502531157668825,-0.033018638760699714,-0.186762745600438,0.6113613784312331,-0.03700837542082255,0.4682270559164347,0.39812705883774274,0.17875451176135485,0.46335662960569235,0.12799032581796413,0.4232888847976306,0.3887600528656706,0.23914148953240455,0.3690937682864496,0.5581131025520567,1.0,0.10905578261021204,0.3807611526672173,0.10189437744747962,0.38660281949671865,0.1137535583763234,-0.05705227187758693
Pallidum_L,0.1712116093680587,0.38098799919822557,0.38057082572388096,0.27834066811833114,0.05048897337610954,0.22405762876720273,0.34996733144556896,0.1634093274003788,0.06081723248583769,0.13477503895284862,0.08132916461131623,0.29005330834106285,-0.1084261578235527,0.21576491928498104,0.47612074021486434,0.04835626844396462,0.24445446951694713,0.5613301173917514,0.23221940234322658,0.176295848133124,0.18474171672760412,0.06807230773484206,0.399431032930573,0.10905578261021204,1.0,0.522388702923189,0.4168327264350687,0.10345277283090619,0.23008493005724664,-0.1226449248190438
Pallidum_R,0.38808782617592624,0.599497435771404,0.4388458526568397,0.5294200032899552,0.5727769602219842,0.19738438360804433,-0.017759221973607547,0.44092648146074526,0.5877637390117,-0.27301104864030507,-0.22205494533279366,0.5887069177770702,0.0999888304379549,0.41462230922161186,0.4029796196294753,0.28141696973544394,0.5510963248727748,0.273938150085285,0.4327252729394338,0.45541054638476086,0.05527523771102044,0.3861546312818058,0.5066444359485759,0.3807611526672173,0.522388702923189,1.0,0.21403680771905684,0.4277794809077262,0.45615198948025953,-0.21931535866328983
Frontal_Sup_2_L,0.060276218627159664,0.4983625598089407,0.02392313226387633,0.12166498502143447,-0.11692805217712965,-0.039935258354244954,-0.1327788748630465,0.50137951586286,-0.07704312897685342,0.44843521934404795,0.13658973303525193,0.3147439442027961,-0.17536603805928244,-0.009292171784099855,0.24615064428068179,0.33392347301546,0.032467632923035776,0.8101290578329007,-0.22179151734489863,-0.14825626111525203,0.13271050449088764,-0.07812937171737311,0.48831294673076814,0.10189437744747962,0.4168327264350687,0.21403680771905684,1.0,0.28753862714615697,0.0005356491290971142,0.12005010564741711
Thal_MDm_R,0.2123313335567854,0.4269191925841239,0.325785630796124,0.32009958756431633,0.367248802609347,0.016617561672322242,-0.0250074250272589,0.3713698988073252,0.46309846460026205,-0.122267922309858,-0.11969956696265922,0.4246708516558886,-0.04980842370469169,0.2388308185217483,0.23113034738962876,0.26876696260244665,0.25209373239432287,0.2644077785309635,0.2131152785076736,0.33719908675581095,0.15480315071075992,0.08434401369048085,0.3597016315812279,0.38660281949671865,0.10345277283090619,0.4277794809077262,0.28753862714615697,1.0,0.17253713473101556,0.049596678402989314
Cerebellum_4_5_L,0.5979857608769945,0.5692152864528006,0.5051532565979799,0.7546351805903572,0.5220069013793085,0.6182632573424459,0.2775427703905961,0.47451826119855806,0.3586010937117124,-0.45609518502083385,0.4570331151230595,0.5519462232544926,0.23247451106936182,0.7236202629208691,0.3987735879794387,-0.09466839984429183,0.4139353866062933,-0.015284037221512534,0.30751752132730753,0.614018280961882,0.4141118800598449,0.6347225720608994,0.39328016507143143,0.1137535583763234,0.23008493005724664,0.45615198948025953,0.0005356491290971142,0.17253713473101556,1.0,-0.07346801540673899
LC_R,0.044089771789579166,-0.022011763240236782,-0.22661884756554235,-0.06568454772362575,-0.13649970955421017,0.07282525929801119,-0.029890919176177727,0.04160381675996141,-0.26196568778425106,0.15540036943730365,0.3548930701904313,-0.051983124116698684,-0.08066398172776851,0.055358797582932114,-0.1352513005139255,-0.16030971178578599,-0.13033661173699668,-0.11493124729261263,-0.30351435604567484,0.01068344303006229,0.07839198150626998,-0.062018196017515084,-0.030907763764507563,-0.05705227187758693,-0.1226449248190438,-0.21931535866328983,0.12005010564741711,0.049596678402989314,-0.07346801540673899,1.0
