,Thal_PuA_R,Occipital_Sup_L,Thal_MGN_L,Precentral_R,Cerebellum_9_R,Thal_LP_L,Temporal_Pole_Sup_L,Frontal_Mid_2_R,Cerebellum_4_5_L,Parietal_Sup_R,Occipital_Sup_R,Supp_Motor_Area_R,ACC_sup_L,Paracentral_Lobule_L,OFClat_L,Frontal_Inf_Oper_L,SN_pr_R,Thal_VA_L,Rolandic_Oper_L,Thal_VA_R,Hippocampus_L,Cerebellum_10_R,Parietal_Inf_R,Occipital_Inf_R,Thal_PuI_R,Pallidum_R,Thal_PuA_L,Thal_PuL_L,Amygdala_R,Vermis_7,Vermis_1_2,Postcentral_R,Cingulate_Mid_L,Cerebellum_10_L,Thal_LGN_L,OFCpost_R,OFCant_L,Cerebellum_3_R,Postcentral_L,Olfactory_L,Cerebellum_7b_R,Temporal_Inf_R,Cingulate_Mid_R,OFCant_R,Rectus_R
Postcentral_R,0.3700875883828982,0.44192422042803103,0.23619284712391092,0.9201014293480002,0.6992212178922254,0.3086622003330871,0.5569744109958151,0.7376105858086524,0.5843999305116088,0.6018326886548655,0.4623527042470331,0.9432192334086937,0.6875543104274513,0.9339305204501824,0.556683115424872,0.8330589641833301,0.5022932661164763,0.468839560936791,0.7489912198414663,0.3650448260649006,0.4888313805994773,0.40436288981082,0.7239298056487942,0.45319558708360197,0.6219034329983709,0.5813480071233296,0.4371484515018911,0.20899448628173342,0.15292701967649777,0.07764487408433927,0.17393358885723323,1.0,0.7545073385472726,0.1483167695971859,0.45271852502775584,0.2642115812937585,0.018991151384149432,0.4540632392440625,0.9637958822506615,0.45556602947584984,0.4270292031154991,0.0181872685213988,0.7572833470823391,-0.0958945232249363,0.007016984944771235
Cingulate_Mid_L,0.5235535063165299,0.39396176517226394,0.4064485773727431,0.5823850422586484,0.5511729488337247,0.33898447891113265,0.3253015688397721,0.5493076423998597,0.6895504176230206,0.5076511557901139,0.34017173872770556,0.755706378033523,0.7610166966908705,0.6408282306759598,0.5373902171099927,0.5613524606478566,0.7285043424552528,0.6901939827283039,0.5846780500687191,0.4705248184580383,0.6525081780815312,0.20540105358254182,0.8118356901120065,0.5331277131139,0.7159906185475011,0.5250261576110286,0.46133413032612913,0.22370475363976672,0.1156635617484872,0.13159736414669854,0.04429448960473755,0.7545073385472726,1.0,0.2289941630930442,0.5480850006218327,-0.0387569048810827,-0.3532555051823316,0.4312359798198772,0.7470327058662326,0.39896341605238267,0.4361932518473823,-0.03466008398344564,0.9641571976602507,-0.4243305496239548,-0.12089208133524468
Cerebellum_10_L,0.045695197525964876,-0.14707414195700808,0.0131660852838452,0.12179454544085723,0.0286490468858503,0.4470573845494952,0.11575811707829552,0.29196571232763124,0.037055071745108796,-0.017095629401437887,-0.1879392127924343,0.15941414065094353,0.1809238256318698,0.1463639748063244,0.07951006259949296,0.025737671786317643,0.2816728484483108,0.08034133873494734,0.014950354498736232,0.29491083563198406,0.21113129509357767,-0.17351168224709723,0.033633151756971624,0.17986741519449687,0.1767320483927613,0.098091662756645,-0.0622991055762745,0.24986719390329393,0.3293521753016815,0.1902313813370811,-0.27624014922241846,0.1483167695971859,0.2289941630930442,1.0,0.21539161400267556,0.1711933377100314,0.06238806346767245,0.09569245770468274,0.15083854266258376,0.3838573415448361,-0.2534210916511511,0.016431437540342632,0.24590314256903015,0.04970726623224035,-0.05814889983427103
Thal_LGN_L,0.5430786721092011,0.1414584999981736,0.4767737180097155,0.34362345904863045,0.24146149532408048,0.1807006210700851,0.17367320893206678,0.4411979616935326,0.5062309949367306,0.016166484934410915,0.1156677201385291,0.4319191130646158,0.4895962947998081,0.37093389901754303,0.584492021504768,0.36150690824562504,0.6358862100803421,0.4939864169594407,0.5541989762845888,0.3808366925022177,0.703547111158455,0.22832192472367974,0.36470488630586506,0.3789907305639089,0.6651744981478471,0.49758505662540964,0.6001824773291801,0.0026726327271765857,0.04399295640195476,0.11231328520014605,0.040781969195406456,0.45271852502775584,0.5480850006218327,0.21539161400267556,1.0,0.23956522556018436,0.09716846294292433,0.6194733296171693,0.419308896911429,0.5757036001908649,0.10407062143830081,-0.07665347661174723,0.49419715552740673,-0.07122646562905072,-0.09596326387886779
OFCpost_R,0.27282450900438965,-0.12319992782219817,0.039891840035872636,0.4791892744965441,0.0034922714687389287,0.08945299324989604,0.25122799836989423,0.5905213964812438,-0.015284037221512534,-0.2559363805145595,-0.05528056933329044,0.24171652024824403,0.29123397555479663,0.4125805340780268,0.2276736976228956,0.3102424492326159,0.10979724660230551,-0.14235592120137852,0.4031295490717167,-0.021507962004619553,0.1944860594940648,0.06324708158863479,-0.23591794966294913,-0.04560106156985403,0.218388982924559,0.273938150085285,0.33837191645512604,-0.030503922905679014,-0.061098283826958345,-0.013391309702613074,0.0013724328464855692,0.2642115812937585,-0.0387569048810827,0.1711933377100314,0.23956522556018436,1.0,0.6796738019886762,0.3724703544605524,0.3242355803507317,0.44943060751785047,-0.3864682346156629,0.0607050361681865,0.005444962406818298,0.6414117635076637,0.06361207508971149
OFCant_L,-0.13624321465738193,-0.2566770900722997,-0.16035983739578896,0.23539607878433014,-0.19196213106611862,-0.06862275718483725,-0.00795237511821437,0.30359423356195686,-0.319960168104005,-0.32550545079153415,-0.21226126763751071,-0.003595714034518522,-0.08119789521527174,0.1719708636299375,0.05636646809878893,0.13497347383207128,-0.18604571632082462,-0.3429300691851972,0.14375636795812358,0.00047203776400813347,-0.0390708101417072,0.09306876823577603,-0.44734141520665033,-0.201869230853833,-0.07358029520024495,0.10093622036099324,0.007369604871064734,-0.03708320677943614,-0.13164414922036272,0.1568727501647589,-0.13747411684442934,0.018991151384149432,-0.3532555051823316,0.06238806346767245,0.09716846294292433,0.6796738019886762,1.0,0.07898224353709145,0.05577920166607884,0.32392038297359005,-0.459135356312626,0.025187497903727197,-0.3230266101698527,0.7343455984148183,0.02925270426532683
Cerebellum_3_R,0.6986755301689339,0.33910181922532345,0.4677099756371625,0.38535595092618236,0.2566701802934179,-0.004836819556438449,0.34022521021778523,0.3219578761519625,0.6409791672226403,-0.1342488884320109,0.3407773488841647,0.3268538575593959,0.4611061348013371,0.43341637644410774,0.5503277624634048,0.43142561325085993,0.45376104271354667,0.44045233255414984,0.7347323716631363,0.00024016431331864985,0.5152154586687187,0.23796428135618566,0.32193732610371056,0.2918372797533973,0.6739738308007779,0.31301346464846685,0.7829453595620499,-0.1246233371355136,-0.16440815578519025,-0.29494538227168166,0.45401052516999313,0.4540632392440625,0.4312359798198772,0.09569245770468274,0.6194733296171693,0.3724703544605524,0.07898224353709145,1.0,0.4263397511074913,0.41958526808553465,0.10157479985933157,0.14803042763803678,0.3765135046790278,-0.10870275458032194,0.02618268055566936
Postcentral_L,0.38006632039843724,0.4231213153468677,0.2485384084842675,0.9285814271077751,0.5786647183136076,0.3256134928059974,0.49526734317965093,0.7672775380633527,0.5609886583068426,0.5522587739723722,0.4265478106799754,0.9344526824682091,0.7538452366351004,0.9584472504421605,0.4504740051636574,0.8590479653140198,0.4804104148525392,0.45344661939541187,0.7269030585558467,0.38023346635219785,0.48686402182075106,0.28944862417781125,0.6707174854986181,0.41801140025866246,0.5930751205099105,0.5658371327006168,0.43613298745347306,0.26301070874460536,0.1204410937933559,0.053741057098896323,0.1371765735364567,0.9637958822506615,0.7470327058662326,0.15083854266258376,0.419308896911429,0.3242355803507317,0.05577920166607884,0.4263397511074913,1.0,0.45851247358244673,0.30859559312389856,0.02036060295111184,0.7631691207858853,-0.016498891455243313,0.008785071553334071
Olfactory_L,0.3875133852250039,0.033238289275137396,0.14848260029895394,0.465260661673499,0.2380999864507488,0.4721153601948968,0.3138561021550496,0.5390597048283393,0.32874998248477055,0.03224499875664065,0.03489382728873888,0.43253444253251766,0.40731214503412033,0.44799975916982165,0.49397808226473583,0.413963684418531,0.44928099163501306,0.207758800907958,0.5157406313090013,0.3958393153547096,0.5078630159030312,0.0805463453419452,0.21092985426073518,0.3584637337296342,0.4530462505451727,0.47346047276856396,0.336696940171789,0.028252022034927184,0.08648434829004727,0.11429826926279428,-0.09280086149465994,0.45556602947584984,0.39896341605238267,0.3838573415448361,0.5757036001908649,0.44943060751785047,0.32392038297359005,0.41958526808553465,0.45851247358244673,1.0,-0.037020086321582636,-0.056218541838610074,0.36988178014178547,0.24881231620564073,-0.030896517784801607
Cerebellum_7b_R,0.16861282793381185,0.3052465968500065,-0.0532662007070101,0.2823081302187191,0.7133854889141104,-0.03454968461827374,0.3064232023066085,-0.0390364859507441,0.4318806346534886,0.5065363551781464,0.39432015392467396,0.42826999024056084,0.14755171840346099,0.27704273559630976,0.3012645983097958,0.21244559410135166,0.32104843575697334,0.3681171542414707,0.3468475679329623,0.08565886992143178,0.21317137960061813,0.3121162426506676,0.5921545898544359,0.22723971539555526,0.3113159358556639,0.2961104082431679,0.22108340534300927,-0.28971435852950783,0.21167499968172013,-0.04305235044565565,0.3006778567860974,0.4270292031154991,0.4361932518473823,-0.2534210916511511,0.10407062143830081,-0.3864682346156629,-0.459135356312626,0.10157479985933157,0.30859559312389856,-0.037020086321582636,1.0,-0.10121553673087663,0.3977260587741907,-0.4043325019047951,0.0681139634833683
Temporal_Inf_R,0.10961053138484682,0.4244945848690116,-0.009727532851810333,-0.0017272335343892862,-0.08199463324924162,-0.37395937887132463,0.18271503492218305,-0.1963342908626193,0.16673807139297592,0.051361269054494216,0.41764301236892537,-0.09981943609138953,-0.12977040876007342,0.10787224722276721,-0.0738946362011184,0.19780508641563024,-0.20656268089742877,-0.10999752147865091,0.16975009546175165,-0.5155708966904657,-0.3702585500952514,-0.028124663992872723,0.09997061767829137,0.09388785120176159,-0.14558609844111964,-0.1339419824998972,0.20669930072316184,0.042575211949305025,-0.22595168115609146,-0.41693260137778765,0.29944902324963263,0.0181872685213988,-0.03466008398344564,0.016431437540342632,-0.07665347661174723,0.0607050361681865,0.025187497903727197,0.14803042763803678,0.02036060295111184,-0.056218541838610074,-0.10121553673087663,1.0,-0.07744345618504624,-0.11229533352928427,0.027565895932054354
Cingulate_Mid_R,0.4558948679764789,0.344310404213204,0.34773703246004284,0.6120463062712552,0.522889592557882,0.38206351916679687,0.3227870891438114,0.605924839071163,0.6473782958173555,0.5080706003313015,0.29420126366289245,0.7721071866235615,0.7759381996262358,0.6560995711708509,0.48462833545834466,0.5562653714322413,0.7322910639976679,0.7163340563296429,0.5168746367933243,0.5156584045034689,0.6508826234501878,0.16312909983857843,0.7671364211069979,0.48920116032642874,0.6637478292115486,0.5926740283636708,0.3843302831483236,0.2703841737668623,0.18357126767170553,0.1704158177443705,-0.01570752983825866,0.7572833470823391,0.9641571976602507,0.24590314256903015,0.49419715552740673,0.005444962406818298,-0.3230266101698527,0.3765135046790278,0.7631691207858853,0.36988178014178547,0.3977260587741907,-0.07744345618504624,1.0,-0.3705744080468366,-0.1091098840177734
OFCant_R,-0.1919763035704236,-0.3498001040066822,-0.2871610933507167,0.16565624014217423,-0.27244625463198,0.06911722044583873,-0.0643378592881137,0.20074360216379572,-0.30408590585542217,-0.37755663966918646,-0.23328655732342973,-0.10142969783709099,-0.09807856440854966,0.09528323430986099,-0.18876950237200094,0.05452312697790758,-0.179505463670125,-0.42382579303109175,0.03821597540110056,0.10562145749764358,-0.075211774489514,-0.21082988734026176,-0.5285101329495161,-0.3353828010758007,-0.22500515540819124,0.16803567527438354,-0.08036154398367601,-0.09206411553969197,0.06641313800129758,-0.021475750027427607,-0.17278894182222393,-0.0958945232249363,-0.4243305496239548,0.04970726623224035,-0.07122646562905072,0.6414117635076637,0.7343455984148183,-0.10870275458032194,-0.016498891455243313,0.24881231620564073,-0.4043325019047951,-0.11229533352928427,-0.3705744080468366,1.0,0.06198540100298089
Rectus_R,-0.00018328351547353084,-0.021863959901850107,0.11465711405442955,-0.017258282791374233,0.026592163929380082,0.0805527102128773,0.26890076818165587,-0.06615529337064978,-0.0873876491053074,0.03751764559716329,-0.016934967005206924,-0.016463470552486117,0.012582353869249246,-0.00811358259922921,0.03071062963493319,-0.0852374215902521,-0.17056963465998726,0.06964761283928032,-0.013632702986393824,-0.13791326040638985,-0.025855506076351217,-0.010079485921193124,0.02223592833540186,-0.16282101812296704,-0.008612927605440737,-0.08797279315578546,0.07355883941257192,-0.1785987818872067,0.2525792301033017,-0.04649763858359712,0.4666287522243256,0.007016984944771235,-0.12089208133524468,-0.05814889983427103,-0.09596326387886779,0.06361207508971149,0.02925270426532683,0.02618268055566936,0.008785071553334071,-0.030896517784801607,0.0681139634833683,0.027565895932054354,-0.1091098840177734,0.06198540100298089,1.0
