,Supp_Motor_Area_L,Frontal_Inf_Orb_2_L,Amygdala_L,Occipital_Sup_R,Thal_VPL_L,Calcarine_R,Cerebellum_6_L,Frontal_Inf_Oper_L,Paracentral_Lobule_R,Cerebellum_Crus2_L,Thal_MDl_L,Angular_R,Cerebellum_10_L,Olfactory_R,Cerebellum_4_5_R,Parietal_Sup_L,Frontal_Sup_2_R,Frontal_Inf_Tri_L,Hippocampus_R,Thal_PuM_R,Thal_PuM_L,ParaHippocampal_L,Temporal_Sup_R,Vermis_6,Thal_MDm_R,Cerebellum_10_R,Olfactory_L,Temporal_Mid_R,Caudate_R,Supp_Motor_Area_R,OFCmed_L,Occipital_Mid_R,Precuneus_R,VTA_L,Vermis_9,Frontal_Med_Orb_L,SN_pr_R,Thal_VL_L,OFClat_L,Thal_PuI_L,Red_N_R,Rectus_R,Temporal_Inf_R,Frontal_Sup_Medial_L,Thal_PuL_L
OFCmed_L,-0.5248826659644784,0.905942998219519,0.5642443313123084,-0.8334404708235832,0.6916287482768992,-0.6740737247225405,-0.031161505680018912,-0.0720105585720758,-0.6151376367489966,-0.40044689333647054,0.3540948024085449,-0.7925121483022091,0.30779499651720404,0.8482218074167893,0.2029393155399323,-0.7745736629436627,-0.5821838723269146,0.6459916186630986,0.6981808711761444,-0.008475808230175125,0.5662600784253645,0.652450301473081,0.3475006247059633,0.25245061753171033,0.5478163602477348,0.5833017900019426,0.8245888319905458,-0.32038272967527803,0.48208368986062616,-0.6624408789738874,1.0,-0.8617730598732962,-0.6641609162341326,0.6520482489717746,-0.4506830536094847,0.48875586953974437,0.046146965330019905,0.6250748424494345,0.30672966872252533,-0.5255512224212617,0.5134401404168113,-0.5701217495301935,0.23618207215306883,0.43220095448235063,0.1868395146934914
Occipital_Mid_R,0.491319107782723,-0.8757208540804549,-0.5005437229309049,0.961436934006634,-0.6373895296020965,0.8122059144263387,0.04723844681327083,0.13989567924722743,0.6603543748618251,0.44185268636873387,-0.3305204464266592,0.9243554439025745,-0.3072761015327486,-0.7731014399140861,-0.14651125345136218,0.8536588500594344,0.5858707975187513,-0.5772871832415194,-0.5933320230320401,0.13407388030559184,-0.4559644709643953,-0.5919372305879101,-0.20532548969150424,-0.2138231713985029,-0.4253796883555902,-0.6126324866655596,-0.7635443820160066,0.48458695350681985,-0.3391274689490814,0.6662856826568565,-0.8617730598732962,1.0,0.7922099255987516,-0.70333373536811,0.5568793364890096,-0.3591859306814849,-0.15937148115005992,-0.5598227647619028,-0.36612211910928544,0.5514580147784836,-0.5539998174462789,0.49847065653358624,-0.1732454678584985,-0.3427914422321135,-0.0670317647698379
Precuneus_R,0.6767465170358107,-0.5664236966347829,-0.34965578745319326,0.8661056992392354,-0.32999011488342805,0.8274620461607209,0.042068495025251416,0.5339089895786063,0.7643419290154481,0.31495923353164956,-0.1277772474285066,0.836627053684099,-0.02811754155654646,-0.5801902498251125,0.13773249804329343,0.7918886635060739,0.7422094025107095,-0.1710535753875497,-0.4023371285740267,0.3138111907672686,-0.27931600430882275,-0.3228583971208437,0.06543346674080422,-0.17595785222898983,-0.17288196764996094,-0.41389707913870877,-0.5470059171266901,0.46562014688713527,-0.08624918371275545,0.810221775239815,-0.6641609162341326,0.7922099255987516,1.0,-0.5469449980056657,0.3022352190224327,-0.2451153992080917,0.14098836671658277,-0.28652240888809544,-0.03306659658137562,0.5401721479661211,-0.13909574465669022,0.5547398924142194,-0.15405800517469656,0.0470148106284367,0.05477119560901534
VTA_L,-0.5445154731658137,0.6378497434965573,0.17127419207741404,-0.709051467728036,0.47335309080097476,-0.583872701158951,0.06265103244011623,-0.0473349778638345,-0.5708748529151029,-0.2949125621394279,0.37553556888555906,-0.5406497993553391,0.35374598715208083,0.5254544991640329,0.14854893093690472,-0.6975074486087237,-0.457554240324033,0.4843065639658573,0.6260358064462391,-0.017680876537883475,0.5518271669681216,0.40845498993499363,0.27913418541111185,0.22250313534811106,0.3930748971194293,0.43196369575304494,0.5510206635121384,-0.28186142130532954,0.46915927635424626,-0.5640379925750081,0.6520482489717746,-0.70333373536811,-0.5469449980056657,1.0,-0.17425984192155303,0.06724215642703928,0.11519590783790412,0.36054885741371523,-0.058554528062550217,-0.46615434639990894,0.42119935986719853,-0.6343839238018402,0.13655097879818726,0.2916493518314354,0.22067458898969955
Vermis_9,0.06720030310714473,-0.5034497175720217,-0.3493526462947422,0.3939692501870277,-0.3989981997720636,0.6179324297156039,0.2903847289106113,0.11529285352224138,0.23993572668563198,0.36323828398505204,-0.02133109400171032,0.4308523379833869,-0.3409150899388043,-0.4851983868242824,0.21354653388895403,0.22523149095740044,0.14413547355266304,-0.3406323663756884,-0.11679023815606347,0.056340190099456344,-0.06900433123767861,-0.25959384402821206,0.1673208745722842,0.28936543127280806,-0.2284777912008165,-0.46158513844819,-0.4438331789886659,0.4584012236934362,-0.026813456304208897,0.2546998667527399,-0.4506830536094847,0.5568793364890096,0.3022352190224327,-0.17425984192155303,1.0,-0.1711725940918743,-0.267310448081299,-0.3766469663970818,-0.7182710118264255,0.3285672126412593,-0.41073988934460864,0.024240832557945832,0.06445364138750731,-0.18850495996775082,0.06728836152892956
Frontal_Med_Orb_L,-0.22127133429314608,0.49929916477284336,0.48767125042601134,-0.3291056133700547,0.43321974116616163,-0.13737116051830545,-0.029518282256534432,0.08876613584428492,-0.2689536285347931,-0.15437348957093391,0.14123914191150108,-0.39442616438521166,-0.07823703870261776,0.5842316297761907,0.23147180624529815,-0.3055880637175763,-0.3158959696973252,0.3959854692384009,0.3635340232848144,0.17834541684149408,0.31567398339221037,0.40480240543580437,0.37375390039786255,0.19056015666837753,0.31955212193181315,0.23082785609801323,0.4906513894705248,-0.03244527493274205,0.40642778219193476,-0.35888153344276746,0.48875586953974437,-0.3591859306814849,-0.2451153992080917,0.06724215642703928,-0.1711725940918743,1.0,-0.024163037167562587,0.45645173874125444,0.31164743609935575,-0.011046871870025019,0.24884258840492354,-0.17880310682056744,0.18113239916405463,0.30881983667244817,0.187898044665287
SN_pr_R,0.20620159595492693,0.1940804803596799,0.39820588418423825,-0.06754328751216189,0.3743395038801462,0.038370191204086024,0.3827587803059667,0.3091393957742309,-0.007013264829712469,-0.2808999308497352,0.3464666557069464,-0.11235821609737803,0.5586335946260617,0.2500400127267977,0.4507725138046715,-0.09689247290058832,0.12919641146111266,0.3095854606552084,0.29964842053421625,0.2542573213426699,0.21612239246625337,0.5071035172493139,0.29870417666552135,0.25358599803695203,0.23476277500529957,0.5022011605279897,0.31609250924179316,0.253527827782738,0.1541002764231515,0.18440011991511426,0.046146965330019905,-0.15937148115005992,0.14098836671658277,0.11519590783790412,-0.267310448081299,-0.024163037167562587,1.0,0.41595690659233703,0.38886762351211773,0.31986474906855517,0.4705607876470568,0.22619663898825476,0.3992678870762111,0.08024229083833338,0.22718475477117958
Thal_VL_L,-0.28541984499401896,0.7259366628392182,0.8660609217192172,-0.4866668584323615,0.9605357811021554,-0.2140850177056553,0.45204286770544533,0.34107788096759234,-0.5870297003273525,-0.6155006037280973,0.7268165698642877,-0.4920265183941265,0.4732797538867756,0.8604784550903903,0.56222828775699,-0.6523350001081767,-0.4478829734243004,0.781301973551801,0.848073988132423,0.6343142060369712,0.8314718045678876,0.884229870603102,0.7123201034763988,0.5952040580107844,0.8539909538994759,0.8033212227798997,0.8766590785586497,0.2926089281091161,0.7558298036905545,-0.39255050589554374,0.6250748424494345,-0.5598227647619028,-0.28652240888809544,0.36054885741371523,-0.3766469663970818,0.45645173874125444,0.41595690659233703,1.0,0.5013269186000459,0.14704792042201856,0.634881285316735,-0.14730774882026143,0.6905253291644574,0.3021865861513708,0.6763980425144585
OFClat_L,0.14666220870985489,0.4755753885548707,0.4957054003863876,-0.2211856999685264,0.49342649998486304,-0.27079918042138235,-0.028428369403021504,0.1665198824748836,-0.07798016596691723,-0.38966828701517386,0.21442837312086302,-0.3016702502108804,0.45367397873178017,0.4299444953822216,0.15735637229219243,-0.0931089802535183,0.055430274956021805,0.439399882616237,0.21124608604150122,0.18093487766600005,0.12143288962677957,0.4321752346272974,0.1010067460974615,-0.05293222396425047,0.3608383408435222,0.5195834307135166,0.43466351843155504,-0.12433415121988202,0.12166367768689143,-0.010036860500768624,0.30672966872252533,-0.36612211910928544,-0.03306659658137562,-0.058554528062550217,-0.7182710118264255,0.31164743609935575,0.38886762351211773,0.5013269186000459,1.0,0.03810080999482876,0.5321590463657981,0.238259920642147,0.12018434210071904,0.29769944019150074,0.09945514423261058
Thal_PuI_L,0.24303345605114615,-0.38005518750044887,0.2063495578602486,0.5407014754621381,0.046821458248424874,0.7152137296462984,0.5331923219071505,0.3420221225169713,0.2002842715195557,-0.02431244183002876,0.129341842389574,0.49275642660299357,0.027113634979007775,-0.19169359786351828,0.46057939945409476,0.359088026415529,0.18209864490430702,-0.08914556043705717,0.03500064331937449,0.556722175624731,0.11123855015727052,0.14389819184961258,0.40856925364137603,0.33934087851326866,0.016091619601568595,0.05801340284052254,-0.1560547148592931,0.7795718337543244,0.11757644790697004,0.3727994066326099,-0.5255512224212617,0.5514580147784836,0.5401721479661211,-0.46615434639990894,0.3285672126412593,-0.011046871870025019,0.31986474906855517,0.14704792042201856,0.03810080999482876,1.0,-0.11189104574754317,0.5667105275073738,0.4663215642157292,-0.27681856371544084,0.4272420337464567
Red_N_R,0.021225890615700876,0.6690377475570839,0.5565894897615404,-0.44617602116953037,0.6737480185384879,-0.295070200221218,0.32079644545579966,0.32359035442515577,-0.292110713817464,-0.5831368519673583,0.588639315802512,-0.4684153808475092,0.6125262984293487,0.5686087360541061,0.49057663362970183,-0.4907471355072841,-0.08182015662716889,0.7329867950066489,0.5860703347644869,0.20910185201929976,0.44746994230784315,0.7025424881523538,0.49020240261631054,0.3591616830206908,0.6180476403133612,0.6922790855578341,0.6437071108869903,0.06209048100866419,0.4207010294324259,-0.08318961421155646,0.5134401404168113,-0.5539998174462789,-0.13909574465669022,0.42119935986719853,-0.41073988934460864,0.24884258840492354,0.4705607876470568,0.634881285316735,0.5321590463657981,-0.11189104574754317,1.0,-0.016607224705577277,0.39698671534411567,0.40620593002833616,0.24481798388140008
Rectus_R,0.5969749180002318,-0.4951481959869618,0.06314320653249232,0.5281399237787759,-0.24295462239534196,0.49126062839430945,0.30185305915514715,0.1780399302186013,0.4170487122033431,-0.0071933133806238005,-0.1581879234689281,0.38392068698628024,0.05297374503275733,-0.43585025644756076,0.18778924608357378,0.47567133334661843,0.4992394578473543,-0.28512602571326784,-0.382642533369823,0.11237241950905913,-0.4082894715066284,-0.06864981984070463,-0.01441860041558559,0.06634461697116453,-0.19586047769775947,-0.0414542351504447,-0.3502994476291796,0.4590415947097254,-0.35506418225984004,0.6125620035597525,-0.5701217495301935,0.49847065653358624,0.5547398924142194,-0.6343839238018402,0.024240832557945832,-0.17880310682056744,0.22619663898825476,-0.14730774882026143,0.238259920642147,0.5667105275073738,-0.016607224705577277,1.0,0.15511888343108504,-0.23909199619213295,-0.17902620750021334
Temporal_Inf_R,-0.19308630483029618,0.2606879073234308,0.8131849249208596,-0.19369295550373375,0.5888307395614505,0.10406721675632039,0.8744402972895512,0.22928759397420576,-0.4964703777162274,-0.5657944514417012,0.6178018987522009,-0.24259295447174536,0.4130572934639062,0.5003091373043732,0.6981331480652933,-0.49801728905708315,-0.37571262161504365,0.3979805745287418,0.6618019945335046,0.46975809718604417,0.5995405008352734,0.7911218076339809,0.7283578959148562,0.8567115868154013,0.564577579274184,0.7428683044449329,0.5958869777075272,0.719482399186049,0.4514775924722136,-0.161092839709154,0.23618207215306883,-0.1732454678584985,-0.15405800517469656,0.13655097879818726,0.06445364138750731,0.18113239916405463,0.3992678870762111,0.6905253291644574,0.12018434210071904,0.4663215642157292,0.39698671534411567,0.15511888343108504,1.0,-0.13401265222336134,0.5307345326870112
Frontal_Sup_Medial_L,0.1912052277655894,0.5600893711469171,0.10432209575926442,-0.26559488003785076,0.346425463530931,-0.0963427365608492,-0.2710627428247053,0.5265214008162608,0.10840711377408363,0.032779750653947955,0.21660282499226055,-0.24331486789716128,0.206253644677409,0.3278248144105018,0.29003586853174856,-0.1696615449061855,0.28888670993627963,0.6734861254242924,0.2374964217254297,0.0899298540815226,0.23166919114137943,0.24258322151307382,0.3046390139743852,-0.06010269820755124,0.275723136048748,0.05477790565918289,0.29134433127476367,-0.2079763322577201,0.42513176175727563,0.07733173688883502,0.43220095448235063,-0.3427914422321135,0.0470148106284367,0.2916493518314354,-0.18850495996775082,0.30881983667244817,0.08024229083833338,0.3021865861513708,0.29769944019150074,-0.27681856371544084,0.40620593002833616,-0.23909199619213295,-0.13401265222336134,1.0,0.08922447095897616
Thal_PuL_L,-0.3086001511679235,0.30398317641153555,0.4238763692288279,-0.03221596809606623,0.7084681781504287,0.209791539238191,0.4607193438368607,0.3978973276836471,-0.38862626424161734,-0.30177590202981563,0.5902368588999393,0.08783500885666108,0.2839087929883075,0.4486693486901398,0.4621262463239762,-0.2841870251206995,-0.327353059205899,0.5070816507660284,0.7240301214568385,0.8604814236717738,0.8736910485842598,0.5053611974115694,0.6679935102740661,0.47814205027724077,0.6344631772708034,0.3999085695458063,0.49062890551634797,0.4946734661865311,0.7755322074951454,-0.25366700933974895,0.1868395146934914,-0.0670317647698379,0.05477119560901534,0.22067458898969955,0.06728836152892956,0.187898044665287,0.22718475477117958,0.6763980425144585,0.09945514423261058,0.4272420337464567,0.24481798388140008,-0.17902620750021334,0.5307345326870112,0.08922447095897616,1.0
