,Occipital_Sup_L,Cerebellum_8_L,ACC_sub_L,Precentral_R,Heschl_L,Temporal_Pole_Mid_R,Vermis_10,Red_N_R,OFCant_R,Hippocampus_L,Thal_AV_R,Frontal_Inf_Oper_R,OFCmed_R,Frontal_Sup_Medial_L,Thal_IL_R,Cerebellum_4_5_R,Lingual_R,Cerebellum_Crus2_L,Thal_PuL_L,Thal_LGN_L,Thal_LP_L,Thal_MDm_R,OFCpost_L,OFClat_L,Angular_L,Frontal_Inf_Oper_L,Calcarine_L,SupraMarginal_L,Vermis_9,ACC_sup_L,Angular_R,Cerebellum_3_R,VTA_R,Precuneus_L,Temporal_Inf_R,Calcarine_R,Frontal_Sup_Medial_R,Cerebellum_Crus1_L,Thal_MDl_L,Precuneus_R,Thal_Re_L,Parietal_Inf_R,Thal_AV_L,Cuneus_R,Hippocampus_R
Cerebellum_3_R,-0.007173819410145632,0.13699150877313604,-0.02720828787431512,0.6784804885430442,0.2460016452582372,0.07843231262316795,0.6902502392599895,0.32950772118481897,0.11358631090864009,0.47149564622662155,0.017595297106661394,0.3550421822243069,0.03197377932963884,0.44437735829930936,0.270142302732285,0.8058171999640146,0.5333033442216734,0.25375336824349753,0.3365885554404854,0.14998124224668208,0.25957000400936747,0.09677976674160654,0.20590508251632342,-0.044587088056711834,0.2257368115951152,0.5883763581347817,0.4732240698866223,0.38401109839651393,0.2756261517010037,0.6161096280977841,0.20024523094338104,1.0,0.14547599069414607,0.45450350835666237,0.4118768826546456,0.5080620110356805,0.3395526840213574,-0.16247975886226063,0.29291654858888816,0.4313547390583211,0.16854999392638037,0.30992240323281517,0.5065119812075749,0.30960260195988953,0.3920544059220541
VTA_R,-0.3907253572621258,-0.05487061155012757,0.1934161605671324,0.16320902323129646,0.09866055774509458,-0.18777868242249196,0.029638523907989756,0.060687057379802796,0.22644369271757972,0.19353586817885315,-0.24766775160471427,0.2682755149914654,-0.307606334275001,0.12793903494153056,0.16489821971982843,0.1520406913271864,-0.14455023094677436,-0.05089860137672316,0.2848262247978409,-0.4178750676241249,0.4021776575520756,0.38835777302297864,0.3459684658938661,0.04861310950542262,-0.20135450014368073,0.11206728674703573,0.023061344932120476,-0.008184552334222179,-0.18580990034807757,0.13213613973253535,-0.20780782369927334,0.14547599069414607,1.0,-0.11117086651742027,0.003120211411373986,0.016059634968432886,0.23178981261203244,-0.0810746470181597,0.28677333480591893,-0.015662995821200103,-0.008924402552454509,-0.0389294469745221,0.28596539400028614,-0.09699977393575783,0.18695481149601265
Precuneus_L,0.6886049708881556,0.2558793634818649,0.040070673526385124,0.7169637502962458,0.24672144564425008,0.0750493976515645,0.4943609103026267,0.05115644536100822,-0.08979116292414241,0.31388821523526034,0.37795171715922915,0.5466940568294616,0.14583034115102442,0.5943882254889652,0.2830412219103228,0.7148351009940022,0.6681213790556795,0.4006988582725917,-0.029850299546250746,0.42418956144232045,0.11528149001553663,0.3836360675374936,0.14983790052841317,0.15220974361540252,0.7212368924032986,0.5583896532556085,0.6203541487659349,0.6862318824693746,0.5026838412553598,0.7129972912525313,0.7970627335624407,0.45450350835666237,-0.11117086651742027,1.0,0.5540280682311977,0.6166456708818044,0.5632246395510824,-0.016252657595061237,0.3035790968543591,0.8980410699281522,-0.06661468997419555,0.7459214239377789,0.22432576258281414,0.8021158801453115,0.4387104429086612
Temporal_Inf_R,0.2685057684975228,0.15179416654903172,0.10763094028446103,0.34080483868392625,0.2767835976834359,0.3877542569528803,0.5590285991762965,-0.13346040819706184,-0.007830016090931558,0.18706824255774487,0.2815438432571704,0.5144638837791936,0.1463523040799649,0.3221088971844362,-0.04645733478534433,0.6459015392313292,0.6579563564806429,0.12113890470790134,0.17947663771697644,0.37388601870794924,0.06884783721141466,0.3258175129501921,0.1379019850137311,0.26144882996360497,0.46564334321298456,0.2720971252091821,0.6591790782914191,0.4306525803738073,0.5413975254248413,0.3944308698480858,0.36739839312211076,0.4118768826546456,0.003120211411373986,0.5540280682311977,1.0,0.6165891116540683,0.22819756828577858,0.23948072112396893,0.07077571040392058,0.5893146036831991,-0.25781749800256865,0.17335449225237218,0.28178207245045667,0.35785138509588726,0.6322391038251878
Calcarine_R,0.48817792611208,0.5613108983022471,-0.02027160429407941,0.5092235404836528,0.507104328856071,0.14674034023649643,0.49933348235860636,0.016372987671945293,-0.11010367007788328,0.08957463569204273,0.3496431016403144,0.6952640439346012,0.08434312664205938,0.4703571074117144,-0.0073450494502458755,0.7657513470109248,0.8726300105015475,0.43254301491999797,0.061341723490161496,0.3612908272869617,-0.008921555110364457,0.2597718413006543,0.22238345202030424,0.1669101774950042,0.6514774403125796,0.4665574582431687,0.9056747190742906,0.65813243135162,0.8304320255056699,0.5129458058833558,0.5998918511575808,0.5080620110356805,0.016059634968432886,0.6166456708818044,0.6165891116540683,1.0,0.40519412319249665,0.40268967794774224,0.13265188444925016,0.7656328042885794,-0.1278369713061077,0.35861829658322303,0.29001762339074083,0.6126827413424446,0.5121465744279786
Frontal_Sup_Medial_R,0.397147232824516,0.3414241817016063,0.21323230613917052,0.4687091365483263,0.42976018739622385,0.08079979844545136,0.3290745973893274,0.14541358413651154,0.1898765176400478,0.36454713972181496,0.17184397365454931,0.5327926633534412,0.007194940123641124,0.8938625122545532,0.40483805005833007,0.4917944855650269,0.37560164716785355,0.28263545404587026,0.18958520106622595,0.2633443324151507,0.34649939488829123,0.4433559957687144,0.5054219814444557,0.09690553440475873,0.34579339894710165,0.35588908619553483,0.4675150532702715,0.4156401176722266,0.30279786704595196,0.7056947518493644,0.44809008654839594,0.3395526840213574,0.23178981261203244,0.5632246395510824,0.22819756828577858,0.40519412319249665,1.0,0.04285399959527443,0.44828557520212964,0.48225882234147854,0.012894270893830453,0.4955461792130405,0.24173344680574396,0.45906504175043494,0.44698579321534915
Cerebellum_Crus1_L,0.18780897211781442,0.6497565241637885,0.03028484235187146,-0.19446752652370008,0.39922856995118433,-0.035752600679653454,0.06971237116405474,-0.051184333536802684,-0.05952640679516642,-0.1422557861544003,0.20970827343805623,0.3428520583054424,-0.07633333977771498,0.024571260792318823,-0.21146663523528234,0.0011907689811482124,0.4291730375775163,0.2028789857775223,-0.14138940148841295,0.22824418172745733,-0.15869480406476574,-0.0016912852168654024,0.010061089808430705,0.2864582698022007,0.15031371933732696,-0.04765227116593732,0.49826204374136773,0.2430901764359656,0.514867820167091,-0.08869339935928691,0.10123371832449814,-0.16247975886226063,-0.0810746470181597,-0.016252657595061237,0.23948072112396893,0.40268967794774224,0.04285399959527443,1.0,-0.07165979615254482,0.13157204875858225,0.0022896408057704945,-0.11798647682479159,-0.12329980171835722,0.0048592024908946825,0.20906647278052418
Thal_MDl_L,0.06061823587020918,-0.005115191869210508,0.36180470769081696,0.48741251477968667,0.47319038564526406,-0.25800228450775475,0.40822083484364613,0.3593330975449625,-0.1997183091678875,0.548307600272568,-0.033747597364169546,0.48053857808888695,-0.16076948608466063,0.32561444155046154,0.2943783941649277,0.3763673685070369,0.0806276436448868,-0.010776397691908166,0.32494608526356317,0.16619225034982923,0.5771543244014745,0.18472720629289777,0.5803200112385729,0.13295304969545663,-0.08142978466512235,0.6888729082087309,0.2523527869446228,0.09684755580590233,0.0230867869699593,0.503776424884973,0.3098616746728277,0.29291654858888816,0.28677333480591893,0.3035790968543591,0.07077571040392058,0.13265188444925016,0.44828557520212964,-0.07165979615254482,1.0,0.34443888926664273,0.15773004778048977,0.5074421035036296,0.1853563217148574,0.30998770851966406,0.34075540728578013
Precuneus_R,0.6311288894792423,0.3290373482613147,0.08042956394290342,0.6374972653391744,0.4366180719274162,0.09300489246665584,0.49566890984008155,0.05895711230404159,-0.22184959465084544,0.24912916851662753,0.36035609902094223,0.6816850695670864,0.13515323899282788,0.5294541649391099,0.15511407618199446,0.7504115837787743,0.7412934565080681,0.33039117457233297,-0.01214058163899243,0.43626031095072476,0.1417214191342766,0.3241597558817877,0.2753564463278162,0.20959445378248737,0.7177494856664399,0.6368835321459518,0.7303817637873122,0.706412077136146,0.6278353412646921,0.6292617703673647,0.8135355448958121,0.4313547390583211,-0.015662995821200103,0.8980410699281522,0.5893146036831991,0.7656328042885794,0.48225882234147854,0.13157204875858225,0.34443888926664273,1.0,-0.12599822873402522,0.6639790148676256,0.21752334226762346,0.7840500342157362,0.502464204111909
Thal_Re_L,-0.13714170334056314,0.09234937706651263,0.009168804715372614,0.11316567271312927,-0.04981453902582008,-0.2873633064908792,0.15066176002171322,0.37749236575077827,0.18306014568122495,0.27502012970700995,-0.4589008219037743,-0.16828668438871144,-0.06595148342705875,0.01245902138713073,0.20335918574828998,-0.06756313089932377,-0.05446819283712028,-0.10718816216698428,0.07719793100588754,-0.11390850120090551,0.10667299457673472,-0.4188926280142504,-0.020835608766533883,-0.2408358862332192,-0.2098150945724521,0.11409854809020158,-0.021393991344438507,0.013540699466536278,-0.2000006235394607,0.08021006200898699,-0.16457932240279569,0.16854999392638037,-0.008924402552454509,-0.06661468997419555,-0.25781749800256865,-0.1278369713061077,0.012894270893830453,0.0022896408057704945,0.15773004778048977,-0.12599822873402522,1.0,0.03710295447461312,0.18809926144597605,-0.053789228097466474,-0.16585359833324884
Parietal_Inf_R,0.5347564044275485,0.14020768592525937,0.08118495702898966,0.7782535352479379,0.3275276797377098,-0.3629025977627624,0.30794543805699526,0.07153671631548135,-0.3446519051462848,0.5219304942623934,0.2702367163424601,0.3707556470533082,-0.035519004488532575,0.43861747318275396,0.34101139254944685,0.4977821490394538,0.310094002568142,0.3202795094494928,0.20614721303965877,0.29178514549825,0.30159269064002664,0.35388686585560447,0.34665395589764153,0.05953943695191267,0.29621051905041235,0.6006702070999587,0.4358383647102815,0.36317810692153696,0.3253348286619424,0.6675717537046179,0.8264633946027403,0.30992240323281517,-0.0389294469745221,0.7459214239377789,0.17335449225237218,0.35861829658322303,0.4955461792130405,-0.11798647682479159,0.5074421035036296,0.6639790148676256,0.03710295447461312,1.0,0.12305249904806964,0.80915632836003,0.08274118273891053
Thal_AV_L,-0.2021055931115357,0.0015114340073046192,0.012723662000345375,0.41934513089080117,0.0799500390704395,0.0027936652017785317,0.42592903528504267,0.15766350997095727,0.10101583277942981,0.27037877571684393,0.03425026648947368,0.2135236787191133,-0.08641081370348958,0.23267020791973356,0.264435195317169,0.44113120450829496,0.22404385833122736,0.08239126048729829,0.28834426501810934,0.011568803405755494,0.19736095989411953,0.16038046486298432,0.09151440381536352,0.014131487360669692,0.09141628090793313,0.2327502283577112,0.28337621085410764,0.24155695788757367,0.03801986113205381,0.4061660927517085,0.02137570294390334,0.5065119812075749,0.28596539400028614,0.22432576258281414,0.28178207245045667,0.29001762339074083,0.24173344680574396,-0.12329980171835722,0.1853563217148574,0.21752334226762346,0.18809926144597605,0.12305249904806964,1.0,0.0921349622156149,0.263849970556544
Cuneus_R,0.7255866173762836,0.22665184857202744,0.04824356993680616,0.662023126017767,0.31811326264342465,-0.10285696543590069,0.3628331593426325,-0.05079754584975861,-0.2079059711065414,0.24329411379622082,0.247402210485342,0.4803307950798088,0.06335477072491635,0.462191740723995,0.1761621150842235,0.5789301764647204,0.5371239822823386,0.32984683398762216,0.09107562040478799,0.3483755589206753,0.14329238156857166,0.3076150726563647,0.32019115027619155,0.10483959506410462,0.5975630349719957,0.5084332142351105,0.6198130015733243,0.5024280735139798,0.5319020534708349,0.5694459550445964,0.8550202169071058,0.30960260195988953,-0.09699977393575783,0.8021158801453115,0.35785138509588726,0.6126827413424446,0.45906504175043494,0.0048592024908946825,0.30998770851966406,0.7840500342157362,-0.053789228097466474,0.80915632836003,0.0921349622156149,1.0,0.25860298381620767
Hippocampus_R,0.22404387640723333,0.1509972642850863,0.4976488774606986,0.2440434052790787,0.4829524297979741,0.4701433630900745,0.6551905625900866,-0.0868354129636611,0.09534810484388342,0.30134508758246403,0.08396987156474976,0.7767913905497674,0.09939987747388634,0.5296691323937894,0.04572666251097609,0.6195082252855831,0.5797477424426939,0.2092773194740169,0.00399377250513489,0.4463440246317607,0.29615909870273865,0.29112361288648675,0.4103615867092214,0.32554970503151515,0.3740468674340281,0.417498493943653,0.5725856060553299,0.4087529730249248,0.3327387236755187,0.4719938704687425,0.2205593372381879,0.3920544059220541,0.18695481149601265,0.4387104429086612,0.6322391038251878,0.5121465744279786,0.44698579321534915,0.20906647278052418,0.34075540728578013,0.502464204111909,-0.16585359833324884,0.08274118273891053,0.263849970556544,0.25860298381620767,1.0
