,Thal_MGN_R,Rectus_L,Cerebellum_4_5_R,SupraMarginal_R,Paracentral_Lobule_L,Raphe_M,Occipital_Sup_R,Red_N_R,Thal_MDl_R,Cerebellum_4_5_L,Cerebellum_Crus1_R,Rolandic_Oper_R,Thal_PuM_R,Paracentral_Lobule_R,Precentral_L,Postcentral_L,Thal_MDm_R,Temporal_Mid_R,Temporal_Pole_Mid_R,Cerebellum_9_R,Thal_MDm_L,Thal_VL_R,Hippocampus_R,Cerebellum_3_L,ACC_pre_R,OFCpost_R,ACC_sup_R,Temporal_Pole_Mid_L,Vermis_6,LC_L
Cerebellum_Crus1_R,-0.10888339145624597,0.49760238422880676,-0.012879225751651876,-0.11201797216475544,-0.07518682555520453,-0.187938387041688,0.09462168021978803,-0.022889131213743464,-0.28217158693530087,0.033838965895206706,1.0,0.1386799951679667,-0.02242485764327581,-0.1443715844502516,0.07602549312487829,0.06573708319463414,-0.0753923698806994,0.33130080677628637,0.11415617025568875,0.48291172912527347,-0.0297057963288756,0.03806898951524315,-0.0042510583197138616,-0.004485815664553755,0.19237416264270538,0.5403914645270148,-0.09030454697219295,0.41723095668386356,0.38141662364834567,0.048769165342273386
Rolandic_Oper_R,0.12038631073832519,-0.14211190532222234,0.39828868022526137,0.7890952488229208,0.28287670441401797,0.28051222486326194,0.4554128370439503,-0.16049456608065016,0.1240780369918833,0.3314116866167826,0.1386799951679667,1.0,0.5942415561354427,0.5513119644100488,0.3311372045603403,0.3877967012881542,0.08824701324298645,0.5767106260874987,0.40967028581254333,0.5627523548142973,0.1947756024065993,0.31117857312358277,0.1523867507251853,0.39329383970484416,-0.020867406530271276,-0.0736706067283035,0.47889832603453564,0.13103431778093821,0.39086714192893274,0.20616083536491603
Thal_PuM_R,0.38398182954364,-0.1928312024473108,0.6796654087826927,0.77702477431945,0.7267946034080707,0.4083333397410915,0.5845207081705756,0.08025830669655591,0.29932205395575395,0.7603221273307437,-0.02242485764327581,0.5942415561354427,1.0,0.8175100232999397,0.6983141985718851,0.7654868901691365,0.22958962704972652,0.399381544623912,0.28070884500649057,0.4801746590223583,0.37157930417410895,0.508989653421968,0.4550093068669668,0.7041097679137447,-0.04752395581707461,-0.0841836684589957,0.46956845369786593,0.13249012972299679,0.4022812949542017,0.4247549209092608
Paracentral_Lobule_R,0.5010793435383617,-0.22598726443228337,0.5575632119730014,0.8227372741009772,0.8428760790003731,0.5658632626229679,0.5236096249981201,0.05330938582876384,0.36703359213707465,0.8599554704005083,-0.1443715844502516,0.5513119644100488,0.8175100232999397,1.0,0.7276176148653112,0.7992982005404932,0.24271325727233173,0.3653261071725071,0.40160242201226026,0.4888776056976042,0.4327605226141625,0.5080310045086569,0.30814099142727785,0.7337710597475223,-0.09787113519567223,-0.13054833599824403,0.3879072023401147,0.002318571475506295,0.3707029429504116,0.3363892621684021
Precentral_L,0.4823058097010753,0.27059638276319997,0.7927948601032775,0.5372078543971436,0.8507364974093523,0.43020838444444764,0.27577881995518094,0.307979256018399,0.4061345796148856,0.8236033341392022,0.07602549312487829,0.3311372045603403,0.6983141985718851,0.7276176148653112,1.0,0.9769022339433525,0.44960901997830355,0.029138664262003594,0.03178499528940812,0.33911660495671003,0.5284678979589884,0.6457703527498323,0.6416820001589371,0.8459968557837595,0.3871276975871766,-0.04624963848849617,0.3821837639200081,0.12005072289809507,0.17127189024739473,0.5257004162258693
Postcentral_L,0.4828039386753078,0.18644643523508703,0.7834405705075479,0.5907270556644659,0.887570867031824,0.43279372283024625,0.35260716415767906,0.263920140702029,0.36264529597250755,0.8762875693624228,0.06573708319463414,0.3877967012881542,0.7654868901691365,0.7992982005404932,0.9769022339433525,1.0,0.4107770424949139,0.1085091725391814,0.1408445343245417,0.4193161580679906,0.5177549006587129,0.6293538141512347,0.5895034078395198,0.850447580605327,0.29971362183154476,-0.02499591239571354,0.4069044821534992,0.15980062658256466,0.2705838425057952,0.5171186658813134
Thal_MDm_R,0.15789974669123624,0.05787132488605877,0.5361481080408603,0.23675011745887703,0.22642310078027703,0.06498465093763618,-0.11995575982840978,0.6060450053736661,0.24625495547947593,0.32621503865210283,-0.0753923698806994,0.08824701324298645,0.22958962704972652,0.24271325727233173,0.44960901997830355,0.4107770424949139,1.0,-0.1708389133408893,0.0714845589723539,-0.19389103718823283,0.8690952157384981,0.8690696490871849,0.6376114503057766,0.4224421787017652,0.16841705202924304,0.03394262080602201,0.16256873961746582,-0.036578006986380314,-0.37273994118215337,-0.050818170679372596
Temporal_Mid_R,-0.04007187358788272,-0.33403392079728883,0.0008962227674625602,0.5308625791357019,0.09477692826577833,0.3433109956157982,0.7148313651271554,-0.4047792986886073,-0.13330746009231734,0.25427298222657246,0.33130080677628637,0.5767106260874987,0.399381544623912,0.3653261071725071,0.029138664262003594,0.1085091725391814,-0.1708389133408893,1.0,0.4189490802393274,0.6286254584141346,-0.013009369043749936,0.07659906463444902,-0.2102596568053564,0.1444277306189859,-0.34281514725335144,-0.008932513211902377,-0.03791876930461682,-0.06565622451016168,0.6853512142137891,-0.060154687100265926
Temporal_Pole_Mid_R,0.028710546585225646,-0.24442966738123043,0.0471515250560341,0.35764619295139677,0.21114024317076702,0.06543898760379853,0.3320282291851405,-0.049056174777796356,-0.1356483096224098,0.2721104464537118,0.11415617025568875,0.40967028581254333,0.28070884500649057,0.40160242201226026,0.03178499528940812,0.1408445343245417,0.0714845589723539,0.4189490802393274,1.0,0.3898435321031694,0.1756237095671178,0.11697219519225148,-0.12273273806849413,0.047461035808953084,-0.2569994899848099,0.2917932186224381,0.1332292940164038,0.390499262643415,0.43462432959767755,-0.21453016145618492
Cerebellum_9_R,0.1342286746007859,0.0015334667484145292,0.13815873110130855,0.4169910458377531,0.4341872192530924,0.3123235965596136,0.5641430403205409,-0.34290968668680377,-0.10270517082753544,0.4843681861040264,0.48291172912527347,0.5627523548142973,0.4801746590223583,0.4888776056976042,0.33911660495671003,0.4193161580679906,-0.19389103718823283,0.6286254584141346,0.3898435321031694,1.0,0.016074176857751407,0.10860341358393802,-0.11319516143803858,0.363641799731697,-0.15600883232843388,0.16171147353664553,0.13447245157979795,0.22879886609131822,0.8142929082490051,0.19909490356130738
Thal_MDm_L,0.09184722532680935,0.0054747214316021664,0.4939884046147543,0.34219848109447415,0.38039260677156594,0.19605115838410764,0.07851173783879174,0.46593894565961985,0.0656413740500142,0.5097502414422803,-0.0297057963288756,0.1947756024065993,0.37157930417410895,0.4327605226141625,0.5284678979589884,0.5177549006587129,0.8690952157384981,-0.013009369043749936,0.1756237095671178,0.016074176857751407,1.0,0.8812707390883074,0.5365074016517156,0.4906521050712972,0.03888171220165736,0.10127660910331511,0.2155540058879032,-0.03882262753246444,-0.1603689382368923,-0.07737457018406042
Thal_VL_R,0.2128068085390915,0.04398433633768477,0.6352212093183977,0.47340231025005397,0.4737703186861685,0.3066554694897337,0.1709965011193161,0.443452912404428,0.30694306805646204,0.5754323502678358,0.03806898951524315,0.31117857312358277,0.508989653421968,0.5080310045086569,0.6457703527498323,0.6293538141512347,0.8690696490871849,0.07659906463444902,0.11697219519225148,0.10860341358393802,0.8812707390883074,1.0,0.6399271481683728,0.6270207870774518,0.10426351036195454,-0.023163570254404454,0.20787245134697294,-0.06474398711432958,-0.07754931749343698,0.17125138130565545
Hippocampus_R,0.2884460226727568,0.2629685214027608,0.8540170064169889,0.3362709753265051,0.4506990899932401,0.05445277701030495,-0.1367196887669998,0.776086366765204,0.3732493486977044,0.32227286014618034,-0.0042510583197138616,0.1523867507251853,0.4550093068669668,0.30814099142727785,0.6416820001589371,0.5895034078395198,0.6376114503057766,-0.2102596568053564,-0.12273273806849413,-0.11319516143803858,0.5365074016517156,0.6399271481683728,1.0,0.6283936519083889,0.38223732889802453,-0.023083804757803448,0.5051184437502031,0.2608999254595033,-0.27791233731861426,0.3387355161986495
Cerebellum_3_L,0.409436619951291,0.07742842401558958,0.7911182116909995,0.6561940379157782,0.773877635615045,0.563363758400017,0.32684730813416835,0.27421834169915665,0.3994941583907881,0.7836228749398272,-0.004485815664553755,0.39329383970484416,0.7041097679137447,0.7337710597475223,0.8459968557837595,0.850447580605327,0.4224421787017652,0.1444277306189859,0.047461035808953084,0.363641799731697,0.4906521050712972,0.6270207870774518,0.6283936519083889,1.0,0.19597458997448738,-0.18702191171313248,0.36087182628200043,0.05960558993082428,0.16007420974635597,0.44453004200822815
ACC_pre_R,0.08641665271343049,0.7150236795321863,0.37952464778542716,-0.10711415888487538,0.05292893081393449,-0.11591589589525143,-0.3091351765843504,0.2572112701032648,0.23968046929370146,0.0017733616963385357,0.19237416264270538,-0.020867406530271276,-0.04752395581707461,-0.09787113519567223,0.3871276975871766,0.29971362183154476,0.16841705202924304,-0.34281514725335144,-0.2569994899848099,-0.15600883232843388,0.03888171220165736,0.10426351036195454,0.38223732889802453,0.19597458997448738,1.0,0.02633379046474995,0.22402555536579563,0.21915464794695252,-0.18162068961574604,0.32070656416478266
OFCpost_R,-0.1132060744931028,0.3335857941341969,-0.12067705968187263,-0.2414247325598619,-0.07029844159788685,-0.3804341872103403,-0.06303273121510583,0.21022584981254713,-0.4297395177476783,0.01076491190553798,0.5403914645270148,-0.0736706067283035,-0.0841836684589957,-0.13054833599824403,-0.04624963848849617,-0.02499591239571354,0.03394262080602201,-0.008932513211902377,0.2917932186224381,0.16171147353664553,0.10127660910331511,-0.023163570254404454,-0.023083804757803448,-0.18702191171313248,0.02633379046474995,1.0,0.022557909963173087,0.5029329567274108,0.15754463841869187,-0.2570595819447156
ACC_sup_R,0.09647296151608244,0.028403626928810568,0.5587292924124272,0.41193457424313074,0.30232930173631845,-0.05655368338846719,-0.08310144788889708,0.36391427952794336,0.014135639693153047,0.2140950521904065,-0.09030454697219295,0.47889832603453564,0.46956845369786593,0.3879072023401147,0.3821837639200081,0.4069044821534992,0.16256873961746582,-0.03791876930461682,0.1332292940164038,0.13447245157979795,0.2155540058879032,0.20787245134697294,0.5051184437502031,0.36087182628200043,0.22402555536579563,0.022557909963173087,1.0,0.477237726755227,0.025634223735760905,0.22629432575805158
Temporal_Pole_Mid_L,-0.03692898317253997,0.3077577209432005,0.2761411759739139,-0.05550297251151841,0.07566060291810435,-0.4039393008495421,-0.14716646212644627,0.3332465155669425,-0.22896322961231366,0.05897293723743796,0.41723095668386356,0.13103431778093821,0.13249012972299679,0.002318571475506295,0.12005072289809507,0.15980062658256466,-0.036578006986380314,-0.06565622451016168,0.390499262643415,0.22879886609131822,-0.03882262753246444,-0.06474398711432958,0.2608999254595033,0.05960558993082428,0.21915464794695252,0.5029329567274108,0.477237726755227,1.0,0.2373578610493932,0.08557973931865953
Vermis_6,0.0025309670441095882,-0.10115737450540388,0.008816684311482515,0.2769694483068875,0.308037659005322,0.23314349194945114,0.6403111027335061,-0.4575272485189582,-0.2416091290274947,0.40737574926785186,0.38141662364834567,0.39086714192893274,0.4022812949542017,0.3707029429504116,0.17127189024739473,0.2705838425057952,-0.37273994118215337,0.6853512142137891,0.43462432959767755,0.8142929082490051,-0.1603689382368923,-0.07754931749343698,-0.27791233731861426,0.16007420974635597,-0.18162068961574604,0.15754463841869187,0.025634223735760905,0.2373578610493932,1.0,0.12920972586981755
LC_L,0.38489911400863946,0.22668671553909328,0.4702986298058376,0.26583338105565524,0.4859872464998959,0.1886787857597962,0.09882899748185914,0.09727426706194893,0.5208918900564937,0.34814507399897343,0.048769165342273386,0.20616083536491603,0.4247549209092608,0.3363892621684021,0.5257004162258693,0.5171186658813134,-0.050818170679372596,-0.060154687100265926,-0.21453016145618492,0.19909490356130738,-0.07737457018406042,0.17125138130565545,0.3387355161986495,0.44453004200822815,0.32070656416478266,-0.2570595819447156,0.22629432575805158,0.08557973931865953,0.12920972586981755,1.0
