,Thal_VL_L,Vermis_8,Temporal_Mid_L,Temporal_Inf_R,Insula_L,Temporal_Sup_R,Thal_PuA_R,Cerebellum_7b_R,ParaHippocampal_L,Precuneus_R,Amygdala_L,Temporal_Pole_Mid_R,Temporal_Sup_L,Raphe_D,Frontal_Inf_Tri_L,Cerebellum_4_5_L,VTA_R,Thal_MDm_R,Cerebellum_8_R,OFClat_L,Thal_PuL_L,SN_pc_R,Parietal_Sup_R,Temporal_Inf_L,Occipital_Mid_L,Temporal_Mid_R,Thal_VPL_L,Thal_AV_L,Cerebellum_9_R,N_Acc_R
VTA_R,0.36042791596078405,-0.07725387266202731,0.04359498916523303,0.12216423646910299,0.2966975539754829,-0.022882381000624896,-0.39101558801024877,0.3992008778919186,0.661852709228245,0.0658486305564577,0.28487598156954114,0.5372835114047478,0.040925227898571295,0.014966916955057896,0.16315891979662764,0.4258330141226932,1.0,0.6318291668595106,0.14502487501013547,0.3471335654844055,-0.08431550018973426,0.675392959790199,-0.3859176210138996,0.24717820358237047,-0.41162177808627315,-0.06619231819486843,0.258720471653283,0.5517792560038057,0.010413147732408215,-0.17594992232803264
Thal_MDm_R,0.4174711944564672,0.2720228732302801,0.25712789852166956,0.5072060069606421,0.6440541068100399,0.4063627572589236,0.05316359282249424,0.5312559555931419,0.7828382958012996,0.47443130478610157,0.6773137996831003,0.4391078435100866,0.2531581939136702,-0.05058157184028227,0.14864372971981804,0.6162760400932586,0.6318291668595106,1.0,0.5348385105748628,0.2612089690849598,0.17852586295676096,0.6075623397633186,-0.41501034651517354,0.19643000231907726,-0.13827954217002053,0.4215290785353215,0.2753213426025913,0.7919467584883221,0.4553970375314535,0.2629701976779424
Cerebellum_8_R,0.46821936594568103,0.6633584769388623,0.46479146296616847,0.7466384541889065,0.6265505705524544,0.6442386189051786,0.3982330954374026,0.6350763733394595,0.5433990093660082,0.5161887302877066,0.7745953227526234,0.1534033955585577,0.2866667294507571,0.2230725384281539,0.24565085300466225,0.538332771341195,0.14502487501013547,0.5348385105748628,1.0,0.0967016108401363,0.40021770571390963,0.4101708012594313,-0.1209703428127769,0.34930941963207945,0.0036188538162732005,0.5768202670267073,0.3906996943402384,0.5819467027825952,0.8631236979787515,0.49754749400931086
OFClat_L,0.49256317447249853,0.19078815830077409,0.10106563245069469,0.23306300412491435,0.05296860087448324,0.140320095285108,-0.1525187639503738,0.1953052913492122,0.4907349203615951,-0.22071473492670715,0.1916289890796602,0.6651312603482817,0.08930292533930922,0.3832225254709263,0.04086965149734529,0.25648414189753344,0.3471335654844055,0.2612089690849598,0.0967016108401363,1.0,0.1546669998309872,0.46940181651255913,-0.33358175165124443,0.3555075984323268,-0.5284585354248806,0.04178084837139806,0.4415668013344101,0.4086826521816093,0.20006770163111423,-0.20689972293467052
Thal_PuL_L,0.6543172876132795,0.27695420817379646,0.47370918327090883,0.4227922216157036,0.5439230183484091,0.5793117180395353,0.806543411634864,-0.0866315738924029,0.20400447849800477,0.5046972073640192,0.30525326640727324,-0.05435139910105385,0.7257523269407982,-0.0418791715406836,0.4901302964341111,0.4574895486485768,-0.08431550018973426,0.17852586295676096,0.40021770571390963,0.1546669998309872,1.0,0.0260144037536094,0.3034464433241537,0.22552843305051548,0.42975156834569866,0.4413008855478509,0.7432528950099695,0.23946165524741123,0.5134993022029927,0.356190859335507
SN_pc_R,0.4479673180186932,0.3211544951364679,0.11278626861811625,0.5764074127547006,0.42200503343978896,0.3287293057349982,-0.1432581942930529,0.5506258566567176,0.7477036575560702,0.03570774462968212,0.48930046987831677,0.48985364333041903,0.006770676160175988,0.28059575439712253,0.10218312409305108,0.44629366603607096,0.675392959790199,0.6075623397633186,0.4101708012594313,0.46940181651255913,0.0260144037536094,1.0,-0.392886387367662,0.302116426771037,-0.4588689658809075,0.3114749945982288,0.331315365524829,0.6234693325533822,0.38297841467422544,0.17854364798038155
Parietal_Sup_R,0.044280838758266126,-0.06584003928238275,0.2566533499467799,-0.10573595502982196,0.09334158931012818,-0.08970871426690682,0.35583953983661387,-0.46579108690612286,-0.27002969638209195,0.15451914075514267,-0.19350563367878318,-0.27130875400742044,0.2955133113324207,-0.09593248466618863,0.49450824274873284,-0.0571101828327886,-0.3859176210138996,-0.41501034651517354,-0.1209703428127769,-0.33358175165124443,0.3034464433241537,-0.392886387367662,1.0,0.08443642107407462,0.4908631273844257,-0.06863573773273825,0.17168586103795466,-0.2501303604073491,-0.03485731146225357,0.06105798040725695
Temporal_Inf_L,0.7338666901315912,-0.016307067690270318,0.70022317672085,0.30470379164880157,0.3111358585537535,-0.09784691773789836,-0.06692525506259106,0.4077471970615339,0.5941484919067577,-0.02170976460348846,0.17060762163307347,0.5859367815118494,0.4295299422112029,0.5523198649837091,0.6123858261933096,0.27723608005821915,0.24717820358237047,0.19643000231907726,0.34930941963207945,0.3555075984323268,0.22552843305051548,0.302116426771037,0.08443642107407462,1.0,-0.08566982913492592,-0.2611874601613204,0.6454554348987553,0.5938529190721412,0.29497902849547825,-0.24262627986524724
Occipital_Mid_L,-0.11376747922326999,-0.021097727586922313,0.4104032049264223,0.01857151590228866,0.1962993182282209,0.15927887073132377,0.6332539361448709,-0.40251959390591574,-0.32342750965428435,0.5210064439360904,-0.07342797630453701,-0.4191085856122598,0.5251635444816665,-0.4316410663205925,0.1661419658185496,0.0926346367589949,-0.41162177808627315,-0.13827954217002053,0.0036188538162732005,-0.5284585354248806,0.42975156834569866,-0.4588689658809075,0.4908631273844257,-0.08566982913492592,1.0,0.2262480028727154,-0.03971684774110038,-0.22611347387760328,0.03868131284150859,0.18763007822706493
Temporal_Mid_R,0.08960784572196667,0.7321300665919986,0.11792924584161317,0.7566917858554452,0.5387879437589588,0.857007568865164,0.6150588351281053,0.1555572806179352,0.2203502170844362,0.5593422242670235,0.6426792294613747,-0.1323616289033245,0.16809644226837103,-0.12910459778815214,-0.09010804290398099,0.46853936114250144,-0.06619231819486843,0.4215290785353215,0.5768202670267073,0.04178084837139806,0.4413008855478509,0.3114749945982288,-0.06863573773273825,-0.2611874601613204,0.2262480028727154,1.0,0.08907162166909599,0.22131386114685048,0.6704211211998754,0.7267052429677178
Thal_VPL_L,0.9519520173021447,0.14788072890698328,0.5123606525503176,0.38143541552755555,0.567769933874783,0.33542762072371135,0.34984750415397775,0.13598492738706675,0.5346584028952042,0.2566806892709767,0.27620716789070787,0.31327039726528777,0.661720919804394,0.28273446779012734,0.7615160751877204,0.4980830327284918,0.258720471653283,0.2753213426025913,0.3906996943402384,0.4415668013344101,0.7432528950099695,0.331315365524829,0.17168586103795466,0.6454554348987553,-0.03971684774110038,0.08907162166909599,1.0,0.5239379088705393,0.45450983097657816,0.09026812944234394
Thal_AV_L,0.6971247360216001,0.27793354779523577,0.4417787800162687,0.5463878436102871,0.6020518713770354,0.2979316617867213,0.02139959175607597,0.5812428967878169,0.861415201989357,0.23109144928998845,0.5632598185618398,0.6393339142999236,0.3441160125695184,0.3377225281211592,0.3911890978857818,0.47390771816304444,0.5517792560038057,0.7919467584883221,0.5819467027825952,0.4086826521816093,0.23946165524741123,0.6234693325533822,-0.2501303604073491,0.5938529190721412,-0.22611347387760328,0.22131386114685048,0.5239379088705393,1.0,0.5062922241197226,0.10063224545287872
Cerebellum_9_R,0.4968433667440835,0.6447968055350911,0.4005322150717462,0.8143690765441772,0.6138301420177021,0.7226541360896364,0.5208679623156154,0.3917836787885802,0.5093203342705487,0.4474263939433287,0.7944133469138019,0.07882602182920954,0.28792044287788016,0.22731308794545294,0.24724294066909772,0.4377967836136191,0.010413147732408215,0.4553970375314535,0.8631236979787515,0.20006770163111423,0.5134993022029927,0.38297841467422544,-0.03485731146225357,0.29497902849547825,0.03868131284150859,0.6704211211998754,0.45450983097657816,0.5062922241197226,1.0,0.5772251839654883
N_Acc_R,0.05390491009941927,0.4593491554292007,0.007854364848747108,0.5947294473099312,0.518438405290183,0.6882556597266551,0.5548944848753333,0.11679374803595058,0.08619089088833407,0.4283281253491964,0.5008600271130424,-0.34469409235629966,0.07463132585661134,-0.09099927643372173,-0.02115933822638504,0.2672648602203613,-0.17594992232803264,0.2629701976779424,0.49754749400931086,-0.20689972293467052,0.356190859335507,0.17854364798038155,0.06105798040725695,-0.24262627986524724,0.18763007822706493,0.7267052429677178,0.09026812944234394,0.10063224545287872,0.5772251839654883,1.0
