,Amygdala_L,Cerebellum_7b_R,Vermis_6,Thal_LGN_R,Thal_IL_R,Temporal_Sup_L,Frontal_Inf_Orb_2_R,OFClat_R,Cerebellum_4_5_R,Thal_VPL_L,Caudate_L,Postcentral_R,Vermis_4_5,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_L,Heschl_R,Putamen_R,SN_pr_R,SupraMarginal_R,Insula_R,Cerebellum_9_R,Thal_AV_L,Thal_LP_L,OFCmed_L,Parietal_Inf_L,Precentral_R,Rectus_L,Frontal_Mid_2_R,Frontal_Med_Orb_L,Cerebellum_10_R,Angular_R,Vermis_10,Thal_VPL_R,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Fusiform_R,Cerebellum_3_R,Thal_PuL_R,Lingual_R,Postcentral_L,Thal_MDl_R,Cuneus_R,Thal_PuI_R,Red_N_R,Frontal_Mid_2_L,Occipital_Inf_L,OFCpost_R,Thal_PuI_L,OFCant_R,Thal_IL_L,Vermis_3,OFCmed_R,Supp_Motor_Area_R,SN_pc_L,Parietal_Inf_R,Temporal_Pole_Sup_L,Hippocampus_R,Thal_PuA_R,Frontal_Sup_2_L,Cerebellum_8_L
Caudate_L,0.5591046946268912,0.17196809204148156,0.04452748522890635,0.612505113870837,0.5638451100287232,0.7449699056639376,0.48314824541371665,0.24303355553987374,0.6956384583047516,0.6175940202704563,1.0,0.5992493493687607,0.6959809098288648,0.43866489420044197,0.05182680113379624,0.7442324978862725,0.7324159954774407,0.7050474871153266,0.38554261591247624,0.7472506383016894,0.45604547644663124,0.4534624427476803,0.3231954148462228,0.22733740582927597,0.30188225773917793,0.5634562719634445,0.2530872299700144,0.8048281853712297,0.11307651352830682,0.6068853613165355,0.10565217280059128,0.297955290671865,0.7643491190935354,0.12698556193182917,0.5840711000027933,0.7647917741734652,0.7691340332285067,0.25843838709820793,0.6758234943347041,0.6974120795053436,0.4501265516834318,0.39955658080928336,0.5480297773727262,0.45132878369939466,0.7460448292016599,-0.162308788457885,0.42118904791489936,0.5833029431881636,0.27595278063823364,0.693482190855767,0.7939498874094832,0.12405372641677148,0.8594386956744363,0.5322748384976421,0.06340984640073652,0.396376537604166,0.8214785838771969,0.5355837140839753,0.8754778937126071,0.4450992303251581
Postcentral_R,0.22449831708669749,0.2927590900670473,0.19755478796639578,0.4055993303907372,0.4267176925210741,0.5552138284735565,0.4231033361220444,0.11969029829754473,0.5816965666127071,0.4832933964804339,0.5992493493687607,1.0,0.5587221027264527,0.057588103277643195,0.1491929356378216,0.6040479677542705,0.4360841228621611,0.4564481511616128,0.8113878495588782,0.5011691166277056,0.4943415415131598,0.3917973193927869,0.2002726528284884,0.1986408481820459,0.6041184742412368,0.796894853193366,0.14388377785536177,0.6726594291475066,-0.016103167266190575,0.27232592400912997,0.1475295852877856,0.07345892213551586,0.4808568211979737,0.22321730902399436,0.5816150682865086,0.685955831906692,0.627707084074088,0.4735390477775997,0.7189735810056835,0.8011962973406713,0.5720670174294442,0.676003016048568,0.4502775990951865,0.2377844450555156,0.4845272250390159,-0.08126999353925844,0.3502848558203234,0.48032177647267715,0.07519227809036047,0.444144003536979,0.7392494130593472,-0.10200127592843611,0.7177853256989243,0.5967641264414795,0.6899317687237811,0.29799958727093745,0.5870664697969162,0.41776183445641735,0.6260019011984804,0.4399309625546649
Vermis_4_5,0.26547876488771766,0.1503708880421629,0.07591905180719906,0.3458944341718501,0.499883008505292,0.5704337536263351,0.29481216272770944,-0.033984211188651754,0.787350358081992,0.8434903787441702,0.6959809098288648,0.5587221027264527,1.0,0.02424994886602685,0.09553712185335425,0.6031408982093335,0.5322676495281357,0.402858345306734,0.5021630561459723,0.5706008034357851,0.5100198870053273,0.48958648713216035,0.18047513806996812,0.2739059711210877,0.4171452207610311,0.29035304855998517,0.17460065198186803,0.6090939422639753,-0.10180120238416548,0.627931795972768,0.09293125714812252,0.247772140598335,0.8238339002106281,0.19663952154586867,0.39184895337140063,0.6925191731577466,0.7276897314552706,0.40589653671371273,0.7887378340890121,0.6906472692938492,0.49806798977313654,0.4433043751102186,0.8305055828708164,0.3440778437930066,0.5977291261170922,-0.14980719983678084,0.2100917635819591,0.6223884816536672,0.020798977553215935,0.652889226233713,0.841342619218206,-0.041892735750340915,0.6026525949065179,0.4685126904740781,0.18577407858765024,0.3788982011405087,0.6219557348276479,0.6918030139580833,0.5772496416806306,0.4416467184454242
Frontal_Inf_Orb_2_L,0.5346266288884182,-0.30171055840378636,-0.2192886140566253,0.4514810842883261,0.379553574043414,0.5730221320682061,0.29521150930508283,0.20993305122550876,0.22785618885698333,0.09217207603572597,0.43866489420044197,0.057588103277643195,0.02424994886602685,1.0,-0.19255372881942753,0.44423436675849104,0.48964234428756515,0.41530155428994797,-0.11323796232754368,0.5490789720799953,0.06885077391865985,0.07097562378366072,0.07879224640011422,0.06463535877917004,-0.05449178268056211,0.23316086289089985,0.081002307068073,0.45480846980178147,0.19912678766401667,0.2490353535063365,0.04378613627926668,0.16739435388395332,0.3480460516815218,-0.13619121937371165,0.39092310408146086,0.20032048947638903,0.32914133086850944,0.005628199331241738,0.10659776978678692,0.15959661247627355,0.05360228516281545,-1.2833052836189555e-05,0.0008799076272265913,0.29083332009971896,0.47526664004648217,-0.01648280925523296,0.6232096587921269,0.1420532330780737,0.5818189334727678,0.16824609407627397,0.22195254822598923,0.3258237224770921,0.4389108143820547,0.07807586401449856,-0.20130800495933554,0.212901866827786,0.45825934350065806,0.2248138526816668,0.5171034482098118,0.1308202034763588
Cerebellum_Crus1_L,-0.3000217959267665,0.11988797601833423,0.3342428690496763,-0.154773790196324,-0.15453463762392947,-0.0154361246066279,0.0950751226221763,0.003569634663282707,0.05205813681247925,-0.011304738134508788,0.05182680113379624,0.1491929356378216,0.09553712185335425,-0.19255372881942753,1.0,-0.07210619725483719,0.020125203913406622,-0.08553055188827394,0.17532176761217586,0.042497660300195896,0.26081999970578973,-0.02072002222167468,0.037008450764532116,-0.0028839448580628537,0.2406577622154311,0.0977549344373006,-0.04332854740399555,-0.020457527696343517,0.08723180513050133,-0.07686242293246939,-0.06369024330231589,0.17334573592228641,0.1255034750483591,0.3109263331316122,-0.07067836962430672,0.20484146541217632,-0.06101525947580792,0.2994346680639532,0.25125530851865574,0.08449053284775972,0.11116639032765514,0.28166046685385,-0.06463714031479435,-0.20959117427356486,-0.0617385704797303,0.1522907906683145,-0.044881097903822914,0.1499097415622534,0.09361090296970095,0.09517506018523192,0.08119079769210782,-0.11477925565146975,0.09496110752118611,0.2242713676389765,0.20665909746687958,-0.040786132932265635,-0.10942697382721502,-0.14867867592027922,-0.03277465559949527,0.28391597951786124
Heschl_R,0.4156879782700547,-0.07028181706602661,-0.0994686699828033,0.6296761661561223,0.7368985270297894,0.8458298118237678,0.48754675780931284,0.14716270554610486,0.73886611419254,0.6597398280828349,0.7442324978862725,0.6040479677542705,0.6031408982093335,0.44423436675849104,-0.07210619725483719,1.0,0.6701890135469749,0.5568050251040249,0.42930349553876074,0.7661862995817408,0.39601301404558387,0.36940715780549627,0.18792440513390216,0.12950358352391977,0.3079072543758602,0.536380888834836,0.10227338715822364,0.8441051447014367,0.09046483895145643,0.43007609290860604,0.05806364820880853,0.1899612679725671,0.6812372755898027,0.00989207536693665,0.6834228728630252,0.6231139961164784,0.7809285380529557,0.2818415605432724,0.6436508394727735,0.7186570176200634,0.4202275482088439,0.5033795808815319,0.5579685497816849,0.41369630982736466,0.7061810142788767,-0.05824404648509838,0.42445675768293417,0.6159044835729011,0.2038038257303422,0.4661883986855854,0.7845350895898355,0.11701545759865148,0.7656943587693897,0.36243897379607054,0.13519601058326547,0.291984886781641,0.7386751620444018,0.6510961508502064,0.7704694077101895,0.3426869651986468
Putamen_R,0.4962613864003843,-0.16148995198847513,0.028770201026336206,0.5487067382524007,0.6264648368723205,0.7106438896519572,0.5955886361805969,0.41411949823922506,0.7015294802437346,0.45482320744419763,0.7324159954774407,0.4360841228621611,0.5322676495281357,0.48964234428756515,0.020125203913406622,0.6701890135469749,1.0,0.6935551118818006,0.30756620635267495,0.8445471104857257,0.4875238423828928,0.24758932884183413,0.10020929635627263,0.19922407481410806,0.11391357675756736,0.4784845288468094,0.18117398785515973,0.7475996357793172,0.13420376526541158,0.6727199566495802,-0.07678946954003796,0.43092648135241207,0.7576875884524833,0.05664898498188532,0.6715821721055072,0.6510523806025212,0.6898617351988653,0.22798394755276027,0.5721653361897423,0.41737277191218974,0.36774710686242607,0.373718660543453,0.31644533292344496,0.3060521146829607,0.7178705775833853,-0.06261946395796665,0.37793032039284297,0.4695487222136538,0.4631229177770405,0.3874745947735086,0.6041946313730164,-0.001595339412278357,0.7957581952319353,0.419484232758972,-0.03277377200451182,0.3375630540189308,0.7662823224016589,0.45168876746503667,0.8232569336899371,0.35097109957689737
SN_pr_R,0.5831530636032013,-0.018991150372760588,-0.037825471796201354,0.5700462391082435,0.47950362547831776,0.586682940147869,0.5012651375777061,0.5176616610611289,0.5450586534997179,0.3280806593964472,0.7050474871153266,0.4564481511616128,0.402858345306734,0.41530155428994797,-0.08553055188827394,0.5568050251040249,0.6935551118818006,1.0,0.2827880274430047,0.6238537452827849,0.45334734600655974,0.18059515733711018,-0.04298294660820462,0.19667902163078246,0.16619844337293055,0.5845531122837646,-0.004027032255301477,0.6357248960700643,0.11324946219466894,0.4852424849344841,-0.025238886261603734,0.4772012754966028,0.520968202676528,-0.051299639478703696,0.49668888414211226,0.5423380109588153,0.6184104946125162,0.11548945283897559,0.45377136896252407,0.4588284496177789,0.43544057630087446,0.30130303729050395,0.2874090847691476,0.3601524192043318,0.49475897315149725,-0.2005773057348777,0.3921495370040676,0.41212659795881806,0.2313878061781362,0.31465907123585457,0.5795839033179411,0.08540261735927293,0.7091066691926344,0.5981133871319099,0.07200094122859749,0.30468599533359336,0.7086330730158084,0.3713970347703812,0.7399421256642363,0.2186308815635646
SupraMarginal_R,0.09604415852242286,0.18616363094682128,0.23375061957675355,0.26119006278181395,0.2301263771107281,0.299782543216591,0.30646874020482723,0.211915591510273,0.4051201451580056,0.4116661563666325,0.38554261591247624,0.8113878495588782,0.5021630561459723,-0.11323796232754368,0.17532176761217586,0.42930349553876074,0.30756620635267495,0.2827880274430047,1.0,0.3694026985568308,0.4202741787064887,0.27012261642887814,0.06145525496736522,0.1422404336833623,0.6154742266857528,0.44112206897000217,0.07864087726981929,0.40430776310920247,-0.0875847011286853,0.22206389571595261,0.18614583212621144,0.12291967140078369,0.38369523425636337,0.25401196200216897,0.2851096061500579,0.5095599902490989,0.44847526179790626,0.40931438238062906,0.5918970337893862,0.591811059602582,0.5178128742365498,0.5356014565164441,0.46339208985037145,0.05577807786934084,0.24079783494573062,0.042355856290022816,0.2402215782545601,0.2915224440192362,-0.010547252382908264,0.2870308571072443,0.5444205174491539,-0.11897523165679014,0.4308994331725296,0.5399208358966573,0.7807656610807585,0.22066418722926176,0.3679345487569067,0.37477902363302734,0.3285730015643761,0.30714913370385855
Insula_R,0.5187436141191556,-0.17361916764437055,-0.034809790243248574,0.5316555233187683,0.6692308657507928,0.771676640790051,0.5135102001618147,0.3052910107898582,0.7298913057138348,0.5058462820259482,0.7472506383016894,0.5011691166277056,0.5706008034357851,0.5490789720799953,0.042497660300195896,0.7661862995817408,0.8445471104857257,0.6238537452827849,0.3694026985568308,1.0,0.4847382477792941,0.35294849811886636,0.1208527928742321,0.16065789589166643,0.17458325195926802,0.46673696559858535,0.20227655739175526,0.8486228085195652,0.16954434184197956,0.6323471816035342,0.004448712356677809,0.3430067535170762,0.80936489543532,0.09946218732765835,0.7620985868166155,0.6470098958556223,0.7250600941563824,0.2399232391214689,0.591181126837341,0.5265128394415366,0.3422398940579842,0.3369908360706784,0.38826747628404346,0.3574145156702497,0.812918716128666,0.045610619745872064,0.517484267079634,0.4639135519714125,0.5415826203468806,0.47194248343410566,0.6689695183019897,0.0723996695685677,0.8085327114155477,0.3988814726383537,0.0068206278715418275,0.3233309609284717,0.7577543799974484,0.5009725208792831,0.8237464979538551,0.35982258825669394
Cerebellum_9_R,0.11711065400322812,0.11320708212534718,0.21119279348815878,0.2753265199647545,0.3464288214827794,0.4583297175383122,0.44715207633307197,0.1605752253822659,0.5782767540022082,0.3394332118931442,0.45604547644663124,0.4943415415131598,0.5100198870053273,0.06885077391865985,0.26081999970578973,0.39601301404558387,0.4875238423828928,0.45334734600655974,0.4202741787064887,0.4847382477792941,1.0,0.19742512511476776,0.0093965128191699,0.2111666596822904,0.33045179348121617,0.45047150654231694,0.05444784971991388,0.49077607896788555,0.09843566810919242,0.28788877411104324,0.004207651398894922,0.4207844634515547,0.5051600561595384,0.2133579778484381,0.42678205216016113,0.5359017602010899,0.5058910974323683,0.34148711964643147,0.5985595772537629,0.46415532368669243,0.4818396354538258,0.4183784223690614,0.3091934496914005,0.18621731174317735,0.41014570447426224,0.06233340609720417,0.19319977542384342,0.37784006171977585,0.09703070493393946,0.34405058915330244,0.5526702797372959,-0.18599176592052655,0.5395109693671465,0.48186594744269107,0.31164264279319825,0.36717080800619,0.40673746765280944,0.29700265293936656,0.48580922666142146,0.3517810628368372
Thal_AV_L,0.1569910866254982,0.191710676358827,-0.0387465870418226,0.21818070798542272,0.3277811905597025,0.380361423935605,0.10552558022423132,-0.09094400768195064,0.47702953440454154,0.4355300196812994,0.4534624427476803,0.3917973193927869,0.48958648713216035,0.07097562378366072,-0.02072002222167468,0.36940715780549627,0.24758932884183413,0.18059515733711018,0.27012261642887814,0.35294849811886636,0.19742512511476776,1.0,0.28996745757770764,0.17893652634692067,0.24872285374923558,0.2659927803168694,0.21286796173226996,0.48019356515953765,0.11060530554685045,0.4759927255125587,0.16471411146249768,0.0050733433439430434,0.4351039933571809,0.15989286182381815,0.3955370777073518,0.47989684543891215,0.4618309730078789,0.14373779309825993,0.39713920107555706,0.4286013231847398,0.22212083523975268,0.16672607129689196,0.4217895832896153,0.35907015860215424,0.5555146373280013,-0.04908700170804726,0.0674264125208026,0.3804370622382269,0.03721834502364023,0.5236748282884343,0.49026952098260984,-0.08693738907973633,0.44448872865398037,0.1596682856161441,0.079219428282052,0.32413188373696616,0.4864125454351119,0.34969333679754006,0.43821152829682114,0.2705049819355895
Thal_LP_L,0.04548843549923807,0.3437594522671971,0.022754552027576695,0.14843222028263311,0.05460843334339786,0.12609727590452272,0.09231982942204552,-0.36125696370104265,0.1881140250190688,0.2091802136337658,0.3231954148462228,0.2002726528284884,0.18047513806996812,0.07879224640011422,0.037008450764532116,0.18792440513390216,0.10020929635627263,-0.04298294660820462,0.06145525496736522,0.1208527928742321,0.0093965128191699,0.28996745757770764,1.0,0.06739239036409853,0.11953770779295567,0.16276046296557084,0.3177823255924294,0.21604136315295305,-0.11610450011806615,0.15972468393487152,0.26102644128754926,-0.2610267831279018,0.13119966612560152,0.2061556948549268,0.2928899337996306,0.30811883857313654,0.16933790739911703,0.09600528209895921,0.20471791062698602,0.19393090635127644,-0.15543701447899802,0.07327401573660307,0.09873365847244918,0.339851769191246,0.3125375383109683,-0.08705449695975366,0.012221124017680711,0.08215435742693082,0.007572678738019287,0.3914444487974173,0.1793477422312327,-0.07267689526133156,0.24879043200448558,-0.07179257746198142,0.05519320646597576,0.15619265653945766,0.24619164465542026,-0.012756556347534451,0.22331278556506223,0.25562216085237316
