,Thal_PuL_R,Cerebellum_4_5_R,Thal_MGN_R,Amygdala_L,Temporal_Inf_L,OFCant_L,ParaHippocampal_L,Frontal_Med_Orb_R,Thal_PuI_R,SN_pc_R,Cingulate_Post_L,Thal_MGN_L,Angular_R,VTA_R,Thal_VL_L,ACC_sub_R,Rolandic_Oper_R,Thal_PuA_L,Occipital_Sup_R,Precentral_L,ACC_sup_L,Thal_VL_R,Cerebellum_Crus1_R,Thal_PuA_R,Cerebellum_9_R,ACC_sub_L,Cerebellum_10_R,Thal_IL_L,Vermis_1_2,SupraMarginal_L,Fusiform_R,SN_pr_R,SN_pc_L,Thal_MDm_R,Temporal_Pole_Mid_L,Cerebellum_Crus1_L,Vermis_8,Postcentral_R,Olfactory_R,Heschl_L,Lingual_L,Insula_R,Frontal_Sup_Medial_R,Cerebellum_6_L,Precentral_R
SN_pr_R,0.11548945283897559,0.5450586534997179,0.17154858552615268,0.5831530636032013,0.6154156634622755,0.05460073946958573,0.691375989491349,0.06076062889693985,0.2874090847691476,0.3922602605907322,0.4948158577060728,0.4031557227504795,-0.025238886261603734,0.41982977218299283,0.5719768301511355,0.2238311085112129,0.3924679903827913,0.5035455915833321,-0.1054806508036917,0.589128245175265,0.6262882469720232,0.6069596905107645,-0.051299639478703696,0.3713970347703812,0.45334734600655974,0.024935106958547594,0.4852424849344841,0.31465907123585457,0.4310529821045577,0.2720935861483925,0.5423380109588153,1.0,0.5981133871319099,0.3386878812721831,-0.10080999693889958,-0.08553055188827394,0.034983520044799744,0.4564481511616128,0.3564952929669531,0.6621988740917069,0.4424243687857709,0.6238537452827849,0.6233065001882906,0.5585461531971441,0.5845531122837646
SN_pc_L,0.382544408600577,0.3594176467536595,0.009233291309927116,0.2326628975532736,0.5016568134822601,0.04741360084113877,0.3798187949448452,-0.0846867141094978,0.36355948444372477,0.2873235043266898,0.45144770245456756,0.3484379686725584,-0.03157200359435193,0.1797657926013694,0.43468711592239123,0.15050917654501447,0.16422726593447276,0.49961875258123783,0.11490452319193274,0.4028899098832839,0.3932106964999508,0.5122051855220813,0.027767231577852762,0.32285698099392857,0.48186594744269107,0.1934235831572066,0.24001899339493324,0.3435888819017246,0.5242821462477715,0.49637571117920526,0.45757422965018163,0.5981133871319099,1.0,0.3252594724203123,0.11522458871527742,0.2242713676389765,0.1267184117628898,0.5967641264414795,0.08541972731346682,0.42484285438434144,0.5215528504293079,0.3988814726383537,0.36271499894809184,0.6354263411963504,0.49963748949945436
Thal_MDm_R,0.32763244649711193,0.34641726355577035,0.4990393218858695,0.4828396144850171,0.3705222073484401,-0.05498099389186287,0.4128492316428993,-0.22793396795058304,0.37424006766692536,0.14238308411894202,0.2761306631358714,0.38147875967147044,0.011029149163233063,0.24423363711686566,0.298307843558185,0.2791512826928891,0.16997775341002003,0.4647374329099505,-0.11924508919129437,0.2596404704737969,0.7166500599271504,0.5891593372323608,0.0620815893098579,0.5315929777492217,0.11001211275470492,0.006083794267973631,0.4060379371464499,0.17797920635784317,0.20681571973388377,0.13249011209102118,0.3835613822593681,0.3386878812721831,0.3252594724203123,1.0,0.08140019231978218,0.07267704492130413,0.13861765181087102,0.2951813905141813,0.40834376093022934,0.35981511498437896,0.4620168085098167,0.3827244103863609,0.3183488099199029,0.5090682327035497,0.22930673091795067
Temporal_Pole_Mid_L,0.18509444559442575,-0.05873112507894779,-0.08443147316089224,-0.22391566050599213,-0.11113009891406081,0.12220018713245041,-0.1776040597619829,-0.19428654384636465,0.013709274134710831,0.008054001228133654,-0.09025824418903695,-0.01311424115661466,0.06646984153735998,-0.08304814287370287,-0.19867694265396524,0.06098369715202877,-0.15208899736395431,-0.051351576732427594,-0.008387321803264862,-0.038164666116026376,-0.07659541338679955,0.012443279214105351,0.11885993740122817,-0.10840045275260983,0.07717754738695203,0.2994857588118769,-0.12047134954887324,-0.013373988107082325,0.06362688424880131,0.2339870433229596,0.04298051276827225,-0.10080999693889958,0.11522458871527742,0.08140019231978218,1.0,0.31808108104883814,-0.11363942795513458,0.07026042898700226,-0.02745634858390239,-0.1011401185526563,0.08406912294742969,-0.18250543418309212,-0.2133200239063219,0.05887605769825351,-0.015495123553353448
Cerebellum_Crus1_L,0.2994346680639532,0.05205813681247925,-0.06652695258576051,-0.3000217959267665,-0.10408564226618532,0.10497763950248372,-0.27431120677987547,-0.19692683604645772,-0.06463714031479435,0.08370157746718014,-0.02639433903826219,0.03275413686035532,-0.06369024330231589,-0.09539555076130982,-0.07784167745675204,-0.10314795866598298,-0.048063903487120994,-0.10450911846455994,0.20442735164336126,0.03156103059180464,-0.008067087791415574,0.0598774145790915,0.3109263331316122,-0.14867867592027922,0.26081999970578973,0.32695013451389243,-0.07686242293246939,0.09517506018523192,0.1362366914959519,0.1253956199313027,0.20484146541217632,-0.08553055188827394,0.2242713676389765,0.07267704492130413,0.31808108104883814,1.0,0.04175803728408566,0.1491929356378216,0.02971002888469827,-0.012600342058374304,0.15920199943095645,0.042497660300195896,-0.147662191095064,0.2597544315735018,0.0977549344373006
Vermis_8,0.2020665403540189,0.18613878383171514,0.1649309489225908,0.09484306778595418,0.12237418199598019,-0.17053317091019649,0.09473859159559583,0.07966357987870483,0.03088491404115642,0.02231943020830948,0.16509401866800782,0.11803658019395648,-0.07485361418379853,0.05206637631911445,0.23059305118956575,-0.03185095144029353,0.15913853679908824,0.05611475663668691,0.08523082276593698,0.22486593197412552,0.16253516977980945,0.17917619199807905,0.06003268735496716,0.08687316886732635,0.030881891855829936,-0.0014543506727345275,0.05277658164410636,-0.03205357616898627,0.11208824317559507,0.19566709239257532,0.2141017138641459,0.034983520044799744,0.1267184117628898,0.13861765181087102,-0.11363942795513458,0.04175803728408566,1.0,0.2851193611707625,0.04823122219445027,0.1530536917595811,0.1375488491273932,0.12795276700351055,0.1287847265755057,0.1942195861836276,0.2669773974574375
Postcentral_R,0.4735390477775997,0.5816965666127071,0.3136988232860564,0.22449831708669749,0.4860186926025223,-0.013837139980620439,0.494053353440715,-0.002037968393423703,0.4502775990951865,0.3823346578951329,0.637826298610743,0.5057281943771289,0.1475295852877856,0.3708485331067632,0.5893616791729133,-0.02331940725125167,0.5751839632574874,0.5284474891446126,0.12621268247626613,0.6917207831804761,0.39478761129457424,0.5961703544325215,0.22321730902399436,0.41776183445641735,0.4943415415131598,0.12763136831347377,0.27232592400912997,0.444144003536979,0.6512920964442169,0.586421103940277,0.685955831906692,0.4564481511616128,0.5967641264414795,0.2951813905141813,0.07026042898700226,0.1491929356378216,0.2851193611707625,1.0,-0.006769888874145672,0.4642783068308791,0.6594976129869164,0.5011691166277056,0.5246918293418442,0.48478917430201074,0.796894853193366
Olfactory_R,-0.05981118540072558,0.0929367421197036,0.17264866946119775,0.6076590805989146,0.2670725517502216,-0.06998224431852035,0.44246797250312103,0.08818526614155897,0.06444785190500611,0.2138022080518709,0.10196393038093847,0.23548615027926598,0.021758739158428086,0.25032992153663586,0.058021413439629334,0.4130695295192909,0.11948733089575235,0.2386149056232068,-0.0365829460923562,0.17035766739735186,0.5269895009589088,0.40777042471104213,0.0683734428768362,0.156520447169852,-0.010855656662737374,0.18802915364626543,0.3464370737095688,0.1977490129271828,-0.09511831558833594,-0.0503255147442669,0.21780748465620525,0.3564952929669531,0.08541972731346682,0.40834376093022934,-0.02745634858390239,0.02971002888469827,0.04823122219445027,-0.006769888874145672,1.0,0.2723260191483031,0.1353627650441179,0.4115817287984062,0.3268162325240508,0.2685745399149447,0.04327161854822337
Heschl_L,0.2817624868722317,0.6527825875297002,0.34251644975122847,0.5159080805182596,0.5554379564244916,0.03750394459974201,0.6625473881456474,0.03199574112434445,0.2701113594199812,0.3975505117275596,0.45902561837998307,0.5101050867308331,-0.031176624017933686,0.4937337509908213,0.5966366263563219,0.24946575566189497,0.5495325890327896,0.44216519083041733,-0.18340600765499207,0.6787927359567872,0.6321318529833074,0.6368645278437499,0.0030439963321704615,0.38735399262290465,0.4265633920306497,0.056985260005380046,0.46315252465725065,0.39188684656407774,0.5314181107294979,0.3235492647660159,0.6403024728978738,0.6621988740917069,0.42484285438434144,0.35981511498437896,-0.1011401185526563,-0.012600342058374304,0.1530536917595811,0.4642783068308791,0.2723260191483031,1.0,0.49450025816382176,0.6413592495033822,0.6645137492703895,0.37251133847879614,0.6382430998522052
Lingual_L,0.5461251194765409,0.8082059129597509,0.5007912090454446,0.24108741038675996,0.6810956775731175,-0.035180032644530866,0.5844638769439475,-0.0994206271820032,0.7361293560959976,0.3405991902059848,0.6609676660768348,0.5032557816831834,0.14141600504360194,0.3810288728764911,0.6176620486557992,-0.06314432655854009,0.610453140812091,0.5682077463408036,-0.00861092222262068,0.4827369229016338,0.6068552510596791,0.6331852564921205,0.20252669754329125,0.6476696596941687,0.5209912826276301,0.019569320417453035,0.4880044489059262,0.53871186225323,0.7471587684585543,0.616994882726814,0.7343900786174267,0.4424243687857709,0.5215528504293079,0.4620168085098167,0.08406912294742969,0.15920199943095645,0.1375488491273932,0.6594976129869164,0.1353627650441179,0.49450025816382176,1.0,0.5989859264117886,0.5599115435911128,0.5497607122047192,0.4411780699197891
Insula_R,0.2399232391214689,0.7298913057138348,0.4595831907069809,0.5187436141191556,0.7193799719646679,-0.02496041844197195,0.64764061740349,0.16741760363639355,0.38826747628404346,0.5072438512657044,0.6668668012833914,0.4018986791656481,0.004448712356677809,0.3889935120296411,0.7399883544382249,0.03175730730849269,0.7759406954650797,0.4563336359939004,-0.02888074003810426,0.590712435315467,0.7122463060479806,0.7298669890135756,0.09946218732765835,0.5009725208792831,0.4847382477792941,-0.2059792575135337,0.6323471816035342,0.47194248343410566,0.5130184138662054,0.32792159898807777,0.6470098958556223,0.6238537452827849,0.3988814726383537,0.3827244103863609,-0.18250543418309212,0.042497660300195896,0.12795276700351055,0.5011691166277056,0.4115817287984062,0.6413592495033822,0.5989859264117886,1.0,0.8002272261637636,0.40613202541507887,0.46673696559858535
Frontal_Sup_Medial_R,0.10671438142756573,0.7000592796789408,0.4435747899068696,0.5601228070170314,0.7439635698774976,-0.11334970261436919,0.7899420058464478,0.19419564822259,0.49299442848888647,0.46038441317068474,0.6707404020592707,0.5300239519130133,-0.03258412641236077,0.39045247711500947,0.7552370977950651,0.03491604292911924,0.7266577966916526,0.5424593612473237,-0.09299012062214673,0.6434108106716925,0.6958700532969455,0.6977849262632247,-0.02412958800828253,0.6137433039987177,0.44381976545193824,-0.16214463653951866,0.6167888303456726,0.4637457000464308,0.49437618254446697,0.2405686696339789,0.6041413699243346,0.6233065001882906,0.36271499894809184,0.3183488099199029,-0.2133200239063219,-0.147662191095064,0.1287847265755057,0.5246918293418442,0.3268162325240508,0.6645137492703895,0.5599115435911128,0.8002272261637636,1.0,0.34281408049032985,0.5292364891278584
Cerebellum_6_L,0.40039152268620826,0.42992669848284765,0.09769025544024328,0.30979164985170776,0.5305294665292147,0.044789632528933254,0.40375348766954183,-0.1590960654044621,0.34636768377547283,0.12673261214114961,0.31908855649394813,0.2396848207960092,-0.1373469703408158,0.12239072305268925,0.39888971031911963,0.19843954936752586,0.11939245458304672,0.37521780201690996,0.09133760574067534,0.28351787107500165,0.5657836713305683,0.4950021838481698,0.11292982405515407,0.3377029086325842,0.42720675226799226,0.19240454833182005,0.36366417424232284,0.21886415898279638,0.4677489918695796,0.34112192368780603,0.5565046737604693,0.5585461531971441,0.6354263411963504,0.5090682327035497,0.05887605769825351,0.2597544315735018,0.1942195861836276,0.48478917430201074,0.2685745399149447,0.37251133847879614,0.5497607122047192,0.40613202541507887,0.34281408049032985,1.0,0.3813572318485487
Precentral_R,0.41352186561203574,0.5605896783811188,0.28942031323830497,0.2731356187045766,0.33800134243712326,0.025761839758797565,0.49841181381533245,-0.02632164824151,0.07477615164673845,0.36151227329357216,0.5328944374353537,0.5720842416226317,0.0713522730922365,0.46905407463946147,0.5608693352521766,0.07920797624637367,0.5372246247432192,0.39385285394318176,0.08660211695910182,0.9116219867198387,0.41052652265716766,0.5598484719229778,0.1604529002797707,0.1810399515773222,0.45047150654231694,0.191739061513262,0.18681797955459756,0.2921028950826291,0.518015164901966,0.4300309397463099,0.6872302320867871,0.5845531122837646,0.49963748949945436,0.22930673091795067,-0.015495123553353448,0.0977549344373006,0.2669773974574375,0.796894853193366,0.04327161854822337,0.6382430998522052,0.4411780699197891,0.46673696559858535,0.5292364891278584,0.3813572318485487,1.0
