,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2
Thal_PuA_R,0.20113553399222442,0.5571975637764405,0.26939988780578566,0.5034622731856156,0.15853846303191158,0.6510961508502064,0.30265073457859487,-0.07171537097006017,0.12051509995417395,0.06190322673280056,0.08687316886732635,0.34969333679754006,0.4948606913984462,0.552688827330318,0.24435272262013877,0.39213712701044584,0.5895428504586979,0.4088169242569851,0.34762424483519233,0.25082852902068,0.2450185547357827,0.19850899436459968,0.4435571544323559,0.5915742131829362,0.10446320369994022,0.6381968511370096,0.43721669508346594,0.07376669454060931,0.6281783439477667,0.37477902363302734,-0.15662552819132125,1.0,-0.20915780584336993,0.6131347023449474,0.44909994355570765,0.6087781743224846,0.08419813602663612,-0.019292947001528678,0.36449014865060725,0.4307276353833443,0.6078770383349542,0.522481689463195,0.4428294367448453,0.6681884809453479,0.4484473944629446
Occipital_Sup_R,0.05237000895088503,-0.030841195770798205,0.06339896644462306,0.01011827206736892,-0.07608700780191792,-0.13741296997798919,-0.05986214933250314,0.06522274408719642,0.1606883644967231,0.12503004185621902,0.08523082276593698,-0.032444299672128564,-0.1614568654098859,0.11454218673510612,-0.031293438674408716,-0.20343964244005866,-0.03418111612007512,0.047496402098164935,0.03663765222437933,0.08553772778620908,-0.07138808477145464,0.03340992323681821,-0.05589053654550826,0.10839780815645701,-0.0834095870000554,-0.09371400380253525,-0.06443879974165591,0.34868594340642556,0.06462277924012483,0.0921880995933698,0.2031859757038056,-0.20915780584336993,1.0,-0.19758673303497565,-0.024987745723836528,-0.1279326120622174,0.17176004393992572,0.11418240972690319,-0.11048519589181124,-0.16914257745347552,-0.051698066665807084,-0.013367458681565518,-0.13770425631277614,-0.04506160004204474,0.11237936146646559
ParaHippocampal_L,0.44359845713942636,0.33405520864599414,0.3482502058089428,0.49588600675006844,0.3970417202901916,0.7200336309550046,0.27616688905387793,0.11744074668941742,0.1468811127393569,0.27268319245643696,0.09473859159559583,0.44472396950035353,0.6171126067860083,0.6403735050726708,0.30733097060302067,0.688117629557265,0.7091203093820911,0.3985060945727401,0.2038489418353771,0.6101327739186917,0.46406248901769587,0.34880334519621004,0.7475756798449502,0.6202753198774907,0.01570415712981747,0.8491372750957207,0.6345944547276418,-0.016538996320738655,0.5656844394430811,0.29075874461239765,-0.16024250117690414,0.6131347023449474,-0.19758673303497565,1.0,0.7744906234600685,0.826013913469584,0.16699226728138622,-0.00980634798047055,0.35745694759297886,0.7509722154803186,0.7884631011848473,0.8004810649071102,0.5356183459369674,0.6918675216893676,0.43699700885686077
Supp_Motor_Area_L,0.5174260950738774,0.3697263679997835,0.3736806893858011,0.4727615026257641,0.3766307335437414,0.7420925711167676,0.5122275268941908,0.20207426559964878,0.2476800772721395,0.2661497775608779,0.17202571881890433,0.4804354141748123,0.6403768627459915,0.6951864257285197,0.274278758761459,0.43591709976345705,0.8169411855801416,0.4742937867745134,0.2742927172280437,0.8976023233911191,0.4763311120792676,0.5464518149533614,0.7656918051115611,0.6582496920930199,0.05709278181411324,0.8566715985755557,0.5319524191117956,0.06511899428833873,0.6393179768619556,0.2837628244911891,-0.009008688842831835,0.44909994355570765,-0.024987745723836528,0.7744906234600685,1.0,0.8575684578073842,0.2795897805235363,0.09673889772830502,0.2779625691932053,0.5129312609864006,0.8856412335828512,0.9480501543592378,0.5247024196725832,0.6118563480440347,0.5829750017063974
Cerebellum_3_L,0.5302318739137671,0.4939192251122125,0.3981017392230735,0.6672384398439976,0.35009455163732073,0.7987574533102061,0.47079328492666284,0.22339314272026614,0.3462161632551931,0.21279781320611266,0.13413762935660037,0.457915634017122,0.6285098420077556,0.6812602193584448,0.3096030708646024,0.5445367647386784,0.8193093125244933,0.529295424675055,0.28514282096501664,0.7095751009048292,0.5235692737453983,0.47417774368842175,0.805345934525634,0.619748130137379,-0.004076297821176345,0.8813437627381686,0.7256447071920518,-0.04121412078181644,0.6595022332033804,0.3711191158944937,-0.07485050578328464,0.6087781743224846,-0.1279326120622174,0.826013913469584,0.8575684578073842,1.0,0.2907068229230671,0.126660020292403,0.44998421930684124,0.6096297397050262,0.8843711761311439,0.9061460178307084,0.6601312433206763,0.7372722334789349,0.6236441898727213
OFCant_R,0.18525647113299998,0.07925139153827702,0.6078039181164318,0.14838251038391534,0.5146296140955928,0.2038038257303422,-0.04301411745132191,0.11345845906457017,0.059535753330763594,-0.13370478159683793,0.04777881236983128,0.03721834502364023,0.18329247467721355,0.07990882273532242,0.0271377375756154,0.25630064239767864,0.314542947711198,0.41224088417002425,0.0845172938527942,0.174157870635661,-0.0322880006171533,0.1791653387605914,0.44469162642828913,0.0595502301033865,-0.05886953884508521,0.2913668389056379,0.20803274522880108,-0.055782771822552146,0.09958663605374027,-0.010547252382908264,-0.09396426156904059,0.08419813602663612,0.17176004393992572,0.16699226728138622,0.2795897805235363,0.2907068229230671,1.0,-0.11052879778648779,0.39245028031601636,0.2829886143081941,0.34902962571155205,0.3579983842930202,0.32016341049143565,0.3008104569548238,-0.015473501809885706
Cerebellum_Crus1_R,0.19280039671473848,-0.05127101307129212,-0.14252625157163973,0.27172031274859737,-0.19328394246475708,0.00989207536693665,0.2679011393858545,0.19854002461599027,0.3722034737813463,0.0438580804642935,0.06003268735496716,0.15989286182381815,-0.09878482496988623,0.12711239019798268,0.04525442214356395,-0.14330019325417181,-0.031006159085507516,0.02571992318937374,-0.09359266425983949,0.16136287046908568,0.13124319004332022,0.23183807927009123,-0.013898070741457477,0.07043941544958185,-0.02957365801025754,0.031042456163644594,0.09937342789306881,0.09745283541008966,0.13667792662197012,0.25401196200216897,0.28444641682836863,-0.019292947001528678,0.11418240972690319,-0.00980634798047055,0.09673889772830502,0.126660020292403,-0.11052879778648779,1.0,-0.049633977967487204,-0.06882507383011795,0.04920007018823048,0.10324302671305936,-0.022095757800952805,-0.16826284793874843,0.20420190191397136
Thal_AV_R,0.15297406043783046,0.27485827059149737,0.21929755432050724,0.25965845032240686,0.3747958790869197,0.3821880635565692,0.055294862411572256,0.0944916239792358,0.13977685510561466,-0.36187461220494477,-0.08312801306602217,0.2510827617245158,0.21433130767158298,0.11817145698180792,0.2380040344326635,0.4482850536505288,0.3695655404781478,0.46878916680717536,0.18253788519247818,0.08788572549993179,0.27500159475125174,0.17665138214826254,0.3621168903215928,0.01468662414052784,-0.02284359809832804,0.39205496244797855,0.4013293082171369,-0.3901877945015393,0.056785387661455786,-0.10403010693821557,-0.2312643979220463,0.36449014865060725,-0.11048519589181124,0.35745694759297886,0.2779625691932053,0.44998421930684124,0.39245028031601636,-0.049633977967487204,1.0,0.3509013654893236,0.37820555132811395,0.36348887591858203,0.601680837424731,0.3698469635087779,-0.05776941844631658
Amygdala_L,0.3086693160901347,0.09952164852611081,0.347774757696556,0.2877931398197418,0.549722908131146,0.4156879782700547,-0.012100063938624903,0.1141222934877573,0.005571388891494629,0.19080225733551315,0.09484306778595418,0.1569910866254982,0.5087374934321399,0.3481570253050017,0.22708435940722368,0.7097488112145859,0.493165512853947,0.26342545380584875,0.1664641382412342,0.3730789794413788,0.35567376228437636,0.19705028246037945,0.6976180924603603,0.29225202801969036,-0.05104586886352263,0.6701680949145886,0.5273383585553508,-0.033076807193546366,0.3212709518585114,0.09604415852242286,-0.26169494007565897,0.4307276353833443,-0.16914257745347552,0.7509722154803186,0.5129312609864006,0.6096297397050262,0.2829886143081941,-0.06882507383011795,0.3509013654893236,1.0,0.5028589539753476,0.5633606303074615,0.34347905769878334,0.46363346940149747,0.121733758686473
Frontal_Mid_2_R,0.4989693149051191,0.5346425393083943,0.4480422283685221,0.6215546927123011,0.33833259301504925,0.8441051447014367,0.48869449678778665,0.14864464645811398,0.24899647306198883,0.19330611966499445,0.17356199410985138,0.48019356515953765,0.6804852342564688,0.7229485503093992,0.32557533201787764,0.46469553998279095,0.8648820372650161,0.5440405709561819,0.31947636984573463,0.7651475058076039,0.42721256060163315,0.4890013702405972,0.7775768554739572,0.7179451692934468,0.07820430939574737,0.8634574712085603,0.5686938608892145,0.06415689025895366,0.7204533013859324,0.40430776310920247,-0.07067131740063289,0.6078770383349542,-0.051698066665807084,0.7884631011848473,0.8856412335828512,0.8843711761311439,0.34902962571155205,0.04920007018823048,0.37820555132811395,0.5028589539753476,1.0,0.9047318990529793,0.6434828950003796,0.7440457906772229,0.5857704858873484
Frontal_Sup_2_L,0.5373467497391119,0.42148101054963244,0.4249121630704151,0.5482227820443443,0.3827395341345233,0.7704694077101895,0.47887501731178705,0.22158752858334257,0.2765651548710744,0.22458071055650197,0.18517651532246052,0.43821152829682114,0.6520314485941268,0.7054679022324375,0.3362756049459309,0.49772975285749904,0.8366659324752728,0.5668791670311463,0.2750839909433641,0.8318048820592636,0.4498660585194563,0.5878669999866798,0.8079340633643358,0.6504753196334113,0.06628810466434616,0.8895613148077673,0.5945341190273646,0.04818965336239434,0.6508170424431429,0.3285730015643761,-0.0469649949911444,0.522481689463195,-0.013367458681565518,0.8004810649071102,0.9480501543592378,0.9061460178307084,0.3579983842930202,0.10324302671305936,0.36348887591858203,0.5633606303074615,0.9047318990529793,1.0,0.6054182022500633,0.7030010255242147,0.5961240772874156
Thal_VA_L,0.30891370638370036,0.6359144430338565,0.385212622525699,0.40475753224295374,0.3360393541832686,0.6379881270422811,0.3872827029468127,0.16269461067975866,0.19606583927715135,-0.1712867815577909,0.05634983136840117,0.4189910474812185,0.3644153213940889,0.3617446412657513,0.22291887228165658,0.40590554788104827,0.6306196503711773,0.5252362202749679,0.09543536449260281,0.3845973432847315,0.4246737929977766,0.407419889881664,0.5900734119044675,0.30903962588575284,-0.003080571521089402,0.5512601068093556,0.5120208086096135,-0.29225884958090675,0.2983333477536114,0.07931426782857855,-0.15006280052453666,0.4428294367448453,-0.13770425631277614,0.5356183459369674,0.5247024196725832,0.6601312433206763,0.32016341049143565,-0.022095757800952805,0.601680837424731,0.34347905769878334,0.6434828950003796,0.6054182022500633,1.0,0.5909582185466725,0.2902655909521742
Temporal_Inf_L,0.2742478119872721,0.517488304750897,0.4289478790493285,0.5319027757583465,0.22840749400739144,0.7185088468669563,0.34409958734385027,0.07986702674022889,0.0772442448909802,0.1189609103955707,0.12237418199598019,0.3263138863112362,0.5270565992534517,0.6154533778551715,0.1567107203298043,0.42299004266075857,0.7491773098406493,0.5342694677416043,0.3704158874612784,0.3928090690731346,0.20164313827043653,0.2822498704550584,0.6377170093601704,0.6601481857183084,0.03858660661301457,0.691347333395058,0.5893406616996792,0.07197691635784326,0.6437738470160761,0.41229373084754767,-0.13018828567082213,0.6681884809453479,-0.04506160004204474,0.6918675216893676,0.6118563480440347,0.7372722334789349,0.3008104569548238,-0.16826284793874843,0.3698469635087779,0.46363346940149747,0.7440457906772229,0.7030010255242147,0.5909582185466725,1.0,0.5347810195230254
Vermis_1_2,0.44970825714888457,0.4831162645831755,0.2532656388162255,0.5752123841626795,-0.02427825507975989,0.5274787480431943,0.6145150543891986,0.15793417509609362,0.4015737812218965,0.4004546181193144,0.11208824317559507,0.4422640321649608,0.3191310797674984,0.6302068348988119,0.003724702132577902,0.09810522160930524,0.5688180026042817,0.25279227948957944,0.20945847447603771,0.5527985303161682,0.3452697960861397,0.3645187205018088,0.4637469718844927,0.6803355900132695,0.06286347313791463,0.5496724372755234,0.45456919078257574,0.2847476585904462,0.6832775947186742,0.5086049701118202,0.18143070732868696,0.4484473944629446,0.11237936146646559,0.43699700885686077,0.5829750017063974,0.6236441898727213,-0.015473501809885706,0.20420190191397136,-0.05776941844631658,0.121733758686473,0.5857704858873484,0.5961240772874156,0.2902655909521742,0.5347810195230254,1.0
