,OFClat_L,Frontal_Inf_Orb_2_L,Postcentral_R,Thal_LP_L,Caudate_R,Thal_PuM_L,ParaHippocampal_R,Thal_Re_L,SN_pc_L,Frontal_Sup_2_R,Thal_VL_L,Occipital_Sup_R,Temporal_Inf_R,Heschl_R,Thal_PuI_L,Vermis_10,Cerebellum_4_5_L,N_Acc_L,Angular_L,Postcentral_L,Frontal_Med_Orb_R,Temporal_Sup_R,SupraMarginal_R,Parietal_Inf_R,Thal_VPL_R
Temporal_Inf_R,0.22117987698004876,0.34903453418639907,0.24941297788921188,0.02588645542275878,0.49319726612445813,0.1330498518886789,0.6830699532501042,-0.15487531286112433,0.3903083465851439,-0.07603539469332164,0.027055246903706653,-0.031460570466841996,1.0,0.4592101192416957,-0.14597460116035274,0.6984594779852423,0.6799463952688714,0.41629785399681013,0.05120245903992617,0.03628289039411217,0.23071996541120673,0.4978853780111606,0.10530808073404428,-0.058624862290593605,0.09829485470312761
Heschl_R,-0.09904655516989741,0.33031876015872264,0.4056616002690407,0.0733320194340178,0.001033300221247444,0.30124348062706413,0.4548017898552112,-0.5564601184699918,0.0527440490839061,0.15884514068665326,-0.11153430120524203,0.5264334623700822,0.4592101192416957,1.0,-0.3874579675890809,0.35525433456693756,0.566540381976141,0.41212096774068385,0.08743792545341096,-0.2857358006753102,0.17857666766757793,0.9640998998787438,0.1874742981602642,-0.04075144917562448,-0.2802680441357279
Thal_PuI_L,-0.2974981521166454,-0.15243458289056513,0.17033477972040756,0.6230196133858392,-0.003927975091415889,-0.14850973543906346,-0.3855703694843169,0.7544554829743368,0.16770696099153062,0.19998044202253298,0.6930079754630558,0.15688786319051612,-0.14597460116035274,-0.3874579675890809,1.0,-0.07826657070903219,0.09635690504451834,-0.03765225253183415,-0.07656821882449119,0.2062065625227191,-0.6365955371309372,-0.2940276998939092,0.21860596060007578,0.00359410256985091,0.1416413269823229
Vermis_10,0.15180499210489148,0.4196259203086368,0.148488262986687,-0.03116547087687215,0.46905881903139857,0.12774785344654557,0.6105181427191307,-0.18600428668526056,0.5688275933760712,-0.1189463927505281,0.08303007255311526,-0.07077375845323014,0.6984594779852423,0.35525433456693756,-0.07826657070903219,1.0,0.5987427973285223,0.2697851801338948,0.08655075162864925,0.09021222817057287,0.21705340290895317,0.3409005421214874,0.10093812369888659,-0.037622479255744495,0.1881621251376631
Cerebellum_4_5_L,-0.18269434078072128,0.2933301708893375,0.4736482590201768,0.28123926452643266,0.2953542663055443,0.2650217771473353,0.6234795537503982,-0.05473302278999672,0.3649378242251188,0.03628335666272054,0.29225992957110725,0.3117931635011689,0.6799463952688714,0.566540381976141,0.09635690504451834,0.5987427973285223,1.0,0.35776642825771254,0.23258648243296842,0.09674170721987045,-0.08007757708354546,0.6106724040678061,0.3319456797432088,0.026576703261530398,0.16143793746743565
N_Acc_L,0.2614875153844735,-0.05822771680701137,0.018792812218340314,0.4392309394718463,0.31884274722705114,-0.24993857898442212,0.049280906144499544,-0.27185465504848794,0.1882612761446795,0.13942806569346208,-0.16921669765691533,0.07716988910766519,0.41629785399681013,0.41212096774068385,-0.03765225253183415,0.2697851801338948,0.35776642825771254,1.0,-0.017219982252466435,0.07104870950048574,-0.09151336188632989,0.37962630134465447,0.13334108766806993,-0.14360308049344422,-0.3058867201717031
Angular_L,0.020095513553779695,0.1338238391796039,0.14265374126656277,0.04751998807142518,-0.029912708617890388,0.15166471311369153,0.17653423943221816,-0.014006270126559535,0.02588240090287585,-0.04083518867736662,0.09107404394807249,0.13675826890658394,0.05120245903992617,0.08743792545341096,-0.07656821882449119,0.08655075162864925,0.23258648243296842,-0.017219982252466435,1.0,-0.08823066311531137,0.07113038362631206,0.10181923167013335,0.11160756812328648,0.05453695696294005,0.0690257324223793
Postcentral_L,-0.009480050024468521,-0.22398082173869122,-0.1746845480385785,0.14671834394919767,0.22526847106200037,-0.4851395289961495,-0.12980440350304204,0.234421309376226,0.21448162131005652,-0.43193014830120874,-0.011444231531143793,-0.4166154202544413,0.03628289039411217,-0.2857358006753102,0.2062065625227191,0.09021222817057287,0.09674170721987045,0.07104870950048574,-0.08823066311531137,1.0,-0.32941818303083903,-0.34880091197743435,0.11949957247561895,0.1613231083099143,-0.01374812030885124
Frontal_Med_Orb_R,0.37916560329967136,0.540426939654125,0.017256356515357455,-0.5867224164436121,0.22400425506740188,0.544936999543171,0.5846920569084545,-0.4945282194371202,0.09565044872298169,0.15125749797880167,-0.2749157309176278,-0.08977240956163998,0.23071996541120673,0.17857666766757793,-0.6365955371309372,0.21705340290895317,-0.08007757708354546,-0.09151336188632989,0.07113038362631206,-0.32941818303083903,1.0,0.21048949256260416,-0.3212302565383183,-0.055387948026254755,0.30071075049157436
Temporal_Sup_R,-0.13054303989424335,0.39001100742367445,0.5107751168013626,0.11138987392506915,0.022937735869818888,0.4212344488924311,0.49959524554629453,-0.44777911148160165,0.031118467183679447,0.28874494994045025,0.03436443488011442,0.5974614979534033,0.4978853780111606,0.9640998998787438,-0.2940276998939092,0.3409005421214874,0.6106724040678061,0.37962630134465447,0.10181923167013335,-0.34880091197743435,0.21048949256260416,1.0,0.23700625064209946,-0.038484709373762256,-0.16477766354191845
SupraMarginal_R,-0.28104886364524184,-0.10666916109084912,0.3713102569253639,0.311149630293542,0.0353443670450939,-0.033982180180619916,0.012715423080843625,0.14536538749393393,0.009641418343201568,0.13461981290262603,0.2544847955642071,0.2167350101171849,0.10530808073404428,0.1874742981602642,0.21860596060007578,0.10093812369888659,0.3319456797432088,0.13334108766806993,0.11160756812328648,0.11949957247561895,-0.3212302565383183,0.23700625064209946,1.0,-0.030711387540765057,-0.017974015099449875
Parietal_Inf_R,-0.03424963207225485,-0.03841232395804419,0.07557505823017081,-0.01296352641225008,-0.21913362271846643,-0.0034699302322474582,-0.047021172953991226,0.07302492375182752,-0.021495771362333015,-0.029018299128435922,-0.00034759741694408456,0.08030310281165108,-0.058624862290593605,-0.04075144917562448,0.00359410256985091,-0.037622479255744495,0.026576703261530398,-0.14360308049344422,0.05453695696294005,0.1613231083099143,-0.055387948026254755,-0.038484709373762256,-0.030711387540765057,1.0,-0.1339860996416941
Thal_VPL_R,0.058642159047365944,0.3391107042614477,0.13390490031876015,-0.2083414358759145,0.3829339912899458,0.5540492309371691,0.40734503400258865,0.1685379484607289,0.4172119360317673,0.12383724919487944,0.4489287031311225,-0.1581003526706033,0.09829485470312761,-0.2802680441357279,0.1416413269823229,0.1881621251376631,0.16143793746743565,-0.3058867201717031,0.0690257324223793,-0.01374812030885124,0.30071075049157436,-0.16477766354191845,-0.017974015099449875,-0.1339860996416941,1.0
