,OFClat_L,OFCant_R,SupraMarginal_R,Pallidum_L,Temporal_Mid_L,Occipital_Inf_L,Cerebellum_8_L,Hippocampus_L,Temporal_Sup_L,Frontal_Inf_Tri_L,Thal_PuL_R,Thal_VL_L,Raphe_M,Thal_LP_L,Occipital_Sup_L,Cerebellum_Crus2_R,Vermis_8,Vermis_1_2,OFCmed_R,Occipital_Inf_R,Thal_AV_L,Frontal_Inf_Orb_2_L,Vermis_7,Thal_PuA_L,Thal_VL_R,Lingual_L,Precuneus_R,VTA_L,Cerebellum_8_R,Amygdala_L
Cerebellum_Crus2_R,0.34975933574225276,-0.25688599530180795,-0.0047457880136998086,0.186076706917822,0.27988220325208646,-0.056577912560961806,0.44118712903714474,0.008221885928836352,0.1960666260575421,0.38994822001048673,0.12725213744805697,-0.050361648807573246,0.04349603361491682,0.22244527204402578,-0.09312316731984864,1.0,0.6002553397980167,0.38184426775015096,-0.1891184303469565,0.3783264297312536,0.07508343446141114,-0.1407497014304725,0.4414107867550038,0.2660495743873391,0.14191057047406402,0.21533337662826188,0.033671661185118794,0.24393328803316328,0.566176491413087,-0.030211339499174008
Vermis_8,0.33552636594383106,-0.31095228195607816,0.035985385077552515,0.11536247773292697,0.15546413491212074,0.05874525998555776,0.5206042322413205,0.12964831185606224,0.024699137955990255,0.1205146920248594,0.1997376109552892,0.10283622144294803,-0.01579212865700475,0.29418380456980503,0.054331186942776055,0.6002553397980167,1.0,0.34216302876354826,-0.08085718410163006,0.26973128017556425,0.027912554909020518,0.04953628138814479,0.40284739127782276,0.34791589902285,0.09028882622140677,0.10453176684946712,0.07854577306833362,0.3528275912251979,0.48583816884059833,0.1239959704368934
Vermis_1_2,-0.14001736648074994,-0.5085857528917203,0.17031513299635573,-0.08758142057024432,-0.0744500549341255,0.023359707935837103,0.4725920874684855,-0.21203722650852588,-0.29970454347780245,0.2550999010392549,0.007718858727227848,0.48077859776910464,0.3310061184644631,0.5292731935659102,0.09273143487347309,0.38184426775015096,0.34216302876354826,1.0,-0.35011259822549157,-0.3480295821659766,-0.6091729832538113,-0.10917151944823986,-0.10951876480111883,0.36877566752495095,0.11743974452862561,-0.2629444468560567,-0.3365006691127095,-0.005825713198910197,0.6644147833024554,0.27241505928012894
OFCmed_R,0.45771177396947044,0.6637515332314121,-0.37430477323188166,0.02935485276166206,0.403332505058453,-0.2709949077794699,-0.2252589774726975,0.5626908086444432,0.5130066584160988,0.05867937231596359,0.048278016398227326,-0.18015700438525026,0.03064774720244152,-0.38748714216362,-0.3857656717816312,-0.1891184303469565,-0.08085718410163006,-0.35011259822549157,1.0,0.03300562124939684,0.4656116712678037,0.578502924482974,-0.08160226491616783,-0.173997293401994,0.04200395217212148,0.2076079620759607,0.08720196393318552,0.128186562590165,-0.27672760326713647,0.19332606340029507
Occipital_Inf_R,0.23689640740745607,0.1638584504486685,-0.10866540121240059,0.24527326391894663,-0.10963323981311394,0.37352737627636245,0.0864174177299986,0.10631082811523217,-0.0010032728083461432,-0.2686403505696569,0.2248826316097565,-0.3319005854222121,-0.15049841375017342,-0.14667616565857336,0.3021325501800448,0.3783264297312536,0.26973128017556425,-0.3480295821659766,0.03300562124939684,1.0,0.43601758566722454,0.10411691226412288,0.42288973786627604,-0.3296294710353462,0.10693266362756096,0.26965947615006286,0.3757548857665215,0.07534235044952596,-0.07352665199989401,-0.4058816916496067
Thal_AV_L,0.41974196839549505,0.596928421047315,-0.22585290972013514,0.22573928138501353,0.3722146980468975,-0.0994007805305202,-0.1739633453434674,0.5589516887865734,0.5305352053816452,-0.0074187852900365146,0.3285758534543375,-0.46041966471204915,-0.37087074836164563,-0.5050766485921722,-0.20549139925658297,0.07508343446141114,0.027912554909020518,-0.6091729832538113,0.4656116712678037,0.43601758566722454,1.0,0.37379925492419847,0.24819422132127694,-0.21896023542030418,0.16714856633347475,0.4616740605360942,0.47068088784447853,0.3857816311195227,-0.45888346014079473,-0.04338153999465904
Frontal_Inf_Orb_2_L,0.23937984440260113,0.4152009778245299,-0.10666916109084912,0.38815695306798986,0.08007948282382381,0.16430974029160758,0.14574859049545008,0.5986860693655898,0.05055429761424386,-0.28508363506136897,0.22053272223591483,0.2833394644363497,-0.005333597172460801,-0.15153325535056075,0.11840882659444928,-0.1407497014304725,0.04953628138814479,-0.10917151944823986,0.578502924482974,0.10411691226412288,0.37379925492419847,1.0,-0.009634444469229288,0.03209831565593688,0.4448751291569185,0.24824615717408172,0.3448642459625565,0.1651475328784882,-0.2579683478527769,0.41636860465535824
Vermis_7,0.33074985706506344,-0.1821233778866392,-0.02755423672848208,0.053540954867446956,0.20323936884449997,0.06502543119784578,0.05593107891952835,0.061929866304915926,0.18195471639444616,0.05070458166727221,0.10763106138229546,-0.15682142125096027,-0.46960279577208397,0.14710196943272658,0.06672890691186215,0.4414107867550038,0.40284739127782276,-0.10951876480111883,-0.08160226491616783,0.42288973786627604,0.24819422132127694,-0.009634444469229288,1.0,0.1374275567908963,0.33009814524553927,0.3212062203395312,0.2975854818261808,0.36456530914519564,0.027479739721950353,-0.20256368990978896
Thal_PuA_L,0.018964130455972793,-0.504250425285635,0.10386723750716159,0.1345660287719982,0.3759151898838947,-0.21219378326530677,0.2898031452698008,0.09509221937017982,0.17791661767127556,0.3063337612657035,0.020279000577661677,0.3502117669410246,0.010868953768314617,0.3921603927066861,-0.15494063914569692,0.2660495743873391,0.34791589902285,0.36877566752495095,-0.173997293401994,-0.3296294710353462,-0.21896023542030418,0.03209831565593688,0.1374275567908963,1.0,0.17124177154560502,0.26200416812926297,0.11755851406352871,0.3586399360941816,0.20709853309506496,0.37221670386538874
Thal_VL_R,0.002797725262760394,0.02278263439449994,0.12571590524935758,0.47882713532048193,0.004543324339871679,0.1693337178735475,0.3369082458154685,0.4525092577978005,-0.05620289386276134,-0.13718705384593904,0.24950051131028497,0.49529018156110527,-0.17308391604380383,0.24942099207631097,0.21124101093555073,0.14191057047406402,0.09028882622140677,0.11743974452862561,0.04200395217212148,0.10693266362756096,0.16714856633347475,0.4448751291569185,0.33009814524553927,0.17124177154560502,1.0,0.3067509022408007,0.31357033567236714,0.18792597051002163,0.015667959216126334,0.2999639770750641
Lingual_L,0.1329599496505734,0.04635190512514127,0.09511075736146934,0.42583201866924475,0.5541905287419092,0.02655763445981601,0.057022140266992045,0.5197349819503959,0.5571595453433632,-0.04529096138144991,0.2259170752584587,-0.2156479314260364,-0.20481399172676443,-0.024546976934396232,-0.014356368861250662,0.21533337662826188,0.10453176684946712,-0.2629444468560567,0.2076079620759607,0.26965947615006286,0.4616740605360942,0.24824615717408172,0.3212062203395312,0.26200416812926297,0.3067509022408007,1.0,0.8661936521192082,0.46540656320913193,-0.4496658831925269,-0.05198541507399658
Precuneus_R,-0.003298241164663814,0.06412355953409425,0.12687967209184,0.45506826227228026,0.203237282841865,0.36488904498405256,0.06404587994156917,0.38783633996962513,0.22755849707568288,-0.4058528119781637,0.3043427124105819,-0.1616206058592737,-0.2804463400446283,0.0028180471922603805,0.3245599127206112,0.033671661185118794,0.07854577306833362,-0.3365006691127095,0.08720196393318552,0.3757548857665215,0.47068088784447853,0.3448642459625565,0.2975854818261808,0.11755851406352871,0.31357033567236714,0.8661936521192082,1.0,0.3527599616218867,-0.5815134403960373,-0.17423751819513802
VTA_L,0.2326131120585696,-0.22771953262334274,0.01437071137509018,0.07681674994606899,0.5086639173067892,-0.2810436873933037,0.09289053288071907,0.29402619110065387,0.4551242774031373,0.2741434665467986,0.11931260878005256,-0.13435811484142993,-0.3654703996693075,0.19575736431298482,-0.2471058569270989,0.24393328803316328,0.3528275912251979,-0.005825713198910197,0.128186562590165,0.07534235044952596,0.3857816311195227,0.1651475328784882,0.36456530914519564,0.3586399360941816,0.18792597051002163,0.46540656320913193,0.3527599616218867,1.0,-0.12868469482916525,0.11146572992558568
Cerebellum_8_R,0.069877737155264,-0.36656908361430185,0.061702209429738794,-0.06292890293323945,-0.09939131042584208,0.001143210876469371,0.6569090335256034,-0.20585857090701287,-0.2577219385930217,0.414258756675123,-0.09326525944143436,0.3416585687457844,0.28259273519442124,0.41444436586124506,0.021782962010166256,0.566176491413087,0.48583816884059833,0.6644147833024554,-0.27672760326713647,-0.07352665199989401,-0.45888346014079473,-0.2579683478527769,0.027479739721950353,0.20709853309506496,0.015667959216126334,-0.4496658831925269,-0.5815134403960373,-0.12868469482916525,1.0,0.2200649089423826
Amygdala_L,-0.0636199644576714,0.07979868400627199,0.06448001244445313,0.3209355268876659,0.3141231602944294,-0.18447296440334177,0.2992024741660702,0.5897330601308199,0.15262408303561636,0.3101869809727069,0.044602989058934686,0.5255344658304876,0.1725256966874756,0.05190375461983258,-0.18185531120053833,-0.030211339499174008,0.1239959704368934,0.27241505928012894,0.19332606340029507,-0.4058816916496067,-0.04338153999465904,0.41636860465535824,-0.20256368990978896,0.37221670386538874,0.2999639770750641,-0.05198541507399658,-0.17423751819513802,0.11146572992558568,0.2200649089423826,1.0
