,Occipital_Sup_R,Cerebellum_9_L,Frontal_Med_Orb_L,Cerebellum_Crus1_R,Thal_MGN_L,Temporal_Inf_R,ACC_pre_L,Cingulate_Post_L,Precentral_L,Temporal_Sup_R,VTA_L,Cerebellum_4_5_R,Precuneus_R,Postcentral_R,Thal_AV_L,Cerebellum_6_R,Hippocampus_L,Cerebellum_9_R,Pallidum_R,Thal_PuA_R,Temporal_Mid_R,ACC_sub_L,OFCant_L,Temporal_Pole_Mid_L,N_Acc_L,Frontal_Sup_2_L,Thal_PuA_L,SN_pr_L,Olfactory_L,Thal_IL_L,Raphe_D,Cerebellum_6_L,Thal_IL_R,Rectus_L,Thal_AV_R
VTA_L,0.5185935246513916,0.5277673797941798,-0.05404567230063048,0.4126379037560745,-0.03426718527387229,0.041052652577811516,0.045113913068871116,0.2526307113761374,0.3715343925772306,0.06858728810658216,1.0,0.2975392458095107,0.28765756558111244,0.2147996467354668,0.20157685659467808,0.557148022665078,0.4190725254166728,0.2420691687883239,0.11197910528750142,0.27005996909930385,0.3262242560923494,-0.05417087582629283,0.31971732943152004,-0.32762589195443614,0.1529414730763078,0.3335725495113172,0.1864993697956812,0.301704599241974,-0.16227017663082702,-0.1188794422551057,0.19940132656675993,0.5751451419415141,-0.19846448095477667,-0.23627597551745874,-0.23648504748929322
Cerebellum_4_5_R,0.5579312343883285,0.5742513110941142,0.012632555647142553,0.3724610852293674,0.5739537463188249,0.3947912670567391,0.013735625212872714,0.5642201473194478,0.6100201289367179,0.6218048166465217,0.2975392458095107,1.0,0.6884210452004611,0.6217213475267996,0.13762351421347044,0.6312360062103147,0.5840891797875889,0.345110673169981,0.10961244111316111,0.20765679010841645,0.5042922478466886,-0.11116271994954526,0.0931761811851763,-0.1077729015383674,0.01321458194473902,0.5255546399391992,0.30740694522838824,0.41208510067917764,0.10270310716331106,0.30308669701286706,0.29078710235428057,0.5519034713482682,0.389010004538039,-0.030046534166959734,0.0016488776722094426
Precuneus_R,0.6425668432102392,0.43245561764053836,0.04077747493949978,0.10026375686721123,0.30143700609591706,0.2366565208555548,0.0920248930327085,0.688666387092412,0.7035909011411795,0.5522218542732743,0.28765756558111244,0.6884210452004611,1.0,0.755187064189433,0.09450775449306448,0.41380703170685673,0.46207346751357353,0.4854461553009987,0.06402065688138663,0.2464889134194226,0.5329819614376219,-0.10312861174076936,-0.16705078529674677,0.012659522025030217,0.0034350256696911038,0.3537340140207171,0.15045420593066092,0.43380955468869586,-0.11527227170989732,0.23777225639110391,0.4155402904595392,0.35907356027609333,0.3410568322148835,-0.24531081631500287,0.0930144512578852
Postcentral_R,0.508758916449852,0.3490786525820925,0.17178797748541577,0.05293880967530465,0.20851175984674847,0.37696035153993795,0.044563947089173425,0.4117801503376517,0.7934295105461346,0.610534076129098,0.2147996467354668,0.6217213475267996,0.755187064189433,1.0,0.20601313642277524,0.285256676144043,0.5101529977312378,0.39366777701073935,0.20121251178102117,0.1804346933269044,0.43338907396561954,0.04019150799705264,-0.12655028754407005,0.05500599043085571,0.10237580540784315,0.36060492185420684,0.22190995705173963,0.3902597893659599,0.05925473130138373,0.2037725849488696,0.3545495279687064,0.24725115245601817,0.3176597546461067,-0.016366083503241886,0.057115748954124676
Thal_AV_L,0.25015682976937864,0.2492099733755523,-0.06884756522508555,0.22929885248519222,0.07967173248307637,0.000786847332372203,0.10375704847555076,0.053860159129394326,0.3178367748281266,0.09838981754128223,0.20157685659467808,0.13762351421347044,0.09450775449306448,0.20601313642277524,1.0,0.22967636720623863,0.3695070638838329,0.07311759994192858,0.01281769369605221,0.18378280637328048,0.20857968014735231,0.09545519389400157,0.4192449059192023,-0.17671729365919664,0.1259761597104613,0.16600495551089808,0.3069853353621563,0.062269396973172735,-0.18608995761417652,-0.41394418646568987,-0.025931768337399533,0.1975078505978974,-0.1664639359305474,0.19077471239646643,0.2062264121954395
Cerebellum_6_R,0.7479586271251161,0.813305712050638,-0.11461076158147065,0.8504342855004468,0.3276720079768578,0.188894863501692,-0.15284903203334224,0.5085558926377107,0.5160130722809813,0.36530460597441977,0.557148022665078,0.6312360062103147,0.41380703170685673,0.285256676144043,0.22967636720623863,1.0,0.6845897668403095,0.37650012570857505,0.20248268339870096,0.5530770672168996,0.7323465125710173,-0.2021368262488837,0.35208523279661347,-0.5695308902410501,-0.008051516864507979,0.6003719679308163,0.5687916297733799,0.5756166894712373,-0.1512146363033963,0.10383891885886981,0.3647775954036936,0.9560753906003376,0.06480305093037167,-0.2745706110448266,-0.09354603872282637
Hippocampus_L,0.6127198819897917,0.6344864835911752,0.05924556570963559,0.6391973009311804,0.38399284475074963,0.4698301601177384,-0.04276058698570093,0.5073757368553904,0.7297204364402624,0.6276790091427223,0.4190725254166728,0.5840891797875889,0.46207346751357353,0.5101529977312378,0.3695070638838329,0.6845897668403095,1.0,0.23166564660129166,0.34219934111273814,0.3557242280956548,0.6515775979518895,-0.12917251862239182,0.4617416513099959,-0.19618999937398307,0.29837568493258854,0.8237188725075546,0.5157278876821854,0.6931465809982229,-0.03611637334209355,0.040941700546054303,0.16586093937897564,0.6669750499902145,0.1019598758857093,-0.012119789545713057,0.055989710446904324
Cerebellum_9_R,0.3559640039983287,0.5706864550866234,0.18518869893071738,0.23420071301913248,-0.021346993304449977,0.08186772015945702,-0.013193888253973222,0.32262271213875393,0.37696464673651425,0.1658602366841705,0.2420691687883239,0.345110673169981,0.4854461553009987,0.39366777701073935,0.07311759994192858,0.37650012570857505,0.23166564660129166,1.0,0.3703735819185946,0.15995197729030106,0.24220681056699098,0.2659514596824393,-0.027495446606979217,0.009597767151212699,0.151196090441795,0.14027621738645574,0.048881427789330384,0.2978915030290732,0.08458764535757186,-0.0729418435356465,0.1093297460951845,0.24782705882260697,0.21773415324311235,-0.054386833837513415,0.09947422977974676
Pallidum_R,0.025813097788988888,0.2553637929284381,0.31698077427222565,0.29023895655069737,0.021973598107528032,0.3248678762633321,-0.12072700102410429,0.09993815498508897,0.18595243408904066,0.29309919815115765,0.11197910528750142,0.10961244111316111,0.06402065688138663,0.20121251178102117,0.01281769369605221,0.20248268339870096,0.34219934111273814,0.3703735819185946,1.0,0.05833724888006474,0.18794120206917278,0.2024195322551655,0.3479912071629864,-0.0025294538512440523,0.6676264855623885,0.32209549303774093,-7.70044899486139e-05,0.36454713945945366,0.33758493380128063,-0.16789107813746612,-0.3086394543003162,0.10239646107878177,0.14192224063289824,0.24867759610871407,0.18016494536714758
Thal_PuA_R,0.5566862577557163,0.3616932214174753,-0.11420778092338688,0.39414769167292246,0.08931841367290073,-0.019618048378324773,-0.1290160384204942,0.3099823205161642,0.33598288223772643,0.034370166355014754,0.27005996909930385,0.20765679010841645,0.2464889134194226,0.1804346933269044,0.18378280637328048,0.5530770672168996,0.3557242280956548,0.15995197729030106,0.05833724888006474,1.0,0.5228818331639942,-0.26938747517499695,0.05439745123867975,-0.462125828223536,-0.24629197238071693,0.3028825888017004,0.5738348531961732,0.42715605089737646,-0.4745819908497773,0.035811505772530734,0.43577383931407715,0.6337798163558717,0.04823014442505882,-0.4799111357621877,0.07169161262073034
Temporal_Mid_R,0.8215948679343309,0.5387228368247857,-0.07650585887963868,0.668990604289972,0.256935397859711,0.40276921556085965,-0.22996358017345178,0.5059056872845077,0.6284094936848754,0.5095894040585132,0.3262242560923494,0.5042922478466886,0.5329819614376219,0.43338907396561954,0.20857968014735231,0.7323465125710173,0.6515775979518895,0.24220681056699098,0.18794120206917278,0.5228818331639942,1.0,-0.16291648966207384,0.1747711796167792,-0.5038792918604313,-0.011559391934721927,0.4837082285321834,0.48831382408845586,0.4687453474448492,-0.07267726384569916,0.18672065034933924,0.4932423785631822,0.6903190952078915,0.14930025960564344,-0.16251153376628444,-0.0992733297179567
ACC_sub_L,-0.13590781593987805,-0.014683936632846924,0.1315827053443657,-0.15612365633662575,-0.28987185740602317,-0.03196089321618273,-0.010799213450128943,-0.2012482637561526,-0.0012308219701700916,-0.07987378299250715,-0.05417087582629283,-0.11116271994954526,-0.10312861174076936,0.04019150799705264,0.09545519389400157,-0.2021368262488837,-0.12917251862239182,0.2659514596824393,0.2024195322551655,-0.26938747517499695,-0.16291648966207384,1.0,0.005865029216910002,0.24476248259421277,0.2618439898750185,-0.13905284219352057,-0.13225390215616856,-0.09893744890284807,0.26587947020242825,-0.1622130801864707,-0.15670308751699386,-0.262929842496094,0.012839967162910117,0.3094472336369892,-0.09890637999561017
OFCant_L,0.16938891921883287,0.32346437270817563,-0.007143061661508771,0.49190648805057413,0.0991557204332846,0.07308592070484841,-0.1285609979785433,-0.01368624974714318,0.03156600050289693,0.07659392527362523,0.31971732943152004,0.0931761811851763,-0.16705078529674677,-0.12655028754407005,0.4192449059192023,0.35208523279661347,0.4617416513099959,-0.027495446606979217,0.3479912071629864,0.05439745123867975,0.1747711796167792,0.005865029216910002,1.0,-0.27461049916317043,0.45469846641544776,0.3697294261794831,0.12059133066719284,0.1459341832363649,0.05556852688655871,-0.3048879193817961,-0.34419033615385247,0.35154447774283654,-0.18219493272616008,0.24196065581067813,0.03978068125912768
Temporal_Pole_Mid_L,-0.4789342675016988,-0.31444013895302336,0.16910382193379564,-0.5473454776936618,0.01276167289099724,0.07892681611626515,0.20438130973431262,-0.049463200921053045,-0.05028361437063897,0.03574886900563704,-0.32762589195443614,-0.1077729015383674,0.012659522025030217,0.05500599043085571,-0.17671729365919664,-0.5695308902410501,-0.19618999937398307,0.009597767151212699,-0.0025294538512440523,-0.462125828223536,-0.5038792918604313,0.24476248259421277,-0.27461049916317043,1.0,0.11320067749223461,-0.1171122723903435,-0.3065202344310485,-0.16108971893314916,0.24486387017706143,0.12794334356377177,-0.31964706232655915,-0.5923531976696738,0.11925721196696192,0.19286702777523615,0.24328516437891443
N_Acc_L,-0.06719075596240916,0.07929877551829158,0.30752473000336633,0.15550961262984478,-0.10189930370037358,0.3063301556152475,0.0955552353504635,-0.09834453538295615,0.05294920781962451,0.23767628775142619,0.1529414730763078,0.01321458194473902,0.0034350256696911038,0.10237580540784315,0.1259761597104613,-0.008051516864507979,0.29837568493258854,0.151196090441795,0.6676264855623885,-0.24629197238071693,-0.011559391934721927,0.2618439898750185,0.45469846641544776,0.11320067749223461,1.0,0.12496589379934973,-0.3343391495884815,0.21679900579277034,0.17933545229109157,-0.4224312405130892,-0.530805728318169,-0.09280151355623198,-0.13016854891498736,0.3170909369265855,0.15878436696903103
Frontal_Sup_2_L,0.3775623256931145,0.5815809495966415,0.15355181835129145,0.5204715333871641,0.4249205194735156,0.46802692898809806,-0.06476408097133603,0.46885343252390305,0.5836032529846306,0.6188428680801169,0.3335725495113172,0.5255546399391992,0.3537340140207171,0.36060492185420684,0.16600495551089808,0.6003719679308163,0.8237188725075546,0.14027621738645574,0.32209549303774093,0.3028825888017004,0.4837082285321834,-0.13905284219352057,0.3697294261794831,-0.1171122723903435,0.12496589379934973,1.0,0.633941815393745,0.7011635761359997,0.03918766332073317,0.2213007455704544,0.15733569575058667,0.5819621300927934,0.17842906679164394,-0.11126794965011956,0.12095449802234758
Thal_PuA_L,0.37019571670310497,0.48971217883439766,-0.018124587377071486,0.4941510695735488,0.3721799073511547,0.19104941258359975,-0.18751586391496183,0.33597647395174857,0.41682746755990646,0.3716836001917966,0.1864993697956812,0.30740694522838824,0.15045420593066092,0.22190995705173963,0.3069853353621563,0.5687916297733799,0.5157278876821854,0.048881427789330384,-7.70044899486139e-05,0.5738348531961732,0.48831382408845586,-0.13225390215616856,0.12059133066719284,-0.3065202344310485,-0.3343391495884815,0.633941815393745,1.0,0.45318197128169985,-0.12421932168569155,0.23870512568101274,0.48573337174845604,0.5895456761984972,0.07369336989117052,-0.21481986025751929,0.02921089925968885
SN_pr_L,0.4402070677905414,0.4811869594598238,0.199818365566212,0.455387093816658,0.27701142318364197,0.39103476337795995,-0.009252680852190751,0.4844862872312481,0.5692748285309351,0.5614238544479518,0.301704599241974,0.41208510067917764,0.43380955468869586,0.3902597893659599,0.062269396973172735,0.5756166894712373,0.6931465809982229,0.2978915030290732,0.36454713945945366,0.42715605089737646,0.4687453474448492,-0.09893744890284807,0.1459341832363649,-0.16108971893314916,0.21679900579277034,0.7011635761359997,0.45318197128169985,1.0,-0.2196172302821695,0.11566478900008695,0.180809247569111,0.5535788953771691,0.17070793374622512,-0.41599574085684415,0.25622486305055653
Olfactory_L,-0.25377719413109023,-0.021538522520163382,0.00736781989878915,0.02572356882598011,0.11822137335698343,0.3025609546280286,-0.17219058964773692,-0.10964776368535549,-0.034111950708938236,0.16625394181509595,-0.16227017663082702,0.10270310716331106,-0.11527227170989732,0.05925473130138373,-0.18608995761417652,-0.1512146363033963,-0.03611637334209355,0.08458764535757186,0.33758493380128063,-0.4745819908497773,-0.07267726384569916,0.26587947020242825,0.05556852688655871,0.24486387017706143,0.17933545229109157,0.03918766332073317,-0.12421932168569155,-0.2196172302821695,1.0,0.13407100473992528,-0.07437102713056058,-0.27719676696840645,0.16636686283350496,0.6120128610503202,-0.21865404655711704
Thal_IL_L,0.12196916756652561,0.050646033364278524,0.08639476455675524,-0.009116689417142766,0.2867914878431961,0.14787917550115873,-0.0876621896165294,0.2588317111634144,0.16377154674005848,0.26857448530632033,-0.1188794422551057,0.30308669701286706,0.23777225639110391,0.2037725849488696,-0.41394418646568987,0.10383891885886981,0.040941700546054303,-0.0729418435356465,-0.16789107813746612,0.035811505772530734,0.18672065034933924,-0.1622130801864707,-0.3048879193817961,0.12794334356377177,-0.4224312405130892,0.2213007455704544,0.23870512568101274,0.11566478900008695,0.13407100473992528,1.0,0.30349001553612587,0.13014690659305533,0.4142161715291238,-0.17488924025684724,-0.09510917413095428
Raphe_D,0.5250659976987914,0.26697727380973374,-0.20169963626900395,0.14977892944224186,0.16716875073270307,0.01832998328805536,-0.15573350094084354,0.3315632174977568,0.40127834559744624,0.216728239462583,0.19940132656675993,0.29078710235428057,0.4155402904595392,0.3545495279687064,-0.025931768337399533,0.3647775954036936,0.16586093937897564,0.1093297460951845,-0.3086394543003162,0.43577383931407715,0.4932423785631822,-0.15670308751699386,-0.34419033615385247,-0.31964706232655915,-0.530805728318169,0.15733569575058667,0.48573337174845604,0.180809247569111,-0.07437102713056058,0.30349001553612587,1.0,0.4049662930520573,0.04212998267430653,-0.37264081081533323,-0.30690749254375477
Cerebellum_6_L,0.7622939940828455,0.7514781853776332,-0.11457490757765984,0.7909621785048365,0.26965723393205615,0.08503315364568807,-0.1544878131540237,0.4624357730842096,0.48436968940333847,0.2599836174828958,0.5751451419415141,0.5519034713482682,0.35907356027609333,0.24725115245601817,0.1975078505978974,0.9560753906003376,0.6669750499902145,0.24782705882260697,0.10239646107878177,0.6337798163558717,0.6903190952078915,-0.262929842496094,0.35154447774283654,-0.5923531976696738,-0.09280151355623198,0.5819621300927934,0.5895456761984972,0.5535788953771691,-0.27719676696840645,0.13014690659305533,0.4049662930520573,1.0,0.026538304855474423,-0.36534604719884256,-0.14739302939108725
Thal_IL_R,0.06660293029467534,0.016698734575859124,0.1056370082499024,-0.05955107195412856,0.35485106955358015,0.15953914786396356,-0.12615878283681495,0.3113292526273773,0.2107435691386222,0.22498272237117273,-0.19846448095477667,0.389010004538039,0.3410568322148835,0.3176597546461067,-0.1664639359305474,0.06480305093037167,0.1019598758857093,0.21773415324311235,0.14192224063289824,0.04823014442505882,0.14930025960564344,0.012839967162910117,-0.18219493272616008,0.11925721196696192,-0.13016854891498736,0.17842906679164394,0.07369336989117052,0.17070793374622512,0.16636686283350496,0.4142161715291238,0.04212998267430653,0.026538304855474423,1.0,0.12908077325671993,0.25849827008682097
Rectus_L,-0.3377205295325871,-0.15603492852964043,-0.048340884336086375,-0.0688621378706347,0.06866097786393065,0.11719832020655582,-0.003256083446824567,-0.1796095840701202,-0.13135034430296372,0.005179535183024692,-0.23627597551745874,-0.030046534166959734,-0.24531081631500287,-0.016366083503241886,0.19077471239646643,-0.2745706110448266,-0.012119789545713057,-0.054386833837513415,0.24867759610871407,-0.4799111357621877,-0.16251153376628444,0.3094472336369892,0.24196065581067813,0.19286702777523615,0.3170909369265855,-0.11126794965011956,-0.21481986025751929,-0.41599574085684415,0.6120128610503202,-0.17488924025684724,-0.37264081081533323,-0.36534604719884256,0.12908077325671993,1.0,-0.12313159829358382
Thal_AV_R,-0.17582324565554258,-0.07113542207021506,0.30095674506086634,-0.13959257550789347,0.21967163449729982,0.04043676275344476,0.06194997905174231,0.11667043129637769,0.018316159625792368,0.2037544270953288,-0.23648504748929322,0.0016488776722094426,0.0930144512578852,0.057115748954124676,0.2062264121954395,-0.09354603872282637,0.055989710446904324,0.09947422977974676,0.18016494536714758,0.07169161262073034,-0.0992733297179567,-0.09890637999561017,0.03978068125912768,0.24328516437891443,0.15878436696903103,0.12095449802234758,0.02921089925968885,0.25622486305055653,-0.21865404655711704,-0.09510917413095428,-0.30690749254375477,-0.14739302939108725,0.25849827008682097,-0.12313159829358382,1.0
