,Cerebellum_3_R,Vermis_8,Frontal_Sup_2_R,SN_pr_L,Cerebellum_Crus1_L,Cerebellum_7b_R,Cerebellum_10_R,Cerebellum_9_R,Temporal_Sup_L,Vermis_4_5,Angular_R,Thal_IL_L,Putamen_L,Raphe_D,Cerebellum_6_L,Cerebellum_6_R,Frontal_Mid_2_R,Calcarine_L,Insula_R,Thal_IL_R,Precuneus_R,Occipital_Mid_L,ACC_pre_L,ParaHippocampal_L,Cuneus_L,Cingulate_Post_R,Frontal_Med_Orb_L,Thal_VA_L,Caudate_L,Thal_MDl_L,LC_R,SN_pr_R,Caudate_R,Precuneus_L,Thal_PuI_R,Vermis_10,Temporal_Inf_L,Parietal_Sup_R,Parietal_Sup_L,Cingulate_Mid_L,Supp_Motor_Area_L,Frontal_Sup_Medial_L,Thal_MDm_R,Cingulate_Mid_R,Hippocampus_L,Rectus_R,Occipital_Sup_R,Thal_VL_L,Thal_LP_R,Temporal_Pole_Mid_R
Angular_R,0.5351392695518997,0.16696277430846587,0.09506274613629907,0.25287074935461296,0.2293118747083379,0.1580400542358929,0.4132663127846526,0.44048673148550166,0.2749468848224941,0.44140487089879105,1.0,0.10527127184211792,-0.09068816221822447,0.551115793892691,0.36851818144376924,0.366199980156828,0.24455225710377876,0.6320966973572367,-0.020650754072027166,0.16383014753532818,0.7416899983490464,0.6447415828340887,-0.06522336531126295,0.4841832971792346,0.7976840431007411,0.47558384129020914,-0.044236651591258794,-0.28876392654384103,-0.059756474809794735,-0.16574825163832846,-0.061439673457822606,0.3501834742807481,-0.14798592814929148,0.883067447371626,0.09888959746775541,0.07520388459387302,0.22799462960258893,0.8693733601773946,0.7640971816881065,0.632489707696658,0.43285405770705787,0.13485133091967008,0.5714230962,0.6273072364743969,0.361225951100896,-0.26260980707286724,0.7822794991988152,0.23076466480674615,-0.19610999988892627,0.0060985305590237505
Thal_IL_L,0.04236807212261422,0.01725474283532479,0.1831690310475839,0.11566478900008695,0.10463582815334417,-0.23082729034265606,0.22811668601844795,-0.0729418435356465,0.21499480371182264,0.18293365009573598,0.10527127184211792,1.0,-0.17556067639260484,0.30349001553612587,0.13014690659305533,0.10383891885886981,0.23133167092942614,0.2562040918805702,-0.03914281286226602,0.4142161715291238,0.23777225639110391,0.09895105474167246,-0.0876621896165294,0.01879024001568711,0.08753586785285719,0.18034633856714521,0.08639476455675524,0.2747272569833562,0.1599679179250535,0.1363154976110685,0.0519099049822913,0.42110467239441296,0.1657675271423272,0.13472755614435455,0.5869837355501663,0.01608428086494823,0.12993376732417003,0.05897398102893955,0.03697105109093955,0.17840768884209787,0.09845582458427636,0.2386500403383792,0.09911499127231028,0.10310129876189962,0.040941700546054303,-0.13819166550118098,0.12196916756652561,0.5830094784604295,0.41747663856072925,0.07183030964558776
Putamen_L,0.2277815119205515,0.08443579011591684,0.08281228049861475,0.015042411133662625,-0.08195352153967135,0.317978172567171,0.0017463445703902185,0.15897747861113393,0.2503862570999289,0.05056820231827078,-0.09068816221822447,-0.17556067639260484,1.0,-0.21607412210624347,-0.10843890118381669,0.020691223360534923,0.5060837201313283,-0.12021695474657959,0.5932536619123694,0.12321177207396433,-0.06896209619106645,-0.2189061654125621,-0.20790947835661247,0.10131953542462505,-0.22717699259148919,0.026184597688826996,0.1650507517509055,0.6372711185699074,0.6775840264714736,0.5526406820422238,0.27495867539685565,-0.1049397443007548,0.6533066490919633,-0.05803836228047973,-0.014616526620072727,0.35775055501726855,0.16637332882324887,-0.14420150664241102,-0.13012752868888894,0.24573450742156416,0.13424505916412752,0.11447101390045215,-0.3065740092992413,0.1646765892909276,0.2627318370279352,0.6257353161931356,-0.12209207434781312,0.36342220008959725,0.25025932806325923,0.31605291714802497
Raphe_D,0.3062192136482513,0.2219801429974053,0.1445227654843854,0.180809247569111,0.38106421887126646,-0.22510525285776745,0.36881028419558903,0.1093297460951845,0.3099985873920694,0.21188649908817034,0.551115793892691,0.30349001553612587,-0.21607412210624347,1.0,0.4049662930520573,0.3647775954036936,0.11642090013883306,0.5203190663558256,-0.0497606411178779,0.04212998267430653,0.4155402904595392,0.5446831858031125,-0.15573350094084354,0.2630516994926491,0.4809224323093458,0.40475968577977395,-0.20169963626900395,-0.2751221493059913,0.06590370878860209,-0.1446331935324402,-0.29007770812085937,0.5139452230348472,-0.0064448928511988204,0.5353529727033288,0.20163314367017157,0.15945871058851666,0.1638801215669488,0.4403999008932059,0.35596713549871745,0.3395416615738441,0.25056001120990684,0.015003409877384343,0.26721581725618454,0.29293375083245804,0.16586093937897564,-0.4356911470406795,0.5250659976987914,0.4137115617281478,-0.11007462136799621,0.061142787687669335
Cerebellum_6_L,0.5450233386485299,0.7794937904453421,0.37726216033907206,0.5535788953771691,0.9222991244401559,0.03601442846482749,0.7679337481218842,0.24782705882260697,0.6398253961878178,0.6608189212327032,0.36851818144376924,0.13014690659305533,-0.10843890118381669,0.4049662930520573,1.0,0.9560753906003376,0.2659498396376492,0.8203280410558518,-0.06092028891313308,0.026538304855474423,0.35907356027609333,0.8362329970348601,-0.1544878131540237,0.724024116460209,0.6808867676827668,0.5322735958759074,-0.11457490757765984,-0.27368143579705545,-0.04691674905905001,-0.2577996473606497,0.1528037637183683,0.3496303081085235,-0.06056417986495273,0.22581083618505812,-0.10040578472677149,0.4418331660056508,0.6782517680925356,0.08629269170079888,-0.1250752277865135,0.42709548905340977,0.46642613313978865,0.19350019393163248,0.6305631355066859,0.4854713010739697,0.6669750499902145,-0.4568505993125534,0.7622939940828455,0.19639062569761448,-0.10821128457547113,-0.29740356670660323
Cerebellum_6_R,0.6114854516499023,0.828641054965094,0.3918283565085237,0.5756166894712373,0.8802703686814516,0.11339171971237276,0.7552887917693429,0.37650012570857505,0.679047060230081,0.7195982468250584,0.366199980156828,0.10383891885886981,0.020691223360534923,0.3647775954036936,0.9560753906003376,1.0,0.3344597651908401,0.8364849437701152,0.04912387374684411,0.06480305093037167,0.41380703170685673,0.7906585972192282,-0.15284903203334224,0.7067590547872967,0.6535697455708095,0.5537878510942036,-0.11461076158147065,-0.16606389899400575,0.042690213649239826,-0.12870067118571105,0.20444956098870418,0.3090568623831809,0.028434540917649218,0.2504375548465694,-0.09517693058358774,0.5575054118012097,0.6889464776958224,0.06639437147579928,-0.1383189341054855,0.45169588335557437,0.503864837686895,0.24593999216714185,0.5792602716477444,0.5205107642369753,0.6845897668403095,-0.3735748556238914,0.7479586271251161,0.2477683571889793,-0.029637042596015954,-0.20911371253264835
Frontal_Mid_2_R,0.5169627058406396,0.22759082021795107,0.5560586713480998,0.4758576967784392,0.13091023470188276,0.04477402162485086,0.46034314912653673,0.2717488562932957,0.6922685419085437,0.5469337715643032,0.24455225710377876,0.23133167092942614,0.5060837201313283,0.11642090013883306,0.2659498396376492,0.3344597651908401,1.0,0.37807916879519887,0.572498145498013,0.3785689790937451,0.49087668078350016,0.07362389623042326,-0.09427269240503215,0.3999896942143987,0.1367696749506703,0.4101249991372445,0.24040159315468332,0.6046562699661929,0.5267481326730634,0.603884011476294,0.5015715807657621,0.18253131898489502,0.49370990714520785,0.2927054081103469,0.0766087975446172,0.43785968645508794,0.5533364170538143,0.12318458452524512,-0.0009329793690291556,0.5794927731823674,0.6063824509321718,0.575670209690404,0.17087498133533374,0.566934323967586,0.6011581614932671,0.09693424749636895,0.2707160136993728,0.5741377461127031,0.4812273239671314,0.23845036577622294
Calcarine_L,0.6679210953701196,0.5851151697596498,0.3774583472135695,0.5405842824295088,0.6803392994975225,0.04226298358729644,0.7264090369058355,0.4082661956075902,0.630389745171172,0.7817514226171813,0.6320966973572367,0.2562040918805702,-0.12021695474657959,0.5203190663558256,0.8203280410558518,0.8364849437701152,0.37807916879519887,1.0,0.0062534964325520765,0.1819329516595823,0.6784781038191912,0.8176658796078978,-0.1459830853137096,0.6783912445954399,0.8015439883859319,0.6236519077191729,-0.09095603306764802,-0.21233621231962707,-0.05487290404147019,-0.13090056062328123,0.16489876439686224,0.3427032491546866,-0.10898909563083016,0.5562172831083911,0.12413286679661252,0.3864005821998897,0.572631100003663,0.36504052169971385,0.17858196873540916,0.5406641230175919,0.5756769209141132,0.3177749425327046,0.6161036685630101,0.6202236841832622,0.6032881239517851,-0.45493341940926624,0.8295309190211752,0.3239335158256364,0.03852711023982194,-0.17562832106019588
Insula_R,0.36340188502601983,0.08328368584190597,0.5029205587106242,0.2894315838996287,-0.13187402628567882,0.1050379685233549,0.07866136579665202,0.05013987639004669,0.3543699477387937,0.24034585368516698,-0.020650754072027166,-0.03914281286226602,0.5932536619123694,-0.0497606411178779,-0.06092028891313308,0.04912387374684411,0.572498145498013,0.0062534964325520765,1.0,0.09100896224914973,0.17704729729110197,-0.23853229705996845,0.1551152686280811,0.1816315117851688,-0.13108306438276857,0.11597677026581008,0.2969690707629053,0.49487963608175056,0.4815416970157966,0.52206625598828,0.2926805349768275,0.1343390439229827,0.5450505120080884,0.14442728653747453,-0.10217619259150941,0.39025889704503675,0.06991398010697054,0.009289751057147598,0.07245239862840648,0.39145665576928296,0.32308725299601215,0.4011786259632705,-0.16979511477588208,0.37329530538909567,0.42080103607168534,0.2859319991468673,-0.016946554712637844,0.3408379140321997,0.3372673884082319,0.2176225925539829
Thal_IL_R,0.14152840439097147,-0.009919751599156854,0.16261319217017992,0.17070793374622512,-0.06175938648202608,-0.11665756352905579,0.12850215967894554,0.21773415324311235,0.1278197858510128,0.31852747827204325,0.16383014753532818,0.4142161715291238,0.12321177207396433,0.04212998267430653,0.026538304855474423,0.06480305093037167,0.3785689790937451,0.1819329516595823,0.09100896224914973,1.0,0.3410568322148835,-0.008540365106723052,-0.12615878283681495,0.17114615336473687,0.053244145058707955,0.2118072433138513,0.1056370082499024,0.3673640695987588,0.20555223008159687,0.3206822374081916,0.42561755305107957,0.10351214437873231,0.17110611272523935,0.16597818677607182,0.401474959179246,0.0962878939166135,0.11178978568290585,0.11769157915807403,0.10854160806348453,0.23073716500361086,0.11680576320761256,0.30916155593632483,0.24130711481839373,0.16692382447051293,0.1019598758857093,0.14552110235034885,0.06660293029467534,0.33139933764753177,0.41604730802371304,0.15212236350889902
Precuneus_R,0.6037922133372898,0.22143385667809826,0.35567952126372065,0.43380955468869586,0.1402062609246117,0.032593199124896,0.4504277588847384,0.4854461553009987,0.4847409432689199,0.6814893634362305,0.7416899983490464,0.23777225639110391,-0.06896209619106645,0.4155402904595392,0.35907356027609333,0.41380703170685673,0.49087668078350016,0.6784781038191912,0.17704729729110197,0.3410568322148835,1.0,0.42195059513872374,0.0920248930327085,0.4506157508103334,0.6794682807531871,0.5956014878545252,0.04077747493949978,0.027418347457412815,0.03526352851414771,0.17749805206847544,0.2674105241265089,0.2575220255010435,0.0024033293616457425,0.8343794259264387,0.18380441087324673,0.19809119858042784,0.3732612642352749,0.6873744102281644,0.5614776678019324,0.6027263311417727,0.5838178667254318,0.44417358075590113,0.5931472248048689,0.6700398814227949,0.46207346751357353,-0.25745511957235123,0.6425668432102392,0.31706032570492354,0.13293838329339935,0.059588561701450195
Occipital_Mid_L,0.41936128097076314,0.6014132269146294,0.15942416581536228,0.37347456146202124,0.8080339634016319,0.1060189313662196,0.6690670758910171,0.290907213075035,0.4167544679012507,0.5066158363275888,0.6447415828340887,0.09895105474167246,-0.2189061654125621,0.5446831858031125,0.8362329970348601,0.7906585972192282,0.07362389623042326,0.8176658796078978,-0.23853229705996845,-0.008540365106723052,0.42195059513872374,1.0,-0.21367918460864407,0.6175938067657811,0.8130173505573817,0.6167035260158713,-0.22763896031143568,-0.48790409345694985,-0.1321497908244199,-0.4196148850339346,-0.09998717702616698,0.3863161248467515,-0.21363596843474972,0.4288968706613487,0.04540548457180685,0.2660994566170763,0.4710457079388549,0.3176069424538471,0.18306234330008295,0.4314110043300608,0.3874197519013525,0.03131979072495014,0.664456362293926,0.447765556203239,0.48292532980629865,-0.48628948198861033,0.8429755991517215,0.12469162412981553,-0.29677783396822016,-0.2470670949919908
ACC_pre_L,-0.06588422895434394,-0.13277618627692578,0.10884378401299011,-0.009252680852190751,-0.19097064181664852,-0.1521848742988299,-0.10111261643165774,-0.013193888253973222,-0.11351650149573667,0.01977686796897659,-0.06522336531126295,-0.0876621896165294,-0.20790947835661247,-0.15573350094084354,-0.1544878131540237,-0.15284903203334224,-0.09427269240503215,-0.1459830853137096,0.1551152686280811,-0.12615878283681495,0.0920248930327085,-0.21367918460864407,1.0,-0.07352867946262048,-0.08120816729354292,-0.14354978540162228,-0.028043793646812625,-0.10291678467360174,-0.095822992554118,0.024159771220998594,0.08214753846533876,-0.15406627700093492,-0.0018258200855401962,0.05229173654215262,-0.06221213841330301,-0.05371511520834981,-0.150216284030952,0.11041382207480102,0.12427861174184127,-0.046935690293602506,-0.003908978050380355,0.060399975869211024,0.03402373054576713,-0.001289435434047526,-0.04276058698570093,0.010843232906247748,-0.12482152657960156,-0.13073116016830608,-0.10862739843587911,-0.03806203125404079
ParaHippocampal_L,0.6836100271134521,0.5929610000881061,0.39734755112446807,0.47370200322096045,0.5671722750335186,0.0892432817816532,0.6251834560994161,0.2623389524964512,0.5692680694923422,0.6736980752647295,0.4841832971792346,0.01879024001568711,0.10131953542462505,0.2630516994926491,0.724024116460209,0.7067590547872967,0.3999896942143987,0.6783912445954399,0.1816315117851688,0.17114615336473687,0.4506157508103334,0.6175938067657811,-0.07352867946262048,1.0,0.6224039079626563,0.4753150663317722,0.01380870447023755,-0.10247830194274221,-0.10210412983495555,-0.09613267058668366,0.2479927963119089,0.23934325517829638,-0.09862989989727997,0.3883466365819817,-0.13624712758813012,0.35609508556741476,0.4812544488645866,0.2687249953115321,0.12076060592070174,0.5780675352894743,0.5341690645026572,0.2754536196929893,0.5610105186397805,0.6196849107937349,0.7546237140951468,-0.1306277582877689,0.6968951732372459,0.23553261473041937,-0.05296165049392778,-0.15715127564135864
Cuneus_L,0.5718124791840918,0.4822415101791972,0.1518301956306629,0.34892966164774003,0.541303095602631,0.12773456372815115,0.5849986692346119,0.36216615461448043,0.38152280569975405,0.6045197757511529,0.7976840431007411,0.08753586785285719,-0.22717699259148919,0.4809224323093458,0.6808867676827668,0.6535697455708095,0.1367696749506703,0.8015439883859319,-0.13108306438276857,0.053244145058707955,0.6794682807531871,0.8130173505573817,-0.08120816729354292,0.6224039079626563,1.0,0.4947254126001403,-0.13829653664715344,-0.4718606278455615,-0.1640804746348966,-0.30264528971377425,-0.06391569752506762,0.36241983406304756,-0.20753415645064202,0.7064204576169342,0.006346727393809858,0.16118536492550764,0.40563552383028895,0.6505697382901565,0.4896374974591732,0.5009005830791754,0.48489540814151194,0.08973962974218501,0.7254974103349237,0.5631146049710751,0.5060475129506299,-0.3946258519187431,0.9009870730993464,0.13451128778456786,-0.3519495121010276,-0.2294328372039559
Cingulate_Post_R,0.4124058855856341,0.4528030927755017,0.3299042475000529,0.430551459495042,0.4236524651297299,0.0779504018773377,0.5827397655218586,0.25513021114795903,0.5104642604062389,0.5952435876548243,0.47558384129020914,0.18034633856714521,0.026184597688826996,0.40475968577977395,0.5322735958759074,0.5537878510942036,0.4101249991372445,0.6236519077191729,0.11597677026581008,0.2118072433138513,0.5956014878545252,0.6167035260158713,-0.14354978540162228,0.4753150663317722,0.4947254126001403,1.0,-0.12073871268643376,-0.001226731140612586,0.09065384580093644,0.13146561290377892,0.1890520997551297,0.2668575595472907,0.007464318693257009,0.44265446636010575,0.278400664678094,0.33654051053480627,0.46365043772597686,0.16606844204738,0.10540562177995882,0.5682215828415641,0.4750692395395978,0.38542812911700597,0.43190730847730346,0.5832963744596803,0.563733663441836,-0.18774663407186823,0.5547362992824071,0.32210152551829907,0.11580812189649736,-0.0036727263589380133
Frontal_Med_Orb_L,0.06933943061675792,-0.12932730049081076,0.2904451757837597,0.199818365566212,-0.14824862034583952,0.17460128705348754,-0.017662332658610478,0.18518869893071738,0.036708922419067605,0.03473649654066804,-0.044236651591258794,0.08639476455675524,0.1650507517509055,-0.20169963626900395,-0.11457490757765984,-0.11461076158147065,0.24040159315468332,-0.09095603306764802,0.2969690707629053,0.1056370082499024,0.04077747493949978,-0.22763896031143568,-0.028043793646812625,0.01380870447023755,-0.13829653664715344,-0.12073871268643376,1.0,0.32213126153319976,0.02818930387196965,0.044512223894997115,0.23248937138684342,0.05162515912047637,0.10317277381928791,-0.042873332421744556,-0.03911468338264294,-0.10175151814935943,-0.011242192031144406,0.02897380677532686,0.05799309502894915,0.06430775371804041,0.10633473508395147,0.3935418807359699,-0.06936710546973092,0.12818054786933183,0.05924556570963559,0.051168389745540076,-0.1420471155907033,-0.07747659053194061,0.3694198542276603,-0.06484986440588983
Thal_VA_L,0.07352051340870434,-0.15085428941861415,0.23249879443343485,0.032429676748035687,-0.3098517063706408,0.08474339867003446,-0.03883509435515862,0.06469658163187984,0.2591680252192833,0.07543647504490275,-0.28876392654384103,0.2747272569833562,0.6372711185699074,-0.2751221493059913,-0.27368143579705545,-0.16606389899400575,0.6046562699661929,-0.21233621231962707,0.49487963608175056,0.3673640695987588,0.027418347457412815,-0.48790409345694985,-0.10291678467360174,-0.10247830194274221,-0.4718606278455615,-0.001226731140612586,0.32213126153319976,1.0,0.5382861973603533,0.7784342870850299,0.46346114545625117,-0.11814639342587101,0.5387109831838065,-0.14749572971457614,0.20872601928892523,0.20543490319200472,0.17259036045285472,-0.26333633484221425,-0.23341018716259765,0.11000283371793693,0.10453378019998803,0.3635364549732449,-0.35686138469790596,0.05724788990540438,0.08331418679300764,0.49718224900313146,-0.372527789700405,0.4747716424170886,0.674281520858626,0.3687922655970045
