,Cingulate_Mid_L,Frontal_Med_Orb_R,Frontal_Inf_Tri_R,ACC_sup_L,Insula_L,Occipital_Mid_L,Thal_PuM_R,Cerebellum_Crus2_L,Olfactory_R,Cerebellum_3_R,SupraMarginal_R,Cerebellum_8_L,OFCant_L,Temporal_Sup_L,SN_pr_L,LC_L,Thal_IL_L,Vermis_7,Thal_VPL_R,Thal_VL_L,Temporal_Inf_L,Thal_PuA_R,SN_pc_L,Thal_MGN_L,Supp_Motor_Area_R,Precentral_R,Thal_PuL_L,Paracentral_Lobule_R,Thal_MDm_L,SN_pr_R,Thal_LP_R,Precuneus_R,Thal_AV_R,Cerebellum_3_L,OFCant_R,Cerebellum_Crus2_R,Occipital_Sup_L,SupraMarginal_L,OFCmed_L,ParaHippocampal_R,Precentral_L,VTA_R,Occipital_Inf_R,Thal_LGN_L,ParaHippocampal_L,Parietal_Sup_R,Caudate_L,Temporal_Sup_R,Temporal_Mid_R,Calcarine_L,Thal_VA_R,Heschl_R,Putamen_L,Frontal_Sup_Medial_L,LC_R,Temporal_Pole_Mid_R,Thal_AV_L,Thal_LP_L,Cingulate_Post_R,Occipital_Mid_R
Thal_MGN_L,0.12112937423095005,0.28826997274538807,0.21009557406721638,0.23658591848198135,0.20136619295098268,0.2672910783906904,0.29887654122783075,0.009798734532773377,0.22931604066643557,0.32538762525450005,0.12105662660938016,-0.18155696071311983,0.1384936223465438,0.15827415404660664,0.42861785600134894,-0.0868044906632189,0.10180932567826545,0.15993241314583576,0.2636992365215602,0.05406534650093699,0.019924817349771605,0.20823792536027247,0.09909952103112435,1.0,0.15398060657432366,0.07885562221233736,-0.09643645113264498,0.1318900338476882,0.020571374143287663,0.03401024775685301,0.19121046455358545,0.22008084185531412,-0.08356592685738035,0.2916848625302368,0.4044668612985132,-0.19569319702513444,0.028123828936517797,-0.041478364560333866,0.22049710553534574,0.14538091558985322,0.0641914922186193,0.24151459307059422,-0.22243726448061932,0.1740697239080823,0.16995310512854964,-0.12522734799283083,0.11529861754670637,0.24420229019594883,0.15564354084526577,0.011500205765644677,0.07740875365961591,0.12248961577686242,0.2108568143452835,0.22113367865620204,-0.16317080586212548,-0.0013848045472659256,-0.11367347654048461,0.1999540469840315,0.28368907314331016,0.029280307507012004
Supp_Motor_Area_R,0.9577116296697329,0.019999972462775018,0.8619261139982815,0.782821677897155,0.7776223290146629,0.018163908660801857,0.6792924298584271,0.17693788727879312,0.4971807666518388,0.6859675829240596,0.5691523322257025,0.44303244854790697,-0.023827879731089192,0.7766386101751376,0.42667465274782346,0.13616993289968984,0.5727520665488174,-0.09267399020650784,0.4312039562068183,0.6840256993264588,0.7100624237333558,0.32751004495890257,0.5776592901858586,0.15398060657432366,1.0,0.8977463649356204,0.27460593034573944,0.5129135325776002,0.5820662050909631,0.5270424679651189,0.5168009784899344,0.775394750902583,0.5111786553671668,0.5122547111226685,0.23911019664698827,0.32745307727937634,0.11892025301669551,0.666811358101825,-0.178984645177679,0.7697490347360514,0.9247011212868147,0.4779175617965494,0.12482177793735312,0.6759453596694852,0.7133729071040525,0.12805794105868187,0.6484758822828729,0.8461706815534552,0.7438055202704359,0.7794878297690342,0.6237203711143542,0.5250837790107363,0.65559948288284,0.83690315338831,0.08530839805395707,0.2328933995252737,0.489030844371851,0.35661115660179493,0.8777665895219657,0.18750650000568245
Precentral_R,0.8968263449571879,-0.0006161588224169389,0.7385439123712373,0.6316936939062926,0.6554196143224383,0.06900199834909684,0.6151000193078815,0.0833876559783472,0.3506243011522848,0.5296625538402638,0.7226821936499461,0.3266576687126856,-0.06360892286508353,0.6142192547113597,0.3124176871145325,0.11747930568834293,0.5447857706612651,-0.11620948298192163,0.47825427918162,0.6059918395724893,0.6420094091591964,0.27954889996775334,0.50907515197152,0.07885562221233736,0.8977463649356204,1.0,0.196727838984474,0.6016239602478973,0.5254103890355621,0.4993214548685367,0.4638827895741582,0.7234373517671498,0.3805684464136654,0.3477083634211529,0.12563991011295614,0.1332465161904287,0.13390830891387587,0.5787918501981494,-0.1526102252062833,0.6427672970597109,0.8078386704354064,0.2826882817164169,-0.028507026343928217,0.5589370973733757,0.5774262062299871,0.04836903062679412,0.5187044645102177,0.7360663181650491,0.6025990700243539,0.7184345987884182,0.470021135420631,0.4032963887145807,0.5925876051717347,0.7691783358732297,0.0632374932691415,0.1309675691039015,0.4392357861328856,0.3006138659101717,0.7669156201996338,0.24876993814669335
Thal_PuL_L,0.27378149435069427,-0.03892727551230519,0.2905037057622975,0.3440774373547606,0.4078180962281702,-0.3718552532781624,0.22987386597891646,0.341463808340949,0.158160095915837,0.31174404364268843,-0.0141539585664491,0.5076554676429079,0.005923430662965057,0.39522543960768425,0.23104513339552685,0.06999806178795556,0.20036144529257244,0.12326519163221507,0.17477568731985826,0.32368783574895715,0.46242194001046294,0.03250958189966522,0.3147959740796146,-0.09643645113264498,0.27460593034573944,0.196727838984474,1.0,-0.022285316167718425,0.28295767579332015,0.25451047100458696,0.03522250023704007,0.21821410711557,0.2523299581307436,0.3480085729197589,-0.011974617689716605,0.4821599852117117,0.006567905578283614,0.25515219230448466,-0.20694823396681772,0.34833385174663384,0.2610951135860578,0.17340660559464222,0.27393346312836836,0.23631501749151318,0.3394986041642825,0.23851062183697463,0.3651963573267893,0.2883878767651161,0.35006319807387215,0.38934780353418497,0.3823098593051933,0.2749087946972778,0.3533455831468574,0.14138587208246456,0.21126515108249863,-0.031985800686850197,0.2220321364134164,0.1430148528300134,0.3374511970549085,0.024158177855020897
Paracentral_Lobule_R,0.5071698909173841,-0.15880538809496025,0.3220106257522605,0.13276992064465015,0.2511007616444491,0.2647496260751905,0.26298107049219893,-0.2374348987424825,0.08357288198171672,0.11906716221662549,0.818091819333736,0.19360433680307587,-0.27760458155193335,0.27021845541467554,0.04780889390461745,0.007630656973541905,0.2741335623886364,0.15903643270605755,-0.009626398115353148,0.3572081535157383,0.17712616401368614,-0.01223472704779191,0.12213615389139704,0.1318900338476882,0.5129135325776002,0.6016239602478973,-0.022285316167718425,1.0,0.043078887595678565,0.0968481381491099,0.05601421732555492,0.7831138972368751,-0.16006502927519667,-0.17016280140907258,-0.12765123843716528,-0.17652481438903414,0.36532705215172445,0.6089821127542049,-0.2345401931093755,0.018218104680205814,0.4519918500263353,-0.13782503424844905,-0.09006199730079575,0.1263331584331019,-0.038244160164386413,0.02155595111490817,-0.008882245468670037,0.40329737598660553,0.2972322618347023,0.5489660898463746,0.34866102865108617,0.04098759537063731,0.03616073716085991,0.36393998314822085,0.07271771262875555,-0.22500423469847564,0.29934437897921196,-0.1274748570847641,0.3843467374215962,0.5765401816855557
Thal_MDm_L,0.5669018104010185,-0.034210912670791,0.4647264984531181,0.5338815464159385,0.40910894654609065,-0.06390005566619344,0.48485505204770174,0.13853020312990158,0.25726586350166064,0.49860694733816574,0.09849416734567952,0.3002247626258404,0.07377137190022676,0.47381960588464006,0.3272163187817155,0.19802543064720662,0.45761355562234785,-0.27978147559362276,0.5489386742297994,0.4077249976662896,0.5744745115453505,0.3382183603781136,0.5235093034571543,0.020571374143287663,0.5820662050909631,0.5254103890355621,0.28295767579332015,0.043078887595678565,1.0,0.5547530258551467,0.45802430175962217,0.3122549871331446,0.641524185592681,0.5098327322131442,0.15528673654682232,0.41823816892625293,-0.07995072163607846,0.24070393428679437,-0.08186713443629545,0.6690279763354116,0.5680828635436527,0.3759482581322257,0.17480964130444523,0.44459199833210905,0.6855234791535468,0.11568331389155982,0.5826415736942528,0.4489257059948421,0.4104163665095142,0.4266642679069315,0.4814570258322476,0.3995237490621911,0.5885936287702488,0.6347901922071784,0.05953816692772648,0.27809120053552816,0.34173058869890965,0.5383592147192495,0.544027094079877,-0.17317305884871853
SN_pr_R,0.547195101562881,0.11894339642482588,0.6138547434238354,0.5909100172220467,0.6476063677019975,-0.13789726841532118,0.5649092502630356,0.15264968517437244,0.2428851816698494,0.44876419433561676,0.08929441657856624,0.30995947160161863,0.09914164865757724,0.5460856651573456,0.1815859055801402,0.1333223709031581,0.2648599182067005,-0.11043137271518101,0.5004827809695341,0.49522815583886504,0.5948641977186295,0.4446284017159516,0.5322915685759109,0.03401024775685301,0.5270424679651189,0.4993214548685367,0.25451047100458696,0.0968481381491099,0.5547530258551467,1.0,0.35734541930047814,0.28874439994054457,0.37901404861823595,0.4299664011051978,0.0889787548840281,0.30953543893238505,-0.10037892856049183,0.18859199682254676,-0.18137245755786777,0.6497055636846534,0.5227551321766648,0.3504771865417933,0.07084973631373133,0.4233302719581435,0.5634969918151173,0.016289021689868066,0.6265022410240392,0.49668788324456736,0.4166604471330437,0.46114243545972927,0.2663107000430571,0.5018440283770172,0.5100647381821171,0.5859069807504775,0.33678776676166283,0.11992386306331748,0.09650664306344842,0.5201306554270548,0.547497187313231,-0.2028743704710942
Thal_LP_R,0.48447599981801276,0.21074031873737453,0.4681067304973181,0.41571022746300745,0.4388603634493393,0.07567126068566032,0.5649211058976169,0.18832497485397712,0.504317238886797,0.5271810259382116,0.2245050552853983,0.16249195009300194,0.12219225066264967,0.4410532744992091,0.44852886377183465,-0.02808517174502188,0.5010370555510631,-0.09538534895406175,0.4273771200647345,0.3892071011726145,0.47149204398255395,0.2463829503956282,0.3663142876532278,0.19121046455358545,0.5168009784899344,0.4638827895741582,0.03522250023704007,0.05601421732555492,0.45802430175962217,0.35734541930047814,1.0,0.3371906031333655,0.5136028801385213,0.4811509223067175,0.3555446825360939,0.17344180400804918,-0.05732006649004671,0.31357211316567307,0.1715361790559102,0.6020369444380739,0.44310265242725644,0.43538798705882914,0.043205332948865444,0.3684533195367282,0.5517831705296218,0.07550234016660085,0.48866299802201485,0.5108254900845035,0.4580047639915564,0.4034442318770554,0.34362320077989644,0.2746610956786339,0.5245693352949625,0.4926308647460978,-0.18573855717304058,0.3256334392741995,0.21539682938612512,0.33100994724138305,0.5615249292875364,-0.01300073761131796
Precuneus_R,0.736334489080195,-0.1550440019349256,0.569448823874528,0.4626137950321258,0.5284965427999261,0.063737515010976,0.4545434261245797,0.029990231052587416,0.3642293667367573,0.4185216992400812,0.7640028335464343,0.49416061141941947,-0.17554243936588107,0.5724509303177069,0.37608733701645286,0.17861399282902163,0.42849307221882615,0.21063782243889353,0.15389855530521546,0.5579134080490773,0.539599081318777,0.04881851506620913,0.4233604935838742,0.22008084185531412,0.775394750902583,0.7234373517671498,0.21821410711557,0.7831138972368751,0.3122549871331446,0.28874439994054457,0.3371906031333655,1.0,0.17303403902438716,0.21866420691576424,0.06140429816545724,0.2724686780809113,0.3384862854320407,0.737744943709068,-0.21733479691842655,0.42040460495139775,0.6616699150331998,0.2984009172320238,0.1365146271923449,0.3081784727707491,0.41998500683758594,0.19306486628557945,0.28467274494130607,0.6856286485913732,0.6489146748804179,0.8175481686986857,0.6921966542069686,0.22840843039401554,0.2904823766858551,0.5336725463996562,0.19503076486518267,-0.13608190518695593,0.49419486731083384,0.06702188468851895,0.7474089199605675,0.5230943278351406
Thal_AV_R,0.4792471842439915,0.013598479262798627,0.45972546790262486,0.4633906573116753,0.425616456929556,-0.05747477300661507,0.32441088502848686,0.1791691593761355,0.40751824972898043,0.47706217365079767,0.0014777085399048245,0.3447608895327118,0.06496847801959861,0.45578269219573087,0.3388220096751168,0.06766897634214004,0.49788963875691133,-0.3287474246063935,0.3688181788069426,0.5072576624057851,0.5253462354346589,0.24253704790999936,0.4668386230435793,-0.08356592685738035,0.5111786553671668,0.3805684464136654,0.2523299581307436,-0.16006502927519667,0.641524185592681,0.37901404861823595,0.5136028801385213,0.17303403902438716,1.0,0.4994521955689739,0.1854927045430776,0.5335354745134674,-0.022970517885522304,0.2784487031170551,-0.02357070618215532,0.7135186050171479,0.49470494240533164,0.4357615151587922,0.30214453545369596,0.4695148709511758,0.664580520888999,0.1771466887198173,0.5446228186735973,0.4677571686033826,0.4706963934444217,0.36346955871647013,0.49467206290953214,0.41227516542329634,0.5713990016411753,0.45272551481393364,-0.07881082753380583,0.4767385166803239,0.47169930650010655,0.3171280950298098,0.4815899523302574,-0.1133902893594977
Cerebellum_3_L,0.5236264402094725,0.368300579750324,0.5527246780815323,0.5937722688741186,0.5986500553500315,-0.20132269733948108,0.5421107754793382,0.3522788212891709,0.3882722928352648,0.7557179760636193,-0.10765254343019065,0.2984456884964886,0.3819826844903947,0.6552986028619192,0.4122159150560391,0.015335431640800604,0.35090289349189524,-0.0007620226482430945,0.556087383307564,0.3058741855282093,0.6593044355351705,0.3800153172536329,0.470497595344742,0.2916848625302368,0.5122547111226685,0.3477083634211529,0.3480085729197589,-0.17016280140907258,0.5098327322131442,0.4299664011051978,0.4811509223067175,0.21866420691576424,0.4994521955689739,1.0,0.4329012090347486,0.4216278121652508,-0.16121598480464036,0.1621981690826183,0.1752188522058158,0.7150987590231436,0.4503507698247066,0.5469291770681456,0.13663700711399257,0.5541640178591539,0.6383273769768276,0.05104010274769662,0.7491153647078422,0.5508733764260181,0.4633399510041113,0.42102767720886086,0.28222821183625124,0.546957169304834,0.6836982934116372,0.5011388804263672,0.06025970674260678,0.3729104851006834,0.08859845632380846,0.5148049786681125,0.610913543047783,-0.3313586677166713
OFCant_R,0.2618434065667723,0.6575457555150261,0.1982445258183219,0.17919002805154371,0.1592830931634309,0.08972883726145352,0.33044361117023413,-0.03946283707517555,0.5234122943930287,0.424415159310579,-0.1540624429411746,-0.22667715828506269,0.7146330933546462,0.09467083272472847,0.5418893581675873,0.027769301951433834,0.1747098622234189,-0.24153150454429254,0.27776094391890555,-0.06388336831409124,0.23560819433271998,0.4780196000099316,0.17247915470217495,0.4044668612985132,0.23911019664698827,0.12563991011295614,-0.011974617689716605,-0.12765123843716528,0.15528673654682232,0.0889787548840281,0.3555446825360939,0.06140429816545724,0.1854927045430776,0.4329012090347486,1.0,-0.04030010692325529,-0.1725301159906026,-0.15788777278974656,0.7064310040578703,0.40593767423632354,0.16722596713135449,0.451284473169956,-0.3472765899799204,0.29905535254952637,0.35504305660787827,-0.10783925906818938,0.41170959277644975,0.13108307809820874,0.036889713470924276,-0.08784029273882346,-0.07382142279578499,0.11984873546683542,0.4149720744970062,0.3989217126375148,-0.215076098396005,0.48946526671841023,-0.3022946940184449,0.31878803579223436,0.28118496650416425,-0.25190278382982373
Cerebellum_Crus2_R,0.3294213380571425,-0.2562474566877699,0.26690743012969126,0.35189742738985996,0.32598000375807684,-0.4241382512284561,0.14102348318183225,0.2525048133874223,0.1341322041397669,0.2261978190376553,-0.0790218360379186,0.7583431741417253,0.05489716608752555,0.4492499247688052,0.19606495446427047,0.28985343732319496,0.19274331289536062,0.10085595441637152,0.16829745765332438,0.3782333383310742,0.5286686143918209,-0.017999632324227074,0.45084018706527934,-0.19569319702513444,0.32745307727937634,0.1332465161904287,0.4821599852117117,-0.17652481438903414,0.41823816892625293,0.30953543893238505,0.17344180400804918,0.2724686780809113,0.5335354745134674,0.4216278121652508,-0.04030010692325529,1.0,0.0878759346210664,0.2759746494150001,-0.24621213873047867,0.44830240777879726,0.3276927738827989,0.4156919724970722,0.5533241682373166,0.1567713171074703,0.4898284377001685,0.34532602596891243,0.3844151623656997,0.37322462946477175,0.5732369947221942,0.5083322971764133,0.5874332173356963,0.33211787552641536,0.22394841398116735,0.11385674764365959,0.38925195802183077,0.06583781782407,0.47103842860288986,0.19568329147582444,0.45345282299111206,-0.07289538550504714
Occipital_Sup_L,0.13353884118304574,-0.3817964562622509,0.0039167356002341325,-0.06585438591841203,-0.02614229051854031,0.09165530287020705,-0.04098990892526398,-0.04338697738088216,-0.07886708373466941,-0.12103676216749006,0.38972688520771104,0.22540312347658756,-0.3008922343917368,0.04071355712717829,0.031167567646454966,0.06857544798078738,0.0902842141332551,0.062453339531280835,-0.22172098540814025,0.15154763051930592,0.03828765143912642,-0.17337477655513084,-0.00952047390657233,0.028123828936517797,0.11892025301669551,0.13390830891387587,0.006567905578283614,0.36532705215172445,-0.07995072163607846,-0.10037892856049183,-0.05732006649004671,0.3384862854320407,-0.022970517885522304,-0.16121598480464036,-0.1725301159906026,0.0878759346210664,1.0,0.2755616595741134,-0.2272004984183618,-0.12421092548900753,0.008499971618550234,-0.12066220168546042,0.15022094795906807,-0.13752716752551372,-0.12370819227185954,0.13374489147733892,-0.2555991523331068,0.17341456582477233,0.18832156236746375,0.25823511175646313,0.32627539690284457,-0.050662024305673584,-0.21876745606331655,-0.03912022423531269,0.07139270046144071,-0.15844333795869348,0.33978343283198603,-0.32471721672178233,0.07224657694588557,0.3789512636891277
SupraMarginal_L,0.5871549589200095,-0.25643901888680326,0.5591223534773615,0.49953503132808175,0.5442072746033481,0.024285915622845,0.33567903202465227,0.18671305227792162,0.34657899223228883,0.4081715157274223,0.6699972666049299,0.5029387975916902,-0.3447977163790904,0.6497822652056304,0.17733520064901612,0.053234052918891994,0.4880076444437886,0.19731722802268253,0.07546495658607756,0.7256045954673902,0.42025434449737153,-0.1809288768905432,0.33192744090781384,-0.041478364560333866,0.666811358101825,0.5787918501981494,0.25515219230448466,0.6089821127542049,0.24070393428679437,0.18859199682254676,0.31357211316567307,0.737744943709068,0.2784487031170551,0.1621981690826183,-0.15788777278974656,0.2759746494150001,0.2755616595741134,1.0,-0.36845634130533417,0.3874720995161705,0.6910005438208389,0.22905164273998657,0.35349899211562075,0.3456276285399045,0.36590933370812745,0.3258877294588424,0.28094792566845356,0.6762328962143273,0.7018495983393879,0.74836171101313,0.6819237066616193,0.18320997872363357,0.2633611643315712,0.42015207187396714,0.1135656546956802,-0.03785901895551895,0.640626752841711,-0.0958312236710801,0.5942394209551332,0.5663732034901212
OFCmed_L,-0.14433332188342807,0.7504464193549866,-0.2789124163632971,-0.28736736695713755,-0.25719045009345337,0.19468438485224762,0.02672432123462548,-0.19827740242890982,0.3397800890374631,0.04439119122010086,-0.25072144419359527,-0.4443883212387641,0.7529685986485508,-0.32696755508998293,0.21819115897626648,-0.09969893168246467,-0.011731016343570407,-0.31486637976680526,0.08718766340302998,-0.3541779226627171,-0.04345942601235862,0.258582578381079,-0.021783265871806862,0.22049710553534574,-0.178984645177679,-0.1526102252062833,-0.20694823396681772,-0.2345401931093755,-0.08186713443629545,-0.18137245755786777,0.1715361790559102,-0.21733479691842655,-0.02357070618215532,0.1752188522058158,0.7064310040578703,-0.24621213873047867,-0.2272004984183618,-0.36845634130533417,1.0,0.06093744829150006,-0.23596434103941719,0.1374026064742097,-0.46313450773730075,-0.0454211651410059,-0.00703399034144718,-0.22068133673031914,0.11709196296006859,-0.3078328063635831,-0.3814360584247792,-0.35758911518106784,-0.38167022669558587,-0.20179659324882554,0.16905956766894917,-0.04335183547873694,-0.4368491182487452,0.43581438862818844,-0.5032581651476531,0.03664780339138681,-0.09438484387540721,-0.22248981981496538
ParaHippocampal_R,0.7321428468337898,0.21543810716440367,0.7301239264901652,0.7445527426302104,0.6999547476722482,-0.08698836192617525,0.5953641716458347,0.29078781653075386,0.5979439805141825,0.7691897282886958,0.17096925082820633,0.3318836844749542,0.19474286692752976,0.6800924027470883,0.5329790671842515,0.16638109455318378,0.568495836381497,-0.23816195376135932,0.535796896746409,0.6451590787227157,0.7058839659270717,0.40770543209047067,0.6305119271746278,0.14538091558985322,0.7697490347360514,0.6427672970597109,0.34833385174663384,0.018218104680205814,0.6690279763354116,0.6497055636846534,0.6020369444380739,0.42040460495139775,0.7135186050171479,0.7150987590231436,0.40593767423632354,0.44830240777879726,-0.12421092548900753,0.3874720995161705,0.06093744829150006,1.0,0.7315551188708473,0.6568841103602727,0.14612602020059032,0.6479788308370638,0.9241748817707663,0.09716846926569297,0.7810606214525947,0.6752273049852832,0.6061627822027232,0.5535544841018987,0.5114920475902655,0.5144400736172922,0.7523225139072601,0.72320861230032,0.010053287634719184,0.45178121720261954,0.3243110082258656,0.4816480585405263,0.7436577828924308,-0.09827366974315105
Precentral_L,0.8725648521958049,-0.004876013912951672,0.826813625546705,0.8044559386779112,0.7468580086111095,-0.04466024448773221,0.6088816365866007,0.1529839191362923,0.4216080882133549,0.6436761506747768,0.44917850411633115,0.3709095478909637,-0.029053791799776466,0.7550842536165657,0.30801673717982103,0.11670736393362591,0.5613012894321897,-0.15393081519256302,0.4099218588487931,0.670506163030621,0.5911613576951824,0.3333257001987567,0.5452490304527371,0.0641914922186193,0.9247011212868147,0.8078386704354064,0.2610951135860578,0.4519918500263353,0.5680828635436527,0.5227551321766648,0.44310265242725644,0.6616699150331998,0.49470494240533164,0.4503507698247066,0.16722596713135449,0.3276927738827989,0.008499971618550234,0.6910005438208389,-0.23596434103941719,0.7315551188708473,1.0,0.43215116802578113,0.17086895185962644,0.6922338586157348,0.6764643948761159,0.19477369368669586,0.6853863315809892,0.7675610480815469,0.6859673231172906,0.6828933769747385,0.5547467081576588,0.5277719549299402,0.6536522460132614,0.8112068802897427,0.1115428565845696,0.26211971507254683,0.45086429116301796,0.3911773714527345,0.778826249518253,0.10555517586966368
VTA_R,0.41656546389278204,0.14366841748813064,0.47360839583780034,0.5847612654661519,0.4631375580657998,-0.13082090435171262,0.32080742290134734,0.2222571556821055,0.5182403946638758,0.5510732021185495,0.04149685472811952,0.27192787937153706,0.19009593603351402,0.4670670751598824,0.5685651951907765,0.31947860639211284,0.37307127306752064,0.01303450929469129,0.3322176278786708,0.45234471096373846,0.4827758163003744,0.22398591073793914,0.4454555893271467,0.24151459307059422,0.4779175617965494,0.2826882817164169,0.17340660559464222,-0.13782503424844905,0.3759482581322257,0.3504771865417933,0.43538798705882914,0.2984009172320238,0.4357615151587922,0.5469291770681456,0.451284473169956,0.4156919724970722,-0.12066220168546042,0.22905164273998657,0.1374026064742097,0.6568841103602727,0.43215116802578113,1.0,0.12751956985464605,0.3798327015707585,0.7079902265585063,0.12440705225954919,0.5016731062770253,0.43099863103144026,0.46594689806520323,0.34446372957152127,0.41341530873962024,0.22630896613995657,0.42113101931476804,0.43014636683935653,0.20505406709530807,0.24856929454959276,0.1977646930372881,0.3424104367756512,0.5244057370859276,-0.0635660155707584
Occipital_Inf_R,0.06744142776269514,-0.46158311759683074,0.14017595839761166,0.23110560748973807,0.15873105417247688,-0.3225373122046767,-0.04391314938220221,0.30584932014864785,0.029103869697268976,0.07300719907307618,0.01719210415340239,0.5443431899309977,-0.3656794651582498,0.2957667366250933,0.06672911167832873,0.03319584806468205,0.15535046060390378,0.29176959970639904,-0.08110575249807146,0.3741072716771024,0.1690688045925616,-0.2599703413623295,0.16489963750859535,-0.22243726448061932,0.12482177793735312,-0.028507026343928217,0.27393346312836836,-0.09006199730079575,0.17480964130444523,0.07084973631373133,0.043205332948865444,0.1365146271923449,0.30214453545369596,0.13663700711399257,-0.3472765899799204,0.5533241682373166,0.15022094795906807,0.35349899211562075,-0.46313450773730075,0.14612602020059032,0.17086895185962644,0.12751956985464605,1.0,0.020226643451771872,0.18037824020195026,0.3334290428226566,0.021702262426530502,0.22551443439843277,0.44718329863564726,0.33812626588692585,0.481595157387193,0.11777233870535624,-0.04143155858112776,-0.09837207475009774,0.27315032280893925,-0.16183432548344628,0.5500132710246649,-0.12191612847184027,0.15199756271757225,0.15411506811891318
Thal_LGN_L,0.648564647821965,0.25538789528330913,0.6900727931053281,0.692126240142143,0.6720247189936711,-0.05863523267891312,0.5666479985077018,0.16787622405451388,0.41692477835082187,0.6383876081258435,0.1562272401090002,0.09689245269144664,0.14104053138288064,0.5910462883656904,0.263525908663399,-0.01254454394488935,0.41330163211048343,-0.2754298018435343,0.4909338624398283,0.4517311145932461,0.461869046627283,0.3960813850256184,0.49688654254961506,0.1740697239080823,0.6759453596694852,0.5589370973733757,0.23631501749151318,0.1263331584331019,0.44459199833210905,0.4233302719581435,0.3684533195367282,0.3081784727707491,0.4695148709511758,0.5541640178591539,0.29905535254952637,0.1567713171074703,-0.13752716752551372,0.3456276285399045,-0.0454211651410059,0.6479788308370638,0.6922338586157348,0.3798327015707585,0.020226643451771872,1.0,0.566222582062301,0.04046312351760216,0.6790348910732759,0.5628569092274751,0.43475734917108,0.38069196118258514,0.27323593572612576,0.47897840614224796,0.7166041551444859,0.6795872776138829,-0.11343901300360457,0.44034934068366766,0.20379607645797657,0.4281821020333429,0.6029336340528892,-0.11417799326636842
ParaHippocampal_L,0.6450238822910147,0.058383794383389885,0.6453091901758075,0.7282519445848147,0.6012505125805409,-0.15857661535097992,0.511827661586458,0.36396717918029575,0.5827318843777888,0.6956933828581712,0.16137891950911593,0.35009718803619927,0.11028470166528549,0.6082665806463524,0.6164085965383447,0.2630101163133446,0.5176079296156338,-0.20685021920997335,0.5102395169898286,0.5825864919652779,0.6651425904426881,0.29331495480495323,0.6260533061093767,0.16995310512854964,0.7133729071040525,0.5774262062299871,0.3394986041642825,-0.038244160164386413,0.6855234791535468,0.5634969918151173,0.5517831705296218,0.41998500683758594,0.664580520888999,0.6383273769768276,0.35504305660787827,0.4898284377001685,-0.12370819227185954,0.36590933370812745,-0.00703399034144718,0.9241748817707663,0.6764643948761159,0.7079902265585063,0.18037824020195026,0.566222582062301,1.0,0.13886099604794142,0.6831223072662428,0.5994463054498969,0.5917076209503123,0.5125331255940464,0.5672310676167209,0.38911876528985845,0.6743906325723261,0.6477498256603926,0.053262521503770165,0.31917653665185974,0.35679450611226504,0.4857160384993322,0.7192171929229592,-0.0804181426366495
Parietal_Sup_R,0.12518098474425784,-0.2490648018375798,0.08551173570191856,0.14612989227124873,0.10156165057051492,-0.20797630196502864,0.11197578216243233,0.1796829276008522,0.03115091681051871,0.11303866823077355,0.06892912245902523,0.260184111814336,-0.06450046817998448,0.23669590558354048,0.07662175074159551,0.058307693298531374,0.1029234429470629,0.1867473155950896,-0.0292029975909444,0.13673227895935505,0.07478347434902759,-0.11296970227746458,0.041748462614789775,-0.12522734799283083,0.12805794105868187,0.04836903062679412,0.23851062183697463,0.02155595111490817,0.11568331389155982,0.016289021689868066,0.07550234016660085,0.19306486628557945,0.1771466887198173,0.05104010274769662,-0.10783925906818938,0.34532602596891243,0.13374489147733892,0.3258877294588424,-0.22068133673031914,0.09716846926569297,0.19477369368669586,0.12440705225954919,0.3334290428226566,0.04046312351760216,0.13886099604794142,1.0,0.05298676399721132,0.1984360873350579,0.3627253368163836,0.27318587572453085,0.23159681375425428,0.07467425669961351,0.02426096195433655,-0.007172132087387222,0.17452174412187232,-0.009338977876904788,0.3129846773424809,-0.01287607092298826,0.19990912890298637,0.13934731522257013
Caudate_L,0.6515036828664547,0.43333016253583423,0.6684300864372431,0.6612035764261052,0.7112632051800085,-0.20066261664997465,0.6142404866594025,0.22788769323524763,0.44508678923632783,0.6775465188989027,-0.04785768394660158,0.27359374197264796,0.4461082015437054,0.7026589895169685,0.3236903624932116,0.09413697156291072,0.45769363691744536,-0.21888890474160283,0.6195894155176458,0.4375155268264555,0.718179028246723,0.5503147112486018,0.5951621662574591,0.11529861754670637,0.6484758822828729,0.5187044645102177,0.3651963573267893,-0.008882245468670037,0.5826415736942528,0.6265022410240392,0.48866299802201485,0.28467274494130607,0.5446228186735973,0.7491153647078422,0.41170959277644975,0.3844151623656997,-0.2555991523331068,0.28094792566845356,0.11709196296006859,0.7810606214525947,0.6853863315809892,0.5016731062770253,0.021702262426530502,0.6790348910732759,0.6831223072662428,0.05298676399721132,1.0,0.566023854663638,0.4149109016135214,0.45289186149930094,0.27847180183736986,0.6141446369903413,0.8324247207483085,0.6872473418160002,0.10068610021458511,0.45942504769641984,0.04357016221614057,0.6512319207052426,0.6632430566289312,-0.33440474214657684
