,Cerebellum_8_R,Supp_Motor_Area_R,Temporal_Mid_L,OFCpost_L,Cingulate_Mid_R,Cerebellum_Crus1_R,LC_R,OFClat_L,Occipital_Sup_L,OFCmed_R,Vermis_4_5,Rectus_L,Temporal_Inf_L,OFCant_R,ACC_pre_L,Postcentral_L,Cerebellum_6_L,Thal_AV_L,Frontal_Inf_Orb_2_L,OFCmed_L,Paracentral_Lobule_L,Cerebellum_Crus2_L,Thal_LP_R,ACC_sub_R,Heschl_L,Rectus_R,Frontal_Inf_Tri_L,Cuneus_R,Precentral_R,Frontal_Inf_Orb_2_R
Vermis_4_5,0.6355848857336528,0.7164170822054814,0.8389511993337242,0.5686417416520354,0.5728989408122331,0.6407408871002309,0.14747488667826464,0.5238330293787478,0.16494396833317515,-0.029407393574697734,1.0,0.12252411357078749,0.6497184530993342,0.13376461260284675,0.0740642976484291,0.5773125670921112,0.7008329660070776,0.5206730351941141,0.6306868954798887,-0.1884751256794053,0.4153340564131084,0.3542219083124718,0.5422917437447214,0.19019442638860692,0.44951183108006665,0.3427181825703043,0.6290875544736566,0.5314748052852375,0.5751920482561008,0.5303155245764473
Rectus_L,-0.20367788754867863,0.16288584960883967,0.03623798280348925,0.30532747920016523,0.24869083924192895,-0.17115850456530532,-0.19399653264218164,0.5246784844235954,-0.17486759497231186,0.6836038279624903,0.12252411357078749,1.0,0.18508003847010687,0.7584656490079236,0.5251384306578116,0.018757431380040924,-0.20976221390788993,-0.17206108081332347,0.21173025943724258,0.6338625667039263,-0.025854721407586486,0.00011030289631232888,0.3326879003170887,0.692454407143726,0.0782321889927294,0.7135204187627184,0.1337542898617192,-0.13759539388559364,0.11219480419973493,0.36270469285824514
Temporal_Inf_L,0.5596637329815634,0.7100624237333558,0.8198105125066982,0.5703092316658702,0.7602301315081773,0.4431509144631617,0.3526084580047734,0.49404549671924186,0.03828765143912642,-0.05593588516245636,0.6497184530993342,0.18508003847010687,1.0,0.23560819433271998,0.4321137155916724,0.5460931089335315,0.5171320407349184,0.2546936213862,0.5500517102436131,-0.04345942601235862,0.19800959761408202,0.3133462656207263,0.47149204398255395,0.1227663962431209,0.7451803126761206,0.4121195662507608,0.7098424115429673,0.2724620694651879,0.6420094091591964,0.396231222505889
OFCant_R,-0.22884965677656968,0.23911019664698827,0.11507341387173818,0.43441479995563886,0.2554306650551693,-0.21369345491264494,-0.215076098396005,0.42741470384774194,-0.1725301159906026,0.7373159693236936,0.13376461260284675,0.7584656490079236,0.23560819433271998,1.0,0.6663837777177395,0.04443862714200201,-0.23187375041409,-0.3022946940184449,0.3748239964776974,0.7064310040578703,0.05667399100137946,-0.03946283707517555,0.3555446825360939,0.7430260575925788,0.14878837282670296,0.5551579508519843,0.2530513605181618,-0.07776124028951868,0.12563991011295614,0.5310448552796572
ACC_pre_L,-0.06279904216816563,0.4375082899253782,0.21317765203871974,0.4758457757861131,0.5798400345156901,-0.10545445490334537,-0.15036629346332314,0.34073455570963534,-0.3760443388098364,0.37650319169655805,0.0740642976484291,0.5251384306578116,0.4321137155916724,0.6663837777177395,1.0,0.28505958250927516,-0.23242487822132277,-0.24025210430979982,0.37776630322740556,0.4467814313445997,-0.04149828841924303,0.04693984574081314,0.389698857951944,0.3395587703221201,0.5683021767137421,0.5782516266560287,0.5582053160235739,-0.24002388596199137,0.36042243189880624,0.3675225712786949
Postcentral_L,0.4356211794294132,0.8857022619721721,0.6479202735290701,0.4737875093886903,0.82416676725789,0.5092301615857754,0.1974814215637786,0.49013164463823783,0.15580481796245593,-0.23508535467462482,0.5773125670921112,0.018757431380040924,0.5460931089335315,0.04443862714200201,0.28505958250927516,1.0,0.5095311064140752,0.4886133166129638,0.5642788173880067,-0.35295026055597023,0.5716643871170725,0.11479400661288833,0.3086786169808105,-0.12136953207687992,0.495528856274346,0.39265449271587644,0.814519705238115,0.4784021524081245,0.7706921002643257,0.3366597156745794
Cerebellum_6_L,0.7190341882742739,0.526140513977192,0.6912793659809436,0.4682633506545227,0.44675114174496733,0.8301110134240969,0.4562204188615774,0.30822143421682213,0.26313339207844855,-0.36069419630303007,0.7008329660070776,-0.20976221390788993,0.5171320407349184,-0.23187375041409,-0.23242487822132277,0.5095311064140752,1.0,0.6486747603255912,0.42463318886926255,-0.46735954084115033,0.3743156307091079,0.27687231132573425,0.2138489195877083,-0.14793488425457896,0.3163831215237161,0.16955842521762612,0.44903167608136363,0.5361796955718059,0.47454066410390805,0.1830851169383652
Thal_AV_L,0.6142018949036793,0.489030844371851,0.4318109113497827,0.26867692252466835,0.4059522261512419,0.6592502963930011,0.10317867551419539,0.3365151143309862,0.33978343283198603,-0.3347149961129367,0.5206730351941141,-0.17206108081332347,0.2546936213862,-0.3022946940184449,-0.24025210430979982,0.4886133166129638,0.6486747603255912,1.0,0.3042485332731104,-0.5032581651476531,0.37148877496620286,0.13259019594743912,0.21539682938612512,-0.2669049248041208,0.18933715547183014,0.18804863888209755,0.3371239755290028,0.4536930431541189,0.4392357861328856,0.03541671643302799
Frontal_Inf_Orb_2_L,0.35640464743845623,0.6536789423724855,0.7081982499433728,0.6315100787476133,0.5493181545819953,0.4324952393862667,0.2521645374449041,0.5709755610982321,0.040490827854124285,0.0020965099554741237,0.6306868954798887,0.21173025943724258,0.5500517102436131,0.3748239964776974,0.37776630322740556,0.5642788173880067,0.42463318886926255,0.3042485332731104,1.0,-0.11580062761000783,0.21329111554184138,0.32710120849984575,0.31305252812988515,0.3841480744311984,0.4268152712020277,0.4988339968611178,0.7537594871981814,0.0992282500368216,0.47427225249682214,0.8802919736856544
OFCmed_L,-0.48822658123911306,-0.178984645177679,-0.2826432508939662,0.01321333864598769,-0.09984367843074286,-0.49894076139841825,-0.4368491182487452,0.043577178639067245,-0.2272004984183618,0.8870513135847007,-0.1884751256794053,0.6338625667039263,-0.04345942601235862,0.7064310040578703,0.4467814313445997,-0.35295026055597023,-0.46735954084115033,-0.5032581651476531,-0.11580062761000783,1.0,-0.016995010508884613,-0.19827740242890982,0.1715361790559102,0.4694635033029488,-0.12028705072545465,0.3015517815458126,-0.22317308251683773,-0.15022661377835936,-0.1526102252062833,0.11362677783255465
Paracentral_Lobule_L,0.00914066566100407,0.606506478338025,0.26187487265651205,0.1343665073366357,0.4051405154312175,0.11422503230723105,-0.13563300149539026,0.2869789406522263,0.3537289650123747,0.04674732643318086,0.4153340564131084,-0.025854721407586486,0.19800959761408202,0.05667399100137946,-0.04149828841924303,0.5716643871170725,0.3743156307091079,0.37148877496620286,0.21329111554184138,-0.016995010508884613,1.0,-0.22912358189765256,0.22905595582097565,-0.17342419836541023,0.005142443919343634,0.11334393949029356,0.33413478001618163,0.7870880442219016,0.6852728696929571,0.13613582745034206
Cerebellum_Crus2_L,0.3808134322266128,0.17693788727879312,0.4340577386135555,0.3801382687849474,0.18649723679900634,0.36543937845895963,0.09960141740194095,0.04978608235411052,-0.04338697738088216,-0.11090149567720865,0.3542219083124718,0.00011030289631232888,0.3133462656207263,-0.03946283707517555,0.04693984574081314,0.11479400661288833,0.27687231132573425,0.13259019594743912,0.32710120849984575,-0.19827740242890982,-0.22912358189765256,1.0,0.18832497485397712,0.04601607429082436,0.2878477045837309,0.06089261837191621,0.27388386675390186,-0.1195040150131007,0.0833876559783472,0.24612979091808365
Thal_LP_R,0.2648343493729708,0.5168009784899344,0.44335239726945336,0.36295328685385925,0.48871976608258844,0.22252418668490934,-0.18573855717304058,0.40967057935448914,-0.05732006649004671,0.20454595685787913,0.5422917437447214,0.3326879003170887,0.47149204398255395,0.3555446825360939,0.389698857951944,0.3086786169808105,0.2138489195877083,0.21539682938612512,0.31305252812988515,0.1715361790559102,0.22905595582097565,0.18832497485397712,1.0,0.18594735774779048,0.4793289972196567,0.44284440469857195,0.46095504344087723,0.2909968568042508,0.4638827895741582,0.3302463657210577
ACC_sub_R,-0.13187538219851175,0.05429415005580362,0.13015750598918757,0.3337318366695407,0.01633981629225231,-0.12480115488289023,-0.04151425810649748,0.4503066978233662,-0.209322381514404,0.5599991150146063,0.19019442638860692,0.692454407143726,0.1227663962431209,0.7430260575925788,0.3395587703221201,-0.12136953207687992,-0.14793488425457896,-0.2669049248041208,0.3841480744311984,0.4694635033029488,-0.17342419836541023,0.04601607429082436,0.18594735774779048,1.0,0.004913404866514665,0.45940317223682714,0.10681836270052239,-0.21541967414773858,-0.06409256947810131,0.5720394231842263
Heschl_L,0.47763461430141774,0.626402768941239,0.6221525818229335,0.45966736288770765,0.7357592070438451,0.40978873238875113,0.2175036525548893,0.3572044125359548,-0.11551221596074307,-0.17665227696480765,0.44951183108006665,0.0782321889927294,0.7451803126761206,0.14878837282670296,0.5683021767137421,0.495528856274346,0.3163831215237161,0.18933715547183014,0.4268152712020277,-0.12028705072545465,0.005142443919343634,0.2878477045837309,0.4793289972196567,0.004913404866514665,1.0,0.36303222365550714,0.7356106532826878,0.03031009046175575,0.5574157058542762,0.2783767417857016
Rectus_R,0.12358339021350084,0.5040251484436293,0.3724435332877987,0.5369820250193064,0.5943844876797747,0.20230900533336357,-0.048869455823743156,0.6287526143115879,-0.11382347285475036,0.3990807916188242,0.3427181825703043,0.7135204187627184,0.4121195662507608,0.5551579508519843,0.5782516266560287,0.39265449271587644,0.16955842521762612,0.18804863888209755,0.4988339968611178,0.3015517815458126,0.11334393949029356,0.06089261837191621,0.44284440469857195,0.45940317223682714,0.36303222365550714,1.0,0.5231595444176158,-0.007069037363825789,0.3917548666779658,0.4467805815662782
Frontal_Inf_Tri_L,0.46084231111133167,0.8891270565239217,0.7654884843636649,0.6396701673453421,0.8544861529833058,0.47659712096672124,0.21097231422987234,0.5597212547037367,-0.030989422598296925,-0.18345370678934403,0.6290875544736566,0.1337542898617192,0.7098424115429673,0.2530513605181618,0.5582053160235739,0.814519705238115,0.44903167608136363,0.3371239755290028,0.7537594871981814,-0.22317308251683773,0.33413478001618163,0.27388386675390186,0.46095504344087723,0.10681836270052239,0.7356106532826878,0.5231595444176158,1.0,0.2398415436328565,0.7512323992922708,0.5730333485786755
Cuneus_R,0.23401542475942383,0.5275687523545586,0.3345065701760602,0.1359917255764664,0.3353152088424838,0.26901672403390803,-0.10567754672276523,0.2527470160002098,0.3562794498318107,-0.04849633956705917,0.5314748052852375,-0.13759539388559364,0.2724620694651879,-0.07776124028951868,-0.24002388596199137,0.4784021524081245,0.5361796955718059,0.4536930431541189,0.0992282500368216,-0.15022661377835936,0.7870880442219016,-0.1195040150131007,0.2909968568042508,-0.21541967414773858,0.03031009046175575,-0.007069037363825789,0.2398415436328565,1.0,0.5627209866934135,0.007086582291378077
Precentral_R,0.26886441920121035,0.8977463649356204,0.5885370717620523,0.42799605697717885,0.8117286863595279,0.32148610903448455,0.0632374932691415,0.507149900204879,0.13390830891387587,-0.10547876740218681,0.5751920482561008,0.11219480419973493,0.6420094091591964,0.12563991011295614,0.36042243189880624,0.7706921002643257,0.47454066410390805,0.4392357861328856,0.47427225249682214,-0.1526102252062833,0.6852728696929571,0.0833876559783472,0.4638827895741582,-0.06409256947810131,0.5574157058542762,0.3917548666779658,0.7512323992922708,0.5627209866934135,1.0,0.277034405530863
Frontal_Inf_Orb_2_R,0.13077043053349185,0.45534300006368955,0.5326368101102189,0.49441565625436995,0.33938343236791635,0.19054147511072783,0.1397142954905871,0.49629479133284854,0.020577263118213323,0.18873489180687844,0.5303155245764473,0.36270469285824514,0.396231222505889,0.5310448552796572,0.3675225712786949,0.3366597156745794,0.1830851169383652,0.03541671643302799,0.8802919736856544,0.11362677783255465,0.13613582745034206,0.24612979091808365,0.3302463657210577,0.5720394231842263,0.2783767417857016,0.4467805815662782,0.5730333485786755,0.007086582291378077,0.277034405530863,1.0
