,Temporal_Pole_Mid_R,Occipital_Sup_R,Frontal_Mid_2_L,Parietal_Inf_R,Cingulate_Post_R,OFCant_L,Temporal_Sup_L,Cerebellum_Crus1_R,Temporal_Inf_L,Frontal_Inf_Oper_R,Vermis_3,Vermis_6,Precentral_L,Putamen_L,Frontal_Inf_Tri_L,Supp_Motor_Area_L,Paracentral_Lobule_L,Thal_VPL_L,Heschl_L,Vermis_7,Cingulate_Mid_L,Frontal_Sup_2_R,Thal_LP_L,LC_L,Paracentral_Lobule_R,Cerebellum_7b_L,Thal_LP_R,Amygdala_R,Lingual_R,Cerebellum_9_R,Occipital_Inf_R,Calcarine_L,Lingual_L,Rolandic_Oper_L,ACC_sup_L,Thal_PuL_R,OFCmed_L,Thal_PuI_L,Cingulate_Mid_R,ACC_sub_L,Temporal_Pole_Sup_L,SN_pc_R,Pallidum_R,Olfactory_L,Rolandic_Oper_R,Vermis_10,Precentral_R,Thal_PuM_R,Heschl_R,ACC_sup_R
Lingual_R,-0.03379353612214051,0.1775672121531862,0.7161406817772076,0.07058815024933135,0.8278130604125106,-0.15522937611329932,0.861113934534756,0.6793324550540473,0.738822415223301,0.7610520446765312,0.7151411728500049,0.5131043427630301,0.7413736438103713,0.5130291826354303,0.7939609548859891,0.8209795702422075,0.46320134176622696,0.6476202902416149,0.6461654075583481,0.282238723202659,0.8042489538410353,0.6582725802777397,0.25161843232699227,0.08212334756977238,0.46595862925660775,0.39298010819763,0.5328447049880768,0.27606922464207145,1.0,0.5429286434775181,0.3377910761551579,0.9226840066470677,0.8810254653996158,0.713762098474782,0.7234113894617242,0.32507959937393427,-0.3235684743706679,0.07664540383422722,0.7397907477983572,0.17625191026684156,0.3622994452896821,0.6542453597194123,0.3618143983447455,0.6538819293263896,0.625596430072699,0.5306644944255338,0.7401416454580266,0.6123911964222911,0.4993059683205736,0.6211592055888393
Cerebellum_9_R,0.1966928611945419,0.04811192889197283,0.610615643393927,-0.43722461631446496,0.5491617051160705,0.04893788045560774,0.5703837387348065,0.6731078968272253,0.6713821398959847,0.31356181818111245,0.46622163297822306,0.2974472870859815,0.44383278899566037,0.4449829445470038,0.4582247049534904,0.4931997862249633,-0.08197193179241445,0.42863119140912975,0.5739523314018334,-0.03822667299716568,0.45127733044990875,0.231123848308688,0.28277534725992,0.05528384201366757,-0.12430412949862578,0.34557554985067895,0.3299831481263373,0.3697795116334166,0.5429286434775181,1.0,0.4988925647430861,0.5769480555063525,0.6103712469155216,0.47362812010504557,0.4319743070814736,0.6260315963684606,-0.19664739273767795,-0.20099092066181337,0.5742437838177799,0.24952008238596995,0.15163208853939242,0.35444034496385807,0.29989585465606117,0.31852865150047005,0.352351117835524,0.6617978952342898,0.2516058886513784,0.3002072421627447,0.419138805786293,0.5156126178218284
Occipital_Inf_R,-0.16183432548344628,0.030079384202870135,0.20992923351070739,-0.21608454576667485,0.15199756271757225,-0.3656794651582498,0.2957667366250933,0.6477585452614442,0.1690688045925616,0.05680285244369964,0.03212390597443871,0.46813696468007493,0.17086895185962644,-0.04143155858112776,0.15471263255496878,0.0992743575923168,-0.13249790401586234,0.317516019323962,0.16068703039148705,0.29176959970639904,0.06744142776269514,-0.11623201170906779,-0.12191612847184027,0.03319584806468205,-0.09006199730079575,0.2790976603365968,0.043205332948865444,-0.025420277226898037,0.3377910761551579,0.4988925647430861,1.0,0.33812626588692585,0.5169187159763146,0.0554421715332244,0.23110560748973807,0.20929865369320497,-0.46313450773730075,-0.2689963579078767,0.13125803426804483,0.13112244322552769,-0.20032713693733212,0.2829089432929001,-0.1288406104367632,0.24455050625959146,-0.024011361459122797,0.17801187376330646,-0.028507026343928217,-0.04391314938220221,0.11777233870535624,0.24691327026664187
Calcarine_L,-0.07443416273031646,0.24656007426175255,0.6082760080289044,0.15414011006522713,0.7796484972234501,-0.1819299109895534,0.7977235824727867,0.6789301743847622,0.7204932873466152,0.6718057822120831,0.5684358319334876,0.5885097117980679,0.6828933769747385,0.3949412475205285,0.7029232131268139,0.7695603056694771,0.5317846598620628,0.6750251191960096,0.6245349377853144,0.2834975763176554,0.7785342999035444,0.5782731525758645,0.16458802171497125,0.13370639544355162,0.5489660898463746,0.4788807067068841,0.4034442318770554,0.1743692126376125,0.9226840066470677,0.5769480555063525,0.33812626588692585,1.0,0.8142962119426174,0.6422753344730362,0.5637327878487968,0.2773821809722889,-0.35758911518106784,0.06450506956963098,0.7086002949520678,0.08640725884959496,0.33306908079047826,0.5606466898244669,0.23976668113036392,0.5406348425953437,0.5572347018862375,0.4754586057710493,0.7184345987884182,0.49008097541545703,0.46054423713560083,0.523702652192712
Lingual_L,-0.15088876311029925,0.0880434717446616,0.6202667393571851,-0.11184739982579696,0.726049417150773,-0.22631810150914092,0.8079163308932681,0.7804603557459482,0.7041450037459864,0.6522011351341842,0.634675209828287,0.6112960013762434,0.5599841272970273,0.3640881667159695,0.7074575223490386,0.6510321260001438,0.214944051793682,0.6076753057313535,0.5799711221241427,0.4105232692898244,0.6491192038333709,0.4230885051362715,0.1985916436401944,0.17386005624853557,0.22183270528346544,0.47877352932594835,0.370601375620489,0.2549969356146017,0.8810254653996158,0.6103712469155216,0.5169187159763146,0.8142962119426174,1.0,0.5837597493512213,0.681075941575972,0.32950057440388714,-0.430255925109665,-0.0837366781032733,0.5817974366159744,0.30189531241193923,0.3068252344482067,0.6530315040691279,0.20028173385597192,0.6100897797763284,0.4976386570093309,0.4185285838105005,0.5395260121692679,0.4327786237074007,0.4893541131587791,0.6323131186658334
Rolandic_Oper_L,0.2618870502574335,-0.00440876794003303,0.8387328567777013,-0.2172679783310918,0.7380193447367144,0.18669536688404906,0.8457765484462668,0.34348498581726444,0.7371286705628491,0.8989075892542211,0.7879269409423151,0.11812700712496503,0.7217809335973993,0.749570016838125,0.8854068952616712,0.8077883050761849,0.2050470110645347,0.360725155969133,0.8456130251651782,0.02301857784369869,0.7841093548032884,0.7507393800456946,0.4883829031923477,-0.03509401542412644,0.20438964852960148,0.0183132076702799,0.48601958998368644,0.30721482807033895,0.713762098474782,0.47362812010504557,0.0554421715332244,0.6422753344730362,0.5837597493512213,1.0,0.7070442934272532,0.459599775532424,-0.10867277536485986,0.1372882750864815,0.7909420419548006,0.028271463425235368,0.46697929498530816,0.44578986546334926,0.6279416440310562,0.396705134573918,0.9370346297757077,0.6162235277212872,0.6559373619594944,0.6405736303266966,0.7736169178201279,0.7232308005912473
ACC_sup_L,0.16707291888839415,0.10140352467659426,0.8373988541944318,-0.2442333532724193,0.7329762314739899,-0.0712380705590854,0.7969398093199701,0.5366991654268524,0.595974500413245,0.7707323956623853,0.764194874933649,0.14942523571706007,0.8044559386779112,0.6364543974317782,0.8684110171185818,0.7941480100315939,0.175540927628079,0.42025172320657855,0.5913688375853537,-0.007479533282540889,0.7061785430277123,0.7185060060855923,0.4557546910288253,0.16715028182419345,0.13276992064465015,0.23840586396348468,0.41571022746300745,0.362691510684676,0.7234113894617242,0.4319743070814736,0.23110560748973807,0.5637327878487968,0.681075941575972,0.7070442934272532,1.0,0.356693636924328,-0.28736736695713755,0.028344533475266432,0.7482110199671533,0.4700056236979879,0.2776068388821802,0.7147215417896907,0.5107393858007226,0.6524016137498369,0.7018981598138254,0.5465592126229899,0.6316936939062926,0.6134351282169676,0.5281090640269935,0.8116147035088236
Thal_PuL_R,0.330953872605647,-0.07115108777536094,0.5586304596461182,-0.45520195462947033,0.342668980023072,0.2647952745163715,0.4310741468258939,0.3552101579856232,0.43515942422049664,0.28527495052375074,0.4375858714669172,-0.005017694718772266,0.284602313738847,0.46291359804105264,0.3690053167292904,0.3449013170823532,-0.21528490818850324,0.2023082640012369,0.555335015805764,-0.06980179436766439,0.2952416376661266,0.20952244459049554,0.3318821040927607,-0.09598746819557406,-0.3080882267093185,-0.14137291700491392,0.32674615282424185,0.3762503717449949,0.32507959937393427,0.6260315963684606,0.20929865369320497,0.2773821809722889,0.32950057440388714,0.459599775532424,0.356693636924328,1.0,0.031758374942723676,-0.17727023180457083,0.43393128006759185,0.10357931573411644,0.1620790724264928,0.24133060846382892,0.3613326762094946,0.1212132542701638,0.36329626788089325,0.5528356331481795,0.15450492340586144,0.345852972175285,0.36883457523969054,0.44431213294544913
OFCmed_L,0.43581438862818844,0.03734238064377264,-0.09569549863480549,-0.005957011727976935,-0.09438484387540721,0.7529685986485508,-0.32696755508998293,-0.49894076139841825,-0.04345942601235862,-0.218888863991307,0.01637885444168181,-0.5863813715853592,-0.23596434103941719,0.16905956766894917,-0.22317308251683773,-0.13092199677478203,-0.016995010508884613,-0.2329128817885376,-0.12028705072545465,-0.31486637976680526,-0.14433332188342807,0.019891454400746963,0.03664780339138681,-0.09969893168246467,-0.2345401931093755,-0.3754338403169895,0.1715361790559102,0.5090801958853444,-0.3235684743706679,-0.19664739273767795,-0.46313450773730075,-0.35758911518106784,-0.430255925109665,-0.10867277536485986,-0.28736736695713755,0.031758374942723676,1.0,0.1719038383871526,-0.09984367843074286,0.12303522280666915,0.25539651285383796,-0.30378689430505973,0.3006354010588789,-0.08376288296207099,-0.1149748208382187,-0.07418863577735738,-0.1526102252062833,0.02672432123462548,-0.20179659324882554,-0.3775267338812088
Thal_PuI_L,0.13363088636255868,0.09156379325013628,0.04772315297731152,0.21520596534492437,0.1796721811647642,0.1447348516340104,0.020650017681472864,-0.1631907558187955,-0.08925540131299735,0.17226075757977893,0.16147821563992956,-0.15716384144477036,0.15743539094114248,0.19234198382224865,0.10576324163082572,0.15979159600812415,0.3259256222121897,0.0017593984538333374,-0.003479447626158096,-0.09606737840146796,0.176214312591118,0.2602662512920625,0.06442497923767769,-0.16134216018332925,0.2739768377673197,-0.13136443762517136,0.24989094504829365,0.08835770910855378,0.07664540383422722,-0.20099092066181337,-0.2689963579078767,0.06450506956963098,-0.0837366781032733,0.1372882750864815,0.028344533475266432,-0.17727023180457083,0.1719038383871526,1.0,0.0928635930326381,-0.10357733294881571,0.00851915313737832,0.025332519993141744,0.18608348500548083,0.09524174943310709,0.1651355451773397,0.012464525588650346,0.22409754422522626,0.23222484343264382,0.03538783502248267,-0.07951715009459118
Cingulate_Mid_R,0.37879612735563767,0.1805819513838164,0.8698096700782356,-0.10706837326755654,0.8382939335825402,0.14634314384874658,0.7731602846134971,0.4803531171561367,0.7602301315081773,0.7480561582665451,0.731837180473112,0.16239351655763712,0.9007878011792423,0.741403835419206,0.8544861529833058,0.9191230775728852,0.4051405154312175,0.46352411215717715,0.7357592070438451,-0.21593749397495174,0.8871898841519462,0.8527679213970072,0.44560021395748156,0.10886546633962475,0.34975692657600893,0.18243479272492458,0.48871976608258844,0.43153275140201536,0.7397907477983572,0.5742437838177799,0.13125803426804483,0.7086002949520678,0.5817974366159744,0.7909420419548006,0.7482110199671533,0.43393128006759185,-0.09984367843074286,0.0928635930326381,1.0,0.27255675945705005,0.4068101279487594,0.5260395917479073,0.6728146032883028,0.45529719317300055,0.774008197029474,0.7098882497502784,0.8117286863595279,0.6201969471834866,0.5835538923731807,0.6589125409900287
ACC_sub_L,0.13176926656011337,0.14231519145882246,0.313979722869547,-0.19116285108821188,0.36836421867804403,0.06724849998829444,0.15007909141928075,0.26268078892853447,0.2511004587289309,0.0950982385214329,0.3597124841783237,-0.10167938269348745,0.25908415342970775,0.21418500842087934,0.25090534726213337,0.27645899198437995,0.03251701570158977,0.30668128273679,0.025611256771866465,-0.2203331851240824,0.1845043346408087,0.19813926411745622,0.15874245507824633,0.3776951931940311,-0.19636390172645676,0.2607494599758764,0.16525235582027387,0.5746435607503801,0.17625191026684156,0.24952008238596995,0.13112244322552769,0.08640725884959496,0.30189531241193923,0.028271463425235368,0.4700056236979879,0.10357931573411644,0.12303522280666915,-0.10357733294881571,0.27255675945705005,1.0,0.15051319880788883,0.43050751072840454,0.18486752915451848,0.5225231580103995,0.01791620566078291,0.22801640027503534,0.16135836872575335,0.15535371442490356,-0.0744586771005139,0.16798997608671237
Temporal_Pole_Sup_L,0.14100613259731795,-0.013077984712088242,0.2686401158265496,0.03320965126198475,0.43448150889640147,0.28712043481850746,0.37961808531753033,-0.020778168457280737,0.6161470567160068,0.4612900097293376,0.5299961448174952,0.010793437606524783,0.16550283582819206,0.39986575740873415,0.3998681259115695,0.3704391682788102,0.1271755355596903,0.25579999330691605,0.42103347685454484,0.04961705295970324,0.36390431987070265,0.4758465375799621,0.3669751309096952,0.14877822244608602,0.14756250015855144,0.07391962737984094,0.3232920525347576,0.354594229235001,0.3622994452896821,0.15163208853939242,-0.20032713693733212,0.33306908079047826,0.3068252344482067,0.46697929498530816,0.2776068388821802,0.1620790724264928,0.25539651285383796,0.00851915313737832,0.4068101279487594,0.15051319880788883,1.0,0.1676420906083303,0.4276273076620889,0.18294639875242197,0.41933159709289863,0.2861692736821573,0.36063522822379934,0.33896249255549515,0.27774398034062076,0.2760478626990784
SN_pc_R,-0.08385319769777491,0.18223993979542746,0.5991920631178004,-0.049635388512662984,0.6244623010406626,-0.17846444671036465,0.5855508353994138,0.6157079066642225,0.4203359166031145,0.5513322892010301,0.5559310950979403,0.24471653972790822,0.6042812680144137,0.39255913297371947,0.6556023091437312,0.60953791146603,0.2214791061105834,0.43266817379032163,0.396430238700013,0.2161303674663819,0.5511146347107401,0.5060235368729599,0.23900200576558314,0.13175694431838997,0.1812777733365924,0.3555216922302263,0.37776368304903213,0.3433962409172345,0.6542453597194123,0.35444034496385807,0.2829089432929001,0.5606466898244669,0.6530315040691279,0.44578986546334926,0.7147215417896907,0.24133060846382892,-0.30378689430505973,0.025332519993141744,0.5260395917479073,0.43050751072840454,0.1676420906083303,1.0,0.21147260388613465,0.6357782294583416,0.38538696475273526,0.3746575441911961,0.4996509449630904,0.48806320038213613,0.246208729864225,0.5359099375362885
Pallidum_R,0.6675324128675928,0.046968958327058274,0.6559497448103366,-0.25716773962509304,0.5268035076069237,0.4104242731576823,0.4583237245313699,0.003635506203295688,0.518257664754751,0.5752871434753924,0.6424932186305125,-0.27530832316013143,0.5603512984510454,0.7772990897150136,0.5817828594829708,0.6023247201954622,0.09355559979489068,0.07222699085300717,0.6335174913469057,-0.401882209576743,0.5835638160569301,0.7167094252077687,0.531110676350568,-0.05136536237911365,-0.029164441304121835,-0.15215487518310605,0.5807150170334201,0.4966525940099916,0.3618143983447455,0.29989585465606117,-0.1288406104367632,0.23976668113036392,0.20028173385597192,0.6279416440310562,0.5107393858007226,0.3613326762094946,0.3006354010588789,0.18608348500548083,0.6728146032883028,0.18486752915451848,0.4276273076620889,0.21147260388613465,1.0,0.20460253998641031,0.6846212197203154,0.5728342255341927,0.5366196492694157,0.6049907612899733,0.5011961299940773,0.44953592581288804
Olfactory_L,-0.05671360809747771,0.25725279670780066,0.5210322011040337,0.08056430357068738,0.6634356728473216,-0.09624652047129093,0.5479036478372757,0.4343698848850937,0.4198188489972305,0.46187485700156017,0.5896784335414319,0.24880378544945983,0.5402380253931705,0.35343050446992785,0.5820061419664873,0.606279019813314,0.3831186983597667,0.5676492232934175,0.21682596987679917,0.23603110443863684,0.5158204237117131,0.48027551281255554,0.14935611529753842,0.06465371089126773,0.3038146238068753,0.2563871908276655,0.33294845381717786,0.4746206958082231,0.6538819293263896,0.31852865150047005,0.24455050625959146,0.5406348425953437,0.6100897797763284,0.396705134573918,0.6524016137498369,0.1212132542701638,-0.08376288296207099,0.09524174943310709,0.45529719317300055,0.5225231580103995,0.18294639875242197,0.6357782294583416,0.20460253998641031,1.0,0.32261837346441047,0.31275865236419215,0.43114547343363696,0.5038373066176032,0.15786043486370183,0.4181429592842923
Rolandic_Oper_R,0.3176846422964127,-0.014340729810811538,0.7988828235804434,-0.21951952653288279,0.6619745424205767,0.17900105760282345,0.7953785853227371,0.22365726108304004,0.6783758342228807,0.901398685112516,0.7442331627812998,0.07134835625556553,0.7179753946826215,0.7097588538583675,0.8616951385733752,0.7703819549640577,0.1833555128339292,0.29562979491712227,0.8194606965806568,-0.03213623300276223,0.7566237161517464,0.7612449199993324,0.5258461597553188,-0.015000215740339771,0.20921887915633738,0.014892689660759949,0.42872922702504584,0.26849760014447804,0.625596430072699,0.352351117835524,-0.024011361459122797,0.5572347018862375,0.4976386570093309,0.9370346297757077,0.7018981598138254,0.36329626788089325,-0.1149748208382187,0.1651355451773397,0.774008197029474,0.01791620566078291,0.41933159709289863,0.38538696475273526,0.6846212197203154,0.32261837346441047,1.0,0.5414669047766921,0.6665970715806069,0.5959993274700549,0.8182826644381622,0.7344106049885993
Vermis_10,0.38854080001292035,-0.039147855393584785,0.7052866906934229,-0.3891161656704708,0.5883037097032635,0.10433303461230303,0.5768085095475814,0.36884555459421164,0.6069260691306033,0.49210286577128165,0.6564851484996287,-0.00868287995672115,0.6017888968894676,0.7063235894077589,0.5804658203859805,0.6352703261780026,0.013602909697069038,0.33097339770983913,0.6535744693483179,-0.2895888548166659,0.5540899619009357,0.50364072426927,0.45175910621854487,0.03896021323820913,-0.06012899833125745,0.04227849392798343,0.4570005417580656,0.41918131750163407,0.5306644944255338,0.6617978952342898,0.17801187376330646,0.4754586057710493,0.4185285838105005,0.6162235277212872,0.5465592126229899,0.5528356331481795,-0.07418863577735738,0.012464525588650346,0.7098882497502784,0.22801640027503534,0.2861692736821573,0.3746575441911961,0.5728342255341927,0.31275865236419215,0.5414669047766921,1.0,0.44831712996813716,0.4818875995043295,0.4669506561619777,0.4860068167665436
Precentral_R,0.1309675691039015,0.3025214694039882,0.6167528663483854,0.2877602022976086,0.7669156201996338,-0.06360892286508353,0.6142192547113597,0.32148610903448455,0.6420094091591964,0.7745121280336353,0.6047532489419213,0.20526609297030463,0.8078386704354064,0.5925876051717347,0.7512323992922708,0.8399710056380407,0.6852728696929571,0.44422679115365865,0.5574157058542762,-0.11620948298192163,0.8968263449571879,0.826837713985553,0.3006138659101717,0.11747930568834293,0.6016239602478973,0.3401123285953375,0.4638827895741582,0.19506163701215576,0.7401416454580266,0.2516058886513784,-0.028507026343928217,0.7184345987884182,0.5395260121692679,0.6559373619594944,0.6316936939062926,0.15450492340586144,-0.1526102252062833,0.22409754422522626,0.8117286863595279,0.16135836872575335,0.36063522822379934,0.4996509449630904,0.5366196492694157,0.43114547343363696,0.6665970715806069,0.44831712996813716,1.0,0.6151000193078815,0.4032963887145807,0.5074870716423096
Thal_PuM_R,0.30878627146647936,0.08558060492599871,0.6567863665378144,0.01721262731220853,0.7276235843142514,0.2046666413817834,0.6013406648921854,0.21739388503352966,0.49037566070945554,0.6699836903082143,0.7181303596205281,0.017075073221426824,0.6088816365866007,0.6294044815854127,0.667453550077534,0.6820535056365779,0.3627860027293655,0.27270621460824745,0.4790915053597532,-0.03893385824527962,0.6671236225131579,0.6973763864534047,0.42974600031927757,-0.14930028316074964,0.26298107049219893,0.0713900346762186,0.5649211058976169,0.4170747637258575,0.6123911964222911,0.3002072421627447,-0.04391314938220221,0.49008097541545703,0.4327786237074007,0.6405736303266966,0.6134351282169676,0.345852972175285,0.02672432123462548,0.23222484343264382,0.6201969471834866,0.15535371442490356,0.33896249255549515,0.48806320038213613,0.6049907612899733,0.5038373066176032,0.5959993274700549,0.4818875995043295,0.6151000193078815,1.0,0.39121096006461825,0.4862608974110662
Heschl_R,0.3152038216067719,-0.12885906881991596,0.6601913818746742,-0.4106082486236582,0.4801804711908068,0.17423600172829365,0.7079794298955976,0.2797848746043243,0.5550107471046647,0.6915878629092244,0.5866484314948599,0.18537765799489142,0.5277719549299402,0.5287701328935522,0.6905299796714824,0.5829643530779092,-0.03256849296644638,0.18268140747467188,0.7652431805192698,0.05331383398885573,0.6096902674416539,0.5214977092307541,0.4729147797055262,0.04052311945971232,0.04098759537063731,0.049964667499807616,0.2746610956786339,0.14754105633397452,0.4993059683205736,0.419138805786293,0.11777233870535624,0.46054423713560083,0.4893541131587791,0.7736169178201279,0.5281090640269935,0.36883457523969054,-0.20179659324882554,0.03538783502248267,0.5835538923731807,-0.0744586771005139,0.27774398034062076,0.246208729864225,0.5011961299940773,0.15786043486370183,0.8182826644381622,0.4669506561619777,0.4032963887145807,0.39121096006461825,1.0,0.7047626000154287
ACC_sup_R,0.13079139613410498,-0.03259740622278511,0.7769607445345043,-0.37738039251069344,0.5698377709769096,-0.021007789882256777,0.8016184793358007,0.4728633453560293,0.6280526289641043,0.7251758195022056,0.6605817587359327,0.2076668532071658,0.6723468597234794,0.5813941971954257,0.7979960190226508,0.6704051230880669,-0.030344626696942458,0.3009726446504529,0.6920258859818956,0.09230212451225658,0.637101694847989,0.5814995563880171,0.4876474821319741,0.08241645059694117,0.058155128941107456,0.23546120385236305,0.2824803926240513,0.20637545379193378,0.6211592055888393,0.5156126178218284,0.24691327026664187,0.523702652192712,0.6323131186658334,0.7232308005912473,0.8116147035088236,0.44431213294544913,-0.3775267338812088,-0.07951715009459118,0.6589125409900287,0.16798997608671237,0.2760478626990784,0.5359099375362885,0.44953592581288804,0.4181429592842923,0.7344106049885993,0.4860068167665436,0.5074870716423096,0.4862608974110662,0.7047626000154287,1.0
