,Vermis_7,Insula_L,Occipital_Mid_R,Occipital_Mid_L,LC_L,OFCant_R,Thal_PuI_L,OFCpost_R,Thal_VPL_R,Lingual_R,Vermis_6,Cerebellum_4_5_L,Thal_PuL_R,Insula_R,Frontal_Med_Orb_L,Thal_LGN_R,Occipital_Inf_L,Precuneus_L,Temporal_Sup_L,Parietal_Inf_L,Red_N_L,Frontal_Mid_2_L,Vermis_10,Rolandic_Oper_L,Thal_MDm_R
Thal_PuL_R,-0.18784362336599514,0.21834223975232805,-0.2604151108743673,-0.029595498727667393,0.10758453371468613,0.294520420181877,0.046201620878824956,0.17785780455469077,-0.07428894327368579,0.08298687530355776,-0.1040915392963601,0.30530995632821195,1.0,0.09269548085159728,0.13578660241791196,-0.08975877351601337,-0.03320005634243721,-0.0680774213391199,0.06017607446976609,-0.024578933548042955,0.14160013258406054,0.1963021811448976,-0.09391813112369991,0.35608711956796113,-0.16774893190280643
Insula_R,0.34234979206552446,0.6601880672279249,0.20032813057547613,0.06404852346438362,-0.08216468393816571,0.09377901474790577,0.26548946654315114,0.09726390626528669,0.590739721630077,0.568193697024165,0.5542687608057708,0.4901660845272096,0.09269548085159728,1.0,-0.27711069518114645,0.48489135027597824,0.09546568650031469,0.30573507412141343,0.6222379340260916,0.18402868421307558,0.06887432254178365,0.4885857724714454,0.3537011262984608,0.5723947500936801,0.5818877112991885
Frontal_Med_Orb_L,0.16000678892567352,0.10470501774016576,-0.3878116914857071,0.3284627694967239,-0.1245082217832929,0.5146361044239879,-0.47044858358950775,0.5325797853170426,-0.25575489476500074,-0.11623025663526411,0.007603618418074699,0.0903024232585368,0.13578660241791196,-0.27711069518114645,1.0,0.031836740637266756,0.36119515346131087,-0.19469266103288696,0.14694433061306755,-0.13479423026138573,-0.32526031030888064,-0.005191922965086125,0.21424881729421558,0.20127745709421138,-0.36315074403168385
Thal_LGN_R,0.34692732368391743,0.4686156565842644,0.31030402634718807,0.08334068880027556,0.05816067252338472,-0.1313498386325182,0.19933774578211003,0.13740753468898198,0.6186964513414943,0.40379014270684216,0.2474247827588698,0.3910892032095942,-0.08975877351601337,0.48489135027597824,0.031836740637266756,1.0,0.04661050846468022,0.3545439303879737,0.45623017977133024,0.23244208302674535,0.05680575620774769,0.19068361714375084,0.5424321394286902,0.36308501203926297,0.5162766553774298
Occipital_Inf_L,0.43925310636269765,0.36475546213418586,-0.07441192320075192,0.8713687544378765,-0.3379695639734732,0.154276444156301,0.08027968387608893,-0.1381645562166464,0.14964524965790169,0.2445387773756488,0.4247685840132552,0.2784057376728441,-0.03320005634243721,0.09546568650031469,0.36119515346131087,0.04661050846468022,1.0,-0.07872436891358875,0.37396457886767637,-0.09397933357095263,-0.29159572532600675,0.21514163519735482,0.2466672447884284,0.36812916253435946,0.2099202518034204
Precuneus_L,0.03425456606267693,0.29836939823892783,0.7884423137613804,0.29036777186700063,0.21650256567526255,-0.23587311186029777,0.5709644565609057,0.03104390466051931,0.7135109062471733,0.49496649382187313,-0.006937994154551516,0.29290887530981635,-0.0680774213391199,0.30573507412141343,-0.19469266103288696,0.3545439303879737,-0.07872436891358875,1.0,0.4995272883444182,0.8269388851998141,0.3013826724403937,0.26829179209483184,0.08693883904310522,0.2618955458154866,0.6712261932157672
Temporal_Sup_L,0.2684741933904359,0.6468809414483169,0.1518086394038896,0.5393829109179701,-0.11923889064814208,0.2372190264445752,0.17381822828930585,0.14567192164084208,0.6455761511489851,0.5843510610952185,0.2990324842720705,0.5536883056630524,0.06017607446976609,0.6222379340260916,0.14694433061306755,0.45623017977133024,0.37396457886767637,0.4995272883444182,1.0,0.5502256662530113,-0.12217982862043533,0.6170956731193666,0.44225200728004915,0.709269729598878,0.6048422207951346
Parietal_Inf_L,-0.11317731423893627,0.19119486508228417,0.5368155328943258,0.3283645545674895,0.13921063082592505,-0.18176657604423357,0.4987225851975761,-0.03456441616298348,0.624227140797332,0.29972468644322875,-0.10253532625160952,0.13319506705117962,-0.024578933548042955,0.18402868421307558,-0.13479423026138573,0.23244208302674535,-0.09397933357095263,0.8269388851998141,0.5502256662530113,1.0,0.1540125121027307,0.38408791322921826,0.037254225391775406,0.17974004070261992,0.5465608630428888
Red_N_L,0.03178903545470203,0.039904313170247986,0.24489262844252616,-0.23227868156335915,0.5473856212057571,-0.3827459954191263,0.47383396274708556,-0.38732299960200384,0.1600152036145792,0.46576107472690403,-0.10447507323165632,0.36473782494472073,0.14160013258406054,0.06887432254178365,-0.32526031030888064,0.05680575620774769,-0.29159572532600675,0.3013826724403937,-0.12217982862043533,0.1540125121027307,1.0,0.22318256961630664,-0.11810127444247492,0.06890130770292488,0.22048922920872535
Frontal_Mid_2_L,0.21485158028848025,0.395286256312537,-0.13619967594643748,0.28568141438066097,0.034696247807737245,0.16786735101563027,0.13422901912229315,-0.17831584561516595,0.3684974273486839,0.5214170311631031,0.2099427233322702,0.5271052374307765,0.1963021811448976,0.4885857724714454,-0.005191922965086125,0.19068361714375084,0.21514163519735482,0.26829179209483184,0.6170956731193666,0.38408791322921826,0.22318256961630664,1.0,0.2587187685567697,0.5755461839494393,0.3607740227048636
Vermis_10,0.5792918955233701,0.38056150538239475,0.03154310548837412,0.16990145578178356,-0.04438637673400632,0.004491109526727353,-0.12697952766569234,0.0936355372052308,0.3124555663853479,0.4971439322704145,0.409845657535034,0.42637737080127663,-0.09391813112369991,0.3537011262984608,0.21424881729421558,0.5424321394286902,0.2466672447884284,0.08693883904310522,0.44225200728004915,0.037254225391775406,-0.11810127444247492,0.2587187685567697,1.0,0.34391396867264207,0.29238972032035043
Rolandic_Oper_L,0.329887308286585,0.7987979285137371,-0.010742733090607587,0.3873129764253373,-0.09455639519113195,0.289221625903907,0.17137496840991492,0.18528670076525358,0.4784565777687222,0.6267503853217361,0.33075148530744247,0.7160262995123216,0.35608711956796113,0.5723947500936801,0.20127745709421138,0.36308501203926297,0.36812916253435946,0.2618955458154866,0.709269729598878,0.17974004070261992,0.06890130770292488,0.5755461839494393,0.34391396867264207,1.0,0.4249327170414876
Thal_MDm_R,0.36243591776008716,0.5483906810237432,0.6523878958661798,0.37908848037006176,0.027037288541231125,-0.37531551454802403,0.6532375179655792,-0.28217266753332243,0.9249821802286361,0.6346512780171126,0.2609859684971305,0.3809859177658867,-0.16774893190280643,0.5818877112991885,-0.36315074403168385,0.5162766553774298,0.2099202518034204,0.6712261932157672,0.6048422207951346,0.5465608630428888,0.22048922920872535,0.3607740227048636,0.29238972032035043,0.4249327170414876,1.0
