,Thal_VA_R,Temporal_Pole_Sup_R,Cingulate_Post_R,Thal_PuL_R,Vermis_7,Rolandic_Oper_R,OFClat_R,SupraMarginal_R,Temporal_Sup_R,Temporal_Sup_L,Thal_MGN_R,Putamen_R,Vermis_4_5,Temporal_Pole_Sup_L,Thal_IL_L,Fusiform_L,Raphe_D,Angular_R,SN_pr_R,Raphe_M,Insula_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Frontal_Sup_2_R,Occipital_Sup_R,Cerebellum_8_L,Olfactory_L,Pallidum_R,Parietal_Sup_L,OFCpost_R
Thal_MGN_R,0.07169742399824297,0.027901725217766668,0.3151674614260359,0.08527061292974465,0.3665226860387292,0.2655954899884854,-0.18918466698845748,0.4650239976045544,0.0852330829790387,0.5787923053251992,1.0,-0.015617524099800903,0.5512631716858939,0.18220975596331299,0.6045066281736777,0.5613111791534613,0.2994386215015807,0.4938535334445217,-0.32942076606960974,0.05098503189913522,0.4207223009639575,0.2829398008978059,0.46922889234272785,0.33228966413888894,0.5527571204170774,-0.0240522330597593,0.48780383265176275,-0.038145207612895395,0.4100420198571806,-0.011153169655507033
Putamen_R,0.5472768066445667,0.4526058749396701,0.43444316630821617,0.24701003385707182,-0.08740973783271955,0.5835762110505753,0.3190417946239594,-0.262393108015455,0.1587019153048367,0.14853239801903367,-0.015617524099800903,1.0,0.21097637358213048,0.43747796355697266,0.17026305422708696,-0.04000373234014788,0.2037710191159238,-0.22853669982813812,0.6048567569270011,0.09557592005093392,0.04849790538542772,0.24335111800391326,-0.16531349269745535,-0.1349929965134051,-0.11570029410753745,-0.15649026526477175,-0.221218634382729,0.701748430053259,-0.08859390209850562,0.5642428368117515
Vermis_4_5,0.38290944872071575,0.21463121588116563,0.6650490858175937,0.358983177578429,0.20902917125368853,0.44789478865362164,0.14836539975737306,0.015202059516600789,0.21539085627555665,0.5235374178573587,0.5512631716858939,0.21097637358213048,1.0,0.1892236118091008,0.5832228118853802,0.634793245609178,0.2617557549081032,0.01181287155054248,0.22211705247181662,0.1866580561402731,0.46688488876768264,0.3572105459262837,0.5120306914969696,0.39580171479248444,0.04227388851412514,0.2021070045581647,0.526425986389361,0.30823713290660704,0.14019875814186356,-0.016135276905077014
Temporal_Pole_Sup_L,0.47982004816176604,-0.03468558751778271,0.31529646394732386,0.14175608396625522,0.16022944537738257,0.5230001944865481,0.07411043205408493,0.14746864073504834,-0.019930806259892787,0.25712483443296213,0.18220975596331299,0.43747796355697266,0.1892236118091008,1.0,0.15873267327856713,0.428446449612278,-0.09154014280191836,0.00044732345796650615,0.2805435594224513,0.10318232353140054,0.09607697392814711,0.4202683310900849,-0.2619901945385719,0.12101935013019663,-0.07174306756301699,0.30754469333128026,-0.07709125683463135,0.22597715627318135,-0.18743248930214923,0.5999943915845285
Thal_IL_L,0.3305882572799746,0.30549048055144756,0.6752959965813531,0.04360628781775603,0.398608125425909,0.455779706602536,0.08030211735469335,0.3053301102359328,0.4549297180626236,0.4760749187707272,0.6045066281736777,0.17026305422708696,0.5832228118853802,0.15873267327856713,1.0,0.5879631323531878,0.16055724527732745,0.25800076943851513,0.13400601413422514,0.20289099426100468,0.6364836560805616,0.3942893431498114,0.3925808823674919,0.43215511695878717,0.24019459507991817,0.19451019475272807,0.33858095225784357,0.19734309732754135,0.05347511745887873,-0.018338283114254218
Fusiform_L,0.09072370922833606,-0.131671624295128,0.4803043851045955,0.09713817622584632,0.472033006964984,0.3890070731992346,-0.20831111416256187,0.3238940618660757,0.14993933429840448,0.6489476638884046,0.5613111791534613,-0.04000373234014788,0.634793245609178,0.428446449612278,0.5879631323531878,1.0,0.07425595501957499,0.22164042129989786,0.023265910736572255,0.32265460495282805,0.5178541837847283,0.5081581392296033,0.5071530003914111,0.48648597240590613,0.1774996336372532,0.5641540688183257,0.5851701581821149,0.0465792477597757,0.10911686290712126,-0.0014225068251253834
Raphe_D,-0.21651994581492828,0.20664082649790802,0.11873716103727769,0.035007073782432736,-0.1604044815821092,0.06726467157501177,0.027218759261041187,0.35663796899881545,0.07095346210206063,0.37113375789310926,0.2994386215015807,0.2037710191159238,0.2617557549081032,-0.09154014280191836,0.16055724527732745,0.07425595501957499,1.0,0.5054408672948377,0.010482457184075037,-0.32471289276649723,0.11534217308143846,-0.19344735587287729,0.3815628515541107,0.018007239521733925,0.610796410653439,-0.4130280049088818,0.07993404247478256,0.2598534139096437,0.5503411650058856,-0.09642360019998239
Angular_R,-0.3425312823878384,0.17234545135220347,-0.03420077141359757,-0.19700728533796974,0.15184592428118968,-0.10214504944908935,-0.07717603004730013,0.932590121388212,0.3345205784205901,0.20300734161955084,0.4938535334445217,-0.22853669982813812,0.01181287155054248,0.00044732345796650615,0.25800076943851513,0.22164042129989786,0.5054408672948377,1.0,-0.31064421694552263,-0.1475955738953162,0.19596957260487397,-0.16282232408397432,0.3447660834474847,0.32689491454025227,0.9475863710916038,-0.2831842955764016,0.08272663206251799,0.014843446734238132,0.5167028663966471,0.00893716934776796
SN_pr_R,0.3525707642887117,0.43613861649550595,0.4087337968644875,0.06281939429361812,0.029929035339719422,0.4074053770114509,0.2997751394964832,-0.2656900249702396,0.3757169275800996,0.03252370230355461,-0.32942076606960974,0.6048567569270011,0.22211705247181662,0.2805435594224513,0.13400601413422514,0.023265910736572255,0.010482457184075037,-0.31064421694552263,1.0,0.20775045499309458,0.14841208190928493,0.0928584613934822,-0.15112378199349383,-0.020424262621895676,-0.3180238479567373,0.2135103040276017,-0.3102907278071226,0.6772444735365944,-0.33498008598769513,0.30071556049810694
Raphe_M,0.25499178678826184,0.15530283313063614,0.13803657502099245,-0.015129167243446043,0.2993288834799099,0.33515233414979745,-0.0979726298894338,-0.08419648134364513,0.0813372964153359,0.11944717113018302,0.05098503189913522,0.09557592005093392,0.1866580561402731,0.10318232353140054,0.20289099426100468,0.32265460495282805,-0.32471289276649723,-0.1475955738953162,0.20775045499309458,1.0,0.09878242965821948,0.26646540848251626,0.13172015318168204,0.1673826223852821,-0.1323876693077564,0.37669881648085113,0.2842695013235848,0.24093379141279578,-0.13891520273788657,0.08175809104986555
Insula_L,-0.0009132039773657804,0.27042496953338957,0.5761340002823062,0.21834223975232805,0.31056390030458136,0.4121646914395026,0.07876458895481052,0.22891945208463968,0.5059600453155164,0.6468809414483169,0.4207223009639575,0.04849790538542772,0.46688488876768264,0.09607697392814711,0.6364836560805616,0.5178541837847283,0.11534217308143846,0.19596957260487397,0.14841208190928493,0.09878242965821948,1.0,0.7140396030545281,0.39125767223572827,0.3456608008635642,0.15173017540545145,0.18300324189944106,0.3160132702741454,0.13531588838933123,0.23136866599773298,0.24546382294948704
Frontal_Inf_Orb_2_L,0.28783013245613354,0.061335686074735246,0.4857292132870847,0.33396054436273853,0.198542396687979,0.5646270238436043,0.12356491189367687,-0.06373524609287151,0.19780194035157225,0.5372798587968393,0.2829398008978059,0.24335111800391326,0.3572105459262837,0.4202683310900849,0.3942893431498114,0.5081581392296033,-0.19344735587287729,-0.16282232408397432,0.0928584613934822,0.26646540848251626,0.7140396030545281,1.0,0.20174063957799393,0.23549637973027998,-0.19602323161701582,0.3100351272851152,0.3969632376423091,0.0637413609115145,0.004724260496727836,0.5034861610258285
Supp_Motor_Area_L,-0.22507519979615867,-0.0011495282741406853,0.37769555290089407,0.031236143495638097,0.24361898906349597,0.17130346828412418,-0.13563813597894447,0.320549127819592,0.166968177997981,0.49501856725367777,0.46922889234272785,-0.16531349269745535,0.5120306914969696,-0.2619901945385719,0.3925808823674919,0.5071530003914111,0.3815628515541107,0.3447660834474847,-0.15112378199349383,0.13172015318168204,0.39125767223572827,0.20174063957799393,1.0,0.6063506682955402,0.3855378387734304,0.09393833703079849,0.5010520034408291,-0.0006958088531528756,0.41904129947680274,-0.3224381749753001
Frontal_Sup_2_R,0.18778789369337573,0.19674131332721467,0.5482319403483356,0.12836873812990804,0.3909343188496383,0.32925227178755406,0.14053464563649137,0.46763407923216127,0.43809962802198055,0.11921997880824023,0.33228966413888894,-0.1349929965134051,0.39580171479248444,0.12101935013019663,0.43215511695878717,0.48648597240590613,0.018007239521733925,0.32689491454025227,-0.020424262621895676,0.1673826223852821,0.3456608008635642,0.23549637973027998,0.6063506682955402,1.0,0.19596608609650096,0.33150763330335586,0.2949138240025485,0.0790700793987895,0.0013999663707326086,-0.09569890499970088
Occipital_Sup_R,-0.37224082269120845,0.17146805154341427,-0.059368609717266985,-0.2225108994748022,0.1289213636399433,-0.10270318589933224,-0.191105887599977,0.8164071837236097,0.20612843210642728,0.3118275508713206,0.5527571204170774,-0.11570029410753745,0.04227388851412514,-0.07174306756301699,0.24019459507991817,0.1774996336372532,0.610796410653439,0.9475863710916038,-0.3180238479567373,-0.1323876693077564,0.15173017540545145,-0.19602323161701582,0.3855378387734304,0.19596608609650096,1.0,-0.3824525163676784,0.09193235596697744,0.05249076894736413,0.6396136058045436,-0.0057116007067851285
Cerebellum_8_L,0.07438566233905229,-0.24039769764154018,0.2671205399819924,-0.05469365679027884,0.5812511022176091,0.2812722747988618,-0.3373358605005961,-0.06994727969288135,0.03494674400410072,0.1639376723789236,-0.0240522330597593,-0.15649026526477175,0.2021070045581647,0.30754469333128026,0.19451019475272807,0.5641540688183257,-0.4130280049088818,-0.2831842955764016,0.2135103040276017,0.37669881648085113,0.18300324189944106,0.3100351272851152,0.09393833703079849,0.33150763330335586,-0.3824525163676784,1.0,0.16062291793281983,-0.0741827600766328,-0.5081468901655558,-0.18412008901765686
Olfactory_L,0.08987624216564263,-0.16103809047592263,0.15510158989907255,0.24420872461290857,0.033729381900258225,0.11391839413312935,-0.034202580764528465,0.07582527812647909,-0.014055367618556644,0.4151274811628365,0.48780383265176275,-0.221218634382729,0.526425986389361,-0.07709125683463135,0.33858095225784357,0.5851701581821149,0.07993404247478256,0.08272663206251799,-0.3102907278071226,0.2842695013235848,0.3160132702741454,0.3969632376423091,0.5010520034408291,0.2949138240025485,0.09193235596697744,0.16062291793281983,1.0,-0.19651053194638882,0.25421836534143344,-0.16863619084408019
Pallidum_R,0.38369799396298887,0.6489229428317527,0.38875603193531866,0.25517974848374314,0.029868900486162846,0.45734703484360517,0.39742133078750036,0.000921996838947883,0.44805503170198707,0.0005280561699345077,-0.038145207612895395,0.701748430053259,0.30823713290660704,0.22597715627318135,0.19734309732754135,0.0465792477597757,0.2598534139096437,0.014843446734238132,0.6772444735365944,0.24093379141279578,0.13531588838933123,0.0637413609115145,-0.0006958088531528756,0.0790700793987895,0.05249076894736413,-0.0741827600766328,-0.19651053194638882,1.0,-0.09970885241333,0.3256418481396425
Parietal_Sup_L,-0.32337042723270637,0.015233007407775181,-0.10225764734255802,0.02096883807415006,-0.07021108369476037,-0.19872784614871364,-0.20915808433718017,0.2958528915538826,-0.13842861905424494,0.48184351359108707,0.4100420198571806,-0.08859390209850562,0.14019875814186356,-0.18743248930214923,0.05347511745887873,0.10911686290712126,0.5503411650058856,0.5167028663966471,-0.33498008598769513,-0.13891520273788657,0.23136866599773298,0.004724260496727836,0.41904129947680274,0.0013999663707326086,0.6396136058045436,-0.5081468901655558,0.25421836534143344,-0.09970885241333,1.0,0.07900915647711501
OFCpost_R,0.3373436753735095,0.35139490184858874,0.20321435473771077,0.17785780455469077,-0.10280148027457482,0.40740718039049634,0.33765361493910934,0.011120882189839212,0.19796836865346665,0.14567192164084208,-0.011153169655507033,0.5642428368117515,-0.016135276905077014,0.5999943915845285,-0.018338283114254218,-0.0014225068251253834,-0.09642360019998239,0.00893716934776796,0.30071556049810694,0.08175809104986555,0.24546382294948704,0.5034861610258285,-0.3224381749753001,-0.09569890499970088,-0.0057116007067851285,-0.18412008901765686,-0.16863619084408019,0.3256418481396425,0.07900915647711501,1.0
