,Precuneus_L,OFClat_R,N_Acc_L,Vermis_7,SN_pc_L,Temporal_Mid_L,Cingulate_Mid_L,ParaHippocampal_R,Cingulate_Post_R,Olfactory_R,Cerebellum_7b_L,Raphe_D,Cerebellum_Crus1_L,Cerebellum_6_L,Raphe_M,Cerebellum_Crus1_R,Insula_R,Calcarine_L,SN_pr_L,Temporal_Sup_L,Cerebellum_Crus2_L,Putamen_R,ACC_sub_L,Frontal_Sup_Medial_L,Parietal_Sup_L,Frontal_Mid_2_R,Supp_Motor_Area_L,Cuneus_R,Temporal_Inf_R,Thal_MDm_R,ACC_sup_R,Postcentral_L,Precuneus_R,OFClat_L,Lingual_L,Parietal_Inf_L,Occipital_Sup_R,Thal_LGN_R,OFCpost_R,Cerebellum_6_R,Frontal_Sup_2_L,Parietal_Inf_R,Thal_VL_R,Occipital_Inf_L,Angular_R
Cerebellum_7b_L,-0.38490080594057186,-0.49289009655249366,0.368716808558589,0.636928131788341,0.3102480850241142,0.3816277642655642,0.14450954924604878,-0.04854824277141925,0.13722692455176602,-0.2514315731272587,1.0,-0.4815788589905437,0.9314789010139554,0.6506165552064571,0.3822221584687289,0.5732351728588524,0.2809260384081912,0.05984683945309701,0.15965899230485864,0.15243047890007258,0.820627218506682,-0.26054212496046103,-0.26877449176612306,-0.0823068987589694,-0.4311840869651816,0.4483491042863023,0.08924414224537612,-0.28516600269271025,-0.07872290344144581,0.09036727728058197,0.12697892305548755,-0.33776484757498393,-0.36583247217444714,0.01946444657907236,0.4351786269873581,-0.44865616813907144,-0.2918493428393305,0.03586535540856481,-0.24368748046722952,0.6600586906768585,-0.07755746284927507,-0.28723489587023165,0.16528418220454885,0.6206354703600687,-0.2187525043256372
Raphe_D,0.6930566802839475,0.027218759261041187,0.12734345939538924,-0.1604044815821092,-0.08311812485422607,0.22517579764879375,0.2725854058962328,-0.04877214530751112,0.11873716103727769,0.16212503472957082,-0.4815788589905437,1.0,-0.2999051631211175,0.05001864362658283,-0.32471289276649723,-0.10277982182472065,0.04854539513870675,0.4951049570715209,-0.22751994399311445,0.37113375789310926,-0.2565206893515409,0.2037710191159238,-0.023928240293409193,0.36823617945887593,0.5503411650058856,-0.0998922019538576,0.3815628515541107,0.6625277085429951,-0.03993447532123423,0.35649589396255515,0.024718909757624502,0.6160295266166195,0.7185260648755423,0.012036297640822294,0.276914365787398,0.6284404378896287,0.610796410653439,0.27214342537208963,-0.09642360019998239,-0.10271752525975864,0.4134591804746669,0.5044935282502389,0.28146391491939715,-0.21762156710241323,0.5054408672948377
Cerebellum_Crus1_L,-0.17257062210642182,-0.6291802366215068,0.34978243587425367,0.756788399064454,0.2913196938178704,0.48393721711857446,0.19415458154076137,-0.10348241572691626,0.13026155800471395,-0.31638034732908893,0.9314789010139554,-0.2999051631211175,1.0,0.808694322129223,0.32227199596735573,0.6792926794097155,0.3176816298686552,0.2753817043438834,0.06521097551049858,0.3063212021047861,0.9042706016803901,-0.3010285617103028,-0.35562818828234805,-0.019224762249379038,-0.22080804779393687,0.45223422171125544,0.18459288657527662,-0.0707900581112005,-0.10464627837359132,0.2833369193356959,0.11601486357479475,-0.16083315758596356,-0.1912073721795231,0.02003307621576542,0.6045130040568494,-0.2612566839923223,-0.07922276034566988,0.16856037340497876,-0.244660791033726,0.698842006534767,0.013300995450242038,-0.10550774945427988,0.279139175922511,0.7227818189332673,-0.020631587131787327
Cerebellum_6_L,0.1836224865432588,-0.411086005755504,0.31204818721848715,0.7362326304705273,0.3260180139386974,0.525480904355097,0.4790597010884714,0.1174603393209096,0.4176756434004224,-0.08157799754186086,0.6506165552064571,0.05001864362658283,0.808694322129223,1.0,0.3118906918448608,0.6909119343357221,0.5308947178800342,0.5862130112666807,0.11485865822918037,0.5557213982764344,0.6825045756932054,-0.08258140555226069,-0.2971181549144365,0.2709691585405581,0.017320869004358752,0.47410305010303355,0.43110864178342523,0.2053416036112864,0.1965806885061211,0.5382531795891885,0.31438796900585136,0.1346229224692794,0.16795017310119767,-0.0026561320113842263,0.8474106800898149,0.012806876170629259,0.1303110017692372,0.38793612457915544,-0.11765538019756008,0.8302319340169265,0.3187585470909482,0.04087337985895907,0.5325536361361297,0.6064644357573223,0.16642581877000046
Raphe_M,-0.0499354758287805,-0.0979726298894338,0.15559695412048313,0.2993288834799099,0.15575618660759885,0.1336321801389791,0.11533606964436569,0.2995797484719238,0.13803657502099245,0.11110176568282625,0.3822221584687289,-0.32471289276649723,0.32227199596735573,0.3118906918448608,1.0,0.28142962131120797,0.31019276144554037,0.013085502007936971,0.18683451651238683,0.11944717113018302,0.2828100859914187,0.09557592005093392,-0.04492049254139688,0.1620431419765327,-0.13891520273788657,0.18207550449514726,0.13172015318168204,-0.062070531837136414,0.1702308842464526,0.09182346483525114,0.09823052759608837,-0.017600576312586252,0.01777783290189999,-0.06514434876778398,0.2700819068192459,-0.0851443294846618,-0.1323876693077564,0.013039903720982253,0.08175809104986555,0.4430806538317874,0.09577359376854137,-0.2087018595654253,0.15003867288907685,0.026464607268112346,-0.1475955738953162
Cerebellum_Crus1_R,-0.020748760805468912,-0.39932919755768165,-0.11892213282293222,0.7797852005064727,0.11917800636741734,0.0720198698642875,0.14139902296114853,-0.11444114763019486,0.17476960418412818,-0.10514597111046844,0.5732351728588524,-0.10277982182472065,0.6792926794097155,0.6909119343357221,0.28142962131120797,1.0,0.24180471868322703,0.27542897561712015,-0.04394731533423807,0.0973776190391742,0.7620766878581123,-0.16857185274736372,-0.2855233769192191,0.1088979491420835,-0.09284923006916225,0.2572366383558222,0.21254861550090656,0.0652912949765542,0.4089741567309192,0.3228946970216119,0.09976929118833235,-0.013675525908242421,-0.028259540360448244,-0.24754746323534182,0.5244731566063497,-0.11737062518128287,0.10158490205129113,0.2397726886363526,-0.22459836235241393,0.8267761766153254,0.15936926673955784,-0.01500899578069976,0.233487890858854,0.3373418546549322,0.11454503274993041
Insula_R,0.30573507412141343,-0.050307600001935765,0.3274891776000256,0.34234979206552446,0.03720674039953913,0.45531002642142043,0.4293317000468253,0.2535908599465761,0.48974784293122564,0.08986291234790857,0.2809260384081912,0.04854539513870675,0.3176816298686552,0.5308947178800342,0.31019276144554037,0.24180471868322703,1.0,0.514919731512886,-0.02564998099550838,0.6222379340260916,0.24013364058520073,0.05036599991757875,-0.2808029164183464,0.23461047932122733,0.057860695093106464,0.43153318239558935,0.47341066108310637,0.31601421218974296,0.13769333020802715,0.5818877112991885,0.4238638800041651,0.2675412878778638,0.405695945124273,-0.012120067140192176,0.6037420319931045,0.18402868421307558,0.21528191481011888,0.48489135027597824,0.09726390626528669,0.5112181857414944,0.2543362417892741,0.14540022758091453,0.710336296683784,0.09546568650031469,0.21576455955188423
Calcarine_L,0.7797652639987346,-0.2915565908105628,0.2292493637432699,0.3705150689715663,-0.018624077323389405,0.6020754775154685,0.5638413220084623,0.02486359454113018,0.43071853673675076,0.008394870639219171,0.05984683945309701,0.4951049570715209,0.2753817043438834,0.5862130112666807,0.013085502007936971,0.27542897561712015,0.514919731512886,1.0,-0.25892879316976364,0.7142872957459561,0.29185128885646133,0.005256411588321437,-0.3519244239490349,0.4619582232835388,0.5037812998786129,0.2777934517621331,0.6261073233947699,0.7976320810469211,0.09611631333064118,0.8509802764896252,0.2235696524248314,0.6514946630067155,0.7322865365936465,-0.04255717454090994,0.8050480237347435,0.6065984109873349,0.6841800471916677,0.5786725475159152,-0.10446712281227909,0.3686284283614797,0.5441159718181438,0.5038399526820423,0.7937974110732339,0.2287780493429974,0.6017471300797232
SN_pr_L,-0.4601467453399852,0.30523099952796545,0.16637219883832174,-0.017513870616838345,0.81808792250663,-0.1454822382843066,0.2520068390964363,0.6667671429387231,0.39217394949444095,0.4348037968198987,0.15965899230485864,-0.22751994399311445,0.06521097551049858,0.11485865822918037,0.18683451651238683,-0.04394731533423807,-0.02564998099550838,-0.25892879316976364,1.0,-0.032769348741970634,-0.19134438388124966,0.4562003111032691,0.4990415171334488,0.09889425985921502,-0.49752872174129437,0.138682536451838,-0.29054682234481094,-0.5339110813744004,0.29630034040520514,-0.3936744432784688,0.17818690748547758,-0.48216586893639124,-0.3951751776051742,0.4615387621189162,-0.10005830119832389,-0.5559085731482383,-0.5927192349206074,0.03638724482025631,0.2766385155189002,0.14524318629768146,0.047218194002864394,-0.5359471785488112,-0.11768265633398146,0.04336971442460488,-0.5272688556113079
Temporal_Sup_L,0.4995272883444182,-0.34735584884812715,0.5520974730107385,0.2684741933904359,0.18763305643514952,0.8556515290383871,0.5671310178082564,0.14417151719246205,0.4326281022455541,-0.08015516561479394,0.15243047890007258,0.37113375789310926,0.3063212021047861,0.5557213982764344,0.11944717113018302,0.0973776190391742,0.6222379340260916,0.7142872957459561,-0.032769348741970634,1.0,0.22875269305702653,0.14853239801903367,-0.23766681579335439,0.5000442071685677,0.48184351359108707,0.10649221603676272,0.49501856725367777,0.47808699952560857,-0.1517926042846376,0.6048422207951346,0.4263504936785073,0.6592065151307656,0.5989040018851214,0.18851708670533415,0.7237174909025157,0.5502256662530113,0.3118275508713206,0.45623017977133024,0.14567192164084208,0.2582241096554058,0.5328949392374862,0.14009565040563993,0.7044781469988995,0.37396457886767637,0.20300734161955084
Cerebellum_Crus2_L,-0.059974161890211534,-0.669577925527518,0.19515526885474085,0.7833891525293852,0.023555590637667195,0.4240790200001339,0.10213984771329306,-0.26215186100160504,0.048776486669834924,-0.33533645152478986,0.820627218506682,-0.2565206893515409,0.9042706016803901,0.6825045756932054,0.2828100859914187,0.7620766878581123,0.24013364058520073,0.29185128885646133,-0.19134438388124966,0.22875269305702653,1.0,-0.3538940009238386,-0.39587505011612073,-0.015113473897799616,-0.07115942196332486,0.36811102299498105,0.20443021398983263,0.056160039653177556,-0.10631741238197794,0.3349823964919632,0.06304932079921803,-0.053678830940066785,-0.08924769030876056,-0.06695378054713952,0.5486323084929025,-0.13776500507735787,0.10447565080375566,0.1685225084063918,-0.2594289203254951,0.6422117282085419,0.04877309575941131,0.0651672855735859,0.27532600352681535,0.6179943702703213,0.13126619857801056
Putamen_R,0.025969369300568805,0.3190417946239594,0.2404209972314455,-0.08740973783271955,0.381999591811948,0.005535248289490381,0.4193756788087476,0.729397513128538,0.43444316630821617,0.6119662055107439,-0.26054212496046103,0.2037710191159238,-0.3010285617103028,-0.08258140555226069,0.09557592005093392,-0.16857185274736372,0.05036599991757875,0.005256411588321437,0.4562003111032691,0.14853239801903367,-0.3538940009238386,1.0,0.6026117477502536,0.4495267098524897,-0.08859390209850562,-0.17005572794072865,-0.16531349269745535,-0.038356488729978176,0.1726849338712665,-0.20846098827832735,0.37723082344866354,0.06092409889776358,0.11355491426244205,0.5046907193048734,-0.05158096767469626,-0.04253340717488606,-0.11570029410753745,0.13643092725647846,0.5642428368117515,-0.039835022347703086,0.39802238441713295,-0.21726631101538438,0.0840193733710246,-0.46672726583526786,-0.22853669982813812
ACC_sub_L,-0.22799347824877392,0.601898415237881,0.010288827179343903,-0.22283355237945268,0.20648540359176656,-0.22676139438085777,0.09499339394228565,0.5949364691422795,0.259743558571291,0.6732749281261308,-0.26877449176612306,-0.023928240293409193,-0.35562818828234805,-0.2971181549144365,-0.04492049254139688,-0.2855233769192191,-0.2808029164183464,-0.3519244239490349,0.4990415171334488,-0.23766681579335439,-0.39587505011612073,0.6026117477502536,1.0,0.08823798518944509,-0.2229809778217634,-0.06651059881257963,-0.4622049737558352,-0.292606408016721,0.06131956836806858,-0.5535559370161424,0.30413875810743707,-0.36660195505464893,-0.20852968414223358,0.6777384638411547,-0.32435112333262683,-0.3643289927648218,-0.23219792897767627,-0.048237883905764355,0.668150294006997,-0.27706863842296753,0.11366713125695647,-0.09710598109678392,-0.27925767796647144,-0.2745183799236069,-0.1572141149565871
Frontal_Sup_Medial_L,0.4273005231594064,0.03423094482551447,0.3390625175790645,0.18700522556865568,0.19408869217093058,0.41720121056558074,0.658684012586427,0.28038360904477583,0.5765617148708194,0.3267640142967117,-0.0823068987589694,0.36823617945887593,-0.019224762249379038,0.2709691585405581,0.1620431419765327,0.1088979491420835,0.23461047932122733,0.4619582232835388,0.09889425985921502,0.5000442071685677,-0.015113473897799616,0.4495267098524897,0.08823798518944509,1.0,0.37406282375900807,0.1924456645109209,0.5610856177752481,0.33075822138804445,0.2665066542497643,0.28394408025164736,0.5305315988968828,0.5841045513008364,0.5173571114354392,0.026800766447871577,0.4445591852547944,0.41786233952552104,0.1505721330125229,0.2748037450525782,0.12734921573018193,0.24095124511356353,0.91908513878794,0.009027300755714222,0.476563902893541,0.02189537623387823,0.031614044509072216
Parietal_Sup_L,0.7578002316038107,-0.20915808433718017,-0.0018243735439007992,-0.07021108369476037,-0.34979174568462,0.3968671684146961,0.05878430841533752,-0.23407183250843272,-0.10225764734255802,-0.14469070920310956,-0.4311840869651816,0.5503411650058856,-0.22080804779393687,0.017320869004358752,-0.13891520273788657,-0.09284923006916225,0.057860695093106464,0.5037812998786129,-0.49752872174129437,0.48184351359108707,-0.07115942196332486,-0.08859390209850562,-0.2229809778217634,0.37406282375900807,1.0,-0.22724334986471553,0.41904129947680274,0.7078094944725776,-0.1693946389151396,0.4249102338175811,-0.06183500288088074,0.8124758623906033,0.7333246872452016,-0.1124122439449007,0.3040964804411922,0.8912041911977648,0.6396136058045436,0.19725223007242618,0.07900915647711501,-0.21067074026958907,0.4188744221258144,0.5490352701462875,0.26373230650491186,0.08561592057539985,0.5167028663966471
Frontal_Mid_2_R,0.12171986401185987,0.09380418628328742,0.17336623360467268,0.45396217071520945,0.0808506017659859,0.1567820279454196,0.4200153265012714,0.15124990230854526,0.5169844274853603,0.21893921619516699,0.4483491042863023,-0.0998922019538576,0.45223422171125544,0.47410305010303355,0.18207550449514726,0.2572366383558222,0.43153318239558935,0.2777934517621331,0.138682536451838,0.10649221603676272,0.36811102299498105,-0.17005572794072865,-0.06651059881257963,0.1924456645109209,-0.22724334986471553,1.0,0.48593588483159156,0.06757958812603428,0.16495686922039435,0.28978075213591364,0.33661494632931,-0.17532426767075066,0.02781300701454867,0.03111414758691104,0.4168556790540615,-0.25556670462394687,0.08542319947034852,0.25380635884512864,-0.1391493479931145,0.47294812611359915,0.287415494226217,0.2434894399457703,0.41113600517785226,0.35727770055349595,0.25316222704908314
Supp_Motor_Area_L,0.6189662632814921,-0.13563813597894447,0.25499924589322415,0.24361898906349597,-0.15614515723795513,0.4156052375922445,0.5805580515117781,-0.18274519005526552,0.37769555290089407,-0.07532922688306294,0.08924414224537612,0.3815628515541107,0.18459288657527662,0.43110864178342523,0.13172015318168204,0.21254861550090656,0.47341066108310637,0.6261073233947699,-0.29054682234481094,0.49501856725367777,0.20443021398983263,-0.16531349269745535,-0.4622049737558352,0.5610856177752481,0.41904129947680274,0.48593588483159156,1.0,0.5047835163844585,0.1722873740837952,0.6222655767291025,0.27339248874205685,0.6243685102499608,0.5986879358716182,-0.36275086765840725,0.5879094389031505,0.4922086121570606,0.3855378387734304,0.18594711163253708,-0.3224381749753001,0.38878098996349153,0.6124118155346784,0.3137986022940085,0.5720735549243443,0.23900949300733104,0.3447660834474847
Cuneus_R,0.9436635772977732,-0.2172475769635141,0.015019408995770306,0.13097041830921777,-0.3388539294482593,0.400073471534887,0.24990581153967614,-0.10521109853904535,0.058797819645656585,0.036710299686441655,-0.28516600269271025,0.6625277085429951,-0.0707900581112005,0.2053416036112864,-0.062070531837136414,0.0652912949765542,0.31601421218974296,0.7976320810469211,-0.5339110813744004,0.47808699952560857,0.056160039653177556,-0.038356488729978176,-0.292606408016721,0.33075822138804445,0.7078094944725776,0.06757958812603428,0.5047835163844585,1.0,-0.08035099746110765,0.6972414827164322,-0.05725321984985515,0.7404160570161409,0.9015240717228722,-0.1084782243257661,0.5178480194187293,0.8163794579033874,0.9400112934065247,0.4031475220395516,-0.04495138230330145,0.05647213624262417,0.4104454499550654,0.7819688199859669,0.5292798313143401,-0.11250399300689315,0.834502516003259
Temporal_Inf_R,-0.002603458851890831,0.4171140475391689,-0.3648386371367839,0.15612060518665305,0.17307094351707566,-0.39989077074474416,0.20043105195554234,0.3102641225420914,0.4559615803689552,0.36952483621999455,-0.07872290344144581,-0.03993447532123423,-0.10464627837359132,0.1965806885061211,0.1702308842464526,0.4089741567309192,0.13769333020802715,0.09611631333064118,0.29630034040520514,-0.1517926042846376,-0.10631741238197794,0.1726849338712665,0.06131956836806858,0.2665066542497643,-0.1693946389151396,0.16495686922039435,0.1722873740837952,-0.08035099746110765,1.0,0.08440519903782887,0.19107461512726356,-0.05977564664663175,0.0009278693345208739,-0.33656052599352015,0.16116630151516137,-0.11726622606966493,-0.1483681987299491,0.15600052762372818,-0.04989507446907804,0.5150091915070155,0.24092748948495032,-0.22003602525834878,0.1140744734614796,-0.18113231874848365,-0.1267357505176775
Thal_MDm_R,0.6712261932157672,-0.31961887803101835,0.11968714070660606,0.36243591776008716,-0.17101635953257527,0.4811438686394847,0.36916597451734606,-0.17174564550584212,0.26388329532949417,-0.17116852759723833,0.09036727728058197,0.35649589396255515,0.2833369193356959,0.5382531795891885,0.09182346483525114,0.3228946970216119,0.5818877112991885,0.8509802764896252,-0.3936744432784688,0.6048422207951346,0.3349823964919632,-0.20846098827832735,-0.5535559370161424,0.28394408025164736,0.4249102338175811,0.28978075213591364,0.6222655767291025,0.6972414827164322,0.08440519903782887,1.0,0.16989877191357936,0.5801020738451003,0.6055068187897152,-0.26266674966825704,0.7153440745903197,0.5465608630428888,0.6454387658766362,0.5162766553774298,-0.28217266753332243,0.381575216247885,0.33355457510362796,0.4917329089335186,0.8184692921901019,0.2099202518034204,0.5953210328577219
ACC_sup_R,0.026104202887839986,0.2618434823086552,0.37471804640404904,0.18488549678618077,0.09369007410943443,0.3303174274087574,0.6014143498549558,0.341132286378903,0.7043054856797684,0.29815756191995196,0.12697892305548755,0.024718909757624502,0.11601486357479475,0.31438796900585136,0.09823052759608837,0.09976929118833235,0.4238638800041651,0.2235696524248314,0.17818690748547758,0.4263504936785073,0.06304932079921803,0.37723082344866354,0.30413875810743707,0.5305315988968828,-0.06183500288088074,0.33661494632931,0.27339248874205685,-0.05725321984985515,0.19107461512726356,0.16989877191357936,1.0,0.17026389280597107,0.0694390318487055,0.2562388768621931,0.3551153384237837,-0.027510487724955176,-0.1109559707709738,0.27530871615383395,0.32615504292105113,0.2875989697577178,0.5437991672697837,-0.08947719142848042,0.46041505037001673,0.12604416242961447,-0.08261975440664196
