,Rolandic_Oper_R,Temporal_Pole_Sup_L,Supp_Motor_Area_L,Cerebellum_7b_L,ACC_sup_L,Cerebellum_3_R,Thal_MGN_L,Thal_MDm_L,Cerebellum_6_R,Supp_Motor_Area_R,Thal_PuI_R,Frontal_Inf_Oper_L,Thal_LGN_L,Insula_R,Red_N_R,Vermis_3,Caudate_R,Thal_MDm_R,Frontal_Sup_2_L,Cerebellum_9_L,Thal_VL_R,Rectus_L,ACC_sub_R,OFCant_R,SupraMarginal_R,Calcarine_L,Paracentral_Lobule_L,LC_L,Occipital_Mid_L,Parietal_Sup_R,Thal_PuA_L,Postcentral_R,Frontal_Sup_2_R,Thal_LP_L,Cingulate_Post_R,Cerebellum_9_R,VTA_L,Frontal_Med_Orb_R,Cerebellum_Crus1_L,OFCmed_L,SN_pc_R,Cerebellum_8_L,Vermis_10,Temporal_Pole_Mid_R,Frontal_Inf_Tri_L,Thal_AV_R,Temporal_Sup_R,VTA_R,Cerebellum_Crus1_R,Thal_PuL_R
LC_L,0.3831327096812724,-0.5018571573477753,0.2009279773927514,-0.47512613323375597,0.25761243374484494,0.1043604367355262,-0.5821644467572503,0.75070773933081,-0.649281599220875,-0.1536823373069985,-0.7851999383461129,-0.21268956068814615,0.6869198145618851,0.0826843585854659,-0.14834802363209315,0.838416479030424,0.3262994844169323,-0.5385255114363904,0.5120395132108722,-0.5013883767102313,0.588923287564016,0.5373982671984056,0.5379644044885709,0.7251073314625597,-0.5017409779336641,-0.64979531647478,-0.3467300989725291,1.0,-0.7371871350073366,-0.27129737549639693,0.35739399178076886,-0.3630042642915837,0.46271544399513237,0.3119496978044082,0.19179065343485632,-0.5482596282812162,0.049562346207635756,0.6230335615929087,-0.6326712801643004,0.6322367896737974,-0.4532875262633531,-0.45080424338439934,-0.6685486229853048,-0.42845142521497354,0.6349748305591252,0.2955238469395237,-0.5024429672926446,-0.15378123488545217,-0.58688610087131,-0.8074207594818044
Occipital_Mid_L,-0.42480019041092143,0.6441284367680367,-0.5367048376048845,0.3639394656042894,-0.5246432436486378,-0.09988528338212231,0.6156053349520494,-0.5752116489310086,0.49600608280119146,0.09487458174418101,0.8043700756624313,0.449936152826115,-0.7254198307096112,0.04632685084647373,0.3277747449759547,-0.7507383342876329,-0.049994757276928294,0.7550351593759176,-0.7734428624577542,0.31016703750956426,-0.3569704682385994,-0.34560118473660506,-0.4063253367442075,-0.6060042525179543,0.6555720006469781,0.7343977480127755,0.41883973786958756,-0.7371871350073366,1.0,0.6292540142835311,-0.261968582597733,0.5574626787831027,-0.48502722440782364,-0.07286602168323925,-0.15322440908029103,0.3754443727997136,-0.08542694115094239,-0.43236443241711847,0.583403906771013,-0.3400155299312049,0.33723924745693257,0.2524315526064611,0.5053733572311719,0.24012643661932537,-0.6655349968891532,-0.1617151786192287,0.4750389119844258,0.19498740011404417,0.36558326986752815,0.9279347057006125
Parietal_Sup_R,-0.4830414917088064,0.12204587999450464,-0.6792982806323777,-0.23744340342991305,-0.43747480047749904,-0.3236897675878453,0.12951201521433026,-0.2710794124395385,-0.21676144598324273,0.07730664324643428,0.16417721303461366,0.2895616635260001,-0.35853399425704013,-0.08635816127653205,0.10330655617687294,-0.20448720238879325,0.24019177702014693,0.20874512777537477,-0.6358993259479685,-0.4387119442069292,-0.10070629410460098,0.2558904026027878,0.008133911125839497,-0.021100736041267262,0.5715467499378475,0.11749274629469496,0.5321184305725319,-0.27129737549639693,0.6292540142835311,1.0,-0.24766258510113748,0.7499415542734321,-0.031428351029018885,0.11641574745692691,-0.3242756618499332,-0.3638425159054357,-0.14279127431756666,0.24057315653918973,-0.1330505142651208,0.22723895207930112,-0.05432633257588422,-0.48356832438848757,-0.25653011652732116,-0.41689113455360466,-0.3421580807915133,-0.047404999227417456,-0.05761376690062598,-0.046608678801976326,-0.37669653661817176,0.4875889781776354
Thal_PuA_L,0.3004421205731779,0.036814431738693774,0.2358098054702479,0.06804657999516084,0.24825899342552038,0.325712022173437,0.07123432808954606,0.5695101184772218,-0.05035760209323356,-0.015420513120654858,-0.18106845467678162,-0.05211105416463554,0.20655337865552334,0.24998833385957347,-0.03987201781954518,0.2995800104413435,0.1455556204440024,0.026500735060808578,0.28642970253792494,0.07164118277468685,0.7056407668587269,0.21072634011710512,0.0780410181920595,0.24595349474477388,-0.2482744286122635,-0.0035390778339524473,-0.1689746153985587,0.35739399178076886,-0.261968582597733,-0.24766258510113748,1.0,-0.21209164169255665,0.16491184488988053,0.5234942347001943,0.2875674624263564,0.007271047521116114,0.06381738624487605,0.1243762213044021,-0.07003287029411871,0.23909513110804503,-0.15324917643682648,0.06943624861087608,-0.044002364315390986,0.07161941216373705,0.30042789558937744,0.5146309243587627,0.0034985454467935996,-0.14245135285877789,-0.018213895886719365,-0.2487761656442391
Postcentral_R,-0.42270237653520126,-0.01133857468017775,-0.47419541132562965,-0.11803183778476704,-0.08883908058885184,-0.24310138585999028,0.21100323564208,-0.32662200727734503,-0.13412806060164503,0.4245677527375105,0.17212830458950848,0.07805913656517498,-0.33232712909446344,-0.06749299825313507,0.04363868113853966,-0.2615453615646927,0.1236167447588203,0.11254736192335256,-0.4879966523919417,-0.28433013627955345,-0.15010717880933513,0.09892259944188053,-0.11760894421007764,-0.1210904056053119,0.8639508917405181,0.15918188177589648,0.6654775992249291,-0.3630042642915837,0.5574626787831027,0.7499415542734321,-0.21209164169255665,1.0,0.16223493076095472,0.011172126660184302,-0.21912765559353922,-0.22725251019650722,0.013661636134677538,0.004534835458802295,-0.11537934177853541,0.07765960245839489,0.12585297958956665,-0.3618151388429169,-0.1357298208100998,-0.3805503232440979,-0.36720972222461495,-0.2075327377464759,0.11219825969373799,0.09161135762104188,-0.26923874491387934,0.5145348572365251
Frontal_Sup_2_R,0.0829609871741928,-0.5415666078303452,0.3680832340338874,-0.2658175931649489,0.44390575543476446,0.20590570417607537,-0.3798811568641673,0.35692807685017724,-0.5504445115596014,0.47147067431698075,-0.6363063018113109,-0.11855257756616773,0.5770069000293057,0.018313988274428976,-0.016713259870458658,0.6183196242468276,0.15018443799571635,-0.5820635845660765,0.5842977518421341,-0.42738818999671907,0.32627058563290506,0.381004165955461,0.3411721024826831,0.5925754833754558,-0.012231294291251209,-0.38649433338228883,0.33851612133174763,0.46271544399513237,-0.48502722440782364,-0.031428351029018885,0.16491184488988053,0.16223493076095472,1.0,0.2534471069536228,0.2794901659974312,-0.46297307778646685,0.2438190144212662,0.48549675237953505,-0.5946181546943906,0.43717720234764657,-0.26313269271104234,-0.407214127098482,-0.536559085093677,-0.5089137156455645,0.595756957745727,0.18271188640862174,-0.42965705138921284,0.020002222799262385,-0.5492957129916509,-0.5111006619213176
Thal_LP_L,0.033703698973353284,-0.08378643793517743,-0.09836538771246135,-0.015970524012981584,-0.027031741550200883,0.30120968513392593,0.0907902848974788,0.389116600858953,-0.2691163530560402,-0.01115381291676671,-0.19412192477887733,0.23497280755107816,0.3694881282221456,0.2530425181112623,0.10467631974530295,0.27087797578822326,0.4142215902894994,-0.026009057429526104,0.09885760905586505,-0.24029389530458783,0.5492498199851544,0.294342899729607,0.3088533554259068,0.2584098748696653,-0.01804004116032695,-0.06907779630331817,0.04839940105423945,0.3119496978044082,-0.07286602168323925,0.11641574745692691,0.5234942347001943,0.011172126660184302,0.2534471069536228,1.0,0.2408071268627231,-0.2543535390821604,0.28843328702818505,0.41028929646543355,-0.25504034654639157,0.4679366334477937,-0.17935499218892587,-0.187793235709925,-0.2756407104226482,-0.24616170027325837,0.28990334381440286,0.34754636547937023,-0.15025251015375002,0.023486179533302832,-0.309912196133187,-0.1508952687568425
Cingulate_Post_R,0.31904557558519675,0.0838587213832302,0.33175155325204336,0.25403720454239553,0.1398333394488208,0.604730057769558,0.020844376450746105,0.1840734001823041,0.03580389842202094,0.3647335397240936,-0.12552299698548855,0.07117371957459022,0.13581809342669074,0.06717775144275338,0.5141658507085648,0.2848118977897265,0.0740937014624897,-0.09813721796761954,0.3694149114771627,0.3014498201395846,0.1840119224659824,-0.14669178220551518,0.06318180802368502,0.04878024995263307,-0.13791552185898615,0.2706491905838164,-0.0958037898966815,0.19179065343485632,-0.15322440908029103,-0.3242756618499332,0.2875674624263564,-0.21912765559353922,0.2794901659974312,0.2408071268627231,1.0,0.21896661396070738,0.13957989395355677,-0.03646496456682435,0.0820162387999848,0.10802461995579557,-0.19109512256446926,0.28778210390748965,0.12687711898576817,0.1997972060866307,0.25398498326413044,0.07551663715848286,0.0643502999753655,0.10018344652544864,0.10120044668668383,-0.1964735691681145
Cerebellum_9_R,0.10359703718884582,0.657582689783395,0.29345597416231434,0.8319686054863824,0.013589800207759057,0.3610557513690006,0.5686889516911583,-0.35423342666655533,0.9042984560582847,0.16442350588091606,0.7457801897261948,0.10511626588307672,-0.4560487513879614,0.12708524241096852,0.37314475030824945,-0.5759320299949858,-0.33287988433604987,0.6001751013867346,-0.08179747080837867,0.9770579497780832,-0.2896410774296384,-0.6940849052503165,-0.48012419704491754,-0.692258693060667,0.08311066030045375,0.7646635678866205,-0.1088167717997968,-0.5482596282812162,0.3754443727997136,-0.3638425159054357,0.007271047521116114,-0.22725251019650722,-0.46297307778646685,-0.2543535390821604,0.21896661396070738,1.0,0.0033361080171001724,-0.8108944847931256,0.9039587724178656,-0.6961866239364289,0.37729282502420997,0.9603573901589323,0.954776587068802,0.8552993402376867,-0.3796751921161719,-0.10750014644990935,0.6884155633453941,0.20985817239866475,0.9368157714273673,0.5026721688209339
VTA_L,-0.03963278747373981,-0.24212767370774546,0.17594458394242612,0.18804851265523803,0.16401437499147944,0.3601940874313716,0.17629563874304524,0.12085134530611494,0.0021994484432787927,0.22687607726621306,-0.0019965940482421104,0.13283120954354405,0.40096993194333597,0.13643659371467745,-0.016001959270875676,-0.03500918433150994,0.1580399649065721,-0.006666725235009418,0.20519425487834736,-0.01862521731531294,0.05916321705358468,-0.04418031166286845,0.2035797364664006,-0.10028779446254346,0.0642476281045437,-0.04677482053529719,0.22448693073889078,0.049562346207635756,-0.08542694115094239,-0.14279127431756666,0.06381738624487605,0.013661636134677538,0.2438190144212662,0.28843328702818505,0.13957989395355677,0.0033361080171001724,1.0,0.07838495699702978,-0.10357461890179957,0.12988616119321703,0.4701280258672299,0.06400670536403878,-0.008496798444915573,-0.03095300562776774,0.25846555189054055,0.008448344425820221,-0.029585562208093222,0.7004311495012406,0.016287008160307984,-0.06061458469128021
Frontal_Med_Orb_R,0.10848344229025869,-0.446156988139619,-0.20437408572644605,-0.6011531858138486,-0.12672719225476525,-0.11041021500011151,-0.5932696299473655,0.5014681466858437,-0.7746240846830941,-0.23409946873659046,-0.7495124784080048,-0.0014495699312890183,0.5319311175753512,0.019349233351647694,-0.12489387104773185,0.6910508005798632,0.5464694435978403,-0.5529905005781737,0.22806856609878515,-0.8064101197144541,0.4358651224466107,0.7374084084876233,0.7302131365662162,0.7162380773992999,-0.2064578116985638,-0.6773120116984352,-0.011157253362062601,0.6230335615929087,-0.43236443241711847,0.24057315653918973,0.1243762213044021,0.004534835458802295,0.48549675237953505,0.41028929646543355,-0.03646496456682435,-0.8108944847931256,0.07838495699702978,1.0,-0.7979256211516683,0.8285562307964954,-0.37588147503369745,-0.7651064135179603,-0.8465374631016728,-0.6486010769889572,0.5406369627626711,0.2490686608919902,-0.6128163358914608,-0.19270053600732592,-0.8198694832678455,-0.6266543339489833
Cerebellum_Crus1_L,-0.036953027593868606,0.8085407671909143,0.013655399586618287,0.7191004331101701,-0.22581888550554335,0.19927397398195135,0.5997517188630186,-0.4361462643701361,0.9074909963938348,0.025634915249286894,0.8738128198400836,0.2095739943144872,-0.6370979729896531,0.1336931008031074,0.35444317350615034,-0.7070494766095555,-0.3230216672677589,0.7683490693104942,-0.34407024928573693,0.8805435875021767,-0.3370674345799108,-0.6522267389820884,-0.5589023296356702,-0.7177285931388953,0.1734587500743376,0.8348736647375292,-0.08775818693253178,-0.6326712801643004,0.583403906771013,-0.1330505142651208,-0.07003287029411871,-0.11537934177853541,-0.5946181546943906,-0.25504034654639157,0.0820162387999848,0.9039587724178656,-0.10357461890179957,-0.7979256211516683,1.0,-0.6677263914609095,0.38908309576650607,0.8864050627444804,0.9487277591534741,0.7847434346967446,-0.5426405982484012,-0.1229984965742557,0.6587332194921763,0.17139336232080563,0.896424643114194,0.6727552821582053
OFCmed_L,0.10655636984805089,-0.3381445114865262,-0.19145302140161136,-0.5204433229507934,-0.04064605835747827,0.13209000556579695,-0.5490041535244151,0.45686927982964404,-0.664529586939989,-0.09049110414577455,-0.6442223887908288,-0.059330975480019595,0.4164079034890229,0.06452444177676099,-0.017617544264261646,0.6515734339572311,0.46785164135607266,-0.480010640825731,0.1556455251332778,-0.6779825322241084,0.4052842495622782,0.7933811252663201,0.5592869441746655,0.6265637605358585,-0.09101257131048064,-0.5397813554486991,-0.0030024093065418255,0.6322367896737974,-0.3400155299312049,0.22723895207930112,0.23909513110804503,0.07765960245839489,0.43717720234764657,0.4679366334477937,0.10802461995579557,-0.6961866239364289,0.12988616119321703,0.8285562307964954,-0.6677263914609095,1.0,-0.41892979311342854,-0.6498220699545744,-0.7382808768456983,-0.5881339601906411,0.4148435064953884,0.16835729245299463,-0.4633507270250321,-0.21198707219408902,-0.7001201020152236,-0.5108391173051221
SN_pc_R,-0.14871298415688008,0.23734884550585902,-0.03308119420460093,0.3897858318899238,-0.10634154344532884,0.010836352501009313,0.4362669299371259,-0.22505619502121385,0.4411794721276241,0.09290627328386636,0.5255631673709269,0.06696456912233738,-0.2551091767858611,0.10411232614402961,-0.035981699778357135,-0.5142747248895119,-0.04401926860278692,0.48321119714695504,-0.2186239763889213,0.3295540160261378,-0.14160158717059587,-0.24222368893852794,-0.25478704646967476,-0.4787091935068337,0.28859044836083597,0.3113640106126181,0.07335312242558734,-0.4532875262633531,0.33723924745693257,-0.05432633257588422,-0.15324917643682648,0.12585297958956665,-0.26313269271104234,-0.17935499218892587,-0.19109512256446926,0.37729282502420997,0.4701280258672299,-0.37588147503369745,0.38908309576650607,-0.41892979311342854,1.0,0.3600770266067416,0.4496753913367977,0.3419271145280885,-0.2625741968133435,-0.09915660115248827,0.34921054773142224,0.5058806567360736,0.43239453264810435,0.4204324336743542
Cerebellum_8_L,0.17591466404680933,0.6186913054705171,0.34319594958180577,0.8197132750646356,0.045483792153842066,0.43041150142180773,0.4996778123509876,-0.27804235795446475,0.8669820452187047,0.12678789958303463,0.6780030023852622,0.10661626975424839,-0.3613418221109552,0.19869448439888032,0.33901514178483394,-0.4897897182434586,-0.3185110381242162,0.548586847088203,0.02036921227876381,0.9675973715497109,-0.22306950892080346,-0.6592979083705948,-0.4529113504660487,-0.6140956169060604,-0.03411342393737743,0.7024239981617459,-0.20875147751656936,-0.45080424338439934,0.2524315526064611,-0.48356832438848757,0.06943624861087608,-0.3618151388429169,-0.407214127098482,-0.187793235709925,0.28778210390748965,0.9603573901589323,0.06400670536403878,-0.7651064135179603,0.8864050627444804,-0.6498220699545744,0.3600770266067416,1.0,0.9167310474825437,0.8365188581649977,-0.2898180977095053,-0.0538578400180037,0.6376723758686035,0.1950966037934208,0.9241847759432502,0.38894393928401433
Vermis_10,-0.008507549146578895,0.734236599911476,0.15649938461666585,0.7657658015574492,-0.11326543168955149,0.24892536553965325,0.6473541175336853,-0.4513305213781248,0.9480339400358,0.08552364171505382,0.8504171522428423,0.15406949889502855,-0.5504868622803915,0.09449801317940595,0.3273857251750683,-0.7156208502954094,-0.36829865188832345,0.7024664658831615,-0.21291777987968852,0.9374505812894985,-0.3599958904938674,-0.7389710167605462,-0.559268231676686,-0.7701005250029126,0.17444031494642204,0.8048875339809524,-0.04456710760929285,-0.6685486229853048,0.5053733572311719,-0.25653011652732116,-0.044002364315390986,-0.1357298208100998,-0.536559085093677,-0.2756407104226482,0.12687711898576817,0.954776587068802,-0.008496798444915573,-0.8465374631016728,0.9487277591534741,-0.7382808768456983,0.4496753913367977,0.9167310474825437,1.0,0.8588795478956501,-0.5020638084280171,-0.11945151296456209,0.6938719400388713,0.24280639190177616,0.950187727103306,0.6315579070603065
Temporal_Pole_Mid_R,0.2039208362538475,0.6655780536517948,0.23360259369465958,0.6688567071204007,-0.09864353539371368,0.28567138283456595,0.476315534034293,-0.2292810293690085,0.8334858479658129,-0.06719316947470597,0.6471098711047294,0.06284555060123034,-0.3781216575404092,0.059702378100688167,0.33810588105424444,-0.5047580137006988,-0.22497372155847098,0.5422663107097208,-0.004269884490067182,0.8496775188309472,-0.2106521572067418,-0.6334156867611128,-0.39115316842604314,-0.631784699203101,-0.053560377220400524,0.608967545818966,-0.26736325453380544,-0.42845142521497354,0.24012643661932537,-0.41689113455360466,0.07161941216373705,-0.3805503232440979,-0.5089137156455645,-0.24616170027325837,0.1997972060866307,0.8552993402376867,-0.03095300562776774,-0.6486010769889572,0.7847434346967446,-0.5881339601906411,0.3419271145280885,0.8365188581649977,0.8588795478956501,1.0,-0.3250379730591614,-0.09136974887903831,0.6031133419462797,0.14444637637708163,0.8843353540677945,0.34404961727312794
Frontal_Inf_Tri_L,0.24593339492990285,-0.485101205294127,0.5232846014582614,-0.26478176791756886,0.402305059967222,0.22308502903710445,-0.41206934077696505,0.6167061884169265,-0.5047637289185145,0.0774110772362298,-0.6834322438893378,0.10430980030215596,0.7081381857951587,0.1584433011770212,-0.07783719761977942,0.6758811862983084,0.19614311394347533,-0.5170689719277044,0.747049545895008,-0.327638248434214,0.48285514316636907,0.31843073094385765,0.5872960885047652,0.6833314995678469,-0.5006665190935677,-0.47473474229103224,0.006551030828117873,0.6349748305591252,-0.6655349968891532,-0.3421580807915133,0.30042789558937744,-0.36720972222461495,0.595756957745727,0.28990334381440286,0.25398498326413044,-0.3796751921161719,0.25846555189054055,0.5406369627626711,-0.5426405982484012,0.4148435064953884,-0.2625741968133435,-0.2898180977095053,-0.5020638084280171,-0.3250379730591614,1.0,0.3764494988805766,-0.5522921535700618,0.0573937142701316,-0.44716198379524097,-0.7150925456506141
Thal_AV_R,0.09142753810655545,0.06639298595448032,0.15141942219750978,0.015500192244181194,0.006040312471395453,0.14181497347845218,0.01324620317436522,0.5388254792136357,-0.16662086442950194,-0.13126206054982037,-0.18539325875820759,0.1759844549141393,0.2477483578798264,0.2890495077205595,-0.08058525074559397,0.31886296946894704,0.18800417409712955,0.14297977081443014,0.24095365547846379,-0.06934605604366009,0.6866319978171326,0.26792013002938164,0.17152769920450328,0.3523325793648197,-0.27155758643317573,-0.04755460856002175,-0.06152904230194999,0.2955238469395237,-0.1617151786192287,-0.047404999227417456,0.5146309243587627,-0.2075327377464759,0.18271188640862174,0.34754636547937023,0.07551663715848286,-0.10750014644990935,0.008448344425820221,0.2490686608919902,-0.1229984965742557,0.16835729245299463,-0.09915660115248827,-0.0538578400180037,-0.11945151296456209,-0.09136974887903831,0.3764494988805766,1.0,-0.1912534512854875,-0.07270351555842025,-0.1749229517563475,-0.19713581744423803
Temporal_Sup_R,0.2761825817839303,0.5048048458668654,-0.09455798474065093,0.6041662525870509,-0.05408342864459433,0.1840490394950533,0.56367285504137,-0.36353702524675785,0.7468288020906536,0.18666817979652064,0.6790757499418943,-0.0028523954078754194,-0.46451022107497375,0.2577003550435184,0.30637886354482563,-0.5808697307517814,-0.04884467179935638,0.544877562716972,-0.3442687764752783,0.6589787328288865,-0.23267626650927228,-0.5069666316205412,-0.3730752315610642,-0.6372613269422718,0.46385927054486836,0.6622618934154622,0.022075506666591416,-0.5024429672926446,0.4750389119844258,-0.05761376690062598,0.0034985454467935996,0.11219825969373799,-0.42965705138921284,-0.15025251015375002,0.0643502999753655,0.6884155633453941,-0.029585562208093222,-0.6128163358914608,0.6587332194921763,-0.4633507270250321,0.34921054773142224,0.6376723758686035,0.6938719400388713,0.6031133419462797,-0.5522921535700618,-0.1912534512854875,1.0,0.16435741446206154,0.7154253447689435,0.5462596560599516
VTA_R,-0.09221693553458482,-0.00426420879684976,0.0777288736399233,0.247852958796237,-0.013560383779603141,0.1372959276171757,0.3524670945910018,-0.01530383075998944,0.20811877531581918,0.2093808191285184,0.2579030189895834,0.23594852622387033,0.14264556073864135,0.005332695514817146,0.19432612535100666,-0.29804729840040617,0.07515031509695139,0.26136579945096516,-0.019979505591053114,0.18039300034938047,-0.12607423357035782,-0.3950001060982413,0.05078250060990621,-0.3347642706945709,0.2092854173706973,0.21316521847324038,0.2756329251577902,-0.15378123488545217,0.19498740011404417,-0.046608678801976326,-0.14245135285877789,0.09161135762104188,0.020002222799262385,0.023486179533302832,0.10018344652544864,0.20985817239866475,0.7004311495012406,-0.19270053600732592,0.17139336232080563,-0.21198707219408902,0.5058806567360736,0.1950966037934208,0.24280639190177616,0.14444637637708163,0.0573937142701316,-0.07270351555842025,0.16435741446206154,1.0,0.18598042347676566,0.21470576203607208
Cerebellum_Crus1_R,0.08980057649108944,0.6399547739102058,0.2212682807543698,0.7285399047029538,0.000966628961153722,0.2548499116640275,0.5677609752952905,-0.4176801556966166,0.9620607890456745,0.032926137378225556,0.786514100263008,0.05323637865605678,-0.4874144914988526,0.09389062617800377,0.2562052690621334,-0.6597525725656436,-0.3593768319834357,0.6035049558947913,-0.13349999863891857,0.9265871100468459,-0.3656608399241069,-0.6920046858934629,-0.5250020039821703,-0.7327421922952219,0.06008252876320345,0.6931018512019472,-0.14529315579349153,-0.58688610087131,0.36558326986752815,-0.37669653661817176,-0.018213895886719365,-0.26923874491387934,-0.5492957129916509,-0.309912196133187,0.10120044668668383,0.9368157714273673,0.016287008160307984,-0.8198694832678455,0.896424643114194,-0.7001201020152236,0.43239453264810435,0.9241847759432502,0.950187727103306,0.8843353540677945,-0.44716198379524097,-0.1749229517563475,0.7154253447689435,0.18598042347676566,1.0,0.5182616587507529
Thal_PuL_R,-0.4608898793206808,0.618518793070926,-0.38768657420857394,0.4326923820210513,-0.33034720123894223,-0.07680764604997725,0.6815372040381346,-0.6485529296308358,0.6175394661492929,0.16643391941265434,0.8845221920910891,0.34579622364984414,-0.7507915978287956,0.02586765166800646,0.24771837071329375,-0.8145742133767023,-0.20996774261543047,0.7515371620643387,-0.7011027178800565,0.44283022544693784,-0.41135493651818833,-0.45785228577075787,-0.5567928290690213,-0.6999678559147982,0.6285287199773434,0.7469147791795744,0.38970936360941083,-0.8074207594818044,0.9279347057006125,0.4875889781776354,-0.2487761656442391,0.5145348572365251,-0.5111006619213176,-0.1508952687568425,-0.1964735691681145,0.5026721688209339,-0.06061458469128021,-0.6266543339489833,0.6727552821582053,-0.5108391173051221,0.4204324336743542,0.38894393928401433,0.6315579070603065,0.34404961727312794,-0.7150925456506141,-0.19713581744423803,0.5462596560599516,0.21470576203607208,0.5182616587507529,1.0
