,Fusiform_R,Vermis_7,N_Acc_R,Thal_PuA_R,Parietal_Inf_R,ACC_pre_R,Occipital_Sup_L,Angular_L,Caudate_R,Amygdala_L,ACC_sub_R,OFClat_L,Vermis_6,Supp_Motor_Area_L,Caudate_L,Supp_Motor_Area_R,Heschl_R,SN_pr_L,Pallidum_R,OFCpost_R,Thal_LP_R,ACC_sub_L,ACC_sup_R,Vermis_1_2,SN_pc_L
Supp_Motor_Area_L,0.15512067772275628,0.11409217786774091,-0.07212119946618642,-0.4011299804534329,-0.7152023241462974,0.4281882358455116,-0.5810549261078061,-0.5323946365798953,-0.35449506220486543,0.16336855579660492,-0.042945482543875604,0.2059488755064491,0.0025478879543110876,1.0,-0.2203581743165575,0.35603749491239,0.26402416355360536,0.1834254358702008,0.40219512203519103,-0.17566191032943643,-0.42134603008964366,-0.1255448430251959,0.6664279829884973,0.04788223728731414,0.0388823104673186
Caudate_L,0.01550896841807719,-0.24238653238304692,0.17398469177984063,-0.11298657075315661,0.06650153882358927,0.3019503529970256,0.05304730697037735,0.09382204316982648,0.5543437103797538,0.1919500673233378,0.5479027925150616,0.2358626537217134,-0.2055898397950266,-0.2203581743165575,1.0,-0.3735582582295594,0.28400889474611846,0.23595775051881432,0.18320467266678037,0.2926040719439456,-0.15900902486635107,0.69133276354537,-0.38379114487512234,-0.2823907976492394,-0.039843335808804135
Supp_Motor_Area_R,-0.0659664671765593,0.06810032446453648,0.057993096265722154,0.060351725870904385,0.17862380289339516,-0.1144809039563895,0.08435239918760722,0.07397136813810458,-0.029563962223028713,0.1700162737110529,-0.18708848617601528,0.034723815518915235,0.1282455021006983,0.35603749491239,-0.3735582582295594,1.0,-0.022444471896608326,0.18557314150313556,0.2792950349909847,-0.07090836357733538,0.09857243104880048,-0.25493183821342297,0.3953252380035189,0.176278983100178,0.02866991248645063
Heschl_R,0.35382546862463804,-0.5291306771032249,0.32891223580964474,-0.7218781899355416,-0.4423237231977983,0.6598147974309255,-0.6300204739323556,-0.645477634258357,0.26133929344168216,0.36720542031004233,0.48753892178500624,0.6116645140471095,-0.6113899719314148,0.26402416355360536,0.28400889474611846,-0.022444471896608326,1.0,0.08516785347543977,0.5542707698943173,0.35624824497017726,-0.7491473867590575,0.32806169007573854,0.29477771960335036,-0.6215683141612072,-0.15343252887352146
SN_pr_L,0.017171226857647805,-0.10370138050201924,0.0440001751541498,-0.07591333599794599,-0.05149669292930181,0.1991940830363244,-0.06997462675909974,-0.08070557035860748,0.30808184126256377,0.1999947630531391,0.3167315929702345,0.221546894351804,-0.005363493844560844,0.1834254358702008,0.23595775051881432,0.18557314150313556,0.08516785347543977,1.0,0.19640449780799896,-0.10304548888707343,-0.1442170959896153,0.42738770574589224,0.19025307216719095,-0.048103364110531704,0.41363672259833817
Pallidum_R,0.3471808776870126,-0.5022383201242732,0.6086640858967783,-0.7200301259977807,-0.3545523672550304,0.691745867870793,-0.6172710044826806,-0.5929350114125522,0.37247200417548826,0.6108363940987036,0.5624970030960006,0.6771494822555135,-0.522091951247682,0.40219512203519103,0.18320467266678037,0.2792950349909847,0.5542707698943173,0.19640449780799896,1.0,0.32259147396196747,-0.6753475351879137,0.3514101392698767,0.335572292845958,-0.5102282481194845,-0.22137612722866373
OFCpost_R,0.29665658245553433,-0.47936145316525525,0.4540366990261763,-0.30953391654280626,0.08135584104683694,0.38574714142007643,-0.13335675242416573,-0.1110761757082316,0.33528351841780074,0.6376407883819755,0.38712801659511514,0.46891822658224286,-0.4420332656889298,-0.17566191032943643,0.2926040719439456,-0.07090836357733538,0.35624824497017726,-0.10304548888707343,0.32259147396196747,1.0,-0.27605909041318255,0.3617453036522904,-0.09591902983515725,-0.5058503554996774,-0.1288324561993759
Thal_LP_R,-0.3513710097532242,0.5957004745709151,-0.424915104726557,0.9513783718984951,0.7054161251138872,-0.845015922810817,0.9063353809305855,0.9141620435633133,-0.22955155545065706,-0.4304082585893062,-0.5327755270416776,-0.7322155458680977,0.7305253349079287,-0.42134603008964366,-0.15900902486635107,0.09857243104880048,-0.7491473867590575,-0.1442170959896153,-0.6753475351879137,-0.27605909041318255,1.0,-0.32791985727735073,-0.4007009957416256,0.685453701002737,0.1966658901159306
ACC_sub_L,0.01796271530285985,-0.4967089656104565,0.4174157394211613,-0.36975607095562174,-0.0020433140961504752,0.5132724710316292,-0.21127060834750241,-0.17377487917806922,0.5265755832000626,0.4358172972634381,0.7379680632581569,0.37737363685153413,-0.4374787781185118,-0.1255448430251959,0.69133276354537,-0.25493183821342297,0.32806169007573854,0.42738770574589224,0.3514101392698767,0.3617453036522904,-0.32791985727735073,1.0,-0.12386483376448286,-0.5070025005185866,0.09711387699174673
ACC_sup_R,0.16904313733186838,-0.12151073771225368,-0.05134086624519086,-0.3933669604348952,-0.472303130193128,0.3987541793215456,-0.5213454478413689,-0.5329421692043189,-0.23131544481561953,0.2223730586891386,-0.0007435709463532764,0.34301012475097886,-0.21532524873068146,0.6664279829884973,-0.38379114487512234,0.3953252380035189,0.29477771960335036,0.19025307216719095,0.335572292845958,-0.09591902983515725,-0.4007009957416256,-0.12386483376448286,1.0,-0.12947994090140233,0.03428612727782684
Vermis_1_2,-0.1950192031818017,0.9092326099136714,-0.5186398160724011,0.773547116202424,0.16713545480471012,-0.6341628631593119,0.5857463435509171,0.5624355577988813,-0.3802425928445992,-0.5855116923120233,-0.553986682088499,-0.71784567199904,0.913861094458459,0.04788223728731414,-0.2823907976492394,0.176278983100178,-0.6215683141612072,-0.048103364110531704,-0.5102282481194845,-0.5058503554996774,0.685453701002737,-0.5070025005185866,-0.12947994090140233,1.0,0.19183496541658637
SN_pc_L,-0.18796473691467988,0.17562413093936532,-0.12171673376836296,0.2229934913766596,0.032375712921106234,-0.19470502478708043,0.1164843380907967,0.1255177320714723,-0.023268661684744847,-0.11291843975548446,-0.2169905693677222,-0.1324051972731214,0.16926076606634,0.0388823104673186,-0.039843335808804135,0.02866991248645063,-0.15343252887352146,0.41363672259833817,-0.22137612722866373,-0.1288324561993759,0.1966658901159306,0.09711387699174673,0.03428612727782684,0.19183496541658637,1.0
