,Rolandic_Oper_L,Thal_MDm_L,Thal_IL_R,Occipital_Inf_L,Frontal_Inf_Oper_L,Thal_MGN_L,Thal_VPL_L,Parietal_Sup_L,Frontal_Sup_2_L,OFCmed_R,Thal_PuA_R,Temporal_Pole_Mid_R,Heschl_L,Cerebellum_8_L,OFCant_L,Thal_MDl_L,Postcentral_L,Vermis_1_2,ACC_sup_R,Cerebellum_Crus2_R,Thal_PuM_R,Cingulate_Mid_R,Cerebellum_Crus1_L,Vermis_3,Caudate_R,Lingual_L,Cerebellum_10_R,Frontal_Med_Orb_L,N_Acc_L,Temporal_Pole_Sup_R,Thal_VA_R,SN_pc_R,Thal_IL_L,Vermis_4_5,Thal_LP_R,OFCpost_R,OFClat_L,Frontal_Sup_Medial_R,Cerebellum_6_L,Temporal_Pole_Sup_L,Olfactory_R,Frontal_Sup_Medial_L,Cerebellum_9_L,Vermis_8,Cuneus_L
SN_pc_R,0.1692527047637538,0.06177778535976861,-0.06986026198303845,-0.05613230603031474,0.3129875875791127,-0.08744015119462552,0.2210262300058737,0.10389712792318995,0.4193728579427557,0.28436625003604116,0.0509709527568154,-0.1162010413182731,-0.040661502198775894,0.31834422144109537,0.1714455048627999,0.14620335657725098,0.23217016347159972,0.11727810024740083,0.2703588496116037,0.13595550932013675,0.32984022923135115,0.33511552618602236,0.06514110596544564,0.36430293221259713,0.23562352813958473,0.207572171937561,0.2541345826390045,0.03699652477369972,0.2921957999085521,0.09692138399266102,0.09817083612004207,1.0,-0.09711638370796424,0.2886419545006947,0.23836822558888662,0.33149598168983396,0.24061689840769662,0.32739377509030093,0.24068929416785362,0.23999186193223368,0.2684768373788819,0.4430511812085412,0.4560618712491465,-0.00291616355837596,0.13843313940791552
Thal_IL_L,0.3359906488493262,0.6163760661360712,0.6686342240672991,0.3929042042721134,0.17304940378789596,0.7445736564409212,0.40696404510397,0.04479074834121973,0.39154249859176116,-0.3170631482267347,0.22659129264818875,0.38009354237884346,0.30248408180920067,0.4802254043097,-0.1169157086364993,0.672998994449622,0.20388231446852112,0.4687006227560167,0.36607154148024745,0.15148644947136955,0.05928443811275807,0.21056245882787347,0.41274025574073453,0.24424882639323223,0.38437050669432515,0.3099997250351334,0.26651271036253177,0.03391943672317504,0.20694777204014436,0.1945896680556515,0.17012444974063537,-0.09711638370796424,1.0,0.12371478448776856,0.09866016907120433,0.17141192280754533,-0.2959799699701836,0.3890603174313419,0.3280338744042728,0.3107784588428647,0.5320963875686474,0.37817375258705443,0.5381992928584663,0.052785992989575016,0.30159090404312194
Vermis_4_5,0.6525936058125337,-0.15331418223362012,-0.0003619547577717009,0.29677733152322877,0.6727012168986455,0.05771026743846798,0.14748236542137166,-0.2567514041489656,0.5054844221653741,0.090649712824451,-0.10699511854090009,0.12858704987127242,0.39461210836860344,0.34855365917279624,0.23048755068194252,0.010727211716998959,0.1364497505692691,0.42290012994243414,0.1733108914212347,0.4660156182108541,0.10949200171501212,0.6895780337624929,0.4723920293475241,0.7864488271831153,0.057553814653008684,0.6610882235541055,-0.021081188963618783,0.20129923660539054,0.12399983349380168,0.2734984047279546,0.1438613645925279,0.2886419545006947,0.12371478448776856,1.0,0.15475140668318835,0.009340823279448145,0.3936659261548473,-0.01548179410163198,0.7925196881522155,0.4111245291095877,0.0017625781419256864,0.4498178430405503,0.3764277881399606,0.5722419368074452,0.024246831792378732
Thal_LP_R,0.175342032001428,-0.08096652702286261,-0.24565256806967523,0.00865017116716899,0.09061483620985211,0.15197117355274128,0.20407944254135485,-0.21980191345490416,0.37322223575326124,0.29109790346282854,0.357081156614962,-0.10462544150467468,-0.11762338207465002,0.19462338084844752,0.318042119933629,0.20937690203762147,-0.16277090240833494,0.28513026498533295,0.10773966357243366,0.18527922807169966,0.675548994048568,0.29984276220332823,-0.09395218746254715,0.11865315611290243,0.6006079252159663,-0.031315524064094324,0.38547751218997217,0.2674481506718526,0.45368777697245133,0.40087006879714654,0.5419321116680103,0.23836822558888662,0.09866016907120433,0.15475140668318835,1.0,0.15830427475081085,0.32120823093702544,0.4579287280831285,0.16875951063804107,0.25362856267268136,0.3872414212555338,0.33587146122535205,0.32618685467933023,0.07271918387713878,-0.12301692797996494
OFCpost_R,0.27067702815967326,0.05161641764044834,-0.11629222051459544,-0.27783292421789674,0.15751553317614447,0.00931328751545293,-0.001207772737028509,0.07222378269527559,0.32315522680064346,0.39131038155950176,0.3660412146557177,-0.23994409125376442,0.0636514993529121,0.13806305368246727,0.3247499303503383,0.15346370220963582,0.050715553549024336,0.24276259062527253,0.3366364627512704,-0.2657723247660433,0.4150178859275311,0.08431470808604039,-0.029947137975985198,-0.06840594972200766,0.3145630198426583,-0.11389986944530707,0.6420385172387801,0.002227688996502065,0.6067138806845824,0.22741549876132164,0.3372861933962122,0.33149598168983396,0.17141192280754533,0.009340823279448145,0.15830427475081085,1.0,0.307505350009055,0.4348624111781857,0.005886213375684887,0.6284149035324477,0.4226113500994708,0.3965519241726488,0.39503891809619146,-0.039180726889503664,0.0762276473132979
OFClat_L,0.5381484997142717,-0.7464692268477295,-0.6539588991976488,-0.2336213115263756,0.30406850132227714,-0.343555760520561,-0.24730978757156916,-0.3524246944829428,0.29737235807805346,0.7303378224157868,0.07243203026596483,-0.3049146870009774,0.30302932033451546,-0.07091154860484067,0.7893870937540348,-0.43496420232647093,-0.3913235356470684,0.2528766406686944,-0.139552576755888,-0.02703938197099047,0.4469596169316637,0.24543436858222925,-0.0939856951073945,-0.007886326114922466,0.33093013794519033,-0.1333139918448926,0.322445044834076,0.6007818736635862,0.5618955781314775,0.3431699376985204,0.5969190173612915,0.24061689840769662,-0.2959799699701836,0.3936659261548473,0.32120823093702544,0.307505350009055,1.0,0.034389041873063034,0.21980323461118903,0.5564690298363583,-0.055891130935086145,0.1191369144432895,0.05230272751660623,0.37858513682575196,-0.3966020141697541
Frontal_Sup_Medial_R,0.23381031654396744,0.33863150124635055,0.1534355046698359,0.05277642398240639,0.1061676932803391,0.34589534476640466,0.2809167204847081,-0.014372255438384147,0.6456781221776033,0.13220316785421432,0.49113948469121566,0.09769511527570304,-0.06035792230818278,0.3824589269753924,0.2617442131718584,0.4707534260506765,0.08199140761167721,0.25408968692148254,0.4382695902948592,0.04645609879034565,0.5725410737722293,0.4128672613521205,0.050922221410948355,0.13464232896077438,0.7928387700781627,0.009955390873777111,0.6101035127975301,0.14900409021194613,0.537914613862272,0.457946995429785,0.38924818842142056,0.32739377509030093,0.3890603174313419,-0.01548179410163198,0.4579287280831285,0.4348624111781857,0.034389041873063034,1.0,0.07984448814722854,0.3420221850848507,0.7306123417317638,0.6562469312858624,0.6207435637970797,-0.09037226195713406,0.11885713156578154
Cerebellum_6_L,0.6223715823649644,0.06847478894058792,0.2484863446249839,0.5239391343904269,0.48714647605601485,0.2596621404689839,0.31732827820306614,-0.21833066223973469,0.3951690736500101,-0.026640544117019063,-0.12039808164074202,0.26328000290930864,0.395041856402459,0.6903269398173388,0.06906740921800711,0.1923112811139096,0.02603059809337343,0.506049713921291,0.10309794487895062,0.5763228183680847,0.07737597679003753,0.5772326675591019,0.7924268654761927,0.6887179207508927,0.18733834165412905,0.7980557016092572,0.006591748797166254,0.15840434813827636,0.1746257029501493,0.24529165948362802,0.12345218093975774,0.24068929416785362,0.3280338744042728,0.7925196881522155,0.16875951063804107,0.005886213375684887,0.21980323461118903,0.07984448814722854,1.0,0.5152352038079149,0.08724776310534146,0.34261298570053184,0.5947717997003217,0.4859292413909735,0.1960049379697343
Temporal_Pole_Sup_L,0.6937296514401009,-0.18698205871714804,-0.13928068255189,0.06743416725185905,0.3362527111778911,0.12837916337805902,0.013788587641259592,-0.18968169832102144,0.4843755968965892,0.41077223069721513,0.17227320976672023,-0.027763130553898747,0.4569612825466394,0.42856370341754885,0.47718134536200874,0.00632988592900828,-0.2233698824962515,0.5680010549807291,0.14698811476024753,-0.00824097656339965,0.4032120208042789,0.2741557221451062,0.4060734808027693,0.19364306328029582,0.45424122778294695,0.2045117782787126,0.5135419998930991,0.3621979513912872,0.7274633929682264,0.39435787291891294,0.5221169892682356,0.23999186193223368,0.3107784588428647,0.4111245291095877,0.25362856267268136,0.6284149035324477,0.5564690298363583,0.3420221850848507,0.5152352038079149,1.0,0.2573438280682982,0.38445865789967715,0.5210691814627182,0.2923636954259131,0.005379506249370757
Olfactory_R,0.16766178884863658,0.39428160259603307,0.24826860888229066,0.17937642168289258,0.07709292118752827,0.3820436128181046,0.3246482028568891,-0.09150742620818927,0.5095354888514524,-0.14478689385600535,0.37169191749775415,0.22446732494571417,-0.07104848494957174,0.3385119217291205,0.20907281848159143,0.5484768458587429,0.06757130602622272,0.31410845297685874,0.29970072587858637,0.2060300117566901,0.4597163012398868,0.2694894140792925,0.045525708454052495,0.16378574304739923,0.6453791578810708,-0.02728046127569868,0.4529623354800246,0.18935514137935278,0.38476697027183715,0.4178269357489208,0.3635326206353805,0.2684768373788819,0.5320963875686474,0.0017625781419256864,0.3872414212555338,0.4226113500994708,-0.055891130935086145,0.7306123417317638,0.08724776310534146,0.2573438280682982,1.0,0.5079360973160956,0.5363427589924916,-0.06702744694846904,0.02855230295682198
Frontal_Sup_Medial_L,0.5162061420877434,0.30802691697397006,0.2531453177370907,0.21275096155216133,0.7059925906877457,0.29099755601951377,0.3287794281033088,0.017139763683098677,0.855945288809526,0.11932352053240614,0.30988628112116123,0.020373084951209357,0.21595295296412761,0.4650567610109177,0.07155152218134177,0.39958500855573936,0.4494700559852735,0.24824746233374445,0.6553231538489075,0.2123009855955606,0.34052558723313187,0.7133255470852108,0.281891988194154,0.5586679576720303,0.38243077985952945,0.34946839232630134,0.4309984822652443,-0.047255641161489934,0.43244454889511014,0.20764959470251457,0.13706333576931087,0.4430511812085412,0.37817375258705443,0.4498178430405503,0.33587146122535205,0.3965519241726488,0.1191369144432895,0.6562469312858624,0.34261298570053184,0.38445865789967715,0.5079360973160956,1.0,0.659918619226593,0.19448171643881657,0.2941345361716705
Cerebellum_9_L,0.4511673831191697,0.39969893701101256,0.3592585631430761,0.2590187328036542,0.3258950026761106,0.4569017160066364,0.3694683222148075,-0.10952898049374571,0.6331407035795221,0.08401343548915916,0.3527553982967462,0.24585067319934012,0.22626726751686388,0.8492600471560526,0.05029775184765261,0.4414103395362217,0.14795022691751705,0.43861905871969886,0.49579255471793887,0.3906946593758159,0.40340989793412935,0.5654319247977103,0.6041354099319001,0.4838809562171365,0.5807787994494505,0.43681218864748933,0.5699734421657263,-0.02655553250064538,0.4399413023847345,0.3807049476017067,0.2624279543980374,0.4560618712491465,0.5381992928584663,0.3764277881399606,0.32618685467933023,0.39503891809619146,0.05230272751660623,0.6207435637970797,0.5947717997003217,0.5210691814627182,0.5363427589924916,0.659918619226593,1.0,0.25736724586297555,0.24313935907728862
Vermis_8,0.5888086091268901,-0.37256558468467005,-0.15202567862554445,0.17171744263014985,0.312668770211887,-0.20209084400629346,-0.4449377665324599,-0.677077872623244,0.25717176213539217,0.1244433472664539,0.2556446563985745,0.25237425987627365,0.6550448226109581,0.2805647765857128,0.26654294009351176,-0.334507426750167,-0.36266009075069605,0.3917814937464014,0.18108977348081784,0.5297272536484872,0.17344259058623,0.4947656990587422,0.47496207209841546,0.22220617948063234,0.15719397280415906,0.1489209629765782,0.2261348298888374,0.14350150156062083,0.09709661957309683,0.4996541858522482,0.4160983256098316,-0.00291616355837596,0.052785992989575016,0.5722419368074452,0.07271918387713878,-0.039180726889503664,0.37858513682575196,-0.09037226195713406,0.4859292413909735,0.2923636954259131,-0.06702744694846904,0.19448171643881657,0.25736724586297555,1.0,-0.4570936582319079
Cuneus_L,-0.1195477402998823,0.695998128272227,0.6447264670486822,0.22235264929065116,0.23675118883011162,0.45001721454415405,0.6512087822171634,0.6724692915596818,0.08182568013357748,-0.20506020823816898,-0.34781640662112073,-0.1418222489282163,-0.23229427651300186,0.23696657214796027,-0.4942990935919175,0.5911693991407396,0.6706041297763049,-0.15594479062178548,0.13719844179800353,-0.1772254072871876,-0.3975525584305779,0.0649902703672712,0.2513820827660161,0.36406874722209986,-0.2466840560207754,0.608742093871452,-0.1593881126090504,-0.37115212495230726,-0.08644232660848508,-0.5132340841945341,-0.5973902954163205,0.13843313940791552,0.30159090404312194,0.024246831792378732,-0.12301692797996494,0.0762276473132979,-0.3966020141697541,0.11885713156578154,0.1960049379697343,0.005379506249370757,0.02855230295682198,0.2941345361716705,0.24313935907728862,-0.4570936582319079,1.0
