,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Lingual_L,Lingual_R,Occipital_Mid_L
OFCpost_L,0.5647641578799711,0.42799605697717885,0.6697070315791092,0.552553957218852,0.7127140301111784,0.5967877156267823,0.47251721166064686,0.5050677605022766,0.6396701673453421,0.5848141962296474,0.6315100787476133,0.49441565625436995,0.5440722418243685,0.4441392482331128,0.6216963063218821,0.5730824960727388,0.5685541716527864,0.46648732522582653,0.4934830355643636,0.5821039611700619,0.3203240226262333,0.16696996221808447,0.30532747920016523,0.5369820250193064,0.01321333864598769,0.12152522377333716,0.29856299052165747,0.43441479995563886,1.0,0.532587135547875,0.45724810263046345,0.7118091172517305,0.6707346556837503,0.6043626465145935,0.5521555057160298,0.6399489734645909,0.6217329818296898,0.6609659449838388,0.7508204688163107,0.6700327927261229,0.6005393221417725,0.6332047915756149,0.36524002609746137,0.6334929841007847,0.4795231743413541,0.40898574219401673,0.16474480617312154,0.5680187687651093,0.5731300761346902,-0.2932719500203349
OFCpost_R,0.3290688682579069,0.2694208195620527,0.4818726341702842,0.4446088194464783,0.4442609223871914,0.44558425474273783,0.2812726707600645,0.22661465312809256,0.36671690114922445,0.3283703242032975,0.5031481546818235,0.5481047771920435,0.21579463187129894,0.18843088021761095,0.40329143494147923,0.4005834995159117,0.4622840619132794,0.662826072786711,0.4366628817136804,0.4371797238153114,0.6184558254300039,0.3098840438666758,0.743421817581267,0.688005727863746,0.45716304561213833,0.5786998153667959,0.3787955321150567,0.7331514984511437,0.532587135547875,1.0,0.6305140420352962,0.5269710184579983,0.2698032452356818,0.3639011506714191,0.33781426563940903,0.36658813068299534,0.49892277682922553,0.41974471508887884,0.48727492602049133,0.5953537758140764,0.6624448858210039,0.6200056942781234,0.6537642334671308,0.7259763643866387,0.1171279772054907,0.108037988958369,-0.013654357803604102,0.2284084827191315,0.2690741334095591,0.03183114099062012
OFClat_L,0.4866738701280377,0.507149900204879,0.5605903853977041,0.6262034377707563,0.47496273554587803,0.570437219618792,0.4230427508898755,0.41895709621702454,0.5597212547037367,0.5240079784202812,0.5709755610982321,0.49629479133284854,0.33424725186915194,0.36610045498689014,0.5904942727355548,0.5881951769510767,0.47196219401994965,0.45594182001913375,0.6018528134037079,0.6141386529927046,0.2999486642594655,-0.006477465206835227,0.5246784844235954,0.6287526143115879,0.043577178639067245,0.12610906134594452,0.045085774062348885,0.42741470384774194,0.45724810263046345,0.6305140420352962,1.0,0.5306297710782931,0.4189037055910615,0.5007516049279844,0.5199795415587236,0.5454483982928546,0.47740003895793703,0.5548904681527164,0.5702928809921578,0.6580620628229085,0.6485213617029522,0.6271963669402411,0.5557811248111422,0.4708581881396579,0.4256951733503328,0.43867518186036536,0.23972138217080463,0.44145919855219523,0.5004934097883329,0.06336249878283617
OFClat_R,0.4136933100523426,0.23537864274546136,0.5470298582316696,0.46360494754592313,0.5756300968100075,0.4720249819594838,0.424385112564181,0.39345771587251593,0.5508144850578356,0.5238336179662277,0.6254548127977759,0.5934986863628471,0.43197329596182904,0.35410016544661266,0.5076521849040976,0.4590220743530806,0.5653494264936404,0.36442046271623774,0.4602617669931734,0.4832600416352645,0.23344039947651177,0.14012597806217766,0.26484140049824734,0.4102902344958551,-0.002224188757326656,0.08922145756064273,0.23264449112742577,0.4837461442579179,0.7118091172517305,0.5269710184579983,0.5306297710782931,1.0,0.5565358782761417,0.5812792008558555,0.4363771894267125,0.42426476177873523,0.4173355291260605,0.4921046942112443,0.5899280473342614,0.5877015147044673,0.45070928582664915,0.47173750288188704,0.5018136119621264,0.5146366000066537,0.3714333520414077,0.29555287962812465,0.030269971254696427,0.49587886493622557,0.4864817460800548,-0.18185422721980712
Insula_L,0.7468580086111095,0.6554196143224383,0.8077933758329267,0.7372796065297132,0.8358196382026447,0.8186296609541749,0.8522438281581578,0.9001611179491932,0.9289686787213959,0.9281877196221525,0.7451698645739054,0.585993140106867,0.9124103208595821,0.8541538177213169,0.8161124601697111,0.7776223290146629,0.5526549260474813,0.35877294277457644,0.7048640429094654,0.7825861327491102,0.18624219249291132,0.14912521371490375,0.021818985390052118,0.43729927998784474,-0.25719045009345337,-0.24158611545090522,0.02992678041739413,0.1592830931634309,0.6707346556837503,0.2698032452356818,0.4189037055910615,0.5565358782761417,1.0,0.9177238423174374,0.7694968403695148,0.7682029683572571,0.4905050352861715,0.7695020762382608,0.8280875735119666,0.8124976327069722,0.6012505125805409,0.6999547476722482,0.2200600660429844,0.3399558387534065,0.6900961883542807,0.5801407197497191,0.21007172204941674,0.7109875098795325,0.787167875137729,-0.142039818382671
Insula_R,0.7450839877045068,0.691837892930645,0.7914657988373127,0.7817551031563476,0.7744963614611177,0.8091348414089118,0.8714741634487586,0.9130826047797327,0.9058494066512189,0.9142419161500321,0.7609679418185276,0.6767914445997031,0.8617545504693185,0.8240850967827689,0.8391717760601451,0.816835054896571,0.6154163865929435,0.42926083180051344,0.770490337349595,0.74710830067852,0.17123927305143588,0.19552627407995682,0.11788108658353788,0.41959286870917945,-0.15771882312894273,-0.13904025850706114,0.03851810736596696,0.2882304876150729,0.6043626465145935,0.3639011506714191,0.5007516049279844,0.5812792008558555,0.9177238423174374,1.0,0.8025255790206842,0.731844636743072,0.523079333804779,0.8085124882993933,0.8170995681050205,0.8323104665899318,0.6198850731765785,0.7010893249139313,0.3786965360404271,0.39102868538171803,0.686937604780075,0.5965738018084978,0.30383212064092774,0.7061353818929699,0.8033623781300979,-0.009509582173178262
Cingulate_Mid_L,0.8725648521958049,0.8968263449571879,0.8378039460301411,0.8672690499861798,0.7727977777900853,0.8468918414478757,0.8597347382694829,0.8065868615655444,0.8630848501099803,0.849494974920961,0.6149291432353641,0.41459780389801804,0.7841093548032884,0.7566237161517464,0.9429577839221706,0.9577116296697329,0.5158204237117131,0.3931366456971333,0.8369910824310731,0.7776938441358345,0.21632908536127785,0.07320411645487526,0.1143995500052966,0.42696128740070666,-0.14433332188342807,-0.09235544306476032,0.06129125777483324,0.2618434065667723,0.5521555057160298,0.33781426563940903,0.5199795415587236,0.4363771894267125,0.7694968403695148,0.8025255790206842,1.0,0.8871898841519462,0.5920465304996854,0.8542199191673946,0.7679721316152255,0.744850408450768,0.6450238822910147,0.7321428468337898,0.21802645816191846,0.3207278674193988,0.7785342999035444,0.7412907718297876,0.43769682151234135,0.6491192038333709,0.8042489538410353,-0.013139507441463645
Cingulate_Mid_R,0.9007878011792423,0.8117286863595279,0.8906415280006893,0.8527679213970072,0.8698096700782356,0.8700122222915487,0.8009942340128855,0.7480561582665451,0.8544861529833058,0.8121495008769987,0.5493181545819953,0.33938343236791635,0.7909420419548006,0.774008197029474,0.9191230775728852,0.9004246138499962,0.45529719317300055,0.4776983131553294,0.813245063262124,0.8495320196692763,0.2622733331915788,0.12583616671729,0.24869083924192895,0.5943844876797747,-0.09984367843074286,-0.05971334588221598,0.14634314384874658,0.2554306650551693,0.6399489734645909,0.36658813068299534,0.5454483982928546,0.42426476177873523,0.7682029683572571,0.731844636743072,0.8871898841519462,1.0,0.7030745342052225,0.8382939335825402,0.8288944119000302,0.7725238726217025,0.7188003686889067,0.8128729222091025,0.10140029298842454,0.43153275140201536,0.7086002949520678,0.63957042007744,0.34570472749769987,0.5817974366159744,0.7397907477983572,-0.08189408728528262
Cingulate_Post_L,0.49020669413607804,0.4987050624622795,0.6682143655721503,0.5760954626418565,0.6359778447680627,0.5926009095684686,0.4801410478467362,0.4463735550855486,0.5342361565867265,0.4261555914723193,0.46518593740683783,0.4359272665037455,0.5300181343270616,0.472466400506492,0.652161082931339,0.5840384607665413,0.45966135118061136,0.5800431874285079,0.48542922265831195,0.4891511489361201,0.3100194648977295,0.43323256675724464,0.4575953666766241,0.5474233947866844,0.33388510426855317,0.3118841959442415,0.4970624341493549,0.5038710989148277,0.6217329818296898,0.49892277682922553,0.47740003895793703,0.4173355291260605,0.4905050352861715,0.523079333804779,0.5920465304996854,0.7030745342052225,1.0,0.7884643935453188,0.7285925937182612,0.5989208987931479,0.6233591468513378,0.6871553900992476,0.2867217137397439,0.7375542715226999,0.510795763833258,0.38992568414951817,0.22398633773968735,0.41827412843312933,0.5164135036317669,-0.092080274686982
Cingulate_Post_R,0.778826249518253,0.7669156201996338,0.8060663062008883,0.7727069023009492,0.7752246872278064,0.7743365552464188,0.7379609162901272,0.7563728619925804,0.8159321177448143,0.77085649227607,0.6910219859123058,0.548633135567331,0.7380193447367144,0.6619745424205767,0.8881184967510994,0.8777665895219657,0.6634356728473216,0.5285493929250675,0.7071030239486283,0.7035975883041153,0.17569390862379264,0.1168540184183645,0.19018228598177703,0.47395948247273206,-0.09438484387540721,-0.02478549137718674,0.0840985008468574,0.28118496650416425,0.6609659449838388,0.41974471508887884,0.5548904681527164,0.4921046942112443,0.7695020762382608,0.8085124882993933,0.8542199191673946,0.8382939335825402,0.7884643935453188,1.0,0.8529297081167908,0.8012993157979262,0.7192171929229592,0.7436577828924308,0.37275452114661584,0.4965707837860195,0.7796484972234501,0.7297474298669251,0.4596081290397868,0.726049417150773,0.8278130604125106,-0.08680838446266202
Hippocampus_L,0.7554424899127336,0.6713205343979739,0.8599223933656656,0.7480321619623034,0.8719025983499826,0.8184888586634208,0.7469562079376587,0.7734370431273674,0.8391576638608079,0.7858281345164826,0.6723132669983118,0.548127364601635,0.8067903662561215,0.7172622923483178,0.8509130945186851,0.8044478046228073,0.6271185921767181,0.5728503024910426,0.7133622983088647,0.7454720411229165,0.28164653971057274,0.22034948426445244,0.3048176503103134,0.5800042062115458,-0.028065282158412887,0.06117616108937471,0.1940082183224216,0.3479210980058878,0.7508204688163107,0.48727492602049133,0.5702928809921578,0.5899280473342614,0.8280875735119666,0.8170995681050205,0.7679721316152255,0.8288944119000302,0.7285925937182612,0.8529297081167908,1.0,0.8976428378339896,0.8076288936207012,0.8604622921771657,0.3683454488720906,0.5982307137152248,0.6985978042533436,0.5768633416875778,0.2666291220949366,0.6900051329428469,0.7959332032221663,-0.20228570680694558
Hippocampus_R,0.7374650299025,0.6288624440717262,0.8310513622652886,0.7332726255164576,0.8399983777629022,0.8229396882969297,0.7655067311404337,0.7628633291707196,0.8570464494460588,0.8391561130411777,0.7177085704430671,0.6102781205176636,0.7612013662429651,0.7176921099815123,0.8177991906181019,0.7957184061549686,0.6089887126868831,0.5654215476799467,0.7464118619959551,0.8134706163958354,0.38685554170345415,0.13362558457522125,0.35398217595710907,0.625246610784399,-0.08525598191072431,-0.0034987029780492213,0.07887228427077825,0.36739439343573516,0.6700327927261229,0.5953537758140764,0.6580620628229085,0.5877015147044673,0.8124976327069722,0.8323104665899318,0.744850408450768,0.7725238726217025,0.5989208987931479,0.8012993157979262,0.8976428378339896,1.0,0.848961472023775,0.8977998580552501,0.49857855931704964,0.5641287404680826,0.6214425112301288,0.5468094344017472,0.18617007896991927,0.7038523896866938,0.7609507979439966,-0.08282079482106115
ParaHippocampal_L,0.6764643948761159,0.5774262062299871,0.7252892485800085,0.6069341926969258,0.7445142896086616,0.7177332767165467,0.5948206766528066,0.5797755203605647,0.6820283406045746,0.6453091901758075,0.587675506334059,0.46085858283907627,0.5578469186477482,0.5213115846494903,0.7278866862470996,0.7133729071040525,0.4896076124595598,0.5827318843777888,0.6477498256603926,0.6817942889720074,0.4844078574184367,0.058383794383389885,0.5170661839277755,0.701557676210809,-0.00703399034144718,0.12350340406274418,0.11028470166528549,0.35504305660787827,0.6005393221417725,0.6624448858210039,0.6485213617029522,0.45070928582664915,0.6012505125805409,0.6198850731765785,0.6450238822910147,0.7188003686889067,0.6233591468513378,0.7192171929229592,0.8076288936207012,0.848961472023775,1.0,0.9241748817707663,0.42207797825140464,0.578523031883326,0.5125331255940464,0.46938195100511015,0.14697917190528262,0.5790197767453639,0.6039428361057124,-0.15857661535097992
ParaHippocampal_R,0.7315551188708473,0.6427672970597109,0.8035129387383072,0.7075169915756829,0.8223849396692692,0.814250193056044,0.7164213829104273,0.6737994041672534,0.7764395164041528,0.7301239264901652,0.5895643244491691,0.4734689212156049,0.6898625968540064,0.6657405322605813,0.7948995095694165,0.7697490347360514,0.4836792278927077,0.5979439805141825,0.72320861230032,0.774466834233332,0.4904384359151128,0.21543810716440367,0.4770173485164249,0.7182675897201023,0.06093744829150006,0.12712006533676146,0.19474286692752976,0.40593767423632354,0.6332047915756149,0.6200056942781234,0.6271963669402411,0.47173750288188704,0.6999547476722482,0.7010893249139313,0.7321428468337898,0.8128729222091025,0.6871553900992476,0.7436577828924308,0.8604622921771657,0.8977998580552501,0.9241748817707663,1.0,0.3532617767466549,0.623970861957942,0.5535544841018987,0.4788334942934415,0.15185075681803067,0.5696961410133652,0.6464621091260387,-0.08698836192617525
Amygdala_L,0.15691920675452992,0.13423853872183816,0.28535617616086245,0.2694838357733629,0.24544400628055207,0.27648880229808637,0.22838149763345408,0.21009733270763276,0.29549120161558123,0.26977601391170913,0.5960632254457419,0.6928322931515947,0.11204754910482602,0.07444877401913583,0.28260776713413394,0.2763203048515978,0.6383751785133783,0.3704343364898136,0.30175112119047465,0.2442753079012453,0.20363375547071186,0.06547593760687949,0.4529990640827831,0.3732953598022135,0.18506877333462843,0.3260776671257206,0.1007988871955229,0.5449709405988467,0.36524002609746137,0.6537642334671308,0.5557811248111422,0.5018136119621264,0.2200600660429844,0.3786965360404271,0.21802645816191846,0.10140029298842454,0.2867217137397439,0.37275452114661584,0.3683454488720906,0.49857855931704964,0.42207797825140464,0.3532617767466549,1.0,0.5262164914333323,0.12945501565656148,0.14579550385019813,-0.0071937075118045524,0.38591813009515497,0.30792624085312253,0.0442119681187846
Amygdala_R,0.27679057627057246,0.19506163701215576,0.48533198608510336,0.35771678492357795,0.5140323310574532,0.4380016394476621,0.28680569154229973,0.2320105993381292,0.35704292745992605,0.29192254038955145,0.45085463930751246,0.5807783700780793,0.30721482807033895,0.26849760014447804,0.40006656872158136,0.3348588524007401,0.4746206958082231,0.6394999619938604,0.31679680817991124,0.376839963744067,0.4716480752480174,0.5172229401352778,0.7141640425680789,0.6189410281186952,0.5090801958853444,0.5365935023093312,0.5701033497857887,0.7367336676998159,0.6334929841007847,0.7259763643866387,0.4708581881396579,0.5146366000066537,0.3399558387534065,0.39102868538171803,0.3207278674193988,0.43153275140201536,0.7375542715226999,0.4965707837860195,0.5982307137152248,0.5641287404680826,0.578523031883326,0.623970861957942,0.5262164914333323,1.0,0.1743692126376125,0.10419833639714578,-0.05624817295050641,0.2549969356146017,0.27606922464207145,-0.11698189743874765
Calcarine_L,0.6828933769747385,0.7184345987884182,0.5787089993430486,0.5782731525758645,0.6082760080289044,0.5524273593338492,0.6213978139769034,0.6718057822120831,0.7029232131268139,0.688540695868277,0.503207963294323,0.2952483858408817,0.6422753344730362,0.5572347018862375,0.7695603056694771,0.7794878297690342,0.5406348425953437,0.28234448782997157,0.5316983721858566,0.5246558711688152,-0.16631807098118592,-0.20236907092036172,-0.15283245061802472,0.2043748999078924,-0.35758911518106784,-0.3039977666800568,-0.1819299109895534,-0.08784029273882346,0.4795231743413541,0.1171279772054907,0.4256951733503328,0.3714333520414077,0.6900961883542807,0.686937604780075,0.7785342999035444,0.7086002949520678,0.510795763833258,0.7796484972234501,0.6985978042533436,0.6214425112301288,0.5125331255940464,0.5535544841018987,0.12945501565656148,0.1743692126376125,1.0,0.9285713442341769,0.655155533131926,0.8142962119426174,0.9226840066470677,-0.18337960217664978
Calcarine_R,0.6517707068407816,0.7255021194980429,0.45519341295027477,0.5178492112051647,0.4885319545681223,0.4643186823156533,0.5134617834830033,0.5764080821483692,0.6119133894390891,0.6199824849249725,0.47236645579936515,0.24907003887660314,0.48689663758678514,0.4115862456717673,0.6983301459503848,0.758701678739071,0.5389645881323419,0.25722761528387555,0.46231371280772526,0.47404450534192516,-0.20902248798269085,-0.36244852490879703,-0.17062995628388214,0.1684954762961868,-0.42191160512310755,-0.3370834136532301,-0.3434086253860915,-0.16243286234988094,0.40898574219401673,0.108037988958369,0.43867518186036536,0.29555287962812465,0.5801407197497191,0.5965738018084978,0.7412907718297876,0.63957042007744,0.38992568414951817,0.7297474298669251,0.5768633416875778,0.5468094344017472,0.46938195100511015,0.4788334942934415,0.14579550385019813,0.10419833639714578,0.9285713442341769,1.0,0.7487321827751038,0.7969675299216531,0.8652033165381875,-0.09353542593346892
Cuneus_L,0.408274742231327,0.539034788022099,0.12256256700477824,0.35907418548271686,0.08802510286552728,0.10962565366276246,0.13843914296053456,0.2510468959384293,0.24167357551877372,0.2403587962652127,0.11160860358361183,-0.015754640588329916,0.12943684150581106,0.042067411676785973,0.4165821568073531,0.498792488149215,0.37471997972477655,0.28934258727800444,0.22716565846320136,0.14795057080210988,-0.3759904946852112,-0.2839401625902332,-0.17950195054123996,0.019169056662251407,-0.22004396205475713,-0.1092973179674469,-0.3881037884470003,-0.197854220561885,0.16474480617312154,-0.013654357803604102,0.23972138217080463,0.030269971254696427,0.21007172204941674,0.30383212064092774,0.43769682151234135,0.34570472749769987,0.22398633773968735,0.4596081290397868,0.2666291220949366,0.18617007896991927,0.14697917190528262,0.15185075681803067,-0.0071937075118045524,-0.05624817295050641,0.655155533131926,0.7487321827751038,1.0,0.36909808935336663,0.5620021719802203,0.17666362802744698
Lingual_L,0.5599841272970273,0.5395260121692679,0.5147774716742181,0.4230885051362715,0.6202667393571851,0.5361023934101383,0.5770657405677344,0.6522011351341842,0.7074575223490386,0.6978607637746138,0.6852293104829025,0.5021301862408512,0.5837597493512213,0.4976386570093309,0.6510321260001438,0.6634508033448153,0.6100897797763284,0.21612080430228525,0.4506874507519234,0.5189877580298867,-0.08761961171184984,-0.2879951992006346,-0.08667201609645381,0.24059105805439895,-0.430255925109665,-0.35757019147465835,-0.22631810150914092,-0.041239978674587965,0.5680187687651093,0.2284084827191315,0.44145919855219523,0.49587886493622557,0.7109875098795325,0.7061353818929699,0.6491192038333709,0.5817974366159744,0.41827412843312933,0.726049417150773,0.6900051329428469,0.7038523896866938,0.5790197767453639,0.5696961410133652,0.38591813009515497,0.2549969356146017,0.8142962119426174,0.7969675299216531,0.36909808935336663,1.0,0.8810254653996158,-0.2615144880163927
Lingual_R,0.7413736438103713,0.7401416454580266,0.6800057345116706,0.6582725802777397,0.7161406817772076,0.6774945812445959,0.7025789310955797,0.7610520446765312,0.7939609548859891,0.775908746445647,0.6553848661228412,0.47137444343683177,0.713762098474782,0.625596430072699,0.8209795702422075,0.830737363844792,0.6538819293263896,0.3681647849614504,0.6181436032553727,0.6300049921003964,-0.04258429905383036,-0.12448605492343164,-0.05323748988766534,0.302107073978786,-0.3235684743706679,-0.25389351987567116,-0.15522937611329932,0.026435238400396847,0.5731300761346902,0.2690741334095591,0.5004934097883329,0.4864817460800548,0.787167875137729,0.8033623781300979,0.8042489538410353,0.7397907477983572,0.5164135036317669,0.8278130604125106,0.7959332032221663,0.7609507979439966,0.6039428361057124,0.6464621091260387,0.30792624085312253,0.27606922464207145,0.9226840066470677,0.8652033165381875,0.5620021719802203,0.8810254653996158,1.0,-0.12617320707637095
Occipital_Mid_L,-0.04466024448773221,0.06900199834909684,-0.0913257996175419,0.11931714764643758,-0.1950321679524954,-0.018660297535565556,-0.02140302246802607,-0.028453461221834543,-0.06645497314420831,-0.06128527663188813,-0.046761655705746606,0.0441899744049565,-0.13612812863403098,-0.06413357140380814,-0.033821754307372845,0.018163908660801857,-0.045800796799615816,0.025504411156804265,0.07998387706479337,0.0229114121604571,-0.022329910230283176,0.1534644673515919,0.08458161992046755,0.052443177825134926,0.19468438485224762,0.1234596115247641,-0.10918048392454846,0.08972883726145352,-0.2932719500203349,0.03183114099062012,0.06336249878283617,-0.18185422721980712,-0.142039818382671,-0.009509582173178262,-0.013139507441463645,-0.08189408728528262,-0.092080274686982,-0.08680838446266202,-0.20228570680694558,-0.08282079482106115,-0.15857661535097992,-0.08698836192617525,0.0442119681187846,-0.11698189743874765,-0.18337960217664978,-0.09353542593346892,0.17666362802744698,-0.2615144880163927,-0.12617320707637095,1.0
