,Lingual_L,VTA_L,Vermis_3,Temporal_Pole_Sup_L,Frontal_Med_Orb_L,ACC_sup_R,Frontal_Inf_Orb_2_L,Thal_MDl_R,Frontal_Sup_2_R,Thal_IL_R,Heschl_R,Temporal_Pole_Sup_R,Thal_LP_L,Cerebellum_8_L,N_Acc_R,Parietal_Inf_R,ACC_pre_R,Thal_MGN_L,OFCant_R,Amygdala_L,Occipital_Mid_L,Frontal_Sup_Medial_R,Hippocampus_R,Occipital_Mid_R,Cerebellum_6_R,OFCmed_L,Angular_L,Paracentral_Lobule_L,Parietal_Inf_L,Raphe_D,Red_N_R,Pallidum_L,Temporal_Sup_R,Frontal_Inf_Oper_L,Thal_PuM_R,OFCmed_R,Raphe_M,Thal_PuM_L,Vermis_6,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Postcentral_L,Parietal_Sup_L,Insula_R,Cerebellum_3_L,Cerebellum_9_R,Temporal_Mid_L,Supp_Motor_Area_L,Precentral_L,Cerebellum_10_R,Cerebellum_Crus2_L,Thal_LGN_L,Temporal_Inf_L,Amygdala_R,ACC_sup_L,Parietal_Sup_R,Temporal_Mid_R,Frontal_Inf_Tri_R,Temporal_Sup_L,Occipital_Inf_L
Heschl_R,0.35557431283488633,0.21240411857145855,0.5859263212672742,-0.011232312037231294,0.13332738084940904,0.45290543787866755,0.24210421375464988,0.08900893226605218,0.6643593135166169,0.25906727201549,1.0,0.6033732537260352,0.45450261214955856,0.27970573092191336,0.22969019047269598,0.11269139884282323,0.44583000514910914,0.30011837098056926,0.35443606290337015,0.13057495673257988,0.10239950353905267,0.6404192502712004,0.6056213689321944,-0.004479443089484153,0.2770059401506577,0.35657082274338264,0.011457174278208674,0.37544588904038445,0.37125256855019645,-0.023460611588721595,0.2584990615423862,0.30020895172768763,0.7574572938244536,0.27496592393958935,0.3079014088180254,0.18135659154473197,0.5139372916774252,0.4868662793734243,-0.023569579737918886,-0.21827935066344445,0.3727782318613483,0.3255423451451289,0.13005112062949142,0.677466554420033,0.47905573762745807,0.2533109751664387,0.034682504913268145,0.5263280691322573,0.3641521220093616,0.3466973855247798,0.019133901268278727,0.4119259182008068,0.017150752986385836,0.43292621353620586,0.5989645959478243,0.12345116708322959,0.5885266362630527,0.6466543375659843,0.43243685177443425,-0.04617005842659255
Temporal_Pole_Sup_R,-0.015088502542760947,0.35901319050328845,0.4195705083269674,0.07488064183210111,0.31008998723796494,0.24834244908448921,0.48177674543125876,0.14275509929226055,0.5657633223447736,0.4279837614878126,0.6033732537260352,1.0,0.566981514829654,0.03100102826484473,0.3640138997972826,-0.295018950977964,0.637740626088716,0.35628039909067605,0.6966213321224116,0.16789394469143087,-0.3014348142370513,0.6970008907226458,0.8088398982317839,-0.4010191716235016,0.19043428687770356,0.6393134582264107,-0.3963644385774962,0.0661694792042096,0.09119771021971368,-0.2356231826239397,0.3497309885309996,-0.0033061972390697604,0.6949604185786838,0.23580179441757376,0.435839984430839,0.17015629254330528,0.41322526848889857,0.4344585601559371,-0.22883059906680647,-0.09632486894361866,0.3104567033578502,0.11022679922902677,-0.08211484312256795,0.6950562215573373,0.38135845849110867,0.13968473911104917,-0.32196777408356186,0.3234566973445485,0.08504029875496978,0.7102105882144653,-0.15434288364928578,0.3105965269968663,-0.22663213452864242,0.6714148409279589,0.4629309799689066,-0.12199402617167239,0.3376759299045482,0.7752838564700582,0.2511337134340451,-0.30319404044098885
Thal_LP_L,0.09308344568432088,0.4797776451803033,0.5561073075733725,0.2877617939749421,0.3314792858989104,0.22966297369803737,0.6974052559220801,0.1530604468631055,0.4286893897982425,0.5864356002516808,0.45450261214955856,0.566981514829654,1.0,0.35646806390608843,0.5842402705646281,-0.35767861181983035,0.7649453646099437,0.30020495920266443,0.4043121678342007,0.4747256708345781,-0.3224991419075773,0.5825493904077788,0.5353728408542927,-0.5700315986369583,0.13484782512740653,0.5569673595689276,-0.4888395062697293,-0.14817399749374371,-0.27884223686868786,-0.07088063672126599,0.6030898603700051,-0.14389621578238,0.32705755498529726,0.5130753291796651,0.37045430069789864,0.2571111830072166,0.34734374348601316,0.47188672076349486,0.004885767456914754,-0.3908316625907351,0.29017798121052163,-0.15545129816087422,-0.4528065025767403,0.6090544403037018,0.5721643168448189,0.2195050387289556,0.03184840483905601,0.27016711826310935,-0.1787220168746321,0.431857485053634,-0.20841859616240352,0.2625690290148551,0.2328630256251197,0.5527852821661902,0.3703021230561107,-0.43023343436349587,0.02090956860416505,0.6122984161632599,0.44637711635688737,-0.07625327101049498
Cerebellum_8_L,0.6587203225091965,0.10705432629655914,0.41157680460394064,0.4088678380603944,0.15861091032379016,0.018393348493225603,0.222276756712002,0.2539937875257224,0.1962247517347772,-0.03175773869998159,0.27970573092191336,0.03100102826484473,0.35646806390608843,1.0,0.19657235200985637,-0.06349751071993415,0.19050580638664577,0.028538578677624025,0.04036795540176557,0.5449160145850561,0.08844048853452822,0.22812892277383479,0.09325415835712565,0.05732475221714392,0.5352324627996572,0.05343249800269716,0.08083745494017683,-0.03763962706434453,-0.17564911387407825,0.4938024656782133,0.19868601794447524,0.015109400208826769,0.1266878246508238,0.4505614126394486,-0.01813779261988281,0.07243301506960545,0.29763350687470935,0.1362924706916631,0.5830454073513078,-0.13862549102734217,0.022058252400556123,-0.28127344239813473,-0.3445952754730798,0.34686081064005925,0.39009423269392346,0.6776690650768474,0.6467145188839675,0.319765183453841,-0.10861355985890124,-0.2517506875551024,0.20696477354884482,0.18791299503901834,0.6703198995472759,0.27589784784192833,0.1481229546429801,-0.37672339867927784,0.26737952038851465,0.11873525926884435,0.4698304368820395,0.40733489205888135
N_Acc_R,-0.0658285956382951,0.0938378691329442,0.35791706909493415,-0.04365828859622478,0.06792962731127311,0.11748641962126098,0.2809371160179634,0.1699889469186333,0.17310180679545922,0.23708350984999396,0.22969019047269598,0.3640138997972826,0.5842402705646281,0.19657235200985637,1.0,-0.17874101741180545,0.3314121904953707,0.4132192217087478,0.16379548559571572,0.09063192499608042,-0.3355252822679252,0.18956745371437117,0.3464186141775611,-0.33985010945211186,-0.0731239177600122,0.3032067832861235,-0.3540522941778903,0.020545955624465463,-0.11348899500170723,0.21910179638929098,0.6653904276394639,-0.06348098413292555,0.24186987662904771,0.06781984931476397,0.3273640392904299,0.26196772230520343,0.2032074966539095,0.5314981027332505,-0.14686978560685812,-0.36167514985984367,0.1072198742602674,-0.09831023873404642,-0.13294861676246722,0.3682607104118526,0.3193343946294462,0.027004706668523067,-0.18714680284908286,0.07983167916493751,-0.06645972151591954,0.4415672047080591,-0.166821883350315,0.01609581182350781,0.005087698099099085,0.3711498262601535,0.08452691478605216,-0.11729811686009572,0.06319602714806849,0.3858103102649245,0.2018445270791857,-0.1959015104589638
Parietal_Inf_R,0.19235501938317318,-0.18716189202078773,0.2785382256134436,-0.15028962328268697,-0.14176396289444546,0.5393193959389488,-0.23254878485927566,-0.24406951634077134,0.2980041794604433,-0.07634126887482562,0.11269139884282323,-0.295018950977964,-0.35767861181983035,-0.06349751071993415,-0.17874101741180545,1.0,-0.3700270556932426,0.1828873330090648,-0.31419331635058884,-0.3945962416853265,0.39365125726262995,0.05974186502973413,-0.060296303271222346,0.6082520939287128,-0.21370745635346564,-0.42581586526182014,0.5819282501550637,0.6936337309641702,0.6865936022899211,0.07738395096694162,-0.12376634022799753,0.5468137174995171,0.19009955890561966,-0.08824785580401182,0.30070118897394443,-0.025231204724457328,0.054251684195115876,0.2807050244569645,-0.1273096492259176,0.32294647829854817,0.21523446472438745,0.5746143304988062,0.7576861197999224,0.03910893323636551,0.1753385149907735,-0.21407538611570878,0.05349366072566005,0.3995130721390905,0.5256154934553116,-0.06593395120377725,0.21033397500092568,0.26696063609773674,0.03912067369980126,-0.4940673417951965,0.36647586767147167,0.7893071543142591,0.23297711798224943,0.002479170778959652,0.21061413589947667,-0.04724622557832569
ACC_pre_R,0.019724700517438864,0.5388986875478329,0.3881314538291888,0.4543070882200851,0.4240109597236886,0.06540423808285976,0.7566804374201274,0.1597526600105984,0.48173359093081225,0.4694246776927517,0.44583000514910914,0.637740626088716,0.7649453646099437,0.19050580638664577,0.3314121904953707,-0.3700270556932426,1.0,0.1653384497286606,0.59507104629379,0.6310357204553669,-0.05056427562446737,0.7634450726834144,0.5629890045878871,-0.4113185724852763,0.10351990745863347,0.7624501650826645,-0.423937653919488,-0.2972178602001663,-0.2534274052272239,-0.16214294944720584,0.40873849655165734,-0.2702625527490213,0.29290289637413447,0.6119723961536733,0.22573336593530458,0.33902589053248305,0.2656678267447679,0.25116180706594005,-0.07484099487379203,-0.25201986557383466,0.004728504808364896,-0.24177800442645722,-0.3793640583038528,0.6696749629664948,0.42605627490206555,0.16445838151678727,0.07275406353728399,0.05450895092308687,-0.3471311938724107,0.3439583373798692,-0.2977713523741076,0.23865150530178805,0.14413285655646701,0.7135523657463246,0.3718535250445402,-0.3903317293944069,0.017939291817465494,0.5335726823251915,0.37943255211727756,-0.005220572265594965
Thal_MGN_L,0.07610727552213188,-0.11718036790352865,0.5226199924976532,-0.05880970529336733,-0.06365958912988604,0.42520214213499685,0.250628899038938,0.3678095579994748,0.5146580352957202,0.3106844709987895,0.30011837098056926,0.35628039909067605,0.30020495920266443,0.028538578677624025,0.4132192217087478,0.1828873330090648,0.1653384497286606,1.0,0.13717000880061694,-0.14484099941346903,-0.18642191377622538,0.3853071183886929,0.4615122183307114,-0.2303306904710837,-0.037807321072370954,0.13523649795708978,-0.2034923929092243,0.370863501555361,0.18055506654469153,0.15555287668750745,0.4727306910250198,0.09701072529493057,0.3973462202042645,0.1619704025068148,0.5004377441114575,0.1416412656616288,0.2842587613726336,0.67808309651344,-0.17597431989678375,0.049279366105282094,0.42501874643158555,0.2733597770790013,0.09298211591983105,0.2856467268077064,0.49013146480889325,0.0465645793662921,-0.18413990872755537,0.4897745955033465,0.3070237799054363,0.5670091801360495,-0.028273436985637397,0.5941394663458087,-0.09700605816322753,0.1658518321764155,0.40426614679452727,0.1291111655965867,0.17393062391747816,0.4379938219626787,0.3343821961429494,-0.16713715467592355
OFCant_R,-0.0486014627149016,0.32981176905384,0.24457888612246548,0.13374996192332297,0.4483803477296336,0.016894765789158033,0.42783480623051784,0.0747163133701069,0.3569606760441947,0.2705882564878844,0.35443606290337015,0.6966213321224116,0.4043121678342007,0.04036795540176557,0.16379548559571572,-0.31419331635058884,0.59507104629379,0.13717000880061694,1.0,0.34968597492130105,-0.19070775174782534,0.4848500963962735,0.6018286006766013,-0.35341919183203335,0.19070769126950313,0.7203173096256604,-0.4035467791765987,-0.10382071051738694,-0.14021510553799899,-0.14902103088669832,0.06489482410061644,-0.1474079167926571,0.37431247159971315,0.3432037782156534,0.2480827136017048,0.1386723897159728,0.24067805664430583,0.009637586344848204,-0.19031846525191623,-0.19094709010754257,0.008203990195341201,-0.08423731335824111,-0.28377116213286824,0.46531121702151435,0.3202569803716437,0.16284730885942456,-0.1351157891990447,0.09460650047715963,-0.1468501892110315,0.4042453746882727,-0.0628072968791217,0.24270679473276077,-0.05338771873702492,0.6863249087598291,0.2732548128054734,-0.2518912580384124,0.17815472606502206,0.5134389814351193,0.17540740557302337,-0.1445378625563905
Amygdala_L,0.3445519970940525,0.3342516188019409,0.08366019297523258,0.7617680832855259,0.4417412978306396,-0.2873160395622805,0.6245089462156377,0.2528235221483904,0.08661665068970929,0.035652916472774465,0.13057495673257988,0.16789394469143087,0.4747256708345781,0.5449160145850561,0.09063192499608042,-0.3945962416853265,0.6310357204553669,-0.14484099941346903,0.34968597492130105,1.0,0.13021922240104583,0.3882522790446722,0.08774204341532837,-0.14053635432177214,0.34707476101740875,0.5882648728528995,-0.14851197214225637,-0.5330348133005977,-0.48583834819293187,0.2401106664453244,0.11196909187455123,-0.4377603924391339,-0.08483884016296837,0.7541739909486984,-0.12492792524615083,0.1951139088024678,0.11531602562083985,-0.1517696580855093,0.4247027442393342,-0.23062130237383874,-0.2652714909324792,-0.5728649794594721,-0.5714760731970073,0.3387913624125616,0.18848862323722035,0.546233624387254,0.6777876122345092,-0.12951885050606435,-0.6042432498833049,-0.2620746716234418,-0.068691509701162,0.16033749331939653,0.5825388753082349,0.5691740593223191,0.07381550289633436,-0.6097843664022917,-0.05578778057814356,0.0024226746375803215,0.4286087327733537,0.4679062282467733
Occipital_Mid_L,0.3440951244415919,-0.046524941667153076,-0.08091260735949163,0.20322611143221092,-0.041020848913740325,0.04758705666132434,-0.15401856553751098,-0.12003708335394074,0.158364136325689,-0.2651317148259754,0.10239950353905267,-0.3014348142370513,-0.3224991419075773,0.08844048853452822,-0.3355252822679252,0.39365125726262995,-0.05056427562446737,-0.18642191377622538,-0.19070775174782534,0.13021922240104583,1.0,0.1569997862350381,-0.21373431218918207,0.589891988822867,0.12137420205306138,-0.17268310857518723,0.6012753453811555,0.14409986516049142,0.3694558699370756,0.17370183599043054,-0.24632628417040273,0.17356797356038567,-0.044888927720028914,0.1606404799146394,-0.15174023827971547,0.12517841685014547,-0.09580035470320176,-0.14449445254978321,0.24776825668088534,0.2363075959308423,-0.0841087634401365,0.1062820819346577,0.42344010742176225,0.10876193161428253,-0.07458345530123599,0.07055395088482631,0.45426927428767033,0.03949418322841987,0.10095247863727064,-0.45009728532881615,0.06133381796439978,0.02949564437437471,0.16669622966146017,-0.07889945275866281,0.16099046429508743,0.26141033134721925,0.10078949549220512,-0.2572265560376056,0.1576333073984494,0.2985169498327752
Frontal_Sup_Medial_R,0.2791278208654985,0.49563915030101324,0.6453007114388639,0.3723757651864751,0.3207003634510294,0.43858851321431835,0.6043802199482156,0.13904962482129352,0.8261389172558599,0.4177381346295375,0.6404192502712004,0.6970008907226458,0.5825493904077788,0.22812892277383479,0.18956745371437117,0.05974186502973413,0.7634450726834144,0.3853071183886929,0.4848500963962735,0.3882522790446722,0.1569997862350381,1.0,0.7181706466987052,-0.1353649802038277,0.22837712157287035,0.5045237557518447,-0.11097480419818867,0.1874145224968265,0.20708845624398503,-0.08041501700989614,0.3882076160279254,0.11626499508922097,0.6263353049995946,0.5832759776237284,0.4852047202094324,0.2746458780413384,0.46900218233911295,0.4788560076405061,-0.01887564967017135,0.043184756991759325,0.3199161517539762,0.14680209580186426,0.0238267362414515,0.8273591216334772,0.6060015515234148,0.23240015269847103,0.10279950045420856,0.5154210120625129,0.1048036198876875,0.43774111478493954,-0.11508606906168031,0.5029155673237155,0.12991641044320396,0.5491715167748986,0.7217480249608321,-0.06106892291368953,0.32838958057457407,0.6837893626495279,0.5799564227776176,-0.05127399976033934
