,Parietal_Sup_R,Thal_AV_L,Thal_VA_L,Vermis_10,Frontal_Med_Orb_L,ACC_sup_R,Vermis_1_2,Temporal_Mid_L,Thal_LP_R,Cerebellum_Crus1_R,Thal_PuA_R,Thal_PuL_L,Cerebellum_6_L,Cerebellum_Crus2_R,Raphe_D,Thal_MDm_R,Calcarine_L,VTA_L,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,OFClat_L,OFCmed_R,Precuneus_L,Frontal_Inf_Tri_R,ACC_pre_R,Frontal_Inf_Orb_2_R,Thal_VA_R,Thal_MDl_L,Paracentral_Lobule_L,Pallidum_R
Thal_PuA_R,0.14004615745981092,0.09522672837787127,0.33377394058534937,0.2478990865275543,-0.16559862043345416,0.049142461625384444,-0.18305561520760294,-0.006687599418985106,0.30359265278694575,0.2996692177122442,1.0,0.10057423823368254,0.14054672710143584,0.3071401080470648,0.5825827663200587,0.1416328695556608,0.3031606647767258,-0.29450508896997263,-0.23003907173387644,0.11899451105243933,-0.2965198545066876,0.20034602400208798,0.2844609891781371,0.11959642524578297,-0.1940371179307735,-0.04495296114469519,-0.2746886127803348,0.10258169115615537,0.38848723211496916,0.4459805013674347
Thal_PuL_L,0.01257700885353116,0.24837838141707097,0.42847332907846597,-0.0008622801654094579,0.10609513639655087,0.517215222010882,0.2619627855433303,-0.10539730089929207,0.405368225340466,-0.0015950426945470636,0.10057423823368254,1.0,-0.1545298301704402,-0.07842634801690818,-0.10900122844901323,0.3199790438000254,-0.008910587668689707,0.158174626345464,0.4436487996170462,0.3598720220811015,0.06316895992197608,0.19473591541225618,0.24965801066715043,0.4408005390913,0.42505525877609923,0.44715979184811455,0.1804582339407164,0.3002120136404835,0.21213037058827494,0.4393377625729859
Cerebellum_6_L,-0.4999688316935132,0.15044434552777639,0.17855752988939094,0.7492114174910227,0.20700531388261045,-0.036671415322246506,0.18963559857456241,0.7719168383395216,0.31363280028954266,0.6865652028200744,0.14054672710143584,-0.1545298301704402,1.0,0.6105247180810105,0.58618582653599,-0.06977939227767459,0.539976929696886,0.07033529487609945,0.0820076054494112,-0.16286735583915196,0.2799082082758042,-0.07780826148776883,-0.27340915708329483,-0.18141961388014713,-0.02140958701670882,-0.3010399942159396,0.017795777975756526,0.3124086149222229,-0.10013505061715065,0.030292777664789928
Cerebellum_Crus2_R,-0.22347343381099952,-0.10436721952543866,0.16585385687886817,0.7178434713022113,-0.09562482494528116,0.014080979450258943,-0.11132993613068615,0.5463547081465112,0.07478027969991022,0.6047946471659456,0.3071401080470648,-0.07842634801690818,0.6105247180810105,1.0,0.5712151708799026,-0.2435664187716603,0.43967323936221675,-0.15899428513366876,-0.16972153326918074,-0.38227041569582193,0.058858506027092784,0.22203569199401849,-0.08973862538069856,-0.2686204734836452,-0.03916181398662109,-0.41227837222229047,-0.21946849410590938,0.020756066523858148,0.07646511349474308,-0.01944330156752335
Raphe_D,-0.17744492667927314,0.07651189131807665,0.13593087166879075,0.5978929593093631,-0.04863183027899472,-0.15235553674181865,-0.12315224671211182,0.4849697994682462,0.2502611032749209,0.47299811175702006,0.5825827663200587,-0.10900122844901323,0.58618582653599,0.5712151708799026,1.0,-0.18856260928493365,0.3570588995192537,-0.2327407056365674,-0.12133015042727008,-0.17309084336700034,-0.012251835327009658,0.024766459530497782,-0.0752169862598413,-0.17822824775688342,-0.16214294944720584,-0.39201369234521327,-0.3499118451040865,0.09063250841986442,0.10382427973233901,0.09940126183158476
Thal_MDm_R,0.04684002729524973,0.44786034148783493,0.44047997631383656,-0.0842557256543477,0.23267211307013339,0.4004074659431711,0.38337349483951727,-0.2216705502395702,0.5177156036367265,0.24507453684427577,0.1416328695556608,0.3199790438000254,-0.06977939227767459,-0.2435664187716603,-0.18856260928493365,1.0,0.20661804908604636,0.3557418524864626,0.2646836835742575,0.5840248737616235,-0.14295708775889637,0.13549547672496098,0.34865580655547296,0.6952893468726302,0.3744113815689088,0.5967772020483826,0.4166537501106109,0.511204632726976,0.3145874247127757,0.5832202402020259
Calcarine_L,0.19433616992248492,0.17587775936202035,0.27944493941799664,0.5926601003945811,0.0016054611728610788,0.45132898816271794,0.17003782210454454,0.48003258597620796,0.2635073420687707,0.5878222189165916,0.3031606647767258,-0.008910587668689707,0.539976929696886,0.43967323936221675,0.3570588995192537,0.20661804908604636,1.0,0.027056583798109032,-0.046272373945921264,0.293354247290501,-0.034585481852827664,-0.013713449952329464,0.5679274926802792,0.2584789366536045,-0.021165542152804882,-0.06258407601817063,0.30427180434315365,0.3878765449559582,0.5261966973516541,0.21220328320352508
VTA_L,-0.3412967949245878,0.3176780265238797,0.3630902855998205,-0.043023652008650395,0.3977736555170067,0.1428802267318678,0.5920032925295804,0.013673215810518554,0.2176796703430189,0.21906439970343575,-0.29450508896997263,0.158174626345464,0.07033529487609945,-0.15899428513366876,-0.2327407056365674,0.3557418524864626,0.027056583798109032,1.0,0.40949633507108046,0.16610217655829718,0.1856733314162613,0.1361252868528902,-0.05925808774707229,0.35434169055453646,0.5388986875478329,0.3938136929200518,0.4699808793461502,0.3188531195117025,-0.17564406798131169,0.24639893180429204
Frontal_Inf_Orb_2_L,-0.3694226958125493,0.3382902569798876,0.193285717768431,0.01632988592266537,0.4513207400712768,0.13264024481651213,0.596873227009635,0.24189368529627323,0.46808008376888627,-0.01861360022122053,-0.23003907173387644,0.4436487996170462,0.0820076054494112,-0.16972153326918074,-0.12133015042727008,0.2646836835742575,-0.046272373945921264,0.40949633507108046,1.0,0.2915090497083209,0.5337298136499659,0.12923616689565068,-0.1087686923904056,0.42950775597883184,0.7566804374201274,0.5308308700199564,0.38979014882459984,0.31720492123593447,-0.3281577850573712,0.40979130369917277
Frontal_Mid_2_R,0.19077469838337224,0.5459021477061478,0.3523508461666565,-0.12037443620044258,0.14387407947922604,0.48002146665263773,0.45308965536342083,-0.26882502624792465,0.5227277881576899,0.14046264386863969,0.11899451105243933,0.3598720220811015,-0.16286735583915196,-0.38227041569582193,-0.17309084336700034,0.5840248737616235,0.293354247290501,0.16610217655829718,0.2915090497083209,1.0,-0.04304716763167022,-0.03952261484399187,0.5724386532677912,0.8342029183934604,0.3216995244591367,0.7114361197545488,0.5824972344495711,0.526749501432731,0.39946873362050717,0.4997550281101825
OFClat_L,-0.3057639896806716,-0.01826924005128106,-0.050579624956696864,0.2755958493545683,0.22348698572472936,-0.047871470643399305,0.2272607648875595,0.4165106883221037,-0.023506561463775288,-0.013936306749531889,-0.2965198545066876,0.06316895992197608,0.2799082082758042,0.058858506027092784,-0.012251835327009658,-0.14295708775889637,-0.034585481852827664,0.1856733314162613,0.5337298136499659,-0.04304716763167022,1.0,0.06904731865258308,-0.261808060788502,-0.13251408414669463,0.2845807982502239,0.03643865859138793,0.0870391963123507,0.06414609561111632,-0.38076874530327104,0.1385668257482114
OFCmed_R,-0.04440419291596638,0.054133468001560665,0.18090823421511532,0.1438091075910863,0.08215798384281806,0.05383062088929864,0.06735519306264882,-0.040549421253974254,0.15062715548308667,0.12710836721108446,0.20034602400208798,0.19473591541225618,-0.07780826148776883,0.22203569199401849,0.024766459530497782,0.13549547672496098,-0.013713449952329464,0.1361252868528902,0.12923616689565068,-0.03952261484399187,0.06904731865258308,1.0,0.08583414207221028,0.09867455563273858,0.33902589053248305,0.036087155115364415,-0.041424081271385214,0.029587842628613973,0.002162669045605306,0.29801447788333246
Precuneus_L,0.7726475850676077,0.19971252833893638,0.21217543203228453,-0.004614313407294376,-0.12985298687786068,0.6826486867941544,0.05263580183165276,-0.17766419355766977,0.09153451384528273,0.035626024896077205,0.2844609891781371,0.24965801066715043,-0.27340915708329483,-0.08973862538069856,-0.0752169862598413,0.34865580655547296,0.5679274926802792,-0.05925808774707229,-0.1087686923904056,0.5724386532677912,-0.261808060788502,0.08583414207221028,1.0,0.48530221985310923,-0.054191026193002007,0.23068394877569237,0.3659809808689244,0.2536247778399019,0.8176548264233173,0.3403251796056387
Frontal_Inf_Tri_R,0.0705323296116434,0.5841007180924725,0.4376882321629626,-0.11359130410041354,0.21288438609087518,0.4658239099244618,0.5221710259290141,-0.28817280906929305,0.5762522707425449,0.17356673577592643,0.11959642524578297,0.4408005390913,-0.18141961388014713,-0.2686204734836452,-0.17822824775688342,0.6952893468726302,0.2584789366536045,0.35434169055453646,0.42950775597883184,0.8342029183934604,-0.13251408414669463,0.09867455563273858,0.48530221985310923,1.0,0.5335726823251915,0.7873440897054437,0.6013644406189285,0.5803836836722299,0.3445408259187979,0.5658866063978015
ACC_pre_R,-0.3903317293944069,0.3449498778086662,0.2942097930344051,0.046929484984698254,0.4240109597236886,0.06540423808285976,0.5538848970222511,0.07275406353728399,0.5276787905633833,0.17347570021559852,-0.1940371179307735,0.42505525877609923,-0.02140958701670882,-0.03916181398662109,-0.16214294944720584,0.3744113815689088,-0.021165542152804882,0.5388986875478329,0.7566804374201274,0.3216995244591367,0.2845807982502239,0.33902589053248305,-0.054191026193002007,0.5335726823251915,1.0,0.5635178741213305,0.41251049677497625,0.3512581240704189,-0.2972178602001663,0.3924013485554116
Frontal_Inf_Orb_2_R,-0.07227738838320778,0.38636840542399337,0.3325579113533466,-0.3470536594767368,0.1975112269954812,0.3077128556384959,0.4832553691085781,-0.43750712402761294,0.446715723877969,0.0727360180121868,-0.04495296114469519,0.44715979184811455,-0.3010399942159396,-0.41227837222229047,-0.39201369234521327,0.5967772020483826,-0.06258407601817063,0.3938136929200518,0.5308308700199564,0.7114361197545488,0.03643865859138793,0.036087155115364415,0.23068394877569237,0.7873440897054437,0.5635178741213305,1.0,0.5163405216432116,0.386626168522955,0.022122778655667176,0.5496337637629732
Thal_VA_R,0.027783705721582026,0.46494736366993966,0.22602977487094775,-0.019154782942179895,0.2576828036168553,0.5228269496015646,0.5670793830777651,-0.08055414467796736,0.30956014392860365,0.15936115964998548,-0.2746886127803348,0.1804582339407164,0.017795777975756526,-0.21946849410590938,-0.3499118451040865,0.4166537501106109,0.30427180434315365,0.4699808793461502,0.38979014882459984,0.5824972344495711,0.0870391963123507,-0.041424081271385214,0.3659809808689244,0.6013644406189285,0.41251049677497625,0.5163405216432116,1.0,0.5263528228395827,0.2212486652409688,0.32053795865357276
Thal_MDl_L,-0.20008871199263345,0.6831769215246116,0.5425834320635634,0.2229816701359015,0.2943790053366773,0.3722568356853681,0.622868159544916,0.09450435912573163,0.6255707805631613,0.4367833493739653,0.10258169115615537,0.3002120136404835,0.3124086149222229,0.020756066523858148,0.09063250841986442,0.511204632726976,0.3878765449559582,0.3188531195117025,0.31720492123593447,0.526749501432731,0.06414609561111632,0.029587842628613973,0.2536247778399019,0.5803836836722299,0.3512581240704189,0.386626168522955,0.5263528228395827,1.0,0.3113827271707767,0.46594577548434535
Paracentral_Lobule_L,0.6500144389378151,0.24209117210283085,0.2921240045694894,0.09182034257691128,-0.2018467282428436,0.668902924558798,-0.042971828323465334,-0.16813003653784592,0.0882525356335302,0.14647000573691332,0.38848723211496916,0.21213037058827494,-0.10013505061715065,0.07646511349474308,0.10382427973233901,0.3145874247127757,0.5261966973516541,-0.17564406798131169,-0.3281577850573712,0.39946873362050717,-0.38076874530327104,0.002162669045605306,0.8176548264233173,0.3445408259187979,-0.2972178602001663,0.022122778655667176,0.2212486652409688,0.3113827271707767,1.0,0.2848588748618505
Pallidum_R,0.012955810704687655,0.3808222568839535,0.5885825854211177,0.05998133794722887,0.15880208995153242,0.4074353035548982,0.3806200983522231,-0.09055572476118798,0.4807602948314009,0.272300404460161,0.4459805013674347,0.4393377625729859,0.030292777664789928,-0.01944330156752335,0.09940126183158476,0.5832202402020259,0.21220328320352508,0.24639893180429204,0.40979130369917277,0.4997550281101825,0.1385668257482114,0.29801447788333246,0.3403251796056387,0.5658866063978015,0.3924013485554116,0.5496337637629732,0.32053795865357276,0.46594577548434535,0.2848588748618505,1.0
