,Putamen_R,Frontal_Sup_Medial_L,Heschl_R,Cerebellum_3_R,Thal_AV_L,Temporal_Inf_L,Hippocampus_L,N_Acc_R,Vermis_1_2,Angular_R,Cerebellum_6_L,Fusiform_R,Parietal_Sup_R,Cingulate_Mid_R,Occipital_Inf_L,Pallidum_L,Vermis_3,Cerebellum_8_R,Thal_MDl_R,SN_pc_L,Frontal_Inf_Oper_L,Frontal_Mid_2_L,Temporal_Sup_L,Insula_R,Vermis_9,Rolandic_Oper_R,Cerebellum_9_R,Frontal_Sup_Medial_R,Cerebellum_3_L,Precentral_L,Cerebellum_4_5_R,Occipital_Mid_R,Thal_IL_R,SN_pc_R,Temporal_Inf_R
Cerebellum_6_L,-0.17014264603374657,0.14255031758101266,-0.007229648676075292,0.022552088838776567,0.15044434552777639,0.7432385932017438,0.26497888672448494,-0.09107073325901305,0.18963559857456241,-0.016181163410936086,1.0,0.4593286278932872,-0.4999688316935132,0.28605271187557174,0.5109702386985104,0.08374297124172157,0.10641652588526243,0.7848621372459599,0.19379016153301798,0.11707915867445609,0.47684650777994375,0.05445839834524772,0.37503224118571976,0.12351554719647602,0.8371299438775314,0.005649080989090362,0.8719402926974501,0.021554837681681597,0.18507906194956272,-0.2130175925325545,0.729055631388858,0.21261744335710592,-0.3018716545010939,-0.08327637105659712,0.4001906775913344
Fusiform_R,0.4805414230625755,0.35704914000185145,0.5512642244500854,0.6654236674096874,0.53554554077143,0.2589839175351437,0.3419007380366795,0.1621071153686427,0.3986744884722746,0.27540909133045655,0.4593286278932872,1.0,-0.08400298110741734,0.6756821693194197,-0.07409393783199607,0.4944754043022412,0.5715920760642494,0.6115598020815145,0.13286605722123274,0.37716090874765307,0.17816514550220564,0.4883218341402249,0.3414478546685698,0.5041120854781519,0.21718281431750872,0.5104170220971294,0.6277827325377358,0.40360850197700165,0.5341948480229157,0.4497180312554461,0.8416683622553792,0.08702781690138361,0.06660142582766448,0.261327593993212,0.8241564513839956
Parietal_Sup_R,0.09833807968766266,-0.1819186743854049,0.12345116708322959,0.24210840885375162,-0.14864876647499212,-0.418946319202393,-0.3640281526344973,-0.11729811686009572,-0.3958539369728707,0.7135710621097475,-0.4999688316935132,-0.08400298110741734,1.0,0.004956265613504252,-0.29021433402411123,0.43954375146857394,0.0554710413762148,-0.4579283969312838,-0.2989365356769822,-0.2018851944253062,-0.4459969011748991,0.13147347060306985,-0.061342114051615326,-0.025492277633564653,-0.3844779309593632,0.30658034181859845,-0.4775482152643472,-0.06106892291368953,-0.1303980885532538,0.6184553815905346,-0.2804950811310422,0.5081740094991842,-0.061438331978998,-0.34576550882205653,-0.11784246793985831
Cingulate_Mid_R,0.5648500351032323,0.6801273655496329,0.6855990132283156,0.6659916896750755,0.6367621950187066,0.40711910125764506,0.5884896235637297,0.10243223168709015,0.5809231281114479,0.31484920459865456,0.28605271187557174,0.6756821693194197,0.004956265613504252,1.0,0.06068246528292017,0.39272235760012925,0.7983446800310062,0.4722477842756619,0.10497352223687675,0.3635824621004427,0.5608180354872417,0.4074372976113699,0.6956995725065825,0.6954421185749292,0.17799678709325809,0.7914508434220175,0.4426644690090068,0.7567732064927088,0.753389473163735,0.34063650367740816,0.7277979840714711,0.03298236105360375,0.29039457999269036,0.291543355623861,0.3605485823044544
Occipital_Inf_L,-0.42454203661942735,0.05523008847602135,-0.04617005842659255,-0.259479421074461,-0.018547776269634345,0.511439718050275,0.03465984126126173,-0.1959015104589638,-0.006728352821788227,-0.07142143297395219,0.5109702386985104,-0.07409393783199607,-0.29021433402411123,0.06068246528292017,1.0,-0.2488324403539687,-0.1309509920201218,0.342556637924921,0.2658826866583576,0.0057770682632694555,0.408692292210961,-0.22887175493055087,0.20744982443410942,-0.09675146056413524,0.6201115533288819,-0.09514214134336595,0.41624725067090074,-0.05127399976033934,-0.12228339628587694,-0.30897889898865044,0.24098531073326854,0.22485999418092828,-0.27521413617730023,-0.28523681793672306,0.0034298482779488468
Pallidum_L,0.46805442574296446,0.06200658685454182,0.30020895172768763,0.5636455699981732,0.140411134950155,0.03302317689602667,-0.07743456075233139,-0.06348098413292555,-0.01637380387207205,0.6065321937806281,0.08374297124172157,0.4944754043022412,0.43954375146857394,0.39272235760012925,-0.2488324403539687,1.0,0.38119281368834645,0.26418641684766503,-0.48738432088660744,-0.052102284726852556,-0.16345944687292083,0.39125589358722357,0.17725339425099665,0.305942914077679,-0.04465536023213399,0.5125121891674701,0.03757478083535912,0.11626499508922097,0.30614225960900443,0.6338276892351898,0.3994359490227745,0.4505064038073025,-0.013841402916609033,0.06759774384387149,0.2866397096687694
Vermis_3,0.6886798198102398,0.5291937349398187,0.5859263212672742,0.7545264600639225,0.5661799902395348,0.26001115753739545,0.6432224097817,0.35791706909493415,0.6506326591960213,0.22036867078899597,0.10641652588526243,0.5715920760642494,0.0554710413762148,0.7983446800310062,-0.1309509920201218,0.38119281368834645,1.0,0.3012780153973461,0.07141184199308113,0.5045157321520114,0.44525780771430973,0.484876559788278,0.6346419897037111,0.6526045032610192,-0.10884406007145178,0.7693938566578741,0.23088371848504688,0.6453007114388639,0.883311146943784,0.4130598850899328,0.5351297346713619,-0.11042429930000251,0.45294620465991586,0.43918104639470185,0.16406625156718355
Cerebellum_8_R,0.10208021263128302,0.40054684383843614,0.2116135409768163,0.22203081679014725,0.3121888615358649,0.6149857833898132,0.3071405963862224,0.02361732475018755,0.3431739216242699,0.09388653489431129,0.7848621372459599,0.6115598020815145,-0.4579283969312838,0.4722477842756619,0.342556637924921,0.26418641684766503,0.3012780153973461,1.0,0.11593094437145418,0.28402086965383583,0.5131147104223478,0.12251003963124675,0.34264285295481,0.3649432429980593,0.6929483364380101,0.16831181049823363,0.7821409061379557,0.2606260690484471,0.3898274578449555,-0.06654698651924616,0.8544924344251386,0.21784508535466265,-0.10386990609588734,0.10981542675746069,0.5308909578016178
Thal_MDl_R,-0.24030777296381522,0.19302036923554602,0.08900893226605218,-0.026104276385982613,0.15683654482136924,0.06225586288163568,0.17885996418946054,0.1699889469186333,0.14358444140080176,-0.2456642913596258,0.19379016153301798,0.13286605722123274,-0.2989365356769822,0.10497352223687675,0.2658826866583576,-0.48738432088660744,0.07141184199308113,0.11593094437145418,1.0,0.4584904913935923,0.16004111890921413,-0.10944373271438046,0.08583947440543419,-0.10513186245016412,0.17361777554461516,-0.07440971032260468,0.3388078031903319,0.13904962482129352,0.0761273750539831,-0.18887137138267152,0.14456591757931617,-0.31618745394364667,-0.13757387958590192,-0.05858450262574843,0.20270179137246414
SN_pc_L,0.3909771139651441,0.3740405556291347,0.3456523609850275,0.4239599793799576,0.2888928202780731,0.19722272373686178,0.4192689001581642,0.5992800135613552,0.33247963768001976,-0.03102501455572708,0.11707915867445609,0.37716090874765307,-0.2018851944253062,0.3635824621004427,0.0057770682632694555,-0.052102284726852556,0.5045157321520114,0.28402086965383583,0.4584904913935923,1.0,0.22750754854311903,0.2191176844458399,0.31234922585797303,0.40412705867763987,-0.04540066402381136,0.360622089816654,0.2439798822096209,0.3673485680086418,0.47077538045854156,0.038481451600387885,0.3530436886155432,-0.28918260565344533,0.25085511112802333,0.37524152345507517,0.19980982760845212
Frontal_Inf_Oper_L,0.18631802815247367,0.6024963666040035,0.27496592393958935,0.1665069135424145,0.39429498194201107,0.6136458981070715,0.7178615670276884,0.06781984931476397,0.622428820185051,-0.09480502276346513,0.47684650777994375,0.17816514550220564,-0.4459969011748991,0.5608180354872417,0.408692292210961,-0.16345944687292083,0.44525780771430973,0.5131147104223478,0.16004111890921413,0.22750754854311903,1.0,0.14099477869324373,0.7158239136368963,0.5052495313532613,0.41200652827309575,0.2732618607750465,0.4855828924806997,0.5832759776237284,0.5074428932252879,-0.3012478787152493,0.4657094277357195,-0.10006325053049717,0.21021779367937488,0.22046875175764497,-0.03772470691379898
Frontal_Mid_2_L,0.5153782919486254,0.22021966482305264,0.3727782318613483,0.5837135876987668,0.38479741125737044,-0.05091418928816168,0.29723288455004043,0.1072198742602674,0.33774183748065456,0.27725125032993775,0.05445839834524772,0.4883218341402249,0.13147347060306985,0.4074372976113699,-0.22887175493055087,0.39125589358722357,0.484876559788278,0.12251003963124675,-0.10944373271438046,0.2191176844458399,0.14099477869324373,1.0,0.3726330375786973,0.3719756447650307,-0.21254542994714296,0.4428792270024716,0.11694156582474548,0.3199161517539762,0.45489816890220647,0.5814350388401258,0.3133517895752271,-0.10532217930012776,0.3542896364023527,0.18095464500933128,0.22728938806046975
Temporal_Sup_L,0.4090449791695436,0.526590552786278,0.43243685177443425,0.4868676508683712,0.3969229683784672,0.4846283094719625,0.6363972054187589,0.2018445270791857,0.506991048769357,0.14540950288721025,0.37503224118571976,0.3414478546685698,-0.061342114051615326,0.6956995725065825,0.20744982443410942,0.17725339425099665,0.6346419897037111,0.34264285295481,0.08583947440543419,0.31234922585797303,0.7158239136368963,0.3726330375786973,1.0,0.6019223061981578,0.20848600328529862,0.6268898361480053,0.4168306184393404,0.5799564227776176,0.5776690998770319,0.12847626542911222,0.4824518193077559,-0.01369250856095952,0.17291086206053646,0.1856848739255092,0.012810413326491299
Insula_R,0.7062524265559317,0.6823973624935415,0.677466554420033,0.6075123197027666,0.4419856487177382,0.17754242596284991,0.716988388356323,0.3682607104118526,0.5120949131884224,0.19957374590782276,0.12351554719647602,0.5041120854781519,-0.025492277633564653,0.6954421185749292,-0.09675146056413524,0.305942914077679,0.6526045032610192,0.3649432429980593,-0.10513186245016412,0.40412705867763987,0.5052495313532613,0.3719756447650307,0.6019223061981578,1.0,0.04675889544982243,0.6631386988374097,0.34292927817289826,0.8273591216334772,0.5817900709763004,0.15586654590091478,0.5059315750484441,-0.018537708026723082,0.3058395573927086,0.4858000734816554,0.2158769933910733
Vermis_9,-0.39525884866569866,0.1285979203492421,-0.017295248729674487,-0.20270354563302387,-0.043290751028873795,0.6623946226556416,0.06297686151465975,-0.21859377733025007,-0.07552818172128861,0.012624915564008719,0.8371299438775314,0.21718281431750872,-0.3844779309593632,0.17799678709325809,0.6201115533288819,-0.04465536023213399,-0.10884406007145178,0.6929483364380101,0.17361777554461516,-0.04540066402381136,0.41200652827309575,-0.21254542994714296,0.20848600328529862,0.04675889544982243,1.0,-0.0671547564660077,0.769229627010165,-0.02271411080149765,-0.07803996002552183,-0.30259579796415115,0.5801198927989696,0.38960289331457537,-0.3898236599289241,-0.3059878865608355,0.3036889835174146
Rolandic_Oper_R,0.6589931293855045,0.4604868419289879,0.7210508357653294,0.742308376409967,0.4907693555961771,0.11889007226120292,0.42100081509280496,0.2518388714165905,0.3637715480775767,0.4051694082622642,0.005649080989090362,0.5104170220971294,0.30658034181859845,0.7914508434220175,-0.09514214134336595,0.5125121891674701,0.7693938566578741,0.16831181049823363,-0.07440971032260468,0.360622089816654,0.2732618607750465,0.4428792270024716,0.6268898361480053,0.6631386988374097,-0.0671547564660077,1.0,0.15210803771318412,0.5822894273806232,0.6653618427818015,0.5442352494876482,0.47553340490826357,0.08699593969129997,0.2493376548798178,0.2378311570242553,0.17857300601878054
Cerebellum_9_R,-0.027883258050762992,0.28715229220186145,0.2533109751664387,0.1890007792298787,0.2942088616677312,0.6088695489263894,0.38919721703798865,0.027004706668523067,0.2957520050921105,-0.03120314498490807,0.8719402926974501,0.6277827325377358,-0.4775482152643472,0.4426644690090068,0.41624725067090074,0.03757478083535912,0.23088371848504688,0.7821409061379557,0.3388078031903319,0.2439798822096209,0.4855828924806997,0.11694156582474548,0.4168306184393404,0.34292927817289826,0.769229627010165,0.15210803771318412,1.0,0.23240015269847103,0.2490341178955321,-0.12210649735270851,0.8028076909449369,0.1337998747090124,-0.27056444956513787,0.0040129361596702075,0.613665758232787
Frontal_Sup_Medial_R,0.5799377815553489,0.879257869197888,0.6404192502712004,0.49942991389621766,0.48028799366299435,0.12991641044320396,0.7493883751023005,0.18956745371437117,0.6379584021542624,0.17540075966770594,0.021554837681681597,0.40360850197700165,-0.06106892291368953,0.7567732064927088,-0.05127399976033934,0.11626499508922097,0.6453007114388639,0.2606260690484471,0.13904962482129352,0.3673485680086418,0.5832759776237284,0.3199161517539762,0.5799564227776176,0.8273591216334772,-0.02271411080149765,0.5822894273806232,0.23240015269847103,1.0,0.6060015515234148,0.1048036198876875,0.39239868876618,-0.1353649802038277,0.4177381346295375,0.4857383053824611,0.11495342827062587
Cerebellum_3_L,0.6548631146034652,0.5453872619273845,0.47905573762745807,0.6774561673773792,0.6583617362725355,0.32566826737430954,0.6744064819976489,0.3193343946294462,0.747170677525022,0.08065095403478312,0.18507906194956272,0.5341948480229157,-0.1303980885532538,0.753389473163735,-0.12228339628587694,0.30614225960900443,0.883311146943784,0.3898274578449555,0.0761273750539831,0.47077538045854156,0.5074428932252879,0.45489816890220647,0.5776690998770319,0.5817900709763004,-0.07803996002552183,0.6653618427818015,0.2490341178955321,0.6060015515234148,1.0,0.28908540938639715,0.5457330275898292,-0.2166621254690266,0.43141745102363716,0.5153172376643683,0.10953280693447118
Precentral_L,0.35598336463975006,0.05164253375052672,0.3641521220093616,0.5467554491384504,0.21460074016642336,-0.26928822548696735,-0.16952343228895161,-0.06645972151591954,0.00024822389286384617,0.5068107314935049,-0.2130175925325545,0.4497180312554461,0.6184553815905346,0.34063650367740816,-0.30897889898865044,0.6338276892351898,0.4130598850899328,-0.06654698651924616,-0.18887137138267152,0.038481451600387885,-0.3012478787152493,0.5814350388401258,0.12847626542911222,0.15586654590091478,-0.30259579796415115,0.5442352494876482,-0.12210649735270851,0.1048036198876875,0.28908540938639715,1.0,0.18299121990607609,0.23296358406193016,0.07143607715047373,-0.09379889975581471,0.2833595941046261
Cerebellum_4_5_R,0.3065999124269109,0.4474265739669566,0.44952786265695094,0.5155973243996841,0.4751150757694515,0.5837465333181905,0.3816541064300918,0.11073181367942769,0.3744895696069414,0.21158734485676242,0.729055631388858,0.8416683622553792,-0.2804950811310422,0.7277979840714711,0.24098531073326854,0.3994359490227745,0.5351297346713619,0.8544924344251386,0.14456591757931617,0.3530436886155432,0.4657094277357195,0.3133517895752271,0.4824518193077559,0.5059315750484441,0.5801198927989696,0.47553340490826357,0.8028076909449369,0.39239868876618,0.5457330275898292,0.18299121990607609,1.0,0.19207397548481275,-0.046989507764494474,0.11763302898165534,0.6747540813694078
Occipital_Mid_R,-0.24621548133363708,-0.09909974348430414,-0.004479443089484153,0.030772486522766446,-0.23991253974243518,0.1477833278534928,-0.32339655241788706,-0.33985010945211186,-0.37015951182481527,0.7420502506534479,0.21261744335710592,0.08702781690138361,0.5081740094991842,0.03298236105360375,0.22485999418092828,0.4505064038073025,-0.11042429930000251,0.21784508535466265,-0.31618745394364667,-0.28918260565344533,-0.10006325053049717,-0.10532217930012776,-0.01369250856095952,-0.018537708026723082,0.38960289331457537,0.08699593969129997,0.1337998747090124,-0.1353649802038277,-0.2166621254690266,0.23296358406193016,0.19207397548481275,1.0,-0.4506207870111311,-0.5035457393326814,0.15552375061013826
Thal_IL_R,0.5684652707053421,0.26871509484598527,0.25906727201549,0.22836112550138127,0.29090528475992744,-0.09973338790323294,0.4695721855266329,0.23708350984999396,0.4553554099524452,-0.15284000560330907,-0.3018716545010939,0.06660142582766448,-0.061438331978998,0.29039457999269036,-0.27521413617730023,-0.013841402916609033,0.45294620465991586,-0.10386990609588734,-0.13757387958590192,0.25085511112802333,0.21021779367937488,0.3542896364023527,0.17291086206053646,0.3058395573927086,-0.3898236599289241,0.2493376548798178,-0.27056444956513787,0.4177381346295375,0.43141745102363716,0.07143607715047373,-0.046989507764494474,-0.4506207870111311,1.0,0.5283719887905661,-0.17610283699353138
SN_pc_R,0.6407360273042944,0.362512868853491,0.29616742250509315,0.3240652356317885,0.37872990710956267,0.011172375323180717,0.6517133014432397,0.37250759844664827,0.5916069093439043,-0.26341349610713316,-0.08327637105659712,0.261327593993212,-0.34576550882205653,0.291543355623861,-0.28523681793672306,0.06759774384387149,0.43918104639470185,0.10981542675746069,-0.05858450262574843,0.37524152345507517,0.22046875175764497,0.18095464500933128,0.1856848739255092,0.4858000734816554,-0.3059878865608355,0.2378311570242553,0.0040129361596702075,0.4857383053824611,0.5153172376643683,-0.09379889975581471,0.11763302898165534,-0.5035457393326814,0.5283719887905661,1.0,-0.033617624865878236
Temporal_Inf_R,0.1388422847079995,0.12384580382537363,0.4136025413420505,0.3586085957735926,0.28432461532413955,0.11741795420159501,-0.004458083490676088,0.02652478611723646,0.10638467812791323,0.17587745936099664,0.4001906775913344,0.8241564513839956,-0.11784246793985831,0.3605485823044544,0.0034298482779488468,0.2866397096687694,0.16406625156718355,0.5308909578016178,0.20270179137246414,0.19980982760845212,-0.03772470691379898,0.22728938806046975,0.012810413326491299,0.2158769933910733,0.3036889835174146,0.17857300601878054,0.613665758232787,0.11495342827062587,0.10953280693447118,0.2833595941046261,0.6747540813694078,0.15552375061013826,-0.17610283699353138,-0.033617624865878236,1.0
