,Temporal_Pole_Mid_R,Heschl_R,Vermis_10,Cuneus_R,Frontal_Inf_Orb_2_R,Amygdala_R,VTA_L,Thal_PuI_L,ParaHippocampal_R,Cerebellum_6_R,Cingulate_Post_R,Thal_PuI_R,SN_pr_L,Postcentral_L,Thal_VL_R,Cuneus_L,Frontal_Inf_Oper_R,Temporal_Pole_Sup_R,Vermis_1_2,Frontal_Sup_Medial_L,Pallidum_R,Cerebellum_6_L,OFCant_L,Thal_LGN_R,Heschl_L,Olfactory_R,Precentral_L,Fusiform_L,Precentral_R,Frontal_Sup_2_R,Red_N_R,Cerebellum_Crus1_L,Occipital_Inf_R,Occipital_Mid_L,Parietal_Sup_L,OFCmed_R,Temporal_Inf_R,ACC_pre_R,Supp_Motor_Area_L,Precuneus_R,Cerebellum_10_R,Cerebellum_4_5_L,Cerebellum_9_L,Vermis_8,Thal_AV_L
Red_N_R,0.22809693671786602,-0.1576741645738903,-0.38655277974213575,-0.3250621143429525,0.49121935348782875,-0.2963954354626976,-0.016343547924703508,0.2375578409220642,0.4874094393300015,-0.36535331909156976,0.2879909135139274,0.37688538699371854,0.35392516429505616,0.2517434543588704,0.5723918503799834,-0.28310352856275584,0.38033291648354334,0.03126540732929008,0.4813708198157866,0.4225681947942499,-0.04276672623154424,-0.2841982032937806,0.22818677261565848,-0.019831251910409926,0.28690364816622654,0.3530119583911901,0.46838631912162837,0.13895518457281456,0.40364832169226833,0.3652568741111664,1.0,-0.14003998835687217,-0.32134206908355717,-0.33105461437077804,-0.14519449253893846,0.32469544577559445,-0.4051951378783379,0.4657149959109767,0.4555162907947103,0.23155930751966847,-0.11115778846580675,0.32216386389049223,-0.11506073934527064,-0.3204633128693884,0.02799534875042311
Cerebellum_Crus1_L,0.1799695397603384,0.33433755042576363,0.34367159171317596,0.4858039631183725,-0.2859465845698489,0.44338339732801957,-0.2577471936663938,-0.10386692610828514,-0.3404867962342594,0.4893921297405692,0.10047283666657822,-0.14199376651619436,-0.1867924323208109,0.012968043859970453,-0.3119128197257769,0.3667522122790255,-0.06926906561301945,0.3870928109237949,0.17184124410975377,-0.016455476644978897,0.32509981053986614,0.3787972823078682,0.03197033523205147,0.19033369257624322,-0.05518901494365995,-0.2666232844345972,-0.1915923717005174,0.13471103845142693,-0.16466590385884614,0.039922081813090565,-0.14003998835687217,1.0,0.4160449499687473,0.37620848015287545,0.32966873375643,-0.09450427648850984,0.30649320484732284,-0.07146932653365994,-0.11713875343741116,0.14454015412170063,0.20948118382223765,-0.013059158391813588,0.2350757393312374,0.20228491376586083,-0.29733251292955354
Occipital_Inf_R,0.013407759172217164,0.4327205103132787,0.6310669404452003,0.4065773317950877,-0.5720125260304091,0.5843124042361425,-0.45745928568468547,-0.16310809090996947,-0.4062169945278106,0.8200471625008298,-0.011474759591363041,-0.07887879603906178,-0.43309733757026003,-0.30216685413429833,-0.41480860819661547,0.3346981572630087,-0.0009892083479872856,0.5158257835345619,0.09240631349459022,-0.43988667218798544,0.35819651158643045,0.45595187424849976,-0.1457978405264041,0.04872842731684073,-0.43389459339936864,-0.48077895883071076,-0.37556505404177987,-0.008521660091420476,-0.30711308533674725,-0.34114337028985176,-0.32134206908355717,0.4160449499687473,1.0,0.29837830452659764,-0.0659819338664986,-0.2887785337776542,0.46216265554313724,-0.514747499339502,-0.35832380160415905,-0.3679930108654831,0.08568314892566624,-0.16229129608295745,0.48812454733652066,0.6138042418857588,-0.3624403314014062
Occipital_Mid_L,0.14656075968342683,0.2444567352553732,0.5928375213220037,0.9311049870992046,-0.5985143944962817,0.669079631576706,-0.2652417132867179,0.2224561858828286,-0.6939439589646627,0.5601826734332604,0.2811130921566128,-0.09297316545864283,-0.2564330957946987,0.3490953258244908,-0.6020744433154476,0.9299198560380164,-0.5122479097082632,-0.03369973015189221,0.12439397530699715,0.03911514235788939,0.6067722016774347,0.8637454221125379,-0.3676277216275202,0.10535020863337104,0.33939441969429207,-0.3692202761240859,-0.03212428064658695,0.6384629764991319,-0.007917458087966418,-0.020686871084013462,-0.33105461437077804,0.37620848015287545,0.29837830452659764,1.0,0.6723604207230928,-0.3474095674959408,0.5391228560890589,-0.21736531306030352,0.034049334632416516,0.38962753422488794,0.07372772475379276,0.27918678191406504,-0.12740281244069646,0.3280007067250115,-0.2946366087191916
Parietal_Sup_L,0.09274064618320303,0.13395604159828856,0.15043478786846048,0.6358300577096817,-0.14222182834396407,0.28247343817344284,-0.004732720417086707,0.2680280598432364,-0.1649457840550659,0.18525925757297085,0.3320130845855603,0.022289243304598545,0.05113556601841055,0.6269246008727548,-0.22088689499267006,0.6828210331449199,-0.14146160380888712,-0.03392103611603555,0.1004702613129904,0.3847810015705898,0.3454227238662469,0.43937919520510677,-0.06048285199930434,0.21976512127495776,0.36110720238745886,-0.07735919862905377,0.1262427460441861,0.4038873772310217,0.22471881376109526,0.36791285425194115,-0.14519449253893846,0.32966873375643,-0.0659819338664986,0.6723604207230928,1.0,-0.03619999357956009,0.17685598622983775,0.17610293350168904,0.2310510229737622,0.6608694513434415,0.12333693599154041,0.33106100868857136,-0.10740740550896045,-0.02483977819024222,-0.12797138192005755
OFCmed_R,0.051075991611169345,-0.18614667232052146,-0.44831320720207635,-0.3561251884883781,0.48730809398365427,-0.15601334287912974,0.14438766097655864,0.10876844884782422,0.44390434960427877,-0.4329465105604217,0.008747666909854438,0.17966096478082458,0.3567931085541919,0.014638618627865396,0.3820936730648977,-0.3015169409718107,0.29301322569573746,0.2298532330652198,-0.03126438638095414,0.4857806456300877,-0.1605006558923086,-0.39900573588521904,0.5418903681166632,-0.125195510901753,0.10727863339635808,0.645566604260631,0.1639744647856018,-0.09924306315498978,0.15671328913015292,0.5706777654580852,0.32469544577559445,-0.09450427648850984,-0.2887785337776542,-0.3474095674959408,-0.03619999357956009,1.0,-0.35221750569805,0.591863769049386,0.27183511137111405,0.021641756034383352,0.05974947472687942,0.07295606595196517,-0.0272155975365223,-0.3754895750409532,0.005322482875254813
Temporal_Inf_R,0.09337467491760089,0.3669969527060119,0.5175209181000533,0.618019087808207,-0.5075554847564467,0.5948728507385667,-0.34385045821074683,-0.07788588097190831,-0.6090161606300298,0.6193883439562079,0.01836564183710473,-0.14626647855931577,-0.34047666870795473,-0.046268715369060645,-0.4165930019690321,0.5990438101661181,-0.26628487468220186,0.21852689359428734,-0.05673586673185639,-0.25313421922483226,0.42756825078873584,0.6138215044934789,-0.18167962176069577,-0.053645029038826196,-0.05959769655542915,-0.3789821435326263,-0.24563385201951146,0.2124172376027942,-0.2564788420283785,-0.21473829343110906,-0.4051951378783379,0.30649320484732284,0.46216265554313724,0.5391228560890589,0.17685598622983775,-0.35221750569805,1.0,-0.3339270637772284,-0.20641309776903696,-0.04230153008534373,-0.004578524657313353,-0.07035794838117629,0.09536039645499668,0.43284131659617053,-0.39302922219157144
ACC_pre_R,0.30322582830706996,-0.062224830711805956,-0.43608653552013305,-0.24272007908360602,0.6673503759078571,-0.09681166700662354,0.2874439368993162,0.3879493612461932,0.4703760257405309,-0.4938272742174178,0.32689024281017276,0.2450629259393864,0.5297032108338551,0.38063510035737097,0.4459146055768299,-0.17307688164700732,0.3131770877666412,0.1107786304516472,0.22767653176616878,0.9210027423051498,0.11191887421284369,-0.26526628664278695,0.4477102169846405,0.06941608533502998,0.4726212621620003,0.6184241872772253,0.5531390790110537,0.1355667791614271,0.4726762512975129,0.8449605791219414,0.4657149959109767,-0.07146932653365994,-0.514747499339502,-0.21736531306030352,0.17610293350168904,0.591863769049386,-0.3339270637772284,1.0,0.7041148005280915,0.4044191568450254,-0.021292242106329223,0.30684808759905996,-0.430911710490036,-0.5698934054747585,0.04449383376345264
Supp_Motor_Area_L,0.2667089777221543,0.15877865907969996,-0.16076004296744884,-0.03576300347427826,0.3688342562629508,-0.08842490641049541,0.25124446579381327,0.7217506109827536,0.46571071266023795,-0.25424106829277626,0.7177509779096013,0.3594760070582083,0.6325092802369767,0.7573416863050072,0.4714101166105839,0.06999342691247955,0.4364079894129365,-0.05522042270856073,0.5099243546066935,0.7894248927178414,0.4176199834190585,0.05933049514228945,0.17640916601826817,0.19180293057022596,0.6504124045486263,0.4156285459922962,0.9203524857469101,0.4031301632044334,0.8711094800627938,0.6980224474672913,0.4555162907947103,-0.11713875343741116,-0.35832380160415905,0.034049334632416516,0.2310510229737622,0.27183511137111405,-0.20641309776903696,0.7041148005280915,1.0,0.6398937568298878,-0.10129909803836362,0.7451274866420191,-0.34682949271928504,-0.21206997181408266,0.04339618200565113
Precuneus_R,0.23730072057548063,0.0885769801892035,-0.13753064431942394,0.3437665569190369,0.07961505790250802,-0.049687521107224554,0.14180272502283806,0.5083538001884111,0.14986712915320174,-0.17526573116176342,0.6733795221213664,0.2287430043772287,0.39616024530103483,0.7763812168590155,0.24445673007961446,0.4075524467856747,0.06799971630532471,-0.24518026711367383,0.4478814932592638,0.5694266015756342,0.30915381921688917,0.2479523680614022,0.0202180818001581,0.22113893034201426,0.6496963034833159,0.09231126135330449,0.6045726303249639,0.5367753806576097,0.5996602401227868,0.47363151703110246,0.23155930751966847,0.14454015412170063,-0.3679930108654831,0.38962753422488794,0.6608694513434415,0.021641756034383352,-0.04230153008534373,0.4044191568450254,0.6398937568298878,1.0,0.052079761827583435,0.6778742964492207,-0.33065432971869424,-0.22763029190187567,0.09391769751996416
Cerebellum_10_R,0.010573105098784235,0.013193423308382083,-0.0672959323270082,0.12810779559323915,-0.07322077103225023,0.05905044532198269,-0.19959902420105838,-0.2193544138281807,-0.11093007072463379,0.10060390495721842,-0.08684484781885723,-0.0866597007687509,-0.11346181456631056,-0.1113449867386298,-0.08964527530001304,0.09792874984018171,-0.0882703161467178,0.020205420953577708,-0.01366546990854678,0.011463195737525238,0.0026569930943748325,0.08494145584190378,0.08211578971802103,-0.021607857513430733,-0.05133013589478895,-0.07129013484362413,-0.18317528589983326,-0.0443329242395093,-0.14150505077555206,0.0056208970438465615,-0.11115778846580675,0.20948118382223765,0.08568314892566624,0.07372772475379276,0.12333693599154041,0.05974947472687942,-0.004578524657313353,-0.021292242106329223,-0.10129909803836362,0.052079761827583435,1.0,-0.19040873166310635,0.05079502393915928,-0.05644544757441566,-0.008778489485901408
Cerebellum_4_5_L,0.08671939256687747,0.21825354472637504,0.0320415308377495,0.16993073505120104,0.05532854898100892,-0.058608941175965636,0.08414295287813298,0.7609228947758118,0.3167723226096817,-0.028984958573569638,0.7630907761331169,0.41851138190172993,0.4689503060315214,0.7432722570225364,0.4039212995131472,0.2730186294662193,0.32418587208440613,-0.1970102998111838,0.581598165302844,0.4607391759733622,0.44583841801192164,0.35628308870446496,-0.036840037723447,0.19380547048272045,0.6308821461403824,0.1934807659071646,0.814472351283626,0.6346910376290751,0.8210081108188673,0.42973929538343375,0.32216386389049223,-0.013059158391813588,-0.16229129608295745,0.27918678191406504,0.33106100868857136,0.07295606595196517,-0.07035794838117629,0.30684808759905996,0.7451274866420191,0.6778742964492207,-0.19040873166310635,1.0,-0.08738565219165466,0.1514555904538029,0.029703968159093857
Cerebellum_9_L,-0.3757313256188537,0.19181929688638313,0.2283830708762718,-0.042599504771699215,-0.25271299455671664,-0.048172285859488025,-0.214710445969822,-0.1866507650091882,0.10778189831320745,0.4282786586037266,-0.10017570666265428,-0.012837581042255521,-0.16205457549042143,-0.2754690815726515,-0.06630920883483628,-0.09885501322747192,0.3195034787328835,0.32274321491309765,-0.05498680450024682,-0.41674141814626,-0.10867868971072149,-0.005851722826901762,0.08590781061732883,0.09726220924215088,-0.5162213805741915,-0.2233694419392046,-0.31751296500768766,-0.2932888093204407,-0.17984850316763618,-0.25635340945089874,-0.11506073934527064,0.2350757393312374,0.48812454733652066,-0.12740281244069646,-0.10740740550896045,-0.0272155975365223,0.09536039645499668,-0.430911710490036,-0.34682949271928504,-0.33065432971869424,0.05079502393915928,-0.08738565219165466,1.0,0.5444748669181867,-0.1343321384102981
Vermis_8,-0.2666635815840377,0.37535642622406645,0.6316197696826373,0.3166878644037918,-0.5115808337500226,0.3065067216428792,-0.2753566720800123,0.06681505633660505,-0.2591120899840004,0.6641217213964221,0.03113273205744457,-0.06825656641923569,-0.22006502990934618,-0.10388880606973042,-0.26236024627617305,0.3174998058862858,0.06309108934683913,0.17688587754940988,-0.007674030886763341,-0.4434999274135771,0.3085145681418488,0.5357211947370782,-0.31278246555161743,0.1606202589246538,-0.2572748883441513,-0.3910696807401577,-0.16132509408022422,0.1321229456536944,-0.10117928155457803,-0.2975329141635589,-0.3204633128693884,0.20228491376586083,0.6138042418857588,0.3280007067250115,-0.02483977819024222,-0.3754895750409532,0.43284131659617053,-0.5698934054747585,-0.21206997181408266,-0.22763029190187567,-0.05644544757441566,0.1514555904538029,0.5444748669181867,1.0,-0.2291908751600921
Thal_AV_L,0.00019293724304874371,-0.08960214851793967,-0.33818976315973936,-0.42625447606591166,0.19448516283889458,-0.5139904554217822,0.4428246170040719,-0.008289459102212649,0.30402570254320255,-0.4660547851420712,-0.1693523586708812,-0.08585265673463302,0.24268009867184298,0.04967382534201001,0.303891618234014,-0.4185194241558782,-0.09658076435579982,-0.4331844357495364,-0.07902556767793568,-0.017805091112189163,-0.3809986432157928,-0.3633872021304351,-0.039566732752543,-0.03300021572685574,0.1712798167633296,0.14221739653890383,0.13444595021429095,-0.007632287562039438,0.06351258508746914,-0.07947765081339832,0.02799534875042311,-0.29733251292955354,-0.3624403314014062,-0.2946366087191916,-0.12797138192005755,0.005322482875254813,-0.39302922219157144,0.04449383376345264,0.04339618200565113,0.09391769751996416,-0.008778489485901408,0.029703968159093857,-0.1343321384102981,-0.2291908751600921,1.0
