,Thal_VA_R,Temporal_Pole_Mid_L,Thal_VPL_R,N_Acc_R,ACC_sup_R,ParaHippocampal_L,OFCpost_R,Cerebellum_7b_R,Thal_PuM_L,Cerebellum_Crus2_R,ACC_sup_L,Cerebellum_Crus1_R,Occipital_Inf_L,Vermis_10,Vermis_3,Cingulate_Mid_R,Paracentral_Lobule_L,Thal_VL_R,Cuneus_L,Thal_PuA_R,Heschl_R,Paracentral_Lobule_R,Precuneus_R,Lingual_L,Calcarine_R,Cingulate_Post_L,Thal_PuL_R,Cerebellum_9_L,Parietal_Sup_L,Putamen_L,Occipital_Inf_R,LC_L,Temporal_Pole_Sup_R,Vermis_4_5,Frontal_Inf_Oper_R,Thal_MGN_L,Insula_R,Raphe_M,Pallidum_L,Angular_R,Postcentral_R,Temporal_Inf_R,OFClat_R,Caudate_L,VTA_R,Cerebellum_7b_L,Precentral_L,Cerebellum_4_5_R,Thal_PuL_L,Vermis_1_2
ACC_sup_L,0.005072915303459529,-0.15951215162275126,0.5046687875794105,0.40611012926353784,0.9334621986487361,0.37900793997691584,0.4385050128274476,0.15740087484220042,0.47133643780844087,-0.13168950905761642,1.0,0.22692663915373998,-0.22400091595227942,-0.07419675934861486,0.12572150013320482,0.683809559911682,0.7210080850735743,0.2298327767701781,0.15403689352209846,0.1387905898413124,0.1984516752170664,0.6227163682244831,0.4954877296456649,0.026875422575199894,-0.12415321370014562,0.5934349301175315,0.4834997452178127,-0.29452080519162865,0.35360277299208137,0.7174801760521003,-0.2528454013236999,0.09197925980343702,0.209405027885672,0.2534142395419884,0.29762684311499144,0.2116481324319768,0.41027760607003705,0.016139113405573696,0.6913009307747227,0.3271268832066834,0.6263788398333023,-0.1747003833250101,-0.20742696823854231,0.32001475594720813,-0.03312339144117966,0.0800196668875565,0.6832703478391741,0.2797988773420454,0.3810250813060849,0.3997599851698734
Cerebellum_Crus1_R,0.2567246085600674,-0.0032737736295567125,0.2333869770406527,0.39716475190104317,0.10229973035663105,0.4035527518740263,0.27329889320289397,0.14520745073831776,-0.12123398894164081,-0.26151021192888413,0.22692663915373998,1.0,-0.14845406440659986,-0.5578155786511527,-0.20459891336208466,0.10863201457971494,0.27089167810637277,0.40701465283554145,-0.17567135783351112,-0.11707277123684194,-0.39736852514633286,0.23996598152130416,0.27344806442850556,-0.20411114912227243,-0.3483320552315259,0.10299297209368549,0.15186617377529354,-0.14536532424139123,0.08455628268717252,0.14474462489332143,-0.4522602399660292,-0.18235493831414593,-0.12765511913729768,-0.32470758451454584,0.16087379587422293,-0.16463545545815653,-0.2149868155725342,-0.32525164905517706,0.21935025235652317,-0.050314255021823136,0.37073486857068244,-0.30190269881400833,-0.18465756974750072,0.1938028240877956,-0.07427111222535945,-0.0472262752776255,0.23065557025978084,0.1311265459412441,-0.060566394953576644,-0.007715007700309475
Occipital_Inf_L,-0.5142112733818173,0.25430556897665524,-0.3740978454399263,-0.3149443022224506,-0.0765704152860965,-0.5476929690300948,-0.022025650369627253,0.04090858001463483,-0.03638592062113284,0.5188867591698536,-0.22400091595227942,-0.14845406440659986,1.0,0.22744692364744784,0.11405472192847071,-0.38452140513397104,-0.3622286762452943,-0.4429748063768108,0.34130618172207416,-0.43086812528488655,-0.0006866713849747415,-0.29182259325717264,-0.24034765697853244,0.07391857334275023,0.15832399445114612,-0.3820262179522019,-0.27500534753207817,0.35490392122641545,0.27604135940163355,-0.36763736885325676,0.44373694336061226,-0.22278185919592186,0.33560678603871913,0.13648557238501524,-0.11834610153982975,0.07700386195672008,0.13530478259514656,0.39167025637858705,-0.17762693492811157,0.2882485731970302,-0.32329598893156614,0.2807565712404453,0.4139098318575626,-0.43080063900882426,-0.07662058293833794,0.3681296124505319,-0.5566280480433866,-0.35914421769321847,-0.14289074764035564,-0.19282040567578468
Vermis_10,-0.5087323595222666,0.12125857261399609,-0.2618695908646545,-0.4577997470613861,0.10246460814803461,-0.46731899070883604,-0.31101551024538054,-0.16604761545069444,0.3192069405572565,0.5771947795214953,-0.07419675934861486,-0.5578155786511527,0.22744692364744784,1.0,0.4705942210489732,-0.056403008029801124,-0.18006940885896025,-0.6040892493214851,0.5386560434619998,-0.052686903414888825,0.5046710325718459,-0.14424899751332065,-0.13753064431942394,0.5100852223261002,0.606876603375555,-0.027062265468478775,-0.09989877545711592,0.2283830708762718,0.15043478786846048,0.0901676969362256,0.6310669404452003,0.04445960294603862,0.33903476287018924,0.6891651465783026,-0.16516543158693878,0.3708446932898986,0.4150196892547828,0.5959623074606387,0.0052411468917795264,0.39511061751781584,-0.3412031298437702,0.5175209181000533,0.35014210531048695,-0.3161873194143016,-0.015995176799565358,0.21080198183742554,-0.16704689052142224,-0.20649862947419137,0.006794450561060279,0.10426555288274059
Vermis_3,-0.3679499572698972,0.028515520742993322,0.19684338088460243,-0.1765977690859366,0.2792523045784846,-0.26866845456102173,-0.027542901003280836,0.35790762129668785,0.38096011624894155,0.2222591819923518,0.12572150013320482,-0.20459891336208466,0.11405472192847071,0.4705942210489732,1.0,0.11767711321504835,0.1394452569064635,-0.07005881558654786,0.44777446419995426,0.020316388957914284,0.4709606716310258,0.14452228988469454,0.16526965636928292,0.6137600179569381,0.6456437206639445,0.08509138805935745,0.21395993384295933,0.16240246230341307,0.10470547824404147,0.38483823922223115,0.4843808656928901,0.14448537725352034,0.45762789894085065,0.7131089898894295,0.19491089588058333,0.5057943980277876,0.5997088087349859,0.474100154501192,0.23992825856628042,0.4710518542154023,-0.14799015112373443,0.384159358137448,0.23562004482499616,-0.1940609369300246,0.38108457048443856,0.03837502039389401,0.17142583423132177,0.3584782271462597,0.2567789380064646,0.5972863364650659
Cingulate_Mid_R,0.2708570688084555,0.03657343159887127,0.4708418547127607,0.07814643368768237,0.6171933077853405,0.408926907845192,-0.029999462788095625,0.014353529870446573,0.4665397719601361,-0.14324341770940643,0.683809559911682,0.10863201457971494,-0.38452140513397104,-0.056403008029801124,0.11767711321504835,1.0,0.8189980190283722,0.29814331066822475,0.09167741674346004,0.05581849031336008,0.17746995405106566,0.7588903213548498,0.5490900929231181,0.23263745315973938,0.033157231898719546,0.766123127948018,0.5869912189015802,-0.13686917337554777,0.2784966788430869,0.45029247811785444,-0.2619451390099181,-0.006112297527803668,-0.20847691480921135,0.36959937378707347,0.34867138428017436,0.007829861134032081,0.18474265042906432,-0.05539687810757294,0.3754572324667239,0.16290521170883895,0.6948613159978847,-0.15676530997067953,-0.2013790949152692,0.5118934566760369,0.02006229256524914,-0.0343650373088492,0.8229689532151067,0.33196686285798505,0.3251271368022576,0.409495035047245
Paracentral_Lobule_L,0.3172488706047553,-0.07563116874200194,0.6260988975636798,0.18036961503678475,0.631480868830148,0.52109036913352,0.0868379979734029,0.09662705495211991,0.5180858946392326,-0.21305561281971927,0.7210080850735743,0.27089167810637277,-0.3622286762452943,-0.18006940885896025,0.1394452569064635,0.8189980190283722,1.0,0.413037548597282,0.2213914207607154,0.15163600618784412,0.08595728361331371,0.9163060827607631,0.7660825919469044,0.25889387842781053,0.05681555474963346,0.7142361117749889,0.6651455560151303,-0.3499109952373391,0.4460169360131714,0.6234925471614554,-0.3912246152864251,-0.026694271137986555,-0.22873829773700202,0.29815178615860105,0.3435909083716754,0.11536658211711923,0.17144973202489044,-0.13823807205703387,0.5941135420968054,0.3560017380730379,0.8491944624382654,-0.15230232958583698,-0.3822079866304519,0.536933982049966,0.020188501748490087,0.10304336667140712,0.8812438332092243,0.3928144660414217,0.4850790290892448,0.5305931081057657
Thal_VL_R,0.5727248614601791,0.0006769901670252115,0.671008539829886,0.48065912741395744,0.10448160167123012,0.5724496495006784,0.38226309155054417,0.19489212298976438,-0.12647870980629156,-0.5218482971825343,0.2298327767701781,0.40701465283554145,-0.4429748063768108,-0.6040892493214851,-0.07005881558654786,0.29814331066822475,0.413037548597282,1.0,-0.496385234343221,0.380007819715879,-0.11029740914322056,0.3508091124325833,0.24445673007961446,-0.025116021545691047,-0.20844091286571104,0.24637841177130662,0.3889860012738302,-0.06630920883483628,-0.22088689499267006,0.2608462788102401,-0.41480860819661547,0.18643748794320786,-0.14808450221663755,-0.2158113708220458,0.5665771668608658,-0.24814693562176166,0.03239883783090521,-0.6484106548922626,0.11432414534509562,-0.30761019773005704,0.29961813742526594,-0.4165930019690321,-0.2534841656123349,0.5721292458371499,0.25098236976888183,-0.31441239828238726,0.5342536418415683,0.6800526602292705,0.1394174103490571,0.3329355968070018
Cuneus_L,-0.38772497388172794,0.17028765647243163,-0.09344950363530571,-0.4290696783788233,0.24143991327476186,-0.26385305601733405,-0.4013573322636121,0.04521553173801371,0.4875411086732222,0.586427444165517,0.15403689352209846,-0.17567135783351112,0.34130618172207416,0.5386560434619998,0.44777446419995426,0.09167741674346004,0.2213914207607154,-0.496385234343221,1.0,-0.3376626504768296,0.2636961809445726,0.309010646346337,0.4075524467856747,0.5835983045727666,0.6053973560911741,0.14702406978092833,0.11690308289559953,-0.09885501322747192,0.6828210331449199,0.3477857516328207,0.3346981572630087,-0.18506106544762244,0.09388653825979018,0.6814170817283494,-0.35441917665015255,0.5885421512005985,0.21476860829639705,0.5628993667636083,0.44557184456213966,0.774320495406375,0.17747355838140805,0.5990438101661181,0.0374532772332826,-0.3009324066614949,-0.15964701821182287,0.5133248313110017,-0.02774063266553424,-0.2512738162284749,0.09304887769008863,0.18194557905180678
Thal_PuA_R,0.4719850743179413,-0.28066138158177817,0.20049745059311364,0.3913581035572556,0.07267901032083982,0.3260274002982257,0.30358011716458116,-0.10679663593614644,0.0716159907362201,-0.35085991894841667,0.1387905898413124,-0.11707277123684194,-0.43086812528488655,-0.052686903414888825,0.020316388957914284,0.05581849031336008,0.15163600618784412,0.380007819715879,-0.3376626504768296,1.0,0.2559955160988367,0.20135233575276662,0.19205217429406998,-0.05112533483716532,-0.03256617826163641,0.24418372579020484,0.03128933139183147,-0.12198707745067183,-0.10864967791472507,0.2520510598350975,-0.18446312429904818,0.39850519081395885,0.003580040840219326,-0.11610968998024972,0.20738046169498986,-0.21697709926699948,0.07324011129300989,-0.421733239514118,-0.09205719577113991,-0.17440514851480976,0.09744024969467453,-0.35586059456446617,-0.1880218507180047,0.35946789277789154,0.034532878596517054,-0.328414154543826,0.28470871352472205,0.31154937884838774,0.2802381430994192,0.2645715396991634
Heschl_R,-0.29075877396236227,-0.07564087452472296,0.01692543446124279,-0.15143330321485676,0.34183898561014653,-0.26200935795839775,0.041462944580674455,0.15046347124480167,0.37661615781213253,0.2603055902923633,0.1984516752170664,-0.39736852514633286,-0.0006866713849747415,0.5046710325718459,0.4709606716310258,0.17746995405106566,0.08595728361331371,-0.11029740914322056,0.2636961809445726,0.2559955160988367,1.0,0.14658902851699934,0.0885769801892035,0.3678981726953721,0.4405756337201554,0.08117601341922101,-0.0008512681668407125,0.19181929688638313,0.13395604159828856,0.34438537569387734,0.4327205103132787,0.37078082560328013,0.41506769474346455,0.5563831785210729,0.2473547142384083,0.24838787763911344,0.6339264462200171,0.36750293865395645,0.0584121015018188,0.30935511825920486,-0.09242328020881407,0.3669969527060119,0.2529271803198621,-0.09714221864477784,0.19671165101274699,0.1744672387361123,0.11927696609739727,0.18467216978927237,0.2341961473095162,0.2620296090423794
Paracentral_Lobule_R,0.3708260450845881,-0.057959240730021844,0.4596664521248975,0.11627995110543923,0.5201289038759188,0.5086514989368526,-0.02575943489950974,-0.006487393786371023,0.5462519388497024,-0.07276081961218853,0.6227163682244831,0.23996598152130416,-0.29182259325717264,-0.14424899751332065,0.14452228988469454,0.7588903213548498,0.9163060827607631,0.3508091124325833,0.309010646346337,0.20135233575276662,0.14658902851699934,1.0,0.8661103330559325,0.31168964666231685,0.11690205461623039,0.6998576397964917,0.5252946019292414,-0.3295306011932225,0.6063082995355203,0.5818868908749211,-0.39353792387233977,0.006003729470458613,-0.2759582538191115,0.30863510049717696,0.20375804732916322,0.11461201018652767,0.04160543556140287,-0.15527852120854777,0.5090529577884946,0.4617530872016054,0.8672042560759666,-0.09981419490699805,-0.3692255313846711,0.45964201834414603,-0.044794018969633864,0.22012389131026255,0.7671477353433492,0.2533466752702593,0.4187880468554468,0.5055092049249843
Precuneus_R,0.33250724918836516,-0.06103992261971805,0.35675777034378514,0.06988019926725116,0.410186747573948,0.430810977468576,-0.07056030888366674,0.03619881099552165,0.46215485617833413,0.04781475706886075,0.4954877296456649,0.27344806442850556,-0.24034765697853244,-0.13753064431942394,0.16526965636928292,0.5490900929231181,0.7660825919469044,0.24445673007961446,0.4075524467856747,0.19205217429406998,0.0885769801892035,0.8661103330559325,1.0,0.2534418908257654,0.16207404186039537,0.6043837497630105,0.3838320110775226,-0.33065432971869424,0.6608694513434415,0.5483741672167838,-0.3679930108654831,0.04158078581395453,-0.24518026711367383,0.2741737596706817,0.06799971630532471,0.13998021303399164,-0.033296063299911416,-0.08568154289031217,0.46571884429348276,0.5234509292577755,0.7849467670599436,-0.04230153008534373,-0.40192616941234827,0.2776755766509296,-0.09066766389890796,0.269758870334555,0.6045726303249639,0.09688995844735776,0.3752646037621289,0.4478814932592638
Lingual_L,-0.2320721815153312,0.26034226365039814,0.19484222395954695,-0.2934947858602105,0.12878154910357023,0.0060495346035402105,-0.3500566472667853,0.043835412866879704,0.41239301466444944,0.2915852905999148,0.026875422575199894,-0.20411114912227243,0.07391857334275023,0.5100852223261002,0.6137600179569381,0.23263745315973938,0.25889387842781053,-0.025116021545691047,0.5835983045727666,-0.05112533483716532,0.3678981726953721,0.31168964666231685,0.2534418908257654,1.0,0.8605802742773788,0.3199605193837774,0.221682568672367,0.25832048532149343,0.2617140120837516,0.27054608681822545,0.45406791546513975,-0.05329250904909207,0.05369085253182389,0.8299902731834918,0.06915284683698891,0.4401144725097607,0.331436229124294,0.30294943465392477,0.2044526492044929,0.4310093114828277,0.006587547150952661,0.4400814279539617,0.11065286319876338,-0.10046028254937361,0.1882062254741482,0.08636779141332948,0.21991635969142356,0.3819945213880293,0.12671349976092425,0.42209147190241275
Calcarine_R,-0.28998000195834533,0.1776706924523395,0.03147651774145247,-0.3787475959965464,0.03668855503217247,-0.2710905158498339,-0.36698044255604656,0.06651403982515047,0.38974997192105404,0.4406576092410864,-0.12415321370014562,-0.3483320552315259,0.15832399445114612,0.606876603375555,0.6456437206639445,0.033157231898719546,0.05681555474963346,-0.20844091286571104,0.6053973560911741,-0.03256617826163641,0.4405756337201554,0.11690205461623039,0.16207404186039537,0.8605802742773788,1.0,0.1445622218844996,0.08590236832188514,0.29680684099317983,0.2077065475128951,0.18611218184169712,0.5799358851518297,0.09719006710482034,0.17422764776690694,0.8048498449444157,-0.058574470834969784,0.5269169206820494,0.3741838096420791,0.3825935054143983,0.07143089753160325,0.42428522361395654,-0.166014793420472,0.5221528941038399,0.20609052372190081,-0.24583021206357683,0.15216596064316845,0.2019110287660818,0.021905175705731323,0.20377784922711534,0.11350225845001859,0.4089157884273276
Cingulate_Post_L,0.2901071857981742,-0.018541067812550382,0.367628228967473,0.1744222585296375,0.5096566317280753,0.5356799479722598,-0.03510144682539842,-0.1288260545888708,0.4953014169457947,-0.1546350534412055,0.5934349301175315,0.10299297209368549,-0.3820262179522019,-0.027062265468478775,0.08509138805935745,0.766123127948018,0.7142361117749889,0.24637841177130662,0.14702406978092833,0.24418372579020484,0.08117601341922101,0.6998576397964917,0.6043837497630105,0.3199605193837774,0.1445622218844996,1.0,0.34533695315771346,-0.15056964147302507,0.284344005391803,0.458425263818404,-0.26279805820381186,0.009683345287665089,-0.23707898040730638,0.3439914010260432,0.19265318856444424,0.1322693500628397,0.025046302553114762,-0.11377290882161026,0.3199643650375982,0.24887166733847874,0.6890165492709707,-0.28893181103542626,-0.2534367802286502,0.2936168824256828,-0.0699965599972202,-0.13643704862714193,0.7052089410633978,0.28477289806734224,0.33945419284413914,0.45296412348527215
Thal_PuL_R,0.17716130838702449,-0.10281264930293192,0.6251120483848894,0.1684820184779821,0.4933075990438616,0.21086192853797076,0.16608730870936753,0.1612846586993724,0.3013904414477138,-0.1971255015132852,0.4834997452178127,0.15186617377529354,-0.27500534753207817,-0.09989877545711592,0.21395993384295933,0.5869912189015802,0.6651455560151303,0.3889860012738302,0.11690308289559953,0.03128933139183147,-0.0008512681668407125,0.5252946019292414,0.3838320110775226,0.221682568672367,0.08590236832188514,0.34533695315771346,1.0,-0.18335479497668483,0.12489143246896496,0.48982600730348935,-0.162612261448816,0.08609683315577016,-0.04508662446096203,0.2596676028234583,0.40232039497595123,0.17620666770172438,0.31073092313356465,-0.1994925562020625,0.4867785822090944,0.12384152613144006,0.4697997016616174,0.03271560619725404,-0.2007293590404248,0.42825546062470976,0.15097910358906205,-0.009446003196309113,0.658772660235493,0.38770223317932334,0.30548705447130253,0.48498877948498065
