,SN_pr_R,Temporal_Inf_R,Amygdala_R,Olfactory_L,Frontal_Sup_2_R,Thal_MGN_R,Raphe_M,SN_pc_R,Thal_MGN_L,Putamen_L,Thal_LP_L,Vermis_6,Angular_L,Vermis_3,Pallidum_L,Thal_PuI_L,Supp_Motor_Area_R,OFCpost_L,Precuneus_R,Thal_Re_L,Thal_IL_L,Frontal_Inf_Oper_L,Occipital_Mid_R,Temporal_Mid_R,Thal_AV_L,Temporal_Mid_L,ACC_sup_L,OFCmed_L,Cingulate_Mid_R,Cingulate_Mid_L,Cuneus_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Occipital_Inf_R,VTA_L,Cingulate_Post_L,Thal_MDl_R,Thal_AV_R,LC_L,Cerebellum_3_R,Vermis_4_5,Thal_PuM_L,Occipital_Sup_L,Thal_VL_L,Cerebellum_4_5_R,Frontal_Mid_2_L,Fusiform_R,N_Acc_R,Parietal_Sup_R,Insula_L,Lingual_L,Temporal_Pole_Sup_L,Precentral_L,Postcentral_L
Thal_LP_L,0.22642196474270906,0.44900559041438276,0.4310501927449462,0.3491890724121266,0.3987602672065579,-0.012348045149247469,0.33468423159486477,0.35921961799927477,0.25109280248355953,0.27693492811908405,1.0,0.5062958485728984,0.15006624576094996,0.3775326722034694,0.24086401329957674,0.4036977377152421,0.6349028471090049,0.49353320839121967,0.26109672609426116,-0.16047384854597935,0.20089407444335333,0.44649225494231903,0.3108730353070301,0.39127035683051176,0.059624876441024315,0.48887826181764027,0.6628538583809631,0.21033644950825367,0.38942702598531187,0.40803473789905775,0.45357586144517587,0.23022465307942575,0.48594834039525686,0.5524761256825793,0.47690253257922394,0.3531430922920948,0.34575189011871205,0.029512263692982755,0.32098379083944767,-0.09437712626693026,0.5985329318087433,0.5052920878521967,0.6859502967314786,0.3221702148727413,0.36324530725133614,0.6040939072976221,0.47092337479838503,0.5809805294935614,0.3277084401399285,-0.20178111727228626,0.555808583065952,0.5641799951782267,0.5081233867833436,0.48823810253442934,0.21638257204422323
Vermis_6,0.037572680226518475,0.5166917978807606,0.6067866178669002,0.07378852907079653,0.11341915368424922,0.30852652568521394,0.3535609871138103,0.24193923104092013,0.36299638318289745,0.07184599532292218,0.5062958485728984,1.0,0.17478880832491242,0.4258658414851475,0.13608655967567174,0.3180950238846149,0.47917093572194297,0.2704403854922168,0.08297520723611417,-0.46008830833773684,0.08530198024752365,0.1524942908304245,0.6447123548079268,0.732927016283244,-0.04945744390362864,0.7449397765171897,0.33363388352828655,0.13076887149747743,0.22004275486701957,0.34044146542018244,0.5721887352396521,0.4694745134809331,0.28109923500157347,0.6356220422782031,0.9009221613244232,0.15633193638948698,0.3009462345348944,-0.29109646368623887,0.26937228642951344,-0.5634074499647221,0.6974846045246211,0.5767175679051515,0.7395409848263016,0.5460996808424458,0.18672072631908496,0.6141008336080068,0.25035603595496103,0.74668215861898,0.21340095092337685,-0.5754200324110317,0.42418713903731353,0.9111213462023223,0.5174002764066571,0.2430175395668539,-0.12155775327387934
Angular_L,0.34638689091217345,0.40000664055576673,0.28703062179923683,0.16045952547892192,0.6796274803600514,0.14613451888323967,0.1835772465708337,0.5719149618466732,0.4234316731818335,0.4721760718943294,0.15006624576094996,0.17478880832491242,1.0,0.3026265032848962,0.6142711258919709,0.515464511777747,0.5205182016332012,0.4912733383575101,0.6823447180186036,-0.28945306545986615,0.27597554741387803,0.5413803390458005,0.6281091332014355,0.4719650129448806,0.2469414585935532,0.4238369440329522,0.3086824995950064,0.18689235118239353,0.4752778448856882,0.7301858758958243,0.49844526658453053,0.08912409378243341,0.33788122425815076,0.486688377859798,0.20180282818990838,0.2866759641788905,0.7217001696064403,0.21121202678865633,0.5019072350222996,-0.12092128559688306,0.18072680577418931,0.4204193213281452,0.4857706726564326,0.6175049603274232,0.33016732479640826,0.43030046550603396,0.6952363098654456,0.47009024270183236,0.21070296834478824,0.29723950065804794,0.5509610492643003,0.28648430147122106,0.3496485958757475,0.6376789025097647,0.6488471617749881
Vermis_3,0.580056682405096,0.6018663086655434,0.2550073479506576,0.5712190205558506,0.5927544914422481,0.3357122188352189,0.3541967484838916,0.6093870994835979,0.5824501711955761,0.6503876711544357,0.3775326722034694,0.4258658414851475,0.3026265032848962,1.0,0.6257314844667303,0.6885007325021579,0.7280052713508635,0.7235015199073168,0.5811124862513246,0.1105961912851896,0.34286023049328923,0.609800839231411,0.32369768070004784,0.5958277489521094,0.5960585015020855,0.4844012803491711,0.68536011353552,0.4990646530287688,0.594295999178398,0.6490804531311427,0.2571583674748512,0.03653324039178019,0.782065898656903,0.8387118928687012,0.38088143785232126,0.11694444398200489,0.6015038987149237,0.46082974243780217,0.5799775198749262,0.2089602364038505,0.7215592580812739,0.8688922733029992,0.5969618057790782,0.38689094624835274,0.7003792598547435,0.8410400526314928,0.6290332174026392,0.7311419396347124,0.22393200705178226,-0.1057302693598458,0.6545467512782337,0.668679936057197,0.37846142669904975,0.6500396211738136,0.4271500063947723
Pallidum_L,0.6255254947427141,0.5807179658707161,0.10810307670831644,0.3340973942363487,0.6813116351755953,0.3588516133618384,0.2742363046788271,0.6470594526527758,0.5269137273601879,0.8137832220170638,0.24086401329957674,0.13608655967567174,0.6142711258919709,0.6257314844667303,1.0,0.5915188257875353,0.6362535524941803,0.6294250052135743,0.6813829192364987,0.11929078846144624,0.2731185188945408,0.6707938122685909,0.41249482199186094,0.5404345401422949,0.4823489909779642,0.21670868167615012,0.5739009860120459,0.4713287458942145,0.5951213842293376,0.7575313257489407,0.21283816566803,-0.08370336681005802,0.6538595909754616,0.6365472900049364,0.1767122915276373,0.12958720331855061,0.6915484196185525,0.5001248597821963,0.6535255943519108,0.25035120854186754,0.42365223094327426,0.6294267861504617,0.506761281509048,0.3738121716491115,0.637796036128841,0.6410656928069819,0.6740012004405365,0.6006472757534258,0.4074399593253318,0.13182976996057005,0.6986977809344227,0.3486656273983693,0.05352052724126772,0.7544230192214328,0.7416306429056618
Thal_PuI_L,0.5442340831211251,0.5726144803294546,0.09853745757448837,0.48959657827643366,0.6727333185715154,0.10828598240330865,0.2485119969514617,0.6538433776258556,0.6462432400480141,0.638167110164436,0.4036977377152421,0.3180950238846149,0.515464511777747,0.6885007325021579,0.5915188257875353,1.0,0.7590305675254925,0.6955619045330903,0.6818093213559545,0.032098971509185725,0.30206378155402897,0.7083244347287309,0.34988104520861973,0.5349046259717717,0.543013717252802,0.4575692179794333,0.6836925365274744,0.4950052402645237,0.6774237204252254,0.7661211229970681,0.36107748483244634,0.007403101111666041,0.7962276525486625,0.7272731465024902,0.25344132551483417,0.266586985068792,0.6738720819392047,0.45735570417704596,0.6060344265657315,0.15744398105056287,0.5826886298318863,0.6962894879083655,0.5756288035919181,0.3779368221971773,0.614296494273558,0.7449133998186785,0.7241215714819057,0.6857550655744943,0.1627267628933368,0.0030714853993119816,0.6692920525982289,0.5110877658022158,0.29812187158231457,0.762137815839394,0.6136535044136302
Supp_Motor_Area_R,0.5327055065558883,0.6513558836122446,0.33223953885961005,0.516143917553988,0.7943130836926587,0.12919065760020368,0.4399143530637985,0.688861107447996,0.5176182323695636,0.6887757902870844,0.6349028471090049,0.47917093572194297,0.5205182016332012,0.7280052713508635,0.6362535524941803,0.7590305675254925,1.0,0.7870437192654649,0.6990316552933906,-0.14590527866937944,0.37977030078095586,0.8513871575955682,0.4878287209415702,0.6410063966697037,0.4035065254166174,0.6076159802168346,0.7916172229713766,0.44586040243919933,0.7373473539484818,0.8061815404786598,0.5310064982813723,0.1178126090380402,0.7480217441501217,0.8335324609340726,0.42041611703357895,0.421678888379773,0.6726640279475327,0.3837905545848891,0.6874407691669198,0.038581154782771965,0.7220200524726244,0.7557367698683634,0.7305336990230594,0.5471374470127707,0.6141187048969872,0.8511850591290137,0.8355421672344259,0.774689781321957,0.2298899082615692,-0.011979245941426717,0.889438908505252,0.670842919207284,0.5145599324112923,0.9061971892427042,0.6567724536605757
OFCpost_L,0.5870274349013871,0.6382488114681024,0.2002396030194822,0.6463024942846207,0.7492109509206776,0.1753782083065152,0.30678214211409516,0.7236745060534863,0.5451211063895164,0.744971958334066,0.49353320839121967,0.2704403854922168,0.4912733383575101,0.7235015199073168,0.6294250052135743,0.6955619045330903,0.7870437192654649,1.0,0.6364706598496322,0.0087716055591013,0.31173096762488617,0.7242732142104457,0.3304792308360523,0.5538503887070308,0.5086514704497626,0.3834101495889957,0.6825648421470786,0.7538165585102671,0.5285754090326297,0.7103416048920916,0.2674054704938235,-0.02420149970367665,0.7457968519510128,0.7257018068324181,0.31105083371892656,0.174585389197311,0.6912795816429127,0.47245826127605134,0.6482486149264931,0.2373573606522231,0.582348503904992,0.7087170922345849,0.6024588541954056,0.37874319156728237,0.7625865953034925,0.7334863988263373,0.757055955634789,0.6983739641779668,0.34213189092819923,0.016130975596468006,0.7170730278484181,0.4834469117559288,0.44352410512905,0.7916535997622519,0.6511734412870566
Precuneus_R,0.5290644144776709,0.41563079064895747,0.164541078294267,0.3751480741596998,0.8992890241186683,0.135127455856816,0.05607786388954185,0.6539258433055093,0.41980569353531294,0.6257516216510162,0.26109672609426116,0.08297520723611417,0.6823447180186036,0.5811124862513246,0.6813829192364987,0.6818093213559545,0.6990316552933906,0.6364706598496322,1.0,-0.10423259542553164,0.34457534606543566,0.7347748226372354,0.4972304730332486,0.4640932169984833,0.38591759714619805,0.3485872316019603,0.5600680187628694,0.27485577915601667,0.6306213860794537,0.6434833011298281,0.4930792599682381,0.060772142969204954,0.5658149505472314,0.7053741695408224,0.07535445358189591,0.29586760933341416,0.5768146145125406,0.3567068054918152,0.4707734852875528,0.11994967235893897,0.25661763745130434,0.6733324617841666,0.516303216530449,0.6687727218158301,0.42499708615663967,0.6720413646611304,0.804073348801386,0.5448645006993076,0.2724321689086603,0.5415947211126855,0.71588577023583,0.3137048233572435,0.3358656551169738,0.7674841059180887,0.8233159349898179
Thal_Re_L,0.24275597788086536,-0.1633366948937901,-0.513506746960417,0.12374638971992652,-0.14565595047346103,-0.10122236414977588,-0.03558282275123455,-0.1396345437309379,0.0669598669567331,0.18310366533044012,-0.16047384854597935,-0.46008830833773684,-0.28945306545986615,0.1105961912851896,0.11929078846144624,0.032098971509185725,-0.14590527866937944,0.0087716055591013,-0.10423259542553164,1.0,0.01882840732827322,0.021919558158179288,-0.522874714875384,-0.3478980889711531,0.4480103079601013,-0.3480371765848118,0.07421453031837265,0.16276255173702833,0.08338566236365684,0.019885838218095718,-0.5407585110742998,-0.3174752234646411,0.1599849665907364,-0.1880925452041339,-0.44721381622010575,-0.21160595893012682,-0.011328826769611465,0.48473411060678756,0.07224819441119491,0.5507022378518583,-0.08879079591808477,-0.11462917538187882,-0.4015270454303345,-0.5451534677320131,0.2865370530122457,-0.11512152366258249,-0.11063182719477116,-0.24043473201784202,-0.04122069609849729,0.022968771084776882,-0.1554817740977424,-0.35439459558824765,-0.4012109002758089,-0.049875099112381666,0.0498274299277594
Thal_IL_L,0.20486782403463039,-0.04812322623742276,0.14382379453260188,0.40801770872552057,0.317706477017451,0.17113156751030445,-0.021852357313706095,0.27843594173731134,0.2888077379776373,0.2575159478758763,0.20089407444335333,0.08530198024752365,0.27597554741387803,0.34286023049328923,0.2731185188945408,0.30206378155402897,0.37977030078095586,0.31173096762488617,0.34457534606543566,0.01882840732827322,1.0,0.4411514143530037,0.10280531342540833,-0.01825811224791443,0.2872813864399615,0.4568683230038469,0.45277323539549547,0.05016482491019125,0.5243636393712029,0.33566571653240146,0.11902125316062762,0.269152498211756,0.19440756516431204,0.3410332917552563,-0.02426861338993406,0.39603452649089976,0.33066312525935315,0.29625441953461856,0.2036762794213475,-0.008134413227999503,0.15295404353493777,0.3110295050431906,0.14993775368833326,0.2557169344458981,0.22490188365357605,0.3058731460756276,0.4383350464723446,0.1298308459529459,-0.021558245263189,0.27271106129122974,0.4962880611929081,0.27020602463425253,0.5184771557738276,0.3752384143557714,0.2660000044774358
Frontal_Inf_Oper_L,0.5073980259897218,0.4893277484443949,0.11331783547645638,0.5159115306236437,0.8027565320498484,0.19384295264629764,0.25044189426093993,0.6788186245539466,0.45503465905373797,0.8074421656453981,0.44649225494231903,0.1524942908304245,0.5413803390458005,0.609800839231411,0.6707938122685909,0.7083244347287309,0.8513871575955682,0.7242732142104457,0.7347748226372354,0.021919558158179288,0.4411514143530037,1.0,0.28925223469045264,0.42196498992135434,0.3854420484723163,0.39181325627377145,0.8101086283213493,0.4263157936394338,0.814165000518974,0.7510060778162028,0.2917162447893496,0.0735141155976389,0.6818071905700703,0.672415845595117,0.15600939423674093,0.31777724691804493,0.5863817012061671,0.4529103854520444,0.6236064774129629,0.22915633560507506,0.4369785689106723,0.5965692276356256,0.5317386682210602,0.42058261980108747,0.5876918771052321,0.6637117257082918,0.7763087185393697,0.5494248211572957,0.2710240119094937,0.2152031663024498,0.8248925901767807,0.3972389245232725,0.34616128264607,0.9446345884793349,0.8484925969051896
Occipital_Mid_R,0.044562389577624366,0.5727357906038796,0.6356397618125174,-0.018642042667001764,0.4243185892053843,0.2815279184379116,0.30588963171272165,0.3807473508447671,0.35983666593811714,0.17474814488114837,0.3108730353070301,0.6447123548079268,0.6281091332014355,0.32369768070004784,0.41249482199186094,0.34988104520861973,0.4878287209415702,0.3304792308360523,0.4972304730332486,-0.522874714875384,0.10280531342540833,0.28925223469045264,1.0,0.8132214919379253,-0.07041067664639711,0.5994893496205458,0.21823440776423547,0.08255122475122408,0.296158453750502,0.4569276599417694,0.7236537893297219,0.3343994465248179,0.14964379282819798,0.5794581619683654,0.6757228508111388,0.27236832226254243,0.3888839399947643,-0.16863920793224327,0.3381278101462038,-0.5154742819989622,0.3986937175690036,0.5042124412448985,0.6579721278416245,0.8159979482175588,0.03772059083394943,0.5344070525281128,0.48099147782131857,0.6849971166318708,0.14062693952549468,-0.03796163519059424,0.5364895163696983,0.668843537429485,0.41092986222137956,0.3824531289864093,0.2830729291277773
Temporal_Mid_R,0.24584101821666232,0.8559755045615058,0.5367095816268228,0.1646649211926887,0.4983537697925661,0.3630964601686709,0.4353602655184082,0.5694896644851544,0.5221938293756347,0.4439545971689116,0.39127035683051176,0.732927016283244,0.4719650129448806,0.5958277489521094,0.5404345401422949,0.5349046259717717,0.6410063966697037,0.5538503887070308,0.4640932169984833,-0.3478980889711531,-0.01825811224791443,0.42196498992135434,0.8132214919379253,1.0,0.12187520014401113,0.5238716973512624,0.40129930397759866,0.42541302490855853,0.32726106817514095,0.5399953227875648,0.5925476844280171,0.22528468900273727,0.4839364297087409,0.7519377032052542,0.7837220755960079,0.13303758061080695,0.47488571344957253,0.015582469202606515,0.5290673940790436,-0.28354941552720336,0.6889700418850595,0.707420749179553,0.7926843956360956,0.673592938744763,0.3743477089065355,0.7347322228140856,0.5011756421011971,0.9045891965492667,0.2615741102699784,-0.33126095994365173,0.5862428921935106,0.7980908076507992,0.30315265790797646,0.5383599273378242,0.36302629657037383
Thal_AV_L,0.72087481054401,0.2701140280201465,-0.2700411857851962,0.45886077929204044,0.3599508714572583,0.01562130727201675,0.1509004360848661,0.36864111566183205,0.5645022777025042,0.5171950576369536,0.059624876441024315,-0.04945744390362864,0.2469414585935532,0.5960585015020855,0.4823489909779642,0.543013717252802,0.4035065254166174,0.5086514704497626,0.38591759714619805,0.4480103079601013,0.2872813864399615,0.3854420484723163,-0.07041067664639711,0.12187520014401113,1.0,0.19264985500967027,0.3467532190678481,0.4557227603818083,0.41428595945284,0.5768256269676793,-0.11855054021160197,-0.25561122462310215,0.5998552401836367,0.4334221561086196,-0.16707964587196747,0.09704517041258762,0.5703555628520754,0.7359437458606463,0.5481574256278694,0.4388925268390179,0.3894968852867623,0.5045623377092465,0.06986685845135468,-0.0766541878870829,0.7177701171722354,0.4838722979127492,0.47639203463178714,0.3424986762819335,-0.009632369576064712,-0.02067730226964034,0.33625999718915484,0.13943977185281872,0.06318801339030146,0.4297353358090304,0.3453033025884862
