,SN_pc_R,OFCant_L,Vermis_10,Cerebellum_10_L,Calcarine_R,Fusiform_L,Olfactory_L,Lingual_L,Thal_Re_L,Temporal_Sup_R,Supp_Motor_Area_R,Frontal_Mid_2_R,Thal_IL_L,ACC_sup_L,ACC_sup_R,SN_pr_R,Thal_VL_L,Thal_PuA_R,Parietal_Sup_R,Frontal_Sup_Medial_L,Temporal_Pole_Sup_R,Temporal_Sup_L,Vermis_4_5,Cerebellum_6_R,Insula_L,Thal_LGN_R,OFClat_L,SupraMarginal_R,Thal_PuM_R,N_Acc_R,Angular_R,Cerebellum_7b_R,Thal_MGN_R,Thal_MDm_R,Thal_PuA_L,Cerebellum_Crus2_L,Parietal_Sup_L,Cingulate_Mid_L,Thal_LP_R,LC_R,Thal_VA_L,Vermis_8,Cingulate_Post_R,Thal_MDl_L,Thal_MDl_R
Cerebellum_7b_R,0.4524457952893785,-0.04164217541391605,-0.5716804806094739,0.3979388507144086,0.6245427263424205,0.3601096230615486,-0.019677973262287107,0.6537726207128906,-0.39355566284411464,0.5690036831892583,0.40393767011805465,0.34748046276891914,-0.10338844528669708,0.28333456748965474,0.3868712369498401,-0.021133421404411875,0.15628259902198705,0.39009062325175153,-0.3881858792562359,0.1615048384237895,0.6992286532147333,0.1608547995856689,0.4563442490236496,0.7960907636579972,0.37019436898827357,0.24019956015744462,-0.6674696316760665,0.19404068539890648,0.6519298870621276,0.1959232189307508,0.5015401364948907,1.0,0.32631467815661713,0.1578384500485289,0.5429615750215365,0.3362460121580288,0.09788064948974007,0.34866862032760726,0.09229573908985322,0.30055821721725456,-0.3859924137068562,0.6313996788890125,0.3789333670058651,0.33322506003115865,-0.1338354721644999
Thal_MGN_R,0.21476663273530192,-0.07909925577879431,-0.18846576505450469,0.24454424854624685,0.2935292058386546,0.3087562522021363,0.10080012385388532,0.3931161346344064,-0.10122236414977588,0.27999596382505915,0.12919065760020368,0.15119866595431258,0.17113156751030445,0.18482469878003913,0.2017956460926355,0.09035113724664705,0.21780318453720815,0.4646758859527903,-0.09528261520059836,0.09680201875551273,0.18625799880792263,0.17553389278470075,0.3654115901655349,0.32813077684009234,0.32211016757696703,0.3946639235480682,-0.21204680317154753,0.1307743644676027,0.40732569569241595,0.4549814700593537,0.1867612626923352,0.32631467815661713,1.0,0.28394678470905566,0.12433776014525379,0.47280186443150446,0.02579939874589219,0.14892748438329645,0.2752053215105989,0.05395869596923256,-0.2550467823703239,0.29523667818339366,0.30199423503585415,0.2253666235115236,-0.1560862923485039
Thal_MDm_R,0.5094009795796763,0.5340656963901448,0.2187092532209788,0.46118395154793623,0.36722426852033957,0.5492843916223803,0.5004788677240484,0.46949191558734926,0.13243279850811154,0.5336723686127918,0.5642483481408241,0.5485616622866897,0.36117710149760884,0.5154364649363811,0.5086603801969848,0.6653786490956402,0.7022948052381042,0.41845700360818366,-0.0656542944937508,0.46012636487421127,0.2771718225145728,0.5215950052309334,0.7182542846053297,0.35370380212138613,0.49270481047278636,0.22107962659644528,0.16474794562895229,0.2876226700819318,0.6078156459384723,0.24308580787215664,0.33927940641622667,0.1578384500485289,0.28394678470905566,1.0,0.4870492910090243,0.0032134218300932348,0.20934700891953073,0.5854450042646074,0.5222928533172921,0.4193749393022814,0.2778929252701891,0.24445834045143242,0.4751751553089736,0.6997985687275329,0.4917996002406755
Thal_PuA_L,0.6668922701001501,0.4464940162016607,-0.005499531050704771,0.62618337825688,0.5797412719877918,0.5172699216322334,0.44423422654849,0.6145173624772784,-0.2279986058073207,0.6342772700100788,0.7449009849193305,0.6574642184006587,0.19038806571531927,0.7272238471203464,0.7627116014148202,0.44814270430569864,0.5415870474563004,0.574625518437755,-0.14299719331862454,0.5144092132717344,0.5676717663075768,0.501674813890365,0.6766571692233194,0.6434659446559318,0.6546501460330892,0.4591564056431853,-0.12635182206837092,0.3583955575603213,0.7379281155572797,0.4342152406477407,0.48509554197680477,0.5429615750215365,0.12433776014525379,0.4870492910090243,1.0,0.12899113849080485,0.2190033029475526,0.6566638216129336,0.4139026505295178,0.4964033298373785,0.06815086289135598,0.5106913640266378,0.5835819380161422,0.6227271247166161,0.20562453552609788
Cerebellum_Crus2_L,0.03647782565732144,-0.31573268853960634,-0.5225062340809744,0.18880183953192378,0.46909019126203017,0.4021251059938209,0.027797254335965912,0.4526114101011819,-0.3174752234646411,0.11213001354096519,0.1178126090380402,0.060605637633692415,0.269152498211756,0.10732144328381671,0.06779836981846321,-0.17497838610238572,-0.13458601489647992,0.40281747491469877,-0.05188373619745701,0.04470638732044332,-0.05966410282648156,0.2954763639315525,0.26904689564147416,0.37940145269452596,0.2764706984483244,0.27942169526733424,-0.17877774517254783,-0.003953484611486717,0.34800467300577825,0.2667182872335656,0.12762299981834233,0.3362460121580288,0.47280186443150446,0.0032134218300932348,0.12899113849080485,1.0,-0.15634084319320252,-0.0016554312530456955,-0.15965747534856,-0.30368981618298224,-0.5532184573891602,0.48274499073537536,-0.01153513479138611,0.10423233390591992,-0.47984680395860874
Parietal_Sup_L,0.44381963592999635,0.3283568184373565,0.4174269724860314,-0.00017829740951686002,0.08335720507984871,-0.11795762156791972,0.15269173343742815,-0.1842855195190142,-0.05585848556830307,0.16351631100123212,0.30644193342214127,0.24887073164707968,0.13226628813728367,0.1571788331941078,0.3662736168421838,0.37656321067744647,0.18224212364840484,0.18065482369395242,0.7248158082372702,0.7082607855220426,0.28523259682266205,0.20746934255023777,0.24951971821762686,-0.16332597015493833,0.3629087378852647,-0.04948147086901321,0.06476810729748582,0.364530707315133,0.21422157046944248,0.23085430181356312,0.6230547429172772,0.09788064948974007,0.02579939874589219,0.20934700891953073,0.2190033029475526,-0.15634084319320252,1.0,0.34598662600697677,0.06537908908075522,0.22984827271336306,0.033163305398978604,-0.16774716165033435,0.28850984579698896,0.28819626933760994,0.2904381256360903
Cingulate_Mid_L,0.6657854296035218,0.6246715625839695,0.13192252408824046,0.559495492603904,0.4944030106687456,0.5456464906446297,0.40966013695664294,0.5265655834549741,0.019885838218095718,0.6979364022900065,0.8061815404786598,0.8336668869019924,0.33566571653240146,0.6808570339498746,0.6833558679050237,0.6057678536464778,0.6966204600123708,0.44490061764843714,-0.026767746804758744,0.7259765398228866,0.3150706535022122,0.7483089916504291,0.654829303080556,0.49239978838764215,0.7675516284406608,0.3503534922244642,0.1343900106158377,0.49952604048940674,0.6643730280531654,0.24869264298772847,0.6807035032294156,0.34866862032760726,0.14892748438329645,0.5854450042646074,0.6566638216129336,-0.0016554312530456955,0.34598662600697677,1.0,0.3432626722792485,0.4365487578658362,0.2029061171863668,0.37318941876133965,0.8262639338975233,0.7437242832855446,0.50010332231417
Thal_LP_R,0.46642314098109716,0.5619995162619694,0.4285153528701605,0.35715245267380696,0.04351331107892735,0.2528940835022497,0.5563090083914862,0.20021558777792303,0.2780689842650619,0.3848828650867187,0.33674569140120897,0.3460537252521735,0.0006544186712710689,0.45485575950627055,0.42821051667416027,0.518903482314178,0.7579035643179453,0.3903351954747607,-0.22499491821269957,0.22204199374386901,0.42226472465484655,0.1883346822819948,0.48572368053358556,0.19226585158819554,0.2794459727153801,0.41078133154742735,0.18353915473559745,0.09469478278176058,0.29596380562491426,0.38907768743314014,0.0005708084742330513,0.09229573908985322,0.2752053215105989,0.5222928533172921,0.4139026505295178,-0.15965747534856,0.06537908908075522,0.3432626722792485,1.0,0.5338916152996858,0.533849831929907,0.01937335753848433,0.4856517488351855,0.49332858949555175,0.39189565879182986
LC_R,0.5259794798800396,0.36712150418488027,0.27465156934639234,0.24656520421681463,0.18314389037596904,0.13960109030609627,0.316203094563178,0.23064614503580058,0.11158795162575688,0.4344612855651775,0.4432660150800801,0.38516889081931677,-0.0026628189852074473,0.4540687172537466,0.5177010881743828,0.3508169373805558,0.5082289324204071,0.2377577463291652,-0.10042562856387335,0.3698669460180805,0.509164527079752,0.24601177737649305,0.35890619226737547,0.24598663837993964,0.3294489087770473,0.09099240072309661,-0.04445150004952541,0.2721279893703963,0.4097086787066938,0.054047743834910775,0.2619029831267003,0.30055821721725456,0.05395869596923256,0.4193749393022814,0.4964033298373785,-0.30368981618298224,0.22984827271336306,0.4365487578658362,0.5338916152996858,1.0,0.2798997942974819,0.05684721141358996,0.4275388010885005,0.4167059255660869,0.4493151198369992
Thal_VA_L,0.15541968571622466,0.7114387786569236,0.7427224144057731,0.030101536713737293,-0.4434278878976006,-0.14485516451533317,0.41585677326504933,-0.3478355115023584,0.6006486650581673,-0.11014066140767456,0.08203469083758494,0.12323542830773361,-0.02016231752385595,0.21504948961461154,0.07067745801334979,0.4799292454960266,0.5745954903704885,-0.23113536938492332,-0.06437141141156966,0.07459457146934137,-0.01207564075429405,0.010560800613269354,-0.032792021401827846,-0.3437711060575287,-0.05334889986586565,0.07670371204706523,0.5853318780860407,-0.16354438828298937,-0.23127207410788167,0.05889443643235337,-0.2969369099020807,-0.3859924137068562,-0.2550467823703239,0.2778929252701891,0.06815086289135598,-0.5532184573891602,0.033163305398978604,0.2029061171863668,0.533849831929907,0.2798997942974819,1.0,-0.4216864740737338,0.28213682168634385,0.0946718199869732,0.6857499725496681
Vermis_8,0.362908539878545,-0.039663392244055344,-0.626590237498059,0.6224196321101254,0.7699786088007391,0.6200337447648461,0.1743652849379047,0.820901052209102,-0.4939531902421038,0.5490092615845632,0.5232594832576569,0.5035882785691956,0.17130117034983078,0.45626548133421424,0.4393735982134325,-0.07514499318663821,0.1257322490026759,0.4608599953811735,-0.339346730149589,0.11249755763536592,0.38795653240614386,0.3177976189976707,0.5450441645293062,0.8636547465945797,0.4674234324165516,0.2485580989652917,-0.41165830636102874,0.3400360747295612,0.6679427769463984,0.17109461688196775,0.3788431859100647,0.6313996788890125,0.29523667818339366,0.24445834045143242,0.5106913640266378,0.48274499073537536,-0.16774716165033435,0.37318941876133965,0.01937335753848433,0.05684721141358996,-0.4216864740737338,1.0,0.31576745407510715,0.37078072856616284,-0.27016416268665316
Cingulate_Post_R,0.6651294414942976,0.6174323322989312,0.16056360366941247,0.43207283779249456,0.3440036598724911,0.34912942208286024,0.4127524177858872,0.4021183447625584,0.08142927175763762,0.5316312634552753,0.5809125204970623,0.5985490629128711,0.2180049192153873,0.5637085610159343,0.5461310676345646,0.5169115677817259,0.6899717435770798,0.33148681842982936,-0.11515219852389443,0.5547420159334191,0.4063450867133448,0.5410332787129242,0.5666063953536886,0.4163910094906027,0.569386658680939,0.38821398532825424,0.09744239688580228,0.22175286296125302,0.5528887545348988,0.32488205115121993,0.5125379067791554,0.3789333670058651,0.30199423503585415,0.4751751553089736,0.5835819380161422,-0.01153513479138611,0.28850984579698896,0.8262639338975233,0.4856517488351855,0.4275388010885005,0.28213682168634385,0.31576745407510715,1.0,0.6244278261373836,0.442445093301719
Thal_MDl_L,0.6282329364822776,0.5211100928491179,0.09295820568956006,0.6218998139897618,0.5752383341516285,0.64582988035304,0.47882390819527837,0.5950315876928616,-0.0026439978256145875,0.7349265485242624,0.7780503320981109,0.7661409224195401,0.36150891685859776,0.6583291546790899,0.7321155416475554,0.613078067325981,0.7492844238510407,0.6285352922880952,-0.03696758866734399,0.6827816704314494,0.42212760226032486,0.6770677337417,0.8002700412737984,0.5116318035168986,0.7544595064213084,0.3547824585521123,0.08780060053642366,0.4756019349345812,0.7347173170715122,0.27415506573392395,0.5264739837592164,0.33322506003115865,0.2253666235115236,0.6997985687275329,0.6227271247166161,0.10423233390591992,0.28819626933760994,0.7437242832855446,0.49332858949555175,0.4167059255660869,0.0946718199869732,0.37078072856616284,0.6244278261373836,1.0,0.43314112818481343
Thal_MDl_R,0.4186590530865704,0.643114253499922,0.6191613411238602,0.18819585636132002,-0.05933911637559125,0.10523098683485595,0.39655710093835717,-0.07082393330905688,0.48473411060678756,0.22125527077215562,0.3837905545848891,0.4213953244290941,0.29625441953461856,0.389392710197325,0.3620040253312891,0.5845609252830472,0.6264620201480446,0.03631395834570334,0.08718933164754836,0.4231051314237684,0.1276586975017326,0.2574619468750311,0.24805464490726226,-0.1370162884335842,0.28123843849872276,-0.15105816915102696,0.37445284001917556,0.22011979901859904,0.15687758463591606,-0.14891698613655516,0.13577185663357413,-0.1338354721644999,-0.1560862923485039,0.4917996002406755,0.20562453552609788,-0.47984680395860874,0.2904381256360903,0.50010332231417,0.39189565879182986,0.4493151198369992,0.6857499725496681,-0.27016416268665316,0.442445093301719,0.43314112818481343,1.0
