,N_Acc_L,Cerebellum_6_R,Thal_PuM_R,Amygdala_L,ACC_pre_R,Thal_AV_L,Insula_R,Olfactory_L,Temporal_Pole_Mid_R,Cerebellum_Crus2_R,ACC_sub_L,OFCpost_L,Thal_Re_L,Thal_VL_R,Lingual_R,Thal_VPL_L,Paracentral_Lobule_L,SN_pc_L,Fusiform_R,Lingual_L,LC_R,Pallidum_R,Cingulate_Mid_L,Thal_MGN_R,Frontal_Mid_2_R,Frontal_Med_Orb_R,Thal_IL_L,Thal_PuL_R,Raphe_D,Thal_VA_R,Frontal_Inf_Orb_2_L,SN_pr_R,Precuneus_L,Cuneus_R,Cerebellum_Crus1_L,OFCant_L,Thal_LP_L,Angular_L,Cerebellum_3_R,Temporal_Inf_R
ACC_sub_L,-0.10276008363126696,-0.35402511617843463,-0.08660234799756815,-0.12032481407896203,0.5873446082470074,0.5582438666450844,0.036748888254452466,0.4833425753563939,-0.5584983834299523,-0.1368202599240732,1.0,0.4636561008394864,0.45768361141558106,0.41607056855621644,-0.3020707650911795,0.35212719050926145,0.19031925910564695,0.40268846392168484,-0.056881238029342106,-0.31196762824473284,0.41127747337571324,0.1780556635261759,0.24858286459035187,-0.25747512296034053,0.13444452678458432,0.4971660993667122,0.14034838448228662,0.44184967239352435,0.2845616232294087,0.22632059841123564,0.3516350186329788,0.3815909746945417,0.14101165048945755,-0.3320594497545751,-0.5408412243817369,0.6097543035016643,-0.12404750114486239,0.15462491517567675,0.05666600791926279,0.15362896931110695
OFCpost_L,0.26004912207178577,0.4510247345839838,0.6385404886799201,0.43002425927105364,0.7231963509425926,0.5086514704497626,0.7275853501241503,0.6463024942846207,0.02184018687121273,0.5564947794907363,0.4636561008394864,1.0,0.0087716055591013,0.6962154127721549,0.5276895644874924,0.7524418240396945,0.5926442350988393,0.7238439763441362,0.6983739641779668,0.4834469117559288,0.5047997436721123,0.7162315522679414,0.7103416048920916,0.1753782083065152,0.7059980666364267,0.2192890871073598,0.31173096762488617,0.49721891027018156,0.5425686322388961,0.46533424524685735,0.620477623740503,0.5870274349013871,0.6823395161243908,0.2963213977605713,0.1732431473596015,0.7336929533164871,0.49353320839121967,0.4912733383575101,0.582348503904992,0.6382488114681024
Thal_Re_L,-0.20012545539243193,-0.4213349048754012,-0.2625980324242474,-0.2581094942420623,0.19701060912330998,0.4480103079601013,-0.21251278156828152,0.12374638971992652,-0.34814462488867753,-0.35243414995320294,0.45768361141558106,0.0087716055591013,1.0,0.20455976788938138,-0.34101893591518473,0.25029379232195925,-0.05736827087915854,0.04119957372767637,-0.24043473201784202,-0.35439459558824765,0.11158795162575688,0.003308961818083238,0.019885838218095718,-0.10122236414977588,-0.04269182210754561,0.1798515177142268,0.01882840732827322,0.4683685900968256,0.007214608264919157,0.16915306826581353,0.2312884364928033,0.24275597788086536,-0.11113111008287817,-0.592544909463883,-0.3092863959797324,0.32558572736462515,-0.16047384854597935,-0.28945306545986615,-0.08879079591808477,-0.1633366948937901
Thal_VL_R,0.30622809274854923,0.2450038913814855,0.5296910346099473,0.20858427498289425,0.682395580888666,0.6911703024714239,0.6498736777212142,0.6460444085962725,-0.04742769494341349,0.21751843997200884,0.41607056855621644,0.6962154127721549,0.20455976788938138,1.0,0.3902959355189645,0.7488142618231238,0.6119506204323639,0.698770555965068,0.5423461233961417,0.34213280158640885,0.4957785095555768,0.7807368801621271,0.770661223228109,0.20896989962098475,0.7205687742115902,0.2507867059467838,0.4127063337887305,0.5952201258606962,0.5214367192928527,0.5991485642169072,0.6976462355186677,0.7239236326338261,0.6494345037518721,0.0777022635551348,0.06757812985900563,0.6962563043072078,0.35608078905843826,0.40906577789545456,0.5423249179565106,0.44972078779363195
Lingual_R,0.28681930022463326,0.9393991575040387,0.8692641607044195,0.48092205999417603,0.15689550734455796,0.13783530783408451,0.8098479571188119,0.2774601145161567,0.6023046191158818,0.692739073019562,-0.3020707650911795,0.5276895644874924,-0.34101893591518473,0.3902959355189645,1.0,0.4434218757927328,0.34850697165211186,0.425511965861475,0.8864223662818163,0.9722864615192865,0.22768948241766054,0.5850544802504628,0.5921257620893499,0.3452068340334604,0.7342317080456723,-0.3731425677148031,0.25609993238623746,0.11719042043081271,0.5467235437308934,0.3420435856576543,0.18975879826733463,0.2073342204634844,0.482709632647493,0.6558788343525597,0.7595044539719763,0.12575277984185815,0.6091971059494342,0.34140604348609427,0.7912758781289136,0.6586550779385673
Thal_VPL_L,0.3933043076719455,0.2906682022232008,0.5244246241964382,0.3885502716332006,0.7612062096714574,0.4582641961942442,0.588094084497417,0.6400115737158937,0.12077132030943881,0.3499917061449494,0.35212719050926145,0.7524418240396945,0.25029379232195925,0.7488142618231238,0.4434218757927328,1.0,0.5052104191108862,0.6421927523951296,0.5208866701772009,0.3855213625298052,0.4842790714905596,0.6088502217563089,0.6202824809632445,0.08966281040028055,0.6924700321167534,0.11715495564862015,0.330459666591941,0.8220726558970077,0.46868088082490506,0.5464919578093522,0.629313552930509,0.5669765573514329,0.4682111129511363,0.01955606795678853,0.1520640913956894,0.6332798026873259,0.6938071914650743,0.18586939471581113,0.5733879438074435,0.45584870449396303
Paracentral_Lobule_L,0.39610720638842517,0.2275346895699349,0.4635014991812342,0.19624579558068192,0.548716438704401,0.41480736494860865,0.5752644532758647,0.3561528543492677,0.034677581001846376,0.2749852674523587,0.19031925910564695,0.5926442350988393,-0.05736827087915854,0.6119506204323639,0.34850697165211186,0.5052104191108862,1.0,0.5551320757399523,0.5288014792769629,0.24716601796815557,0.18182203393265362,0.7349927766436044,0.6942987966489931,-0.05126510389782166,0.6797314151631463,0.20500963751009652,0.2686471361900096,0.22466274022889107,0.37061598293473874,0.5019795051669569,0.4106973529624895,0.6624739873551461,0.7958285267917465,0.4196672761522189,0.05268936571443038,0.5686288256071497,0.40567919851859313,0.612905945377412,0.31662497879409013,0.38858632658300346
SN_pc_L,0.3307349040489076,0.2997441326675528,0.565909613938165,0.3851819251826164,0.6470050217442914,0.5343451254767342,0.641608798183328,0.5125680261658081,0.040644928955417464,0.2838982514733082,0.40268846392168484,0.7238439763441362,0.04119957372767637,0.698770555965068,0.425511965861475,0.6421927523951296,0.5551320757399523,1.0,0.5356313232322791,0.4168164587834234,0.48049018152799383,0.6535335558611917,0.6348031862624368,0.12570636635581972,0.6686439506185246,0.17828908005920852,0.41897626545054667,0.44476818648606925,0.5660947386144916,0.41527896641961154,0.485040876319975,0.47502425081549243,0.5574518370867146,0.24021529562903143,0.14226673268208093,0.48620288673369233,0.40513433596692155,0.4182930522060828,0.5414299528511165,0.46576720012736517
Fusiform_R,0.1770905191883529,0.8776109377979713,0.8944373949247474,0.41827448252555804,0.34462188172111285,0.3424986762819335,0.8048912054704804,0.3627677000322392,0.3040611863661881,0.768723531225114,-0.056881238029342106,0.6983739641779668,-0.24043473201784202,0.5423461233961417,0.8864223662818163,0.5208866701772009,0.5288014792769629,0.5356313232322791,1.0,0.8490093031741579,0.42645378157320424,0.7131965412886251,0.6887145953402044,0.29336973989463183,0.7500142398395127,-0.18416076823766003,0.1298308459529459,0.1855515864036897,0.5540313818324318,0.4777862611067651,0.23969570397503442,0.4538678907425948,0.6883390755197634,0.5913808256135988,0.5030175089943923,0.3751842587368981,0.5809805294935614,0.47009024270183236,0.8107990949881245,0.8595498142441966
Lingual_L,0.2430651697425254,0.9261367005369627,0.8585216002366256,0.5349508770922603,0.11711271453556026,0.13943977185281872,0.7839859005108403,0.250451360290674,0.5892524601568098,0.6454703068706721,-0.31196762824473284,0.4834469117559288,-0.35439459558824765,0.34213280158640885,0.9722864615192865,0.3855213625298052,0.24716601796815557,0.4168164587834234,0.8490093031741579,1.0,0.23064614503580058,0.5424029645571591,0.5265655834549741,0.3931161346344064,0.664201035701157,-0.35711395039544747,0.27020602463425253,0.06758228076526937,0.5453128975445989,0.27157220332652676,0.16500036442903482,0.1729202572201489,0.4219655554958616,0.6306569604314711,0.8003036801530675,0.04546727107651166,0.5641799951782267,0.28648430147122106,0.7838188769785472,0.6255738939486459
LC_R,0.02037671630202997,0.24598663837993964,0.4097086787066938,0.07294016797719886,0.5215235667883813,0.343503260597065,0.38659547913151476,0.316203094563178,-0.2438352765959214,0.38570633524265524,0.41127747337571324,0.5047997436721123,0.11158795162575688,0.4957785095555768,0.22768948241766054,0.4842790714905596,0.18182203393265362,0.48049018152799383,0.42645378157320424,0.23064614503580058,1.0,0.3883364826103614,0.4365487578658362,0.05395869596923256,0.38516889081931677,0.12930024759718856,-0.0026628189852074473,0.39732218144288806,0.43906917485352864,0.27550933334795535,0.23186886052111616,0.3508169373805558,0.2946233398485053,-0.014936349356581965,-0.16512200784443934,0.36712150418488027,0.24742416935165176,0.2721179344005177,0.4997149627532281,0.5867106709173081
Pallidum_R,0.24616003572508696,0.4782366039043739,0.6740679479276515,0.23946182078390385,0.5657823743059843,0.5783398952339377,0.7943134688797951,0.3835371615919695,0.11234419598603806,0.39447807987397665,0.1780556635261759,0.7162315522679414,0.003308961818083238,0.7807368801621271,0.5850544802504628,0.6088502217563089,0.7349927766436044,0.6535335558611917,0.7131965412886251,0.5424029645571591,0.3883364826103614,1.0,0.8622625374512766,0.30200956264356804,0.7971534108051588,0.14243795222802394,0.33810532114291425,0.3445000695077242,0.5154377596901918,0.5906228684242778,0.5939316198704767,0.7087441092807715,0.8162969037303641,0.3359606456701384,0.2956648352004111,0.6226916369778394,0.367764965784742,0.6047289005250484,0.5720661543267009,0.5471499689754993
Cingulate_Mid_L,0.27429511610609614,0.49239978838764215,0.6643730280531654,0.21959815531577384,0.5240190018753602,0.5768256269676793,0.7910054462861665,0.40966013695664294,0.1530079649361441,0.426181021215546,0.24858286459035187,0.7103416048920916,0.019885838218095718,0.770661223228109,0.5921257620893499,0.6202824809632445,0.6942987966489931,0.6348031862624368,0.6887145953402044,0.5265655834549741,0.4365487578658362,0.8622625374512766,1.0,0.14892748438329645,0.8336668869019924,0.03338131671503906,0.33566571653240146,0.32339450628044425,0.634281866152226,0.5207303324467933,0.5137363185004211,0.6057678536464778,0.7378093988641109,0.30752565299220863,0.24403867682240954,0.6246715625839695,0.40803473789905775,0.7301858758958243,0.5886962104949799,0.561654000481596
Thal_MGN_R,0.17931390007607828,0.32813077684009234,0.40732569569241595,0.04168781960620774,0.03319978138888846,0.01562130727201675,0.37855130436518347,0.10080012385388532,0.11145247315758215,0.28839425298839766,-0.25747512296034053,0.1753782083065152,-0.10122236414977588,0.20896989962098475,0.3452068340334604,0.08966281040028055,-0.05126510389782166,0.12570636635581972,0.29336973989463183,0.3931161346344064,0.05395869596923256,0.30200956264356804,0.14892748438329645,1.0,0.15119866595431258,-0.10860116909288058,0.17113156751030445,0.05506290582262695,0.00671843020760582,0.015413470030514196,0.4167364881841584,0.09035113724664705,0.2965096130546648,0.20707617712401352,0.3649834880294712,-0.07909925577879431,-0.012348045149247469,0.14613451888323967,0.13368027283904657,0.18057343912552104
Frontal_Mid_2_R,0.3550619117329901,0.569009533282052,0.7233101272510551,0.30441327727475387,0.5596221765338127,0.4567421408059045,0.8513478087866077,0.466861275737436,0.2694807774395013,0.43299657046388246,0.13444452678458432,0.7059980666364267,-0.04269182210754561,0.7205687742115902,0.7342317080456723,0.6924700321167534,0.6797314151631463,0.6686439506185246,0.7500142398395127,0.664201035701157,0.38516889081931677,0.7971534108051588,0.8336668869019924,0.15119866595431258,1.0,-0.0006126855085299418,0.36414726203356457,0.44799175782643785,0.6815195428412347,0.6051908969811116,0.4890076489848415,0.5493033888470803,0.65899102999395,0.44076952333455993,0.35607396719948403,0.4776949747485778,0.5395662526775189,0.4804384915748896,0.7073163693965261,0.6142462558899071
Frontal_Med_Orb_R,0.1408488755485965,-0.42095306492009243,-0.21021170651559393,0.022561799741244785,0.4678182313195799,0.26935273127629444,0.00944644184635643,0.29151404295237715,-0.5446400492032785,-0.243687206479218,0.4971660993667122,0.2192890871073598,0.1798515177142268,0.2507867059467838,-0.3731425677148031,0.11715495564862015,0.20500963751009652,0.17828908005920852,-0.18416076823766003,-0.35711395039544747,0.12930024759718856,0.14243795222802394,0.03338131671503906,-0.10860116909288058,-0.0006126855085299418,1.0,0.13075440825138068,0.23559349729740348,-0.15385389707220978,0.18190351675315278,0.3883790550682374,0.33848655415098594,0.1811390094175347,-0.2475498271426369,-0.3842714477790381,0.3560616440614355,-0.13285044759771952,0.08742888697304174,-0.19256217826072072,-0.08765402228351718
Thal_IL_L,0.5038404522939558,0.06622348297974115,0.3291037463517348,0.263212231705364,0.32494604090787815,0.2872813864399615,0.4454491779984016,0.40801770872552057,0.22149365177880084,-0.08051357759873935,0.14034838448228662,0.31173096762488617,0.01882840732827322,0.4127063337887305,0.25609993238623746,0.330459666591941,0.2686471361900096,0.41897626545054667,0.1298308459529459,0.27020602463425253,-0.0026628189852074473,0.33810532114291425,0.33566571653240146,0.17113156751030445,0.36414726203356457,0.13075440825138068,1.0,0.16123676974152387,0.29572592246918855,0.05664759096335996,0.46574049088538283,0.20486782403463039,0.2294683552559853,0.2469043036030086,0.2701528656319155,0.17573123289536488,0.20089407444335333,0.27597554741387803,0.15295404353493777,-0.04812322623742276
Thal_PuL_R,0.23962388973217535,-0.03022125336975811,0.18443020534202528,0.14745067727581876,0.70135879835831,0.36659413945123004,0.29185489737561654,0.5378356874904321,-0.07757660132401295,0.08003442764644511,0.44184967239352435,0.49721891027018156,0.4683685900968256,0.5952201258606962,0.11719042043081271,0.8220726558970077,0.22466274022889107,0.44476818648606925,0.1855515864036897,0.06758228076526937,0.39732218144288806,0.3445000695077242,0.32339450628044425,0.05506290582262695,0.44799175782643785,0.23559349729740348,0.16123676974152387,1.0,0.27046689878358277,0.4803557520174681,0.5861264394788342,0.3976194920095412,0.1585726803972098,-0.3242677374817113,-0.09615196475683711,0.495939862132961,0.45298639764148607,-0.13912887908736737,0.35111728015353555,0.23255330982319963
Raphe_D,0.10868480221491457,0.4277174419610894,0.5918759491219285,0.20814128996185435,0.4262906241759881,0.49278446838917245,0.581798570079392,0.3790612666191112,0.18962011773061974,0.24688599501368888,0.2845616232294087,0.5425686322388961,0.007214608264919157,0.5214367192928527,0.5467235437308934,0.46868088082490506,0.37061598293473874,0.5660947386144916,0.5540313818324318,0.5453128975445989,0.43906917485352864,0.5154377596901918,0.634281866152226,0.00671843020760582,0.6815195428412347,-0.15385389707220978,0.29572592246918855,0.27046689878358277,1.0,0.3052740055620676,0.24043367062012097,0.35048572262505606,0.3662056991963258,0.3413769774053962,0.24239281508592217,0.3183251232928808,0.3155671863615252,0.33971170987727206,0.6555619890663481,0.47116186759367884
Thal_VA_R,0.05555748638776603,0.266044689139599,0.32456624313136584,0.19821084425267693,0.39105772252944754,0.4958649345395599,0.4794591827478239,0.33955729358175735,-0.017059148755963482,0.13470542796399773,0.22632059841123564,0.46533424524685735,0.16915306826581353,0.5991485642169072,0.3420435856576543,0.5464919578093522,0.5019795051669569,0.41527896641961154,0.4777862611067651,0.27157220332652676,0.27550933334795535,0.5906228684242778,0.5207303324467933,0.015413470030514196,0.6051908969811116,0.18190351675315278,0.05664759096335996,0.4803557520174681,0.3052740055620676,1.0,0.34719769486778657,0.6003307227603706,0.4691170068445633,0.021950789873231357,0.08805017876981255,0.4573025241207834,0.39291011783790025,0.15106067994377778,0.5363572111342384,0.42544388696957386
Frontal_Inf_Orb_2_L,0.40557253211442523,0.010600353488582884,0.32532928969914515,0.1814449967689361,0.6508700532918916,0.46431730163261326,0.5566357922861848,0.6530700274311269,-0.10758288023246604,0.09161995252055738,0.3516350186329788,0.620477623740503,0.2312884364928033,0.6976462355186677,0.18975879826733463,0.629313552930509,0.4106973529624895,0.485040876319975,0.23969570397503442,0.16500036442903482,0.23186886052111616,0.5939316198704767,0.5137363185004211,0.4167364881841584,0.4890076489848415,0.3883790550682374,0.46574049088538283,0.5861264394788342,0.24043367062012097,0.34719769486778657,1.0,0.5712856451098947,0.5597319940921917,0.0010960850961657216,0.11975044771176561,0.5867035995255362,0.18485454809576757,0.28174034435495116,0.16878783068708614,0.09171702635263415
SN_pr_R,0.138434644173265,0.10216529299538099,0.38589771100834913,0.15068204179307843,0.559125279350275,0.72087481054401,0.4540106488256682,0.4808112499876747,-0.239745440097255,0.10558189793026053,0.3815909746945417,0.5870274349013871,0.24275597788086536,0.7239236326338261,0.2073342204634844,0.5669765573514329,0.6624739873551461,0.47502425081549243,0.4538678907425948,0.1729202572201489,0.3508169373805558,0.7087441092807715,0.6057678536464778,0.09035113724664705,0.5493033888470803,0.33848655415098594,0.20486782403463039,0.3976194920095412,0.35048572262505606,0.6003307227603706,0.5712856451098947,1.0,0.6894645279581088,0.025953141698103668,-0.017065570294269503,0.7149627731619864,0.22642196474270906,0.34638689091217345,0.37249923637668325,0.3571780910095511
Precuneus_L,0.324249466783635,0.4003830442523029,0.666474723881308,0.22739258441473378,0.5246543620111614,0.4615964429240249,0.7126517477670428,0.3735213352371748,-0.008152861226380407,0.46658494149992535,0.14101165048945755,0.6823395161243908,-0.11113111008287817,0.6494345037518721,0.482709632647493,0.4682111129511363,0.7958285267917465,0.5574518370867146,0.6883390755197634,0.4219655554958616,0.2946233398485053,0.8162969037303641,0.7378093988641109,0.2965096130546648,0.65899102999395,0.1811390094175347,0.2294683552559853,0.1585726803972098,0.3662056991963258,0.4691170068445633,0.5597319940921917,0.6894645279581088,1.0,0.5094195262210933,0.18962190194005868,0.5528223517990901,0.30860124900366037,0.722094608135334,0.37681214573907684,0.5176053467981442
Cuneus_R,0.3441999409689701,0.5995769184428115,0.6692245740387083,0.33514218316361194,0.06586726912698054,-0.121920201828855,0.5479709831137325,0.0547610294101893,0.44388556913534855,0.5083167932759317,-0.3320594497545751,0.2963213977605713,-0.592544909463883,0.0777022635551348,0.6558788343525597,0.01955606795678853,0.4196672761522189,0.24021529562903143,0.5913808256135988,0.6306569604314711,-0.014936349356581965,0.3359606456701384,0.30752565299220863,0.20707617712401352,0.44076952333455993,-0.2475498271426369,0.2469043036030086,-0.3242677374817113,0.3413769774053962,0.021950789873231357,0.0010960850961657216,0.025953141698103668,0.5094195262210933,1.0,0.4799698722445985,-0.114246163451028,0.30300819567725196,0.5102001012233524,0.3083661661040189,0.37289586930629154
Cerebellum_Crus1_L,0.22036304904341827,0.722312550317104,0.5443684518177369,0.5578815231236471,-0.19324913343032477,-0.03656980209624196,0.5456342563031735,0.10546287714906279,0.7147251276164793,0.35557592652802583,-0.5408412243817369,0.1732431473596015,-0.3092863959797324,0.06757812985900563,0.7595044539719763,0.1520640913956894,0.05268936571443038,0.14226673268208093,0.5030175089943923,0.8003036801530675,-0.16512200784443934,0.2956648352004111,0.24403867682240954,0.3649834880294712,0.35607396719948403,-0.3842714477790381,0.2701528656319155,-0.09615196475683711,0.24239281508592217,0.08805017876981255,0.11975044771176561,-0.017065570294269503,0.18962190194005868,0.4799698722445985,1.0,-0.1584743772676688,0.4422225598220065,0.06634602207932651,0.49232173602603596,0.16914664317318717
OFCant_L,0.057263574248329153,0.06502814748771674,0.23547741722197085,0.0010379773606285,0.6152891397585852,0.6437240746574624,0.352281829924191,0.5562808769668628,-0.2432221010637999,0.22755469882742352,0.6097543035016643,0.7336929533164871,0.32558572736462515,0.6962563043072078,0.12575277984185815,0.6332798026873259,0.5686288256071497,0.48620288673369233,0.3751842587368981,0.04546727107651166,0.36712150418488027,0.6226916369778394,0.6246715625839695,-0.07909925577879431,0.4776949747485778,0.3560616440614355,0.17573123289536488,0.495939862132961,0.3183251232928808,0.4573025241207834,0.5867035995255362,0.7149627731619864,0.5528223517990901,-0.114246163451028,-0.1584743772676688,1.0,0.16622301430839567,0.34783832038633933,0.30385633272110013,0.3698478889715445
