,Thal_PuA_R,Heschl_R,Angular_R,SupraMarginal_L,Hippocampus_L,Cerebellum_Crus2_R,Cerebellum_7b_R,Occipital_Inf_R,Thal_LP_L,Vermis_3,Raphe_M,Cerebellum_6_R,Thal_MDm_R,Frontal_Sup_2_R,Thal_LGN_L,Postcentral_L,Cerebellum_9_L,Occipital_Inf_L,Precentral_R,Cerebellum_3_R,Parietal_Inf_R,Thal_PuL_R,Cerebellum_10_L,ParaHippocampal_R,Thal_LP_R,Temporal_Pole_Mid_R,Fusiform_R,Frontal_Med_Orb_R,Thal_VA_R,Putamen_L,SupraMarginal_R,Thal_MDm_L,Cerebellum_3_L,Vermis_4_5,Red_N_L,Vermis_8,Thal_PuA_L,Thal_PuM_R,Frontal_Mid_2_R,Supp_Motor_Area_R,Pallidum_R,Cerebellum_Crus1_R,Temporal_Mid_R,Precuneus_L,Cerebellum_6_L,Cerebellum_7b_L,ACC_pre_R,Insula_L,Cingulate_Mid_R,OFCant_R,Temporal_Inf_R,Temporal_Pole_Mid_L,Thal_IL_L,Temporal_Sup_R,Cerebellum_9_R,Calcarine_R,Frontal_Sup_Medial_L,Vermis_1_2,Fusiform_L,Frontal_Mid_2_L,Parietal_Sup_R,Cerebellum_8_L,Temporal_Pole_Sup_L,Thal_MDl_R,Frontal_Inf_Tri_R
Raphe_M,0.13051789016627433,0.31207762603301886,0.23740862090962406,0.34200804582644306,0.12247439597473284,0.35849277859712525,0.33615310312767843,0.37771554377119915,0.33468423159486477,0.3541967484838916,1.0,0.4666553052120972,0.22339946163298502,0.15657855947258495,0.21033811278924006,0.09846033839630741,0.45774962661521873,0.26024682211177935,0.12797894594253417,0.5886021554124325,0.08285647868947159,0.21184168681137366,0.4190707080362797,0.20704229150801629,0.11984759055860576,0.25651994276084294,0.43410186243961035,-0.222871903861151,0.2576068575861769,0.27382129601649635,0.3807402370440103,0.1438964883408606,0.3525333092337964,0.22117976612134274,0.21414748338905817,0.3382499025072167,0.32679860474979594,0.3549304554177973,0.4857113751935627,0.4399143530637985,0.2910793637411164,0.32463247964440806,0.4353602655184082,0.06570521887816475,0.33169947590123494,0.024456159426051536,0.08933181812252393,0.2652016901896229,0.30694417201895385,-0.050489145806963204,0.5355018385322352,-0.23875438931252374,-0.021852357313706095,0.46083332725038073,0.415305556493297,0.33097866660272224,0.09364358075465669,0.3978266399226028,0.3040433571650277,0.2536856363640243,-0.39244079385496705,0.2780241238283678,0.04574645471534229,0.30762918868289596,0.4500840932190963
Cerebellum_6_R,0.5504081538305768,0.6204011468893599,0.459095865011569,0.4420378318428102,0.42744221746120065,0.7957045360719635,0.7960907636579972,0.9354195426866135,0.5420949063446331,0.5261324483578329,0.4666553052120972,1.0,0.35370380212138613,0.26833268392315507,0.6489880223778071,0.07992154948194936,0.9025265795156902,0.7743905256601138,0.09407392565159849,0.7477200874342548,0.12085497984951543,-0.03022125336975811,0.6775061321057871,0.13551821778371967,0.19226585158819554,0.564906775696983,0.8776109377979713,-0.42095306492009243,0.266044689139599,0.26600664418007025,0.3383928572725807,0.4293560976963238,0.4072324769333428,0.6725394915146621,0.06874559306960266,0.8636547465945797,0.6434659446559318,0.7979158031387794,0.569009533282052,0.5909321327416212,0.4782366039043739,0.8465363729867462,0.8741403670741543,0.4003830442523029,0.9038707582096682,0.21920105927862107,-0.003140781756150643,0.5125179811807117,0.32127189318163213,-0.2637495580250989,0.72157499924227,-0.025475145101918353,0.06622348297974115,0.7621441628555706,0.9280510539907236,0.8044473289238369,0.14440596817240678,0.4459583615768055,0.723996396386722,0.37691928979616357,-0.5500033445067917,0.7806638951743347,0.478351486935676,-0.1370162884335842,0.491745484335407
Thal_MDm_R,0.41845700360818366,0.5294632316629102,0.33927940641622667,0.4651037054920283,0.6131399467369759,0.2795789048112489,0.1578384500485289,0.20411104710611638,0.2322037469088083,0.789527879124094,0.22339946163298502,0.35370380212138613,1.0,0.5000276382416254,0.43805163539069086,0.38549826272386756,0.43324330547227285,0.1425723684064348,0.33012790133250536,0.5317202197220372,0.34300719922131623,0.30731849780158543,0.46118395154793623,0.6030734471219134,0.5222928533172921,-0.014855176210944239,0.5632636632613658,0.10780754003343511,0.3612670805377038,0.6074496519874829,0.2876226700819318,0.828489271261928,0.6406940004208554,0.7182542846053297,0.5129129299295375,0.24445834045143242,0.4870492910090243,0.6078156459384723,0.5485616622866897,0.5642483481408241,0.6239145520690299,0.3147866332442131,0.4113172470376809,0.572401522276215,0.3600122255116098,-0.022717389943807658,0.4505147957004029,0.49270481047278636,0.4502983715159111,0.27368139151835036,0.4542050139831336,0.18526218625777327,0.36117710149760884,0.5336723686127918,0.425383661452946,0.36722426852033957,0.46012636487421127,0.569852766380117,0.5492843916223803,0.5447845596473865,-0.0656542944937508,0.17166200961892747,0.29741570716768995,0.4917996002406755,0.5991803873189562
Frontal_Sup_2_R,0.5106185183861705,0.7573416962710847,0.6810770924542452,0.7343017640099291,0.5834444439445158,0.44568583834244296,0.31055161709877055,0.10196366532953828,0.3987602672065579,0.5927544914422481,0.15657855947258495,0.26833268392315507,0.5000276382416254,1.0,0.4199887650105987,0.8547428598151937,0.2618154207264227,-0.013222344194407142,0.5321093060532217,0.3850001517851901,0.7350110640592937,0.329577297143311,0.4704453587014661,0.7145745320619638,0.33752981211745947,-0.08661081825404948,0.5900731133432727,0.33202663276993116,0.38030783817734787,0.7134524774849803,0.5730437839096083,0.6675671142185474,0.6630074287697901,0.6609032736297393,0.41535702703869964,0.2042626687718708,0.6226971610891231,0.6302582387050805,0.7014426022635476,0.7943130836926587,0.6956783186691581,0.46136059951445296,0.4983537697925661,0.8239180673344996,0.17163967395044832,-0.20844024653354193,0.7820731111736948,0.7662307588203229,0.5653827812115211,0.2705138839044984,0.5419529264744257,0.1128563620403327,0.317706477017451,0.5667798610911255,0.29785379136787293,0.5081598499693943,0.9017557692982362,0.5414066634006177,0.39795101403535776,0.8535968576187425,0.39504751077495076,0.05065520707815249,0.39249687580463966,0.4028214534744293,0.6236082531576184
Thal_LGN_L,0.5098801365285532,0.6332760481833447,0.575969956427314,0.5142187731456833,0.6571567881909198,0.4580954893610113,0.556962912515041,0.5452789807382703,0.42274599617928754,0.5065915943513305,0.21033811278924006,0.6489880223778071,0.43805163539069086,0.4199887650105987,1.0,0.286972323879398,0.6800408264783615,0.487296232673267,0.3074933269476396,0.5267466314502058,0.3941226133159416,0.09285179473734684,0.5106837489882045,0.3022111087111504,0.26790765887191403,0.2441862494758908,0.6866874831510357,0.0030699860967960354,0.37823636827505996,0.3728729038650048,0.27708160512698865,0.47884321685258685,0.48316654287499533,0.6135552072184379,0.2925456819468015,0.5599824884952771,0.5864943674280396,0.6784305164587779,0.5985144801209752,0.580489905227916,0.6326852506735746,0.5899755734716144,0.6080379270496573,0.582744500722922,0.6486903641256571,0.19159886923524566,0.24101000793871075,0.6395234337743757,0.49490994018679646,-0.0628060471059371,0.4764156768547384,0.22655134498015664,0.2597249207335587,0.6609211325337021,0.6511582617258987,0.5839274554186358,0.44675509869179086,0.4974989019566211,0.5818533652521096,0.6279858430987825,-0.22748292335246925,0.5122507217321256,0.5806202747029872,0.05493621503616044,0.5138630157765713
Postcentral_L,0.32474807035823705,0.5918897608315199,0.5718767035390387,0.7017803048627556,0.4291288830390627,0.3910794253210092,0.2515284807618705,-0.056986311076304995,0.21638257204422323,0.4271500063947723,0.09846033839630741,0.07992154948194936,0.38549826272386756,0.8547428598151937,0.286972323879398,1.0,0.05937969977006242,-0.26511790711120065,0.46666490204162275,0.1643285759430647,0.6487267063801384,0.37721300148372167,0.32113834311305756,0.6838556782402164,0.3114851554783249,-0.25320649116458405,0.4174854134412992,0.3236675058456948,0.3166017143199467,0.7961118076043745,0.46845343176303045,0.5468757317047424,0.5678636619505015,0.4515316731084932,0.35495164580812655,0.06265019230213344,0.5122177073216013,0.4437561288085808,0.5827742715654334,0.6567724536605757,0.6268384310466363,0.4088393370686422,0.36302629657037383,0.7195863967846998,-0.10006346567500263,-0.3104240202381299,0.733105661278267,0.6577978770440956,0.614262920330419,0.41807016265401253,0.4612641654159849,-0.175006179203901,0.2660000044774358,0.3789166252030961,0.08272474725435475,0.2370671283869381,0.8224095875117475,0.3173277702417799,0.11684062443739729,0.6914901853910812,0.4436205610280555,-0.20051408881300994,0.06760427833895817,0.4766924353087058,0.5844965387547085
Cerebellum_9_L,0.612127272773112,0.6381635969054333,0.30034728179006037,0.44682398421323893,0.6389113109054202,0.6256260799428756,0.6122682562294836,0.8253395204135744,0.7005618212420363,0.6165029312937156,0.45774962661521873,0.9025265795156902,0.43324330547227285,0.2618154207264227,0.6800408264783615,0.05937969977006242,1.0,0.7787382789568361,0.2849893138825938,0.8411182435520195,0.20608286207789409,0.2234647236409839,0.7743293855968378,0.318012599943786,0.2716377998697817,0.5811950677673487,0.8335237190112516,-0.35505117854769747,0.37986511709789234,0.3053472476602905,0.3540122655600293,0.4581946349864414,0.5468603005863321,0.7003993323887057,0.26738422119462024,0.7865926083131768,0.6893134453624121,0.7964801267068369,0.666254504385513,0.676614856080819,0.5086471601730638,0.6692659526816325,0.7147712124601228,0.33711014986019916,0.8922785858185976,0.2785409465458962,0.13401209629570043,0.5984089855125452,0.4832335127753824,-0.12482925220083523,0.6194114636798033,0.17188306917126844,0.23318698778944566,0.7289748374540987,0.9548343874330397,0.7750313567406316,0.1725135649395398,0.5454269895225532,0.8416815581768332,0.4351156033267109,-0.5463565424186425,0.8030760707014465,0.5592527386899986,-4.1796458860730646e-05,0.5997306599061514
Occipital_Inf_L,0.450411085669028,0.40592783804059396,0.25342703023577884,0.3044089406588371,0.3041217936679745,0.3869793742960244,0.44492819695179064,0.8063825388740735,0.439250922545493,0.29657326576933823,0.26024682211177935,0.7743905256601138,0.1425723684064348,-0.013222344194407142,0.487296232673267,-0.26511790711120065,0.7787382789568361,1.0,0.24404264365012587,0.5000602417811246,0.12719649047652914,-0.20681533976018632,0.5131252705748612,-0.1883760932044507,-0.18956433384253923,0.7709268996485069,0.514486376304419,-0.48005947764779894,0.031000317333490138,-0.15466085587956235,0.27987548995751094,0.13512741543424128,0.03274528676313361,0.4405857770072939,0.029919421531241993,0.8149832251144375,0.2929147509381785,0.5671092158719091,0.3681616827980139,0.3802405950657013,0.2158921728765375,0.48213662203142393,0.502094627877113,0.10041324909853523,0.8550933056260933,0.6212478278818935,-0.253382669105305,0.38791736628177664,0.2216777406179037,-0.5515830474169224,0.20239890566792865,0.3207725993203577,0.25082496730409826,0.48336310474343025,0.7099523987950167,0.7473822501959108,-0.01997867998737729,0.31994642251056354,0.7329869449550446,0.1917343786859532,-0.3843100624780904,0.9679865451639872,0.673928116831819,-0.3915025978042952,0.18234414676451588
Precentral_R,0.44239778109707795,0.5227187937854784,0.411228186761544,0.5945954729061502,0.5188191663962908,-0.06021521493425346,-0.16197125078326757,-0.014780530628300686,0.3518025111131978,0.4826229403183243,0.12797894594253417,0.09407392565159849,0.33012790133250536,0.5321093060532217,0.3074933269476396,0.46666490204162275,0.2849893138825938,0.24404264365012587,1.0,0.2721021868492074,0.8162479107709006,0.35539201789020475,0.49595411039424164,0.4952641172546898,0.044440394778018075,0.2901409220417164,0.27225585153179893,0.07258015681124806,0.3560375475931052,0.38414941391181934,0.713811970439555,0.4149511941139342,0.4028867918751741,0.4534896744109671,0.43870173872758667,0.2277591549425997,0.3413722908825687,0.37543534439852355,0.7271020329321591,0.669087072648087,0.5606922694749017,0.03484334773573588,0.11067768918461784,0.4465587785053292,0.16468374621720575,0.35421590745031944,0.5093065609906209,0.7212133399535421,0.7329656729737558,0.02780308082273577,0.04872926410061914,0.31557304369829814,0.5428456186158085,0.4106948523193711,0.14630198867664404,0.4343436046387404,0.6350281651156102,0.6013096160419401,0.49614451721551506,0.6806727717743961,0.4318998140339456,0.3000802839481037,0.4540389353846859,0.31534914390488544,0.5926561700378964
Cerebellum_3_R,0.5399276160696559,0.6808273321321275,0.3019502597641186,0.42603092246249186,0.605044399671157,0.5140130808180923,0.45557630617102457,0.5819509403764342,0.5985329318087433,0.7215592580812739,0.5886021554124325,0.7477200874342548,0.5317202197220372,0.3850001517851901,0.5267466314502058,0.1643285759430647,0.8411182435520195,0.5000602417811246,0.2721021868492074,1.0,0.19078451248509565,0.35111728015353555,0.731954134013606,0.5264153877929119,0.4519387607686321,0.3282903192946902,0.8107990949881245,-0.19256217826072072,0.5363572111342384,0.4462630050936398,0.4496271679167963,0.5023936317859188,0.7198911095677989,0.6884881688916685,0.42304752139580504,0.5052907305271503,0.6429383411810029,0.7246539608434408,0.7073163693965261,0.7220200524726244,0.5720661543267009,0.5042589498634729,0.6889700418850595,0.37681214573907684,0.7120148097542418,0.051657935454106955,0.3039787376433215,0.5711385461063732,0.4476857059647156,0.04432277701146372,0.7452997788824322,0.028499940497063034,0.15295404353493777,0.8039681730753798,0.840717897352792,0.6420410376459801,0.2500732769597744,0.6766252455538987,0.7608456485537859,0.48258484789933687,-0.5194350060462928,0.533525399318882,0.34929611900747387,0.30270414707980037,0.7126830504783553
Parietal_Inf_R,0.4712821438443801,0.6295481374040347,0.7116525246420846,0.7433256925394697,0.49978009834563253,0.13729091171488472,0.04637714528403322,-0.010283141200369404,0.33935940879218474,0.4206626583441407,0.08285647868947159,0.12085497984951543,0.34300719922131623,0.7350110640592937,0.3941226133159416,0.6487267063801384,0.20608286207789409,0.12719649047652914,0.8162479107709006,0.19078451248509565,1.0,0.24049665536610856,0.3587492087433444,0.5073380692243225,0.030999891060951818,0.15007557009916608,0.32356617818871874,0.13839602023520794,0.2578962291340665,0.46093001120158,0.7249959194539803,0.4696773470822253,0.39864879710378726,0.43612107993907634,0.39229372843857235,0.1944967082208455,0.4429839738124439,0.45801059517560583,0.6971420392440508,0.6600939173254271,0.5547653230087211,0.21927901282820003,0.24354283873176316,0.61784156702562,0.1152148760809172,0.16018429031584766,0.5484962287730932,0.7342616223540206,0.6961486768436093,0.022496245738837708,0.16398628184242395,0.25185617464156207,0.5130699808958461,0.4456437423913652,0.12767990315596542,0.42145937667488237,0.815415914669181,0.5004873865867174,0.3646471303407929,0.8267635209392566,0.5904929516888549,0.1689667935504842,0.4389858721018685,0.26228583011464995,0.5195227427223506
