,Thal_MGN_L,Frontal_Inf_Tri_L,Thal_LP_R,Putamen_L,SN_pc_R,Cerebellum_Crus1_R,Thal_MDm_L,OFCpost_L,Thal_IL_L,Cingulate_Post_R,Thal_PuM_L,Thal_VPL_L,Vermis_7,Occipital_Sup_R,Vermis_1_2,Caudate_L,Heschl_R,Occipital_Mid_L,VTA_L,Cerebellum_8_L,Olfactory_R,Precentral_L,Frontal_Inf_Orb_2_R,Occipital_Inf_L,Temporal_Pole_Sup_R,Temporal_Sup_R,Thal_MDm_R,Cerebellum_8_R,Occipital_Sup_L,Temporal_Mid_L,Cerebellum_4_5_R,Thal_AV_L,Parietal_Sup_L,Postcentral_L,Cerebellum_Crus2_R,Cerebellum_7b_L,Cingulate_Mid_R,Calcarine_R,ParaHippocampal_R,Calcarine_L,SupraMarginal_L,Red_N_L,Insula_R,Frontal_Sup_2_L,Pallidum_R,Thal_VA_L,Olfactory_L,Putamen_R,Thal_LGN_R,Angular_L
Cerebellum_8_R,0.25619676692205057,-0.04565993907268923,-0.12238925599635811,-0.16555728062542385,0.1556312887568593,0.25166608070303725,0.11157008719405212,-0.19575074503536227,0.3849334044819917,0.15428442940477752,0.2876737150299207,0.1670360782964749,-0.010855497840489774,-0.12161072880475177,-0.1025386027235187,-0.1016118442544813,-0.10665065257310284,0.21532484812155553,0.31395410036561133,0.8688778501928948,0.18133974146742346,0.055731343067935535,0.13118653161147234,0.06744457145830939,-0.0006498994045890847,-0.2199965628918352,-0.0254973737187209,1.0,0.28054980548724173,0.25642391932230707,-0.11959205703899656,-0.13721461913104188,0.11926279803861095,0.22794735090686022,0.37895761819124096,0.6160352071701473,-0.03231518634827628,-0.08299687554397187,0.7109130481572571,-0.0247708831649544,0.17095836613814677,0.08058125478664183,0.35281814871756184,-0.012349499353153184,-0.10293998881109992,0.02521721970050695,-0.16407222586571346,-0.00010242574848508527,0.397780175819828,0.004911700118550356
Occipital_Sup_L,0.1712208006267876,0.05202956822024067,-0.2077738738584767,-0.1165454677221991,0.1869252729649175,0.2973871376834868,-0.11916942829290825,0.1951638544180663,0.03543831056333239,0.05289879075116303,-0.07774804620556881,0.01618814855032787,-0.07657114501473472,0.42748524929200205,0.29535298161220364,-0.31295061456031076,-0.23187490067970845,0.521035059953884,-0.1832991865018924,0.3779440356803021,-0.04407733906996656,0.06609617211799919,0.29752606373330875,0.29871803162865485,0.12697886398961114,0.22625642530963763,-0.24624246100622263,0.28054980548724173,1.0,0.07815315306291311,0.4753831902166887,0.07961293934179973,0.47200214803996027,0.39710932115362724,0.4581028298918238,0.38837300155181514,-0.12156508292215083,0.4980351308559255,0.11356185004010426,0.4663995801020316,0.5379865529205015,-0.20308365151402044,0.060721035214375746,0.1216564537304283,-0.06994841256317791,-0.1302089526333142,-0.2212943409203543,-0.17894818930683945,0.14577240193167987,0.2584004756014127
Temporal_Mid_L,0.34544023794161366,0.14896389638303692,0.1579115669843179,0.3674923471451257,0.1355858690124115,0.453910466953607,0.3029303699421352,0.2297463164991732,0.3433443895214814,0.1547991387810674,0.183517997260175,0.25147213835939586,-0.21343783244450892,-0.1117873256342978,0.43177554915610117,0.5495390803421754,0.16885915385395125,-0.028242866581568236,0.0985456139184877,0.3777992976926388,-0.1650620372449457,0.061058149192191234,0.44975206861482636,0.3419500843616081,0.16407715914778248,0.03158792037070017,0.1427698678516023,0.25642391932230707,0.07815315306291311,1.0,0.17250670432236553,0.37327057198895613,0.2168755903064138,0.10561905768208851,-0.042155494725174825,0.3360066885230042,0.4714122801973737,0.08830230934102078,0.3258424623341473,0.17605404053879176,0.09729965934928238,0.13866814123537605,0.2542988391019948,0.47980841442693745,0.4775823807091315,0.19718813650675107,0.0399302799619242,0.5395071633386164,0.42388601296932155,-0.19324362268643266
Cerebellum_4_5_R,0.2404008074940729,0.24896883088367033,-0.004894613613028893,0.07498530626706422,0.39726754218585175,0.43992306712180523,-0.21976512572027512,0.5180884415441243,-0.12391071833028346,0.07428159970539276,-0.26602896614287586,-0.030704861153495463,-0.2024457135827741,0.7921789513209788,0.6957668946033086,-0.16913875675519358,-0.13669627606031973,0.6164785439408952,-0.38087247677196234,0.13571132398324623,-0.2914753291638904,0.22310625941180734,0.5096883503880264,0.5691858742708961,0.31796319134537315,0.6635388600718156,-0.31348527250565333,-0.11959205703899656,0.4753831902166887,0.17250670432236553,1.0,0.3552403178180183,0.6877474289278948,0.6106022848925536,0.556236922281267,0.21378970496287034,0.057139273171269274,0.9459493714787618,-0.24951896459083195,0.8816166798985126,0.7769312709532082,-0.38905732598166515,-0.1808879536070985,0.32887058235670413,0.18194744562287365,-0.11789073202067951,-0.054989313978727056,-0.12558581995074009,0.15860562349682863,0.20150516962216358
Thal_AV_L,0.5183800899090969,0.24993607827058026,0.35401068343285,0.5131889534015392,0.028849665107797746,0.007910284784216494,0.4936037929540217,0.5288860486223128,0.3962392391765714,0.46805130220489866,0.2675856497884089,0.4423839722642065,-0.213286665919247,0.1858968987708639,0.6228058352346765,0.23859885896600083,0.24932794823009322,0.09796666361787848,-0.15348115420311248,0.044046581013821896,0.1565294623933384,0.47487225901847835,0.23385170903193656,0.19258419880624542,0.27102453699905227,0.35969145912637074,0.3060478456380107,-0.13721461913104188,0.07961293934179973,0.37327057198895613,0.3552403178180183,1.0,0.30625640322939535,0.3554433885787143,-0.03507109358372589,0.17863175692956035,0.4668405661725224,0.31249027958098424,-0.09037155699982148,0.3424275122501753,0.32616423580156967,0.228528473653065,0.01912329881332662,0.5265867916205772,0.3020933157433251,0.48873000294446994,0.33663142533295065,0.22480375740166167,0.3253556952435803,-0.0984201688884044
Parietal_Sup_L,0.2124713836156622,0.32642685308378133,-0.0631864432938938,-0.006501183090622715,0.32185653695535393,0.329728601876161,-0.15744878769733675,0.40196552421970494,-0.001979919956118851,0.16345675911922883,-0.11153448496893945,0.10265746124386255,-0.18040391342094217,0.5775131845088362,0.612146912383203,-0.2745096823602,0.0058055811252724085,0.5498298856750491,-0.1943684943898424,0.32808219569655056,-0.20302088993305167,0.36085576835342115,0.34986311693933286,0.4165313927465704,0.1708388546440528,0.479196522560047,-0.28711794008105834,0.11926279803861095,0.47200214803996027,0.2168755903064138,0.6877474289278948,0.30625640322939535,1.0,0.7176580024875978,0.29865962393802,0.26500729784129906,0.08134186165978907,0.7228298166381629,-0.12972274162931058,0.7603523188102059,0.7823674993538647,-0.3422784406305151,-0.183737026095785,0.22745536547963613,0.06655722094905155,-0.09371547525998328,-0.051661249604464304,-0.14748013928550296,0.1742462387124896,0.07990339245951567
Postcentral_L,0.4635762365895739,0.42593758917433705,-0.08559569763651256,0.09875413064791931,0.39935996103119203,0.1728909494619694,0.0716158502709557,0.4039234749453539,0.27970638749003646,0.3983407276997288,0.21167997730073576,0.32813849997540095,-0.0963597285340691,0.5121916638585682,0.5483906076191568,-0.31563440693671535,0.2532556301122358,0.5588883062753818,-0.11383304504835005,0.3912012772874776,0.026537988116071384,0.7531900486411123,0.20980647273485387,0.290123261901837,0.2256082401338285,0.6235681281226632,-0.049944074357253926,0.22794735090686022,0.39710932115362724,0.10561905768208851,0.6106022848925536,0.3554433885787143,0.7176580024875978,1.0,0.32821510310742896,0.3144689772958109,0.07839935632994827,0.6514776775672559,0.08517134380878982,0.6843630577644094,0.8335378305732171,-0.17529948781567772,-0.05677071127677939,0.18505980641133332,-0.012996216508879149,0.07963771719770808,0.15295531027300752,-0.14583803143106724,0.42589762522283914,0.05576531439974299
Cerebellum_Crus2_R,0.08757959743590911,-0.034305097131476114,-0.10570490944593462,-0.12804842446588902,0.2537046546075714,0.4396280191306971,-0.202023997694464,0.05430275360566846,-0.025824004522474346,-0.08479870270156309,-0.15898202731390318,-0.07928394615213366,0.04945730026630218,0.4907570916234254,0.12799506526270554,-0.17250004114697176,-0.3320260867807262,0.5371264918993991,-0.0588638799073038,0.33182023767535285,-0.10707304712900013,-0.025738961127826362,0.38946784891010006,0.4223423428397655,0.1113224295884484,0.2772276774633991,-0.2482832458817378,0.37895761819124096,0.4581028298918238,-0.042155494725174825,0.556236922281267,-0.03507109358372589,0.29865962393802,0.32821510310742896,1.0,0.3911052018835496,-0.1396174651365742,0.5320375619090099,0.2095719352522944,0.42626031493810257,0.46873121482092267,-0.3307617045447751,0.11307905858918317,0.12024118218522745,0.07844485560091781,-0.17569942499140243,-0.20093971967193128,-0.13730945109505796,0.2447691789596294,0.282830489083359
Cerebellum_7b_L,0.3268553958769968,-0.16305237267613665,-0.12456292278938343,-0.053819914408310396,0.19610696283484963,0.24604572506399502,0.14265001339526226,0.06211264685744997,0.3522381586085654,0.2928065442793799,0.09531106779961866,0.06397232875973975,-0.08934876780114427,0.14958531670969663,0.28541373188494207,-0.0669612772290417,-0.14875771904844967,0.346994658023104,0.07426552519298661,0.6812901154556682,0.16271767313820648,0.05910002556415045,0.18321854032620805,0.20451595075937337,0.06012185798061464,-0.05045468440286105,-0.099376341305717,0.6160352071701473,0.38837300155181514,0.3360066885230042,0.21378970496287034,0.17863175692956035,0.26500729784129906,0.3144689772958109,0.3911052018835496,1.0,0.06680018560759982,0.23861963117854232,0.41991059996259467,0.24810868361493477,0.3586439148834136,0.06237522152177743,0.07965303844197968,0.12061915897971404,-0.08093721840021205,0.09558407234276757,-0.09075754329947346,-0.10364994080478378,0.32574343315553067,-0.015682464543910736
Cingulate_Mid_R,0.3744095511865608,0.18412705354010056,0.4103744747276938,0.5483498472604301,0.030069171203373813,0.03749692172134802,0.4523162404890259,0.18428515117005365,0.29130274127293243,0.34164919951544387,0.4379029506391739,0.5155083320992603,-0.01881365522123091,-0.13169618870689534,0.24367792583409442,0.6206912789690202,0.38108137049726964,-0.17544792423722283,0.23095551252842184,0.01589629422542236,0.13050046605187082,0.30840261765980886,0.31151436098106944,0.23253162340116346,0.19053169090330754,0.24554382830052823,0.40716693959828787,-0.03231518634827628,-0.12156508292215083,0.4714122801973737,0.057139273171269274,0.4668405661725224,0.08134186165978907,0.07839935632994827,-0.1396174651365742,0.06680018560759982,1.0,-0.01819551453261136,0.14560983233908997,0.032123502772575294,-0.15019478654731852,0.26285402524048856,0.26923730711449295,0.7084295952755487,0.5437160108908198,0.34415563063266674,0.36055533810041135,0.6233325035834876,0.42851793966655466,-0.23104188574744616
Calcarine_R,0.2015028151326122,0.2555323358544727,-0.058201029469173424,-0.03652399589226938,0.3615422263079453,0.373446454318357,-0.28267111376174037,0.5097814079085377,-0.17752879626229556,0.05630130998837229,-0.2855935965727127,-0.07145964365383037,-0.15659758181508418,0.8245277746853392,0.6466031890427641,-0.2771106771628252,-0.17235670983286075,0.6748563649999285,-0.3845850570270044,0.17186712313569444,-0.28674680158673344,0.22651827322721915,0.4742069086181289,0.5718371063748374,0.26373666714150074,0.6516950767117876,-0.3674458281492638,-0.08299687554397187,0.4980351308559255,0.08830230934102078,0.9459493714787618,0.31249027958098424,0.7228298166381629,0.6514776775672559,0.5320375619090099,0.23861963117854232,-0.01819551453261136,1.0,-0.2623879364042589,0.950205486519193,0.8240262553075486,-0.4753283912785477,-0.20172185067202167,0.25813604472844165,0.09236994701497689,-0.16819009849651823,-0.10084267832091198,-0.21139796106170056,0.1265670498356516,0.19549626702183417
ParaHippocampal_R,0.3376806283462131,-0.06575438201047268,-0.06945071545112042,0.040982032584737565,0.07348158700457105,0.15670853094563283,0.2654262805708723,-0.2787502574916648,0.4833133891460889,0.3140158592662652,0.4322173651353603,0.29410751713232847,0.01663072878250784,-0.35051875044636704,-0.21365115763955952,0.18127143012996794,0.02265016427878791,-0.08861404168916089,0.34405989154558,0.5595102527027159,0.3976299881321172,0.07187215377793713,0.13378562202517136,-0.032679479004099406,-0.04801913441437309,-0.1840801329531866,0.23766631733248428,0.7109130481572571,0.11356185004010426,0.3258424623341473,-0.24951896459083195,-0.09037155699982148,-0.12972274162931058,0.08517134380878982,0.2095719352522944,0.41991059996259467,0.14560983233908997,-0.2623879364042589,1.0,-0.22649175781625114,-0.07598507778403658,0.3150784711009937,0.5620420582464969,0.07192922970701103,0.0897809627678224,0.1740847065001178,0.023896280070781036,0.26822610729232654,0.5739719583664404,-0.0954699428964788
Calcarine_L,0.26089662460672863,0.3426321703536235,-0.0466156105346058,-0.04907779062880023,0.34094064164137516,0.3572167318997901,-0.24857239013061072,0.5551897971358073,-0.15269474998894972,0.11659749864883663,-0.2070649299218636,0.0015862945598390874,-0.20484377372251136,0.7666167994902637,0.6918369804579262,-0.2789148341387862,-0.10060132542703386,0.627206021828964,-0.3859615289796145,0.26260947734252577,-0.26998470495232024,0.28778476198593045,0.47182279242726727,0.5520089124756581,0.27719088252628166,0.616440860059374,-0.3564061998589298,-0.0247708831649544,0.4663995801020316,0.17605404053879176,0.8816166798985126,0.3424275122501753,0.7603523188102059,0.6843630577644094,0.42626031493810257,0.24810868361493477,0.032123502772575294,0.950205486519193,-0.22649175781625114,1.0,0.8485485944204649,-0.4405033625405283,-0.1657592900927929,0.27441510057846435,0.05907372233663982,-0.15282401653444694,-0.09594390435109369,-0.18150865464739394,0.12840051353168616,0.1389310348709606
SupraMarginal_L,0.3296855928499359,0.3604675624669122,-0.12036181425907473,-0.10942201512577057,0.327082752802284,0.30959500467617695,-0.21266329244365423,0.47312984664480445,0.05657559584893391,0.19146334002458093,-0.13049878090723666,0.05821348398071529,-0.22514737225263506,0.6764105255386625,0.682867024725593,-0.49373437421673444,-0.03552129366630755,0.7021884704547428,-0.33076057223773103,0.41527801884852816,-0.1393692170255685,0.4300701381720156,0.3445481658208044,0.393848701984316,0.1658219057588624,0.5040115682614,-0.37003587069053445,0.17095836613814677,0.5379865529205015,0.09729965934928238,0.7769312709532082,0.32616423580156967,0.7823674993538647,0.8335378305732171,0.46873121482092267,0.3586439148834136,-0.15019478654731852,0.8240262553075486,-0.07598507778403658,0.8485485944204649,1.0,-0.3656941091623528,-0.18861137049830495,0.09628290777525186,-0.07357180901855563,-0.13947397957844482,-0.09362500084839705,-0.29635526831456793,0.19831470607260981,0.16885884028863934
Red_N_L,0.43447295977863576,-0.02593171346204206,0.061093334243201465,0.4785801166773235,-0.10951558197678825,-0.2995162602754182,0.6170991144855915,-0.04304691991067669,0.5254508350173585,0.35696929815596923,0.5431553860539559,0.4068534534302269,-0.15871680719753614,-0.4682585169558601,-0.054797187101096816,0.24377984328332925,0.259644242396314,-0.40577093626398486,0.21305189259372104,0.023378426266309146,0.5488311124463976,0.21324145882824425,-0.2822141281439794,-0.31573375929142167,0.167946313746201,-0.17914727901184235,0.5780369939135822,0.08058125478664183,-0.20308365151402044,0.13866814123537605,-0.38905732598166515,0.228528473653065,-0.3422784406305151,-0.17529948781567772,-0.3307617045447751,0.06237522152177743,0.26285402524048856,-0.4753283912785477,0.3150784711009937,-0.4405033625405283,-0.3656941091623528,1.0,0.2937766789793649,0.21733483721089944,0.050400415391143746,0.5418294003269419,0.42302645653911103,0.2570974689309184,0.1620358037397536,-0.12107527694019093
Insula_R,0.3911468406238295,0.34711734753830287,0.12656587013215917,0.17438692208656875,-0.1372521317165407,0.10217722537236702,0.222961205608537,-0.03374990963955776,0.16907485981585915,0.1016176317563958,0.4998412252996481,0.4406323017011978,-0.015126886622862545,-0.27137776595614016,-0.14077953305684282,0.2823367111024572,0.2392626166853901,-0.19197669114831847,0.09140643332943235,0.2879562187634889,0.06965916960802968,0.11909500552195652,0.34795137527770514,0.07622808082698825,0.3677712576223698,0.19260719772464788,0.41167720304034067,0.35281814871756184,0.060721035214375746,0.2542988391019948,-0.1808879536070985,0.01912329881332662,-0.183737026095785,-0.05677071127677939,0.11307905858918317,0.07965303844197968,0.26923730711449295,-0.20172185067202167,0.5620420582464969,-0.1657592900927929,-0.18861137049830495,0.2937766789793649,1.0,0.3458368216290135,0.2696578291160279,0.1234025554734162,-0.01415120054678368,0.563473536375942,0.43552228895784467,-0.11630506585529966
Frontal_Sup_2_L,0.4421237070876265,0.33763366300498876,0.28002277053150176,0.5575414283548771,-0.045508065596340644,0.20078434591503475,0.3017461971213112,0.4511859403964762,0.18059020240668702,0.23884649271481745,0.2783117496770998,0.42300962338514203,-0.1478594042452745,0.09653827038210576,0.38074004697300823,0.43982200967089025,0.14419244533591152,0.0749106217805087,0.04910976576007468,0.10344506705955402,0.07564282240801586,0.28511474962032696,0.5385728858960657,0.4006199944266785,0.3707237762451442,0.37081164674636574,0.2941060232912771,-0.012349499353153184,0.1216564537304283,0.47980841442693745,0.32887058235670413,0.5265867916205772,0.22745536547963613,0.18505980641133332,0.12024118218522745,0.12061915897971404,0.7084295952755487,0.25813604472844165,0.07192922970701103,0.27441510057846435,0.09628290777525186,0.21733483721089944,0.3458368216290135,1.0,0.4983774946062888,0.3089218472655923,0.290460770051505,0.5165869321925866,0.32928345963727235,-0.07032547935500491
Pallidum_R,0.23558710567861996,0.2568844054118026,0.45812337716264745,0.6517580641717108,0.17543860790184215,0.3947370306089238,0.2844502758914596,0.051353451786143624,0.205355411516165,-0.11424499439664476,0.15403680402705247,0.35306750508289564,0.09062648176407138,-0.011922067574951943,0.1326222283521611,0.6376685232852227,0.21053362161070024,-0.12948867049859164,0.1773007922745576,-0.1223303719790219,-0.1507770657707598,0.0611981118951914,0.4822817304329413,0.3983938833101636,0.023300969250921812,0.2525623687208295,0.4128198858213529,-0.10293998881109992,-0.06994841256317791,0.4775823807091315,0.18194744562287365,0.3020933157433251,0.06655722094905155,-0.012996216508879149,0.07844485560091781,-0.08093721840021205,0.5437160108908198,0.09236994701497689,0.0897809627678224,0.05907372233663982,-0.07357180901855563,0.050400415391143746,0.2696578291160279,0.4983774946062888,1.0,0.22433321744917167,0.29222862669379307,0.8059651200558653,0.3788724644272305,-0.03909167170560088
Thal_VA_L,0.3623721618160345,-0.03703514835858493,0.18605339424472056,0.7033820536821042,0.16061488791687026,-0.13482510508938642,0.8394025489356072,0.09864170673898079,0.6913501952432395,0.3547205944238822,0.49582149702818434,0.5586439968144592,-0.005954502802508842,-0.18631252336382126,0.051774804186819616,0.43287355242050973,0.23724166889429552,-0.165477167848363,0.30650099659149993,0.036733943622043734,0.46303788322340445,0.36787711895061204,-0.25835398977368723,-0.09908919791018984,0.1202685414234777,0.020068880317568597,0.7033617400608123,0.02521721970050695,-0.1302089526333142,0.19718813650675107,-0.11789073202067951,0.48873000294446994,-0.09371547525998328,0.07963771719770808,-0.17569942499140243,0.09558407234276757,0.34415563063266674,-0.16819009849651823,0.1740847065001178,-0.15282401653444694,-0.13947397957844482,0.5418294003269419,0.1234025554734162,0.3089218472655923,0.22433321744917167,1.0,0.5853201363366308,0.2523625188438358,0.2336533724282905,-0.11109917903632817
Olfactory_L,0.27806468585276556,0.05867919692691391,0.17659980031875813,0.6567482210960883,0.1497495139268122,-0.21291633486012354,0.5710458748011644,0.18801926695055365,0.46756063845734624,0.3502914469926493,0.3585532326560961,0.3893759105710188,0.072181824442264,-0.15164217300556326,0.0648555215904972,0.3407946441550507,0.3768447824787472,-0.1643164694751773,0.2536755874375238,-0.16621163875514658,0.5818771005922675,0.4043216487478313,-0.2103254059371997,-0.08652376878038139,0.07011199320507375,0.15706523238631914,0.5165881579951468,-0.16407222586571346,-0.2212943409203543,0.0399302799619242,-0.054989313978727056,0.33663142533295065,-0.051661249604464304,0.15295531027300752,-0.20093971967193128,-0.09075754329947346,0.36055533810041135,-0.10084267832091198,0.023896280070781036,-0.09594390435109369,-0.09362500084839705,0.42302645653911103,-0.01415120054678368,0.290460770051505,0.29222862669379307,0.5853201363366308,1.0,0.20953029162157094,0.15008009576895023,-0.053776130544817294
Putamen_R,0.3529213604308123,0.41390006978605876,0.4152332463509571,0.6278350723804775,0.034687434817650006,0.21661686078714826,0.38028775765945877,-0.009143109904527467,0.2594155033995633,-0.0502615747655168,0.4493755478870074,0.514492480627459,0.04688901158509098,-0.3064135406403415,0.044389116359365835,0.703045624130941,0.40141678546540205,-0.34979520946078857,0.22471462051851437,-0.047224179737979335,-0.1335123008168649,0.11925025564520102,0.4124023015285643,0.20746128940320138,0.13263746075901203,0.17181065215687225,0.5686135246088855,-0.00010242574848508527,-0.17894818930683945,0.5395071633386164,-0.12558581995074009,0.22480375740166167,-0.14748013928550296,-0.14583803143106724,-0.13730945109505796,-0.10364994080478378,0.6233325035834876,-0.21139796106170056,0.26822610729232654,-0.18150865464739394,-0.29635526831456793,0.2570974689309184,0.563473536375942,0.5165869321925866,0.8059651200558653,0.2523625188438358,0.20953029162157094,1.0,0.46262621856954134,-0.16258469371190887
Thal_LGN_R,0.6022708328312202,0.26062649051543557,0.04263698464566528,0.3354344682315441,0.2923568776939283,0.08178046536264053,0.36516786256611383,0.04338794651109443,0.5726556470169374,0.4175944973628907,0.5342749157322918,0.5195174967358861,-0.034580480473875096,-0.014950937566772798,0.21356050807239058,0.2877615962844972,0.3378865714765746,0.021283761846084163,0.27661104276266457,0.3810331935258405,0.08702214878486418,0.4684821510928415,0.22829984583385055,0.2237271128504194,0.12896972620664265,0.3703593519894531,0.3697348392494296,0.397780175819828,0.14577240193167987,0.42388601296932155,0.15860562349682863,0.3253556952435803,0.1742462387124896,0.42589762522283914,0.2447691789596294,0.32574343315553067,0.42851793966655466,0.1265670498356516,0.5739719583664404,0.12840051353168616,0.19831470607260981,0.1620358037397536,0.43552228895784467,0.32928345963727235,0.3788724644272305,0.2336533724282905,0.15008009576895023,0.46262621856954134,1.0,-0.16327001994704166
Angular_L,-0.08062973447167052,-0.02262265610653917,-0.08553422227989685,-0.04292510994909426,0.16708564965141864,0.13844408847902798,-0.08883118598344321,0.039239867236907845,-0.0859137526044436,-0.1952122151359876,-0.15295136207249974,-0.13956041827910207,0.12886217529314622,0.2715749639042662,-0.0500060244431773,-0.1758533407656728,-0.29674719416071305,0.3358419329210299,-0.02380827506304616,-0.03928988717180166,-0.05606299823156229,-0.09770134967164898,0.078515433758485,0.09374437080845019,0.06273190026718545,0.05031323185509813,-0.09499448196194757,0.004911700118550356,0.2584004756014127,-0.19324362268643266,0.20150516962216358,-0.0984201688884044,0.07990339245951567,0.05576531439974299,0.282830489083359,-0.015682464543910736,-0.23104188574744616,0.19549626702183417,-0.0954699428964788,0.1389310348709606,0.16885884028863934,-0.12107527694019093,-0.11630506585529966,-0.07032547935500491,-0.03909167170560088,-0.11109917903632817,-0.053776130544817294,-0.16258469371190887,-0.16327001994704166,1.0
