,Supp_Motor_Area_R,Temporal_Sup_R,Precuneus_R,Cerebellum_4_5_L,Vermis_1_2,Thal_VPL_R,Insula_L,Thal_LP_R,LC_R,Occipital_Sup_L,Lingual_L,Putamen_L,Lingual_R,Cerebellum_9_L,Thal_IL_R,Red_N_L,Postcentral_R,Vermis_3,ParaHippocampal_L,SupraMarginal_R,Raphe_D,Frontal_Inf_Tri_L,Thal_PuM_R,Thal_MGN_L,Vermis_4_5,VTA_L,Frontal_Inf_Oper_L,Temporal_Pole_Mid_L,SN_pc_L,Occipital_Inf_L
Lingual_L,0.21223770195651134,0.15219155591784633,0.4537354051184589,0.5957331554014902,-0.1925053174534095,-0.1930705111882463,0.221729451114674,0.3871672860719725,-0.19633469194846406,0.5979966278554824,1.0,0.04155739121918861,0.8859773048466723,0.6076985494157526,0.2615569194608076,0.1510542449343091,-0.044959593281649265,0.5845811582031412,-0.5170383336014608,0.2098853876361955,0.3600525075615262,-0.001526739751295796,0.6422180128947643,0.21088561768149564,0.327119455934758,0.3848097558900816,0.1906554097802933,0.2566435082878546,0.20181092571722034,0.6513252812503623
Putamen_L,0.08988034097199088,0.054082118085259395,0.01713934734815631,-0.17536493668401604,-0.10375107476191131,-0.031146812990229273,0.22867400882143823,-0.009790343974373495,0.18271630819307663,-0.15846091194405565,0.04155739121918861,1.0,0.0661503190500977,-0.0722753888204135,-0.054011976035987765,0.07150397511238141,0.21267805015414698,0.06396971698200082,-0.047766347835425486,0.1462271238983548,-0.3181506289696549,-0.3837841460324817,-0.06363669625455007,-0.2689837878222647,0.09146816772561395,0.08457387285894799,-0.5376247031563618,-0.07266978547414185,-0.37375179187111635,-0.20382044564133767
Lingual_R,0.08301111401551348,0.06872839608850968,0.4084110631385532,0.636617289596624,-0.3017199823367436,-0.41398670069345794,0.13460405109689355,0.3198963098739395,-0.258781496350717,0.7274227227282128,0.8859773048466723,0.0661503190500977,1.0,0.699080070417118,0.0806653381233151,0.21293046034206067,-0.010282900433997768,0.7073596674420393,-0.6665998476866309,0.2570433179562944,0.32474300358504316,-0.06974865940624372,0.640818266723158,0.16781685729957935,0.2332544678556586,0.5176754172867895,0.17372618450030317,0.4235937274329049,0.1064340555551583,0.689999171294607
Cerebellum_9_L,-0.10603971752944945,-0.14187730636641885,0.10333187191255644,0.38270034539985665,-0.49075213166306986,-0.28442988064194324,0.03512942267316699,0.2968838029003476,-0.49185245849345277,0.4798035294933253,0.6076985494157526,-0.0722753888204135,0.699080070417118,1.0,-0.10027479685812718,0.26695043136299784,-0.2064752721254091,0.5277252196173418,-0.8238958616724212,0.04947499653884566,0.28383590338434006,-0.124520306302417,0.43857506559952664,0.0016125573956396707,-0.08024400404502664,0.3786679769514928,0.09959609745304607,0.40905711814333817,0.08570400383472127,0.6505728261148893
Thal_IL_R,0.12807960831803658,0.32921026995112507,0.37939605987760516,0.14134831858714642,0.12336420727367756,0.34627067295933467,0.12689063150796867,0.27235297855503937,0.15658203207369534,-0.01864822451784966,0.2615569194608076,-0.054011976035987765,0.0806653381233151,-0.10027479685812718,1.0,-0.046585759144106856,0.06440153254800676,-0.03007604575415978,0.16720824508728874,0.13907473362654313,0.08166026965520967,0.019082032943101363,0.3272762636525481,0.09079464092406962,0.22657079883563844,-0.26207158248984636,-0.01084116431027554,-0.32533300301413304,-0.03388647774063022,0.07655231598758774
Red_N_L,-0.11571167319460283,-0.500967938650121,-0.03355127124301708,0.23723186166197902,-0.23551659237342173,0.2005768180789741,0.023950621344396898,-0.0291373054993766,-0.06603355283967738,0.27384210945282045,0.1510542449343091,0.07150397511238141,0.21293046034206067,0.26695043136299784,-0.046585759144106856,1.0,-0.4410154230813381,0.23331139587479374,-0.2869834201032013,-0.2905134364694669,0.3304233717079817,0.2858322016914415,0.3859248341633122,0.21114403067723583,0.17815779864962072,0.05680637986158544,0.36826455326905866,0.2128176108168323,-0.24871601701357404,0.3291297742004906
Postcentral_R,0.3787079512285641,0.6481416612049263,0.2543744936783638,-0.2095229332570895,-0.14895187191434173,-0.27450054986649536,-0.17757659261730793,-0.15886035251608438,-0.06977892564895417,-0.08694581790931757,-0.044959593281649265,0.21267805015414698,-0.010282900433997768,-0.2064752721254091,0.06440153254800676,-0.4410154230813381,1.0,0.1618799264687348,0.08599595735569339,0.8514835295911432,-0.31015373279210745,-0.6411972689120692,-0.39309767836390863,-0.19321230784126076,-0.32454782866530996,0.17227584865944998,-0.5847911558821406,-0.5722537701245822,-0.3338249156005592,-0.4088814664516421
Vermis_3,0.15833967182241462,0.05570542258866759,0.49640229430825134,0.6347257566698074,-0.38251481215450145,-0.38719952274611624,0.13920611592929544,0.008983721785119515,-0.4563322404855335,0.6385589540350737,0.5845811582031412,0.06396971698200082,0.7073596674420393,0.5277252196173418,-0.03007604575415978,0.23331139587479374,0.1618799264687348,1.0,-0.4940285008897277,0.31195430218488224,0.27905983711652343,-0.07522211232900422,0.44574213418262326,0.022668045974033782,0.037663367282772385,0.4925706635781598,0.06932589280112074,0.14001242180070017,-0.07512411476032499,0.5329495373517809
ParaHippocampal_L,0.20053858826545634,0.20390682908613572,0.054345497156104615,-0.14823568350381366,0.6764758591820186,0.5063567207396524,0.2504671401615348,-0.20027921284236838,0.584526455320415,-0.5157458664260207,-0.5170383336014608,-0.047766347835425486,-0.6665998476866309,-0.8238958616724212,0.16720824508728874,-0.2869834201032013,0.08599595735569339,-0.4940285008897277,1.0,-0.08249973461903472,0.03823324412701506,0.2339302590806548,-0.42709929164581806,0.10852730945419234,0.2341683603882685,-0.26717429717943897,-0.1059446473591097,-0.4019655893980343,0.17281110576188155,-0.48363219231955745
SupraMarginal_R,0.5248297277755347,0.799248502747929,0.33696719365072064,-0.011403496531327365,-0.1309734382127055,-0.19768814681004113,0.056927547634504264,-0.10820805502740607,-0.10843304607644136,0.050410268372116436,0.2098853876361955,0.1462271238983548,0.2570433179562944,0.04947499653884566,0.13907473362654313,-0.2905134364694669,0.8514835295911432,0.31195430218488224,-0.08249973461903472,1.0,-0.04684762164979331,-0.705656255476584,-0.21312473917024277,-0.10359280415645962,-0.23135710788714045,0.3464972266972369,-0.5992425293892288,-0.4314294219201985,-0.3269574607969169,-0.16991196463966327
Raphe_D,0.15276631686938094,0.0232687290911934,0.2573099933054368,0.564624195420977,0.2758153066334055,0.29770182217243185,0.41027544601625243,0.07334229578057735,0.046487313085380975,0.25758526501060264,0.3600525075615262,-0.3181506289696549,0.32474300358504316,0.28383590338434006,0.08166026965520967,0.3304233717079817,-0.31015373279210745,0.27905983711652343,0.03823324412701506,-0.04684762164979331,1.0,0.23197198226555882,0.25979545567232887,0.4033568609896194,0.38731825595139807,0.2462125955183307,0.2862416137999266,0.22338429201755544,0.31630801813323334,0.43847008712578284
Frontal_Inf_Tri_L,-0.2204896719978082,-0.5869934808931727,0.04091295454147603,0.3705675788603087,0.21130634256578493,0.1939888705004175,0.05295079483594206,0.15364131518691387,0.17704256701944615,0.19506984932946314,-0.001526739751295796,-0.3837841460324817,-0.06974865940624372,-0.124520306302417,0.019082032943101363,0.2858322016914415,-0.6411972689120692,-0.07522211232900422,0.2339302590806548,-0.705656255476584,0.23197198226555882,1.0,0.3312707221510319,0.37176282692638873,0.3563344952314641,-0.2460294670646712,0.8022514658033719,0.3460564201710439,0.41525118671890954,0.2973120128848906
Thal_PuM_R,-0.13416186016481804,-0.28176578172110145,0.47988446766932363,0.5721537886976709,-0.2602142922629673,-0.1916060103800096,0.0875917692382212,0.5159260334988478,-0.11289288166530098,0.7370193679713252,0.6422180128947643,-0.06363669625455007,0.640818266723158,0.43857506559952664,0.3272762636525481,0.3859248341633122,-0.39309767836390863,0.44574213418262326,-0.42709929164581806,-0.21312473917024277,0.25979545567232887,0.3312707221510319,1.0,0.1692096993376064,0.2547903654101132,0.1212852958573529,0.49133862110767784,0.3465130472004894,0.13583094997308331,0.7793700176690783
Thal_MGN_L,0.09531640235999052,-0.10610218566617434,0.14287776566004423,0.31501548182426314,0.21443883398689173,0.1565043145228221,-0.03294042768058096,0.10912543305061292,0.12958009629849054,0.18510310300749633,0.21088561768149564,-0.2689837878222647,0.16781685729957935,0.0016125573956396707,0.09079464092406962,0.21114403067723583,-0.19321230784126076,0.022668045974033782,0.10852730945419234,-0.10359280415645962,0.4033568609896194,0.37176282692638873,0.1692096993376064,1.0,0.43268230426153853,-0.027467903067129845,0.42024842586633065,0.1757224149649126,0.23817418390327708,0.10044851502888406
Vermis_4_5,0.16181171230383318,0.013893177790933638,0.25904429664518575,0.49079013408944844,0.42489289106660655,0.39368527209453813,0.39336359161883167,0.08780885756250581,0.4844879691657257,-0.0082773184783787,0.327119455934758,0.09146816772561395,0.2332544678556586,-0.08024400404502664,0.22657079883563844,0.17815779864962072,-0.32454782866530996,0.037663367282772385,0.2341683603882685,-0.23135710788714045,0.38731825595139807,0.3563344952314641,0.2547903654101132,0.43268230426153853,1.0,0.011436122959416567,0.2080791465782341,0.20998921719157343,0.15855345102289323,0.16015203393316227
VTA_L,0.22247734399679375,0.2153139233945867,0.16891352201262316,0.26664877028941636,-0.08717835846928312,-0.32513194491384795,0.24613700492876903,0.010041314660863188,-0.1052230317552713,0.38624820001149,0.3848097558900816,0.08457387285894799,0.5176754172867895,0.3786679769514928,-0.26207158248984636,0.05680637986158544,0.17227584865944998,0.4925706635781598,-0.26717429717943897,0.3464972266972369,0.2462125955183307,-0.2460294670646712,0.1212852958573529,-0.027467903067129845,0.011436122959416567,1.0,-0.07750461359392508,0.1677858943079367,0.1182958382835101,0.20051658190582197
Frontal_Inf_Oper_L,-0.2865642152555946,-0.5967017791748005,0.013529190119104889,0.37456480601386105,0.008419101585824193,-0.041506578454666855,-0.15567176863091306,0.20944324563796218,-0.11651358569024961,0.5006858549255526,0.1906554097802933,-0.5376247031563618,0.17372618450030317,0.09959609745304607,-0.01084116431027554,0.36826455326905866,-0.5847911558821406,0.06932589280112074,-0.1059446473591097,-0.5992425293892288,0.2862416137999266,0.8022514658033719,0.49133862110767784,0.42024842586633065,0.2080791465782341,-0.07750461359392508,1.0,0.47173994916801365,0.3695680012586741,0.3993384290379171
Temporal_Pole_Mid_L,-0.28852826666270354,-0.44952022611474174,-0.1828138052107616,0.33890056583869654,0.02927198640365224,-0.2011489039609815,0.06091457352133846,0.16159194432792484,-0.09375274531318249,0.39227998080370996,0.2566435082878546,-0.07266978547414185,0.4235937274329049,0.40905711814333817,-0.32533300301413304,0.2128176108168323,-0.5722537701245822,0.14001242180070017,-0.4019655893980343,-0.4314294219201985,0.22338429201755544,0.3460564201710439,0.3465130472004894,0.1757224149649126,0.20998921719157343,0.1677858943079367,0.47173994916801365,1.0,0.3200445440768844,0.4454718147141434
SN_pc_L,-0.10531133418516761,-0.10150098936426817,0.05075709272449183,0.2354478902626489,0.34080001320943687,-0.009546227162136333,0.14225075218361352,0.24625011164323096,0.03754445875049093,0.1488993192315948,0.20181092571722034,-0.37375179187111635,0.1064340555551583,0.08570400383472127,-0.03388647774063022,-0.24871601701357404,-0.3338249156005592,-0.07512411476032499,0.17281110576188155,-0.3269574607969169,0.31630801813323334,0.41525118671890954,0.13583094997308331,0.23817418390327708,0.15855345102289323,0.1182958382835101,0.3695680012586741,0.3200445440768844,1.0,0.28353169610604717
Occipital_Inf_L,-0.06721074542340714,-0.2369270507915888,0.4046059065745194,0.6686521760152603,-0.21476664172547494,-0.2107836339024713,0.22314341156432943,0.35149138469398655,-0.2269301858876559,0.6739607103198874,0.6513252812503623,-0.20382044564133767,0.689999171294607,0.6505728261148893,0.07655231598758774,0.3291297742004906,-0.4088814664516421,0.5329495373517809,-0.48363219231955745,-0.16991196463966327,0.43847008712578284,0.2973120128848906,0.7793700176690783,0.10044851502888406,0.16015203393316227,0.20051658190582197,0.3993384290379171,0.4454718147141434,0.28353169610604717,1.0
