,ACC_pre_L,Temporal_Pole_Sup_R,Cerebellum_3_R,Rolandic_Oper_R,Cerebellum_10_L,Supp_Motor_Area_R,Paracentral_Lobule_R,Frontal_Inf_Orb_2_L,N_Acc_L,Precentral_R,Rectus_L,Frontal_Sup_2_L,Temporal_Inf_L,Thal_PuM_L,ACC_sub_L,Angular_L,Frontal_Med_Orb_L,OFCant_L,Paracentral_Lobule_L,Caudate_L,Thal_MGN_L,Insula_R,Amygdala_R,Cingulate_Post_R,Putamen_R
Frontal_Sup_2_L,0.6833910029224862,0.3077876928983186,0.5000388753424857,0.35393642182922946,0.344975644754879,0.6128024038583667,0.5052124987818616,0.44473960069195456,0.09682781179171102,-0.08884470299140217,0.3641524917458397,1.0,-0.15090629436720487,0.10884549445155156,0.3959387111981699,0.30303662543305565,0.2134130042202355,0.6569462748800776,0.6448733178480561,0.39898099809246357,0.3723691711688803,0.37951855607261176,0.26850223910113524,0.37878802626181385,0.4014890420727945
Temporal_Inf_L,-0.19008061623834097,-0.7870807050496431,-0.4546613889641182,0.22150605793346645,0.20963359799293885,0.18672009633603437,0.033987413027892724,0.2900820304920361,-0.25077514521228467,0.6000334114974596,-0.10978617285062511,-0.15090629436720487,1.0,0.5594362038103318,-0.2599337515971675,-0.3609709324494276,0.01787152787084523,-0.16047809878218475,-0.0557745714260961,0.4323873279750357,-0.053201773277005225,-0.5651751961249342,-0.4875959437153383,-0.06209146466502864,0.42423588891357106
Thal_PuM_L,0.0004007948495100018,-0.5260837622104582,-0.22659389159485985,0.28562224144597875,0.4197106318265811,0.27169077039719747,-0.17957062622944767,0.43040154460640484,-0.03822134741269439,0.24325954827033708,0.08770453802578344,0.10884549445155156,0.5594362038103318,1.0,0.06050672702978266,-0.5546258949479699,-0.028146301743095414,0.2088365377999982,-0.09314996284137673,0.46440375344305806,0.2205943285678041,-0.31600531771875434,-0.23189574815871275,0.4080256921262197,0.3592467102066538
ACC_sub_L,0.4298814776148321,0.2259677008087763,0.15587536450273876,0.165767345346461,0.19688816264191825,0.07734880372818975,0.04854889374848454,0.34106852310740554,0.36008963757105705,-0.22938641207529184,0.2322044725252179,0.3959387111981699,-0.2599337515971675,0.06050672702978266,1.0,-0.13008279136669862,0.1746162804318643,0.5753229764458728,0.26502952315119016,-0.07542897341343369,0.19580554639272862,0.24551477842989552,-0.004448472472299194,0.1278939658614142,-0.03441062106980209
Angular_L,0.3350748761009893,0.5019573442854166,0.36110715055740866,-0.115695343293284,-0.27629965302978515,0.13519389748759372,0.5191079481536872,-0.13874164313319956,0.08182217273116008,-0.13091110912051127,0.03306219429022051,0.30303662543305565,-0.3609709324494276,-0.5546258949479699,-0.13008279136669862,1.0,0.0890201376848211,-0.05470719352771171,0.3739119055042902,0.13336267865653792,0.05019465460950457,0.46307513423995145,0.34790630957008695,-0.22136748995737718,0.14689075396931442
Frontal_Med_Orb_L,0.4458972926212164,0.09826984216248981,0.1842141340350545,0.08027300514126598,-0.01810239000066846,-0.14825845810193305,0.28476513923765123,0.06930447300631494,-0.015761186159487784,-0.011545088682936197,0.2769300134869405,0.2134130042202355,0.01787152787084523,-0.028146301743095414,0.1746162804318643,0.0890201376848211,1.0,0.33439831949400745,0.26036810689436896,-0.0027299089587404742,0.07043450529286144,0.025862989889741703,-0.021101609332925535,-0.12323236830232011,-0.020157806280194698
OFCant_L,0.5963318089818739,0.1895568926982617,0.3218020808777236,0.3558558071483643,0.35093968296955363,0.19152538205617622,0.33046044436768895,0.5424963505180594,0.17151943136516365,-0.05797693227869145,0.48074961029350644,0.6569462748800776,-0.16047809878218475,0.2088365377999982,0.5753229764458728,-0.05470719352771171,0.33439831949400745,1.0,0.4845268303127912,0.10603616286184489,0.40914820185034934,0.2030191141023051,0.006791811288893768,0.3304532858915145,0.11132428507653427
Paracentral_Lobule_L,0.4497859017670376,0.18423161706202568,0.4819728038081639,0.6022263942970801,0.07300464089372288,0.5672864035636684,0.8626792576217545,0.4768744113949861,0.04622337004392035,0.15872593983193928,0.28303796862271735,0.6448733178480561,-0.0557745714260961,-0.09314996284137673,0.26502952315119016,0.3739119055042902,0.26036810689436896,0.4845268303127912,1.0,0.10179242589411223,0.23496326198915243,0.32427816805036813,0.0729344257813105,0.11275963344421715,0.3992883128580499
Caudate_L,0.38655721342865296,-0.21710465247599425,0.04701388271594974,0.06164377280932139,0.3043177116464123,0.39937479123079034,0.18908568574054033,0.32069329484579634,0.008115890909036298,0.18619164775182814,0.022121557029687034,0.39898099809246357,0.4323873279750357,0.46440375344305806,-0.07542897341343369,0.13336267865653792,-0.0027299089587404742,0.10603616286184489,0.10179242589411223,1.0,0.21778520161210374,-0.03546325143971171,0.0071621544259062,0.3058982099372889,0.6471352987860935
Thal_MGN_L,0.22811507302298092,0.026780347695366052,0.05373243702971214,0.1907770820339259,0.2761318370962208,0.24864395230533692,0.1352359282886495,0.36432577238812974,0.09882526668325514,0.047265580473070286,-0.037859685100506545,0.3723691711688803,-0.053201773277005225,0.2205943285678041,0.19580554639272862,0.05019465460950457,0.07043450529286144,0.40914820185034934,0.23496326198915243,0.21778520161210374,1.0,0.01302429077672377,-0.08543412058257283,0.26882283849426963,0.14503409815142246
Insula_R,0.48455897103028256,0.7875127825576091,0.5963726074589369,0.11541133331114861,-0.1820943964180202,0.004026684578164768,0.2702331455796664,0.10482609951403953,0.4603592342753536,-0.4990798788189691,0.26950141779688475,0.37951855607261176,-0.5651751961249342,-0.31600531771875434,0.24551477842989552,0.46307513423995145,0.025862989889741703,0.2030191141023051,0.32427816805036813,-0.03546325143971171,0.01302429077672377,1.0,0.6703761738068962,0.0930397341948957,0.18066279262512552
Amygdala_R,0.37744039682614766,0.7729609533902155,0.48898713410849093,-0.2176121688080811,-0.09482178985613667,-0.024100780361632684,-0.0077016555327931455,-0.2554671489933958,0.06539452600546183,-0.6497297651316956,0.18786630046236644,0.26850223910113524,-0.4875959437153383,-0.23189574815871275,-0.004448472472299194,0.34790630957008695,-0.021101609332925535,0.006791811288893768,0.0729344257813105,0.0071621544259062,-0.08543412058257283,0.6703761738068962,1.0,-0.01966511355316012,-0.051323007192243655
Cingulate_Post_R,0.09315782768868766,-0.02939886673369959,0.2444731711140024,0.24764821931302827,0.34752986215485027,0.2634241215439223,-0.01220083132166775,0.2639109489009646,0.06486971675533731,0.03215689340140908,0.21501250224818091,0.37878802626181385,-0.06209146466502864,0.4080256921262197,0.1278939658614142,-0.22136748995737718,-0.12323236830232011,0.3304532858915145,0.11275963344421715,0.3058982099372889,0.26882283849426963,0.0930397341948957,-0.01966511355316012,1.0,0.22472688054137424
Putamen_R,0.3153102194036707,-0.24238454477192303,0.16218586802135998,0.5065176408102005,0.23589482103411433,0.5103850098428084,0.4723704510634711,0.5805546880744855,-0.0005981005632224379,0.3235715714026822,0.07738428872877183,0.4014890420727945,0.42423588891357106,0.3592467102066538,-0.03441062106980209,0.14689075396931442,-0.020157806280194698,0.11132428507653427,0.3992883128580499,0.6471352987860935,0.14503409815142246,0.18066279262512552,-0.051323007192243655,0.22472688054137424,1.0
