,OFCmed_R,Occipital_Mid_L,Frontal_Inf_Tri_R,Thal_PuI_L,Rectus_R,Cerebellum_Crus2_L,Parietal_Sup_R,Caudate_R,Cerebellum_8_L,Thal_VA_L,Cerebellum_7b_R,Thal_PuM_L,Cerebellum_Crus2_R,Raphe_M,Thal_VL_R,Cerebellum_8_R,Amygdala_R,Thal_VPL_R,Thal_PuI_R,Raphe_D,SupraMarginal_L,SN_pc_R,SN_pr_L,Cerebellum_3_R,Thal_VPL_L,Precentral_L,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_R,Thal_PuM_R,Fusiform_L,Postcentral_R,Thal_VA_R,Thal_MGN_L,Thal_PuA_R,Temporal_Pole_Sup_L
Cerebellum_7b_R,0.08375078534545898,0.30172670885255853,-0.23871101401038772,-0.29496015400377196,-0.1785322466340857,0.6511002286752412,-0.3229320096026492,-0.08229230821012555,0.5931996757400724,-0.20724634552352253,1.0,-0.5077642885974223,0.6713758613547947,0.4243571776064757,0.015014460857076972,0.6994777429433395,0.5691762298410444,0.08240442031556756,-0.44772547148565905,-0.40714843736706524,0.27928978075127814,-0.37433567645225063,-0.42435057587441777,0.31339807889953564,0.06803799002797024,0.428072853921439,0.22073326039274704,0.07600415053011034,-0.3070935432617052,-0.33936199116920635,-0.5740403276206197,-0.14943820029843055,-0.18000738216049306,0.2296924458039692,-0.11490707343216923
Thal_PuM_L,-0.1727827179306943,-0.3328983563291875,0.14875909185589395,0.3513032340282881,0.22692628573150012,-0.2128503548019932,-0.18476108164714647,0.19398336507511768,-0.13650353811761162,0.4002513928532479,-0.5077642885974223,1.0,-0.16324035273933996,-0.2659433384912121,0.20871357663702617,-0.17435626279658306,-0.23189574815871275,0.10934595412707691,0.4616117133616474,0.44277104888738533,-0.37228224531160675,0.3912445929697279,0.46692555053660206,-0.22659389159485985,0.31169653403814634,-0.3744166002380151,-0.18849958611976747,-0.012495137563116362,0.6742565003588,0.5237964027353621,0.14971244617436041,0.30011911282056997,0.2205943285678041,-0.06443994620508411,0.25660609298298587
Cerebellum_Crus2_R,-0.1986070464187259,0.3142949178046421,-0.3112885541838956,-0.30110583773094385,-0.24076012818111078,0.7262969908083258,-0.44215878255358004,-0.14694969025233653,0.6798574873255299,-0.22627490801629732,0.6713758613547947,-0.16324035273933996,1.0,0.5919072504024667,-0.08313225533741014,0.8817073216469015,0.5497439031823758,-0.02477889163231102,-0.4354523966877875,-0.44473588234319467,0.19049100350503714,-0.2741887083203548,-0.43924395391417115,0.14745766167678348,0.07111737714478875,0.2631652262794482,-0.017200879923177335,0.14487424963945283,-0.28173275823667454,0.03976225275595978,-0.4533337100334463,-0.26324940123694796,-0.14228418757646755,0.18115650459849109,0.2536356135747429
Raphe_M,-0.17332938530101746,0.6906989959523268,-0.3244659857658017,-0.4582033794996675,-0.21613805659685065,0.5305592742621983,0.027048162578290916,-0.13015433592070302,0.5738299702303084,-0.30919702408037825,0.4243571776064757,-0.2659433384912121,0.5919072504024667,1.0,-0.1932010714956732,0.6869323737680172,0.45720957035308196,-0.0899970204557728,-0.4693971328881291,-0.6751000872228294,0.31395086296962194,-0.14589147377763564,-0.6176911583840181,0.06236849835478558,0.1131831071168718,0.12292930735812657,-0.22383049863883347,0.003950318681596396,-0.5131435005243191,0.08093045441344451,-0.028204345825956677,-0.404689747640539,-0.1703333331600499,0.20238174774747486,0.4651496438496422
Thal_VL_R,0.4790511377157008,-0.34161953869345485,0.13728359809090035,0.5941210216985708,0.10050296186899783,-0.3080314403261174,-0.19671630049619296,0.5826134625542044,-0.11116861679266286,0.7512574186798375,0.015014460857076972,0.20871357663702617,-0.08313225533741014,-0.1932010714956732,1.0,-0.06970931084602379,0.3125590712515244,0.8630538893907139,0.4644870340855629,0.2556714004795977,-0.2033404591159589,0.24048396089626134,0.48490877473160376,0.5060926005368359,0.6054866992795579,0.31473877702306297,0.5987821392456686,0.48180972897488034,0.5922236356616167,-0.30601305414037433,-0.30194353147941294,0.7786840024042342,0.25518540573499954,0.5431805089448656,-0.4348787400990638
Cerebellum_8_R,-0.14586982077762461,0.5449799702296254,-0.37936373446416677,-0.3242482099077384,-0.1752255964568624,0.7393753214092944,-0.3540127941287952,-0.06716543238776888,0.7858559499977302,-0.17227510514074737,0.6994777429433395,-0.17435626279658306,0.8817073216469015,0.6869323737680172,-0.06970931084602379,1.0,0.5573243737217277,0.0001498482151979359,-0.4094390528906348,-0.5939468883876217,0.15842614139368766,-0.31522473171658927,-0.4618566064205706,0.05341459423600457,0.1501996115005174,0.20874005294084408,-0.10246163947883917,0.06077484134346393,-0.3372724198176811,0.11276225573138231,-0.35456360407930976,-0.26098870441291316,-0.17812722185333466,0.24362034896535587,0.3615873174266962
Amygdala_R,0.4045166303183607,0.18242738346492263,-0.07520012959883979,-0.0606404089647987,-0.20270142997445773,0.27647872009726576,-0.35030393791533904,0.14153621862797858,0.3352225031281568,0.08789222814929575,0.5691762298410444,-0.23189574815871275,0.5497439031823758,0.45720957035308196,0.3125590712515244,0.5573243737217277,1.0,0.3993676899199784,-0.18545441925832323,-0.19555736600887721,0.1883881335943953,-0.12683753524007688,-0.21983715283384248,0.48898713410849093,0.13067519580635278,0.445769361753881,0.5024706983053409,0.4680751288320567,0.024046938871094357,-0.3436753486888516,-0.6405095452640733,0.14331515800183128,-0.08543412058257283,0.35636262566570626,-0.0836617526817432
Thal_VPL_R,0.5246577811266775,-0.2183068505419173,0.13440314270987164,0.5649895095043209,0.06489527391260486,-0.2870004489534495,-0.17267106649594421,0.5322033379983618,-0.048238031057294996,0.6422005495148218,0.08240442031556756,0.10934595412707691,-0.02477889163231102,-0.0899970204557728,0.8630538893907139,0.0001498482151979359,0.3993676899199784,1.0,0.4282289454804374,0.15898080799227463,-0.13980216275389012,0.14891177758426802,0.397893242289014,0.5571904648860837,0.5707106247242568,0.340282540240577,0.5944136229364693,0.5216915806385696,0.5243446765366316,-0.29608923786133473,-0.32235513158850515,0.707246240163177,0.2543107641179001,0.5330890413681585,-0.352455633723505
Thal_PuI_R,0.19144710089737357,-0.36951855967767133,0.33025010999049287,0.7014044930364098,0.15649337380425954,-0.5305962508755666,0.05048112027476407,0.39870457060311587,-0.4645433104389706,0.5156379581025159,-0.44772547148565905,0.4616117133616474,-0.4354523966877875,-0.4693971328881291,0.4644870340855629,-0.4094390528906348,-0.18545441925832323,0.4282289454804374,1.0,0.5082852463522406,-0.24257732565019463,0.22289359591042388,0.5953918772591018,0.15934648344241714,0.304867987526665,-0.0033532606835682817,0.21190444401359143,0.19671167781980076,0.5923356147185372,0.20116237690558716,0.13891971729137725,0.5178492627951098,0.3056474090787847,0.023883756374872413,-0.14261585319236117
Raphe_D,0.17162959573186068,-0.6878639812966082,0.49820384578203863,0.4883173516068323,0.02393411761116972,-0.5553627347034376,-0.050855844609234195,0.09781261646707815,-0.6255629154756662,0.3920290053491976,-0.40714843736706524,0.44277104888738533,-0.44473588234319467,-0.6751000872228294,0.2556714004795977,-0.5939468883876217,-0.19555736600887721,0.15898080799227463,0.5082852463522406,1.0,-0.0731499690697091,0.21045635222258538,0.5865694235482178,0.18520118839671543,-0.05718508855672231,0.04052055027224142,0.3720448886304917,0.1694880389297514,0.6380628019833444,0.009816032429946421,-0.06745021304253485,0.45250463889917086,0.16174655453881395,-0.18592236873379395,-0.3802790327032515
SupraMarginal_L,0.08998710720958787,0.4469799694610678,-0.0028947985195771583,-0.1610651186768673,-0.13102376262674903,0.08781699683946836,0.4497327054645114,0.01821849976670085,0.03991749829264394,-0.22241019574714976,0.27928978075127814,-0.37228224531160675,0.19049100350503714,0.31395086296962194,-0.2033404591159589,0.15842614139368766,0.1883881335943953,-0.13980216275389012,-0.24257732565019463,-0.0731499690697091,1.0,-0.09740514845482871,-0.3100541978387661,0.31807906745244413,-0.13907852221478215,0.5577511047146989,0.1422481011505204,0.1885225919782342,-0.40218600377522334,0.01893027211689262,0.06728882728637216,-0.2457824067373641,-0.003201591505371814,0.1513959962907594,0.12405543541406659
SN_pc_R,0.08368805330723872,-0.18571531283159512,0.0703819172112528,0.15293196570015585,0.2715802606627244,-0.3365070518415609,0.11275789676080716,0.24095911595000025,-0.1705450859908483,0.2758777293217568,-0.37433567645225063,0.3912445929697279,-0.2741887083203548,-0.14589147377763564,0.24048396089626134,-0.31522473171658927,-0.12683753524007688,0.14891177758426802,0.22289359591042388,0.21045635222258538,-0.09740514845482871,1.0,0.39254228622730614,0.05050212882199328,0.1115279691817862,-0.006225418622911508,0.049596381737416054,0.07516890185593673,0.37561415541085863,0.03613774903326145,0.17866350857693988,0.2903828337775618,0.3326357872183031,0.04611787512771986,-0.03730246111516866
SN_pr_L,0.2725240582245126,-0.53329042329358,0.3021522941540722,0.5850868781879413,0.40689122685696655,-0.5075740095747452,-0.05155317647274337,0.4132774280426583,-0.409886668341272,0.6229417348650175,-0.42435057587441777,0.46692555053660206,-0.43924395391417115,-0.6176911583840181,0.48490877473160376,-0.4618566064205706,-0.21983715283384248,0.397893242289014,0.5953918772591018,0.5865694235482178,-0.3100541978387661,0.39254228622730614,1.0,0.10569409526490713,0.2430470880334861,-0.011176550278627097,0.30894153585328615,0.2006787102119576,0.6733991739210204,0.023085070440955795,-0.007730608197133943,0.6023526735005132,0.4116319523524193,0.046300640217752924,-0.3114989098355973
Cerebellum_3_R,0.5022930863605274,-0.028672419863796098,0.1635690211082089,0.31120947192577386,-0.27176969592820943,-0.16340948775477335,0.07447782521478202,0.29797590329774704,-0.07609586611169271,0.29709724542213334,0.31339807889953564,-0.22659389159485985,0.14745766167678348,0.06236849835478558,0.5060926005368359,0.05341459423600457,0.48898713410849093,0.5571904648860837,0.15934648344241714,0.18520118839671543,0.31807906745244413,0.05050212882199328,0.10569409526490713,1.0,0.23013893191110452,0.5015558207722581,0.6184085672366095,0.5337606163570334,0.1332298545568535,-0.2659559672626726,-0.3294835062039841,0.360130575676259,0.05373243702971214,0.39263391951944115,-0.252479059730271
Thal_VPL_L,0.13577219956278674,0.062294326503653116,-0.026362861435915843,0.37521333689860525,0.06994714750299483,0.02847116216168851,-0.12258379049836858,0.3150493695051173,0.1965477891271563,0.5043304990262528,0.06803799002797024,0.31169653403814634,0.07111737714478875,0.1131831071168718,0.6054866992795579,0.1501996115005174,0.13067519580635278,0.5707106247242568,0.304867987526665,-0.05718508855672231,-0.13907852221478215,0.1115279691817862,0.2430470880334861,0.23013893191110452,1.0,0.07069243712471981,0.07894915326609632,0.14704674730879708,0.3643100902334884,0.10820008843095874,-0.08297916419240786,0.39746879116099665,0.18171938601483262,0.5045917949691509,0.021357783460240504
Precentral_L,0.357975791735433,0.13554428494020423,-0.009307902807177469,0.16643558108867573,-0.007410861714339773,-0.10285376116437785,0.05168887597163397,0.3148420898017481,-0.07338306003892443,0.08476737734045499,0.428072853921439,-0.3744166002380151,0.2631652262794482,0.12292930735812657,0.31473877702306297,0.20874005294084408,0.445769361753881,0.340282540240577,-0.0033532606835682817,0.04052055027224142,0.5577511047146989,-0.006225418622911508,-0.011176550278627097,0.5015558207722581,0.07069243712471981,1.0,0.5031096868575395,0.5412092530730179,-0.044396926800282635,-0.3504830469589641,-0.329556588918866,0.19474497431572738,0.18862363134505994,0.3179521756132038,-0.29072874034378104
Frontal_Inf_Orb_2_R,0.5836684207175525,-0.3559153512621041,0.4541257565670441,0.36947996215010387,0.0038877742829893413,-0.24878518815612638,-0.12933728477105333,0.33565974366787693,-0.17999935208204507,0.4424635331231648,0.22073326039274704,-0.18849958611976747,-0.017200879923177335,-0.22383049863883347,0.5987821392456686,-0.10246163947883917,0.5024706983053409,0.5944136229364693,0.21190444401359143,0.3720448886304917,0.1422481011505204,0.049596381737416054,0.30894153585328615,0.6184085672366095,0.07894915326609632,0.5031096868575395,1.0,0.5035964933148044,0.3671307777183423,-0.5993812485738998,-0.47565637133360245,0.5756971394606715,0.20970938072589523,0.33338599358956356,-0.6500137374494694
Frontal_Sup_Medial_R,0.5967601006961711,-0.015368817721831414,-0.00041156121098684444,0.4073076715912643,-0.007790316998529987,-0.3996004285212602,0.026415680169885918,0.5016556010479244,-0.24332468034974447,0.328925525171937,0.07600415053011034,-0.012495137563116362,0.14487424963945283,0.003950318681596396,0.48180972897488034,0.06077484134346393,0.4680751288320567,0.5216915806385696,0.19671167781980076,0.1694880389297514,0.1885225919782342,0.07516890185593673,0.2006787102119576,0.5337606163570334,0.14704674730879708,0.5412092530730179,0.5035964933148044,1.0,0.19319552164807025,-0.19877560510011305,-0.349828259532008,0.3534358011666616,0.295562840445585,0.3737455342106934,-0.026544026751731647
Thal_PuM_R,0.2502184709626793,-0.6739169616367231,0.3492533611059629,0.5646599096446839,0.24696622564524884,-0.3736952161604039,-0.393019784863681,0.3263609415406986,-0.2707478383589951,0.6531117118883986,-0.3070935432617052,0.6742565003588,-0.28173275823667454,-0.5131435005243191,0.5922236356616167,-0.3372724198176811,0.024046938871094357,0.5243446765366316,0.5923356147185372,0.6380628019833444,-0.40218600377522334,0.37561415541085863,0.6733991739210204,0.1332298545568535,0.3643100902334884,-0.044396926800282635,0.3671307777183423,0.19319552164807025,1.0,-0.028765251867572325,-0.26287038727475665,0.6852789122338766,0.2899532313306781,0.10566789830348555,-0.3865875913218405
Fusiform_L,-0.42899124218877865,0.28868029804594875,-0.12290926748343695,0.031060224285921062,0.03458835997779573,0.09784346212287963,0.15776369040123564,-0.049396744158535365,0.07528283255935027,-0.06521720524034161,-0.33936199116920635,0.5237964027353621,0.03976225275595978,0.08093045441344451,-0.30601305414037433,0.11276225573138231,-0.3436753486888516,-0.29608923786133473,0.20116237690558716,0.009816032429946421,0.01893027211689262,0.03613774903326145,0.023085070440955795,-0.2659559672626726,0.10820008843095874,-0.3504830469589641,-0.5993812485738998,-0.19877560510011305,-0.028765251867572325,1.0,0.42213424378594205,-0.24556181648141479,0.0022724614460937474,-0.15679949416163078,0.6868777296338152
Postcentral_R,-0.34301446078512876,0.25168926139734965,0.019836091082614665,-0.038237476741979415,0.16106644994794567,-0.2552648493753573,0.7441722531327885,-0.0482663226958208,-0.17910624949923198,-0.12067992595361714,-0.5740403276206197,0.14971244617436041,-0.4533337100334463,-0.028204345825956677,-0.30194353147941294,-0.35456360407930976,-0.6405095452640733,-0.32235513158850515,0.13891971729137725,-0.06745021304253485,0.06728882728637216,0.17866350857693988,-0.007730608197133943,-0.3294835062039841,-0.08297916419240786,-0.329556588918866,-0.47565637133360245,-0.349828259532008,-0.26287038727475665,0.42213424378594205,1.0,-0.20176477259843978,0.03549860762412966,-0.0832900553361056,0.3994425536854614
Thal_VA_R,0.45291850106316844,-0.47845296702298973,0.30400635751411803,0.5899981082362472,0.13787084987753798,-0.4289461694594467,-0.18342356304351345,0.44715502242633104,-0.22253536194381107,0.7918497901911326,-0.14943820029843055,0.30011911282056997,-0.26324940123694796,-0.404689747640539,0.7786840024042342,-0.26098870441291316,0.14331515800183128,0.707246240163177,0.5178492627951098,0.45250463889917086,-0.2457824067373641,0.2903828337775618,0.6023526735005132,0.360130575676259,0.39746879116099665,0.19474497431572738,0.5756971394606715,0.3534358011666616,0.6852789122338766,-0.24556181648141479,-0.20176477259843978,1.0,0.26109017592267614,0.3742270962311653,-0.4402118037967024
Thal_MGN_L,0.196367076860197,-0.16652637982748264,0.16672356991980247,0.440082760555427,0.4653849959018105,-0.3183601370576198,0.12758137872231193,0.39649519621200313,-0.24435609139670636,0.2515963836367083,-0.18000738216049306,0.2205943285678041,-0.14228418757646755,-0.1703333331600499,0.25518540573499954,-0.17812722185333466,-0.08543412058257283,0.2543107641179001,0.3056474090787847,0.16174655453881395,-0.003201591505371814,0.3326357872183031,0.4116319523524193,0.05373243702971214,0.18171938601483262,0.18862363134505994,0.20970938072589523,0.295562840445585,0.2899532313306781,0.0022724614460937474,0.03549860762412966,0.26109017592267614,1.0,0.0741173597683888,-0.08056790143854117
Thal_PuA_R,0.28811749850958057,0.16241046795170802,-0.06588085186611915,0.12539328982615186,0.12121275623299418,0.029621754477278446,0.0669844791821587,0.40736831065622614,0.2316776630312729,0.4140920432851461,0.2296924458039692,-0.06443994620508411,0.18115650459849109,0.20238174774747486,0.5431805089448656,0.24362034896535587,0.35636262566570626,0.5330890413681585,0.023883756374872413,-0.18592236873379395,0.1513959962907594,0.04611787512771986,0.046300640217752924,0.39263391951944115,0.5045917949691509,0.3179521756132038,0.33338599358956356,0.3737455342106934,0.10566789830348555,-0.15679949416163078,-0.0832900553361056,0.3742270962311653,0.0741173597683888,1.0,-0.09608536761004735
Temporal_Pole_Sup_L,-0.22274316935372174,0.6321330402494164,-0.3005387983637191,-0.24746691144458255,-0.030441284592150473,0.18468765136532383,0.2695621412521616,-0.12832855927265252,0.2723162824179047,-0.2583368943698711,-0.11490707343216923,0.25660609298298587,0.2536356135747429,0.4651496438496422,-0.4348787400990638,0.3615873174266962,-0.0836617526817432,-0.352455633723505,-0.14261585319236117,-0.3802790327032515,0.12405543541406659,-0.03730246111516866,-0.3114989098355973,-0.252479059730271,0.021357783460240504,-0.29072874034378104,-0.6500137374494694,-0.026544026751731647,-0.3865875913218405,0.6868777296338152,0.3994425536854614,-0.4402118037967024,-0.08056790143854117,-0.09608536761004735,1.0
